backbone,fold,block,rank,eigenvalue_sum,minimum_eigenvalue,basis_sha256,embedding_sha256,representation_dim,effective_positive_rank,rank_tolerance,top32_orthogonality_error,cross_covariance_condition_positive,s1_s2_centroid_correlation,s1_s2_principal_angle_mean_deg,s1_s2_principal_angle_max_deg
DeepConvNet,2,P09_16,8,1.784035666134612e-14,1.0778800572055039e-15,e04d34e31d9e46ce5dbe30abe41c82437584adc5019d10cbb9b60f7509b7d00b,541a10fa506d4ba47b9ba59bdefbae44d8fc6c5d42f105251de022f8f1102d8f,256,7,1.1302063398148011e-12,6.7329976073705736e-15,102.7685881892607,0.6605705792496378,41.8639013679507,79.18752995279924
DeepConvNet,2,P17_32,16,1.1504965630693894e-14,4.975859287200411e-16,e04d34e31d9e46ce5dbe30abe41c82437584adc5019d10cbb9b60f7509b7d00b,541a10fa506d4ba47b9ba59bdefbae44d8fc6c5d42f105251de022f8f1102d8f,256,7,1.1302063398148011e-12,6.7329976073705736e-15,102.7685881892607,0.6605705792496378,41.8639013679507,79.18752995279924
DeepConvNet,3,P01_04,4,6.137719314072057,0.1959072672578693,867e4c059468b6cf6a32f27b3ac2c3dda775b3df69202d382eb3792d8f72c3d8,3cb26852851810d0dfa23e8d0dd3404f0715cc0b7600618c64928b3010c6917f,256,7,2.74106176044885e-13,6.8281864598749396e-15,75.49317306028816,0.9157779578428428,44.17712091735632,89.32532738207381
DeepConvNet,3,P05_08,4,0.3004149619323547,2.098759990142658e-15,867e4c059468b6cf6a32f27b3ac2c3dda775b3df69202d382eb3792d8f72c3d8,3cb26852851810d0dfa23e8d0dd3404f0715cc0b7600618c64928b3010c6917f,256,7,2.74106176044885e-13,6.8281864598749396e-15,75.49317306028816,0.9157779578428428,44.17712091735632,89.32532738207381
DeepConvNet,3,P09_16,8,4.30000728409327e-15,2.976593795994184e-16,867e4c059468b6cf6a32f27b3ac2c3dda775b3df69202d382eb3792d8f72c3d8,3cb26852851810d0dfa23e8d0dd3404f0715cc0b7600618c64928b3010c6917f,256,7,2.74106176044885e-13,6.8281864598749396e-15,75.49317306028816,0.9157779578428428,44.17712091735632,89.32532738207381
DeepConvNet,3,P17_32,16,2.601587284532772e-15,1.0993782273422952e-16,867e4c059468b6cf6a32f27b3ac2c3dda775b3df69202d382eb3792d8f72c3d8,3cb26852851810d0dfa23e8d0dd3404f0715cc0b7600618c64928b3010c6917f,256,7,2.74106176044885e-13,6.8281864598749396e-15,75.49317306028816,0.9157779578428428,44.17712091735632,89.32532738207381
DeepConvNet,4,P01_04,4,8.122268468753196,0.5308583069947848,1a29dfca6c2a947de05b70ec0cae83916c0b167ee1dd22f5d3f861e1b3c6bff5,060cb76b2f1c98ac71b94e61a9d741e09af6ff209ea560c7509118853a19ec38,256,8,2.1536140913490596e-13,6.69092659927716e-15,49.670010652353554,0.805007355595163,41.41523855915756,82.89094843283394
DeepConvNet,4,P05_08,4,0.5276290984449559,0.07627697128567729,1a29dfca6c2a947de05b70ec0cae83916c0b167ee1dd22f5d3f861e1b3c6bff5,060cb76b2f1c98ac71b94e61a9d741e09af6ff209ea560c7509118853a19ec38,256,8,2.1536140913490596e-13,6.69092659927716e-15,49.670010652353554,0.805007355595163,41.41523855915756,82.89094843283394
DeepConvNet,4,P09_16,8,4.7711552739489825e-15,3.574737671924784e-16,1a29dfca6c2a947de05b70ec0cae83916c0b167ee1dd22f5d3f861e1b3c6bff5,060cb76b2f1c98ac71b94e61a9d741e09af6ff209ea560c7509118853a19ec38,256,8,2.1536140913490596e-13,6.69092659927716e-15,49.670010652353554,0.805007355595163,41.41523855915756,82.89094843283394
DeepConvNet,4,P17_32,16,2.9367463551176173e-15,1.3074853720909642e-16,1a29dfca6c2a947de05b70ec0cae83916c0b167ee1dd22f5d3f861e1b3c6bff5,060cb76b2f1c98ac71b94e61a9d741e09af6ff209ea560c7509118853a19ec38,256,8,2.1536140913490596e-13,6.69092659927716e-15,49.670010652353554,0.805007355595163,41.41523855915756,82.89094843283394
