backbone,fold,block,subject,candidate_persistence,random_persistence_mean,persistence_specific
EEGConformer,2,P01_04,sub-23,-2.4728914572435947,-3.190990208926772,0.7180987516831774
EEGConformer,2,P01_04,sub-24,-0.44131489594323803,-1.1162928139266,0.6749779179833622
EEGConformer,2,P01_04,sub-30,10.688209786727288,9.36066091483399,1.327548871893299
EEGConformer,2,P01_04,sub-31,5.189660109982784,2.4706512149452693,2.7190088950375144
EEGConformer,2,P01_04,sub-38,8.14618896389867,3.3864805623124665,4.759708401586202
EEGConformer,2,P01_04,sub-41,2.559502430742994,1.7368208047118423,0.8226816260311516
EEGConformer,2,P01_04,sub-42,2.4631562247744796,1.8857749323008373,0.5773812924736421
EEGConformer,2,P05_08,sub-6,0.04580490246958178,0.02724858337522778,0.018556319094354005
EEGConformer,2,P05_08,sub-23,0.21659325323544149,-0.06578465255089219,0.2823779057863337
EEGConformer,2,P05_08,sub-24,0.013262583945825246,-0.06047491353678294,0.0737374974826082
EEGConformer,2,P05_08,sub-30,-0.031301221705241994,0.09715393664080806,-0.12845515834605006
EEGConformer,2,P05_08,sub-31,0.09198023465346652,0.07423465120000537,0.017745583453461167
EEGConformer,2,P05_08,sub-38,0.2214904780138322,0.014500198685990142,0.20699027932784206
EEGConformer,2,P05_08,sub-41,0.03289765237344972,-0.010166059593971419,0.04306371196742114
EEGConformer,2,P05_08,sub-42,0.0617338627923847,0.008598130084808213,0.05313573270757649
EEGConformer,2,P09_16,sub-6,-1.5974847845816597e-29,-1.0918383575605804e-30,-1.4883009488256016e-29
EEGConformer,2,P09_16,sub-23,4.1626799440975904e-30,3.701947850097487e-30,4.607320940001034e-31
EEGConformer,2,P09_16,sub-24,2.263502150765201e-30,7.585847686751756e-31,1.5049173820900254e-30
EEGConformer,2,P09_16,sub-30,1.6152959924920837e-30,9.200973532779894e-30,-7.58567754028781e-30
EEGConformer,2,P09_16,sub-31,5.1833604516772086e-30,7.709103910588543e-30,-2.525743458911334e-30
EEGConformer,2,P09_16,sub-38,3.065953678668857e-30,3.286035696650053e-30,-2.200820179811949e-31
EEGConformer,2,P09_16,sub-41,-1.3858461041661241e-30,3.212399924468843e-30,-4.5982460286349665e-30
EEGConformer,2,P09_16,sub-42,-1.1480215756887084e-29,-1.184625797112877e-29,3.660422142416951e-31
EEGConformer,2,P17_32,sub-6,-2.1296655778383577e-29,1.3971535910163715e-30,-2.269380936939995e-29
EEGConformer,2,P17_32,sub-23,1.4746060459458426e-30,1.1374219511843385e-30,3.3718409476150378e-31
EEGConformer,2,P17_32,sub-24,-7.207855099500727e-32,-8.316028805020004e-32,1.1081737055192767e-32
EEGConformer,2,P17_32,sub-30,-1.5048854603956937e-30,6.502868216922838e-30,-8.00775367731853e-30
EEGConformer,2,P17_32,sub-31,3.1861109054043715e-30,4.944735513470172e-30,-1.7586246080657993e-30
EEGConformer,2,P17_32,sub-38,2.5503057757136625e-30,2.2578853720359973e-30,2.9242040367766587e-31
EEGConformer,2,P17_32,sub-41,3.918507777720891e-31,3.634069950595016e-30,-3.2422191728229275e-30
EEGConformer,2,P17_32,sub-42,-6.472152781366162e-30,-4.75358804104121e-30,-1.7185647403249528e-30
EEGConformer,3,P01_04,sub-7,3.595995812554996,1.9197574233857,1.6762383891692965
EEGConformer,3,P01_04,sub-12,1.4132787433314493,1.3699677930481868,0.04331095028326293
EEGConformer,3,P01_04,sub-14,-1.7133819546835014,-2.557610338210639,0.8442283835271371
EEGConformer,3,P01_04,sub-17,1.7640535977016474,1.667399592355975,0.09665400534567237
EEGConformer,3,P01_04,sub-32,1.3177452977892532,0.5666235790226296,0.7511217187666235
EEGConformer,3,P01_04,sub-47,1.4282602883711166,1.2625850285109501,0.1656752598601663
EEGConformer,3,P01_04,sub-48,1.7040526840600614,1.2036610451965848,0.5003916388634764
EEGConformer,3,P01_04,sub-50,1.7739142335027849,1.5824881732258254,0.19142606027695974
EEGConformer,3,P05_08,sub-7,0.021087393294786913,0.048051169501626106,-0.026963776206839186
EEGConformer,3,P05_08,sub-12,0.03706376155841287,0.02400156637121265,0.013062195187200216
EEGConformer,3,P05_08,sub-14,0.0011328242530274472,-0.004716505717027857,0.0058493299700553055
EEGConformer,3,P05_08,sub-17,0.09496495116570891,0.03934054656894942,0.055624404596759505
EEGConformer,3,P05_08,sub-32,0.006790473957667884,0.010406774654883776,-0.003616300697215892
EEGConformer,3,P05_08,sub-47,0.0293977254762125,0.0033145762205322843,0.026083149255680216
EEGConformer,3,P05_08,sub-48,0.02418583550985949,0.02437900739771507,-0.00019317188785559006
EEGConformer,3,P05_08,sub-50,0.013567716469565831,0.003984322516595767,0.009583393952970065
EEGConformer,3,P09_16,sub-7,9.41124930242963e-31,1.5281784453266447e-30,-5.870535150836814e-31
EEGConformer,3,P09_16,sub-12,-2.5122858137455667e-30,1.9890812801835443e-30,-4.501367093929111e-30
EEGConformer,3,P09_16,sub-14,9.117399828557878e-31,8.18815864379417e-31,9.292411847637081e-32
EEGConformer,3,P09_16,sub-17,-2.688666412710741e-31,1.0040557958680363e-30,-1.2729224371391102e-30
EEGConformer,3,P09_16,sub-32,-5.251843344876025e-31,-4.852885668755064e-31,-3.989576761209614e-32
EEGConformer,3,P09_16,sub-47,-3.6276463401885587e-31,-2.395613912803902e-31,-1.2320324273846567e-31
EEGConformer,3,P09_16,sub-48,2.4975911495876224e-31,7.776472421297246e-31,-5.278881271709626e-31
EEGConformer,3,P09_16,sub-50,-5.119173142710361e-31,1.4361860354451407e-30,-1.9481033497161768e-30
EEGConformer,3,P17_32,sub-7,1.032876940294674e-30,1.6374652587160808e-30,-6.045883184214078e-31
EEGConformer,3,P17_32,sub-12,-4.551607923489989e-30,1.1664489963868542e-30,-5.718056919876843e-30
EEGConformer,3,P17_32,sub-14,-6.0881305022690425e-31,-3.648058101793208e-31,-2.4400724004758344e-31
EEGConformer,3,P17_32,sub-17,-4.4975087313833535e-32,1.3230788405783729e-30,-1.368053927892206e-30
EEGConformer,3,P17_32,sub-32,1.2463441667863324e-32,1.2619687644792013e-31,-1.1373343478005678e-31
EEGConformer,3,P17_32,sub-47,-2.6895222192955595e-33,1.1314252177853963e-30,-1.134114740004692e-30
EEGConformer,3,P17_32,sub-48,7.442746488562163e-31,1.207984161206647e-30,-4.637095123504305e-31
EEGConformer,3,P17_32,sub-50,1.0583707350465603e-30,1.914026774111657e-30,-8.55656039065096e-31
EEGConformer,4,P01_04,sub-1,3.154377448098022,2.8132064601425837,0.341170987955437
EEGConformer,4,P01_04,sub-3,2.4711413688293913,1.8293553043942368,0.6417860644351543
EEGConformer,4,P01_04,sub-5,0.23668321093320088,-0.028950503402393996,0.26563371433559485
EEGConformer,4,P01_04,sub-16,1.885623958335829,1.9051738809935241,-0.019549922657695173
EEGConformer,4,P01_04,sub-19,2.3238405238919095,2.2293045507307583,0.0945359731611517
EEGConformer,4,P01_04,sub-21,2.1462457241839488,2.0163352119716174,0.12991051221233052
EEGConformer,4,P01_04,sub-28,1.154137378544676,-0.617599677299291,1.7717370558439671
EEGConformer,4,P01_04,sub-33,1.4816054333204602,1.4083447619467,0.07326067137376002
EEGConformer,4,P01_04,sub-37,1.3247989970247773,1.178696391462041,0.14610260556273658
EEGConformer,4,P05_08,sub-1,0.12039113232704152,0.1327949568374471,-0.012403824510405614
EEGConformer,4,P05_08,sub-3,0.10131409492543052,0.09594001939384489,0.00537407553158567
EEGConformer,4,P05_08,sub-5,0.1486994880145077,-0.01995630619628472,0.1686557942107924
EEGConformer,4,P05_08,sub-16,0.23013270021169416,0.17758360978032797,0.05254909043136616
EEGConformer,4,P05_08,sub-19,0.1666428835810237,0.14252649108503107,0.024116392495992706
EEGConformer,4,P05_08,sub-21,0.1079491615970789,0.09540080007938213,0.012548361517696768
EEGConformer,4,P05_08,sub-28,0.008429004687095565,0.0693242006724343,-0.06089519598533871
EEGConformer,4,P05_08,sub-33,0.20203122252119618,0.1609382183763158,0.0410930041448804
EEGConformer,4,P05_08,sub-37,0.11903987894441424,0.11306876293500459,0.00597111600940968
EEGConformer,4,P09_16,sub-1,-3.1336935493918507e-28,6.591158494183597e-28,-9.724852043575446e-28
EEGConformer,4,P09_16,sub-3,1.3894245809381714e-28,2.8231140991915906e-28,-1.4336895182534196e-28
EEGConformer,4,P09_16,sub-5,-5.080640303183363e-28,-7.548732962375403e-29,-4.325767006945823e-28
EEGConformer,4,P09_16,sub-16,-7.048121136062085e-28,4.949952120808612e-28,-1.1998073256870696e-27
EEGConformer,4,P09_16,sub-19,1.6891718013159264e-28,2.5239885921865862e-28,-8.348167908706598e-29
EEGConformer,4,P09_16,sub-21,-2.9308782310419247e-27,3.7200998534930514e-28,-3.302888216391229e-27
EEGConformer,4,P09_16,sub-28,2.453489051673988e-28,2.5273526214891305e-28,-7.386356981514337e-30
EEGConformer,4,P09_16,sub-33,1.5018564517678617e-28,2.8521012470390874e-28,-1.3502447952712257e-28
EEGConformer,4,P09_16,sub-37,7.940584249984212e-29,1.7814497321146408e-28,-9.873913071162196e-29
EEGConformer,4,P17_32,sub-1,-2.5939953390658697e-28,5.014537589017545e-28,-7.608532928083413e-28
EEGConformer,4,P17_32,sub-3,1.1376507131691997e-28,2.1349714987291217e-28,-9.973207855599216e-29
EEGConformer,4,P17_32,sub-5,-3.1520851590843243e-28,-2.2295725901426312e-29,-2.929127900070061e-28
EEGConformer,4,P17_32,sub-16,-4.818154745543876e-28,3.566089570074532e-28,-8.384244315618408e-28
EEGConformer,4,P17_32,sub-19,1.1360274395159206e-28,1.8707938667655216e-28,-7.347664272496008e-29
EEGConformer,4,P17_32,sub-21,-2.1943618014654936e-27,3.053565064391139e-28,-2.4997183079046074e-27
EEGConformer,4,P17_32,sub-28,1.9092592460033412e-28,1.9437993057951946e-28,-3.4540059791852936e-30
EEGConformer,4,P17_32,sub-33,1.0250686720578258e-28,2.1097235715340763e-28,-1.0846548994762487e-28
EEGConformer,4,P17_32,sub-37,-7.436862286724887e-30,1.0669057012054288e-28,-1.141274324072678e-28
