backbone,config,fold,subject,n_S3_trials,balanced_accuracy,macro_f1,cross_entropy
DeepConvNet,DEEP_F25_STABLE,1,sub-27,200,0.605,0.6049111049986247,0.7028785073952867
DeepConvNet,DEEP_F25_STABLE,1,sub-36,200,0.97,0.97,0.055644527418403006
DeepConvNet,DEEP_F25_STABLE,1,sub-44,200,0.8049999999999999,0.804172629359042,0.3814740585645491
DeepConvNet,DEEP_F25_STABLE,1,sub-45,200,0.905,0.9049976249406235,0.2085846134537585
DeepConvNet,DEEP_F25_STABLE,2,sub-9,200,0.585,0.5849066039858968,0.713514772792963
DeepConvNet,DEEP_F25_STABLE,2,sub-22,200,0.665,0.6625620105260508,0.6002338882647801
DeepConvNet,DEEP_F25_STABLE,2,sub-25,200,0.97,0.96999699969997,0.07129890262006705
DeepConvNet,DEEP_F25_STABLE,2,sub-26,200,0.635,0.6349178565177165,0.586721057975547
DeepConvNet,DEEP_F25_STABLE,2,sub-29,200,0.79,0.7898108297467721,0.4179165341803788
DeepConvNet,DEEP_F25_STABLE,2,sub-34,200,0.48,0.4799479947994799,0.8733859459649858
DeepConvNet,DEEP_F25_STABLE,2,sub-35,200,0.885,0.8849280800500312,0.22831965390579254
DeepConvNet,DEEP_F25_STABLE,2,sub-49,200,0.905,0.9049976249406235,0.26270304282685614
DeepConvNet,DEEP_F25_STABLE,3,sub-6,200,0.895,0.894681411269089,0.19881126438406838
DeepConvNet,DEEP_F25_STABLE,3,sub-23,200,0.955,0.9549898727213624,0.10703314395165286
DeepConvNet,DEEP_F25_STABLE,3,sub-24,195,0.8609532828282829,0.8611733684904417,0.25300432273625245
DeepConvNet,DEEP_F25_STABLE,3,sub-30,200,0.835,0.8349628666449951,0.38921168949845075
DeepConvNet,DEEP_F25_STABLE,3,sub-31,200,0.52,0.517636418450407,0.7194411093749251
DeepConvNet,DEEP_F25_STABLE,3,sub-38,200,0.46499999999999997,0.46337671456154866,0.7396992109326936
DeepConvNet,DEEP_F25_STABLE,3,sub-41,200,0.845,0.8449961249031226,0.30279384196472364
DeepConvNet,DEEP_F25_STABLE,3,sub-42,200,0.6699999999999999,0.6683750376846548,0.5592205254906562
DeepConvNet,DEEP_F25_STABLE,4,sub-7,200,0.81,0.8095238095238095,0.38468360653531664
DeepConvNet,DEEP_F25_STABLE,4,sub-12,200,0.73,0.7282608695652174,0.5028645999225706
DeepConvNet,DEEP_F25_STABLE,4,sub-14,200,0.51,0.50995099509951,0.767580307585481
DeepConvNet,DEEP_F25_STABLE,4,sub-17,200,0.835,0.8349958748968724,0.3475865035904843
DeepConvNet,DEEP_F25_STABLE,4,sub-32,200,0.52,0.512987012987013,0.7408686811716153
DeepConvNet,DEEP_F25_STABLE,4,sub-47,200,0.9199999999999999,0.9199279351416274,0.20672194470666583
DeepConvNet,DEEP_F25_STABLE,4,sub-48,200,0.78,0.7799119647859143,0.45564115377487896
DeepConvNet,DEEP_F25_STABLE,4,sub-50,200,0.96,0.96,0.09722271459025146
DeepConvNet,DEEP_F32_STABLE,0,sub-1,200,0.875,0.8746207277012964,0.28409912634009715
DeepConvNet,DEEP_F32_STABLE,0,sub-3,200,0.7949999999999999,0.7941302000954031,0.41751658425149896
DeepConvNet,DEEP_F32_STABLE,0,sub-5,200,0.78,0.7794486215538847,0.3744361535978264
DeepConvNet,DEEP_F32_STABLE,0,sub-16,200,0.495,0.4948863494286215,0.8208214978928444
DeepConvNet,DEEP_F32_STABLE,0,sub-19,200,0.94,0.9399759903961584,0.1619410511077475
DeepConvNet,DEEP_F32_STABLE,0,sub-21,200,0.815,0.8149583656322672,0.36683707939874594
DeepConvNet,DEEP_F32_STABLE,0,sub-28,200,0.62,0.6041666666666667,0.6012712204034018
DeepConvNet,DEEP_F32_STABLE,0,sub-33,200,0.945,0.9449986249656241,0.1779988218486192
DeepConvNet,DEEP_F32_STABLE,0,sub-37,200,0.745,0.7415824276050771,0.4635540696560173
DeepConvNet,DEEP_F32_STABLE,1,sub-2,200,0.745,0.7421572840567254,0.556905596520269
DeepConvNet,DEEP_F32_STABLE,1,sub-11,200,0.685,0.6827075621364358,0.5921002699906808
DeepConvNet,DEEP_F32_STABLE,1,sub-13,200,0.825,0.8249606161386311,0.3874864372440426
DeepConvNet,DEEP_F32_STABLE,1,sub-18,200,0.62,0.6193910256410255,0.6998176006453818
DeepConvNet,DEEP_F32_STABLE,1,sub-27,200,0.61,0.6096486838154338,0.6820359610814825
DeepConvNet,DEEP_F32_STABLE,1,sub-36,200,0.99,0.99,0.058868139257576085
DeepConvNet,DEEP_F32_STABLE,1,sub-44,200,0.8200000000000001,0.8197115384615384,0.3647271711951861
DeepConvNet,DEEP_F32_STABLE,1,sub-45,200,0.925,0.9249530956848031,0.19675958297002233
DeepConvNet,DEEP_F32_STABLE,2,sub-9,200,0.55,0.5498199279711885,0.7098548453719096
DeepConvNet,DEEP_F32_STABLE,2,sub-22,200,0.615,0.6088888888888889,0.6822921656792328
DeepConvNet,DEEP_F32_STABLE,2,sub-25,200,0.97,0.96999699969997,0.1000462394050831
DeepConvNet,DEEP_F32_STABLE,2,sub-26,200,0.62,0.6193910256410255,0.6562791024688207
DeepConvNet,DEEP_F32_STABLE,2,sub-29,200,0.8049999999999999,0.8044083352140223,0.4520201521299652
DeepConvNet,DEEP_F32_STABLE,2,sub-34,200,0.515,0.44947359459689545,0.8040068919694024
DeepConvNet,DEEP_F32_STABLE,2,sub-35,200,0.91,0.9099639855942376,0.20472352145400508
DeepConvNet,DEEP_F32_STABLE,2,sub-49,200,0.865,0.864726070292342,0.3332160190079567
DeepConvNet,DEEP_F32_STABLE,3,sub-6,200,0.895,0.894681411269089,0.19076758002352368
DeepConvNet,DEEP_F32_STABLE,3,sub-23,200,0.98,0.9799919967987194,0.09692246874057446
DeepConvNet,DEEP_F32_STABLE,3,sub-24,195,0.9174558080808081,0.9177735610373181,0.2051496733624472
DeepConvNet,DEEP_F32_STABLE,3,sub-30,200,0.835,0.8347976270931892,0.3766799503924359
DeepConvNet,DEEP_F32_STABLE,3,sub-31,200,0.575,0.521275097857002,0.7831895852388356
DeepConvNet,DEEP_F32_STABLE,3,sub-38,200,0.51,0.5087719298245614,0.7102430773868612
DeepConvNet,DEEP_F32_STABLE,3,sub-41,200,0.87,0.8699479791916767,0.269585231514701
DeepConvNet,DEEP_F32_STABLE,3,sub-42,200,0.685,0.6843608306821314,0.5626525151548931
DeepConvNet,DEEP_F32_STABLE,4,sub-7,200,0.785,0.782118517392516,0.3928004566809825
DeepConvNet,DEEP_F32_STABLE,4,sub-12,200,0.745,0.7442262845106447,0.47563221392590516
DeepConvNet,DEEP_F32_STABLE,4,sub-14,200,0.54,0.5388471177944862,0.7741238331535562
DeepConvNet,DEEP_F32_STABLE,4,sub-17,200,0.865,0.8649696181640869,0.31683423806568817
DeepConvNet,DEEP_F32_STABLE,4,sub-32,200,0.5700000000000001,0.5664885573142454,0.7101084017910894
DeepConvNet,DEEP_F32_STABLE,4,sub-47,200,0.925,0.9248478168290788,0.21633401285481133
DeepConvNet,DEEP_F32_STABLE,4,sub-48,200,0.78,0.779205138498595,0.4337897885998555
DeepConvNet,DEEP_F32_STABLE,4,sub-50,200,0.965,0.9649991249781245,0.0962394467370967
