backbone,config,fold,subject,n_S3_trials,balanced_accuracy,macro_f1,cross_entropy
FBCNet,FBC_S8_STABLE,0,sub-16,200,0.5,0.3333333333333333,0.6932646288748978
FBCNet,FBC_S8_STABLE,0,sub-19,200,0.5,0.3333333333333333,0.6932933500950393
FBCNet,FBC_S8_STABLE,0,sub-21,200,0.5,0.3333333333333333,0.6933122632384228
FBCNet,FBC_S8_STABLE,0,sub-28,200,0.49,0.43956043956043955,0.6928400350857846
FBCNet,FBC_S8_STABLE,0,sub-33,200,0.5,0.3333333333333333,0.6933122632384228
FBCNet,FBC_S8_STABLE,0,sub-37,200,0.5,0.47456914670029426,0.69140857973961
FBCNet,FBC_S8_STABLE,1,sub-2,200,0.49,0.3373180873180873,0.6928680374717792
FBCNet,FBC_S8_STABLE,1,sub-11,200,0.5,0.3333333333333333,0.6931527617629806
FBCNet,FBC_S8_STABLE,1,sub-13,200,0.5,0.3333333333333333,0.6931925892904757
FBCNet,FBC_S8_STABLE,1,sub-18,200,0.495,0.33967506783040763,0.6931566905483004
FBCNet,FBC_S8_STABLE,1,sub-27,200,0.5,0.3333333333333333,0.6931511138833598
FBCNet,FBC_S8_STABLE,1,sub-36,200,0.495,0.3311036789297659,0.6932369760811493
FBCNet,FBC_S8_STABLE,1,sub-44,200,0.485,0.3265993265993266,0.6932997702624499
FBCNet,FBC_S8_STABLE,1,sub-45,200,0.495,0.3311036789297659,0.6932473694239678
FBCNet,FBC_S8_STABLE,2,sub-9,200,0.46,0.322884012539185,0.6944915609549912
FBCNet,FBC_S8_STABLE,2,sub-22,200,0.495,0.3311036789297659,0.6933606113580933
FBCNet,FBC_S8_STABLE,2,sub-25,200,0.495,0.33967506783040763,0.6930476603772311
FBCNet,FBC_S8_STABLE,2,sub-26,200,0.49,0.40392706872370265,0.6928394937298044
FBCNet,FBC_S8_STABLE,2,sub-29,200,0.515,0.5144051463042227,0.6918465868611221
FBCNet,FBC_S8_STABLE,2,sub-34,200,0.5,0.3333333333333333,0.6931895564874898
FBCNet,FBC_S8_STABLE,2,sub-35,200,0.5,0.3333333333333333,0.6931920202068029
FBCNet,FBC_S8_STABLE,2,sub-49,200,0.53,0.4725620020199753,0.6915602981671191
FBCNet,FBC_S8_STABLE,3,sub-6,200,0.5,0.3333333333333333,0.6931484412213904
FBCNet,FBC_S8_STABLE,3,sub-23,200,0.5,0.3333333333333333,0.6931484412213904
FBCNet,FBC_S8_STABLE,3,sub-24,195,0.46827651515151514,0.33885498401627434,0.6934409402838901
FBCNet,FBC_S8_STABLE,3,sub-30,200,0.51,0.5095586027424682,0.6927744930187236
FBCNet,FBC_S8_STABLE,3,sub-31,200,0.52,0.4978554242075531,0.6932708925725248
FBCNet,FBC_S8_STABLE,3,sub-38,200,0.5,0.3333333333333333,0.6931484412213904
FBCNet,FBC_S8_STABLE,3,sub-41,200,0.45999999999999996,0.4533859702399028,0.6935938784399365
FBCNet,FBC_S8_STABLE,3,sub-42,200,0.48500000000000004,0.36480527889981806,0.6933133304489627
FBCNet,FBC_S8_STABLE,4,sub-7,200,0.505,0.36844119804790915,0.6934031213079968
FBCNet,FBC_S8_STABLE,4,sub-12,200,0.5,0.3333333333333333,0.6932641285429816
FBCNet,FBC_S8_STABLE,4,sub-14,200,0.5,0.3333333333333333,0.6932641285429816
FBCNet,FBC_S8_STABLE,4,sub-17,200,0.5,0.34201868666929863,0.6931494708478937
FBCNet,FBC_S8_STABLE,4,sub-32,200,0.52,0.40476190476190477,0.6926359439634348
FBCNet,FBC_S8_STABLE,4,sub-47,200,0.5,0.3333333333333333,0.6932641285429816
FBCNet,FBC_S8_STABLE,4,sub-48,200,0.51,0.3923611111111111,0.6928827499197311
FBCNet,FBC_S8_STABLE,4,sub-50,200,0.5,0.3333333333333333,0.6932641285429816
FBCNet,FBC_S16_STABLE,0,sub-1,200,0.5,0.3333333333333333,0.6936845026046755
FBCNet,FBC_S16_STABLE,0,sub-3,200,0.505,0.34434915063412697,0.6924292647973936
FBCNet,FBC_S16_STABLE,0,sub-5,200,0.5,0.3333333333333333,0.6933912005223911
FBCNet,FBC_S16_STABLE,0,sub-16,200,0.5,0.3333333333333333,0.6936845026046755
FBCNet,FBC_S16_STABLE,0,sub-19,200,0.5,0.3333333333333333,0.6936903581392414
FBCNet,FBC_S16_STABLE,0,sub-21,200,0.5,0.3333333333333333,0.6936845026046755
FBCNet,FBC_S16_STABLE,0,sub-28,200,0.5,0.3333333333333333,0.6952057514296365
FBCNet,FBC_S16_STABLE,0,sub-33,200,0.5,0.3333333333333333,0.6936845026046755
FBCNet,FBC_S16_STABLE,0,sub-37,200,0.5,0.3333333333333333,0.6937587553902677
FBCNet,FBC_S16_STABLE,1,sub-2,200,0.495,0.33967506783040763,0.6917955000003585
FBCNet,FBC_S16_STABLE,1,sub-11,200,0.5,0.3333333333333333,0.6928942196425352
FBCNet,FBC_S16_STABLE,1,sub-13,200,0.5,0.3333333333333333,0.6931398745543388
FBCNet,FBC_S16_STABLE,1,sub-18,200,0.51,0.3551783129359126,0.6929999979562024
FBCNet,FBC_S16_STABLE,1,sub-27,200,0.5,0.3333333333333333,0.6931617370636866
FBCNet,FBC_S16_STABLE,1,sub-36,200,0.495,0.3311036789297659,0.6932223720920334
FBCNet,FBC_S16_STABLE,1,sub-44,200,0.485,0.33494753833736884,0.6932814565099329
FBCNet,FBC_S16_STABLE,1,sub-45,200,0.515,0.3658265502925697,0.6928741621225436
FBCNet,FBC_S16_STABLE,2,sub-9,200,0.495,0.33967506783040763,0.6931217512782188
FBCNet,FBC_S16_STABLE,2,sub-22,200,0.505,0.34434915063412697,0.6928312866105557
FBCNet,FBC_S16_STABLE,2,sub-25,200,0.475,0.3220338983050847,0.6932289844192902
FBCNet,FBC_S16_STABLE,2,sub-26,200,0.515,0.4253384282709796,0.6868642550655699
FBCNet,FBC_S16_STABLE,2,sub-29,200,0.475,0.3301649070205097,0.6941892185595543
FBCNet,FBC_S16_STABLE,2,sub-34,200,0.495,0.3311036789297659,0.6934784822945415
FBCNet,FBC_S16_STABLE,2,sub-35,200,0.5,0.3333333333333333,0.6931640932926713
FBCNet,FBC_S16_STABLE,2,sub-49,200,0.57,0.5614035087719298,0.6912594600495191
FBCNet,FBC_S16_STABLE,3,sub-6,200,0.5,0.3333333333333333,0.6939554667588073
FBCNet,FBC_S16_STABLE,3,sub-23,200,0.5,0.3333333333333333,0.693887868392668
FBCNet,FBC_S16_STABLE,3,sub-24,195,0.5,0.32989690721649484,0.6944923166524491
FBCNet,FBC_S16_STABLE,3,sub-30,200,0.49,0.35312024353120247,0.6948898093617916
FBCNet,FBC_S16_STABLE,3,sub-31,200,0.5,0.3333333333333333,0.6936505568183019
FBCNet,FBC_S16_STABLE,3,sub-38,200,0.5,0.3333333333333333,0.693887868392668
FBCNet,FBC_S16_STABLE,3,sub-41,200,0.5,0.3333333333333333,0.6939187625681575
FBCNet,FBC_S16_STABLE,3,sub-42,200,0.5,0.3333333333333333,0.693887868392668
FBCNet,FBC_S16_STABLE,4,sub-7,200,0.5,0.3333333333333333,0.6937900741038513
FBCNet,FBC_S16_STABLE,4,sub-12,200,0.5,0.3333333333333333,0.6938985337374202
FBCNet,FBC_S16_STABLE,4,sub-14,200,0.5,0.3333333333333333,0.6937914641830912
FBCNet,FBC_S16_STABLE,4,sub-17,200,0.5,0.3333333333333333,0.6937839698010437
FBCNet,FBC_S16_STABLE,4,sub-32,200,0.5,0.3333333333333333,0.6936452391003084
FBCNet,FBC_S16_STABLE,4,sub-47,200,0.5,0.3333333333333333,0.6937914641830912
FBCNet,FBC_S16_STABLE,4,sub-48,200,0.5,0.3333333333333333,0.6937536745062982
FBCNet,FBC_S16_STABLE,4,sub-50,200,0.5,0.3333333333333333,0.6937902805396493
