backbone,fold,block,rank,eigenvalue_sum,minimum_eigenvalue,basis_sha256,embedding_sha256,representation_dim,effective_positive_rank,rank_tolerance,top32_orthogonality_error,cross_covariance_condition_positive,s1_s2_centroid_correlation,s1_s2_principal_angle_mean_deg,s1_s2_principal_angle_max_deg
TeCh,2,P09_16,8,7.743473453679362e-17,5.2435303572890314e-18,e573ec82a00a84ef2981d83d382054e0ece24222991be677b64d9e4c94ef4406,c2243432d4c9103df3a984855d35a696bb109f97ea4482daa5ccd587b33199b8,64,7,1.4210854715202004e-14,5.7913689105745056e-15,16453.181201584302,0.9309868567386838,27.04672555470236,73.51171027990858
TeCh,2,P17_32,16,1.8384520605827718e-17,-4.39582030383655e-19,e573ec82a00a84ef2981d83d382054e0ece24222991be677b64d9e4c94ef4406,c2243432d4c9103df3a984855d35a696bb109f97ea4482daa5ccd587b33199b8,64,7,1.4210854715202004e-14,5.7913689105745056e-15,16453.181201584302,0.9309868567386838,27.04672555470236,73.51171027990858
TeCh,3,P01_04,4,0.04292524752955836,1.9078890266586456e-05,542ac642464ece2dead571693b1771bdd376b7b0dce753ac7c133665883e3e36,07169ffd748dcc4ae15094ade0d057abc96974a7f1988def076bb8d48c965453,64,7,1.4210854715202004e-14,6.454606283649098e-15,26625.266668384676,0.6401680264569788,29.71662739245755,83.94337681950213
TeCh,3,P05_08,4,2.2613071166552593e-05,7.263242822624526e-18,542ac642464ece2dead571693b1771bdd376b7b0dce753ac7c133665883e3e36,07169ffd748dcc4ae15094ade0d057abc96974a7f1988def076bb8d48c965453,64,7,1.4210854715202004e-14,6.454606283649098e-15,26625.266668384676,0.6401680264569788,29.71662739245755,83.94337681950213
TeCh,3,P09_16,8,2.663178398549524e-17,1.7587586858295815e-18,542ac642464ece2dead571693b1771bdd376b7b0dce753ac7c133665883e3e36,07169ffd748dcc4ae15094ade0d057abc96974a7f1988def076bb8d48c965453,64,7,1.4210854715202004e-14,6.454606283649098e-15,26625.266668384676,0.6401680264569788,29.71662739245755,83.94337681950213
TeCh,3,P17_32,16,6.666555694225461e-18,-1.2206114505075195e-19,542ac642464ece2dead571693b1771bdd376b7b0dce753ac7c133665883e3e36,07169ffd748dcc4ae15094ade0d057abc96974a7f1988def076bb8d48c965453,64,7,1.4210854715202004e-14,6.454606283649098e-15,26625.266668384676,0.6401680264569788,29.71662739245755,83.94337681950213
TeCh,4,P01_04,4,0.024128424893877686,1.085522817746212e-05,b2b949a8d568bee169b7d0f58da9b3d4bb4827c7f010d7fea1a90b67c1543432,2e48f761ab5c6fe2f7d4646316c5ac327d0032cef4678afb2c70face2f1fef91,64,8,1.4210854715202004e-14,7.24502265441619e-15,28502.904627058815,0.5432885959383531,31.99795839183557,84.82944111099589
TeCh,4,P05_08,4,8.841669553615587e-06,7.468575586184846e-07,b2b949a8d568bee169b7d0f58da9b3d4bb4827c7f010d7fea1a90b67c1543432,2e48f761ab5c6fe2f7d4646316c5ac327d0032cef4678afb2c70face2f1fef91,64,8,1.4210854715202004e-14,7.24502265441619e-15,28502.904627058815,0.5432885959383531,31.99795839183557,84.82944111099589
TeCh,4,P09_16,8,1.8168969640851513e-17,1.2783604355112636e-18,b2b949a8d568bee169b7d0f58da9b3d4bb4827c7f010d7fea1a90b67c1543432,2e48f761ab5c6fe2f7d4646316c5ac327d0032cef4678afb2c70face2f1fef91,64,8,1.4210854715202004e-14,7.24502265441619e-15,28502.904627058815,0.5432885959383531,31.99795839183557,84.82944111099589
TeCh,4,P17_32,16,6.6147608160517965e-18,3.2231182834342276e-20,b2b949a8d568bee169b7d0f58da9b3d4bb4827c7f010d7fea1a90b67c1543432,2e48f761ab5c6fe2f7d4646316c5ac327d0032cef4678afb2c70face2f1fef91,64,8,1.4210854715202004e-14,7.24502265441619e-15,28502.904627058815,0.5432885959383531,31.99795839183557,84.82944111099589
