model,task,fold,seed,checkpoint_sha256,normalizer_sha256,split_sha256,selected_epoch,epochs_completed,early_stopped,parameters,train_seconds,checkpoint_complete
EEGConformer,OpenBMI_ERP,2,0,79d572ac67c8109470e5ee8309f196711ad21020f9f1be6badba6062b18391ca,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,21,29,True,341506,398.19471989999874,True
EEGConformer,OpenBMI_ERP,2,1,848bc1b5cbe471f7f01ea858e1aa9943f11f6aa344999e37d76da9ac2f19c6e0,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,17,25,True,341506,344.61030510001,True
EEGConformer,OpenBMI_ERP,2,2,211be216c8a7f750631a8054bb2644a680a1394780c53c9297c9cfacbe23d1be,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,28,36,True,341506,498.0082924999879,True
EEGConformer,OpenBMI_ERP,3,0,99bd6e764ef3a5b761cb6de0048de1ea12c293d1bd7f81aa3b0f975be26569a3,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,20,28,True,341506,397.05579159999616,True
EEGConformer,OpenBMI_ERP,3,1,313e6899b4dfb8507622a6050e6fb91279822b5b65a79266ac01438f9a86fbe4,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,17,25,True,341506,357.8204277000041,True
EEGConformer,OpenBMI_ERP,3,2,8d5fb07833ab26446974ba82f0a4d8bd747f9e63eac51c742bd269188001d469,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,27,35,True,341506,500.5820875999925,True
EEGConformer,OpenBMI_ERP,4,0,2d3ccdacfda7ca65407f5735f5e6a7383def8def29e3aff97dc7cdde926c53a6,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,18,26,True,341506,370.79458799998974,True
EEGConformer,OpenBMI_ERP,4,1,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,15,23,True,341506,329.053866799979,True
EEGConformer,OpenBMI_ERP,4,2,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,13,21,True,341506,301.0227347999753,True
EEGConformer,OpenBMI_SSVEP,0,0,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,40,48,True,853572,91.28428369999165,True
EEGConformer,OpenBMI_SSVEP,0,1,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,25,33,True,853572,62.766474299976835,True
EEGConformer,OpenBMI_SSVEP,0,2,4a68b562a20f95f7c66019277476616bbf03b67fe6a7236ecf8d7aaec0a74dce,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,40,48,True,853572,91.34852140001021,True
EEGConformer,OpenBMI_SSVEP,1,0,32f75fd16bbe0eff08e3188a355638875f14106e7890072708a0f26b07796e2f,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,17,25,True,853572,47.27665439998964,True
EEGConformer,OpenBMI_SSVEP,1,1,06ea20e228c0015193e6803d265bba49f0d0c88ff786bff31b10444ecae5bde5,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,32,40,True,853572,76.01482410001336,True
EEGConformer,OpenBMI_SSVEP,1,2,486469f56d7b9082b277a7a1692b4d0a50aab1eb8104fb55aa5a06b07b27b9e1,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,24,32,True,853572,60.87877070001559,True
EEGConformer,OpenBMI_SSVEP,2,0,b3f95a55bf72ebb6e60bab30891cd9766e80a824713c2b64e697652c3a114955,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,36,44,True,853572,83.7470420000027,True
EEGConformer,OpenBMI_SSVEP,2,1,77873e5ea9e4e54033df5006beb147232c7f61beaf78deffac8e85a6732e95e6,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,41,49,True,853572,93.0780047000153,True
EEGConformer,OpenBMI_SSVEP,2,2,0ed9f3ffa1b638c3fdf1d323c6bd9ba84a7b77eaae013516e5b07ef41d86fd0f,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,21,29,True,853572,55.315331799996784,True
EEGConformer,OpenBMI_SSVEP,3,0,8f2fc67d712feb757b872fc8c6175b50ad1671bb1d3e5d185d099740466418ff,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,22,30,True,853572,56.98285400000168,True
EEGConformer,OpenBMI_SSVEP,3,1,9e79a68dbe8d260bb705f5bf53c122cbea23e370f2c648f475a9870e5102a525,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,31,39,True,853572,74.48996669999906,True
EEGConformer,OpenBMI_SSVEP,3,2,369262f15a70570b6e54d564adaf34e992298fba7c7356d9cd7645a33c23f284,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,22,30,True,853572,57.32875350001268,True
EEGConformer,OpenBMI_SSVEP,4,0,0983ae1b20b62337dddd631620ae2e5ef4fda69cb170ffb8fa5a6b5e559d8cff,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,46,54,True,853572,102.55581159997382,True
EEGConformer,OpenBMI_SSVEP,4,1,859f88c4fa40027ed666b2216fc27675450d2155bfc086b81afc39c02101cd7e,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,39,47,True,853572,89.70293369999854,True
EEGConformer,OpenBMI_SSVEP,4,2,6cca7e6da763b766590da62106e31bd1204d265e664f1eee02a0ac8561203a42,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,21,29,True,853572,55.24313279998023,True
EEGConformer,WBCIC_MI,0,0,bdf24713b2eec8f83a54596c74207c27b9f889449e4736b844fdd33b16f00031,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,12,20,True,847106,94.78147480002372,True
EEGConformer,WBCIC_MI,0,1,51d5d314a475825e80ff23d5b0e606c5293bdd7fb54851cdaa1600144142e239,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,18,26,True,847106,122.51404440001352,True
EEGConformer,WBCIC_MI,0,2,a89969c2b9ed6a92b4928201d15cd1a779fe0d75bfecfa5559717de6f0893403,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,15,23,True,847106,107.39300420001382,True
EEGConformer,WBCIC_MI,1,0,1408c2b63d277b9952bd3825308561993c91fc4863f5ae6c297b8ad8c563b10a,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,18,26,True,847106,129.46829469999648,True
EEGConformer,WBCIC_MI,1,1,0fdfca9f5c40ac29fcd618b60966aaa0d706a540088ebcbe15661d65d8a5f5f8,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,34,42,True,847106,207.90845030001947,True
EEGConformer,WBCIC_MI,1,2,95e455b9591210dec94cc98d83fec652fce91abf36cbdd2877381d067d912a6a,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,29,37,True,847106,182.687806300004,True
EEGConformer,WBCIC_MI,2,0,bb9eaaaf5aa6e1cea93e93245608dc4c2e7dbd5e6ce76b96edbaf68022190a31,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,23,31,True,847106,158.73463469999842,True
EEGConformer,WBCIC_MI,2,1,a3bf8ba6e925c5d4c72746844ed89b2ae61ea89cd964ddf0ecbe56566c61046a,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,28,36,True,847106,184.24553109999397,True
EEGConformer,WBCIC_MI,2,2,eb67980785689d045197dd0105925a306152ad0972fcfe78c4ad9c18bb0e4274,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,17,25,True,847106,127.90369499998633,True
EEGConformer,WBCIC_MI,3,0,1a268d6e74722fb72139b7ef8e40a3dc7c691f803ee498ade81c64fada3ccfd9,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,15,23,True,847106,117.47899539998616,True
EEGConformer,WBCIC_MI,3,1,401e0de9f2923f93aaca0ab7dda9f735c19cef42c1bba5f92065d42158dbabab,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,17,25,True,847106,127.904269199993,True
EEGConformer,WBCIC_MI,3,2,dd3ec577c6e3f3b665650f7b2495abda7aee493e81c40071b0db87d920d790ff,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,12,20,True,847106,102.27575210001669,True
EEGConformer,WBCIC_MI,4,0,e633d9215b74a96e7d8697ca90a6d50cce1fb521f8cb987701bcf8a3865cc7a6,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,10,18,True,847106,91.91956549999304,True
EEGConformer,WBCIC_MI,4,1,393108fbc8e1c878ab8c9351b005f598f952ed89dd04d277d4aff0c97ae6458d,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,21,29,True,847106,148.52478010000777,True
EEGConformer,WBCIC_MI,4,2,5ea65d3fc20f70ad8d33d26e73acbd38dcd5f7b1ea27675f33c5d3dedb78aa1c,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,12,20,True,847106,100.50853479999932,True
FBCNet,OpenBMI_MI,0,0,5d63a62ad4a4221b3375918d1946c4c500180c9488a034dc1f10641ff677c01c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,33,41,True,21026,273.6001654000138,True
FBCNet,OpenBMI_MI,0,1,51a3bd851b24a1bce31c0d8af6e27129ae83e2bc86a7676dbd97a6d3be273ed8,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,36,44,True,21026,289.41939009999624,True
FBCNet,OpenBMI_MI,0,2,686e284e5678daf26e4d7067e960b1820c20f8744fb1bd4ef749f7f2aedffc87,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,59,60,False,21026,394.1602921000158,True
FBCNet,OpenBMI_MI,1,0,00ad7b9183d522cb29294a8662d7d1071b4a840f7ca6a2893a763e55e2f7cfbd,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,49,57,True,21026,377.1842314999958,True
FBCNet,OpenBMI_MI,1,1,90392d86854f057f523b63a5088f7c3fab7c96105ebd39a060cbde1b056ef81f,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,33,41,True,21026,82.18258200000855,True
FBCNet,OpenBMI_MI,1,2,d7cac8438c0ccc58d5996e68dd838ee729a54de31994509f12bbd489a2192e8d,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,17,25,True,21026,176.6720900000073,True
FBCNet,OpenBMI_MI,2,0,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,54,60,False,21026,423.23964280000655,True
FBCNet,OpenBMI_MI,2,1,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,49,57,True,21026,383.55569899998954,True
FBCNet,OpenBMI_MI,2,2,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,59,60,False,21026,403.22692310001,True
FBCNet,OpenBMI_MI,3,0,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,36,44,True,21026,297.5483772000007,True
FBCNet,OpenBMI_MI,3,1,384404f8c5a36171eee3594691f408ae1cb7f9bd05a4bf1f10ac52c9e5373ea2,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,44,52,True,21026,350.22342070000013,True
FBCNet,OpenBMI_MI,3,2,5743d9967b3a2961a5a4245e4bb654b205a42157397f2e90517655456ca9f7b8,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,24,32,True,21026,216.0360834999883,True
FBCNet,OpenBMI_MI,4,0,e9c3fad380b3a5f4f8b204c661e6d4a693617a5077ccfdb5b5f0fb9d528e2111,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,16,24,True,21026,164.0481918999867,True
FBCNet,OpenBMI_MI,4,1,d2caff1f5afde18b531a3afb21011c49537f493df231838adea069772f9e69f0,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,21,29,True,21026,195.68617459997768,True
FBCNet,OpenBMI_MI,4,2,ce6ab3c8cb63295035b77da5718a168402ce99bbf95e805ea1c28d84ebde7f16,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,25,33,True,21026,222.28680390000227,True
FBCNet,OpenBMI_ERP,0,0,6e7c89e80225a34cda9c1f364f88f7a1d37aa82d605b4f00ed4ac91812163d67,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,26,34,True,21026,2601.8233674000076,True
FBCNet,OpenBMI_ERP,0,1,1d7ea640cce43787fe6b90779072e4232d309cf96ab194b150fea523e7d924fe,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,18,26,True,21026,1040.5394705000217,True
FBCNet,OpenBMI_ERP,0,2,57e2479d40e48e71c4f327a07c01346f23bcf930a2943999c0f445f757675d51,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,18,26,True,21026,1096.105387699994,True
FBCNet,OpenBMI_ERP,1,0,6ae052dc228376c095ef97cb1064edf8a4849d0232c0c042bf56b3a3a19caca5,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,19,27,True,21026,1500.8781075000006,True
FBCNet,OpenBMI_ERP,1,1,bdbc2d82faa17182edb72eaaa515c0168e2f6d906e534e489f83b3f106a9fcfb,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,15,23,True,21026,940.607815299998,True
FBCNet,OpenBMI_ERP,1,2,a0f1dc4acd62bc18f582f82695cc88008177b4a12f8740bcfc6d04843d8aa85d,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,20,28,True,21026,1151.9145322999975,True
FBCNet,OpenBMI_ERP,2,0,5753f15a539ea9d383c29445a194bc913d6741bff94fe4fb8a561207e4fa566d,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,22,30,True,21026,1619.4905754999781,True
FBCNet,OpenBMI_ERP,2,1,df42365206e1c722c436894910431626bfb0161c2a71210f531a69b1de6a4959,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,11,19,True,21026,798.7010573000007,True
FBCNet,OpenBMI_ERP,2,2,369f0c2ff2d59172409c484e0a08b45709dcf632e6b68c388f952286ad600a62,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,15,23,True,21026,956.7552953999839,True
FBCNet,OpenBMI_ERP,3,0,093fdec276839401310a37d97e01fc1d2246a7fc6ce152005f409764bf4078f3,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,22,30,True,21026,2873.6104519999935,True
FBCNet,OpenBMI_ERP,3,1,7e234686a34a096ef079bd2d33b7bd84c9e2619d8d3395a4298e8e86b8f94746,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,26,34,True,21026,1324.9569666000025,True
