dataset,fold,method,subject_id,EEGNet_BA,FROZEN_LOGIT50_BA,BA_CURRENT,BA_RESTORE_SOURCE_BN,macro_F1_CURRENT,macro_F1_RESTORE_SOURCE_BN,accuracy_CURRENT,accuracy_RESTORE_SOURCE_BN,restore_minus_current_pp,restore_minus_EEGNet_pp,restore_minus_LOGIT50_pp
OpenBMI,4,NRRF-v1,21,0.84,0.91,0.87,0.93,0.8689384010484928,0.92999299929993,0.87,0.93,6.000000000000005,9.000000000000007,2.0000000000000018
OpenBMI,4,NRRF-v1,41,0.6799999999999999,0.75,0.76,0.73,0.7599039615846338,0.7253585596582239,0.76,0.73,-3.0000000000000027,5.000000000000004,-2.0000000000000018
OpenBMI,4,NRRF-v1,44,0.67,0.82,0.8600000000000001,0.8300000000000001,0.8594941790445605,0.8260869565217391,0.86,0.83,-3.0000000000000027,16.000000000000004,1.000000000000012
OpenBMI,4,NRRF-v1,46,0.66,0.6799999999999999,0.7,0.6799999999999999,0.6744791666666667,0.6483516483516483,0.7,0.68,-2.0000000000000018,1.9999999999999907,0.0
OpenBMI,4,NRRF-v1,53,0.77,0.8200000000000001,0.8200000000000001,0.78,0.8193496587715776,0.7767857142857143,0.82,0.78,-4.0000000000000036,1.0000000000000009,-4.0000000000000036
OpenBMI,4,NRRF-v1,7,0.72,0.74,0.71,0.73,0.7076318177235609,0.7286704853783539,0.71,0.73,2.0000000000000018,1.0000000000000009,-1.0000000000000009
OpenBMI,4,NRRF-v1,9,0.61,0.62,0.6000000000000001,0.62,0.5993589743589745,0.6041666666666667,0.6,0.62,1.9999999999999907,1.0000000000000009,0.0
WBCIC,0,JOINT-CE,sub-18,0.61,0.675,0.545,0.625,0.4326506437233081,0.6157688465380773,0.545,0.625,7.9999999999999964,1.5000000000000013,-5.000000000000004
WBCIC,0,JOINT-CE,sub-22,0.72,0.765,0.54,0.7150000000000001,0.4470489241495372,0.7024974555703436,0.54,0.715,17.500000000000004,-0.49999999999998934,-4.999999999999993
WBCIC,0,JOINT-CE,sub-35,0.925,0.93,0.85,0.92,0.8465473145780051,0.9199279351416274,0.85,0.92,7.000000000000006,-0.5000000000000004,-1.0000000000000009
WBCIC,0,JOINT-CE,sub-44,0.77,0.795,0.6699999999999999,0.77,0.6323529411764706,0.7613860358958398,0.67,0.77,10.000000000000009,0.0,-2.500000000000002
WBCIC,0,JOINT-CE,sub-49,0.875,0.895,0.76,0.865,0.7489277121037765,0.8649155722326454,0.76,0.865,10.499999999999998,-1.0000000000000009,-3.0000000000000027
WBCIC,0,JOINT-CE,sub-6,0.91,0.93,0.8300000000000001,0.915,0.8255336617405583,0.9147420948368816,0.83,0.915,8.499999999999996,0.5000000000000004,-1.5000000000000013
WBCIC,0,JOINT-CE,sub-9,0.5900000000000001,0.6,0.54,0.585,0.4356520672310146,0.5628703094140882,0.54,0.585,4.499999999999993,-0.5000000000000115,-1.5000000000000013
WBCIC,0,NRRF-v1,sub-18,0.61,0.675,0.55,0.6599999999999999,0.4479205005520795,0.6587715776796468,0.55,0.66,10.999999999999988,4.999999999999993,-1.5000000000000124
WBCIC,0,NRRF-v1,sub-22,0.72,0.765,0.5549999999999999,0.7150000000000001,0.472733197073373,0.7070237207987459,0.555,0.715,16.000000000000014,-0.49999999999998934,-4.999999999999993
WBCIC,0,NRRF-v1,sub-35,0.925,0.93,0.85,0.895,0.8465473145780051,0.8944060339409177,0.85,0.895,4.5000000000000036,-3.0000000000000027,-3.500000000000003
WBCIC,0,NRRF-v1,sub-44,0.77,0.795,0.685,0.77,0.6526916397916149,0.7647058823529411,0.685,0.77,8.499999999999996,0.0,-2.500000000000002
WBCIC,0,NRRF-v1,sub-49,0.875,0.895,0.77,0.87,0.7604166666666667,0.8698828946051447,0.77,0.87,9.999999999999998,-0.5000000000000004,-2.500000000000002
WBCIC,0,NRRF-v1,sub-6,0.91,0.93,0.835,0.925,0.830938292476754,0.9248478168290788,0.835,0.925,9.000000000000007,1.5000000000000013,-0.5000000000000004
WBCIC,0,NRRF-v1,sub-9,0.5900000000000001,0.6,0.5449999999999999,0.585,0.444698703279939,0.576087234096887,0.545,0.585,4.0000000000000036,-0.5000000000000115,-1.5000000000000013
WBCIC,1,JOINT-CE,sub-12,0.715,0.73,0.75,0.755,0.75,0.7549448625940837,0.75,0.755,0.5000000000000004,4.0000000000000036,2.500000000000002
WBCIC,1,JOINT-CE,sub-28,0.675,0.575,0.5700000000000001,0.575,0.4724573671942093,0.4916115912557193,0.57,0.575,0.49999999999998934,-10.000000000000009,0.0
WBCIC,1,JOINT-CE,sub-30,0.835,0.8049999999999999,0.855,0.825,0.8548221571424997,0.823406241327985,0.855,0.825,-3.0000000000000027,-1.0000000000000009,2.0000000000000018
WBCIC,1,JOINT-CE,sub-37,0.885,0.8999999999999999,0.8899999999999999,0.89,0.8897243107769424,0.8899889988998899,0.89,0.89,1.1102230246251565e-14,0.5000000000000004,-0.9999999999999898
WBCIC,1,JOINT-CE,sub-45,0.935,0.92,0.94,0.94,0.9399759903961584,0.94,0.94,0.94,0.0,0.49999999999998934,1.9999999999999907
WBCIC,1,JOINT-CE,sub-7,0.8300000000000001,0.8300000000000001,0.7849999999999999,0.81,0.7840877708317642,0.8098288459613652,0.785,0.81,2.5000000000000133,-2.0000000000000018,-2.0000000000000018
WBCIC,1,NRRF-v1,sub-12,0.715,0.73,0.75,0.75,0.75,0.74997499749975,0.75,0.75,0.0,3.500000000000003,2.0000000000000018
WBCIC,1,NRRF-v1,sub-28,0.675,0.575,0.565,0.575,0.4634763035367396,0.486575458306907,0.565,0.575,1.0000000000000009,-10.000000000000009,0.0
WBCIC,1,NRRF-v1,sub-30,0.835,0.8049999999999999,0.845,0.835,0.8448098921178444,0.8334973132521002,0.845,0.835,-1.0000000000000009,0.0,3.0000000000000027
WBCIC,1,NRRF-v1,sub-37,0.885,0.8999999999999999,0.88,0.88,0.8798076923076923,0.88,0.88,0.88,0.0,-0.5000000000000004,-1.9999999999999907
WBCIC,1,NRRF-v1,sub-45,0.935,0.92,0.945,0.94,0.9449656035021888,0.93999399939994,0.945,0.94,-0.5000000000000004,0.49999999999998934,1.9999999999999907
WBCIC,1,NRRF-v1,sub-7,0.8300000000000001,0.8300000000000001,0.7949999999999999,0.7949999999999999,0.7938403519798869,0.794584032666149,0.795,0.795,0.0,-3.500000000000014,-3.500000000000014
WBCIC,2,JOINT-CE,sub-1,0.945,0.945,0.91,0.94,0.9097744360902256,0.9399759903961584,0.91,0.94,2.9999999999999916,-0.5000000000000004,-0.5000000000000004
WBCIC,2,JOINT-CE,sub-14,0.575,0.52,0.54,0.525,0.5294117647058824,0.4972347913524384,0.54,0.525,-1.5000000000000013,-4.999999999999993,0.5000000000000004
WBCIC,2,JOINT-CE,sub-23,0.965,0.97,0.985,0.99,0.984996624240454,0.98999899989999,0.985,0.99,0.5000000000000004,2.500000000000002,2.0000000000000018
WBCIC,2,JOINT-CE,sub-32,0.545,0.595,0.62,0.635,0.614448051948052,0.6292063492063492,0.62,0.635,1.5000000000000013,8.999999999999996,4.0000000000000036
WBCIC,2,JOINT-CE,sub-34,0.51,0.56,0.55,0.5800000000000001,0.54995499549955,0.5779318661441061,0.55,0.58,3.0000000000000027,7.000000000000006,2.0000000000000018
WBCIC,2,JOINT-CE,sub-50,0.955,0.95,0.945,0.945,0.9449325423643964,0.9449325423643964,0.945,0.945,0.0,-1.0000000000000009,-0.5000000000000004
WBCIC,2,NRRF-v1,sub-1,0.945,0.945,0.91,0.935,0.9096748293857888,0.934959349593496,0.91,0.935,2.500000000000002,-0.9999999999999898,-0.9999999999999898
WBCIC,2,NRRF-v1,sub-14,0.575,0.52,0.5349999999999999,0.505,0.5235533697072159,0.478604344963792,0.535,0.505,-2.9999999999999916,-6.999999999999995,-1.5000000000000013
WBCIC,2,NRRF-v1,sub-23,0.965,0.97,0.985,0.995,0.984996624240454,0.9949998749968748,0.985,0.995,1.0000000000000009,3.0000000000000027,2.500000000000002
WBCIC,2,NRRF-v1,sub-32,0.545,0.595,0.59,0.62,0.5840097402597402,0.6112531969309463,0.59,0.62,3.0000000000000027,7.499999999999996,2.500000000000002
WBCIC,2,NRRF-v1,sub-34,0.51,0.56,0.55,0.575,0.5492788461538461,0.5747342088805503,0.55,0.575,2.499999999999991,6.499999999999995,1.4999999999999902
WBCIC,2,NRRF-v1,sub-50,0.955,0.95,0.945,0.945,0.9449325423643964,0.9449325423643964,0.945,0.945,0.0,-1.0000000000000009,-0.5000000000000004
WBCIC,3,JOINT-CE,sub-11,0.625,0.7,0.62,0.7250000000000001,0.579599513220489,0.7238331952499311,0.62,0.725,10.500000000000009,10.000000000000009,2.5000000000000133
WBCIC,3,JOINT-CE,sub-13,0.8799999999999999,0.885,0.735,0.875,0.7165699617636835,0.8748466871918099,0.735,0.875,14.000000000000002,-0.49999999999998934,-1.0000000000000009
WBCIC,3,JOINT-CE,sub-24,0.9180871212121212,0.9285037878787878,0.854324494949495,0.943655303030303,0.8531626506024097,0.9435838089476868,0.8564102564102564,0.9435897435897436,8.933080808080796,2.5568181818181768,1.5151515151515138
WBCIC,3,JOINT-CE,sub-26,0.6699999999999999,0.69,0.585,0.655,0.5212136944420409,0.6549913747843696,0.585,0.655,7.000000000000006,-1.4999999999999902,-3.499999999999992
WBCIC,3,JOINT-CE,sub-29,0.85,0.885,0.755,0.9,0.7431259993184975,0.9,0.755,0.9,14.500000000000002,5.000000000000004,1.5000000000000013
WBCIC,3,JOINT-CE,sub-47,0.945,0.955,0.745,0.945,0.7272654349046765,0.9449876222149984,0.745,0.945,19.999999999999996,0.0,-1.0000000000000009
WBCIC,3,NRRF-v1,sub-11,0.625,0.7,0.605,0.72,0.5550674438906255,0.7186212440960708,0.605,0.72,11.5,9.499999999999996,2.0000000000000018
WBCIC,3,NRRF-v1,sub-13,0.8799999999999999,0.885,0.665,0.87,0.6254367575122292,0.8698828946051447,0.665,0.87,20.499999999999996,-0.9999999999999898,-1.5000000000000013
WBCIC,3,NRRF-v1,sub-24,0.9180871212121212,0.9285037878787878,0.828125,0.9335542929292928,0.8247978436657681,0.9333333333333332,0.8307692307692308,0.9333333333333332,10.542929292929282,1.5467171717171602,0.5050505050504972
WBCIC,3,NRRF-v1,sub-26,0.6699999999999999,0.69,0.58,0.635,0.5091164095371669,0.6349178565177165,0.58,0.635,5.500000000000005,-3.499999999999992,-5.499999999999994
WBCIC,3,NRRF-v1,sub-29,0.85,0.885,0.725,0.895,0.7058744886226904,0.8949973749343734,0.725,0.895,17.000000000000004,4.5000000000000036,1.0000000000000009
WBCIC,3,NRRF-v1,sub-47,0.945,0.955,0.67,0.945,0.6296711929076422,0.9449876222149984,0.67,0.945,27.499999999999993,0.0,-1.0000000000000009
WBCIC,4,JOINT-CE,sub-16,0.5549999999999999,0.5449999999999999,0.5549999999999999,0.545,0.5374100158528028,0.5229482844486384,0.555,0.545,-0.9999999999999898,-0.9999999999999898,1.1102230246251565e-14
WBCIC,4,JOINT-CE,sub-27,0.595,0.655,0.67,0.6699999999999999,0.6651785714285714,0.6691729323308271,0.67,0.67,-1.1102230246251565e-14,7.499999999999996,1.4999999999999902
WBCIC,4,JOINT-CE,sub-36,0.98,0.975,0.97,0.97,0.9699879951980792,0.9699879951980792,0.97,0.97,0.0,-1.0000000000000009,-0.5000000000000004
WBCIC,4,JOINT-CE,sub-41,0.87,0.865,0.88,0.885,0.8798076923076923,0.8848589522164652,0.88,0.885,0.5000000000000004,1.5000000000000013,2.0000000000000018
WBCIC,4,JOINT-CE,sub-48,0.84,0.87,0.87,0.865,0.8697916666666667,0.8648344221671547,0.87,0.865,-0.5000000000000004,2.500000000000002,-0.5000000000000004
WBCIC,4,JOINT-CE,sub-5,0.765,0.77,0.8200000000000001,0.82,0.81998199819982,0.82,0.82,0.82,-1.1102230246251565e-14,5.499999999999994,4.999999999999993
WBCIC,4,NRRF-v1,sub-16,0.5549999999999999,0.5449999999999999,0.55,0.54,0.5271122320302648,0.5118845500848896,0.55,0.54,-1.0000000000000009,-1.4999999999999902,-0.49999999999998934
WBCIC,4,NRRF-v1,sub-27,0.595,0.655,0.6699999999999999,0.6499999999999999,0.6678743961352657,0.6482765551200884,0.67,0.65,-2.0000000000000018,5.499999999999994,-0.5000000000000115
WBCIC,4,NRRF-v1,sub-36,0.98,0.975,0.97,0.97,0.9699879951980792,0.9699879951980792,0.97,0.97,0.0,-1.0000000000000009,-0.5000000000000004
WBCIC,4,NRRF-v1,sub-41,0.87,0.865,0.87,0.885,0.8697916666666667,0.8849280800500312,0.87,0.885,1.5000000000000013,1.5000000000000013,2.0000000000000018
WBCIC,4,NRRF-v1,sub-48,0.84,0.87,0.8500000000000001,0.8600000000000001,0.8497596153846154,0.8596491228070176,0.85,0.86,1.0000000000000009,2.000000000000013,-0.9999999999999898
WBCIC,4,NRRF-v1,sub-5,0.765,0.77,0.815,0.82,0.8149953748843721,0.82,0.815,0.82,0.5000000000000004,5.499999999999994,4.999999999999993
