BA,active_rank,basis_sha256,fold,model,protected_coordinates,protected_rank,random_sets_sha256,recovery_status,seed,session,status,subject_id,task,trials
0.72,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S1,VALID,12,OpenBMI_MI,100
0.61,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S2,VALID,12,OpenBMI_MI,100
0.71,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S1,VALID,13,OpenBMI_MI,100
0.79,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S2,VALID,13,OpenBMI_MI,100
0.8300000000000001,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S1,VALID,17,OpenBMI_MI,100
0.61,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S2,VALID,17,OpenBMI_MI,100
0.74,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S1,VALID,18,OpenBMI_MI,100
0.74,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S2,VALID,18,OpenBMI_MI,100
0.63,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S1,VALID,24,OpenBMI_MI,100
0.56,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S2,VALID,24,OpenBMI_MI,100
0.79,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S1,VALID,25,OpenBMI_MI,100
0.98,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S2,VALID,25,OpenBMI_MI,100
0.53,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S1,VALID,29,OpenBMI_MI,100
0.64,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S2,VALID,29,OpenBMI_MI,100
0.96,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S1,VALID,36,OpenBMI_MI,100
0.9299999999999999,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S2,VALID,36,OpenBMI_MI,100
0.7,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S1,VALID,37,OpenBMI_MI,100
0.6900000000000001,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S2,VALID,37,OpenBMI_MI,100
0.79,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S1,VALID,39,OpenBMI_MI,100
0.72,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S2,VALID,39,OpenBMI_MI,100
0.74,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S1,VALID,42,OpenBMI_MI,100
0.6799999999999999,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S2,VALID,42,OpenBMI_MI,100
0.69,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S1,VALID,51,OpenBMI_MI,100
0.6599999999999999,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S2,VALID,51,OpenBMI_MI,100
0.7,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S1,VALID,54,OpenBMI_MI,100
0.72,20,7030fa8b30d21b209528afdaefd3ee423935ef2d7476a7082afb336dc05ea30a,3,TFFormer,"[3, 4, 5, 6, 7, 8, 9, 10]",8,dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,PASS,0,S2,VALID,54,OpenBMI_MI,100
0.7,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S1,VALID,4,OpenBMI_MI,100
0.8600000000000001,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S2,VALID,4,OpenBMI_MI,100
0.76,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S1,VALID,12,OpenBMI_MI,100
0.6599999999999999,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S2,VALID,12,OpenBMI_MI,100
0.77,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S1,VALID,13,OpenBMI_MI,100
0.71,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S2,VALID,13,OpenBMI_MI,100
0.73,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S1,VALID,17,OpenBMI_MI,100
0.59,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S2,VALID,17,OpenBMI_MI,100
0.72,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S1,VALID,18,OpenBMI_MI,100
0.69,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S2,VALID,18,OpenBMI_MI,100
0.7,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S1,VALID,24,OpenBMI_MI,100
0.59,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S2,VALID,24,OpenBMI_MI,100
0.84,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S1,VALID,25,OpenBMI_MI,100
0.96,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S2,VALID,25,OpenBMI_MI,100
0.64,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S1,VALID,29,OpenBMI_MI,100
0.69,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S2,VALID,29,OpenBMI_MI,100
0.94,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S1,VALID,36,OpenBMI_MI,100
0.9099999999999999,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S2,VALID,36,OpenBMI_MI,100
0.69,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S1,VALID,37,OpenBMI_MI,100
0.7,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S2,VALID,37,OpenBMI_MI,100
0.8200000000000001,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S1,VALID,39,OpenBMI_MI,100
0.75,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S2,VALID,39,OpenBMI_MI,100
0.6799999999999999,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S1,VALID,42,OpenBMI_MI,100
0.62,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S2,VALID,42,OpenBMI_MI,100
0.75,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S1,VALID,51,OpenBMI_MI,100
0.63,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S2,VALID,51,OpenBMI_MI,100
0.69,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S1,VALID,54,OpenBMI_MI,100
0.69,20,63ea9d2b04adbb7641fe39ef73a9b7cb5cfa1e930c219ce2a95a3f0c6b953a4b,4,TFFormer,"[4, 5, 6, 7, 8, 9, 10, 11]",8,07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,PASS,0,S2,VALID,54,OpenBMI_MI,100
0.5427272727272727,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S1,VALID,4,OpenBMI_ERP,1980
0.6351515151515151,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S2,VALID,4,OpenBMI_ERP,1980
0.8842424242424243,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S1,VALID,12,OpenBMI_ERP,1980
0.8615151515151516,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S2,VALID,12,OpenBMI_ERP,1980
0.8,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S1,VALID,13,OpenBMI_ERP,1980
0.8200000000000001,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S2,VALID,13,OpenBMI_ERP,1980
0.6024242424242424,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S1,VALID,17,OpenBMI_ERP,1980
0.5945454545454546,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S2,VALID,17,OpenBMI_ERP,1980
0.5239382913427789,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S1,VALID,18,OpenBMI_ERP,1979
0.6009090909090908,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S2,VALID,18,OpenBMI_ERP,1980
0.7915151515151515,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S1,VALID,24,OpenBMI_ERP,1980
0.6084848484848485,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S2,VALID,24,OpenBMI_ERP,1980
0.59,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S1,VALID,25,OpenBMI_ERP,1980
0.5775757575757575,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S2,VALID,25,OpenBMI_ERP,1980
0.6430303030303031,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S1,VALID,29,OpenBMI_ERP,1980
0.6706060606060606,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S2,VALID,29,OpenBMI_ERP,1980
0.8718181818181818,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S1,VALID,36,OpenBMI_ERP,1980
0.8251515151515152,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S2,VALID,36,OpenBMI_ERP,1980
0.6818181818181818,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S1,VALID,37,OpenBMI_ERP,1980
0.8242424242424242,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S2,VALID,37,OpenBMI_ERP,1980
0.6778787878787879,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S1,VALID,39,OpenBMI_ERP,1980
0.6081818181818182,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S2,VALID,39,OpenBMI_ERP,1980
0.8578787878787879,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S1,VALID,42,OpenBMI_ERP,1980
0.7709090909090909,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S2,VALID,42,OpenBMI_ERP,1980
0.6836363636363636,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S1,VALID,51,OpenBMI_ERP,1980
0.6509090909090909,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S2,VALID,51,OpenBMI_ERP,1980
0.5603030303030303,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S1,VALID,54,OpenBMI_ERP,1980
0.6039393939393939,20,de20aa83a6a2cebf1649daf22801862e3a843bcaa32d69b94fe295cd9067878e,0,LiteBN,"[2, 4, 5, 6, 7]",5,b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,PASS,0,S2,VALID,54,OpenBMI_ERP,1980
0.5684848484848485,20,6077701bc4e7d6a3fd540e77a0996d1024d24b322af23b777ff04ca542a89b5e,1,LiteBN,"[2, 7, 8, 9, 10]",5,f3217e07bd55996c56a93b675f7000cc7b963d60faad2fb7cf6eaa82275d1286,PASS,0,S1,VALID,4,OpenBMI_ERP,1980
0.64,20,6077701bc4e7d6a3fd540e77a0996d1024d24b322af23b777ff04ca542a89b5e,1,LiteBN,"[2, 7, 8, 9, 10]",5,f3217e07bd55996c56a93b675f7000cc7b963d60faad2fb7cf6eaa82275d1286,PASS,0,S2,VALID,4,OpenBMI_ERP,1980
0.8454545454545455,20,6077701bc4e7d6a3fd540e77a0996d1024d24b322af23b777ff04ca542a89b5e,1,LiteBN,"[2, 7, 8, 9, 10]",5,f3217e07bd55996c56a93b675f7000cc7b963d60faad2fb7cf6eaa82275d1286,PASS,0,S1,VALID,12,OpenBMI_ERP,1980
0.8393939393939394,20,6077701bc4e7d6a3fd540e77a0996d1024d24b322af23b777ff04ca542a89b5e,1,LiteBN,"[2, 7, 8, 9, 10]",5,f3217e07bd55996c56a93b675f7000cc7b963d60faad2fb7cf6eaa82275d1286,PASS,0,S2,VALID,12,OpenBMI_ERP,1980
0.6824242424242424,20,6077701bc4e7d6a3fd540e77a0996d1024d24b322af23b777ff04ca542a89b5e,1,LiteBN,"[2, 7, 8, 9, 10]",5,f3217e07bd55996c56a93b675f7000cc7b963d60faad2fb7cf6eaa82275d1286,PASS,0,S1,VALID,13,OpenBMI_ERP,1980
0.750909090909091,20,6077701bc4e7d6a3fd540e77a0996d1024d24b322af23b777ff04ca542a89b5e,1,LiteBN,"[2, 7, 8, 9, 10]",5,f3217e07bd55996c56a93b675f7000cc7b963d60faad2fb7cf6eaa82275d1286,PASS,0,S2,VALID,13,OpenBMI_ERP,1980
