task,target,feature_set,heldout_fold,heldout_seed,n_rows,n_rescue,ROC_AUC,PR_AUC,balanced_accuracy,precision_RESCUE,recall_RESCUE
OpenBMI_ERP,SAFE_SWITCH,CONF_ONLY,4,0,1884,983,0.6743744658077437,0.6918642819479197,0.6312563298606838,0.6332429990966576,0.7131230925737538
OpenBMI_ERP,SAFE_SWITCH,CONF_ONLY,4,1,1686,937,0.6771960621989048,0.7157593047575497,0.6323066115902669,0.6730564430244942,0.6744930629669157
OpenBMI_ERP,SAFE_SWITCH,CONF_ONLY,4,2,1703,1004,0.6678650206042782,0.7306647770608498,0.617561228619143,0.6842619745845552,0.6972111553784861
OpenBMI_ERP,SAFE_SWITCH,MECH,0,0,1965,1254,0.6620255407730424,0.7464555675436362,0.6111380291926595,0.7134328358208956,0.7623604465709729
OpenBMI_ERP,SAFE_SWITCH,MECH,0,1,1896,1141,0.6673442025410498,0.7454765460615584,0.5713246774352694,0.6435006435006435,0.8764241893076249
OpenBMI_ERP,SAFE_SWITCH,MECH,0,2,2235,1388,0.7111852648268682,0.7885796486275639,0.6447484595572099,0.7583408476104598,0.6059077809798271
OpenBMI_ERP,SAFE_SWITCH,MECH,1,0,1337,639,0.6956988668720377,0.6722992318726326,0.6210029998520252,0.5659760087241004,0.812206572769953
OpenBMI_ERP,SAFE_SWITCH,MECH,1,1,1358,743,0.7512457735613696,0.7787291873051804,0.6572322708422239,0.6612729234088457,0.8250336473755047
OpenBMI_ERP,SAFE_SWITCH,MECH,1,2,1293,632,0.7162933989544036,0.7173573751919973,0.6444409601869052,0.6314984709480123,0.6534810126582279
OpenBMI_ERP,SAFE_SWITCH,MECH,2,0,1302,682,0.6491462491722637,0.667913773684329,0.6127565982404692,0.6858407079646017,0.45454545454545453
OpenBMI_ERP,SAFE_SWITCH,MECH,2,1,1442,630,0.6518121041520056,0.5872662867267052,0.6032840722495896,0.5316946959896507,0.6523809523809524
OpenBMI_ERP,SAFE_SWITCH,MECH,2,2,1226,676,0.6460381925766541,0.7041145376199607,0.6042495965572888,0.72,0.3994082840236686
OpenBMI_ERP,SAFE_SWITCH,MECH,3,0,1688,968,0.7061509986225896,0.7477426670629128,0.6490128558310376,0.7017726798748697,0.6952479338842975
OpenBMI_ERP,SAFE_SWITCH,MECH,3,1,1420,1017,0.6957138081888297,0.8431393694429375,0.5069525266499288,0.719037508846426,0.9990167158308751
OpenBMI_ERP,SAFE_SWITCH,MECH,3,2,1583,1040,0.7394868253293668,0.8418189529405373,0.660833687491146,0.7603603603603604,0.8115384615384615
OpenBMI_ERP,SAFE_SWITCH,MECH,4,0,1884,983,0.6775855469733527,0.6865361881435539,0.6074995229670209,0.6855753646677472,0.4303153611393693
OpenBMI_ERP,SAFE_SWITCH,MECH,4,1,1686,937,0.683204785320306,0.719053865326686,0.6289859264504932,0.6788990825688074,0.6318036286019211
OpenBMI_ERP,SAFE_SWITCH,MECH,4,2,1703,1004,0.6602602465673786,0.7199873258110046,0.6184012163078729,0.7444444444444445,0.46713147410358563
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,0,121,71,0.6828169014084507,0.7403614596597452,0.5714084507042254,0.6333333333333333,0.8028169014084507
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,1,108,49,0.6184711172604637,0.5335097651070763,0.613109650639917,0.5454545454545454,0.7346938775510204
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,2,127,51,0.6099071207430341,0.4985032016074027,0.5535345717234262,0.44047619047619047,0.7254901960784313
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,0,132,74,0.5913327120223673,0.6857483503495903,0.5472972972972974,0.6027397260273972,0.5945945945945946
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,1,139,56,0.6037005163511187,0.4863262877454015,0.5717512908777969,0.4714285714285714,0.5892857142857143
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,2,135,64,0.6423855633802817,0.6166836747940709,0.6027728873239437,0.5675675675675675,0.65625
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,0,171,82,0.5630309673883256,0.5501391863769913,0.5563853110441217,0.5221238938053098,0.7195121951219512
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,1,202,85,0.6005027652086475,0.47892168654227296,0.5767219708396178,0.49074074074074076,0.6235294117647059
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,2,198,94,0.5675122749590834,0.5627050076709079,0.5475654664484452,0.5287356321839081,0.48936170212765956
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,0,159,67,0.6807268007787152,0.5982854208832624,0.6333549643088903,0.5402298850574713,0.7014925373134329
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,1,159,65,0.6780687397708675,0.605157624497515,0.5765139116202946,0.5084745762711864,0.46153846153846156
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,2,166,74,0.6424794359576969,0.5497033420748094,0.6435076380728555,0.5795454545454546,0.6891891891891891
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,0,129,77,0.6253746253746253,0.7227051040857995,0.6066433566433567,0.6901408450704225,0.6363636363636364
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,1,137,36,0.5981848184818481,0.33316783872020506,0.5567931793179318,0.34210526315789475,0.3611111111111111
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,2,147,78,0.5178372352285396,0.5343503909055056,0.4908026755852843,0.5211267605633803,0.47435897435897434
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,0,0,121,71,0.6495774647887324,0.7320707742832699,0.5029577464788733,0.5882352941176471,0.9859154929577465
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,0,1,108,49,0.5288827395364926,0.4806314295475963,0.5352819093739191,0.47619047619047616,0.8163265306122449
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,0,2,127,51,0.6024251805985552,0.465593860934503,0.5995872033023736,0.4805194805194805,0.7254901960784313
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,1,0,132,74,0.5675675675675677,0.6511661602860733,0.5605778191985088,0.6764705882352942,0.3108108108108108
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,1,1,139,56,0.5748709122203098,0.47080969459795147,0.5538941480206541,0.45588235294117646,0.5535714285714286
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,1,2,135,64,0.6531690140845071,0.6150870963411053,0.6457966549295775,0.6142857142857143,0.671875
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,2,0,171,82,0.5635790627569197,0.5385612654197056,0.5089750616607289,0.5384615384615384,0.08536585365853659
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,2,1,202,85,0.5930618401206637,0.4796170040989861,0.5504273504273505,0.4927536231884058,0.4
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,2,2,198,94,0.5786620294599019,0.5498474222501852,0.5174918166939444,0.6666666666666666,0.06382978723404255
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,3,0,159,67,0.6335171966255678,0.5452886077907484,0.6192407527579494,0.5925925925925926,0.47761194029850745
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,3,1,159,65,0.6026186579378069,0.5168154382330603,0.5754500818330606,0.4725274725274725,0.6615384615384615
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,3,2,166,74,0.6063454759106933,0.5602219189185116,0.5549353701527615,0.5675675675675675,0.28378378378378377
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,4,0,129,77,0.544955044955045,0.627768427431342,0.4913836163836164,0.5714285714285714,0.15584415584415584
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,4,1,137,36,0.55995599559956,0.318645994088116,0.5467546754675467,0.38095238095238093,0.2222222222222222
OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,4,2,147,78,0.5208101077666294,0.525320758771278,0.45791527313266445,0.3684210526315789,0.08974358974358974
OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,0,0,121,71,0.6828169014084507,0.7403614596597452,0.5714084507042254,0.6333333333333333,0.8028169014084507
OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,0,1,108,49,0.6184711172604637,0.5335097651070763,0.613109650639917,0.5454545454545454,0.7346938775510204
OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,0,2,127,51,0.6099071207430341,0.4985032016074027,0.5535345717234262,0.44047619047619047,0.7254901960784313
OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,1,0,132,74,0.5913327120223673,0.6857483503495903,0.5472972972972974,0.6027397260273972,0.5945945945945946
OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,1,1,139,56,0.6037005163511187,0.4863262877454015,0.5717512908777969,0.4714285714285714,0.5892857142857143
OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,1,2,135,64,0.6423855633802817,0.6166836747940709,0.6027728873239437,0.5675675675675675,0.65625
OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,2,0,171,82,0.5630309673883256,0.5501391863769913,0.5563853110441217,0.5221238938053098,0.7195121951219512
OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,2,1,202,85,0.6005027652086475,0.47892168654227296,0.5767219708396178,0.49074074074074076,0.6235294117647059
OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,2,2,198,94,0.5675122749590834,0.5627050076709079,0.5475654664484452,0.5287356321839081,0.48936170212765956
OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,3,0,159,67,0.6807268007787152,0.5982854208832624,0.6333549643088903,0.5402298850574713,0.7014925373134329
OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,3,1,159,65,0.6780687397708675,0.605157624497515,0.5765139116202946,0.5084745762711864,0.46153846153846156
OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,3,2,166,74,0.6424794359576969,0.5497033420748094,0.6435076380728555,0.5795454545454546,0.6891891891891891
OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,4,0,129,77,0.6253746253746253,0.7227051040857995,0.6066433566433567,0.6901408450704225,0.6363636363636364
OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,4,1,137,36,0.5981848184818481,0.33316783872020506,0.5567931793179318,0.34210526315789475,0.3611111111111111
OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,4,2,147,78,0.5178372352285396,0.5343503909055056,0.4908026755852843,0.5211267605633803,0.47435897435897434
OpenBMI_MI,SAFE_SWITCH,MECH,0,0,121,71,0.6495774647887324,0.7320707742832699,0.5029577464788733,0.5882352941176471,0.9859154929577465
OpenBMI_MI,SAFE_SWITCH,MECH,0,1,108,49,0.5288827395364926,0.4806314295475963,0.5352819093739191,0.47619047619047616,0.8163265306122449
OpenBMI_MI,SAFE_SWITCH,MECH,0,2,127,51,0.6024251805985552,0.465593860934503,0.5995872033023736,0.4805194805194805,0.7254901960784313
OpenBMI_MI,SAFE_SWITCH,MECH,1,0,132,74,0.5675675675675677,0.6511661602860733,0.5605778191985088,0.6764705882352942,0.3108108108108108
OpenBMI_MI,SAFE_SWITCH,MECH,1,1,139,56,0.5748709122203098,0.47080969459795147,0.5538941480206541,0.45588235294117646,0.5535714285714286
OpenBMI_MI,SAFE_SWITCH,MECH,1,2,135,64,0.6531690140845071,0.6150870963411053,0.6457966549295775,0.6142857142857143,0.671875
OpenBMI_MI,SAFE_SWITCH,MECH,2,0,171,82,0.5635790627569197,0.5385612654197056,0.5089750616607289,0.5384615384615384,0.08536585365853659
OpenBMI_MI,SAFE_SWITCH,MECH,2,1,202,85,0.5930618401206637,0.4796170040989861,0.5504273504273505,0.4927536231884058,0.4
OpenBMI_MI,SAFE_SWITCH,MECH,2,2,198,94,0.5786620294599019,0.5498474222501852,0.5174918166939444,0.6666666666666666,0.06382978723404255
OpenBMI_MI,SAFE_SWITCH,MECH,3,0,159,67,0.6335171966255678,0.5452886077907484,0.6192407527579494,0.5925925925925926,0.47761194029850745
OpenBMI_MI,SAFE_SWITCH,MECH,3,1,159,65,0.6026186579378069,0.5168154382330603,0.5754500818330606,0.4725274725274725,0.6615384615384615
OpenBMI_MI,SAFE_SWITCH,MECH,3,2,166,74,0.6063454759106933,0.5602219189185116,0.5549353701527615,0.5675675675675675,0.28378378378378377
OpenBMI_MI,SAFE_SWITCH,MECH,4,0,129,77,0.544955044955045,0.627768427431342,0.4913836163836164,0.5714285714285714,0.15584415584415584
OpenBMI_MI,SAFE_SWITCH,MECH,4,1,137,36,0.55995599559956,0.318645994088116,0.5467546754675467,0.38095238095238093,0.2222222222222222
OpenBMI_MI,SAFE_SWITCH,MECH,4,2,147,78,0.5208101077666294,0.525320758771278,0.45791527313266445,0.3684210526315789,0.08974358974358974
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,0,110,94,0.8158244680851064,0.9596657270575184,0.7253989361702128,0.9523809523809523,0.6382978723404256
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,1,110,80,0.7050000000000001,0.8791563489085006,0.6666666666666667,0.8888888888888888,0.5
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,2,107,77,0.8177489177489177,0.9197639981077175,0.7209956709956711,0.8813559322033898,0.6753246753246753
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,0,90,55,0.8488311688311688,0.8666176469979587,0.7987012987012987,0.8392857142857143,0.8545454545454545
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,1,73,39,0.779788838612368,0.8200569314951236,0.7356711915535445,0.7380952380952381,0.7948717948717948
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,2,77,50,0.8533333333333333,0.920681091268287,0.7774074074074073,0.8809523809523809,0.74
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,0,75,57,0.7319688109161793,0.8659155162981987,0.685672514619883,0.8809523809523809,0.6491228070175439
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,1,95,48,0.7304964539007092,0.764740353229008,0.632313829787234,0.6585365853658537,0.5625
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,2,77,42,0.7625850340136054,0.7649991998066615,0.680952380952381,0.6956521739130435,0.7619047619047619
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,0,67,43,0.687984496124031,0.8007500048377023,0.6981589147286822,0.8387096774193549,0.6046511627906976
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,1,68,38,0.7324561403508771,0.7774418882286059,0.6921052631578948,0.7428571428571429,0.6842105263157895
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,2,87,39,0.6602564102564102,0.6329746315676571,0.5625,0.5652173913043478,0.3333333333333333
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,0,25,17,0.8529411764705882,0.9287452334202748,0.8455882352941176,0.8888888888888888,0.9411764705882353
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,1,25,15,0.9466666666666667,0.9711500974658869,0.7333333333333334,0.7647058823529411,0.8666666666666667
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,2,34,17,0.8650519031141868,0.8998437836673131,0.7647058823529411,0.7142857142857143,0.8823529411764706
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,0,0,110,94,0.7792553191489362,0.9468072766196194,0.7227393617021276,0.9222222222222223,0.8829787234042553
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,0,1,110,80,0.8095833333333333,0.9140722931633343,0.7395833333333334,0.890625,0.7125
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,0,2,107,77,0.851082251082251,0.9270750711864681,0.5601731601731602,0.7450980392156863,0.987012987012987
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,1,0,90,55,0.8727272727272728,0.8872537498030768,0.7727272727272727,0.8541666666666666,0.7454545454545455
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,1,1,73,39,0.8265460030165912,0.792741479134338,0.7077677224736048,0.6666666666666666,0.9743589743589743
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,1,2,77,50,0.8866666666666666,0.9450160855725059,0.8003703703703704,0.86,0.86
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,2,0,75,57,0.7426900584795322,0.8834548545191718,0.6681286549707602,0.875,0.6140350877192983
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,2,1,95,48,0.6595744680851064,0.7026149621644606,0.624113475177305,0.8,0.3333333333333333
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,2,2,77,42,0.6462585034013606,0.7174283103356204,0.55,0.5869565217391305,0.6428571428571429
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,3,0,67,43,0.7131782945736435,0.8201171047723907,0.6632751937984496,0.8214285714285714,0.5348837209302325
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,3,1,68,38,0.7535087719298246,0.8016446541217378,0.7087719298245614,0.7647058823529411,0.6842105263157895
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,3,2,87,39,0.7227564102564102,0.6762867843144065,0.625801282051282,0.5945945945945946,0.5641025641025641
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,4,0,25,17,0.8823529411764706,0.9514387179020216,0.8235294117647058,1.0,0.6470588235294118
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,4,1,25,15,0.9,0.9381104628086052,0.7833333333333333,0.9090909090909091,0.6666666666666666
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,4,2,34,17,0.6747404844290658,0.7659372019035245,0.6176470588235294,1.0,0.23529411764705882
OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,0,0,119,94,0.7191489361702128,0.9044586011665052,0.6431914893617021,0.8769230769230769,0.6063829787234043
OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,0,1,123,80,0.7104651162790698,0.848321977761155,0.6677325581395348,0.8636363636363636,0.475
OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,0,2,121,77,0.8125737898465171,0.8767126224017201,0.7305194805194806,0.8412698412698413,0.6883116883116883
OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,1,0,105,55,0.8189090909090909,0.8231074108323219,0.759090909090909,0.75,0.8181818181818182
OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,1,1,82,39,0.7525342874180083,0.73769629728834,0.7078115682766846,0.6829268292682927,0.717948717948718
OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,1,2,81,50,0.8496774193548386,0.909822668264974,0.775483870967742,0.8947368421052632,0.68
OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,2,0,102,57,0.6935672514619883,0.722515510610622,0.684795321637427,0.7608695652173914,0.6140350877192983
OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,2,1,126,48,0.6290064102564102,0.4899935427837037,0.5825320512820513,0.46551724137931033,0.5625
OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,2,2,107,42,0.7179487179487178,0.5809448395040889,0.680952380952381,0.5517241379310345,0.7619047619047619
OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,3,0,73,43,0.7178294573643411,0.7738077345433755,0.6790697674418604,0.8,0.5581395348837209
OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,3,1,75,38,0.7460881934566145,0.7616455228735731,0.6806543385490753,0.7058823529411765,0.631578947368421
OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,3,2,92,39,0.6439283986453798,0.6052583754395493,0.5878084179970973,0.631578947368421,0.3076923076923077
