task,seed,fold,subject_id,B0_BA,candidate_BA,policy_BA,oracle_BA,policy_delta_vs_B0_pp,policy_delta_vs_candidate_pp,oracle_headroom_pp,trials,disagreement_trials,switched_trials,realized_rescue_count,realized_harm_count,switched_both_wrong_count,intervention_precision,comparison,feature_set,selected_threshold
OpenBMI_ERP,0,0,47,0.8054545454545454,0.8875757575757576,0.86,0.9039393939393939,5.454545454545457,-2.7575757575757587,9.848484848484851,1980,223,138,125,13,0,0.9057971014492754,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,0,5,0.6463636363636364,0.7127272727272728,0.6748484848484848,0.8106060606060606,2.8484848484848446,-3.7878787878787956,16.42424242424242,1980,529,238,176,62,0,0.7394957983193278,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,0,6,0.8821212121212121,0.896060606060606,0.8951515151515151,0.9181818181818182,1.3030303030303059,-0.09090909090908594,3.6060606060606126,1980,156,81,66,15,0,0.8148148148148148,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,0,15,0.7884848484848486,0.746969696969697,0.7763636363636364,0.8333333333333333,-1.21212121212122,2.9393939393939417,4.484848484848469,1980,197,84,42,42,0,0.5,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,0,3,0.9236363636363636,0.9212121212121211,0.9248484848484848,0.9515151515151514,0.12121212121212199,0.363636363636366,2.7878787878787836,1980,172,120,60,60,0,0.5,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,0,32,0.9045454545454545,0.9127272727272727,0.9139393939393939,0.9421212121212121,0.9393939393939399,0.12121212121212199,3.7575757575757596,1980,181,91,63,28,0,0.6923076923076923,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,0,33,0.7578787878787878,0.7124242424242424,0.74,0.8075757575757576,-1.7878787878787827,2.7575757575757587,4.9696969696969795,1980,170,69,33,36,0,0.4782608695652174,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,0,38,0.7287878787878788,0.7815151515151515,0.7687878787878788,0.8296969696969697,4.0000000000000036,-1.2727272727272698,10.090909090909095,1980,244,120,88,32,0,0.7333333333333333,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,0,47,0.8054545454545454,0.88,0.8584848484848484,0.9012121212121211,5.303030303030298,-2.15151515151516,9.57575757575757,1980,230,141,124,17,0,0.8794326241134752,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,0,5,0.6463636363636364,0.6975757575757575,0.6896969696969697,0.8003030303030303,4.333333333333334,-0.7878787878787818,15.393939393939393,1980,519,287,225,62,0,0.7839721254355401,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,0,6,0.8821212121212121,0.8872727272727272,0.8912121212121212,0.9233333333333333,0.909090909090915,0.393939393939402,4.1212121212121255,1980,183,106,64,42,0,0.6037735849056604,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,0,15,0.7884848484848486,0.6766666666666667,0.7396969696969697,0.8354545454545454,-4.8787878787878824,6.303030303030299,4.696969696969688,1980,311,149,72,77,0,0.48322147651006714,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,0,3,0.9236363636363636,0.9518181818181819,0.9493939393939395,0.97,2.575757575757587,-0.24242424242424399,4.6363636363636385,1980,185,129,105,24,0,0.813953488372093,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,0,32,0.9045454545454545,0.926060606060606,0.9248484848484848,0.9475757575757575,2.0303030303030267,-0.12121212121212199,4.303030303030297,1980,177,95,85,10,0,0.8947368421052632,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,0,33,0.7578787878787878,0.7027272727272728,0.7421212121212122,0.8124242424242425,-1.5757575757575637,3.9393939393939426,5.4545454545454675,1980,202,76,46,30,0,0.6052631578947368,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,0,38,0.7287878787878788,0.7666666666666667,0.7539393939393939,0.8306060606060606,2.5151515151515147,-1.272727272727281,10.18181818181818,1980,279,133,100,33,0,0.7518796992481203,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,0,47,0.8054545454545454,0.8824242424242423,0.8587878787878788,0.9030303030303031,5.333333333333334,-2.3636363636363567,9.757575757575765,1980,246,128,120,8,0,0.9375,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,0,5,0.6463636363636364,0.6996969696969697,0.6930303030303031,0.8296969696969696,4.666666666666675,-0.6666666666666599,18.333333333333325,1980,630,304,241,63,0,0.7927631578947368,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,0,6,0.8821212121212121,0.8836363636363636,0.8918181818181818,0.9218181818181819,0.9696969696969759,0.818181818181829,3.9696969696969786,1980,205,86,63,23,0,0.7325581395348837,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,1,14,0.7593939393939394,0.7766666666666666,0.7763636363636364,0.8303030303030303,1.6969696969696968,-0.030303030303024947,7.090909090909092,1980,219,114,67,47,0,0.5877192982456141,XS,CONF_ONLY,0.46
OpenBMI_ERP,0,1,2,0.9766666666666667,0.9696969696969697,0.9757575757575758,0.9842424242424243,-0.09090909090908594,0.60606060606061,0.7575757575757569,1980,73,45,21,24,0,0.4666666666666667,XS,CONF_ONLY,0.46
OpenBMI_ERP,0,1,26,0.9412121212121212,0.9415151515151515,0.9439393939393939,0.9693939393939394,0.27272727272726893,0.24242424242423288,2.8181818181818197,1980,121,59,26,33,0,0.4406779661016949,XS,CONF_ONLY,0.46
OpenBMI_ERP,0,1,28,0.9187878787878788,0.9242424242424243,0.9303030303030303,0.9578787878787879,1.1515151515151478,0.6060606060605989,3.9090909090909065,1980,168,86,44,42,0,0.5116279069767442,XS,CONF_ONLY,0.46
OpenBMI_ERP,0,1,31,0.9272727272727272,0.9166666666666667,0.9245454545454546,0.9503030303030302,-0.27272727272726893,0.7878787878787818,2.3030303030302957,1980,147,79,33,46,0,0.4177215189873418,XS,CONF_ONLY,0.46
OpenBMI_ERP,0,1,35,0.87,0.9006060606060606,0.9048484848484848,0.9393939393939394,3.4848484848484795,0.42424242424241587,6.939393939393945,1980,185,99,73,26,0,0.7373737373737373,XS,CONF_ONLY,0.46
OpenBMI_ERP,0,1,40,0.7966666666666666,0.8066666666666666,0.8178787878787879,0.8824242424242424,2.1212121212121238,1.1212121212121229,8.575757575757581,1980,273,190,132,58,0,0.6947368421052632,XS,CONF_ONLY,0.46
OpenBMI_ERP,0,1,43,0.936060606060606,0.9254545454545455,0.9378787878787879,0.9584848484848485,0.181818181818183,1.2424242424242338,2.2424242424242458,1980,151,72,33,39,0,0.4583333333333333,XS,CONF_ONLY,0.46
OpenBMI_ERP,1,1,14,0.7593939393939394,0.7687878787878788,0.7651515151515151,0.8327272727272728,0.5757575757575739,-0.363636363636366,7.333333333333336,1980,245,139,95,44,0,0.6834532374100719,XS,CONF_ONLY,0.46
OpenBMI_ERP,1,1,2,0.9766666666666667,0.9760606060606061,0.98,0.9854545454545455,0.33333333333332993,0.3939393939393909,0.8787878787878789,1980,60,39,25,14,0,0.6410256410256411,XS,CONF_ONLY,0.46
OpenBMI_ERP,1,1,26,0.9412121212121212,0.9327272727272727,0.943030303030303,0.9681818181818183,0.181818181818183,1.0303030303030258,2.696969696969709,1980,138,80,43,37,0,0.5375,XS,CONF_ONLY,0.46
OpenBMI_ERP,1,1,28,0.9187878787878788,0.9203030303030304,0.9381818181818182,0.9545454545454546,1.9393939393939408,1.7878787878787827,3.5757575757575766,1980,159,104,70,34,0,0.6730769230769231,XS,CONF_ONLY,0.46
OpenBMI_ERP,1,1,31,0.9272727272727272,0.933030303030303,0.9342424242424242,0.9575757575757575,0.6969696969696959,0.12121212121212199,3.0303030303030276,1980,149,87,53,34,0,0.6091954022988506,XS,CONF_ONLY,0.46
OpenBMI_ERP,1,1,35,0.87,0.9048484848484848,0.9142424242424243,0.9445454545454546,4.424242424242431,0.939393939393951,7.454545454545459,1980,185,118,106,12,0,0.8983050847457628,XS,CONF_ONLY,0.46
OpenBMI_ERP,1,1,40,0.7966666666666666,0.8087878787878788,0.8151515151515152,0.886969696969697,1.8484848484848548,0.6363636363636349,9.030303030303033,1980,272,169,123,46,0,0.727810650887574,XS,CONF_ONLY,0.46
OpenBMI_ERP,1,1,43,0.936060606060606,0.9263636363636363,0.936060606060606,0.9581818181818182,0.0,0.9696969696969759,2.212121212121221,1980,150,76,30,46,0,0.39473684210526316,XS,CONF_ONLY,0.46
OpenBMI_ERP,2,1,14,0.7593939393939394,0.7536363636363637,0.7727272727272727,0.8233333333333334,1.3333333333333308,1.9090909090909047,6.393939393939396,1980,225,106,73,33,0,0.6886792452830188,XS,CONF_ONLY,0.46
OpenBMI_ERP,2,1,2,0.9766666666666667,0.9739393939393939,0.9796969696969697,0.9866666666666666,0.303030303030305,0.575757575757585,0.9999999999999898,1980,67,36,23,13,0,0.6388888888888888,XS,CONF_ONLY,0.46
OpenBMI_ERP,2,1,26,0.9412121212121212,0.9321212121212121,0.9418181818181819,0.9633333333333334,0.0606060606060721,0.9696969696969759,2.212121212121221,1980,124,56,25,31,0,0.44642857142857145,XS,CONF_ONLY,0.46
OpenBMI_ERP,2,1,28,0.9187878787878788,0.9199999999999999,0.9278787878787879,0.9554545454545454,0.9090909090909038,0.787878787878793,3.6666666666666625,1980,162,100,49,51,0,0.49,XS,CONF_ONLY,0.46
OpenBMI_ERP,2,1,31,0.9272727272727272,0.9109090909090909,0.9242424242424243,0.9496969696969697,-0.3030303030302939,1.333333333333342,2.2424242424242458,1980,170,94,42,52,0,0.44680851063829785,XS,CONF_ONLY,0.46
OpenBMI_ERP,2,1,35,0.87,0.8936363636363636,0.8939393939393939,0.9281818181818182,2.3939393939393927,0.03030303030303605,5.818181818181822,1980,170,107,91,16,0,0.8504672897196262,XS,CONF_ONLY,0.46
OpenBMI_ERP,2,1,40,0.7966666666666666,0.7687878787878788,0.7842424242424243,0.8572727272727273,-1.2424242424242338,1.5454545454545499,6.060606060606066,1980,244,163,103,60,0,0.6319018404907976,XS,CONF_ONLY,0.46
OpenBMI_ERP,2,1,43,0.936060606060606,0.9327272727272727,0.9409090909090909,0.9578787878787879,0.48484848484848797,0.8181818181818179,2.1818181818181848,1980,131,70,35,35,0,0.5,XS,CONF_ONLY,0.46
OpenBMI_ERP,0,2,1,0.7560606060606061,0.7763636363636364,0.7739393939393939,0.8390909090909091,1.7878787878787827,-0.24242424242424399,8.303030303030301,1980,241,103,71,32,0,0.6893203883495146,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,2,11,0.9687878787878788,0.9696969696969697,0.9745454545454546,0.9812121212121212,0.575757575757585,0.48484848484848797,1.2424242424242449,1980,59,25,24,1,0,0.96,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,2,23,0.5533333333333333,0.546969696969697,0.5527272727272727,0.61,-0.060606060606060996,0.5757575757575739,5.666666666666664,1980,203,84,49,35,0,0.5833333333333334,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,2,30,0.9393939393939394,0.9218181818181819,0.9430303030303031,0.9596969696969697,0.363636363636366,2.1212121212121238,2.0303030303030267,1980,108,38,27,11,0,0.7105263157894737,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,2,48,0.8078787878787879,0.8063636363636364,0.8184848484848485,0.8666666666666667,1.0606060606060619,1.2121212121212088,5.878787878787883,1980,177,83,59,24,0,0.7108433734939759,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,2,50,0.5118181818181818,0.5154545454545455,0.503030303030303,0.5684848484848485,-0.8787878787878789,-1.2424242424242449,5.666666666666664,1980,202,87,53,34,0,0.6091954022988506,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,2,52,0.8178787878787879,0.8,0.8254545454545454,0.8560606060606061,0.7575757575757569,2.5454545454545396,3.8181818181818206,1980,127,57,39,18,0,0.6842105263157895,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,2,8,0.7648484848484849,0.766969696969697,0.7651515151515151,0.8321212121212122,0.030303030303024947,-0.181818181818183,6.727272727272727,1980,185,63,40,23,0,0.6349206349206349,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,2,1,0.7560606060606061,0.7951515151515152,0.7833333333333333,0.8509090909090908,2.7272727272727226,-1.1818181818181839,9.484848484848474,1980,261,76,47,29,0,0.618421052631579,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,2,11,0.9687878787878788,0.9621212121212122,0.9715151515151514,0.9812121212121212,0.27272727272726893,0.9393939393939288,1.2424242424242449,1980,84,19,10,9,0,0.5263157894736842,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,2,23,0.5533333333333333,0.5587878787878788,0.553030303030303,0.6266666666666667,-0.03030303030303605,-0.575757575757585,7.333333333333336,1980,226,55,27,28,0,0.4909090909090909,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,2,30,0.9393939393939394,0.916969696969697,0.9351515151515152,0.9545454545454546,-0.424242424242427,1.8181818181818188,1.5151515151515138,1980,130,24,5,19,0,0.20833333333333334,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,2,48,0.8078787878787879,0.8118181818181818,0.8187878787878788,0.8696969696969696,1.090909090909098,0.696969696969707,6.181818181818177,1980,195,60,36,24,0,0.6,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,2,50,0.5118181818181818,0.526969696969697,0.5051515151515151,0.5721212121212121,-0.666666666666671,-2.1818181818181848,6.03030303030303,1980,196,70,48,22,0,0.6857142857142857,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,2,52,0.8178787878787879,0.85,0.8363636363636364,0.8857575757575757,1.8484848484848548,-1.3636363636363558,6.787878787878787,1980,154,37,25,12,0,0.6756756756756757,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,2,8,0.7648484848484849,0.7787878787878788,0.773030303030303,0.8354545454545454,0.8181818181818068,-0.575757575757585,7.060606060606056,1980,196,53,28,25,0,0.5283018867924528,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,2,1,0.7560606060606061,0.7572727272727273,0.7651515151515151,0.8251515151515152,0.9090909090909038,0.7878787878787818,6.909090909090909,1980,228,76,49,27,0,0.6447368421052632,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,2,11,0.9687878787878788,0.9630303030303031,0.9684848484848485,0.9806060606060606,-0.030303030303024947,0.5454545454545379,1.1818181818181839,1980,73,21,12,9,0,0.5714285714285714,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,2,23,0.5533333333333333,0.5509090909090909,0.5633333333333334,0.6075757575757577,1.0000000000000009,1.2424242424242449,5.424242424242431,1980,174,59,44,15,0,0.7457627118644068,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,2,30,0.9393939393939394,0.9357575757575758,0.9415151515151515,0.9603030303030303,0.21212121212120794,0.5757575757575739,2.0909090909090877,1980,90,25,18,7,0,0.72,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,2,48,0.8078787878787879,0.8109090909090909,0.8209090909090908,0.8609090909090908,1.3030303030302948,0.9999999999999898,5.303030303030298,1980,172,63,49,14,0,0.7777777777777778,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,2,50,0.5118181818181818,0.5409090909090909,0.5193939393939394,0.5836363636363636,0.7575757575757569,-2.1515151515151487,7.181818181818178,1980,218,83,64,19,0,0.7710843373493976,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,2,52,0.8178787878787879,0.8506060606060606,0.8384848484848485,0.8781818181818182,2.0606060606060628,-1.2121212121212088,6.03030303030303,1980,138,38,29,9,0,0.7631578947368421,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,2,8,0.7648484848484849,0.7803030303030303,0.7757575757575758,0.8187878787878788,1.0909090909090868,-0.4545454545454519,5.393939393939395,1980,133,36,26,10,0,0.7222222222222222,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,3,10,0.7981818181818181,0.7554545454545454,0.7915151515151515,0.8415151515151515,-0.6666666666666599,3.6060606060606126,4.333333333333345,1980,219,94,58,36,0,0.6170212765957447,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,3,16,0.8378787878787879,0.813939393939394,0.8342424242424242,0.8778787878787879,-0.363636363636366,2.0303030303030267,4.0000000000000036,1980,167,100,64,36,0,0.64,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,3,19,0.9566666666666667,0.9657575757575758,0.9703030303030303,0.983030303030303,1.3636363636363669,0.4545454545454519,2.6363636363636367,1980,112,73,55,18,0,0.7534246575342466,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,3,22,0.8918181818181818,0.9184848484848485,0.9309090909090909,0.9563636363636363,3.9090909090909065,1.2424242424242449,6.454545454545446,1980,266,187,164,23,0,0.8770053475935828,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,3,27,0.9609090909090909,0.9639393939393939,0.9657575757575758,0.98,0.48484848484848797,0.1818181818181941,1.9090909090909047,1980,96,58,39,19,0,0.6724137931034483,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,3,34,0.8587878787878788,0.9112121212121211,0.906060606060606,0.9518181818181818,4.727272727272725,-0.5151515151515129,9.303030303030301,1980,321,222,167,55,0,0.7522522522522522,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,3,45,0.8309090909090909,0.7142424242424242,0.7630303030303031,0.8681818181818182,-6.787878787878787,4.8787878787878824,3.7272727272727235,1980,259,170,83,87,0,0.48823529411764705,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,3,49,0.8693939393939394,0.8984848484848484,0.9036363636363636,0.9384848484848485,3.4242424242424185,0.5151515151515129,6.909090909090909,1980,248,165,111,54,0,0.6727272727272727,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,3,10,0.7981818181818181,0.8090909090909091,0.813030303030303,0.8593939393939394,1.4848484848484889,0.3939393939393909,6.121212121212127,1980,180,71,58,13,0,0.8169014084507042,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,3,16,0.8378787878787879,0.8178787878787879,0.8312121212121212,0.8863636363636365,-0.666666666666671,1.3333333333333308,4.8484848484848575,1980,162,64,39,25,0,0.609375,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,3,19,0.9566666666666667,0.9621212121212122,0.9639393939393939,0.9760606060606061,0.7272727272727209,0.1818181818181719,1.9393939393939408,1980,94,42,31,11,0,0.7380952380952381,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,3,22,0.8918181818181818,0.9372727272727273,0.9290909090909091,0.963030303030303,3.7272727272727235,-0.8181818181818179,7.1212121212121176,1980,252,141,136,5,0,0.9645390070921985,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,3,27,0.9609090909090909,0.9657575757575758,0.9678787878787879,0.976969696969697,0.6969696969696959,0.21212121212120794,1.6060606060606109,1980,82,33,26,7,0,0.7878787878787878,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,3,34,0.8587878787878788,0.906060606060606,0.8942424242424243,0.9336363636363636,3.5454545454545516,-1.1818181818181728,7.484848484848483,1980,250,135,128,7,0,0.9481481481481482,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,3,45,0.8309090909090909,0.8563636363636363,0.8587878787878788,0.9051515151515152,2.7878787878787836,0.24242424242424399,7.424242424242422,1980,202,102,85,17,0,0.8333333333333334,XS,CONF_ONLY,0.49
OpenBMI_ERP,1,3,49,0.8693939393939394,0.9093939393939394,0.9006060606060606,0.936969696969697,3.1212121212121247,-0.8787878787878789,6.757575757575762,1980,198,93,76,17,0,0.8172043010752689,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,3,10,0.7981818181818181,0.7651515151515151,0.7839393939393939,0.8445454545454545,-1.4242424242424168,1.8787878787878798,4.6363636363636385,1980,207,113,73,40,0,0.6460176991150443,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,3,16,0.8378787878787879,0.8387878787878789,0.8506060606060606,0.8963636363636364,1.2727272727272698,1.1818181818181728,5.848484848484848,1980,191,96,69,27,0,0.71875,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,3,19,0.9566666666666667,0.9687878787878788,0.966969696969697,0.9824242424242424,1.030303030303037,-0.1818181818181719,2.5757575757575757,1980,106,64,51,13,0,0.796875,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,3,22,0.8918181818181818,0.9312121212121212,0.9315151515151515,0.9612121212121212,3.9696969696969675,0.03030303030303605,6.939393939393934,1980,256,201,176,25,0,0.8756218905472637,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,3,27,0.9609090909090909,0.9718181818181819,0.9724242424242424,0.9806060606060607,1.1515151515151478,0.060606060606049894,1.9696969696969768,1980,86,52,43,9,0,0.8269230769230769,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,3,34,0.8587878787878788,0.923939393939394,0.9224242424242424,0.9512121212121212,6.36363636363636,-0.15151515151515804,9.24242424242424,1980,291,216,185,31,0,0.8564814814814815,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,3,45,0.8309090909090909,0.7887878787878788,0.8224242424242425,0.8836363636363636,-0.8484848484848428,3.3636363636363686,5.272727272727263,1980,235,144,80,64,0,0.5555555555555556,XS,CONF_ONLY,0.49
OpenBMI_ERP,2,3,49,0.8693939393939394,0.9012121212121212,0.9033333333333333,0.9299999999999999,3.3939393939393936,0.21212121212120794,6.060606060606055,1980,211,130,107,23,0,0.823076923076923,XS,CONF_ONLY,0.49
OpenBMI_ERP,0,4,20,0.8845454545454545,0.886969696969697,0.8918181818181818,0.9287878787878787,0.727272727272732,0.48484848484848797,4.424242424242419,1980,172,88,60,28,0,0.6818181818181818,XS,CONF_ONLY,0.5
OpenBMI_ERP,0,4,21,0.8636363636363636,0.8433333333333333,0.8572727272727273,0.9127272727272727,-0.6363636363636349,1.393939393939403,4.909090909090907,1980,227,127,71,56,0,0.5590551181102362,XS,CONF_ONLY,0.5
OpenBMI_ERP,0,4,41,0.8906060606060606,0.896969696969697,0.9048484848484848,0.9463636363636363,1.4242424242424168,0.7878787878787818,5.575757575757567,1980,227,139,71,68,0,0.5107913669064749,XS,CONF_ONLY,0.5
OpenBMI_ERP,0,4,44,0.8993939393939394,0.9166666666666666,0.9263636363636364,0.9506060606060607,2.6969696969696977,0.9696969696969759,5.121212121212126,1980,229,143,118,25,0,0.8251748251748252,XS,CONF_ONLY,0.5
OpenBMI_ERP,0,4,46,0.7048484848484848,0.7003030303030303,0.7133333333333334,0.7860606060606061,0.848484848484854,1.3030303030303059,8.121212121212128,1980,311,184,118,66,0,0.6413043478260869,XS,CONF_ONLY,0.5
OpenBMI_ERP,0,4,53,0.6563636363636364,0.6966666666666667,0.6903030303030303,0.7606060606060606,3.3939393939393936,-0.6363636363636349,10.424242424242426,1980,259,148,96,52,0,0.6486486486486487,XS,CONF_ONLY,0.5
OpenBMI_ERP,0,4,7,0.8815151515151516,0.8548484848484849,0.88,0.9275757575757576,-0.15151515151515804,2.5151515151515147,4.606060606060602,1980,228,119,69,50,0,0.5798319327731093,XS,CONF_ONLY,0.5
OpenBMI_ERP,0,4,9,0.8333333333333334,0.7875757575757576,0.8278787878787879,0.8836363636363637,-0.545454545454549,4.0303030303030285,5.030303030303029,1980,231,124,79,45,0,0.6370967741935484,XS,CONF_ONLY,0.5
OpenBMI_ERP,1,4,20,0.8845454545454545,0.8836363636363637,0.8903030303030304,0.9193939393939394,0.575757575757585,0.666666666666671,3.4848484848484906,1980,149,91,63,28,0,0.6923076923076923,XS,CONF_ONLY,0.5
OpenBMI_ERP,1,4,21,0.8636363636363636,0.843030303030303,0.8672727272727272,0.9103030303030303,0.3636363636363549,2.4242424242424176,4.666666666666663,1980,212,108,70,38,0,0.6481481481481481,XS,CONF_ONLY,0.5
OpenBMI_ERP,1,4,41,0.8906060606060606,0.8915151515151516,0.8927272727272728,0.9290909090909091,0.21212121212121904,0.12121212121212199,3.8484848484848455,1980,159,101,60,41,0,0.594059405940594,XS,CONF_ONLY,0.5
OpenBMI_ERP,1,4,44,0.8993939393939394,0.8927272727272727,0.9096969696969697,0.9381818181818182,1.0303030303030258,1.6969696969696968,3.8787878787878816,1980,214,128,85,43,0,0.6640625,XS,CONF_ONLY,0.5
OpenBMI_ERP,1,4,46,0.7048484848484848,0.6881818181818182,0.706060606060606,0.7851515151515152,0.12121212121212199,1.7878787878787827,8.030303030303031,1980,309,166,113,53,0,0.6807228915662651,XS,CONF_ONLY,0.5
OpenBMI_ERP,1,4,53,0.6563636363636364,0.7236363636363636,0.706060606060606,0.7784848484848486,4.969696969696969,-1.7575757575757578,12.212121212121218,1980,260,152,114,38,0,0.75,XS,CONF_ONLY,0.5
OpenBMI_ERP,1,4,7,0.8815151515151516,0.8727272727272728,0.8872727272727272,0.9227272727272727,0.5757575757575628,1.4545454545454417,4.121212121212114,1980,173,99,69,30,0,0.696969696969697,XS,CONF_ONLY,0.5
OpenBMI_ERP,1,4,9,0.8333333333333334,0.8248484848484848,0.8390909090909091,0.8893939393939394,0.5757575757575739,1.4242424242424279,5.606060606060604,1980,210,109,68,41,0,0.6238532110091743,XS,CONF_ONLY,0.5
OpenBMI_ERP,2,4,20,0.8845454545454545,0.8784848484848484,0.8927272727272727,0.9227272727272727,0.8181818181818179,1.4242424242424279,3.8181818181818206,1980,160,89,66,23,0,0.7415730337078652,XS,CONF_ONLY,0.5
OpenBMI_ERP,2,4,21,0.8636363636363636,0.8581818181818182,0.8696969696969696,0.9127272727272727,0.6060606060605989,1.1515151515151478,4.909090909090907,1980,194,120,82,38,0,0.6833333333333333,XS,CONF_ONLY,0.5
OpenBMI_ERP,2,4,41,0.8906060606060606,0.8327272727272728,0.8675757575757577,0.9287878787878787,-2.3030303030302957,3.4848484848484906,3.8181818181818095,1980,199,124,74,50,0,0.5967741935483871,XS,CONF_ONLY,0.5
OpenBMI_ERP,2,4,44,0.8993939393939394,0.9278787878787879,0.9251515151515152,0.9515151515151515,2.5757575757575757,-0.27272727272726893,5.212121212121213,1980,210,143,118,25,0,0.8251748251748252,XS,CONF_ONLY,0.5
OpenBMI_ERP,2,4,46,0.7048484848484848,0.7096969696969697,0.7148484848484848,0.7903030303030303,1.0000000000000009,0.5151515151515129,8.545454545454545,1980,304,189,125,64,0,0.6613756613756614,XS,CONF_ONLY,0.5
OpenBMI_ERP,2,4,53,0.6563636363636364,0.6596969696969697,0.6678787878787878,0.7318181818181818,1.1515151515151478,0.8181818181818179,7.545454545454544,1980,227,134,96,38,0,0.7164179104477612,XS,CONF_ONLY,0.5
OpenBMI_ERP,2,4,7,0.8815151515151516,0.8763636363636363,0.8909090909090909,0.9257575757575758,0.9393939393939288,1.4545454545454528,4.424242424242419,1980,185,111,75,36,0,0.6756756756756757,XS,CONF_ONLY,0.5
OpenBMI_ERP,2,4,9,0.8333333333333334,0.7612121212121212,0.8060606060606061,0.8724242424242424,-2.7272727272727226,4.4848484848484915,3.9090909090909065,1980,224,126,66,60,0,0.5238095238095238,XS,CONF_ONLY,0.5
OpenBMI_ERP,0,0,15,0.7884848484848486,0.7460606060606061,0.7518181818181818,0.8496969696969697,-3.6666666666666736,0.5757575757575739,6.121212121212116,1980,248,111,53,58,0,0.4774774774774775,XS,MECH,0.49
OpenBMI_ERP,0,0,3,0.9236363636363636,0.9287878787878788,0.9396969696969697,0.9563636363636364,1.6060606060606109,1.0909090909090868,3.2727272727272827,1980,163,103,78,25,0,0.7572815533980582,XS,MECH,0.49
OpenBMI_ERP,0,0,32,0.9045454545454545,0.9354545454545455,0.9290909090909091,0.9521212121212121,2.4545454545454537,-0.636363636363646,4.7575757575757605,1980,180,121,103,18,0,0.8512396694214877,XS,MECH,0.49
OpenBMI_ERP,0,0,33,0.7578787878787878,0.7278787878787879,0.7403030303030302,0.8148484848484848,-1.7575757575757578,1.2424242424242338,5.696969696969701,1980,187,84,47,37,0,0.5595238095238095,XS,MECH,0.49
