task,fold,subject_id,B0_wrong_trials,B0_correct_trials,rescued_exactly_0_of_3,harmed_exactly_0_of_3,rescued_exactly_1_of_3,harmed_exactly_1_of_3,rescued_exactly_2_of_3,harmed_exactly_2_of_3,rescued_exactly_3_of_3,harmed_exactly_3_of_3,any_rescue_rate,majority_rescue_rate,unanimous_rescue_rate,majority_given_any_rescue,unanimous_given_any_rescue,any_harm_rate,majority_harm_rate,unanimous_harm_rate,majority_given_any_harm,unanimous_given_any_harm,rescue_jaccard_seed0_seed1,harm_jaccard_seed0_seed1,rescue_jaccard_seed0_seed2,harm_jaccard_seed0_seed2,rescue_jaccard_seed1_seed2,harm_jaccard_seed1_seed2,mean_rescue_jaccard,mean_harm_jaccard
OpenBMI_ERP,1,26,122,1858,43,1713,28,77,30,49,21,19,0.6475409836065574,0.4180327868852459,0.1721311475409836,0.6455696202531646,0.26582278481012656,0.07804090419806244,0.03659849300322928,0.01022604951560818,0.4689655172413793,0.1310344827586207,0.4666666666666667,0.33035714285714285,0.40625,0.2601626016260163,0.45714285714285713,0.3008130081300813,0.44335317460317464,0.2971109175377468
OpenBMI_ERP,1,28,164,1816,56,1637,38,110,32,44,38,25,0.6585365853658537,0.4268292682926829,0.23170731707317074,0.6481481481481481,0.35185185185185186,0.098568281938326,0.037995594713656385,0.013766519823788546,0.3854748603351955,0.13966480446927373,0.47,0.25874125874125875,0.4888888888888889,0.2645161290322581,0.5729166666666666,0.3178294573643411,0.5106018518518519,0.2803622817126193
OpenBMI_ERP,1,31,160,1820,63,1634,41,117,27,40,29,29,0.60625,0.35,0.18125,0.5773195876288659,0.29896907216494845,0.1021978021978022,0.03791208791208791,0.015934065934065933,0.3709677419354839,0.15591397849462366,0.4090909090909091,0.23741007194244604,0.4666666666666667,0.3269230769230769,0.4942528735632184,0.2945205479452055,0.45667014977359804,0.2862845656035762
OpenBMI_ERP,1,35,221,1759,47,1638,42,89,59,24,73,8,0.7873303167420814,0.5972850678733032,0.33031674208144796,0.7586206896551724,0.41954022988505746,0.06878908470722,0.018192154633314382,0.0045480386583285955,0.2644628099173554,0.06611570247933884,0.5590062111801242,0.19,0.5253164556962026,0.15151515151515152,0.6521739130434783,0.18666666666666668,0.5788321933066017,0.17606060606060606
OpenBMI_ERP,1,40,311,1669,81,1451,71,146,75,46,84,26,0.7395498392282959,0.5112540192926045,0.27009646302250806,0.691304347826087,0.3652173913043478,0.13061713600958658,0.04313960455362492,0.015578190533253445,0.3302752293577982,0.11926605504587157,0.5601851851851852,0.21637426900584794,0.535,0.25748502994011974,0.4876847290640394,0.25882352941176473,0.5276233047497415,0.2442276094525775
OpenBMI_ERP,1,43,167,1813,81,1634,36,111,31,38,19,30,0.5149700598802395,0.2994011976047904,0.11377245508982035,0.5813953488372093,0.22093023255813954,0.09873138444567016,0.03750689464975179,0.01654715940430226,0.37988826815642457,0.16759776536312848,0.4305555555555556,0.3561643835616438,0.34177215189873417,0.24822695035460993,0.4225352112676056,0.2949640287769784,0.3982876395739652,0.29978512089774406
OpenBMI_ERP,2,1,321,1659,124,1400,93,169,50,64,54,26,0.6137071651090342,0.32398753894080995,0.16822429906542055,0.5279187817258884,0.27411167512690354,0.15611814345991562,0.054249547920433995,0.01567209162145871,0.3474903474903475,0.10038610038610038,0.42105263157894735,0.23333333333333334,0.44047619047619047,0.23369565217391305,0.41509433962264153,0.2336448598130841,0.42554105389259317,0.23355794844011016
OpenBMI_ERP,2,11,75,1905,25,1811,20,71,17,17,13,6,0.6666666666666666,0.4,0.17333333333333334,0.6,0.26,0.049343832020997375,0.012073490813648294,0.0031496062992125984,0.24468085106382978,0.06382978723404255,0.4090909090909091,0.0945945945945946,0.44680851063829785,0.14285714285714285,0.4358974358974359,0.24691358024691357,0.4305989518755476,0.16145510589955034
OpenBMI_ERP,2,23,410,1570,250,1349,74,139,52,62,34,20,0.3902439024390244,0.2097560975609756,0.08292682926829269,0.5375,0.2125,0.14076433121019108,0.05222929936305733,0.012738853503184714,0.37104072398190047,0.09049773755656108,0.3795620437956204,0.24352331606217617,0.4,0.21875,0.3597122302158273,0.23391812865497075,0.3797580913371492,0.23206381490571562
OpenBMI_ERP,2,30,116,1864,42,1710,36,116,20,32,18,6,0.6379310344827587,0.3275862068965517,0.15517241379310345,0.5135135135135135,0.24324324324324326,0.08261802575107297,0.0203862660944206,0.003218884120171674,0.24675324675324675,0.03896103896103896,0.42105263157894735,0.15441176470588236,0.3888888888888889,0.13953488372093023,0.38596491228070173,0.13709677419354838,0.39863547758284595,0.14368114087345366
OpenBMI_ERP,2,48,254,1726,111,1536,53,133,42,41,48,16,0.562992125984252,0.3543307086614173,0.1889763779527559,0.6293706293706294,0.3356643356643357,0.1100811123986095,0.03302433371958285,0.009269988412514484,0.3,0.08421052631578947,0.4918032786885246,0.1949685534591195,0.5390625,0.2459016393442623,0.4523809523809524,0.1794871794871795,0.494415577023159,0.20678579076352044
OpenBMI_ERP,2,50,539,1441,320,1309,81,86,76,27,62,19,0.40630797773654914,0.2560296846011132,0.1150278293135436,0.6301369863013698,0.2831050228310502,0.0916030534351145,0.031922276197085354,0.0131852879944483,0.3484848484848485,0.14393939393939395,0.43010752688172044,0.29411764705882354,0.4375,0.2631578947368421,0.494949494949495,0.2553191489361702,0.4541856739437385,0.27086489691061194
OpenBMI_ERP,2,52,197,1783,94,1613,41,126,34,32,28,12,0.5228426395939086,0.3147208121827411,0.14213197969543148,0.6019417475728155,0.27184466019417475,0.09534492428491306,0.024677509814918678,0.006730229949523275,0.25882352941176473,0.07058823529411765,0.38636363636363635,0.1357142857142857,0.5176470588235295,0.1623931623931624,0.42105263157894735,0.23622047244094488,0.44168777558870437,0.17810930684946433
OpenBMI_ERP,2,8,272,1708,131,1509,71,137,44,46,26,16,0.5183823529411765,0.25735294117647056,0.09558823529411764,0.49645390070921985,0.18439716312056736,0.11651053864168619,0.03629976580796253,0.00936768149882904,0.31155778894472363,0.08040201005025126,0.336,0.23699421965317918,0.3442622950819672,0.16666666666666666,0.3619047619047619,0.2,0.3473890189955764,0.2012202954399486
OpenBMI_ERP,3,10,278,1702,124,1489,51,154,42,43,61,16,0.5539568345323741,0.37050359712230213,0.21942446043165467,0.6688311688311688,0.3961038961038961,0.12514688601645124,0.03466509988249119,0.009400705052878966,0.27699530516431925,0.07511737089201878,0.5106382978723404,0.1411042944785276,0.5111111111111111,0.21978021978021978,0.6222222222222222,0.2,0.5479905437352245,0.18696150475291576
OpenBMI_ERP,3,16,219,1761,74,1588,55,112,48,52,42,9,0.6621004566210046,0.410958904109589,0.1917808219178082,0.6206896551724138,0.2896551724137931,0.0982396365701306,0.034639409426462237,0.005110732538330494,0.35260115606936415,0.05202312138728324,0.4117647058823529,0.15827338129496402,0.5317460317460317,0.18705035971223022,0.42962962962962964,0.24031007751937986,0.4577134557526714,0.19521127284219134
OpenBMI_ERP,3,19,119,1861,25,1768,27,71,36,17,31,5,0.7899159663865546,0.5630252100840336,0.2605042016806723,0.7127659574468085,0.32978723404255317,0.04997313272434175,0.011821601289629231,0.0026867275658248252,0.23655913978494625,0.053763440860215055,0.45121951219512196,0.16,0.5555555555555556,0.18181818181818182,0.5060240963855421,0.11940298507462686,0.5042663880454065,0.15374038896426956
OpenBMI_ERP,3,22,301,1679,33,1565,46,91,79,19,143,4,0.8903654485049833,0.7375415282392026,0.4750830564784053,0.8283582089552238,0.5335820895522388,0.06789755807027993,0.0136986301369863,0.0023823704586063135,0.20175438596491227,0.03508771929824561,0.637065637065637,0.06818181818181818,0.6504065040650406,0.10476190476190476,0.7233201581027668,0.2413793103448276,0.6702640997444815,0.13810767776285018
OpenBMI_ERP,3,27,105,1875,33,1792,21,64,17,14,34,5,0.6857142857142857,0.4857142857142857,0.3238095238095238,0.7083333333333334,0.4722222222222222,0.04426666666666667,0.010133333333333333,0.0026666666666666666,0.2289156626506024,0.060240963855421686,0.6129032258064516,0.16417910447761194,0.6119402985074627,0.15625,0.6060606060606061,0.14814814814814814,0.6103013767915068,0.15619241754192004
OpenBMI_ERP,3,34,346,1634,47,1468,65,138,104,23,130,5,0.8641618497109826,0.6763005780346821,0.37572254335260113,0.782608695652174,0.43478260869565216,0.10159118727050184,0.017135862913096694,0.0030599755201958386,0.1686746987951807,0.030120481927710843,0.5611510791366906,0.04580152671755725,0.5830388692579506,0.15492957746478872,0.6383763837638377,0.11494252873563218,0.5941887773861596,0.1052245443059927
OpenBMI_ERP,3,45,262,1718,84,1462,70,182,44,58,64,16,0.6793893129770993,0.4122137404580153,0.24427480916030533,0.6067415730337079,0.3595505617977528,0.1490104772991851,0.04307334109429569,0.009313154831199068,0.2890625,0.0625,0.49693251533742333,0.11855670103092783,0.5106382978723404,0.24888888888888888,0.51875,0.16167664670658682,0.5087736044032546,0.17637407887546783
OpenBMI_ERP,3,49,307,1673,103,1506,59,120,59,39,86,8,0.6644951140065146,0.4723127035830619,0.28013029315960913,0.7107843137254902,0.4215686274509804,0.09982068141063957,0.028093245666467422,0.004781829049611476,0.281437125748503,0.04790419161676647,0.554945054945055,0.16428571428571428,0.574468085106383,0.1897810218978102,0.5901639344262295,0.1346153846153846,0.5731923581592225,0.16289404026630303
OpenBMI_ERP,4,20,237,1743,93,1598,52,101,49,31,43,13,0.6075949367088608,0.3881856540084388,0.18143459915611815,0.6388888888888888,0.2986111111111111,0.0831899024670109,0.025243832472748137,0.007458405048766495,0.30344827586206896,0.0896551724137931,0.4715447154471545,0.19658119658119658,0.4883720930232558,0.21739130434782608,0.4453125,0.21568627450980393,0.4684097694901368,0.20988625847960884
OpenBMI_ERP,4,21,286,1694,114,1501,60,119,54,50,58,24,0.6013986013986014,0.3916083916083916,0.20279720279720279,0.6511627906976745,0.3372093023255814,0.11393152302243212,0.043683589138134596,0.014167650531286895,0.38341968911917096,0.12435233160621761,0.4473684210526316,0.2958579881656805,0.5364238410596026,0.2857142857142857,0.5163398692810458,0.20833333333333334,0.50004404379776,0.26330186907109987
OpenBMI_ERP,4,41,197,1783,55,1537,56,184,45,54,41,8,0.7208121827411168,0.4365482233502538,0.20812182741116753,0.6056338028169014,0.2887323943661972,0.13796971396522714,0.034772854739203586,0.00448681996634885,0.25203252032520324,0.032520325203252036,0.46153846153846156,0.17486338797814208,0.417910447761194,0.11320754716981132,0.48739495798319327,0.13836477987421383,0.4556146224276163,0.14214523834072243
OpenBMI_ERP,4,44,296,1684,86,1519,67,118,67,35,76,12,0.7094594594594594,0.4831081081081081,0.25675675675675674,0.680952380952381,0.3619047619047619,0.09798099762470308,0.027909738717339667,0.007125890736342043,0.28484848484848485,0.07272727272727272,0.563953488372093,0.2,0.526829268292683,0.18867924528301888,0.4838709677419355,0.1746031746031746,0.5248845748022372,0.18776080662873115
OpenBMI_ERP,4,46,490,1490,206,1231,110,160,93,72,81,27,0.5795918367346938,0.3551020408163265,0.1653061224489796,0.6126760563380281,0.2852112676056338,0.1738255033557047,0.06644295302013423,0.018120805369127517,0.38223938223938225,0.10424710424710425,0.44672131147540983,0.2304147465437788,0.4596774193548387,0.265,0.452,0.25,0.45279957694341616,0.24847158218125961
OpenBMI_ERP,4,53,398,1582,161,1392,87,119,73,50,77,21,0.5954773869346733,0.3768844221105528,0.1934673366834171,0.6329113924050633,0.32489451476793246,0.12010113780025285,0.04487989886219975,0.01327433628318584,0.3736842105263158,0.11052631578947368,0.48372093023255813,0.2903225806451613,0.4797979797979798,0.22151898734177214,0.4976303317535545,0.2391304347826087,0.48704974726136413,0.2503240009231807
OpenBMI_ERP,4,7,255,1725,85,1530,73,128,58,49,39,18,0.6666666666666666,0.3803921568627451,0.15294117647058825,0.5705882352941176,0.22941176470588234,0.11304347826086956,0.03884057971014493,0.010434782608695653,0.3435897435897436,0.09230769230769231,0.3888888888888889,0.2331288343558282,0.40939597315436244,0.23780487804878048,0.4027777777777778,0.2,0.4003542132736764,0.2236445708015362
OpenBMI_ERP,4,9,242,1738,94,1482,47,165,54,69,47,22,0.6115702479338843,0.41735537190082644,0.19421487603305784,0.6824324324324325,0.31756756756756754,0.1472957422324511,0.0523590333716916,0.012658227848101266,0.35546875,0.0859375,0.5109489051094891,0.225130890052356,0.5234375,0.2621359223300971,0.4393939393939394,0.18446601941747573,0.4912601148344762,0.2239109439333096
OpenBMI_MI,0,15,13,87,4,75,3,9,5,3,1,0,0.6923076923076923,0.46153846153846156,0.07692307692307693,0.6666666666666666,0.1111111111111111,0.13793103448275862,0.034482758620689655,0.0,0.25,0.0,0.2222222222222222,0.3333333333333333,0.8333333333333334,0.09090909090909091,0.1111111111111111,0.0,0.3888888888888889,0.1414141414141414
OpenBMI_MI,0,3,13,87,2,77,3,5,4,5,4,0,0.8461538461538461,0.6153846153846154,0.3076923076923077,0.7272727272727273,0.36363636363636365,0.11494252873563218,0.05747126436781609,0.0,0.5,0.0,0.5,0.375,0.7,0.0,0.4,0.2,0.5333333333333333,0.19166666666666665
OpenBMI_MI,0,32,30,70,12,53,3,5,4,6,11,6,0.6,0.5,0.36666666666666664,0.8333333333333334,0.6111111111111112,0.24285714285714285,0.17142857142857143,0.08571428571428572,0.7058823529411765,0.35294117647058826,0.7647058823529411,0.4666666666666667,0.8125,0.7857142857142857,0.6111111111111112,0.35294117647058826,0.7294389978213508,0.5351073762838469
OpenBMI_MI,0,33,12,88,2,76,3,10,3,1,4,1,0.8333333333333334,0.5833333333333334,0.3333333333333333,0.7,0.4,0.13636363636363635,0.022727272727272728,0.011363636363636364,0.16666666666666666,0.08333333333333333,0.5555555555555556,0.1111111111111111,0.6,0.14285714285714285,0.5,0.2,0.5518518518518518,0.15132275132275133
OpenBMI_MI,0,38,23,77,13,56,9,12,0,8,1,1,0.43478260869565216,0.043478260869565216,0.043478260869565216,0.1,0.1,0.2727272727272727,0.11688311688311688,0.012987012987012988,0.42857142857142855,0.047619047619047616,0.1,0.08333333333333333,0.1,0.3333333333333333,1.0,0.16666666666666666,0.39999999999999997,0.19444444444444442
OpenBMI_MI,0,47,14,86,7,67,5,9,2,8,0,2,0.5,0.14285714285714285,0.0,0.2857142857142857,0.0,0.22093023255813954,0.11627906976744186,0.023255813953488372,0.5263157894736842,0.10526315789473684,0.0,0.14285714285714285,0.14285714285714285,0.17647058823529413,0.3333333333333333,0.5294117647058824,0.15873015873015872,0.28291316526610644
OpenBMI_MI,0,5,25,75,5,54,11,11,7,9,2,1,0.8,0.36,0.08,0.45,0.1,0.28,0.13333333333333333,0.013333333333333334,0.47619047619047616,0.047619047619047616,0.35294117647058826,0.23529411764705882,0.26666666666666666,0.29411764705882354,0.17647058823529413,0.16666666666666666,0.265359477124183,0.23202614379084965
OpenBMI_MI,0,6,9,91,1,84,3,3,3,4,2,0,0.8888888888888888,0.5555555555555556,0.2222222222222222,0.625,0.25,0.07692307692307693,0.04395604395604396,0.0,0.5714285714285714,0.0,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.0,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.19047619047619047
OpenBMI_MI,1,14,25,75,4,51,9,17,6,5,6,2,0.84,0.48,0.24,0.5714285714285714,0.2857142857142857,0.32,0.09333333333333334,0.02666666666666667,0.2916666666666667,0.08333333333333333,0.35,0.14285714285714285,0.42105263157894735,0.15,0.6,0.2857142857142857,0.4570175438596491,0.19285714285714284
OpenBMI_MI,1,2,22,78,7,60,7,12,3,5,5,1,0.6818181818181818,0.36363636363636365,0.22727272727272727,0.5333333333333333,0.3333333333333333,0.23076923076923078,0.07692307692307693,0.01282051282051282,0.3333333333333333,0.05555555555555555,0.4666666666666667,0.14285714285714285,0.75,0.0625,0.3333333333333333,0.4166666666666667,0.5166666666666667,0.20734126984126985
OpenBMI_MI,1,26,15,85,1,73,3,7,6,5,5,0,0.9333333333333333,0.7333333333333333,0.3333333333333333,0.7857142857142857,0.35714285714285715,0.1411764705882353,0.058823529411764705,0.0,0.4166666666666667,0.0,0.5,0.4444444444444444,0.5,0.0,0.6153846153846154,0.08333333333333333,0.5384615384615384,0.17592592592592593
OpenBMI_MI,1,28,7,93,3,84,2,5,1,4,1,0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.5,0.25,0.0967741935483871,0.043010752688172046,0.0,0.4444444444444444,0.0,0.25,0.2857142857142857,0.6666666666666666,0.125,0.3333333333333333,0.14285714285714285,0.4166666666666667,0.18452380952380953
OpenBMI_MI,1,31,21,79,4,61,9,15,3,2,5,1,0.8095238095238095,0.38095238095238093,0.23809523809523808,0.47058823529411764,0.29411764705882354,0.22784810126582278,0.0379746835443038,0.012658227848101266,0.16666666666666666,0.05555555555555555,0.38461538461538464,0.07692307692307693,0.4,0.18181818181818182,0.5,0.13333333333333333,0.42820512820512824,0.1306915306915307
OpenBMI_MI,1,35,20,80,5,68,4,11,11,1,0,0,0.75,0.55,0.0,0.7333333333333333,0.0,0.15,0.0125,0.0,0.08333333333333333,0.0,0.14285714285714285,0.09090909090909091,0.6,0.0,0.0,0.0,0.24761904761904763,0.030303030303030304
OpenBMI_MI,1,40,19,81,6,49,5,19,5,10,3,3,0.6842105263157895,0.42105263157894735,0.15789473684210525,0.6153846153846154,0.23076923076923078,0.3950617283950617,0.16049382716049382,0.037037037037037035,0.40625,0.09375,0.23076923076923078,0.14814814814814814,0.5384615384615384,0.28,0.5,0.32,0.4230769230769231,0.24938271604938275
OpenBMI_MI,1,43,5,95,1,67,0,19,2,5,2,4,0.8,0.8,0.4,1.0,0.5,0.29473684210526313,0.09473684210526316,0.042105263157894736,0.32142857142857145,0.14285714285714285,1.0,0.36363636363636365,0.5,0.2222222222222222,0.5,0.2,0.6666666666666666,0.26195286195286194
OpenBMI_MI,2,1,35,65,16,54,10,5,7,5,2,1,0.5428571428571428,0.2571428571428571,0.05714285714285714,0.47368421052631576,0.10526315789473684,0.16923076923076924,0.09230769230769231,0.015384615384615385,0.5454545454545454,0.09090909090909091,0.26666666666666666,0.3,0.17647058823529413,0.2222222222222222,0.4,0.3333333333333333,0.28104575163398693,0.28518518518518515
OpenBMI_MI,2,11,27,73,11,49,14,16,2,5,0,3,0.5925925925925926,0.07407407407407407,0.0,0.125,0.0,0.3287671232876712,0.1095890410958904,0.0410958904109589,0.3333333333333333,0.125,0.1111111111111111,0.15,0.0,0.29411764705882354,0.07142857142857142,0.3157894736842105,0.06084656084656084,0.2533023735810113
OpenBMI_MI,2,23,26,74,11,56,6,9,6,7,3,2,0.5769230769230769,0.34615384615384615,0.11538461538461539,0.6,0.2,0.24324324324324326,0.12162162162162163,0.02702702702702703,0.5,0.1111111111111111,0.5,0.46153846153846156,0.38461538461538464,0.13333333333333333,0.2857142857142857,0.29411764705882354,0.39010989010989006,0.2963298139768728
OpenBMI_MI,2,30,25,75,8,55,8,13,4,4,5,3,0.68,0.36,0.2,0.5294117647058824,0.29411764705882354,0.26666666666666666,0.09333333333333334,0.04,0.35,0.15,0.42857142857142855,0.3076923076923077,0.4375,0.2777777777777778,0.46153846153846156,0.25,0.44253663003663,0.2784900284900285
OpenBMI_MI,2,48,34,66,11,38,10,16,6,8,7,4,0.6764705882352942,0.38235294117647056,0.20588235294117646,0.5652173913043478,0.30434782608695654,0.42424242424242425,0.18181818181818182,0.06060606060606061,0.42857142857142855,0.14285714285714285,0.47058823529411764,0.2692307692307692,0.4090909090909091,0.38095238095238093,0.5,0.23809523809523808,0.45989304812834225,0.2960927960927961
OpenBMI_MI,2,50,37,63,11,24,7,15,3,9,16,15,0.7027027027027027,0.5135135135135135,0.43243243243243246,0.7307692307692307,0.6153846153846154,0.6190476190476191,0.38095238095238093,0.23809523809523808,0.6153846153846154,0.38461538461538464,0.6153846153846154,0.4358974358974359,0.8,0.5769230769230769,0.76,0.5945945945945946,0.7251282051282052,0.5358050358050358
OpenBMI_MI,2,52,19,81,5,60,8,9,3,5,3,7,0.7368421052631579,0.3157894736842105,0.15789473684210525,0.42857142857142855,0.21428571428571427,0.25925925925925924,0.14814814814814814,0.08641975308641975,0.5714285714285714,0.3333333333333333,0.4,0.4375,0.35714285714285715,0.47368421052631576,0.3,0.5263157894736842,0.3523809523809524,0.4791666666666667
OpenBMI_MI,2,8,15,85,2,59,3,17,5,8,5,1,0.8666666666666667,0.6666666666666666,0.3333333333333333,0.7692307692307693,0.38461538461538464,0.3058823529411765,0.10588235294117647,0.011764705882352941,0.34615384615384615,0.038461538461538464,0.46153846153846156,0.047619047619047616,0.6363636363636364,0.29411764705882354,0.5833333333333334,0.21739130434782608,0.5604118104118104,0.1863759996752324
OpenBMI_MI,3,10,19,81,7,50,3,11,3,10,6,10,0.631578947368421,0.47368421052631576,0.3157894736842105,0.75,0.5,0.38271604938271603,0.24691358024691357,0.12345679012345678,0.6451612903225806,0.3225806451612903,0.6363636363636364,0.6153846153846154,0.7,0.41379310344827586,0.5833333333333334,0.4444444444444444,0.63989898989899,0.4912073877591119
OpenBMI_MI,3,16,13,87,2,82,1,4,3,0,7,1,0.8461538461538461,0.7692307692307693,0.5384615384615384,0.9090909090909091,0.6363636363636364,0.05747126436781609,0.011494252873563218,0.011494252873563218,0.2,0.2,0.7272727272727273,0.25,0.9,0.3333333333333333,0.6363636363636364,0.25,0.7545454545454545,0.27777777777777773
OpenBMI_MI,3,19,22,78,13,55,4,5,0,9,5,9,0.4090909090909091,0.22727272727272727,0.22727272727272727,0.5555555555555556,0.5555555555555556,0.2948717948717949,0.23076923076923078,0.11538461538461539,0.782608695652174,0.391304347826087,0.7142857142857143,0.5238095238095238,0.625,0.65,0.625,0.5217391304347826,0.6547619047619048,0.5651828847481021
OpenBMI_MI,3,22,30,70,13,51,4,9,9,5,4,5,0.5666666666666667,0.43333333333333335,0.13333333333333333,0.7647058823529411,0.23529411764705882,0.2714285714285714,0.14285714285714285,0.07142857142857142,0.5263157894736842,0.2631578947368421,0.375,0.4,0.4117647058823529,0.375,0.5714285714285714,0.47058823529411764,0.4527310924369748,0.4151960784313726
OpenBMI_MI,3,27,5,95,2,83,2,7,1,3,0,2,0.6,0.2,0.0,0.3333333333333333,0.0,0.12631578947368421,0.05263157894736842,0.021052631578947368,0.4166666666666667,0.16666666666666666,0.0,0.2727272727272727,0.0,0.36363636363636365,0.5,0.2857142857142857,0.16666666666666666,0.30735930735930733
OpenBMI_MI,3,34,39,61,15,42,11,10,7,5,6,4,0.6153846153846154,0.3333333333333333,0.15384615384615385,0.5416666666666666,0.25,0.3114754098360656,0.14754098360655737,0.06557377049180328,0.47368421052631576,0.21052631578947367,0.625,0.3333333333333333,0.391304347826087,0.5,0.2727272727272727,0.25,0.4296772068511199,0.3611111111111111
OpenBMI_MI,3,45,26,74,6,49,8,11,5,7,7,7,0.7692307692307693,0.46153846153846156,0.2692307692307692,0.6,0.35,0.33783783783783783,0.1891891891891892,0.0945945945945946,0.56,0.28,0.42105263157894735,0.375,0.47058823529411764,0.47058823529411764,0.625,0.4782608695652174,0.505546955624355,0.44128303495311166
