comparison,task,seed,feature_set,heldout_fold,selected_threshold,training_subject_equal_policy_BA,B0_BA,candidate_BA,selective_policy_BA,policy_delta_vs_B0_pp,policy_delta_vs_candidate_pp,fraction_disagreement_trials_switched,fraction_all_trials_switched,realized_rescue_count,realized_harm_count,switched_both_wrong_count,intervention_precision
X,OpenBMI_SSVEP,0,MECH,2,0.39,0.9365625,0.8574999999999999,0.875,0.86625,0.874999999999996,-0.8750000000000016,0.25688073394495414,0.035,14,7,7,0.6666666666666666
X,OpenBMI_SSVEP,0,MECH,3,0.41,0.9378125,0.86625,0.87,0.8687499999999999,0.2500000000000001,-0.12499999999999872,0.5555555555555556,0.05,21,19,0,0.525
X,OpenBMI_SSVEP,0,MECH,4,0.33,0.9096875,0.9774999999999999,0.99125,0.99375,1.6250000000000013,0.2500000000000002,0.8636363636363636,0.02375,16,3,0,0.8421052631578947
X,WBCIC_MI,0,CONF_ONLY,0,0.56,0.7995273042929293,0.7871428571428571,0.7850000000000001,0.7942857142857143,0.7142857142857134,0.9285714285714278,0.4357976653696498,0.08,61,51,0,0.5446428571428571
X,WBCIC_MI,0,CONF_ONLY,1,0.54,0.7983421717171716,0.7774999999999999,0.7925,0.7908333333333334,1.3333333333333364,-0.16666666666666896,0.08256880733944955,0.015,17,1,0,0.9444444444444444
X,WBCIC_MI,0,CONF_ONLY,2,0.55,0.8089462121212121,0.7525000000000001,0.7558333333333334,0.7541666666666668,0.16666666666666496,-0.16666666666666866,0.24705882352941178,0.035,22,20,0,0.5238095238095238
X,WBCIC_MI,0,CONF_ONLY,3,0.53,0.7866000000000001,0.848917297979798,0.812293771043771,0.8497758838383839,0.08585858585858734,3.7482112794612816,0.2833333333333333,0.042677824267782424,26,25,0,0.5098039215686274
X,WBCIC_MI,0,CONF_ONLY,4,0.48,0.801546212121212,0.7858333333333333,0.7725000000000001,0.7775,-0.8333333333333321,0.5000000000000004,0.48717948717948717,0.06333333333333334,33,43,0,0.4342105263157895
X,WBCIC_MI,0,MECH,0,0.56,0.8051501999158249,0.7871428571428571,0.7850000000000001,0.785,-0.2142857142857162,-1.5860328923216523e-15,0.8054474708171206,0.14785714285714285,102,105,0,0.4927536231884058
X,WBCIC_MI,0,MECH,1,0.56,0.7993421717171717,0.7774999999999999,0.7925,0.7808333333333333,0.3333333333333373,-1.166666666666668,0.027522935779816515,0.005,5,1,0,0.8333333333333334
X,WBCIC_MI,0,MECH,2,0.55,0.813744191919192,0.7525000000000001,0.7558333333333334,0.7549999999999999,0.24999999999999836,-0.08333333333333526,0.37058823529411766,0.0525,33,30,0,0.5238095238095238
X,WBCIC_MI,0,MECH,3,0.53,0.79,0.848917297979798,0.812293771043771,0.8455923821548822,-0.33249158249158045,3.329861111111114,0.15555555555555556,0.023430962343096235,12,16,0,0.42857142857142855
X,WBCIC_MI,0,MECH,4,0.5,0.8051421717171717,0.7858333333333333,0.7725000000000001,0.7883333333333332,0.2500000000000002,1.5833333333333328,0.28846153846153844,0.0375,24,21,0,0.5333333333333333
XS,OpenBMI_ERP,0,CONF_ONLY,0,0.49,0.8493465909090908,0.8046590909090909,0.8099242424242424,0.8106060606060606,0.5946969696969715,0.06818181818181729,0.50941475826972,0.06319444444444444,725,276,0,0.7242757242757243
XS,OpenBMI_ERP,1,CONF_ONLY,0,0.49,0.8493465909090908,0.8046590909090909,0.8174621212121211,0.8204166666666666,1.5757575757575761,0.2954545454545474,0.5369198312236287,0.06426767676767677,699,319,0,0.6866404715127702
XS,OpenBMI_ERP,2,CONF_ONLY,0,0.49,0.8493465909090908,0.8046590909090909,0.8112121212121213,0.8192045454545456,1.4545454545454581,0.7992424242424259,0.49217002237136465,0.06944444444444445,832,268,0,0.7563636363636363
XS,OpenBMI_ERP,0,CONF_ONLY,1,0.46,0.8286237373737374,0.8907575757575757,0.895189393939394,0.9014393939393939,1.0681818181818181,0.6249999999999964,0.556469708302169,0.04696969696969697,429,315,0,0.5766129032258065
XS,OpenBMI_ERP,1,CONF_ONLY,1,0.46,0.8286237373737374,0.8907575757575757,0.8963636363636364,0.9032575757575758,1.250000000000001,0.6893939393939397,0.5979381443298969,0.05126262626262626,545,267,0,0.6711822660098522
XS,OpenBMI_ERP,2,CONF_ONLY,1,0.46,0.8286237373737374,0.8907575757575757,0.885719696969697,0.8956818181818182,0.4924242424242456,0.9962121212121255,0.5661252900232019,0.04621212121212121,441,291,0,0.6024590163934426
XS,OpenBMI_ERP,0,CONF_ONLY,2,0.49,0.8613036616161617,0.765,0.7629545454545454,0.7695454545454545,0.4545454545454547,0.6590909090909078,0.4147465437788018,0.03409090909090909,362,178,0,0.6703703703703704
XS,OpenBMI_ERP,1,CONF_ONLY,2,0.49,0.8613036616161617,0.765,0.7750757575757576,0.7720454545454546,0.7045454545454521,-0.303030303030305,0.27323162274618584,0.024873737373737374,226,168,0,0.5736040609137056
XS,OpenBMI_ERP,2,CONF_ONLY,2,0.49,0.8613036616161617,0.765,0.7737121212121212,0.7741287878787879,0.9128787878787861,0.04166666666666485,0.3270799347471452,0.025315656565656566,291,110,0,0.7256857855361596
XS,OpenBMI_ERP,0,CONF_ONLY,3,0.49,0.8309122474747475,0.8755681818181817,0.8676893939393939,0.8831818181818182,0.7613636363636365,1.5492424242424265,0.6332938388625592,0.06748737373737373,741,328,0,0.6931711880261927
XS,OpenBMI_ERP,1,CONF_ONLY,3,0.49,0.8309122474747475,0.8755681818181817,0.8954924242424243,0.8948484848484848,1.9280303030303023,-0.0643939393939405,0.4795774647887324,0.04299242424242424,579,102,0,0.8502202643171806
XS,OpenBMI_ERP,2,CONF_ONLY,3,0.49,0.8309122474747475,0.8755681818181817,0.8862121212121212,0.8942045454545455,1.8636363636363646,0.7992424242424232,0.6418193303853443,0.06414141414141414,784,232,0,0.7716535433070866
XS,OpenBMI_ERP,0,CONF_ONLY,4,0.5,0.8455839646464648,0.826780303030303,0.8229166666666667,0.8364772727272727,0.969696969696969,1.356060606060608,0.5690021231422505,0.06767676767676768,682,390,0,0.6361940298507462
XS,OpenBMI_ERP,1,CONF_ONLY,4,0.5,0.8455839646464648,0.826780303030303,0.8275378787878788,0.8373106060606061,1.0530303030303017,0.9772727272727253,0.5658362989323843,0.060227272727272727,642,312,0,0.6729559748427673
XS,OpenBMI_ERP,2,CONF_ONLY,4,0.5,0.8455839646464648,0.826780303030303,0.813030303030303,0.8293560606060606,0.25757575757575646,1.6325757575757591,0.6083382266588373,0.06540404040404041,702,334,0,0.6776061776061776
XS,OpenBMI_ERP,0,MECH,0,0.49,0.8490056818181818,0.8046590909090909,0.8099242424242424,0.8115151515151515,0.6856060606060602,0.15909090909090595,0.6071246819338423,0.07531565656565657,865,328,0,0.7250628667225482
XS,OpenBMI_ERP,1,MECH,0,0.49,0.8490056818181818,0.8046590909090909,0.8174621212121211,0.8208712121212122,1.621212121212126,0.34090909090909727,0.7320675105485233,0.08762626262626262,928,460,0,0.6685878962536023
XS,OpenBMI_ERP,2,MECH,0,0.49,0.8490056818181818,0.8046590909090909,0.8112121212121213,0.8178787878787879,1.3219696969696992,0.6666666666666667,0.5275167785234899,0.07443181818181818,890,289,0,0.7548770144189991
XS,OpenBMI_ERP,0,MECH,1,0.55,0.8280145202020203,0.8907575757575757,0.895189393939394,0.9008333333333334,1.0075757575757585,0.5643939393939368,0.6133133881824981,0.05176767676767677,473,347,0,0.5768292682926829
XS,OpenBMI_ERP,1,MECH,1,0.55,0.8280145202020203,0.8907575757575757,0.8963636363636364,0.9030681818181818,1.2310606060606077,0.6704545454545463,0.4631811487481591,0.03970959595959596,463,166,0,0.7360890302066773
XS,OpenBMI_ERP,2,MECH,1,0.55,0.8280145202020203,0.8907575757575757,0.885719696969697,0.894469696969697,0.371212121212125,0.875000000000005,0.4439288476411446,0.036237373737373735,368,206,0,0.6411149825783972
XS,OpenBMI_ERP,0,MECH,2,0.48,0.8604008838383838,0.765,0.7629545454545454,0.7695454545454545,0.4545454545454533,0.6590909090909064,0.3548387096774194,0.029166666666666667,317,145,0,0.6861471861471862
XS,OpenBMI_ERP,1,MECH,2,0.48,0.8604008838383838,0.765,0.7750757575757576,0.7720833333333333,0.7083333333333344,-0.2992424242424227,0.38072122052704577,0.03465909090909091,310,239,0,0.5646630236794171
XS,OpenBMI_ERP,2,MECH,2,0.48,0.8604008838383838,0.765,0.7737121212121212,0.7725757575757576,0.7575757575757556,-0.11363636363636576,0.3376835236541599,0.026136363636363635,289,125,0,0.6980676328502415
XS,OpenBMI_ERP,0,MECH,3,0.49,0.8307039141414142,0.8755681818181817,0.8676893939393939,0.8851136363636364,0.9545454545454564,1.7424242424242466,0.6481042654028436,0.06906565656565657,739,355,0,0.6755027422303473
XS,OpenBMI_ERP,1,MECH,3,0.49,0.8307039141414142,0.8755681818181817,0.8954924242424243,0.8970075757575757,2.1439393939393967,0.15151515151515388,0.7845070422535211,0.07032828282828282,868,246,0,0.7791741472172352
XS,OpenBMI_ERP,2,MECH,3,0.49,0.8307039141414142,0.8755681818181817,0.8862121212121212,0.8934090909090909,1.7840909090909074,0.719696969696966,0.6411876184459886,0.06407828282828283,785,230,0,0.7733990147783252
XS,OpenBMI_ERP,0,MECH,4,0.52,0.8455113636363637,0.826780303030303,0.8229166666666667,0.8315530303030303,0.47727272727272757,0.8636363636363665,0.28874734607218683,0.03434343434343434,379,165,0,0.6966911764705882
XS,OpenBMI_ERP,1,MECH,4,0.52,0.8455113636363637,0.826780303030303,0.8275378787878788,0.8319318181818183,0.5151515151515142,0.43939393939393806,0.35231316725978645,0.0375,423,171,0,0.7121212121212122
XS,OpenBMI_ERP,2,MECH,4,0.52,0.8455113636363637,0.826780303030303,0.813030303030303,0.8272348484848484,0.045454545454541584,1.420454545454544,0.40634174985320026,0.043686868686868684,510,182,0,0.7369942196531792
XS,OpenBMI_MI,0,CONF_ONLY,0,0.55,0.7930208333333333,0.82625,0.8525,0.8575,3.1249999999999987,0.49999999999999767,0.6033057851239669,0.09125,49,24,0,0.6712328767123288
XS,OpenBMI_MI,1,CONF_ONLY,0,0.55,0.7930208333333333,0.82625,0.81375,0.83375,0.7500000000000021,2.0000000000000004,0.4074074074074074,0.055,25,19,0,0.5681818181818182
XS,OpenBMI_MI,2,CONF_ONLY,0,0.55,0.7930208333333333,0.82625,0.7949999999999999,0.82375,-0.25000000000000133,2.875,0.5669291338582677,0.09,35,37,0,0.4861111111111111
XS,OpenBMI_MI,0,CONF_ONLY,1,0.52,0.7909375,0.8325,0.8525,0.85125,1.874999999999999,-0.12500000000000022,0.4015151515151515,0.06625,34,19,0,0.6415094339622641
XS,OpenBMI_MI,1,CONF_ONLY,1,0.52,0.7909375,0.8325,0.79875,0.82375,-0.8750000000000007,2.500000000000001,0.48201438848920863,0.08375,30,37,0,0.44776119402985076
XS,OpenBMI_MI,2,CONF_ONLY,1,0.52,0.7909375,0.8325,0.82375,0.85,1.749999999999999,2.625000000000002,0.4740740740740741,0.08,39,25,0,0.609375
XS,OpenBMI_MI,0,CONF_ONLY,2,0.54,0.8204166666666666,0.7275,0.71875,0.72875,0.12499999999999595,0.9999999999999994,0.5321637426900585,0.11375,46,45,0,0.5054945054945055
XS,OpenBMI_MI,1,CONF_ONLY,2,0.54,0.8204166666666666,0.7275,0.6875,0.7225,-0.5000000000000018,3.499999999999999,0.39603960396039606,0.1,38,42,0,0.475
XS,OpenBMI_MI,2,CONF_ONLY,2,0.54,0.8204166666666666,0.7275,0.7150000000000001,0.72875,0.12499999999999734,1.3750000000000013,0.3484848484848485,0.08625,35,34,0,0.5072463768115942
XS,OpenBMI_MI,0,CONF_ONLY,3,0.55,0.8021874999999999,0.7875000000000001,0.75625,0.79625,0.8749999999999994,3.999999999999999,0.29559748427672955,0.05875,27,20,0,0.574468085106383
XS,OpenBMI_MI,1,CONF_ONLY,3,0.55,0.8021874999999999,0.7875000000000001,0.75125,0.79625,0.8750000000000007,4.500000000000002,0.24528301886792453,0.04875,23,16,0,0.5897435897435898
XS,OpenBMI_MI,2,CONF_ONLY,3,0.55,0.8021874999999999,0.7875000000000001,0.765,0.7875,0.0,2.2499999999999996,0.25301204819277107,0.0525,21,21,0,0.5
XS,OpenBMI_MI,0,CONF_ONLY,4,0.54,0.8064583333333334,0.78375,0.815,0.80875,2.500000000000001,-0.6250000000000004,0.4186046511627907,0.0675,37,17,0,0.6851851851851852
XS,OpenBMI_MI,1,CONF_ONLY,4,0.54,0.8064583333333334,0.78375,0.7025,0.7737499999999999,-0.9999999999999996,7.124999999999998,0.23357664233576642,0.04,12,20,0,0.375
XS,OpenBMI_MI,2,CONF_ONLY,4,0.54,0.8064583333333334,0.78375,0.7949999999999999,0.785,0.12500000000000006,-1.0000000000000007,0.36054421768707484,0.06625,27,26,0,0.5094339622641509
XS,OpenBMI_MI,0,MECH,0,0.56,0.7965625,0.82625,0.8525,0.8525,2.625000000000001,0.0,0.9338842975206612,0.14125,67,46,0,0.5929203539823009
XS,OpenBMI_MI,1,MECH,0,0.56,0.7965625,0.82625,0.81375,0.82875,0.25000000000000305,1.500000000000001,0.42592592592592593,0.0575,24,22,0,0.5217391304347826
XS,OpenBMI_MI,2,MECH,0,0.56,0.7965625,0.82625,0.7949999999999999,0.815,-1.125000000000001,2.0000000000000004,0.5590551181102362,0.08875,31,40,0,0.43661971830985913
XS,OpenBMI_MI,0,MECH,1,0.61,0.7931249999999999,0.8325,0.8525,0.8475,1.5,-0.4999999999999991,0.4090909090909091,0.0675,33,21,0,0.6111111111111112
XS,OpenBMI_MI,1,MECH,1,0.61,0.7931249999999999,0.8325,0.79875,0.8162499999999999,-1.6250000000000013,1.75,0.539568345323741,0.09375,31,44,0,0.41333333333333333
XS,OpenBMI_MI,2,MECH,1,0.61,0.7931249999999999,0.8325,0.82375,0.84625,1.375,2.2500000000000036,0.3333333333333333,0.05625,28,17,0,0.6222222222222222
XS,OpenBMI_MI,0,MECH,2,0.57,0.8233333333333334,0.7275,0.71875,0.7324999999999999,0.4999999999999963,1.3749999999999998,0.5146198830409356,0.11,46,42,0,0.5227272727272727
XS,OpenBMI_MI,1,MECH,2,0.57,0.8233333333333334,0.7275,0.6875,0.7224999999999999,-0.5000000000000018,3.499999999999999,0.1485148514851485,0.0375,13,17,0,0.43333333333333335
XS,OpenBMI_MI,2,MECH,2,0.57,0.8233333333333334,0.7275,0.7150000000000001,0.72875,0.1250000000000001,1.3750000000000038,0.025252525252525252,0.00625,3,2,0,0.6
XS,OpenBMI_MI,0,MECH,3,0.53,0.8047916666666666,0.7875000000000001,0.75625,0.79625,0.8750000000000008,4.000000000000001,0.3081761006289308,0.06125,28,21,0,0.5714285714285714
XS,OpenBMI_MI,1,MECH,3,0.53,0.8047916666666666,0.7875000000000001,0.75125,0.78625,-0.12500000000000155,3.5,0.3584905660377358,0.07125,28,29,0,0.49122807017543857
XS,OpenBMI_MI,2,MECH,3,0.53,0.8047916666666666,0.7875000000000001,0.765,0.7875,0.0,2.249999999999999,0.3253012048192771,0.0675,27,27,0,0.5
XS,OpenBMI_MI,0,MECH,4,0.52,0.8066666666666666,0.78375,0.815,0.7975000000000001,1.375000000000001,-1.75,0.2713178294573643,0.04375,23,12,0,0.6571428571428571
XS,OpenBMI_MI,1,MECH,4,0.52,0.8066666666666666,0.78375,0.7025,0.7725,-1.1249999999999996,6.999999999999997,0.19708029197080293,0.03375,9,18,0,0.3333333333333333
XS,OpenBMI_MI,2,MECH,4,0.52,0.8066666666666666,0.78375,0.7949999999999999,0.7875,0.37500000000000033,-0.7500000000000007,0.19727891156462585,0.03625,16,13,0,0.5517241379310345
XS,OpenBMI_SSVEP,0,CONF_ONLY,0,0.47,0.9285416666666667,0.84875,0.94625,0.93875,8.999999999999998,-0.750000000000002,0.7563025210084033,0.1125,78,6,6,0.9285714285714286
XS,OpenBMI_SSVEP,1,CONF_ONLY,0,0.47,0.9285416666666667,0.84875,0.91125,0.8899999999999999,4.124999999999998,-2.1250000000000018,0.36585365853658536,0.05625,38,5,2,0.8837209302325582
XS,OpenBMI_SSVEP,2,CONF_ONLY,0,0.47,0.9285416666666667,0.84875,0.9075,0.91125,6.25,0.3750000000000002,0.5867768595041323,0.08875,59,9,3,0.8676470588235294
XS,OpenBMI_SSVEP,0,CONF_ONLY,1,0.44,0.9195833333333333,0.91,0.935,0.96,4.999999999999999,2.4999999999999982,0.6571428571428571,0.08625,50,10,9,0.8333333333333334
XS,OpenBMI_SSVEP,1,CONF_ONLY,1,0.44,0.9195833333333333,0.91,0.91625,0.9325,2.2500000000000004,1.6250000000000002,0.5121951219512195,0.0525,28,10,4,0.7368421052631579
XS,OpenBMI_SSVEP,2,CONF_ONLY,1,0.44,0.9195833333333333,0.91,0.93875,0.94875,3.875000000000001,1.0000000000000022,0.5432098765432098,0.055,37,6,1,0.8604651162790697
XS,OpenBMI_SSVEP,0,CONF_ONLY,2,0.44,0.9357291666666668,0.8574999999999999,0.90625,0.89875,4.1249999999999964,-0.7499999999999979,0.5196078431372549,0.06625,38,5,10,0.8837209302325582
XS,OpenBMI_SSVEP,1,CONF_ONLY,2,0.44,0.9357291666666668,0.8574999999999999,0.85875,0.87375,1.6249999999999958,1.4999999999999958,0.46825396825396826,0.07375,28,15,16,0.6511627906976745
XS,OpenBMI_SSVEP,2,CONF_ONLY,2,0.44,0.9357291666666668,0.8574999999999999,0.86625,0.88375,2.624999999999994,1.7499999999999973,0.5794392523364486,0.0775,34,13,15,0.723404255319149
XS,OpenBMI_SSVEP,0,CONF_ONLY,3,0.28,0.9366666666666665,0.86625,0.89,0.8912500000000001,2.5000000000000027,0.1250000000000001,0.6164383561643836,0.05625,32,12,1,0.7272727272727273
XS,OpenBMI_SSVEP,1,CONF_ONLY,3,0.28,0.9366666666666665,0.86625,0.87625,0.88375,1.75,0.7500000000000007,0.7466666666666667,0.07,33,19,4,0.6346153846153846
XS,OpenBMI_SSVEP,2,CONF_ONLY,3,0.28,0.9366666666666665,0.86625,0.855,0.87,0.37500000000000033,1.5,0.391304347826087,0.045,18,15,3,0.5454545454545454
XS,OpenBMI_SSVEP,0,CONF_ONLY,4,0.43,0.9095833333333334,0.9774999999999999,0.98875,0.99125,1.375000000000001,0.2500000000000002,0.68,0.02125,14,3,0,0.8235294117647058
XS,OpenBMI_SSVEP,1,CONF_ONLY,4,0.43,0.9095833333333334,0.9774999999999999,0.98375,0.99125,1.3750000000000013,0.7500000000000007,0.6923076923076923,0.0225,14,3,1,0.8235294117647058
XS,OpenBMI_SSVEP,2,CONF_ONLY,4,0.43,0.9095833333333334,0.9774999999999999,0.9775,0.98625,0.8750000000000008,0.8749999999999993,0.6764705882352942,0.02875,15,8,0,0.6521739130434783
XS,OpenBMI_SSVEP,0,MECH,0,0.37,0.9279166666666666,0.84875,0.94625,0.945,9.624999999999998,-0.1250000000000029,0.9411764705882353,0.14,90,13,9,0.8737864077669902
XS,OpenBMI_SSVEP,1,MECH,0,0.37,0.9279166666666666,0.84875,0.91125,0.8925,4.375,-1.8750000000000004,0.3902439024390244,0.06,40,5,3,0.8888888888888888
XS,OpenBMI_SSVEP,2,MECH,0,0.37,0.9279166666666666,0.84875,0.9075,0.9125000000000001,6.375000000000002,0.5000000000000018,0.8677685950413223,0.13125,73,22,10,0.7684210526315789
XS,OpenBMI_SSVEP,0,MECH,1,0.22,0.9208333333333334,0.91,0.935,0.9475,3.750000000000001,1.2499999999999998,0.8857142857142857,0.11625,55,25,13,0.6875
XS,OpenBMI_SSVEP,1,MECH,1,0.22,0.9208333333333334,0.91,0.91625,0.9312499999999999,2.1250000000000004,1.5,0.8414634146341463,0.08625,39,22,8,0.639344262295082
XS,OpenBMI_SSVEP,2,MECH,1,0.22,0.9208333333333334,0.91,0.93875,0.94625,3.624999999999999,0.7500000000000007,0.8641975308641975,0.0875,48,19,3,0.7164179104477612
XS,OpenBMI_SSVEP,0,MECH,2,0.42,0.9372916666666667,0.8574999999999999,0.90625,0.8987499999999999,4.124999999999998,-0.7499999999999964,0.49019607843137253,0.0625,37,4,9,0.9024390243902439
XS,OpenBMI_SSVEP,1,MECH,2,0.42,0.9372916666666667,0.8574999999999999,0.85875,0.8699999999999999,1.2499999999999942,1.1249999999999942,0.31746031746031744,0.05,17,7,16,0.7083333333333334
XS,OpenBMI_SSVEP,2,MECH,2,0.42,0.9372916666666667,0.8574999999999999,0.86625,0.875,1.75,0.8750000000000036,0.3177570093457944,0.0425,21,7,6,0.75
XS,OpenBMI_SSVEP,0,MECH,3,0.34,0.9379166666666666,0.86625,0.89,0.8925000000000001,2.6250000000000027,0.2500000000000002,0.6027397260273972,0.055,32,11,1,0.7441860465116279
XS,OpenBMI_SSVEP,1,MECH,3,0.34,0.9379166666666666,0.86625,0.87625,0.8825000000000001,1.625,0.6250000000000006,0.64,0.06,30,17,1,0.6382978723404256
XS,OpenBMI_SSVEP,2,MECH,3,0.34,0.9379166666666666,0.86625,0.855,0.87375,0.7500000000000007,1.8750000000000002,0.2717391304347826,0.03125,15,9,1,0.625
XS,OpenBMI_SSVEP,0,MECH,4,0.42,0.9123958333333334,0.9774999999999999,0.98875,0.9925,1.5000000000000013,0.37500000000000033,0.72,0.0225,15,3,0,0.8333333333333334
XS,OpenBMI_SSVEP,1,MECH,4,0.42,0.9123958333333334,0.9774999999999999,0.98375,0.98875,1.1250000000000009,0.5000000000000004,0.6153846153846154,0.02,12,3,1,0.8
XS,OpenBMI_SSVEP,2,MECH,4,0.42,0.9123958333333334,0.9774999999999999,0.9775,0.98625,0.8750000000000008,0.8749999999999993,0.5588235294117647,0.02375,13,6,0,0.6842105263157895
XS,WBCIC_MI,0,CONF_ONLY,0,0.42,0.8019397095959597,0.7792857142857142,0.7807142857142857,0.7885714285714285,0.9285714285714246,0.7857142857142849,0.9239130434782609,0.18214285714285713,134,121,0,0.5254901960784314
