dataset,subject_id,mu_absolute_shift,mu_contrast_cosine,mu_contrast_shift,beta_absolute_shift,beta_contrast_cosine,beta_contrast_shift
OpenBMI,46,0.0007305145263671875,0.8954110741615295,0.10458892583847046,4.9591064453125e-05,0.05007673054933548,0.9499232694506645
OpenBMI,47,3.814697265625e-05,0.5458044409751892,0.4541955590248108,3.814697265625e-06,0.008118486031889915,0.9918815139681101
OpenBMI,48,3.814697265625e-06,0.5049423575401306,0.4950576424598694,1.9073486328125e-06,0.00888784509152174,0.9911121549084783
OpenBMI,49,0.0,0.1428263932466507,0.8571736067533493,1.9073486328125e-06,0.017960118129849434,0.9820398818701506
OpenBMI,50,3.814697265625e-05,0.11706432700157166,0.8829356729984283,3.24249267578125e-05,-0.0017747500678524375,1.0017747500678524
OpenBMI,52,5.7220458984375e-05,0.23344267904758453,0.7665573209524155,7.62939453125e-06,0.0325276181101799,0.9674723818898201
OpenBMI,53,9.918212890625e-05,0.5199822187423706,0.4800177812576294,9.5367431640625e-06,0.012191219255328178,0.9878087807446718
WBCIC,sub-1,0.01117706298828125,-0.23073942959308624,1.2307394295930862,0.0035037994384765625,0.16769568622112274,0.8323043137788773
WBCIC,sub-5,0.1397104263305664,-0.6764270663261414,1.6764270663261414,0.008115768432617188,-0.46178147196769714,1.4617814719676971
WBCIC,sub-6,0.02452850341796875,-0.5277586579322815,1.5277586579322815,0.008073806762695312,-0.21763961017131805,1.217639610171318
WBCIC,sub-7,0.0022830963134765625,0.8447194695472717,0.15528053045272827,0.009433746337890625,-0.3774358034133911,1.3774358034133911
WBCIC,sub-9,0.02882099151611328,-0.7811632752418518,1.7811632752418518,0.0020589828491210938,-0.3917582333087921,1.3917582333087921
WBCIC,sub-11,0.13767337799072266,-0.2552299499511719,1.2552299499511719,0.00942230224609375,-0.08574213087558746,1.0857421308755875
WBCIC,sub-12,0.03915691375732422,-0.8749358654022217,1.8749358654022217,0.018877029418945312,-0.9502595067024231,1.950259506702423
WBCIC,sub-13,0.08762359619140625,-0.140899658203125,1.140899658203125,0.06408882141113281,0.22659236192703247,0.7734076380729675
WBCIC,sub-14,0.01299285888671875,-0.40824568271636963,1.4082456827163696,0.0053863525390625,-0.025409571826457977,1.025409571826458
WBCIC,sub-16,0.00031566619873046875,-0.28041625022888184,1.2804162502288818,0.0009288787841796875,-0.7247219085693359,1.724721908569336
WBCIC,sub-18,0.023131370544433594,-0.11204007267951965,1.1120400726795197,0.005631446838378906,-0.2890314757823944,1.2890314757823944
WBCIC,sub-22,0.07011127471923828,0.36030012369155884,0.6396998763084412,0.044564247131347656,-0.06645459681749344,1.0664545968174934
WBCIC,sub-23,0.01691436767578125,0.5832680463790894,0.41673195362091064,0.012590408325195312,-0.2876107692718506,1.2876107692718506
WBCIC,sub-24,0.11562061309814453,0.5627750754356384,0.4372249245643616,0.008839607238769531,0.2890685200691223,0.7109314799308777
WBCIC,sub-26,0.5441150665283203,-0.7541709542274475,1.7541709542274475,0.30541229248046875,-0.8486030101776123,1.8486030101776123
WBCIC,sub-27,0.015689849853515625,0.17205728590488434,0.8279427140951157,0.010541915893554688,-0.00862803403288126,1.0086280340328813
WBCIC,sub-28,0.1294116973876953,0.08749645948410034,0.9125035405158997,0.012116432189941406,0.7249355912208557,0.2750644087791443
WBCIC,sub-29,0.5285243988037109,0.29520583152770996,0.70479416847229,0.06252861022949219,0.08273929357528687,0.9172607064247131
WBCIC,sub-30,0.11937904357910156,0.9692485332489014,0.030751466751098633,0.0045490264892578125,-0.8838661909103394,1.8838661909103394
WBCIC,sub-32,0.19580459594726562,0.9328368306159973,0.06716316938400269,0.008436203002929688,0.7650572061538696,0.23494279384613037
WBCIC,sub-34,0.06456470489501953,-0.529032289981842,1.529032289981842,0.01698780059814453,-0.18273602426052094,1.182736024260521
WBCIC,sub-35,0.007914543151855469,-0.19688668847084045,1.1968866884708405,0.012869834899902344,-0.40368732810020447,1.4036873281002045
WBCIC,sub-36,0.02083873748779297,0.9652460813522339,0.03475391864776611,0.0013914108276367188,0.7309733033180237,0.2690266966819763
WBCIC,sub-37,0.04642200469970703,0.7394797205924988,0.2605202794075012,0.009115219116210938,0.5367569923400879,0.4632430076599121
WBCIC,sub-41,0.1440868377685547,0.40039411187171936,0.5996058881282806,0.019191741943359375,0.8355252146720886,0.16447478532791138
WBCIC,sub-44,0.11499214172363281,0.45565250515937805,0.544347494840622,0.01781177520751953,-0.2740153670310974,1.2740153670310974
WBCIC,sub-45,0.11347198486328125,0.15506511926651,0.84493488073349,0.009868621826171875,0.5445963740348816,0.4554036259651184
WBCIC,sub-47,0.007138252258300781,0.48517563939094543,0.5148243606090546,0.0010471343994140625,0.5690439939498901,0.43095600605010986
WBCIC,sub-48,0.09907817840576172,0.9552095532417297,0.044790446758270264,0.007761955261230469,0.4236164689064026,0.5763835310935974
WBCIC,sub-49,0.11297035217285156,0.4740821421146393,0.5259178578853607,0.09391212463378906,-0.6618207097053528,1.6618207097053528
WBCIC,sub-50,0.044653892517089844,0.8757503628730774,0.12424963712692261,0.011198043823242188,0.46177512407302856,0.5382248759269714
