dataset,method,seed,operator_id,operator_family,evaluation,balanced_accuracy,macro_f1,operator_drop,rei
eegmmidb,B5,1,bipolar_heldout_topology,bipolar,unseen,0.2675639501533806,0.2398061543137701,-0.0002545951832669,-0.0003474797788043
eegmmidb,B5,1,bipolar_heldout_topology_2,bipolar,unseen,0.2599437604435983,0.2283852002320321,0.0073655945265153,0.0100528027435301
eegmmidb,B5,1,bipolar_heldout_topology_3,bipolar,unseen,0.2527714504235632,0.224234457160532,0.0145379045465504,0.0198418045121313
eegmmidb,B5,1,polarity_heldout,polarity,unseen,0.2350121374356757,0.2159367994647443,0.0322972175344379,0.0440802919397456
eegmmidb,B5,1,polarity_heldout_2,polarity,unseen,0.2371528153031449,0.209745781980429,0.0301565396669687,0.0411586252281666
eegmmidb,B5,1,rereference_car8_heldout,rereference,unseen,0.2504987987264006,0.1015166316371135,0.016810556243713,0.022943593394764
eegmmidb,B5,2,dense32_b,dense_subset,matched,0.2456074537156348,0.2312799077650526,0.0,0.0
eegmmidb,B5,2,sparse12_heldout,sparse_subset,unseen,0.2502712218074803,0.2371527201822114,-0.0046637680918454,-0.0061821502808002
eegmmidb,B5,2,sparse8_heldout,sparse_subset,unseen,0.2563222738571274,0.244135771214468,-0.0107148201414925,-0.0142032423229346
eegmmidb,B5,2,sparse4_heldout,sparse_subset,unseen,0.2639788343073764,0.25338800431527,-0.0183713805917415,-0.0243525478641414
eegmmidb,B5,2,bipolar_heldout_topology,bipolar,unseen,0.2471215156830633,0.2357679585873418,-0.0015140619674284,-0.0020069948661153
eegmmidb,B5,2,bipolar_heldout_topology_2,bipolar,unseen,0.2389443340621337,0.2257453490355722,0.0066631196535011,0.0088324303922662
eegmmidb,B5,2,bipolar_heldout_topology_3,bipolar,unseen,0.2364285179858507,0.2238196063294737,0.0091789357297841,0.0121673202830455
eegmmidb,B5,2,polarity_heldout,polarity,unseen,0.2651000922777644,0.2571269789998695,-0.0194926385621295,-0.0258388536023284
eegmmidb,B5,2,polarity_heldout_2,polarity,unseen,0.269068659644689,0.2552313476119839,-0.0234612059290541,-0.0310994667757633
eegmmidb,B5,2,rereference_car8_heldout,rereference,unseen,0.2498316554298398,0.1714095633285604,-0.0042242017142049,-0.0055994743519279
eegmmidb,B2,0,dense32_b,dense_subset,matched,0.2655594027716582,0.2389646281143164,0.0,0.0
eegmmidb,B2,0,sparse12_heldout,sparse_subset,unseen,0.2641066514810165,0.238206588610996,0.0014527512906417,0.0019780378374018
eegmmidb,B2,0,sparse8_heldout,sparse_subset,unseen,0.2552488174313528,0.2317854125772386,0.0103105853403053,0.0140386920047936
eegmmidb,B2,0,sparse4_heldout,sparse_subset,unseen,0.2463577301332624,0.2260997807475638,0.0192016726383958,0.0261446231470044
eegmmidb,B2,0,bipolar_heldout_topology,bipolar,unseen,0.2842290234352268,0.2601933484176248,-0.0186696206635685,-0.0254201915499016
eegmmidb,B2,0,bipolar_heldout_topology_2,bipolar,unseen,0.2690104664599423,0.2338040929137609,-0.003451063688284,-0.0046989010429268
eegmmidb,B2,0,bipolar_heldout_topology_3,bipolar,unseen,0.265409763153738,0.2397402711633013,0.0001496396179201,0.0002037463866851
eegmmidb,B2,0,polarity_heldout,polarity,unseen,0.2354028631046895,0.2182674795670716,0.0301565396669686,0.0410605565389148
eegmmidb,B2,0,polarity_heldout_2,polarity,unseen,0.2405581557748422,0.2166567274532764,0.0250012469968159,0.0340412105365179
eegmmidb,B2,0,rereference_car8_heldout,rereference,unseen,0.2508250962265876,0.1978622849317053,0.0147343065450705,0.020061944561174
eegmmidb,B2,1,dense32_b,dense_subset,matched,0.2784325665688467,0.2775142971802797,0.0,0.0
eegmmidb,B2,1,sparse12_heldout,sparse_subset,unseen,0.2718463450523323,0.2708454931173383,0.0065862215165144,0.0091276590535635
eegmmidb,B2,1,sparse8_heldout,sparse_subset,unseen,0.2773767759312988,0.2771050092677976,0.0010557906375479,0.0014631905330421
eegmmidb,B2,1,sparse4_heldout,sparse_subset,unseen,0.2743330645362419,0.2730042228677122,0.0040995020326048,0.0056813845008374
eegmmidb,B2,1,bipolar_heldout_topology,bipolar,unseen,0.2638291946894562,0.2585883792599612,0.0146033718793905,0.0202384021268109
eegmmidb,B2,1,bipolar_heldout_topology_2,bipolar,unseen,0.2557320286975534,0.2518119170047078,0.0227005378712933,0.0314600366085663
eegmmidb,B2,1,bipolar_heldout_topology_3,bipolar,unseen,0.2531943901769904,0.2477269241090053,0.0252381763918563,0.034976878421252
eegmmidb,B2,1,polarity_heldout,polarity,unseen,0.2280913051068676,0.2265387556903022,0.050341261461979,0.0697665375813864
eegmmidb,B2,1,polarity_heldout_2,polarity,unseen,0.2472566070047968,0.2468548920166287,0.0311759595640499,0.043205885021451
eegmmidb,B2,1,rereference_car8_heldout,rereference,unseen,0.2597733375454114,0.2552288326719317,0.0186592290234353,0.0258593004048257
eegmmidb,B2,2,dense32_b,dense_subset,matched,0.2552664832195795,0.240074428718697,0.0,0.0
eegmmidb,B2,2,sparse12_heldout,sparse_subset,unseen,0.2543489013958051,0.2458519813646134,0.0009175818237743,0.0012320941693898
eegmmidb,B2,2,sparse8_heldout,sparse_subset,unseen,0.2633854716557623,0.2568064897085028,-0.0081189884361828,-0.0109018706063912
eegmmidb,B2,2,sparse4_heldout,sparse_subset,unseen,0.2573053230137418,0.252219026157942,-0.0020388397941623,-0.0027376769652808
eegmmidb,B2,2,bipolar_heldout_topology,bipolar,unseen,0.2459857094164886,0.2389982343627524,0.0092807738030908,0.0124618720575554
eegmmidb,B2,2,bipolar_heldout_topology_2,bipolar,unseen,0.2316629118206984,0.2224755640875336,0.023603571398881,0.0316939829711469
eegmmidb,B2,2,bipolar_heldout_topology_3,bipolar,unseen,0.2373242773653451,0.229794794780552,0.0179422058542343,0.0240921154345259
eegmmidb,B2,2,polarity_heldout,polarity,unseen,0.2532640141658838,0.2487139843897481,0.0020024690536956,0.0026888397105485
eegmmidb,B2,2,polarity_heldout_2,polarity,unseen,0.2668770627405664,0.2588148206804612,-0.0116105795209869,-0.0155902470606949
eegmmidb,B2,2,rereference_car8_heldout,rereference,unseen,0.2567337828064079,0.1921618672652728,-0.0014672995868283,-0.0019702343909157
eegmmidb,B3,0,dense32_b,dense_subset,matched,0.2650533298971643,0.238517191108647,0.0,0.0
eegmmidb,B3,0,sparse12_heldout,sparse_subset,unseen,0.2636005786065226,0.2375811789317814,0.0014527512906417,0.0019766757912358
eegmmidb,B3,0,sparse8_heldout,sparse_subset,unseen,0.2542512199785516,0.2309292737738011,0.0108021099186126,0.0146978146279664
eegmmidb,B3,0,sparse4_heldout,sparse_subset,unseen,0.2478977712010242,0.2273084085849477,0.0171555586961401,0.0233425898694659
eegmmidb,B3,0,bipolar_heldout_topology,bipolar,unseen,0.2852848140727747,0.2620906363212273,-0.0202314841756103,-0.0275278261656448
eegmmidb,B3,0,bipolar_heldout_topology_2,bipolar,unseen,0.2680128690071411,0.2338681838793919,-0.0029595391099768,-0.0040268760038911
eegmmidb,B3,0,bipolar_heldout_topology_3,bipolar,unseen,0.2669207076291265,0.2420549547936297,-0.0018673777319621,-0.0025408343325113
eegmmidb,B3,0,polarity_heldout,polarity,unseen,0.2389308249299603,0.2201366568478017,0.0261225049672039,0.0355434020315363
eegmmidb,B3,0,polarity_heldout_2,polarity,unseen,0.2410715027974295,0.2160056076520109,0.0239818270997348,0.0326307037983847
eegmmidb,B3,0,rereference_car8_heldout,rereference,unseen,0.2538979042140179,0.1980815462636584,0.0111554256831464,0.0151785512295545
eegmmidb,B3,1,dense32_b,dense_subset,matched,0.2779410419905395,0.2769214814637533,0.0,0.0
eegmmidb,B3,1,sparse12_heldout,sparse_subset,unseen,0.2728875873936935,0.271801966083426,0.0050534545968459,0.006998673087274
eegmmidb,B3,1,sparse8_heldout,sparse_subset,unseen,0.2778828488057927,0.2775752100825093,5.819318474675761e-05,8.059339767376053e-05
eegmmidb,B3,1,sparse4_heldout,sparse_subset,unseen,0.2737906209212812,0.2724637368403388,0.0041504210692582,0.0057480362555156
eegmmidb,B3,1,bipolar_heldout_topology,bipolar,unseen,0.262853419680935,0.2578317427752513,0.0150876223096044,0.0208952775147299
eegmmidb,B3,1,bipolar_heldout_topology_2,bipolar,unseen,0.2557393028456467,0.2518935926374961,0.0222017391448927,0.0307478203803433
eegmmidb,B3,1,bipolar_heldout_topology_3,bipolar,unseen,0.2527319621910565,0.2472126709372476,0.0252090797994829,0.0349127720386963
eegmmidb,B3,1,polarity_heldout,polarity,unseen,0.2284955399080547,0.2272949905194916,0.0494455020824847,0.0684784830019889
eegmmidb,B3,1,polarity_heldout_2,polarity,unseen,0.2502493993632003,0.2490771917371891,0.0276916426273391,0.0383509439501703
eegmmidb,B3,1,rereference_car8_heldout,rereference,unseen,0.255153214342126,0.2519205857570172,0.0227878276484134,0.0315595110283429
eegmmidb,B3,2,dense32_b,dense_subset,matched,0.2563004514128474,0.2408772376057442,0.0,0.0
eegmmidb,B3,2,sparse12_heldout,sparse_subset,unseen,0.2543561755438984,0.2459302483533176,0.0019442758689489,0.0026143297688463
eegmmidb,B3,2,sparse8_heldout,sparse_subset,unseen,0.2628793987812684,0.2555434024901076,-0.006578947368421,-0.0088462435951714
eegmmidb,B3,2,sparse4_heldout,sparse_subset,unseen,0.2608696555794794,0.2549573612758611,-0.004569204166632,-0.0061438845503031
eegmmidb,B3,2,bipolar_heldout_topology,bipolar,unseen,0.242949272169525,0.2371734805203238,0.0133511792433223,0.0179523831481225
eegmmidb,B3,2,bipolar_heldout_topology_2,bipolar,unseen,0.2321908071394724,0.2238039075014023,0.0241096442733749,0.0324185275077514
eegmmidb,B3,2,bipolar_heldout_topology_3,bipolar,unseen,0.2388788667292936,0.2323972972198559,0.0174215846835538,0.0234255684525431
eegmmidb,B3,2,polarity_heldout,polarity,unseen,0.2583611136512898,0.2525464981339622,-0.0020606622384423,-0.0027708262595521
eegmmidb,B3,2,polarity_heldout_2,polarity,unseen,0.2653297475247113,0.2536578658806732,-0.0090292961118639,-0.0121410536405694
eegmmidb,B3,2,rereference_car8_heldout,rereference,unseen,0.2527142964028298,0.1857641002561446,0.0035861550100175,0.0048220481198763
eegmmidb,B6,0,dense32_b,dense_subset,matched,0.2734092477283875,0.26081386746335167,0.0,0.0
eegmmidb,B6,0,sparse12_heldout,sparse_subset,unseen,0.26599273416521874,0.2599722644764541,0.007416513563168747,0.010207277673135486
eegmmidb,B6,0,sparse8_heldout,sparse_subset,unseen,0.2674818561963272,0.26063533405287403,0.005927391532060289,0.00815781306537263
eegmmidb,B6,0,sparse4_heldout,sparse_subset,unseen,0.25829980297450306,0.2509442728892221,0.015109444753884427,0.02079498632021709
eegmmidb,B6,0,bipolar_heldout_topology,bipolar,unseen,0.25980659079383817,0.2598153664653997,0.013602656934549318,0.018721208454720882
eegmmidb,B6,0,bipolar_heldout_topology_2,bipolar,unseen,0.2541524993972849,0.25314428201234873,0.01925674833110258,0.026502881121041388
eegmmidb,B6,0,bipolar_heldout_topology_3,bipolar,unseen,0.25578710439026014,0.2549656324475733,0.01762214333812734,0.02425318968488587
eegmmidb,B6,0,polarity_heldout,polarity,unseen,0.22491354155409055,0.22156688538504457,0.04849570617429694,0.06674418305308734
eegmmidb,B6,0,polarity_heldout_2,polarity,unseen,0.26190050628070727,0.2550655969789031,0.011508741447680215,0.015839372317496884
eegmmidb,B6,0,rereference_car8_heldout,rereference,unseen,0.2336633025463675,0.16866872709455802,0.03974594518201999,0.0547019695168956
eegmmidb,B6,1,dense32_b,dense_subset,matched,0.2652933767842446,0.2428859091931079,0.0,0.0
eegmmidb,B6,1,sparse12_heldout,sparse_subset,unseen,0.2638260771974162,0.24147052102729155,0.0014672995868283967,0.0019971231243378984
eegmmidb,B6,1,sparse8_heldout,sparse_subset,unseen,0.2702959123444371,0.2487987037751539,-0.005002535560192534,-0.006808888612296447
eegmmidb,B6,1,sparse4_heldout,sparse_subset,unseen,0.2648091263540307,0.24722090953969195,0.0004842504302138839,0.0006591072067573807
eegmmidb,B6,1,bipolar_heldout_topology,bipolar,unseen,0.25823329647764964,0.2381000243822947,0.00706008030659494,0.009609387044441633
eegmmidb,B6,1,bipolar_heldout_topology_2,bipolar,unseen,0.2531580194365237,0.22256012326048652,0.012135357347720865,0.016517283177066407
eegmmidb,B6,1,bipolar_heldout_topology_3,bipolar,unseen,0.2561799083873006,0.23102832944099733,0.009113468396943991,0.012404227903996602
eegmmidb,B6,1,polarity_heldout,polarity,unseen,0.22864517952597496,0.20958027202247567,0.03664819725826962,0.04988140313457803
eegmmidb,B6,1,polarity_heldout_2,polarity,unseen,0.23521685274630266,0.2059861430528223,0.03007652403794192,0.04093678086948399
eegmmidb,B6,1,rereference_car8_heldout,rereference,unseen,0.24391153804587284,0.15566366766077538,0.02138183873837174,0.029102553403949245
eegmmidb,B6,2,dense32_b,dense_subset,matched,0.27297487717081365,0.26693540149116773,0.0,0.0
eegmmidb,B6,2,sparse12_heldout,sparse_subset,unseen,0.2754761449509099,0.27167989638962387,-0.002501267780096239,-0.0034404145077719804
eegmmidb,B6,2,sparse8_heldout,sparse_subset,unseen,0.2682965607827815,0.26467841150380444,0.004678316388032122,0.00643487582633549
eegmmidb,B6,2,sparse4_heldout,sparse_subset,unseen,0.2771616689805385,0.27175714650355576,-0.004186791809724866,-0.0057587993567982205
eegmmidb,B6,2,bipolar_heldout_topology,bipolar,unseen,0.2589357713506638,0.25000828525929536,0.014039105820149833,0.019310344827586243
eegmmidb,B6,2,bipolar_heldout_topology_2,bipolar,unseen,0.2523640981303361,0.2437215986786895,0.020610779040477534,0.02834947293192784
eegmmidb,B6,2,bipolar_heldout_topology_3,bipolar,unseen,0.24106318948532285,0.23222306180014712,0.0319116876854908,0.04389351438270505
eegmmidb,B6,2,polarity_heldout,polarity,unseen,0.246014806008862,0.2414341519492208,0.02696007116195165,0.037082722887261055
eegmmidb,B6,2,polarity_heldout_2,polarity,unseen,0.2540537788160181,0.2514454456912696,0.01892109835479555,0.02602537073432198
eegmmidb,B6,2,rereference_car8_heldout,rereference,unseen,0.2672802583777403,0.24557896860145667,0.005694618793073369,0.007832767554046839
