task,fold,role,subject,session,is_future_session,arm,trials,BA,macro_F1,NLL
OpenBMI_MI,0,discovery,14,2,True,CE_ONLY_CONTINUATION,100,0.69,0.6862030569895738,0.6357522010803223
OpenBMI_MI,0,discovery,19,1,False,CE_ONLY_CONTINUATION,100,0.7,0.6847414880201765,0.5661874413490295
OpenBMI_MI,0,discovery,19,2,True,CE_ONLY_CONTINUATION,100,0.75,0.7479584635547938,0.5421441793441772
OpenBMI_MI,0,discovery,26,1,False,CE_ONLY_CONTINUATION,100,0.87,0.8699869986998701,0.29066339135169983
OpenBMI_MI,0,discovery,26,2,True,CE_ONLY_CONTINUATION,100,0.8200000000000001,0.8181818181818181,0.32226502895355225
OpenBMI_MI,0,discovery,8,1,False,TOP3_DISTILL,100,0.87,0.8693598633303186,0.30552881956100464
OpenBMI_MI,0,discovery,8,2,True,TOP3_DISTILL,100,0.75,0.74997499749975,0.4927145838737488
OpenBMI_MI,0,discovery,9,1,False,TOP3_DISTILL,100,0.8300000000000001,0.8291628982011858,0.3675838112831116
OpenBMI_MI,0,discovery,9,2,True,TOP3_DISTILL,100,0.6100000000000001,0.6090225563909775,0.8442374467849731
OpenBMI_MI,0,discovery,11,1,False,TOP3_DISTILL,100,0.72,0.7126436781609196,0.6004266142845154
OpenBMI_MI,0,discovery,11,2,True,TOP3_DISTILL,100,0.68,0.6637242538881883,0.5931177735328674
OpenBMI_MI,0,discovery,14,1,False,TOP3_DISTILL,100,0.8200000000000001,0.8197115384615384,0.389982670545578
OpenBMI_MI,0,discovery,14,2,True,TOP3_DISTILL,100,0.7,0.696969696969697,0.63892662525177
OpenBMI_MI,0,discovery,19,1,False,TOP3_DISTILL,100,0.6900000000000001,0.6726850385386971,0.5713183879852295
OpenBMI_MI,0,discovery,19,2,True,TOP3_DISTILL,100,0.78,0.7785829307568438,0.5494540929794312
OpenBMI_MI,0,discovery,26,1,False,TOP3_DISTILL,100,0.87,0.8699869986998701,0.295044869184494
OpenBMI_MI,0,discovery,26,2,True,TOP3_DISTILL,100,0.8300000000000001,0.8286117552172598,0.3274393379688263
OpenBMI_MI,0,discovery,8,1,False,MARGIN_UPPER_DISTILL,100,0.87,0.8693598633303186,0.30493199825286865
OpenBMI_MI,0,discovery,8,2,True,MARGIN_UPPER_DISTILL,100,0.75,0.74997499749975,0.5060377717018127
OpenBMI_MI,0,discovery,9,1,False,MARGIN_UPPER_DISTILL,100,0.8400000000000001,0.8389694041867954,0.3614998161792755
OpenBMI_MI,0,discovery,9,2,True,MARGIN_UPPER_DISTILL,100,0.6100000000000001,0.6090225563909775,0.8880974054336548
OpenBMI_MI,0,discovery,11,1,False,MARGIN_UPPER_DISTILL,100,0.73,0.7237851662404092,0.6238479614257812
OpenBMI_MI,0,discovery,11,2,True,MARGIN_UPPER_DISTILL,100,0.68,0.6637242538881883,0.6099468469619751
OpenBMI_MI,0,discovery,14,1,False,MARGIN_UPPER_DISTILL,100,0.8200000000000001,0.8197115384615384,0.39206284284591675
OpenBMI_MI,0,discovery,14,2,True,MARGIN_UPPER_DISTILL,100,0.7,0.696969696969697,0.670737624168396
OpenBMI_MI,0,discovery,19,1,False,MARGIN_UPPER_DISTILL,100,0.6900000000000001,0.6726850385386971,0.60005122423172
OpenBMI_MI,0,discovery,19,2,True,MARGIN_UPPER_DISTILL,100,0.77,0.7688674505074866,0.5661926865577698
OpenBMI_MI,0,discovery,26,1,False,MARGIN_UPPER_DISTILL,100,0.86,0.8599439775910365,0.29530104994773865
OpenBMI_MI,0,discovery,26,2,True,MARGIN_UPPER_DISTILL,100,0.8300000000000001,0.8286117552172598,0.3299737572669983
OpenBMI_MI,0,discovery,8,1,False,CE_UPPER_LOGIT_ONLY,100,0.87,0.8693598633303186,0.30515456199645996
OpenBMI_MI,0,discovery,8,2,True,CE_UPPER_LOGIT_ONLY,100,0.76,0.7599039615846338,0.5016697645187378
OpenBMI_MI,0,discovery,9,1,False,CE_UPPER_LOGIT_ONLY,100,0.8400000000000001,0.8389694041867954,0.36168619990348816
OpenBMI_MI,0,discovery,9,2,True,CE_UPPER_LOGIT_ONLY,100,0.6100000000000001,0.6090225563909775,0.8878246545791626
OpenBMI_MI,0,discovery,11,1,False,CE_UPPER_LOGIT_ONLY,100,0.72,0.7126436781609196,0.6248655915260315
OpenBMI_MI,0,discovery,11,2,True,CE_UPPER_LOGIT_ONLY,100,0.68,0.6637242538881883,0.6103909015655518
OpenBMI_MI,0,discovery,14,1,False,CE_UPPER_LOGIT_ONLY,100,0.8300000000000001,0.8298468621759583,0.391851544380188
OpenBMI_MI,0,discovery,14,2,True,CE_UPPER_LOGIT_ONLY,100,0.7,0.696969696969697,0.6699804067611694
OpenBMI_MI,0,discovery,19,1,False,CE_UPPER_LOGIT_ONLY,100,0.6900000000000001,0.6726850385386971,0.597511351108551
OpenBMI_MI,0,discovery,19,2,True,CE_UPPER_LOGIT_ONLY,100,0.76,0.7584541062801933,0.5652093291282654
OpenBMI_MI,0,discovery,26,1,False,CE_UPPER_LOGIT_ONLY,100,0.86,0.8599439775910365,0.2952670156955719
OpenBMI_MI,0,discovery,26,2,True,CE_UPPER_LOGIT_ONLY,100,0.8400000000000001,0.8389694041867954,0.32998502254486084
OpenBMI_MI,0,discovery,8,1,False,CE_UPPER_FULL,100,0.87,0.8693598633303186,0.30493220686912537
OpenBMI_MI,0,discovery,8,2,True,CE_UPPER_FULL,100,0.75,0.74997499749975,0.506037175655365
OpenBMI_MI,0,discovery,9,1,False,CE_UPPER_FULL,100,0.8400000000000001,0.8389694041867954,0.36149975657463074
OpenBMI_MI,0,discovery,9,2,True,CE_UPPER_FULL,100,0.6100000000000001,0.6090225563909775,0.8880970478057861
OpenBMI_MI,0,discovery,11,1,False,CE_UPPER_FULL,100,0.73,0.7237851662404092,0.6238476634025574
OpenBMI_MI,0,discovery,11,2,True,CE_UPPER_FULL,100,0.68,0.6637242538881883,0.609946608543396
OpenBMI_MI,0,discovery,14,1,False,CE_UPPER_FULL,100,0.8200000000000001,0.8197115384615384,0.3920627534389496
OpenBMI_MI,0,discovery,14,2,True,CE_UPPER_FULL,100,0.7,0.696969696969697,0.6707373261451721
OpenBMI_MI,0,discovery,19,1,False,CE_UPPER_FULL,100,0.6900000000000001,0.6726850385386971,0.6000510454177856
OpenBMI_MI,0,discovery,19,2,True,CE_UPPER_FULL,100,0.77,0.7688674505074866,0.5661928057670593
OpenBMI_MI,0,discovery,26,1,False,CE_UPPER_FULL,100,0.86,0.8599439775910365,0.29530102014541626
OpenBMI_MI,0,discovery,26,2,True,CE_UPPER_FULL,100,0.8300000000000001,0.8286117552172598,0.32997357845306396
OpenBMI_MI,1,discovery,1,1,False,ORIGINAL,100,0.8,0.7999199679871949,0.3895638585090637
OpenBMI_MI,1,discovery,1,2,True,ORIGINAL,100,0.69,0.6892230576441103,0.7349609136581421
OpenBMI_MI,1,discovery,8,1,False,ORIGINAL,100,0.87,0.8693598633303186,0.2765291929244995
OpenBMI_MI,1,discovery,8,2,True,ORIGINAL,100,0.77,0.769792813532179,0.5144643187522888
OpenBMI_MI,1,discovery,11,1,False,ORIGINAL,100,0.76,0.7519636213311285,0.4995785057544708
OpenBMI_MI,1,discovery,11,2,True,ORIGINAL,100,0.71,0.6991389148251893,0.6038023233413696
OpenBMI_MI,1,discovery,15,1,False,ORIGINAL,100,0.98,0.9799919967987194,0.060775116086006165
OpenBMI_MI,1,discovery,15,2,True,ORIGINAL,100,0.86,0.859775641025641,0.381369411945343
OpenBMI_MI,1,discovery,44,1,False,ORIGINAL,100,0.8,0.7996794871794872,0.37091389298439026
OpenBMI_MI,1,discovery,44,2,True,ORIGINAL,100,0.6799999999999999,0.6798719487795117,0.6083942651748657
OpenBMI_MI,1,discovery,52,1,False,ORIGINAL,100,0.9099999999999999,0.9099189270343309,0.30489441752433777
OpenBMI_MI,1,discovery,52,2,True,ORIGINAL,100,0.77,0.7647058823529411,0.49585333466529846
OpenBMI_MI,1,discovery,1,1,False,CE_ONLY_CONTINUATION,100,0.74,0.7373737373737375,0.4545154571533203
OpenBMI_MI,1,discovery,1,2,True,CE_ONLY_CONTINUATION,100,0.72,0.7171717171717171,0.6805476546287537
OpenBMI_MI,1,discovery,8,1,False,CE_ONLY_CONTINUATION,100,0.84,0.8383838383838383,0.3466293215751648
OpenBMI_MI,1,discovery,8,2,True,CE_ONLY_CONTINUATION,100,0.72,0.72,0.5554009079933167
OpenBMI_MI,1,discovery,11,1,False,CE_ONLY_CONTINUATION,100,0.74,0.7312939231087227,0.5339636206626892
OpenBMI_MI,1,discovery,11,2,True,CE_ONLY_CONTINUATION,100,0.69,0.6693333333333333,0.6125341653823853
OpenBMI_MI,1,discovery,15,1,False,CE_ONLY_CONTINUATION,100,0.97,0.9699729756781104,0.08197332173585892
OpenBMI_MI,1,discovery,15,2,True,CE_ONLY_CONTINUATION,100,0.89,0.8899009108197378,0.36092624068260193
OpenBMI_MI,1,discovery,44,1,False,CE_ONLY_CONTINUATION,100,0.76,0.7591328783621036,0.460060715675354
OpenBMI_MI,1,discovery,44,2,True,CE_ONLY_CONTINUATION,100,0.6699999999999999,0.6691729323308271,0.6259998679161072
OpenBMI_MI,1,discovery,52,1,False,CE_ONLY_CONTINUATION,100,0.8500000000000001,0.8492613807657522,0.3273704946041107
OpenBMI_MI,1,discovery,52,2,True,CE_ONLY_CONTINUATION,100,0.79,0.7851662404092072,0.47017231583595276
OpenBMI_MI,1,discovery,1,1,False,TOP3_DISTILL,100,0.75,0.7487689679429204,0.4464503526687622
OpenBMI_MI,1,discovery,1,2,True,TOP3_DISTILL,100,0.7,0.6980676328502415,0.6865805983543396
OpenBMI_MI,1,discovery,8,1,False,TOP3_DISTILL,100,0.84,0.8383838383838383,0.3357008993625641
OpenBMI_MI,1,discovery,8,2,True,TOP3_DISTILL,100,0.73,0.72997299729973,0.5511519908905029
OpenBMI_MI,1,discovery,11,1,False,TOP3_DISTILL,100,0.75,0.742559983523839,0.5320709347724915
OpenBMI_MI,1,discovery,11,2,True,TOP3_DISTILL,100,0.68,0.6604414261460102,0.6171713471412659
OpenBMI_MI,1,discovery,15,1,False,TOP3_DISTILL,100,0.98,0.9799919967987194,0.0752854272723198
OpenBMI_MI,1,discovery,15,2,True,TOP3_DISTILL,100,0.89,0.8899009108197378,0.36134475469589233
OpenBMI_MI,1,discovery,44,1,False,TOP3_DISTILL,100,0.76,0.7591328783621036,0.45181190967559814
OpenBMI_MI,1,discovery,44,2,True,TOP3_DISTILL,100,0.6699999999999999,0.6697027324592133,0.62430340051651
OpenBMI_MI,1,discovery,52,1,False,TOP3_DISTILL,100,0.8600000000000001,0.8594941790445605,0.3242618441581726
OpenBMI_MI,1,discovery,52,2,True,TOP3_DISTILL,100,0.79,0.7851662404092072,0.4728011190891266
OpenBMI_MI,1,discovery,1,1,False,MARGIN_UPPER_DISTILL,100,0.77,0.7694235588972431,0.45290184020996094
OpenBMI_MI,1,discovery,1,2,True,MARGIN_UPPER_DISTILL,100,0.69,0.6874684948079444,0.7250459790229797
OpenBMI_MI,1,discovery,8,1,False,MARGIN_UPPER_DISTILL,100,0.85,0.8487750781328763,0.3304167687892914
OpenBMI_MI,1,discovery,8,2,True,MARGIN_UPPER_DISTILL,100,0.74,0.7395833333333333,0.5700147151947021
OpenBMI_MI,1,discovery,11,1,False,MARGIN_UPPER_DISTILL,100,0.74,0.7312939231087227,0.5541087985038757
OpenBMI_MI,1,discovery,11,2,True,MARGIN_UPPER_DISTILL,100,0.67,0.648,0.6464026570320129
OpenBMI_MI,1,discovery,15,1,False,MARGIN_UPPER_DISTILL,100,0.98,0.9799919967987194,0.06716974824666977
OpenBMI_MI,1,discovery,15,2,True,MARGIN_UPPER_DISTILL,100,0.87,0.8698828946051447,0.3565406799316406
OpenBMI_MI,1,discovery,44,1,False,MARGIN_UPPER_DISTILL,100,0.75,0.7493734335839599,0.4588727653026581
OpenBMI_MI,1,discovery,44,2,True,MARGIN_UPPER_DISTILL,100,0.67,0.66996699669967,0.6442157626152039
OpenBMI_MI,1,discovery,52,1,False,MARGIN_UPPER_DISTILL,100,0.8600000000000001,0.8594941790445605,0.32027098536491394
OpenBMI_MI,1,discovery,52,2,True,MARGIN_UPPER_DISTILL,100,0.79,0.7837503861600247,0.48648491501808167
OpenBMI_MI,1,discovery,1,1,False,CE_UPPER_LOGIT_ONLY,100,0.77,0.7694235588972431,0.4516945779323578
OpenBMI_MI,1,discovery,1,2,True,CE_UPPER_LOGIT_ONLY,100,0.69,0.6874684948079444,0.7226775884628296
OpenBMI_MI,1,discovery,8,1,False,CE_UPPER_LOGIT_ONLY,100,0.85,0.8487750781328763,0.3311668336391449
OpenBMI_MI,1,discovery,8,2,True,CE_UPPER_LOGIT_ONLY,100,0.74,0.7395833333333333,0.571504533290863
OpenBMI_MI,1,discovery,11,1,False,CE_UPPER_LOGIT_ONLY,100,0.75,0.7406369955389562,0.5512200593948364
OpenBMI_MI,1,discovery,11,2,True,CE_UPPER_LOGIT_ONLY,100,0.68,0.6604414261460102,0.6493983268737793
OpenBMI_MI,1,discovery,15,1,False,CE_UPPER_LOGIT_ONLY,100,0.98,0.9799919967987194,0.06751266866922379
OpenBMI_MI,1,discovery,15,2,True,CE_UPPER_LOGIT_ONLY,100,0.87,0.8698828946051447,0.3562644124031067
OpenBMI_MI,1,discovery,44,1,False,CE_UPPER_LOGIT_ONLY,100,0.76,0.7591328783621036,0.45909783244132996
OpenBMI_MI,1,discovery,44,2,True,CE_UPPER_LOGIT_ONLY,100,0.67,0.66996699669967,0.6458280682563782
OpenBMI_MI,1,discovery,52,1,False,CE_UPPER_LOGIT_ONLY,100,0.8600000000000001,0.8594941790445605,0.3206702470779419
OpenBMI_MI,1,discovery,52,2,True,CE_UPPER_LOGIT_ONLY,100,0.79,0.7837503861600247,0.4867810308933258
OpenBMI_MI,1,discovery,1,1,False,CE_UPPER_FULL,100,0.77,0.7694235588972431,0.4529024362564087
OpenBMI_MI,1,discovery,1,2,True,CE_UPPER_FULL,100,0.69,0.6874684948079444,0.7250459790229797
OpenBMI_MI,1,discovery,8,1,False,CE_UPPER_FULL,100,0.85,0.8487750781328763,0.3304172158241272
OpenBMI_MI,1,discovery,8,2,True,CE_UPPER_FULL,100,0.74,0.7395833333333333,0.5700132846832275
OpenBMI_MI,1,discovery,11,1,False,CE_UPPER_FULL,100,0.74,0.7312939231087227,0.554110050201416
OpenBMI_MI,1,discovery,11,2,True,CE_UPPER_FULL,100,0.67,0.648,0.6464023590087891
OpenBMI_MI,1,discovery,15,1,False,CE_UPPER_FULL,100,0.98,0.9799919967987194,0.06716953217983246
OpenBMI_MI,1,discovery,15,2,True,CE_UPPER_FULL,100,0.87,0.8698828946051447,0.35654106736183167
OpenBMI_MI,1,discovery,44,1,False,CE_UPPER_FULL,100,0.75,0.7493734335839599,0.45887261629104614
OpenBMI_MI,1,discovery,44,2,True,CE_UPPER_FULL,100,0.67,0.66996699669967,0.6442159414291382
OpenBMI_MI,1,discovery,52,1,False,CE_UPPER_FULL,100,0.8600000000000001,0.8594941790445605,0.3202713429927826
OpenBMI_MI,1,discovery,52,2,True,CE_UPPER_FULL,100,0.79,0.7837503861600247,0.4864848852157593
OpenBMI_MI,2,discovery,5,1,False,ORIGINAL,100,0.94,0.9399038461538461,0.16511270403862
OpenBMI_MI,2,discovery,5,2,True,ORIGINAL,100,0.79,0.7889659330720531,0.5042374134063721
OpenBMI_MI,2,discovery,6,1,False,ORIGINAL,100,0.98,0.9799919967987194,0.09423878788948059
OpenBMI_MI,2,discovery,6,2,True,ORIGINAL,100,0.94,0.9399038461538461,0.14861023426055908
OpenBMI_MI,2,discovery,14,1,False,ORIGINAL,100,0.76,0.7591328783621036,0.42093151807785034
OpenBMI_MI,2,discovery,14,2,True,ORIGINAL,100,0.76,0.76,0.5765365362167358
OpenBMI_MI,2,discovery,35,1,False,ORIGINAL,100,0.98,0.9799919967987194,0.03972969576716423
OpenBMI_MI,2,discovery,35,2,True,ORIGINAL,100,0.84,0.8383838383838383,0.30213141441345215
OpenBMI_MI,2,discovery,45,1,False,ORIGINAL,100,0.77,0.7699769976997699,0.43705666065216064
OpenBMI_MI,2,discovery,45,2,True,ORIGINAL,100,0.71,0.7099709970997099,0.5737799406051636
OpenBMI_MI,2,discovery,46,1,False,ORIGINAL,100,0.76,0.76,0.5354002118110657
OpenBMI_MI,2,discovery,46,2,True,ORIGINAL,100,0.68,0.6753246753246753,0.7030289173126221
OpenBMI_MI,2,discovery,5,1,False,CE_ONLY_CONTINUATION,100,0.9299999999999999,0.9298245614035088,0.19948194921016693
OpenBMI_MI,2,discovery,5,2,True,CE_ONLY_CONTINUATION,100,0.76,0.7596153846153846,0.5258346796035767
OpenBMI_MI,2,discovery,6,1,False,CE_ONLY_CONTINUATION,100,0.98,0.98,0.11674738675355911
OpenBMI_MI,2,discovery,6,2,True,CE_ONLY_CONTINUATION,100,0.94,0.9399038461538461,0.15351347625255585
OpenBMI_MI,2,discovery,14,1,False,CE_ONLY_CONTINUATION,100,0.8400000000000001,0.839421918908069,0.40349137783050537
OpenBMI_MI,2,discovery,14,2,True,CE_ONLY_CONTINUATION,100,0.75,0.74997499749975,0.5612618923187256
OpenBMI_MI,2,discovery,35,1,False,CE_ONLY_CONTINUATION,100,0.97,0.96999699969997,0.04831910505890846
OpenBMI_MI,2,discovery,35,2,True,CE_ONLY_CONTINUATION,100,0.87,0.8689384010484928,0.2687629759311676
OpenBMI_MI,2,discovery,45,1,False,CE_ONLY_CONTINUATION,100,0.79,0.7894736842105263,0.4474371075630188
OpenBMI_MI,2,discovery,45,2,True,CE_ONLY_CONTINUATION,100,0.74,0.7398959583833533,0.4931178390979767
OpenBMI_MI,2,discovery,46,1,False,CE_ONLY_CONTINUATION,100,0.7,0.6998799519807923,0.6023806929588318
OpenBMI_MI,2,discovery,46,2,True,CE_ONLY_CONTINUATION,100,0.65,0.6368917937545389,0.7384918332099915
OpenBMI_MI,2,discovery,5,1,False,TOP3_DISTILL,100,0.9299999999999999,0.9298245614035088,0.18317916989326477
OpenBMI_MI,2,discovery,5,2,True,TOP3_DISTILL,100,0.78,0.779205138498595,0.5147883892059326
OpenBMI_MI,2,discovery,6,1,False,TOP3_DISTILL,100,0.97,0.96999699969997,0.10614766925573349
OpenBMI_MI,2,discovery,6,2,True,TOP3_DISTILL,100,0.9199999999999999,0.9198717948717949,0.13842223584651947
OpenBMI_MI,2,discovery,14,1,False,TOP3_DISTILL,100,0.81,0.8090644156366193,0.4009511172771454
OpenBMI_MI,2,discovery,14,2,True,TOP3_DISTILL,100,0.75,0.7497747973175859,0.5593898296356201
OpenBMI_MI,2,discovery,35,1,False,TOP3_DISTILL,100,0.97,0.96999699969997,0.04445657879114151
OpenBMI_MI,2,discovery,35,2,True,TOP3_DISTILL,100,0.88,0.8792270531400965,0.2796161472797394
OpenBMI_MI,2,discovery,45,1,False,TOP3_DISTILL,100,0.78,0.7796474358974359,0.4498131573200226
OpenBMI_MI,2,discovery,45,2,True,TOP3_DISTILL,100,0.72,0.7198879551820728,0.5128728747367859
OpenBMI_MI,2,discovery,46,1,False,TOP3_DISTILL,100,0.71,0.7099709970997099,0.5974425673484802
OpenBMI_MI,2,discovery,46,2,True,TOP3_DISTILL,100,0.6599999999999999,0.6510673234811166,0.7351375818252563
OpenBMI_MI,2,discovery,5,1,False,MARGIN_UPPER_DISTILL,100,0.9299999999999999,0.9298245614035088,0.17167255282402039
OpenBMI_MI,2,discovery,5,2,True,MARGIN_UPPER_DISTILL,100,0.78,0.779205138498595,0.5309579372406006
OpenBMI_MI,2,discovery,6,1,False,MARGIN_UPPER_DISTILL,100,0.97,0.96999699969997,0.09687522798776627
OpenBMI_MI,2,discovery,6,2,True,MARGIN_UPPER_DISTILL,100,0.9299999999999999,0.9299369432489241,0.127303346991539
OpenBMI_MI,2,discovery,14,1,False,MARGIN_UPPER_DISTILL,100,0.81,0.8090644156366193,0.400058388710022
OpenBMI_MI,2,discovery,14,2,True,MARGIN_UPPER_DISTILL,100,0.76,0.7596153846153846,0.574263334274292
OpenBMI_MI,2,discovery,35,1,False,MARGIN_UPPER_DISTILL,100,0.97,0.96999699969997,0.044121772050857544
OpenBMI_MI,2,discovery,35,2,True,MARGIN_UPPER_DISTILL,100,0.88,0.8792270531400965,0.2861970365047455
OpenBMI_MI,2,discovery,45,1,False,MARGIN_UPPER_DISTILL,100,0.78,0.7796474358974359,0.4555932581424713
OpenBMI_MI,2,discovery,45,2,True,MARGIN_UPPER_DISTILL,100,0.71,0.7099709970997099,0.5285035967826843
OpenBMI_MI,2,discovery,46,1,False,MARGIN_UPPER_DISTILL,100,0.7,0.7,0.6156080365180969
OpenBMI_MI,2,discovery,46,2,True,MARGIN_UPPER_DISTILL,100,0.6599999999999999,0.6510673234811166,0.7811518311500549
OpenBMI_MI,2,discovery,5,1,False,CE_UPPER_LOGIT_ONLY,100,0.9299999999999999,0.9298245614035088,0.1723974347114563
OpenBMI_MI,2,discovery,5,2,True,CE_UPPER_LOGIT_ONLY,100,0.77,0.7694235588972431,0.5336670279502869
OpenBMI_MI,2,discovery,6,1,False,CE_UPPER_LOGIT_ONLY,100,0.97,0.96999699969997,0.09730833768844604
OpenBMI_MI,2,discovery,6,2,True,CE_UPPER_LOGIT_ONLY,100,0.9299999999999999,0.9299369432489241,0.12820149958133698
OpenBMI_MI,2,discovery,14,1,False,CE_UPPER_LOGIT_ONLY,100,0.81,0.8090644156366193,0.39930394291877747
OpenBMI_MI,2,discovery,14,2,True,CE_UPPER_LOGIT_ONLY,100,0.75,0.7497747973175859,0.5741479992866516
OpenBMI_MI,2,discovery,35,1,False,CE_UPPER_LOGIT_ONLY,100,0.97,0.96999699969997,0.04431501403450966
OpenBMI_MI,2,discovery,35,2,True,CE_UPPER_LOGIT_ONLY,100,0.88,0.8792270531400965,0.28582465648651123
OpenBMI_MI,2,discovery,45,1,False,CE_UPPER_LOGIT_ONLY,100,0.78,0.7796474358974359,0.4564957022666931
OpenBMI_MI,2,discovery,45,2,True,CE_UPPER_LOGIT_ONLY,100,0.72,0.7198879551820728,0.5286213159561157
OpenBMI_MI,2,discovery,46,1,False,CE_UPPER_LOGIT_ONLY,100,0.71,0.7099709970997099,0.6122100353240967
OpenBMI_MI,2,discovery,46,2,True,CE_UPPER_LOGIT_ONLY,100,0.6499999999999999,0.6395839769333744,0.7816731333732605
OpenBMI_MI,2,discovery,5,1,False,CE_UPPER_FULL,100,0.9299999999999999,0.9298245614035088,0.1716727316379547
OpenBMI_MI,2,discovery,5,2,True,CE_UPPER_FULL,100,0.78,0.779205138498595,0.5309588313102722
OpenBMI_MI,2,discovery,6,1,False,CE_UPPER_FULL,100,0.97,0.96999699969997,0.09687507897615433
OpenBMI_MI,2,discovery,6,2,True,CE_UPPER_FULL,100,0.9299999999999999,0.9299369432489241,0.12730301916599274
OpenBMI_MI,2,discovery,14,1,False,CE_UPPER_FULL,100,0.81,0.8090644156366193,0.40005865693092346
OpenBMI_MI,2,discovery,14,2,True,CE_UPPER_FULL,100,0.76,0.7596153846153846,0.5742626786231995
OpenBMI_MI,2,discovery,35,1,False,CE_UPPER_FULL,100,0.97,0.96999699969997,0.044121794402599335
OpenBMI_MI,2,discovery,35,2,True,CE_UPPER_FULL,100,0.88,0.8792270531400965,0.2861960530281067
OpenBMI_MI,2,discovery,45,1,False,CE_UPPER_FULL,100,0.78,0.7796474358974359,0.45559269189834595
OpenBMI_MI,2,discovery,45,2,True,CE_UPPER_FULL,100,0.71,0.7099709970997099,0.5285037755966187
OpenBMI_MI,2,discovery,46,1,False,CE_UPPER_FULL,100,0.7,0.7,0.6156078577041626
OpenBMI_MI,2,discovery,46,2,True,CE_UPPER_FULL,100,0.6599999999999999,0.6510673234811166,0.7811518907546997
OpenBMI_MI,3,discovery,8,1,False,ORIGINAL,100,0.87,0.8696741854636592,0.2845810353755951
OpenBMI_MI,3,discovery,8,2,True,ORIGINAL,100,0.77,0.7699769976997699,0.49708065390586853
OpenBMI_MI,3,discovery,14,1,False,ORIGINAL,100,0.83,0.8299829982998299,0.3810403048992157
OpenBMI_MI,3,discovery,14,2,True,ORIGINAL,100,0.73,0.72997299729973,0.6303030252456665
OpenBMI_MI,3,discovery,32,1,False,ORIGINAL,100,0.76,0.7596153846153846,0.49715641140937805
OpenBMI_MI,3,discovery,32,2,True,ORIGINAL,100,0.6799999999999999,0.6798719487795117,0.7355105876922607
OpenBMI_MI,3,discovery,35,1,False,ORIGINAL,100,0.98,0.9799919967987194,0.04867391660809517
OpenBMI_MI,3,discovery,35,2,True,ORIGINAL,100,0.85,0.8465473145780051,0.3282448649406433
OpenBMI_MI,3,discovery,43,1,False,ORIGINAL,100,0.9099999999999999,0.9097744360902256,0.2395840883255005
OpenBMI_MI,3,discovery,43,2,True,ORIGINAL,100,0.84,0.84,0.3639289438724518
OpenBMI_MI,3,discovery,46,1,False,ORIGINAL,100,0.7,0.6980676328502415,0.5891153812408447
OpenBMI_MI,3,discovery,46,2,True,ORIGINAL,100,0.6799999999999999,0.6788438378161381,0.6634501814842224
OpenBMI_MI,3,discovery,8,1,False,CE_ONLY_CONTINUATION,100,0.8400000000000001,0.839421918908069,0.3252474069595337
OpenBMI_MI,3,discovery,8,2,True,CE_ONLY_CONTINUATION,100,0.72,0.7198879551820728,0.5344981551170349
