status,mode,fold,seed,method_id,role,family,best_epoch,best_eval_BA,epochs_executed,parameter_count,checkpoint,elapsed_seconds,train_rows,eval_rows,outer_test_used,outer_membership_enumerated,paired_initialization,paired_order_seed
COMPLETE,full,1,0,C0_SCLDGN_TASK_ONLY,T_anchor,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\C0_SCLDGN_TASK_ONLY__T_anchor.pt,35.74997639656067,6800,0,False,False,True,2117058035
COMPLETE,full,1,0,C1_SCLDGN_FULL,I_invariant,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\C1_SCLDGN_FULL__I_invariant.pt,80.07185912132263,6800,0,False,False,True,2117058035
COMPLETE,full,1,0,C0_SCLDGN_TASK_ONLY,T_replica,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\C0_SCLDGN_TASK_ONLY__T_replica.pt,35.922927379608154,6800,0,False,False,False,1085435484
COMPLETE,full,1,1,A0_TASK_ONLY_EEGNET,T_anchor,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\A0_TASK_ONLY_EEGNET__T_anchor.pt,35.820412397384644,6800,0,False,False,True,664696290
COMPLETE,full,1,1,A1_SUBJECT_GRL_EEGNET_L0025,I_invariant,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\A1_SUBJECT_GRL_EEGNET_L0025__I_invariant.pt,36.38082528114319,6800,0,False,False,True,664696290
COMPLETE,full,1,1,A0_TASK_ONLY_EEGNET,T_replica,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\A0_TASK_ONLY_EEGNET__T_replica.pt,35.767300605773926,6800,0,False,False,False,1183882331
COMPLETE,full,1,1,B0_EEG_DG_TASK_ONLY,T_anchor,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\B0_EEG_DG_TASK_ONLY__T_anchor.pt,92.64821195602417,6800,0,False,False,True,513227443
COMPLETE,full,1,1,B1_EEG_DG_FULL,I_invariant,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\B1_EEG_DG_FULL__I_invariant.pt,97.57667398452759,6800,0,False,False,True,513227443
COMPLETE,full,1,1,B0_EEG_DG_TASK_ONLY,T_replica,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\B0_EEG_DG_TASK_ONLY__T_replica.pt,92.63246631622314,6800,0,False,False,False,1218453484
COMPLETE,full,1,1,C0_SCLDGN_TASK_ONLY,T_anchor,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\C0_SCLDGN_TASK_ONLY__T_anchor.pt,35.908519983291626,6800,0,False,False,True,847447739
COMPLETE,full,1,1,C1_SCLDGN_FULL,I_invariant,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\C1_SCLDGN_FULL__I_invariant.pt,80.35178303718567,6800,0,False,False,True,847447739
COMPLETE,full,1,1,C0_SCLDGN_TASK_ONLY,T_replica,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\C0_SCLDGN_TASK_ONLY__T_replica.pt,35.99665832519531,6800,0,False,False,False,165235863
COMPLETE,full,2,0,A0_TASK_ONLY_EEGNET,T_anchor,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\A0_TASK_ONLY_EEGNET__T_anchor.pt,35.72045159339905,6800,0,False,False,True,718604451
COMPLETE,full,2,0,A1_SUBJECT_GRL_EEGNET_L0100,I_invariant,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\A1_SUBJECT_GRL_EEGNET_L0100__I_invariant.pt,36.1692681312561,6800,0,False,False,True,718604451
COMPLETE,full,2,0,A0_TASK_ONLY_EEGNET,T_replica,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\A0_TASK_ONLY_EEGNET__T_replica.pt,35.89853048324585,6800,0,False,False,False,366984404
COMPLETE,full,2,0,B0_EEG_DG_TASK_ONLY,T_anchor,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\B0_EEG_DG_TASK_ONLY__T_anchor.pt,92.4973554611206,6800,0,False,False,True,1837472550
COMPLETE,full,2,0,B1_EEG_DG_FULL,I_invariant,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\B1_EEG_DG_FULL__I_invariant.pt,97.72152924537659,6800,0,False,False,True,1837472550
COMPLETE,full,2,0,B0_EEG_DG_TASK_ONLY,T_replica,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\B0_EEG_DG_TASK_ONLY__T_replica.pt,92.56404328346252,6800,0,False,False,False,209715013
COMPLETE,full,2,0,C0_SCLDGN_TASK_ONLY,T_anchor,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\C0_SCLDGN_TASK_ONLY__T_anchor.pt,35.93996500968933,6800,0,False,False,True,563261533
COMPLETE,full,2,0,C1_SCLDGN_FULL,I_invariant,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\C1_SCLDGN_FULL__I_invariant.pt,80.04510641098022,6800,0,False,False,True,563261533
COMPLETE,full,2,0,C0_SCLDGN_TASK_ONLY,T_replica,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\C0_SCLDGN_TASK_ONLY__T_replica.pt,36.03636407852173,6800,0,False,False,False,1539192985
COMPLETE,full,2,1,A0_TASK_ONLY_EEGNET,T_anchor,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\A0_TASK_ONLY_EEGNET__T_anchor.pt,35.70621371269226,6800,0,False,False,True,84544539
COMPLETE,full,2,1,A1_SUBJECT_GRL_EEGNET_L0100,I_invariant,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\A1_SUBJECT_GRL_EEGNET_L0100__I_invariant.pt,35.98739051818848,6800,0,False,False,True,84544539
COMPLETE,full,2,1,A0_TASK_ONLY_EEGNET,T_replica,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\A0_TASK_ONLY_EEGNET__T_replica.pt,35.90385174751282,6800,0,False,False,False,1805185130
COMPLETE,full,2,1,B0_EEG_DG_TASK_ONLY,T_anchor,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\B0_EEG_DG_TASK_ONLY__T_anchor.pt,92.59832906723022,6800,0,False,False,True,1764766160
COMPLETE,full,2,1,B1_EEG_DG_FULL,I_invariant,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\B1_EEG_DG_FULL__I_invariant.pt,97.74181413650513,6800,0,False,False,True,1764766160
COMPLETE,full,2,1,B0_EEG_DG_TASK_ONLY,T_replica,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\B0_EEG_DG_TASK_ONLY__T_replica.pt,92.60250091552734,6800,0,False,False,False,1191625940
COMPLETE,full,2,1,C0_SCLDGN_TASK_ONLY,T_anchor,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\C0_SCLDGN_TASK_ONLY__T_anchor.pt,35.919753313064575,6800,0,False,False,True,2031054782
COMPLETE,full,2,1,C1_SCLDGN_FULL,I_invariant,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\C1_SCLDGN_FULL__I_invariant.pt,79.98062491416931,6800,0,False,False,True,2031054782
COMPLETE,full,2,1,C0_SCLDGN_TASK_ONLY,T_replica,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-2\C0_SCLDGN_TASK_ONLY__T_replica.pt,35.81702661514282,6800,0,False,False,False,434297814
