task,fold,role,session,subject,variant,BA,macro_F1,NLL,rescued_errors,damaged_correct,trials,label_scope
OpenBMI_MI,2,discovery,1,5,ORACLE_TOP3,0.98,0.98,0.12064874917268753,3,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,2,5,ORACLE_TOP3,0.77,0.767182913250329,0.5236852765083313,4,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,1,6,ORACLE_TOP3,0.9199999999999999,0.9194847020933977,0.2093290537595749,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,2,6,ORACLE_TOP3,0.96,0.9599358974358975,0.12066762149333954,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,1,14,ORACLE_TOP3,0.76,0.7477931904161412,0.5477340221405029,7,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,2,14,ORACLE_TOP3,0.7,0.696969696969697,0.6954272389411926,4,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,1,35,ORACLE_TOP3,0.97,0.96999699969997,0.0417185015976429,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,2,35,ORACLE_TOP3,0.8200000000000001,0.8152709359605912,0.3938937783241272,2,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,1,45,ORACLE_TOP3,0.9,0.9,0.27227479219436646,12,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,2,45,ORACLE_TOP3,0.9299999999999999,0.9299369432489241,0.2199748158454895,14,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,1,46,ORACLE_TOP3,0.66,0.6458333333333333,1.0500879287719727,6,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,2,46,ORACLE_TOP3,0.73,0.712,0.7333709597587585,4,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,1,8,ORACLE_TOP3,0.8300000000000001,0.8291628982011858,0.5146046280860901,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,2,8,ORACLE_TOP3,0.8400000000000001,0.8397435897435898,0.4047987461090088,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,1,14,ORACLE_TOP3,0.63,0.6093337556752191,0.7309884428977966,2,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,2,14,ORACLE_TOP3,0.6799999999999999,0.677938808373591,0.7998502254486084,4,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,1,32,ORACLE_TOP3,0.76,0.7519636213311285,0.5091034770011902,5,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,2,32,ORACLE_TOP3,0.71,0.7099709970997099,0.6881628632545471,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,1,35,ORACLE_TOP3,1.0,1.0,0.024335971102118492,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,2,35,ORACLE_TOP3,0.9099999999999999,0.9099189270343309,0.2530163824558258,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,1,43,ORACLE_TOP3,0.92,0.92,0.19288040697574615,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,2,43,ORACLE_TOP3,0.9199999999999999,0.9198717948717949,0.24740779399871826,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,1,46,ORACLE_TOP3,0.63,0.6161427533976553,1.027644157409668,3,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,2,46,ORACLE_TOP3,0.6699999999999999,0.6349153667441089,0.9137687087059021,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,11,ORACLE_TOP3,0.74,0.7362012987012987,0.5223378539085388,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,11,ORACLE_TOP3,0.75,0.7457023700539112,0.5393868088722229,2,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,15,ORACLE_TOP3,0.9,0.898989898989899,0.2125413715839386,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,15,ORACLE_TOP3,0.91,0.90999099909991,0.2516127824783325,4,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,34,ORACLE_TOP3,0.62,0.5876736111111112,0.8686380982398987,4,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,34,ORACLE_TOP3,0.75,0.742559983523839,0.8073787689208984,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,ORACLE_TOP3,0.72,0.7189883580891208,0.5550790429115295,7,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,ORACLE_TOP3,0.77,0.7688674505074866,0.48283612728118896,4,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,ORACLE_TOP3,0.73,0.7198879551820728,0.7286538481712341,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,ORACLE_TOP3,0.6799999999999999,0.6483516483516483,0.9393585324287415,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,ORACLE_TOP3,0.83,0.8299829982998299,0.41035541892051697,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,ORACLE_TOP3,0.76,0.7575757575757576,0.5648473501205444,5,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,1,8,ORACLE_TOP3,0.9199999999999999,0.9194829446930287,0.2578728199005127,3,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,2,8,ORACLE_TOP3,0.97,0.969891609795263,0.08147528767585754,2,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,1,9,ORACLE_TOP3,0.99,0.9899959983993597,0.06788158416748047,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,2,9,ORACLE_TOP3,0.99,0.9899959983993597,0.02799556776881218,2,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,1,11,ORACLE_TOP3,1.0,1.0,0.0013261846033856273,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,2,11,ORACLE_TOP3,1.0,1.0,0.0012398294638842344,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,1,14,ORACLE_TOP3,0.97,0.9697919167667067,0.058261938393116,3,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,2,14,ORACLE_TOP3,0.79,0.7903240919009114,0.8390562534332275,5,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,1,19,ORACLE_TOP3,0.95,0.9511111988315636,0.13969668745994568,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,2,19,ORACLE_TOP3,0.98,0.9801805337519622,0.040944889187812805,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,1,26,ORACLE_TOP3,1.0,1.0,0.007890183478593826,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,2,26,ORACLE_TOP3,1.0,1.0,0.022158127278089523,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,1,1,ORACLE_TOP3,1.0,1.0,0.025989342480897903,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,2,1,ORACLE_TOP3,0.94,0.9384634356887409,0.22221191227436066,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,1,8,ORACLE_TOP3,0.9299999999999999,0.9302603159252095,0.23572276532649994,5,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,2,8,ORACLE_TOP3,0.98,0.9799679487179487,0.11264752596616745,3,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,1,11,ORACLE_TOP3,1.0,1.0,0.005754143465310335,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,2,11,ORACLE_TOP3,1.0,1.0,0.0056424327194690704,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,1,15,ORACLE_TOP3,0.98,0.9797794117647058,0.09729564934968948,2,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,2,15,ORACLE_TOP3,0.65,0.6063405797101449,1.0109524726867676,5,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,1,44,ORACLE_TOP3,1.0,1.0,0.005628818646073341,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,2,44,ORACLE_TOP3,0.99,0.9899959983993598,0.03355168178677559,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,1,52,ORACLE_TOP3,0.97,0.9693366708385482,0.09687792509794235,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,2,52,ORACLE_TOP3,0.95,0.9484558942106112,0.1564081907272339,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,1,5,ORACLE_TOP3,0.6100000000000001,0.6091914569031274,1.3473750352859497,6,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,2,5,ORACLE_TOP3,0.95,0.9497212862231635,0.19871188700199127,2,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,1,6,ORACLE_TOP3,1.0,1.0,0.002354318043217063,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,2,6,ORACLE_TOP3,1.0,1.0,0.008334066718816757,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,1,14,ORACLE_TOP3,0.98,0.98,0.11906805634498596,2,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,2,14,ORACLE_TOP3,0.81,0.8095454691310486,0.6856239438056946,8,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,1,35,ORACLE_TOP3,0.99,0.9899959983993598,0.05133355036377907,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,2,35,ORACLE_TOP3,0.8999999999999999,0.8996970179410979,0.28035351634025574,4,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,1,45,ORACLE_TOP3,0.8899999999999999,0.8883838383838384,0.3446978032588959,9,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,2,45,ORACLE_TOP3,0.98,0.9801805337519622,0.09647008776664734,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,1,46,ORACLE_TOP3,0.96,0.9599136824541137,0.07924167811870575,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,2,46,ORACLE_TOP3,1.0,1.0,0.0036199367605149746,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,1,8,ORACLE_TOP3,0.98,0.9799919967987194,0.16626308858394623,4,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,2,8,ORACLE_TOP3,0.97,0.9695252077917911,0.1323547214269638,2,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,1,14,ORACLE_TOP3,0.99,0.9899959983993598,0.03850746527314186,6,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,2,14,ORACLE_TOP3,0.81,0.8085712681298934,0.7549762725830078,7,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,1,32,ORACLE_TOP3,0.97,0.9695252077917911,0.07139427959918976,2,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,2,32,ORACLE_TOP3,0.8099999999999999,0.8012599065230644,0.8355688452720642,2,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,1,35,ORACLE_TOP3,0.97,0.9703303491207804,0.07858338952064514,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,2,35,ORACLE_TOP3,0.78,0.786904761904762,0.6771232485771179,5,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,1,43,ORACLE_TOP3,1.0,1.0,0.000439375638961792,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,2,43,ORACLE_TOP3,1.0,1.0,0.00040449592052027583,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,1,46,ORACLE_TOP3,0.95,0.9496835265619696,0.1665167212486267,5,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,2,46,ORACLE_TOP3,0.99,0.9899959983993598,0.0509624257683754,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,1,11,ORACLE_TOP3,1.0,1.0,0.0016072482103481889,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,2,11,ORACLE_TOP3,1.0,1.0,0.0015520895831286907,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,1,15,ORACLE_TOP3,0.96,0.9599098231764064,0.19204017519950867,4,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,2,15,ORACLE_TOP3,0.31,0.24374487620921462,3.2079198360443115,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,1,34,ORACLE_TOP3,0.74,0.7411858974358975,0.9230332970619202,4,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,2,34,ORACLE_TOP3,0.86,0.8544258916818154,0.4297868311405182,2,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,1,38,ORACLE_TOP3,0.99,0.9899959983993598,0.013296824879944324,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,2,38,ORACLE_TOP3,0.98,0.98,0.07911417633295059,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,1,48,ORACLE_TOP3,1.0,1.0,0.002390539739280939,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,2,48,ORACLE_TOP3,0.99,0.9899959983993597,0.04873412474989891,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,1,52,ORACLE_TOP3,1.0,1.0,0.009176856838166714,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,2,52,ORACLE_TOP3,0.96,0.9592079653846772,0.19064968824386597,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
