task,fold,role,session,subject,direction,margin_alpha_star_lt_1_fraction,margin_alpha_star_gt_1_fraction,margin_alpha_star_distribution,trial_conditional,ce_alpha_star_distribution,label_scope
OpenBMI_MI,3,inner_train,1,1,9,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,1,10,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,1,11,0.53,0.47,"[51, 1, 1, 0, 0, 0, 2, 45]",True,"[51, 1, 1, 0, 0, 0, 2, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,1,12,0.56,0.44,"[56, 0, 0, 0, 0, 0, 0, 44]",True,"[56, 0, 0, 0, 0, 0, 0, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,1,13,0.49,0.51,"[49, 0, 0, 0, 0, 1, 1, 49]",True,"[49, 0, 0, 0, 0, 2, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,1,14,0.62,0.36,"[55, 3, 3, 1, 2, 1, 2, 33]",True,"[55, 3, 3, 1, 2, 1, 2, 33]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,1,15,0.48,0.52,"[47, 0, 0, 1, 0, 0, 0, 52]",True,"[47, 0, 0, 1, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,1,0,0.54,0.46,"[54, 0, 0, 0, 0, 0, 0, 46]",True,"[54, 0, 0, 0, 0, 0, 0, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,1,1,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,1,2,0.49,0.48,"[44, 2, 1, 2, 3, 4, 2, 42]",True,"[44, 2, 1, 2, 3, 4, 3, 41]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,1,3,0.5,0.5,"[50, 0, 0, 0, 0, 0, 0, 50]",True,"[50, 0, 0, 0, 0, 0, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,1,4,0.47,0.52,"[47, 0, 0, 0, 1, 0, 0, 52]",True,"[47, 0, 0, 0, 1, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,1,5,0.51,0.48,"[49, 0, 1, 1, 1, 0, 0, 48]",True,"[49, 0, 1, 1, 1, 0, 0, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,1,6,0.56,0.44,"[56, 0, 0, 0, 0, 1, 0, 43]",True,"[56, 0, 0, 0, 0, 1, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,1,7,0.46,0.53,"[46, 0, 0, 0, 1, 0, 0, 53]",True,"[46, 0, 0, 0, 1, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,1,8,0.58,0.42,"[58, 0, 0, 0, 0, 0, 0, 42]",True,"[58, 0, 0, 0, 0, 0, 0, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,1,9,0.45,0.55,"[45, 0, 0, 0, 0, 0, 0, 55]",True,"[45, 0, 0, 0, 0, 0, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,1,10,0.51,0.49,"[51, 0, 0, 0, 0, 0, 0, 49]",True,"[51, 0, 0, 0, 0, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,1,11,0.52,0.48,"[51, 0, 0, 1, 0, 0, 0, 48]",True,"[51, 0, 0, 1, 0, 0, 0, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,1,12,0.43,0.57,"[43, 0, 0, 0, 0, 0, 0, 57]",True,"[43, 0, 0, 0, 0, 0, 0, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,1,13,0.5,0.5,"[50, 0, 0, 0, 0, 0, 0, 50]",True,"[50, 0, 0, 0, 0, 0, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,1,14,0.57,0.4,"[54, 0, 1, 2, 3, 0, 1, 39]",True,"[54, 0, 1, 2, 3, 0, 1, 39]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,1,15,0.45,0.55,"[45, 0, 0, 0, 0, 0, 0, 55]",True,"[45, 0, 0, 0, 0, 0, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,2,0,0.62,0.38,"[62, 0, 0, 0, 0, 0, 0, 38]",True,"[62, 0, 0, 0, 0, 0, 0, 38]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,2,1,0.51,0.49,"[51, 0, 0, 0, 0, 0, 0, 49]",True,"[51, 0, 0, 0, 0, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,2,2,0.57,0.42,"[56, 1, 0, 0, 1, 0, 1, 41]",True,"[56, 1, 0, 0, 1, 0, 1, 41]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,2,3,0.56,0.44,"[56, 0, 0, 0, 0, 0, 0, 44]",True,"[56, 0, 0, 0, 0, 0, 0, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,2,4,0.63,0.37,"[62, 0, 0, 1, 0, 0, 0, 37]",True,"[62, 0, 0, 1, 0, 0, 0, 37]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,2,5,0.43,0.57,"[42, 0, 0, 1, 0, 0, 0, 57]",True,"[42, 0, 0, 1, 0, 0, 0, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,2,6,0.46,0.54,"[46, 0, 0, 0, 0, 0, 0, 54]",True,"[46, 0, 0, 0, 0, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,2,7,0.45,0.55,"[45, 0, 0, 0, 0, 0, 0, 55]",True,"[45, 0, 0, 0, 0, 0, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,2,8,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,2,9,0.44,0.56,"[44, 0, 0, 0, 0, 0, 0, 56]",True,"[44, 0, 0, 0, 0, 0, 0, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,2,10,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,2,11,0.51,0.49,"[51, 0, 0, 0, 0, 0, 1, 48]",True,"[51, 0, 0, 0, 0, 0, 1, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,2,12,0.5,0.5,"[50, 0, 0, 0, 0, 0, 0, 50]",True,"[50, 0, 0, 0, 0, 0, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,2,13,0.59,0.41,"[57, 1, 0, 1, 0, 0, 0, 41]",True,"[57, 1, 0, 1, 0, 0, 0, 41]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,2,14,0.55,0.42,"[52, 2, 1, 0, 3, 1, 0, 41]",True,"[52, 2, 1, 0, 3, 1, 0, 41]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,2,15,0.57,0.43,"[57, 0, 0, 0, 0, 0, 0, 43]",True,"[57, 0, 0, 0, 0, 0, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,2,0,0.57,0.43,"[57, 0, 0, 0, 0, 0, 0, 43]",True,"[57, 0, 0, 0, 0, 0, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,2,1,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,2,2,0.58,0.42,"[58, 0, 0, 0, 0, 0, 0, 42]",True,"[58, 0, 0, 0, 0, 0, 0, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,2,3,0.47,0.53,"[47, 0, 0, 0, 0, 0, 0, 53]",True,"[47, 0, 0, 0, 0, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,2,4,0.6,0.39,"[60, 0, 0, 0, 1, 0, 1, 38]",True,"[60, 0, 0, 0, 1, 0, 1, 38]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,2,5,0.51,0.49,"[49, 2, 0, 0, 0, 0, 1, 48]",True,"[49, 0, 2, 0, 0, 0, 1, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,2,6,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,2,7,0.4,0.6,"[40, 0, 0, 0, 0, 0, 0, 60]",True,"[40, 0, 0, 0, 0, 0, 0, 60]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,2,8,0.46,0.54,"[46, 0, 0, 0, 0, 0, 0, 54]",True,"[46, 0, 0, 0, 0, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,2,9,0.52,0.48,"[52, 0, 0, 0, 0, 0, 0, 48]",True,"[51, 1, 0, 0, 0, 0, 0, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,2,10,0.47,0.53,"[47, 0, 0, 0, 0, 0, 0, 53]",True,"[47, 0, 0, 0, 0, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,2,11,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,2,12,0.41,0.59,"[41, 0, 0, 0, 0, 0, 0, 59]",True,"[41, 0, 0, 0, 0, 0, 0, 59]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,2,13,0.56,0.44,"[54, 0, 1, 1, 0, 0, 0, 44]",True,"[54, 0, 1, 1, 0, 0, 0, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,2,14,0.5,0.49,"[49, 0, 1, 0, 1, 1, 1, 47]",True,"[49, 0, 1, 0, 1, 1, 1, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,2,15,0.49,0.51,"[49, 0, 0, 0, 0, 0, 0, 51]",True,"[49, 0, 0, 0, 0, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,3,0,0.57,0.43,"[56, 0, 0, 1, 0, 0, 2, 41]",True,"[56, 0, 0, 1, 1, 0, 1, 41]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,3,1,0.51,0.49,"[51, 0, 0, 0, 0, 0, 0, 49]",True,"[51, 0, 0, 0, 0, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,3,2,0.59,0.39,"[53, 2, 4, 0, 2, 2, 1, 36]",True,"[53, 2, 4, 0, 2, 2, 1, 36]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,3,3,0.46,0.54,"[46, 0, 0, 0, 0, 0, 0, 54]",True,"[46, 0, 0, 0, 0, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,3,4,0.58,0.41,"[53, 2, 1, 2, 1, 1, 1, 39]",True,"[53, 2, 1, 2, 1, 1, 1, 39]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,3,5,0.43,0.55,"[43, 0, 0, 0, 2, 1, 2, 52]",True,"[43, 0, 0, 0, 2, 1, 2, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,3,6,0.48,0.52,"[48, 0, 0, 0, 0, 2, 1, 49]",True,"[48, 0, 0, 0, 0, 2, 1, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,3,7,0.55,0.45,"[55, 0, 0, 0, 0, 0, 0, 45]",True,"[54, 0, 0, 0, 1, 0, 0, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,3,8,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,3,9,0.47,0.53,"[47, 0, 0, 0, 0, 0, 0, 53]",True,"[47, 0, 0, 0, 0, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,3,10,0.37,0.63,"[37, 0, 0, 0, 0, 0, 0, 63]",True,"[37, 0, 0, 0, 0, 0, 0, 63]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,3,11,0.47,0.53,"[46, 0, 1, 0, 0, 0, 2, 51]",True,"[46, 0, 1, 0, 0, 0, 2, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,3,12,0.51,0.49,"[51, 0, 0, 0, 0, 0, 0, 49]",True,"[51, 0, 0, 0, 0, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,3,13,0.52,0.48,"[51, 0, 0, 1, 0, 0, 2, 46]",True,"[51, 0, 0, 1, 0, 0, 2, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,3,14,0.51,0.45,"[44, 4, 2, 1, 4, 2, 2, 41]",True,"[44, 4, 2, 1, 4, 2, 2, 41]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,3,15,0.46,0.54,"[46, 0, 0, 0, 0, 1, 0, 53]",True,"[46, 0, 0, 0, 0, 1, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,3,0,0.54,0.45,"[54, 0, 0, 0, 1, 0, 0, 45]",True,"[54, 0, 0, 0, 1, 1, 0, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,3,1,0.54,0.46,"[54, 0, 0, 0, 0, 0, 0, 46]",True,"[54, 0, 0, 0, 0, 0, 0, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,3,2,0.58,0.42,"[51, 3, 3, 1, 0, 0, 0, 42]",True,"[51, 3, 3, 1, 0, 1, 0, 41]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,3,3,0.41,0.59,"[41, 0, 0, 0, 0, 0, 0, 59]",True,"[41, 0, 0, 0, 0, 0, 0, 59]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,3,4,0.57,0.41,"[54, 0, 2, 1, 2, 2, 2, 37]",True,"[54, 0, 2, 1, 2, 2, 2, 37]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,3,5,0.44,0.56,"[42, 2, 0, 0, 0, 0, 4, 52]",True,"[42, 1, 1, 0, 0, 0, 4, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,3,6,0.5,0.49,"[50, 0, 0, 0, 1, 0, 2, 47]",True,"[50, 0, 0, 0, 1, 0, 3, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,3,7,0.54,0.46,"[54, 0, 0, 0, 0, 0, 1, 45]",True,"[53, 0, 0, 0, 1, 0, 1, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,3,8,0.56,0.44,"[56, 0, 0, 0, 0, 0, 0, 44]",True,"[56, 0, 0, 0, 0, 0, 0, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,3,9,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,3,10,0.35,0.65,"[35, 0, 0, 0, 0, 0, 0, 65]",True,"[35, 0, 0, 0, 0, 0, 0, 65]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,3,11,0.52,0.47,"[50, 0, 2, 0, 1, 0, 0, 47]",True,"[49, 1, 2, 0, 1, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,3,12,0.43,0.57,"[43, 0, 0, 0, 0, 0, 0, 57]",True,"[43, 0, 0, 0, 0, 0, 0, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,3,13,0.59,0.41,"[59, 0, 0, 0, 0, 0, 0, 41]",True,"[59, 0, 0, 0, 1, 0, 0, 40]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,3,14,0.59,0.4,"[51, 0, 3, 5, 1, 3, 1, 36]",True,"[48, 2, 3, 5, 2, 3, 1, 36]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,3,15,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,5,0,0.71,0.29,"[70, 0, 0, 1, 0, 0, 1, 28]",True,"[70, 0, 0, 1, 0, 0, 1, 28]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,5,1,0.41,0.59,"[41, 0, 0, 0, 0, 0, 0, 59]",True,"[41, 0, 0, 0, 0, 0, 0, 59]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,5,2,0.54,0.44,"[53, 0, 0, 1, 2, 1, 2, 41]",True,"[53, 0, 0, 1, 2, 1, 2, 41]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,5,3,0.52,0.48,"[50, 0, 0, 2, 0, 1, 0, 47]",True,"[50, 0, 0, 2, 0, 1, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,5,4,0.67,0.33,"[64, 1, 1, 1, 0, 0, 0, 33]",True,"[64, 1, 1, 1, 0, 0, 0, 33]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,5,5,0.57,0.41,"[54, 1, 0, 2, 2, 0, 3, 38]",True,"[54, 1, 0, 2, 2, 0, 3, 38]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,5,6,0.42,0.58,"[42, 0, 0, 0, 0, 0, 0, 58]",True,"[42, 0, 0, 0, 0, 0, 0, 58]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,5,7,0.45,0.55,"[44, 0, 0, 1, 0, 0, 0, 55]",True,"[44, 0, 0, 1, 0, 0, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,5,8,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,5,9,0.44,0.56,"[44, 0, 0, 0, 0, 0, 0, 56]",True,"[44, 0, 0, 0, 0, 0, 0, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,5,10,0.35,0.65,"[34, 0, 0, 1, 0, 0, 0, 65]",True,"[34, 0, 0, 1, 0, 0, 0, 65]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,5,11,0.66,0.34,"[64, 0, 2, 0, 0, 1, 0, 33]",True,"[63, 1, 2, 0, 0, 1, 0, 33]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,5,12,0.37,0.63,"[37, 0, 0, 0, 0, 0, 0, 63]",True,"[37, 0, 0, 0, 0, 0, 0, 63]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,5,13,0.57,0.43,"[56, 0, 1, 0, 0, 0, 0, 43]",True,"[56, 0, 1, 0, 0, 0, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,5,14,0.57,0.41,"[49, 3, 3, 2, 2, 3, 3, 35]",True,"[49, 3, 3, 2, 2, 3, 3, 35]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,5,15,0.41,0.59,"[41, 0, 0, 0, 0, 0, 0, 59]",True,"[41, 0, 0, 0, 0, 0, 0, 59]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,5,0,0.66,0.34,"[65, 1, 0, 0, 0, 0, 0, 34]",True,"[64, 2, 0, 0, 0, 0, 0, 34]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,5,1,0.36,0.64,"[36, 0, 0, 0, 0, 0, 0, 64]",True,"[36, 0, 0, 0, 0, 0, 0, 64]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,5,2,0.56,0.44,"[54, 0, 1, 1, 0, 3, 1, 40]",True,"[54, 0, 1, 1, 0, 3, 1, 40]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,5,3,0.57,0.43,"[57, 0, 0, 0, 0, 0, 1, 42]",True,"[57, 0, 0, 0, 0, 0, 1, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,5,4,0.71,0.28,"[68, 1, 0, 2, 1, 0, 2, 26]",True,"[68, 1, 0, 2, 1, 0, 2, 26]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,5,5,0.51,0.48,"[49, 0, 1, 1, 1, 0, 1, 47]",True,"[49, 0, 1, 1, 1, 0, 1, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,5,6,0.44,0.56,"[43, 0, 1, 0, 0, 1, 0, 55]",True,"[43, 0, 1, 0, 0, 1, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,5,7,0.43,0.57,"[43, 0, 0, 0, 0, 0, 0, 57]",True,"[43, 0, 0, 0, 0, 0, 0, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,5,8,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,5,9,0.58,0.42,"[58, 0, 0, 0, 0, 0, 0, 42]",True,"[58, 0, 0, 0, 0, 0, 0, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,5,10,0.44,0.56,"[44, 0, 0, 0, 0, 0, 0, 56]",True,"[44, 0, 0, 0, 0, 0, 0, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,5,11,0.51,0.48,"[49, 1, 0, 1, 1, 1, 0, 47]",True,"[48, 2, 0, 1, 1, 1, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,5,12,0.49,0.51,"[49, 0, 0, 0, 0, 0, 0, 51]",True,"[49, 0, 0, 0, 0, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,5,13,0.54,0.46,"[51, 1, 0, 2, 0, 0, 0, 46]",True,"[51, 1, 0, 1, 1, 0, 0, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,5,14,0.51,0.48,"[49, 0, 1, 1, 1, 0, 1, 47]",True,"[49, 0, 1, 1, 1, 0, 1, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,2,5,15,0.55,0.45,"[52, 2, 0, 1, 0, 0, 0, 45]",True,"[52, 2, 0, 1, 0, 0, 0, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,inner_train,1,6,0,0.71,0.27,"[69, 0, 1, 1, 2, 1, 0, 26]",True,"[69, 0, 0, 2, 2, 1, 0, 26]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
