task,fold,role,session,subject,variant,BA,macro_F1,NLL,rescued_errors,damaged_correct,trials,label_scope
OpenBMI_MI,1,discovery,1,1,RANDOM_DIRECTION_ORACLE,0.79,0.7898108297467721,0.573870062828064,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,2,1,RANDOM_DIRECTION_ORACLE,0.76,0.7552019583843329,0.5666055679321289,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,1,8,RANDOM_DIRECTION_ORACLE,0.79,0.7863899908452854,0.6412006616592407,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,2,8,RANDOM_DIRECTION_ORACLE,0.86,0.859775641025641,0.40602633357048035,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,1,11,RANDOM_DIRECTION_ORACLE,0.69,0.6783898744683059,0.6261898875236511,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,2,11,RANDOM_DIRECTION_ORACLE,0.7,0.6899545266639107,0.7014106512069702,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,1,15,RANDOM_DIRECTION_ORACLE,0.96,0.9599358974358975,0.1217479407787323,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,2,15,RANDOM_DIRECTION_ORACLE,0.87,0.8689384010484928,0.3148411512374878,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,1,44,RANDOM_DIRECTION_ORACLE,0.8,0.7947454844006567,0.3721298575401306,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,2,44,RANDOM_DIRECTION_ORACLE,0.85,0.8474214220323466,0.3923455476760864,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,1,52,RANDOM_DIRECTION_ORACLE,0.8300000000000001,0.8295739348370927,0.4079711139202118,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,1,discovery,2,52,RANDOM_DIRECTION_ORACLE,0.76,0.7584541062801933,0.5241705179214478,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,1,5,RANDOM_DIRECTION_ORACLE,0.95,0.9499949994999499,0.18416930735111237,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,2,5,RANDOM_DIRECTION_ORACLE,0.73,0.7237851662404092,0.6612340807914734,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,1,6,RANDOM_DIRECTION_ORACLE,0.9099999999999999,0.9092650468797259,0.27792680263519287,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,2,6,RANDOM_DIRECTION_ORACLE,0.96,0.9599358974358975,0.15179091691970825,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,1,14,RANDOM_DIRECTION_ORACLE,0.6900000000000001,0.6726850385386971,0.7606064677238464,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,2,14,RANDOM_DIRECTION_ORACLE,0.66,0.6550324675324675,0.923322319984436,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,1,35,RANDOM_DIRECTION_ORACLE,0.97,0.96999699969997,0.058856043964624405,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,2,35,RANDOM_DIRECTION_ORACLE,0.8,0.7933030177759405,0.4619928002357483,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,1,45,RANDOM_DIRECTION_ORACLE,0.78,0.779205138498595,0.45245224237442017,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,2,45,RANDOM_DIRECTION_ORACLE,0.79,0.7889659330720531,0.4355858862400055,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,1,46,RANDOM_DIRECTION_ORACLE,0.6,0.586606035551881,1.2016322612762451,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,2,discovery,2,46,RANDOM_DIRECTION_ORACLE,0.69,0.6615351020853806,0.8930456638336182,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,1,8,RANDOM_DIRECTION_ORACLE,0.8300000000000001,0.8291628982011858,0.5682602524757385,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,2,8,RANDOM_DIRECTION_ORACLE,0.8400000000000001,0.8397435897435898,0.4719949960708618,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,1,14,RANDOM_DIRECTION_ORACLE,0.62,0.5967741935483871,0.7909061908721924,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,2,14,RANDOM_DIRECTION_ORACLE,0.6499999999999999,0.6482765551200884,0.8749595880508423,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,1,32,RANDOM_DIRECTION_ORACLE,0.72,0.7083333333333334,0.567980945110321,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,2,32,RANDOM_DIRECTION_ORACLE,0.71,0.7099709970997099,0.7470715045928955,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,1,35,RANDOM_DIRECTION_ORACLE,1.0,1.0,0.02718752808868885,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,2,35,RANDOM_DIRECTION_ORACLE,0.8999999999999999,0.8998397435897436,0.2661669850349426,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,1,43,RANDOM_DIRECTION_ORACLE,0.92,0.92,0.21523691713809967,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,2,43,RANDOM_DIRECTION_ORACLE,0.9199999999999999,0.9198717948717949,0.2649219036102295,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,1,46,RANDOM_DIRECTION_ORACLE,0.61,0.5953937130407718,1.0936551094055176,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,3,discovery,2,46,RANDOM_DIRECTION_ORACLE,0.66,0.6212121212121212,0.9657859206199646,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,11,RANDOM_DIRECTION_ORACLE,0.73,0.7266929851199515,0.5861096382141113,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,11,RANDOM_DIRECTION_ORACLE,0.73,0.7253585596582239,0.6120574474334717,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,15,RANDOM_DIRECTION_ORACLE,0.9,0.898989898989899,0.23439565300941467,1,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,15,RANDOM_DIRECTION_ORACLE,0.87,0.8699869986998701,0.30565425753593445,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,34,RANDOM_DIRECTION_ORACLE,0.58,0.5442708333333334,1.0272327661514282,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,34,RANDOM_DIRECTION_ORACLE,0.74,0.7331691297208538,0.8843288421630859,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,RANDOM_DIRECTION_ORACLE,0.65,0.6471418489767113,0.6484110355377197,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,RANDOM_DIRECTION_ORACLE,0.73,0.7286704853783539,0.5504630208015442,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,RANDOM_DIRECTION_ORACLE,0.73,0.7198879551820728,0.7771037817001343,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,RANDOM_DIRECTION_ORACLE,0.6799999999999999,0.6483516483516483,0.9929934144020081,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,RANDOM_DIRECTION_ORACLE,0.83,0.8299829982998299,0.46432673931121826,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,RANDOM_DIRECTION_ORACLE,0.71,0.7085720028137876,0.6335833072662354,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,1,8,RANDOM_DIRECTION_ORACLE,0.8899999999999999,0.8883844847608566,0.3185150921344757,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,2,8,RANDOM_DIRECTION_ORACLE,0.95,0.9492261787658207,0.11834339052438736,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,1,9,RANDOM_DIRECTION_ORACLE,0.98,0.9801805337519623,0.08259108662605286,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,2,9,RANDOM_DIRECTION_ORACLE,0.97,0.9699639471173085,0.0621272474527359,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,1,11,RANDOM_DIRECTION_ORACLE,1.0,1.0,0.0014987614704295993,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,2,11,RANDOM_DIRECTION_ORACLE,1.0,1.0,0.0013564808759838343,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,1,14,RANDOM_DIRECTION_ORACLE,0.94,0.9391025641025641,0.1324043720960617,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,2,14,RANDOM_DIRECTION_ORACLE,0.74,0.7392270531400966,1.0322160720825195,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,1,19,RANDOM_DIRECTION_ORACLE,0.95,0.9511111988315636,0.18618778884410858,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,2,19,RANDOM_DIRECTION_ORACLE,0.98,0.9801805337519622,0.072020523250103,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,1,26,RANDOM_DIRECTION_ORACLE,1.0,1.0,0.013369845226407051,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,discovery,2,26,RANDOM_DIRECTION_ORACLE,0.99,0.9899959983993598,0.03728896751999855,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,1,1,RANDOM_DIRECTION_ORACLE,0.99,0.9899959983993598,0.03686888515949249,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,2,1,RANDOM_DIRECTION_ORACLE,0.9299999999999999,0.9276254174977816,0.27020934224128723,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,1,8,RANDOM_DIRECTION_ORACLE,0.8799999999999999,0.8804918577600532,0.31507134437561035,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,2,8,RANDOM_DIRECTION_ORACLE,0.95,0.9504315560216181,0.14317621290683746,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,1,11,RANDOM_DIRECTION_ORACLE,1.0,1.0,0.006045263260602951,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,2,11,RANDOM_DIRECTION_ORACLE,1.0,1.0,0.00587502121925354,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,1,15,RANDOM_DIRECTION_ORACLE,0.96,0.9597794117647059,0.1615554392337799,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,2,15,RANDOM_DIRECTION_ORACLE,0.6,0.5536736533693938,1.176924705505371,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,1,44,RANDOM_DIRECTION_ORACLE,1.0,1.0,0.006131663918495178,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,2,44,RANDOM_DIRECTION_ORACLE,0.99,0.9899959983993597,0.03941510617733002,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,1,52,RANDOM_DIRECTION_ORACLE,0.96,0.9588415633812053,0.1251591145992279,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,1,discovery,2,52,RANDOM_DIRECTION_ORACLE,0.95,0.9484558942106112,0.19264522194862366,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,1,5,RANDOM_DIRECTION_ORACLE,0.55,0.551686076380645,1.5698379278182983,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,2,5,RANDOM_DIRECTION_ORACLE,0.9299999999999999,0.9301209845640384,0.2758336365222931,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,1,6,RANDOM_DIRECTION_ORACLE,1.0,1.0,0.006319286301732063,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,2,6,RANDOM_DIRECTION_ORACLE,0.99,0.9899959983993598,0.01745607890188694,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,1,14,RANDOM_DIRECTION_ORACLE,0.96,0.9597919167667067,0.20295792818069458,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,2,14,RANDOM_DIRECTION_ORACLE,0.73,0.7282253713864656,1.0237289667129517,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,1,35,RANDOM_DIRECTION_ORACLE,0.99,0.9899959983993598,0.0629228949546814,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,2,35,RANDOM_DIRECTION_ORACLE,0.86,0.8622846496322105,0.39312779903411865,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,1,45,RANDOM_DIRECTION_ORACLE,0.8,0.8011811908671514,0.5505148768424988,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,2,45,RANDOM_DIRECTION_ORACLE,0.97,0.9699639471173085,0.14624154567718506,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,1,46,RANDOM_DIRECTION_ORACLE,0.95,0.9504440665154951,0.10102260857820511,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,2,discovery,2,46,RANDOM_DIRECTION_ORACLE,1.0,1.0,0.0044758557341992855,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,1,8,RANDOM_DIRECTION_ORACLE,0.94,0.9397096008214606,0.2356598824262619,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,2,8,RANDOM_DIRECTION_ORACLE,0.95,0.9482673572573683,0.18424667418003082,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,1,14,RANDOM_DIRECTION_ORACLE,0.9299999999999999,0.92880174291939,0.15602099895477295,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,2,14,RANDOM_DIRECTION_ORACLE,0.74,0.738767730496454,1.0410441160202026,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,1,32,RANDOM_DIRECTION_ORACLE,0.95,0.9490829883508232,0.11925146728754044,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,2,32,RANDOM_DIRECTION_ORACLE,0.7899999999999999,0.7751922910725089,0.994630753993988,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,1,35,RANDOM_DIRECTION_ORACLE,0.97,0.9699679487179487,0.15062502026557922,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,2,35,RANDOM_DIRECTION_ORACLE,0.7300000000000001,0.7402597402597403,0.9914179444313049,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,1,43,RANDOM_DIRECTION_ORACLE,1.0,1.0,0.00047538091894239187,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,2,43,RANDOM_DIRECTION_ORACLE,1.0,1.0,0.00041630721534602344,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,1,46,RANDOM_DIRECTION_ORACLE,0.8999999999999999,0.8990842728430586,0.2715364694595337,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,3,discovery,2,46,RANDOM_DIRECTION_ORACLE,0.98,0.9799959983993598,0.08738106489181519,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,1,11,RANDOM_DIRECTION_ORACLE,1.0,1.0,0.0017417992930859327,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,2,11,RANDOM_DIRECTION_ORACLE,1.0,1.0,0.0016660196706652641,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,1,15,RANDOM_DIRECTION_ORACLE,0.9199999999999999,0.9166645157404779,0.31431856751441956,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,2,15,RANDOM_DIRECTION_ORACLE,0.3,0.23145645645645646,3.360960006713867,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,1,34,RANDOM_DIRECTION_ORACLE,0.7000000000000001,0.6992869751021925,1.041872262954712,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,2,34,RANDOM_DIRECTION_ORACLE,0.84,0.8338645803148845,0.5281322002410889,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,1,38,RANDOM_DIRECTION_ORACLE,0.99,0.9899959983993598,0.020970385521650314,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,2,38,RANDOM_DIRECTION_ORACLE,0.98,0.98,0.08750681579113007,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,1,48,RANDOM_DIRECTION_ORACLE,1.0,1.0,0.0027626454830169678,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,2,48,RANDOM_DIRECTION_ORACLE,0.99,0.9899959983993597,0.05143257975578308,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,1,52,RANDOM_DIRECTION_ORACLE,1.0,1.0,0.015826832503080368,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,discovery,2,52,RANDOM_DIRECTION_ORACLE,0.95,0.94880174291939,0.21518933773040771,0,0,100,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
