task,fold,backbone,population,target,balanced_accuracy,accuracy,biological_subjects,feature_count,feature_budget,label_scope,macro_F1,R2,MAE,MSE
OpenBMI_MI,2,SIRE-EEG,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.49650686979293823,0.1376459300518036,0.03429240733385086
OpenBMI_MI,3,SIRE-EEG,inner_train_grouped_OOF,baseline_correctness,0.803143944144822,0.7615384615384615,26,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,
OpenBMI_MI,3,SIRE-EEG,inner_train_grouped_OOF,oracle_action_class,0.49062716388334654,,26,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.36569463717845646,,,
OpenBMI_MI,3,SIRE-EEG,inner_train_grouped_OOF,oracle_achievable_margin_gain,,,26,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.23575788736343384,0.08598608523607254,0.019156165421009064
OpenBMI_MI,3,SIRE-EEG,discovery_subject_disjoint,baseline_correctness,0.6408768173109434,0.69,6,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,
OpenBMI_MI,3,SIRE-EEG,discovery_subject_disjoint,oracle_action_class,0.49682810750054546,,6,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.3689583990931962,,,
OpenBMI_MI,3,SIRE-EEG,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.317341685295105,0.09999173134565353,0.0211759265512228
OpenBMI_MI,4,SIRE-EEG,inner_train_grouped_OOF,baseline_correctness,0.7962211384197179,0.7588461538461538,26,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,
OpenBMI_MI,4,SIRE-EEG,inner_train_grouped_OOF,oracle_action_class,0.6820108378701745,,26,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.5139685026964154,,,
OpenBMI_MI,4,SIRE-EEG,inner_train_grouped_OOF,oracle_achievable_margin_gain,,,26,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.2264888882637024,0.06808725744485855,0.010803182609379292
OpenBMI_MI,4,SIRE-EEG,discovery_subject_disjoint,baseline_correctness,0.6303600822674701,0.6675,6,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,
OpenBMI_MI,4,SIRE-EEG,discovery_subject_disjoint,oracle_action_class,0.6561195645096468,,6,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.43763664002909525,,,
OpenBMI_MI,4,SIRE-EEG,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.310172975063324,0.07339099794626236,0.010516771115362644
OpenBMI_SSVEP,0,SIRE-EEG,inner_train_grouped_OOF,baseline_correctness,0.866977896042324,0.9025,26,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,
OpenBMI_SSVEP,0,SIRE-EEG,inner_train_grouped_OOF,oracle_action_class,0.5289586380187175,,26,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.4378737786789079,,,
OpenBMI_SSVEP,0,SIRE-EEG,inner_train_grouped_OOF,oracle_achievable_margin_gain,,,26,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.10544514656066895,0.12273070961236954,0.059965215623378754
OpenBMI_SSVEP,0,SIRE-EEG,discovery_subject_disjoint,baseline_correctness,0.8535024971574146,0.8691666666666666,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,
OpenBMI_SSVEP,0,SIRE-EEG,discovery_subject_disjoint,oracle_action_class,0.5431980893686303,,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.4455206631011248,,,
OpenBMI_SSVEP,0,SIRE-EEG,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.48182713985443115,0.140214741230011,0.05114203691482544
OpenBMI_SSVEP,1,SIRE-EEG,inner_train_grouped_OOF,baseline_correctness,0.8696396196396197,0.8936538461538461,26,36,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,
OpenBMI_SSVEP,1,SIRE-EEG,inner_train_grouped_OOF,oracle_action_class,0.5599219893611932,,26,36,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.4173336922711222,,,
OpenBMI_SSVEP,1,SIRE-EEG,inner_train_grouped_OOF,oracle_achievable_margin_gain,,,26,36,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.13765335083007812,0.10515884310007095,0.030463505536317825
OpenBMI_SSVEP,1,SIRE-EEG,discovery_subject_disjoint,baseline_correctness,0.9052947752345893,0.9,6,36,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,
OpenBMI_SSVEP,1,SIRE-EEG,discovery_subject_disjoint,oracle_action_class,0.6128968952333262,,6,36,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.41764657914102904,,,
OpenBMI_SSVEP,1,SIRE-EEG,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,36,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.3995329737663269,0.10032925754785538,0.027116216719150543
OpenBMI_SSVEP,2,SIRE-EEG,inner_train_grouped_OOF,baseline_correctness,0.8898313492063492,0.933076923076923,26,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,
OpenBMI_SSVEP,2,SIRE-EEG,inner_train_grouped_OOF,oracle_action_class,0.483178946140197,,26,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.38068072721292606,,,
OpenBMI_SSVEP,2,SIRE-EEG,inner_train_grouped_OOF,oracle_achievable_margin_gain,,,26,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.40596306324005127,0.14710144698619843,0.05692180246114731
OpenBMI_SSVEP,2,SIRE-EEG,discovery_subject_disjoint,baseline_correctness,0.8415767111124157,0.8408333333333333,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,
OpenBMI_SSVEP,2,SIRE-EEG,discovery_subject_disjoint,oracle_action_class,0.4404292870073932,,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.3288455131318779,,,
OpenBMI_SSVEP,2,SIRE-EEG,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.310611367225647,0.2558894157409668,0.19097262620925903
OpenBMI_SSVEP,3,SIRE-EEG,inner_train_grouped_OOF,baseline_correctness,0.7663238817891374,0.9261538461538461,26,44,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,
OpenBMI_SSVEP,3,SIRE-EEG,inner_train_grouped_OOF,oracle_action_class,0.542631433325581,,26,44,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.4667907042748322,,,
OpenBMI_SSVEP,3,SIRE-EEG,inner_train_grouped_OOF,oracle_achievable_margin_gain,,,26,44,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,-0.3081371784210205,0.17238354682922363,0.14157317578792572
OpenBMI_SSVEP,3,SIRE-EEG,discovery_subject_disjoint,baseline_correctness,0.8067226890756303,0.8383333333333334,6,44,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,
OpenBMI_SSVEP,3,SIRE-EEG,discovery_subject_disjoint,oracle_action_class,0.5259357866296152,,6,44,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.44510179198985256,,,
OpenBMI_SSVEP,3,SIRE-EEG,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,44,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.4616073966026306,0.2046530544757843,0.09997066855430603
OpenBMI_SSVEP,4,SIRE-EEG,inner_train_grouped_OOF,baseline_correctness,0.8807331628303495,0.8863461538461539,26,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,
OpenBMI_SSVEP,4,SIRE-EEG,inner_train_grouped_OOF,oracle_action_class,0.5180080705175224,,26,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.42341335060342145,,,
OpenBMI_SSVEP,4,SIRE-EEG,inner_train_grouped_OOF,oracle_achievable_margin_gain,,,26,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.2213062047958374,0.12263625860214233,0.04685762897133827
OpenBMI_SSVEP,4,SIRE-EEG,discovery_subject_disjoint,baseline_correctness,0.8431798803475418,0.8908333333333334,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,,,
OpenBMI_SSVEP,4,SIRE-EEG,discovery_subject_disjoint,oracle_action_class,0.5335876735270063,,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.4225263390188448,,,
OpenBMI_SSVEP,4,SIRE-EEG,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.21229147911071777,0.13001546263694763,0.047338224947452545
OpenBMI_MI,0,EEGNet,discovery_subject_disjoint,baseline_correctness,0.6801672640382318,0.655,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.6133141962259216,,,
OpenBMI_MI,0,EEGNet,discovery_subject_disjoint,oracle_action_class,0.5806746509815037,0.5658333333333333,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.5656134251298053,,,
OpenBMI_MI,0,EEGNet,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.1628406047821045,0.1572279930114746,0.04385416582226753
OpenBMI_MI,1,EEGNet,discovery_subject_disjoint,baseline_correctness,0.7088541666666667,0.6966666666666667,6,38,38,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.637150233758984,,,
OpenBMI_MI,1,EEGNet,discovery_subject_disjoint,oracle_action_class,0.627336929195045,0.555,6,38,38,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.4388856853160445,,,
OpenBMI_MI,1,EEGNet,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,38,38,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.10616827011108398,0.05513249710202217,0.005151249002665281
OpenBMI_MI,2,EEGNet,discovery_subject_disjoint,baseline_correctness,0.7272630709881759,0.7116666666666667,6,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.6384535005224661,,,
OpenBMI_MI,2,EEGNet,discovery_subject_disjoint,oracle_action_class,0.6131001208400589,0.6,6,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.5968543440344242,,,
OpenBMI_MI,2,EEGNet,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.13992124795913696,0.07896942645311356,0.011113527230918407
OpenBMI_MI,3,EEGNet,discovery_subject_disjoint,baseline_correctness,0.6755208333333333,0.6408333333333334,6,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.5915050102242221,,,
OpenBMI_MI,3,EEGNet,discovery_subject_disjoint,oracle_action_class,0.6097142857142857,0.6116666666666667,6,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.40683852733188597,,,
OpenBMI_MI,3,EEGNet,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.3123396039009094,0.07394252717494965,0.010523064993321896
OpenBMI_MI,4,EEGNet,discovery_subject_disjoint,baseline_correctness,0.6881946423482473,0.645,6,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.5949017208752405,,,
OpenBMI_MI,4,EEGNet,discovery_subject_disjoint,oracle_action_class,0.5689786585365854,0.5608333333333333,6,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.5603200680794733,,,
OpenBMI_MI,4,EEGNet,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,34,34,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.05413174629211426,0.14064857363700867,0.035192277282476425
OpenBMI_SSVEP,0,EEGNet,discovery_subject_disjoint,baseline_correctness,0.8438297872340426,0.9241666666666667,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.6272515949330794,,,
OpenBMI_SSVEP,0,EEGNet,discovery_subject_disjoint,oracle_action_class,0.5688473905192063,0.5558333333333333,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.5416969557096835,,,
OpenBMI_SSVEP,0,EEGNet,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.26726335287094116,0.2814696431159973,0.17486922442913055
OpenBMI_SSVEP,1,EEGNet,discovery_subject_disjoint,baseline_correctness,0.852794720132787,0.9341666666666667,6,44,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.7639671446248995,,,
OpenBMI_SSVEP,1,EEGNet,discovery_subject_disjoint,oracle_action_class,0.582862413787789,0.5408333333333334,6,44,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.541182739648595,,,
OpenBMI_SSVEP,1,EEGNet,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,44,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.26432687044143677,0.24218104779720306,0.13237963616847992
OpenBMI_SSVEP,2,EEGNet,discovery_subject_disjoint,baseline_correctness,0.8828739225158663,0.9125,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.6289741724798954,,,
OpenBMI_SSVEP,2,EEGNet,discovery_subject_disjoint,oracle_action_class,0.497220566026066,0.5125,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.4717882990247844,,,
OpenBMI_SSVEP,2,EEGNet,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.2023342251777649,0.28683340549468994,0.16718536615371704
OpenBMI_SSVEP,3,EEGNet,discovery_subject_disjoint,baseline_correctness,0.8799557949993093,0.8983333333333333,6,44,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.6947456213511259,,,
OpenBMI_SSVEP,3,EEGNet,discovery_subject_disjoint,oracle_action_class,0.5511540459719043,0.5425,6,44,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.5188534153294633,,,
OpenBMI_SSVEP,3,EEGNet,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,44,44,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.09910136461257935,0.2902170717716217,0.1522008329629898
OpenBMI_SSVEP,4,EEGNet,discovery_subject_disjoint,baseline_correctness,0.8298245614035088,0.8866666666666667,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.6704468353203451,,,
OpenBMI_SSVEP,4,EEGNet,discovery_subject_disjoint,oracle_action_class,0.5657116902288083,0.5266666666666666,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,0.5250122535280197,,,
OpenBMI_SSVEP,4,EEGNet,discovery_subject_disjoint,oracle_achievable_margin_gain,,,6,36,36,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT,,0.24486035108566284,0.22456684708595276,0.11236732453107834
