scope,data_status,task,subject_id,method,BA,macro_F1,accuracy
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_ERP,36,C0_LiteBN_DualCE,0.9496363636363636,0.8906608994025567,0.9302020202020203
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_ERP,37,B0_Exact_LiteBN,0.9456363636363637,0.9209653462873699,0.9534343434343434
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_ERP,37,C0_LiteBN_DualCE,0.9458181818181819,0.9208743826524776,0.9533333333333334
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_ERP,39,B0_Exact_LiteBN,0.7144848484848485,0.6730757704626783,0.7831313131313131
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_ERP,39,C0_LiteBN_DualCE,0.7147272727272728,0.6757436511638005,0.7871717171717172
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_ERP,4,B0_Exact_LiteBN,0.9019999999999999,0.8656175442684051,0.9182828282828283
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_ERP,4,C0_LiteBN_DualCE,0.9026060606060605,0.8660494908563325,0.9184848484848483
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_ERP,42,B0_Exact_LiteBN,0.8326060606060606,0.80288550025362,0.8810101010101011
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_ERP,42,C0_LiteBN_DualCE,0.8361212121212122,0.8002761353057817,0.8775757575757576
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_ERP,51,B0_Exact_LiteBN,0.7412121212121212,0.6793669606398977,0.7743434343434343
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_ERP,51,C0_LiteBN_DualCE,0.7484848484848485,0.6817748102826654,0.7731313131313131
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_ERP,54,B0_Exact_LiteBN,0.7021212121212121,0.6770543832768798,0.7988888888888889
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_ERP,54,C0_LiteBN_DualCE,0.7166666666666667,0.6826552511069012,0.7964646464646464
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,12,B0_Exact_LiteBN,0.756,0.7525156244616896,0.756
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,12,C0_LiteBN_DualCE,0.736,0.7314132152659003,0.736
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,13,B0_Exact_LiteBN,0.726,0.7194064018564241,0.726
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,13,C0_LiteBN_DualCE,0.732,0.7282547027169392,0.732
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,17,B0_Exact_LiteBN,0.6279999999999999,0.618604935549399,0.628
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,17,C0_LiteBN_DualCE,0.61,0.5909266820458082,0.61
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,18,B0_Exact_LiteBN,0.714,0.7111975560465453,0.714
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,18,C0_LiteBN_DualCE,0.706,0.7021073093320891,0.706
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,24,B0_Exact_LiteBN,0.5780000000000001,0.5093977724437346,0.578
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,24,C0_LiteBN_DualCE,0.5740000000000001,0.5005559613345234,0.5740000000000001
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,25,B0_Exact_LiteBN,0.99,0.9899997999799981,0.99
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,25,C0_LiteBN_DualCE,0.982,0.9819973992597338,0.982
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,29,B0_Exact_LiteBN,0.746,0.7407153157213207,0.746
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,29,C0_LiteBN_DualCE,0.788,0.7846727029283433,0.788
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,36,B0_Exact_LiteBN,0.932,0.9315975136711195,0.932
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,36,C0_LiteBN_DualCE,0.924,0.9236663550413013,0.924
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,37,B0_Exact_LiteBN,0.764,0.7537211633196322,0.764
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,37,C0_LiteBN_DualCE,0.764,0.7542322104969295,0.764
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,39,B0_Exact_LiteBN,0.78,0.7788630739645366,0.78
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,39,C0_LiteBN_DualCE,0.762,0.7596074369411966,0.762
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,4,B0_Exact_LiteBN,0.8300000000000001,0.8281863362911501,0.8300000000000001
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,4,C0_LiteBN_DualCE,0.8220000000000001,0.8201786977814903,0.8220000000000001
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,42,B0_Exact_LiteBN,0.706,0.6970684461180129,0.706
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,42,C0_LiteBN_DualCE,0.694,0.6837737859532307,0.694
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,51,B0_Exact_LiteBN,0.6679999999999999,0.6616683910808645,0.6679999999999999
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,51,C0_LiteBN_DualCE,0.6619999999999999,0.6555417312165657,0.662
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,54,B0_Exact_LiteBN,0.712,0.7104760934540351,0.712
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_MI,54,C0_LiteBN_DualCE,0.702,0.7001117099143392,0.702
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,12,B0_Exact_LiteBN,0.968,0.9679341581145616,0.968
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,12,C0_LiteBN_DualCE,0.962,0.9625422327254715,0.962
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,13,B0_Exact_LiteBN,0.8,0.798341604947649,0.8
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,13,C0_LiteBN_DualCE,0.766,0.7647616478537945,0.766
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,17,B0_Exact_LiteBN,0.9480000000000001,0.9478956921423626,0.9480000000000001
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,17,C0_LiteBN_DualCE,0.95,0.9500963008148545,0.95
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,18,B0_Exact_LiteBN,1.0,1.0,1.0
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,18,C0_LiteBN_DualCE,1.0,1.0,1.0
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,24,B0_Exact_LiteBN,0.9039999999999999,0.903942568779357,0.9039999999999999
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,24,C0_LiteBN_DualCE,0.866,0.8651021077263378,0.866
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,25,B0_Exact_LiteBN,0.942,0.9411945241397129,0.942
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,25,C0_LiteBN_DualCE,0.9239999999999998,0.923510422935386,0.924
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,29,B0_Exact_LiteBN,0.954,0.9541231984650013,0.954
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,29,C0_LiteBN_DualCE,0.9259999999999999,0.9265865579230578,0.9259999999999999
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,36,B0_Exact_LiteBN,1.0,1.0,1.0
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,36,C0_LiteBN_DualCE,1.0,1.0,1.0
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,37,B0_Exact_LiteBN,0.998,0.997999199679872,0.998
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,37,C0_LiteBN_DualCE,0.9960000000000001,0.995998399359744,0.9960000000000001
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,39,B0_Exact_LiteBN,0.994,0.9939550820328131,0.994
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,39,C0_LiteBN_DualCE,0.982,0.9822200160180182,0.982
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,4,B0_Exact_LiteBN,1.0,1.0,1.0
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,4,C0_LiteBN_DualCE,1.0,1.0,1.0
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,42,B0_Exact_LiteBN,0.5860000000000001,0.583800996706331,0.5860000000000001
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,42,C0_LiteBN_DualCE,0.5980000000000001,0.5927883381924343,0.5980000000000001
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,51,B0_Exact_LiteBN,0.706,0.6937109995656054,0.706
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,51,C0_LiteBN_DualCE,0.694,0.6827115856107558,0.694
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,54,B0_Exact_LiteBN,0.8979999999999999,0.8983750300611337,0.898
POST_GATE_EXPLORATORY_C0,DEVELOPMENT_MODEL_SELECTION_DATA,OpenBMI_SSVEP,54,C0_LiteBN_DualCE,0.8779999999999999,0.8775047147856867,0.8779999999999999
