result_type,family,fold,seed,subject_id,task_method,invariant_method,task_only_BA,invariant_BA,delta_BA_INV,task_only_macro_f1,invariant_macro_f1,task_only_ID_accuracy,invariant_ID_accuracy,delta_ID,task_only_PRS,invariant_PRS,delta_PRS,outer_test_used,rescue_method,random_draw,balanced_accuracy,accuracy,macro_f1,subject_probe_accuracy
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,0,0,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.52,0.5,-0.02,0.4851994851994852,0.4429590017825312,0.24,0.08,-0.1599999999999999,0.9999999999999484,0.2368886649909025,-0.7631113350090458,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,0,0,28,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.8200000000000001,0.76,-0.06,0.8164014687882497,0.7584541062801933,0.25,0.26,0.01,0.9999999999999426,0.4101915454501369,-0.5898084545498057,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,0,0,45,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.71,0.6799999999999999,-0.03,0.7092731829573935,0.6736026111791106,0.85,0.9,0.05,0.9999999999999444,0.1974424732307415,-0.8025575267692028,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,0,0,48,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.61,0.63,0.02,0.6096486838154338,0.629666700030027,0.35,0.34,-0.0099999999999999,0.9999999999999394,0.1975106534891559,-0.8024893465107834,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,0,0,54,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.73,0.6799999999999999,-0.05,0.72997299729973,0.6798719487795117,0.39,0.23,-0.16,0.9999999999999432,0.1671643522952813,-0.8328356477046618,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,0,1,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.6000000000000001,0.64,0.0399999999999999,0.5993589743589743,0.6347402597402597,0.25,0.18,-0.07,0.9999999999999414,0.2343808980732971,-0.7656191019266443,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,0,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.85,0.88,0.03,0.84998499849985,0.8798076923076923,0.6,0.63,0.03,0.99999999999994,0.401295483730822,-0.598704516269118,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,0,6,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.94,0.96,0.02,0.9399038461538464,0.959983993597439,0.49,0.37,-0.12,0.999999999999954,0.5245842372972033,-0.4754157627027509,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,0,10,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.56,0.56,0.0,0.5592948717948718,0.5598239295718288,0.82,0.52,-0.2999999999999999,0.9999999999999324,0.0552632532045924,-0.94473674679534,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,0,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.52,0.55,0.03,0.4851994851994852,0.5366079703429101,0.24,0.03,-0.21,0.9999999999999484,0.4089425645396868,-0.5910574354602616,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,0,28,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.8200000000000001,0.8,-0.02,0.8164014687882497,0.7987117552334944,0.25,0.26,0.01,0.9999999999999426,0.3838803576284622,-0.6161196423714804,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,0,45,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.71,0.6599999999999999,-0.05,0.7092731829573935,0.6594551282051282,0.85,0.75,-0.0999999999999999,0.9999999999999444,0.2473550888737379,-0.7526449111262064,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,0,48,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.61,0.7,0.0899999999999999,0.6096486838154338,0.6995192307692307,0.35,0.42,0.07,0.9999999999999394,0.1031128461163891,-0.8968871538835502,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,0,54,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.73,0.74,0.01,0.72997299729973,0.7395833333333335,0.39,0.32,-0.07,0.9999999999999432,0.2590843610768664,-0.7409156389230768,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,0,1,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.6000000000000001,0.63,0.0299999999999999,0.5993589743589743,0.6254681647940075,0.25,0.39,0.14,0.9999999999999414,0.2083544594064545,-0.7916455405934868,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,0,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.85,0.79,-0.0599999999999999,0.84998499849985,0.7894736842105263,0.6,0.55,-0.0499999999999999,0.99999999999994,0.2924934496158237,-0.7075065503841164,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,0,6,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.94,0.93,-0.01,0.9399038461538464,0.92999299929993,0.49,0.35,-0.14,0.999999999999954,0.4886151936027911,-0.511384806397163,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,0,10,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.56,0.5900000000000001,0.03,0.5592948717948718,0.5879811074263892,0.82,0.62,-0.1999999999999999,0.9999999999999324,0.2045033870995021,-0.7954966129004304,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,0,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.52,0.5,-0.02,0.4851994851994852,0.4429590017825312,0.24,0.04,-0.1999999999999999,0.9999999999999484,0.27234814943775,-0.7276518505621984,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,0,28,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.8200000000000001,0.74,-0.08,0.8164014687882497,0.7395833333333335,0.25,0.29,0.0399999999999999,0.9999999999999426,0.3954307991829985,-0.6045692008169441,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,0,45,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.71,0.62,-0.0899999999999999,0.7092731829573935,0.6175523349436394,0.85,0.86,0.01,0.9999999999999444,0.2744654514177957,-0.7255345485821485,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,0,48,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.61,0.6699999999999999,0.0599999999999999,0.6096486838154338,0.6697027324592133,0.35,0.39,0.04,0.9999999999999394,0.1854187149710938,-0.8145812850288455,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,0,54,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.73,0.72,-0.01,0.72997299729973,0.7195512820512822,0.39,0.21,-0.18,0.9999999999999432,0.2732059970918167,-0.7267940029081265,False,,,,,,
invariance_audit,B_EEG_DG,0,0,1,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.66,0.46,-0.2,0.66,0.4419181479950392,0.21,0.17,-0.0399999999999999,0.9999999999561872,-0.0015688910786653,-1.0015688910348524,False,,,,,,
invariance_audit,B_EEG_DG,0,0,3,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.8500000000000001,0.63,-0.22,0.8492613807657521,0.6129302228266555,0.34,0.54,0.2,0.9999999999504628,0.0240837222747056,-0.9759162776757572,False,,,,,,
invariance_audit,B_EEG_DG,0,0,6,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.97,0.66,-0.3099999999999999,0.96999699969997,0.6532027743778049,0.35,0.21,-0.1399999999999999,0.9999999999731798,-0.0638054201702553,-1.063805420143435,False,,,,,,
invariance_audit,B_EEG_DG,0,0,10,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.74,0.47,-0.27,0.7398959583833533,0.4608890245142916,0.61,0.15,-0.4599999999999999,0.99999999996192,0.0524151287093472,-0.9475848712525728,False,,,,,,
invariance_audit,B_EEG_DG,0,0,17,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.52,0.51,-0.01,0.46524064171123,0.4415954415954416,0.13,0.04,-0.09,0.9999999999564372,0.1716532382237588,-0.8283467617326783,False,,,,,,
invariance_audit,B_EEG_DG,0,0,28,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.87,0.54,-0.3299999999999999,0.8696741854636592,0.5398159263705482,0.21,0.18,-0.03,0.999999999954989,-0.0341921602315737,-1.034192160186563,False,,,,,,
invariance_audit,B_EEG_DG,0,0,45,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.7,0.48,-0.2199999999999999,0.6899545266639107,0.3243243243243243,0.92,0.95,0.0299999999999999,0.9999999999440186,0.0089580189679888,-0.9910419809760296,False,,,,,,
invariance_audit,B_EEG_DG,0,0,48,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.7,0.53,-0.1699999999999999,0.6989160979526294,0.4643874643874643,0.44,0.06,-0.38,0.9999999999683324,0.1544948053502473,-0.845505194618085,False,,,,,,
invariance_audit,B_EEG_DG,0,0,54,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.72,0.56,-0.1599999999999999,0.7189883580891208,0.5416666666666666,0.19,0.09,-0.1,0.9999999999619956,0.0612252162199511,-0.9387747837420444,False,,,,,,
invariance_audit,C_SCLDGN,0,0,1,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.65,0.6699999999999999,0.0199999999999999,0.6224786970121886,0.6396986570586309,0.38,0.21,-0.17,0.9999999999942591,0.0947124465933849,-0.9052875534008744,False,,,,,,
invariance_audit,C_SCLDGN,0,0,3,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.88,0.8999999999999999,0.0199999999999999,0.8792270531400966,0.8993558776167472,0.43,0.24,-0.19,0.999999999994489,0.0726769622620392,-0.9273230377324496,False,,,,,,
invariance_audit,C_SCLDGN,0,0,6,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.93,0.94,0.01,0.92999299929993,0.9399038461538464,0.29,0.39,0.1,0.9999999999947752,0.2271889683736345,-0.7728110316211407,False,,,,,,
invariance_audit,C_SCLDGN,0,0,10,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.64,0.62,-0.02,0.639423076923077,0.5824175824175825,0.84,0.58,-0.26,0.9999999999936362,0.0085820786849603,-0.991417921308676,False,,,,,,
invariance_audit,C_SCLDGN,0,0,17,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.5700000000000001,0.55,-0.02,0.5689223057644109,0.5331465919701215,0.16,0.08,-0.08,0.999999998762468,0.0584823989933264,-0.9415175997691416,False,,,,,,
invariance_audit,C_SCLDGN,0,0,28,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.87,0.87,0.0,0.8696741854636592,0.8696741854636592,0.35,0.12,-0.2299999999999999,0.9999999999938752,0.1106315864479112,-0.8893684135459641,False,,,,,,
invariance_audit,C_SCLDGN,0,0,45,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.73,0.6599999999999999,-0.07,0.72997299729973,0.6310763888888888,0.87,0.88,0.01,0.9999999999929364,0.1173298683995051,-0.8826701315934313,False,,,,,,
invariance_audit,C_SCLDGN,0,0,48,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.66,0.64,-0.02,0.6532027743778049,0.6398559423769508,0.49,0.29,-0.2,0.9999999999938244,0.025265416664852,-0.9747345833289722,False,,,,,,
invariance_audit,C_SCLDGN,0,0,54,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.69,0.75,0.06,0.6862030569895738,0.7406369955389562,0.56,0.3,-0.26,0.999999999993499,0.0732366257229144,-0.9267633742705844,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,0,1,1,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.58,0.66,0.08,0.5738636363636364,0.6565656565656566,0.34,0.23,-0.11,0.9999999999999228,0.2778725929751697,-0.722127407024753,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,0,1,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.82,0.81,-0.0099999999999998,0.82,0.8090644156366193,0.52,0.67,0.15,0.9999999999999216,0.3515824881850675,-0.648417511814854,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,0,1,6,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.94,0.96,0.02,0.9399759903961584,0.959983993597439,0.38,0.42,0.0399999999999999,0.9999999999999372,0.4678917840035925,-0.5321082159963447,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,0,1,10,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.6499999999999999,0.63,-0.0199999999999999,0.6491228070175439,0.6269785260610949,0.43,0.7,0.2699999999999999,0.9999999999999092,0.1115198658410483,-0.888480134158861,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,0,1,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.51,0.5,-0.01,0.4650070968446337,0.415614773258532,0.14,0.19,0.0499999999999999,0.9999999999999214,0.460421904281744,-0.5395780957181774,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,0,1,28,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.79,0.6900000000000001,-0.0999999999999999,0.7874278773155178,0.6726850385386971,0.32,0.44,0.12,0.9999999999999232,0.2386013573791935,-0.7613986426207295,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,0,1,45,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.66,0.69,0.0299999999999999,0.6598639455782312,0.6897207486738064,0.88,0.83,-0.05,0.9999999999999264,0.2783094780589135,-0.7216905219410128,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,0,1,48,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.59,0.6799999999999999,0.0899999999999999,0.5899589958995899,0.6736026111791106,0.39,0.4,0.01,0.9999999999999288,0.3053195941040517,-0.694680405895877,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,0,1,54,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.67,0.75,0.0799999999999999,0.66996699669967,0.7457023700539112,0.31,0.26,-0.0499999999999999,0.9999999999999212,0.2056328786793739,-0.7943671213205473,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,0,1,1,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.58,0.6699999999999999,0.0899999999999999,0.5738636363636364,0.6683750376846548,0.34,0.27,-0.07,0.9999999999999228,0.2297841143588274,-0.7702158856410953,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,0,1,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.82,0.79,-0.0299999999999999,0.82,0.7889659330720531,0.52,0.34,-0.18,0.9999999999999216,0.3001330298762186,-0.6998669701237029,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,0,1,6,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.94,0.92,-0.0199999999999999,0.9399759903961584,0.92,0.38,0.3,-0.08,0.9999999999999372,0.4202315450496575,-0.5797684549502797,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,0,1,10,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.6499999999999999,0.61,-0.0399999999999999,0.6491228070175439,0.6096486838154338,0.43,0.58,0.1499999999999999,0.9999999999999092,0.0524859333152275,-0.9475140666846816,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,0,1,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.51,0.55,0.04,0.4650070968446337,0.4871794871794872,0.14,0.06,-0.08,0.9999999999999214,0.4202621380075426,-0.5797378619923788,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,0,1,28,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.79,0.83,0.0399999999999999,0.7874278773155178,0.8279178054458953,0.32,0.29,-0.03,0.9999999999999232,0.2486737834020507,-0.7513262165978724,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,0,1,45,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.66,0.6599999999999999,-1.1102230246251563e-16,0.6598639455782312,0.6486151302190988,0.88,0.8,-0.0799999999999999,0.9999999999999264,0.2285708862055864,-0.7714291137943399,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,0,1,48,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.59,0.5900000000000001,1.1102230246251563e-16,0.5899589958995899,0.5879811074263892,0.39,0.25,-0.14,0.9999999999999288,0.2784070148031567,-0.721592985196772,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,0,1,54,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.67,0.76,0.0899999999999999,0.66996699669967,0.7599039615846339,0.31,0.26,-0.0499999999999999,0.9999999999999212,0.1310155587752101,-0.8689844412247112,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,1,1,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.58,0.6,0.02,0.5738636363636364,0.6,0.34,0.32,-0.02,0.9999999999999228,0.2726178679618133,-0.7273821320381094,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,1,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.82,0.8400000000000001,0.0200000000000001,0.82,0.8389694041867956,0.52,0.56,0.04,0.9999999999999216,0.3180848563907261,-0.6819151436091954,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,1,6,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.94,0.95,0.01,0.9399759903961584,0.949954959463517,0.38,0.33,-0.0499999999999999,0.9999999999999372,0.4265890314956775,-0.5734109685042598,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,1,10,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.6499999999999999,0.5,-0.1499999999999999,0.6491228070175439,0.4991987179487179,0.43,0.62,0.19,0.9999999999999092,0.1304292783553904,-0.8695707216445189,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,1,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.51,0.58,0.0699999999999999,0.4650070968446337,0.5716034271725826,0.14,0.05,-0.09,0.9999999999999214,0.4115192268254209,-0.5884807731745004,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,1,28,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.79,0.72,-0.07,0.7874278773155178,0.7189883580891208,0.32,0.46,0.14,0.9999999999999232,0.271495435275486,-0.728504564724437,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,1,45,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.66,0.6000000000000001,-0.0599999999999999,0.6598639455782312,0.5985547972701726,0.88,0.88,0.0,0.9999999999999264,0.2635324240255045,-0.7364675759744218,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,1,48,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.59,0.67,0.08,0.5899589958995899,0.66996699669967,0.39,0.34,-0.0499999999999999,0.9999999999999288,0.2203046032051757,-0.779695396794753,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,0,1,54,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.67,0.72,0.0499999999999999,0.66996699669967,0.72,0.31,0.2,-0.1099999999999999,0.9999999999999212,0.1139938029809175,-0.8860061970190037,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,1,1,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.58,0.6200000000000001,0.0400000000000001,0.5738636363636364,0.618627057406664,0.34,0.35,0.0099999999999999,0.9999999999999228,0.2927815655004754,-0.7072184344994473,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,1,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.82,0.73,-0.0899999999999999,0.82,0.7266929851199515,0.52,0.58,0.0599999999999999,0.9999999999999216,0.3864378920491862,-0.6135621079507353,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,1,6,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.94,0.85,-0.0899999999999999,0.9399759903961584,0.8474214220323468,0.38,0.32,-0.06,0.9999999999999372,0.4814332701416097,-0.5185667298583275,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,1,10,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.6499999999999999,0.6,-0.0499999999999999,0.6491228070175439,0.5998399359743898,0.43,0.62,0.19,0.9999999999999092,0.1056406586996727,-0.8943593413002365,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,1,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.51,0.61,0.0999999999999999,0.4650070968446337,0.5882166613873931,0.14,0.13,-0.01,0.9999999999999214,0.4788292934647257,-0.5211707065351957,False,,,,,,
