family,fold,seed,subject_id,task_method,invariant_method,task_only_BA,invariant_BA,delta_BA_INV,task_only_macro_f1,invariant_macro_f1,task_only_ID_accuracy,invariant_ID_accuracy,delta_ID,task_only_PRS,invariant_PRS,delta_PRS,outer_test_used
A_SUBJECT_GRL_EEGNET_L0100,2,1,30,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.6699999999999999,0.7,0.030000000000000027,0.6691729323308271,0.6980676328502415,0.3,0.4,0.10000000000000003,0.9999999999999476,0.2877181057327215,-0.7122818942672261,False
A_SUBJECT_GRL_EEGNET_L0100,2,1,49,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.81,0.78,-0.030000000000000027,0.8095238095238095,0.7796474358974359,0.49,0.3,-0.19,0.999999999999947,0.27739129233738746,-0.7226087076625596,False
A_SUBJECT_GRL_EEGNET_L0300,2,1,5,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.78,0.6799999999999999,-0.10000000000000009,0.7796474358974359,0.6767676767676767,0.36,0.25,-0.10999999999999999,0.9999999999999464,0.269207805038826,-0.7307921949611204,False
A_SUBJECT_GRL_EEGNET_L0300,2,1,6,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.94,0.9099999999999999,-0.030000000000000027,0.9399038461538463,0.9097744360902256,0.44,0.48,0.03999999999999998,0.999999999999971,0.6497243601047358,-0.35027563989523525,False
A_SUBJECT_GRL_EEGNET_L0300,2,1,9,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.54,0.45000000000000007,-0.08999999999999997,0.5383380168606985,0.44326348820730843,0.4,0.58,0.17999999999999994,0.9999999999999368,0.15986441470999913,-0.8401355852899377,False
A_SUBJECT_GRL_EEGNET_L0300,2,1,14,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.63,0.72,0.08999999999999997,0.6254681647940075,0.7198879551820727,0.22,0.22,0.0,0.9999999999999473,0.24625488435176257,-0.7537451156481847,False
A_SUBJECT_GRL_EEGNET_L0300,2,1,16,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.72,0.76,0.040000000000000036,0.7189883580891208,0.7596153846153846,0.09,0.34,0.25,0.9999999999999675,0.65959681581472,-0.3404031841852475,False
A_SUBJECT_GRL_EEGNET_L0300,2,1,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.53,0.6,0.06999999999999995,0.4725620020199753,0.570999570999571,0.11,0.35,0.24,0.9999999999999497,0.5932980940396414,-0.4067019059603083,False
A_SUBJECT_GRL_EEGNET_L0300,2,1,25,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.99,0.99,0.0,0.98999899989999,0.98999899989999,0.09,0.11,0.020000000000000004,0.9999999999999826,0.8514440684477961,-0.1485559315521865,False
A_SUBJECT_GRL_EEGNET_L0300,2,1,30,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.6699999999999999,0.64,-0.029999999999999916,0.6691729323308271,0.639423076923077,0.3,0.27,-0.02999999999999997,0.9999999999999476,0.3987310466035704,-0.6012689533963772,False
A_SUBJECT_GRL_EEGNET_L0300,2,1,49,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.81,0.75,-0.06000000000000005,0.8095238095238095,0.7457023700539112,0.49,0.51,0.020000000000000018,0.999999999999947,0.3342641508549863,-0.6657358491449608,False
A_SUBJECT_GRL_EEGNET_L1000,2,1,5,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.78,0.74,-0.040000000000000036,0.7796474358974359,0.7362012987012987,0.36,0.22,-0.13999999999999999,0.9999999999999464,0.09942665880434265,-0.9005733411956037,False
A_SUBJECT_GRL_EEGNET_L1000,2,1,6,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.94,0.92,-0.019999999999999907,0.9399038461538463,0.92,0.44,0.4,-0.03999999999999998,0.999999999999971,0.6470730540065304,-0.35292694599344065,False
A_SUBJECT_GRL_EEGNET_L1000,2,1,9,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.54,0.49,-0.050000000000000044,0.5383380168606985,0.48994899489948995,0.4,0.44,0.03999999999999998,0.9999999999999368,0.0653995490273328,-0.934600450972604,False
A_SUBJECT_GRL_EEGNET_L1000,2,1,14,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.63,0.7,0.06999999999999995,0.6254681647940075,0.6989160979526294,0.22,0.27,0.05000000000000002,0.9999999999999473,0.22857436146133192,-0.7714256385386153,False
A_SUBJECT_GRL_EEGNET_L1000,2,1,16,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.72,0.76,0.040000000000000036,0.7189883580891208,0.7596153846153846,0.09,0.28,0.19000000000000003,0.9999999999999675,0.705856018195232,-0.29414398180473544,False
A_SUBJECT_GRL_EEGNET_L1000,2,1,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.53,0.55,0.020000000000000018,0.4725620020199753,0.5146154675870995,0.11,0.13,0.020000000000000004,0.9999999999999497,0.549706293888703,-0.45029370611124675,False
A_SUBJECT_GRL_EEGNET_L1000,2,1,25,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.99,1.0,0.010000000000000009,0.98999899989999,1.0,0.09,0.53,0.44000000000000006,0.9999999999999826,0.8642205504004318,-0.1357794495995508,False
A_SUBJECT_GRL_EEGNET_L1000,2,1,30,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.6699999999999999,0.61,-0.05999999999999994,0.6691729323308271,0.5983935742971889,0.3,0.61,0.31,0.9999999999999476,0.42969824981015936,-0.5703017501897882,False
A_SUBJECT_GRL_EEGNET_L1000,2,1,49,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.81,0.71,-0.10000000000000009,0.8095238095238095,0.7097387648883996,0.49,0.58,0.08999999999999997,0.999999999999947,0.3486194513612786,-0.6513805486386685,False
B_EEG_DG,2,1,5,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.8200000000000001,0.6799999999999999,-0.14000000000000012,0.8197115384615385,0.6794871794871795,0.16,0.17,0.010000000000000009,0.9999999999416833,0.0531651599869748,-0.9468348399547085,False
B_EEG_DG,2,1,6,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.99,0.9199999999999999,-0.07000000000000006,0.98999899989999,0.919967987194878,0.4,0.47,0.06999999999999995,0.9999999999547781,0.07972771721985483,-0.9202722827349232,False
B_EEG_DG,2,1,9,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.5900000000000001,0.55,-0.040000000000000036,0.5746446726838883,0.5146154675870995,0.7,0.43,-0.26999999999999996,0.999999999947048,0.03433821016377936,-0.9656617897832687,False
B_EEG_DG,2,1,14,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.71,0.5,-0.20999999999999996,0.69662098545873,0.49919871794871795,0.25,0.28,0.030000000000000027,0.9999999999393197,0.019890252223570437,-0.9801097477157492,False
B_EEG_DG,2,1,16,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.88,0.8600000000000001,-0.019999999999999907,0.879951980792317,0.8594941790445605,0.28,0.3,0.019999999999999962,0.9999999999316459,0.09922219894771223,-0.9007778009839337,False
B_EEG_DG,2,1,17,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.53,0.49,-0.040000000000000036,0.48684354187138335,0.44989752993204624,0.08,0.22,0.14,0.9999999999096166,0.1483955240318634,-0.8516044758777532,False
B_EEG_DG,2,1,25,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.99,0.99,0.0,0.98999899989999,0.98999899989999,0.07,0.07,0.0,0.9999999999323076,0.07978123702520257,-0.920218762907105,False
B_EEG_DG,2,1,30,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.6799999999999999,0.63,-0.04999999999999993,0.6715927750410509,0.6281780725555222,0.36,0.54,0.18000000000000005,0.9999999999385403,0.09258521216942917,-0.9074147877691111,False
B_EEG_DG,2,1,49,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.86,0.73,-0.13,0.8590982286634461,0.7253585596582239,0.48,0.36,-0.12,0.9999999999324424,0.007754984898105888,-0.9922450150343365,False
C_SCLDGN,2,1,5,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.75,0.78,0.030000000000000027,0.7493734335839599,0.7796474358974359,0.17,0.19,0.01999999999999999,0.9999999999917976,0.07043217684268788,-0.9295678231491097,False
C_SCLDGN,2,1,6,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.9199999999999999,0.9199999999999999,0.0,0.9198717948717948,0.9197109594540345,0.48,0.18,-0.3,0.9999999999949453,0.1430912855509079,-0.8569087144440374,False
C_SCLDGN,2,1,9,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.5700000000000001,0.6799999999999999,0.10999999999999988,0.5689223057644109,0.6794871794871795,0.41,0.3,-0.10999999999999999,0.9999999999931941,0.06370889553368042,-0.9362911044595137,False
C_SCLDGN,2,1,14,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.6599999999999999,0.66,1.1102230246251565e-16,0.6587715776796468,0.6550324675324675,0.37,0.16,-0.21,0.9999999999948124,0.07503930536529035,-0.924960694629522,False
C_SCLDGN,2,1,16,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.89,0.8200000000000001,-0.06999999999999995,0.8899009108197378,0.8193496587715776,0.29,0.12,-0.16999999999999998,0.9999999999959664,0.19476404088525423,-0.8052359591107122,False
C_SCLDGN,2,1,17,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.52,0.53,0.010000000000000009,0.5039272426622571,0.5160127690248172,0.32,0.1,-0.22,0.9999999999953121,0.15050289903943104,-0.849497100955881,False
C_SCLDGN,2,1,25,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.97,0.96,-0.010000000000000009,0.9699729756781104,0.96,0.1,0.09,-0.010000000000000009,0.9999999999968381,0.3793293018974636,-0.6206706980993745,False
C_SCLDGN,2,1,30,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.6699999999999999,0.63,-0.039999999999999925,0.6683750376846548,0.5847828526540231,0.7,0.36,-0.33999999999999997,0.9999999999934084,0.051982161705490304,-0.9480178382879181,False
C_SCLDGN,2,1,49,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.8,0.74,-0.06000000000000005,0.797979797979798,0.7241086587436332,0.52,0.34,-0.18,0.9999999999938027,0.024664859658145577,-0.9753351403356572,False
