dataset,seed,outer_fold,alpha,policy,metric,value,global_index,fixed_action,threshold
hmc,0,1,0.2,no_tta_global_crc,nar,,17,no_tta,0.0
hmc,0,1,0.2,no_tta_global_crc,tta_selection_rate,0.0,17,no_tta,0.0
hmc,0,1,0.2,no_tta_global_crc,safe_beneficial_selection_precision,,17,no_tta,0.0
hmc,0,1,0.2,no_tta_global_crc,her,0.0,17,no_tta,0.0
hmc,0,1,0.2,best_fixed_policy_crc,marginal_violation,0.09090909090909091,17,robust_residual_adapter,0.0
hmc,0,1,0.2,best_fixed_policy_crc,csr,1.0,17,robust_residual_adapter,0.0
hmc,0,1,0.2,best_fixed_policy_crc,certified_only_violation,0.09090909090909091,17,robust_residual_adapter,0.0
hmc,0,1,0.2,best_fixed_policy_crc,full_set_fallback,0.0,17,robust_residual_adapter,0.0
hmc,0,1,0.2,best_fixed_policy_crc,average_set_size,2.5920454545454543,17,robust_residual_adapter,0.0
hmc,0,1,0.2,best_fixed_policy_crc,singleton_rate,0.12424242424242425,17,robust_residual_adapter,0.0
hmc,0,1,0.2,best_fixed_policy_crc,argmax_error,0.39621212121212124,17,robust_residual_adapter,0.0
hmc,0,1,0.2,best_fixed_policy_crc,macro_f1,0.4444592067025818,17,robust_residual_adapter,0.0
hmc,0,1,0.2,best_fixed_policy_crc,balanced_accuracy,0.5209519567842001,17,robust_residual_adapter,0.0
hmc,0,1,0.2,best_fixed_policy_crc,cohen_kappa,0.42796044265324756,17,robust_residual_adapter,0.0
hmc,0,1,0.2,best_fixed_policy_crc,selected_vs_no_tta_gain,-0.00075757575757576,17,robust_residual_adapter,0.0
hmc,0,1,0.2,best_fixed_policy_crc,nar,0.2727272727272727,17,robust_residual_adapter,0.0
hmc,0,1,0.2,best_fixed_policy_crc,tta_selection_rate,1.0,17,robust_residual_adapter,0.0
hmc,0,1,0.2,best_fixed_policy_crc,safe_beneficial_selection_precision,0.09090909090909091,17,robust_residual_adapter,0.0
hmc,0,1,0.2,best_fixed_policy_crc,her,0.42857142857142855,17,robust_residual_adapter,0.0
hmc,0,1,0.2,entropy_gate_policy_crc,marginal_violation,0.09090909090909091,17,robust_residual_adapter,0.25
hmc,0,1,0.2,entropy_gate_policy_crc,csr,1.0,17,robust_residual_adapter,0.25
hmc,0,1,0.2,entropy_gate_policy_crc,certified_only_violation,0.09090909090909091,17,robust_residual_adapter,0.25
hmc,0,1,0.2,entropy_gate_policy_crc,full_set_fallback,0.0,17,robust_residual_adapter,0.25
hmc,0,1,0.2,entropy_gate_policy_crc,average_set_size,2.5920454545454543,17,robust_residual_adapter,0.25
hmc,0,1,0.2,entropy_gate_policy_crc,singleton_rate,0.12424242424242425,17,robust_residual_adapter,0.25
hmc,0,1,0.2,entropy_gate_policy_crc,argmax_error,0.39621212121212124,17,robust_residual_adapter,0.25
hmc,0,1,0.2,entropy_gate_policy_crc,macro_f1,0.4444592067025818,17,robust_residual_adapter,0.25
hmc,0,1,0.2,entropy_gate_policy_crc,balanced_accuracy,0.5209519567842001,17,robust_residual_adapter,0.25
hmc,0,1,0.2,entropy_gate_policy_crc,cohen_kappa,0.42796044265324756,17,robust_residual_adapter,0.25
hmc,0,1,0.2,entropy_gate_policy_crc,selected_vs_no_tta_gain,-0.00075757575757576,17,robust_residual_adapter,0.25
hmc,0,1,0.2,entropy_gate_policy_crc,nar,0.2727272727272727,17,robust_residual_adapter,0.25
hmc,0,1,0.2,entropy_gate_policy_crc,tta_selection_rate,1.0,17,robust_residual_adapter,0.25
hmc,0,1,0.2,entropy_gate_policy_crc,safe_beneficial_selection_precision,0.09090909090909091,17,robust_residual_adapter,0.25
hmc,0,1,0.2,entropy_gate_policy_crc,her,0.42857142857142855,17,robust_residual_adapter,0.25
hmc,0,1,0.2,agreement_gate_policy_crc,marginal_violation,0.09090909090909091,17,robust_residual_adapter,0.8
hmc,0,1,0.2,agreement_gate_policy_crc,csr,1.0,17,robust_residual_adapter,0.8
hmc,0,1,0.2,agreement_gate_policy_crc,certified_only_violation,0.09090909090909091,17,robust_residual_adapter,0.8
hmc,0,1,0.2,agreement_gate_policy_crc,full_set_fallback,0.0,17,robust_residual_adapter,0.8
hmc,0,1,0.2,agreement_gate_policy_crc,average_set_size,2.5920454545454543,17,robust_residual_adapter,0.8
hmc,0,1,0.2,agreement_gate_policy_crc,singleton_rate,0.12424242424242425,17,robust_residual_adapter,0.8
hmc,0,1,0.2,agreement_gate_policy_crc,argmax_error,0.39621212121212124,17,robust_residual_adapter,0.8
hmc,0,1,0.2,agreement_gate_policy_crc,macro_f1,0.4444592067025818,17,robust_residual_adapter,0.8
hmc,0,1,0.2,agreement_gate_policy_crc,balanced_accuracy,0.5209519567842001,17,robust_residual_adapter,0.8
hmc,0,1,0.2,agreement_gate_policy_crc,cohen_kappa,0.42796044265324756,17,robust_residual_adapter,0.8
hmc,0,1,0.2,agreement_gate_policy_crc,selected_vs_no_tta_gain,-0.00075757575757576,17,robust_residual_adapter,0.8
hmc,0,1,0.2,agreement_gate_policy_crc,nar,0.2727272727272727,17,robust_residual_adapter,0.8
hmc,0,1,0.2,agreement_gate_policy_crc,tta_selection_rate,1.0,17,robust_residual_adapter,0.8
hmc,0,1,0.2,agreement_gate_policy_crc,safe_beneficial_selection_precision,0.09090909090909091,17,robust_residual_adapter,0.8
hmc,0,1,0.2,agreement_gate_policy_crc,her,0.42857142857142855,17,robust_residual_adapter,0.8
hmc,0,2,0.1,no_tta_global_crc,marginal_violation,0.0,20,no_tta,0.0
hmc,0,2,0.1,no_tta_global_crc,csr,0.0,20,no_tta,0.0
hmc,0,2,0.1,no_tta_global_crc,certified_only_violation,,20,no_tta,0.0
hmc,0,2,0.1,no_tta_global_crc,full_set_fallback,1.0,20,no_tta,0.0
hmc,0,2,0.1,no_tta_global_crc,average_set_size,5.0,20,no_tta,0.0
hmc,0,2,0.1,no_tta_global_crc,singleton_rate,0.0,20,no_tta,0.0
hmc,0,2,0.1,no_tta_global_crc,argmax_error,0.3950757575757576,20,no_tta,0.0
hmc,0,2,0.1,no_tta_global_crc,macro_f1,0.49012386065028296,20,no_tta,0.0
hmc,0,2,0.1,no_tta_global_crc,balanced_accuracy,0.547113015083974,20,no_tta,0.0
hmc,0,2,0.1,no_tta_global_crc,cohen_kappa,0.4400319706908827,20,no_tta,0.0
hmc,0,2,0.1,no_tta_global_crc,selected_vs_no_tta_gain,0.0,20,no_tta,0.0
hmc,0,2,0.1,no_tta_global_crc,nar,,20,no_tta,0.0
hmc,0,2,0.1,no_tta_global_crc,tta_selection_rate,0.0,20,no_tta,0.0
hmc,0,2,0.1,no_tta_global_crc,safe_beneficial_selection_precision,,20,no_tta,0.0
hmc,0,2,0.1,no_tta_global_crc,her,0.0,20,no_tta,0.0
hmc,0,2,0.1,best_fixed_policy_crc,marginal_violation,0.0,20,official_t3a,0.0
hmc,0,2,0.1,best_fixed_policy_crc,csr,0.0,20,official_t3a,0.0
hmc,0,2,0.1,best_fixed_policy_crc,certified_only_violation,,20,official_t3a,0.0
hmc,0,2,0.1,best_fixed_policy_crc,full_set_fallback,1.0,20,official_t3a,0.0
hmc,0,2,0.1,best_fixed_policy_crc,average_set_size,5.0,20,official_t3a,0.0
hmc,0,2,0.1,best_fixed_policy_crc,singleton_rate,0.0,20,official_t3a,0.0
hmc,0,2,0.1,best_fixed_policy_crc,argmax_error,0.41590909090909095,20,official_t3a,0.0
hmc,0,2,0.1,best_fixed_policy_crc,macro_f1,0.453112405725115,20,official_t3a,0.0
hmc,0,2,0.1,best_fixed_policy_crc,balanced_accuracy,0.5301786710594063,20,official_t3a,0.0
hmc,0,2,0.1,best_fixed_policy_crc,cohen_kappa,0.4200748158043297,20,official_t3a,0.0
hmc,0,2,0.1,best_fixed_policy_crc,selected_vs_no_tta_gain,-0.020833333333333336,20,official_t3a,0.0
hmc,0,2,0.1,best_fixed_policy_crc,nar,0.6363636363636364,20,official_t3a,0.0
hmc,0,2,0.1,best_fixed_policy_crc,tta_selection_rate,1.0,20,official_t3a,0.0
hmc,0,2,0.1,best_fixed_policy_crc,safe_beneficial_selection_precision,0.2727272727272727,20,official_t3a,0.0
hmc,0,2,0.1,best_fixed_policy_crc,her,0.7,20,official_t3a,0.0
hmc,0,2,0.1,entropy_gate_policy_crc,marginal_violation,0.0,20,official_t3a,0.25
hmc,0,2,0.1,entropy_gate_policy_crc,csr,0.0,20,official_t3a,0.25
hmc,0,2,0.1,entropy_gate_policy_crc,certified_only_violation,,20,official_t3a,0.25
