dataset,seed,outer_fold,alpha,action,argmax_error,macro_f1,balanced_accuracy,cohen_kappa,gain_vs_no_tta,harm_rate
hmc,2,0,0.1,no_tta,0.40378787878787875,0.46867197981948455,0.544087181919157,0.4100163016925656,0.0,0.0
hmc,2,0,0.1,official_t3a,0.4018939393939393,0.4870287733658473,0.5881718811100115,0.428305620540662,0.0018939393939394024,0.45454545454545453
hmc,2,0,0.1,robust_residual_adapter,0.40568181818181814,0.4676033999952431,0.543252432040575,0.40784227663691036,-0.0018939393939393873,0.2727272727272727
hmc,2,0,0.2,no_tta,0.40378787878787875,0.46867197981948455,0.544087181919157,0.4100163016925656,0.0,0.0
hmc,2,0,0.2,official_t3a,0.4018939393939393,0.4870287733658473,0.5881718811100115,0.428305620540662,0.0018939393939394024,0.45454545454545453
hmc,2,0,0.2,robust_residual_adapter,0.40568181818181814,0.4676033999952431,0.543252432040575,0.40784227663691036,-0.0018939393939393873,0.2727272727272727
hmc,2,1,0.1,no_tta,0.3056818181818181,0.5258205164194729,0.6274166612936349,0.5285417697719687,0.0,0.0
hmc,2,1,0.1,official_t3a,0.3382575757575758,0.5081095286329459,0.6239388539529569,0.49326752585076633,-0.032575757575757584,0.6363636363636364
hmc,2,1,0.1,robust_residual_adapter,0.3049242424242424,0.5264256556433955,0.6280177542619654,0.5295409544135693,0.0007575757575757549,0.09090909090909091
hmc,2,1,0.2,no_tta,0.3056818181818181,0.5258205164194729,0.6274166612936349,0.5285417697719687,0.0,0.0
hmc,2,1,0.2,official_t3a,0.3382575757575758,0.5081095286329459,0.6239388539529569,0.49326752585076633,-0.032575757575757584,0.6363636363636364
hmc,2,1,0.2,robust_residual_adapter,0.3049242424242424,0.5264256556433955,0.6280177542619654,0.5295409544135693,0.0007575757575757549,0.09090909090909091
hmc,2,2,0.1,no_tta,0.4314393939393939,0.42055870444425286,0.49703574816859053,0.3910790529092553,0.0,0.0
hmc,2,2,0.1,official_t3a,0.43219696969696975,0.4229473511509576,0.5123118192759313,0.39753317165892704,-0.0007575757575757851,0.6363636363636364
hmc,2,2,0.1,robust_residual_adapter,0.43143939393939396,0.4198261920284223,0.49639046329657593,0.39094377988354695,-5.046468293750712e-18,0.2727272727272727
hmc,2,2,0.2,no_tta,0.4314393939393939,0.42055870444425286,0.49703574816859053,0.3910790529092553,0.0,0.0
hmc,2,2,0.2,official_t3a,0.43219696969696975,0.4229473511509576,0.5123118192759313,0.39753317165892704,-0.0007575757575757851,0.6363636363636364
hmc,2,2,0.2,robust_residual_adapter,0.43143939393939396,0.4198261920284223,0.49639046329657593,0.39094377988354695,-5.046468293750712e-18,0.2727272727272727
hmc,2,3,0.1,no_tta,0.3678030303030303,0.5087160438886035,0.5601969457407905,0.46389443276688264,0.0,0.0
hmc,2,3,0.1,official_t3a,0.3541666666666667,0.521396676406244,0.5870834051576419,0.5012792080302398,0.01363636363636364,0.36363636363636365
hmc,2,3,0.1,robust_residual_adapter,0.36742424242424243,0.5089063022332434,0.5607739126347836,0.46383508959878567,0.0003787878787878724,0.18181818181818182
hmc,2,3,0.2,no_tta,0.3678030303030303,0.5087160438886035,0.5601969457407905,0.46389443276688264,0.0,0.0
hmc,2,3,0.2,official_t3a,0.3541666666666667,0.521396676406244,0.5870834051576419,0.5012792080302398,0.01363636363636364,0.36363636363636365
hmc,2,3,0.2,robust_residual_adapter,0.36742424242424243,0.5089063022332434,0.5607739126347836,0.46383508959878567,0.0003787878787878724,0.18181818181818182
hmc,2,4,0.1,no_tta,0.29924242424242425,0.5532257134871278,0.5878500167689663,0.5577603030250219,0.0,0.0
hmc,2,4,0.1,official_t3a,0.31666666666666665,0.567516177056138,0.63052187918231,0.5526853415669147,-0.017424242424242425,0.45454545454545453
hmc,2,4,0.1,robust_residual_adapter,0.2981060606060606,0.5547939685795318,0.5892447283652257,0.5589021445624185,0.00113636363636364,0.18181818181818182
hmc,2,4,0.2,no_tta,0.29924242424242425,0.5532257134871278,0.5878500167689663,0.5577603030250219,0.0,0.0
hmc,2,4,0.2,official_t3a,0.31666666666666665,0.567516177056138,0.63052187918231,0.5526853415669147,-0.017424242424242425,0.45454545454545453
hmc,2,4,0.2,robust_residual_adapter,0.2981060606060606,0.5547939685795318,0.5892447283652257,0.5589021445624185,0.00113636363636364,0.18181818181818182
hmc,3,0,0.1,no_tta,0.384469696969697,0.457928515684444,0.5395107237883164,0.40726362501210267,0.0,0.0
hmc,3,0,0.1,official_t3a,0.40416666666666673,0.4382867559676367,0.5282543689962069,0.38514679571826993,-0.0196969696969697,0.5454545454545454
hmc,3,0,0.1,robust_residual_adapter,0.3856060606060607,0.45625351110496176,0.5378742334239756,0.40571037103917895,-0.0011363636363636348,0.36363636363636365
hmc,3,0,0.2,no_tta,0.384469696969697,0.457928515684444,0.5395107237883164,0.40726362501210267,0.0,0.0
hmc,3,0,0.2,official_t3a,0.40416666666666673,0.4382867559676367,0.5282543689962069,0.38514679571826993,-0.0196969696969697,0.5454545454545454
hmc,3,0,0.2,robust_residual_adapter,0.3856060606060607,0.45625351110496176,0.5378742334239756,0.40571037103917895,-0.0011363636363636348,0.36363636363636365
hmc,3,1,0.1,no_tta,0.32916666666666666,0.5122740958297098,0.5956400558042536,0.5085090536819943,0.0,0.0
hmc,3,1,0.1,official_t3a,0.35000000000000003,0.49339371479707705,0.5869311316772318,0.4817711796205993,-0.020833333333333332,0.7272727272727273
hmc,3,1,0.1,robust_residual_adapter,0.3299242424242424,0.5116568016985314,0.5953507762643621,0.5073814605229168,-0.0007575757575757549,0.09090909090909091
hmc,3,1,0.2,no_tta,0.32916666666666666,0.5122740958297098,0.5956400558042536,0.5085090536819943,0.0,0.0
hmc,3,1,0.2,official_t3a,0.35000000000000003,0.49339371479707705,0.5869311316772318,0.4817711796205993,-0.020833333333333332,0.7272727272727273
hmc,3,1,0.2,robust_residual_adapter,0.3299242424242424,0.5116568016985314,0.5953507762643621,0.5073814605229168,-0.0007575757575757549,0.09090909090909091
hmc,3,2,0.1,no_tta,0.40909090909090917,0.453098523513612,0.5442170719676489,0.3911420498852321,0.0,0.0
hmc,3,2,0.1,official_t3a,0.39696969696969703,0.4567335088489516,0.5469325394418889,0.40954219109042733,0.012121212121212128,0.45454545454545453
hmc,3,2,0.1,robust_residual_adapter,0.4106060606060606,0.45169663104925506,0.5433008568431338,0.38883169100588527,-0.0015151515151515097,0.45454545454545453
hmc,3,2,0.2,no_tta,0.40909090909090917,0.453098523513612,0.5442170719676489,0.3911420498852321,0.0,0.0
hmc,3,2,0.2,official_t3a,0.39696969696969703,0.4567335088489516,0.5469325394418889,0.40954219109042733,0.012121212121212128,0.45454545454545453
hmc,3,2,0.2,robust_residual_adapter,0.4106060606060606,0.45169663104925506,0.5433008568431338,0.38883169100588527,-0.0015151515151515097,0.45454545454545453
hmc,3,3,0.1,no_tta,0.4068181818181818,0.47580779378377647,0.5540717365480261,0.4156350887053099,0.0,0.0
hmc,3,3,0.1,official_t3a,0.42916666666666664,0.47801525381257565,0.5661828905092103,0.4132199182353878,-0.022348484848484864,0.5454545454545454
hmc,3,3,0.1,robust_residual_adapter,0.40643939393939393,0.4750877328724327,0.5532703574910541,0.4155821126024328,0.00037878787878787743,0.36363636363636365
hmc,3,3,0.2,no_tta,0.4068181818181818,0.47580779378377647,0.5540717365480261,0.4156350887053099,0.0,0.0
hmc,3,3,0.2,official_t3a,0.42916666666666664,0.47801525381257565,0.5661828905092103,0.4132199182353878,-0.022348484848484864,0.5454545454545454
hmc,3,3,0.2,robust_residual_adapter,0.40643939393939393,0.4750877328724327,0.5532703574910541,0.4155821126024328,0.00037878787878787743,0.36363636363636365
hmc,3,4,0.1,no_tta,0.3140151515151515,0.5599833692260165,0.6539940047938345,0.5303482509492464,0.0,0.0
hmc,3,4,0.1,official_t3a,0.3386363636363636,0.5407165104549038,0.6523909860646242,0.5066218540550825,-0.024621212121212124,0.8181818181818182
hmc,3,4,0.1,robust_residual_adapter,0.31363636363636366,0.5598860210110267,0.6540572405529208,0.5309701179534877,0.00037878787878787494,0.18181818181818182
hmc,3,4,0.2,no_tta,0.3140151515151515,0.5599833692260165,0.6539940047938345,0.5303482509492464,0.0,0.0
hmc,3,4,0.2,official_t3a,0.3386363636363636,0.5407165104549038,0.6523909860646242,0.5066218540550825,-0.024621212121212124,0.8181818181818182
hmc,3,4,0.2,robust_residual_adapter,0.31363636363636366,0.5598860210110267,0.6540572405529208,0.5309701179534877,0.00037878787878787494,0.18181818181818182
hmc,4,0,0.1,no_tta,0.4049242424242424,0.4271111575370554,0.5425781514617117,0.4066814248628386,0.0,0.0
hmc,4,0,0.1,official_t3a,0.4321969696969697,0.4119798376636529,0.5412921160696954,0.3818922424264644,-0.027272727272727285,0.8181818181818182
hmc,4,0,0.1,robust_residual_adapter,0.406439393939394,0.42547538344868774,0.5412059914008549,0.40492721307640295,-0.0015151515151515223,0.5454545454545454
hmc,4,0,0.2,no_tta,0.4049242424242424,0.4271111575370554,0.5425781514617117,0.4066814248628386,0.0,0.0
hmc,4,0,0.2,official_t3a,0.4321969696969697,0.4119798376636529,0.5412921160696954,0.3818922424264644,-0.027272727272727285,0.8181818181818182
hmc,4,0,0.2,robust_residual_adapter,0.406439393939394,0.42547538344868774,0.5412059914008549,0.40492721307640295,-0.0015151515151515223,0.5454545454545454
hmc,4,1,0.1,no_tta,0.5806818181818181,0.32632941847631836,0.43021994142222475,0.2568443498636553,0.0,0.0
hmc,4,1,0.1,official_t3a,0.593560606060606,0.3348504686649466,0.44991645564612365,0.25242427221424446,-0.012878787878787884,0.45454545454545453
hmc,4,1,0.1,robust_residual_adapter,0.5806818181818181,0.3251838523373495,0.42957336996400936,0.2569029378210556,-5.046468293750712e-18,0.18181818181818182
hmc,4,1,0.2,no_tta,0.5806818181818181,0.32632941847631836,0.43021994142222475,0.2568443498636553,0.0,0.0
hmc,4,1,0.2,official_t3a,0.593560606060606,0.3348504686649466,0.44991645564612365,0.25242427221424446,-0.012878787878787884,0.45454545454545453
hmc,4,1,0.2,robust_residual_adapter,0.5806818181818181,0.3251838523373495,0.42957336996400936,0.2569029378210556,-5.046468293750712e-18,0.18181818181818182
hmc,4,2,0.1,no_tta,0.3973484848484849,0.4985160790244316,0.5660164803396106,0.4639657670817513,0.0,0.0
hmc,4,2,0.1,official_t3a,0.4321969696969697,0.46921461624072053,0.5482021506582865,0.42919749254545886,-0.03484848484848485,0.6363636363636364
hmc,4,2,0.1,robust_residual_adapter,0.3977272727272727,0.49796050324300506,0.5658742358765171,0.4636605003751196,-0.00037878787878787743,0.2727272727272727
hmc,4,2,0.2,no_tta,0.3973484848484849,0.4985160790244316,0.5660164803396106,0.4639657670817513,0.0,0.0
hmc,4,2,0.2,official_t3a,0.4321969696969697,0.46921461624072053,0.5482021506582865,0.42919749254545886,-0.03484848484848485,0.6363636363636364
hmc,4,2,0.2,robust_residual_adapter,0.3977272727272727,0.49796050324300506,0.5658742358765171,0.4636605003751196,-0.00037878787878787743,0.2727272727272727
hmc,4,3,0.1,no_tta,0.4776515151515151,0.4288677708756362,0.5306822727012278,0.35802581301426223,0.0,0.0
hmc,4,3,0.1,official_t3a,0.4954545454545455,0.4011640368102541,0.5133556647650364,0.3353765798859289,-0.017803030303030296,0.6363636363636364
hmc,4,3,0.1,robust_residual_adapter,0.4772727272727273,0.4285272107791453,0.5307963531980835,0.35831661948566523,0.0003787878787878875,0.09090909090909091
hmc,4,3,0.2,no_tta,0.4776515151515151,0.4288677708756362,0.5306822727012278,0.35802581301426223,0.0,0.0
hmc,4,3,0.2,official_t3a,0.4954545454545455,0.4011640368102541,0.5133556647650364,0.3353765798859289,-0.017803030303030296,0.6363636363636364
hmc,4,3,0.2,robust_residual_adapter,0.4772727272727273,0.4285272107791453,0.5307963531980835,0.35831661948566523,0.0003787878787878875,0.09090909090909091
hmc,4,4,0.1,no_tta,0.41893939393939394,0.454579246891943,0.5751883593204362,0.37906125004410735,0.0,0.0
hmc,4,4,0.1,official_t3a,0.4462121212121212,0.4282432381764129,0.5485772342421555,0.35801514529179906,-0.02727272727272727,0.7272727272727273
hmc,4,4,0.1,robust_residual_adapter,0.418560606060606,0.4568810345194008,0.5813546298972164,0.37936000705191636,0.0003787878787878825,0.45454545454545453
hmc,4,4,0.2,no_tta,0.41893939393939394,0.454579246891943,0.5751883593204362,0.37906125004410735,0.0,0.0
hmc,4,4,0.2,official_t3a,0.4462121212121212,0.4282432381764129,0.5485772342421555,0.35801514529179906,-0.02727272727272727,0.7272727272727273
hmc,4,4,0.2,robust_residual_adapter,0.418560606060606,0.4568810345194008,0.5813546298972164,0.37936000705191636,0.0003787878787878825,0.45454545454545453
eegmmidb,0,0,0.1,no_tta,0.6148148148148148,0.380271307675139,0.38745039682539684,0.1814718006624457,0.0,0.0
eegmmidb,0,0,0.1,official_t3a,0.5981481481481481,0.39665713840624633,0.4041666666666667,0.20336225367448182,0.016666666666666656,0.2222222222222222
eegmmidb,0,0,0.1,robust_residual_adapter,0.6148148148148148,0.380271307675139,0.38745039682539684,0.1814718006624457,0.0,0.0
eegmmidb,0,0,0.2,no_tta,0.6148148148148148,0.380271307675139,0.38745039682539684,0.1814718006624457,0.0,0.0
eegmmidb,0,0,0.2,official_t3a,0.5981481481481481,0.39665713840624633,0.4041666666666667,0.20336225367448182,0.016666666666666656,0.2222222222222222
eegmmidb,0,0,0.2,robust_residual_adapter,0.6148148148148148,0.380271307675139,0.38745039682539684,0.1814718006624457,0.0,0.0
eegmmidb,0,1,0.1,no_tta,0.5777777777777777,0.40785164225275383,0.42056878306878315,0.2289594848464921,0.0,0.0
eegmmidb,0,1,0.1,official_t3a,0.5925925925925926,0.3845549944265866,0.40611772486772485,0.20882776404348183,-0.014814814814814812,0.5555555555555556
eegmmidb,0,1,0.1,robust_residual_adapter,0.585185185185185,0.4009101172068239,0.4133928571428571,0.2191072386678148,-0.007407407407407406,0.4444444444444444
eegmmidb,0,1,0.2,no_tta,0.5777777777777777,0.40785164225275383,0.42056878306878315,0.2289594848464921,0.0,0.0
eegmmidb,0,1,0.2,official_t3a,0.5925925925925926,0.3845549944265866,0.40611772486772485,0.20882776404348183,-0.014814814814814812,0.5555555555555556
eegmmidb,0,1,0.2,robust_residual_adapter,0.585185185185185,0.4009101172068239,0.4133928571428571,0.2191072386678148,-0.007407407407407406,0.4444444444444444
eegmmidb,0,2,0.1,no_tta,0.6037037037037036,0.3922748497015228,0.3974537037037037,0.19511415241070232,0.0,0.0
eegmmidb,0,2,0.1,official_t3a,0.5907407407407408,0.4021502672065371,0.41008597883597886,0.212730675249588,0.012962962962962973,0.3333333333333333
eegmmidb,0,2,0.1,robust_residual_adapter,0.6037037037037036,0.39160511925024494,0.3974537037037037,0.1952110587898848,0.0,0.0
eegmmidb,0,2,0.2,no_tta,0.6037037037037036,0.3922748497015228,0.3974537037037037,0.19511415241070232,0.0,0.0
eegmmidb,0,2,0.2,official_t3a,0.5907407407407408,0.4021502672065371,0.41008597883597886,0.212730675249588,0.012962962962962973,0.3333333333333333
eegmmidb,0,2,0.2,robust_residual_adapter,0.6037037037037036,0.39160511925024494,0.3974537037037037,0.1952110587898848,0.0,0.0
eegmmidb,0,3,0.1,no_tta,0.5129629629629631,0.48362328881444977,0.4864252645502645,0.3152587746776225,0.0,0.0
eegmmidb,0,3,0.1,official_t3a,0.5351851851851852,0.4610775747476937,0.4641369047619048,0.2857231509139161,-0.022222222222222223,0.5555555555555556
eegmmidb,0,3,0.1,robust_residual_adapter,0.5092592592592593,0.4881738283649893,0.4902612433862433,0.3202344692022542,0.003703703703703703,0.0
eegmmidb,0,3,0.2,no_tta,0.5129629629629631,0.48362328881444977,0.4864252645502645,0.3152587746776225,0.0,0.0
eegmmidb,0,3,0.2,official_t3a,0.5351851851851852,0.4610775747476937,0.4641369047619048,0.2857231509139161,-0.022222222222222223,0.5555555555555556
eegmmidb,0,3,0.2,robust_residual_adapter,0.5092592592592593,0.4881738283649893,0.4902612433862433,0.3202344692022542,0.003703703703703703,0.0
eegmmidb,0,4,0.1,no_tta,0.6143518518518518,0.38044029337875357,0.38665674603174605,0.18133784635957753,0.0,0.0
eegmmidb,0,4,0.1,official_t3a,0.6097222222222222,0.37984391799437606,0.39130291005291,0.1874809485410384,0.004629629629629626,0.2222222222222222
eegmmidb,0,4,0.1,robust_residual_adapter,0.6101851851851853,0.3851105864803228,0.39095568783068785,0.186922479909564,0.004166666666666664,0.0
eegmmidb,0,4,0.2,no_tta,0.6143518518518518,0.38044029337875357,0.38665674603174605,0.18133784635957753,0.0,0.0
eegmmidb,0,4,0.2,official_t3a,0.6097222222222222,0.37984391799437606,0.39130291005291,0.1874809485410384,0.004629629629629626,0.2222222222222222
eegmmidb,0,4,0.2,robust_residual_adapter,0.6101851851851853,0.3851105864803228,0.39095568783068785,0.186922479909564,0.004166666666666664,0.0
eegmmidb,1,0,0.1,no_tta,0.519298245614035,0.4700348328253195,0.48396715167548504,0.30829859528043446,0.0,0.0
eegmmidb,1,0,0.1,official_t3a,0.5158869395711502,0.47248570495677733,0.4886794532627866,0.3131544848730125,0.0034113060428849823,0.3333333333333333
eegmmidb,1,0,0.1,robust_residual_adapter,0.5174463937621833,0.471669888116057,0.4860670194003528,0.3107525775903121,0.0018518518518518328,0.1111111111111111
eegmmidb,1,0,0.2,no_tta,0.519298245614035,0.4700348328253195,0.48396715167548504,0.30829859528043446,0.0,0.0
eegmmidb,1,0,0.2,official_t3a,0.5158869395711502,0.47248570495677733,0.4886794532627866,0.3131544848730125,0.0034113060428849823,0.3333333333333333
eegmmidb,1,0,0.2,robust_residual_adapter,0.5174463937621833,0.471669888116057,0.4860670194003528,0.3107525775903121,0.0018518518518518328,0.1111111111111111
eegmmidb,1,1,0.1,no_tta,0.6240740740740741,0.3707701184339387,0.37569444444444444,0.16782926481254062,0.0,0.0
eegmmidb,1,1,0.1,official_t3a,0.6314814814814815,0.36028202572280366,0.36942791005291004,0.15824519737501636,-0.007407407407407406,0.3333333333333333
eegmmidb,1,1,0.1,robust_residual_adapter,0.6240740740740741,0.3706847796389225,0.37569444444444444,0.16782926481254062,0.0,0.0
eegmmidb,1,1,0.2,no_tta,0.6240740740740741,0.3707701184339387,0.37569444444444444,0.16782926481254062,0.0,0.0
eegmmidb,1,1,0.2,official_t3a,0.6314814814814815,0.36028202572280366,0.36942791005291004,0.15824519737501636,-0.007407407407407406,0.3333333333333333
eegmmidb,1,1,0.2,robust_residual_adapter,0.6240740740740741,0.3706847796389225,0.37569444444444444,0.16782926481254062,0.0,0.0
eegmmidb,1,2,0.1,no_tta,0.5944444444444444,0.3945329777098839,0.40692791005291,0.2085101658826095,0.0,0.0
eegmmidb,1,2,0.1,official_t3a,0.5814814814814814,0.40043303475497916,0.4198247354497354,0.22594098470926818,0.01296296296296296,0.1111111111111111
eegmmidb,1,2,0.1,robust_residual_adapter,0.5962962962962963,0.39132011412985945,0.4052083333333333,0.2061544890216791,-0.0018518518518518515,0.2222222222222222
eegmmidb,1,2,0.2,no_tta,0.5944444444444444,0.3945329777098839,0.40692791005291,0.2085101658826095,0.0,0.0
eegmmidb,1,2,0.2,official_t3a,0.5814814814814814,0.40043303475497916,0.4198247354497354,0.22594098470926818,0.01296296296296296,0.1111111111111111
