seed,fold,subject_id,task,condition,balanced_accuracy
0,0,33,mi,keep_UM,0.93
0,0,36,mi,keep_UM,0.975
0,0,40,mi,keep_UM,0.685
0,0,47,mi,keep_UM,0.815
0,0,50,mi,keep_UM,0.545
0,0,53,mi,keep_UM,0.765
0,0,13,mi,erase_PCA,0.52
0,0,14,mi,erase_PCA,0.515
0,0,19,mi,erase_PCA,0.63
0,0,2,mi,erase_PCA,0.515
0,0,32,mi,erase_PCA,0.685
0,0,33,mi,erase_PCA,0.69
0,0,36,mi,erase_PCA,0.76
0,0,40,mi,erase_PCA,0.55
0,0,47,mi,erase_PCA,0.505
0,0,50,mi,erase_PCA,0.5549999999999999
0,0,53,mi,erase_PCA,0.53
0,0,13,mi,residualized_raw,0.615
0,0,14,mi,residualized_raw,0.71
0,0,19,mi,residualized_raw,0.7849999999999999
0,0,2,mi,residualized_raw,0.71
0,0,32,mi,residualized_raw,0.87
0,0,33,mi,residualized_raw,0.93
0,0,36,mi,residualized_raw,0.97
0,0,40,mi,residualized_raw,0.73
0,0,47,mi,residualized_raw,0.8
0,0,50,mi,residualized_raw,0.53
0,0,53,mi,residualized_raw,0.75
0,0,13,mi,residualized_erase_UL,0.54
0,0,14,mi,residualized_erase_UL,0.65
0,0,19,mi,residualized_erase_UL,0.8049999999999999
0,0,2,mi,residualized_erase_UL,0.68
0,0,32,mi,residualized_erase_UL,0.785
0,0,33,mi,residualized_erase_UL,0.855
0,0,36,mi,residualized_erase_UL,0.925
0,0,40,mi,residualized_erase_UL,0.685
0,0,47,mi,residualized_erase_UL,0.655
0,0,50,mi,residualized_erase_UL,0.635
0,0,53,mi,residualized_erase_UL,0.645
0,0,13,mi,residualized_erase_UM,0.56
0,0,14,mi,residualized_erase_UM,0.625
0,0,19,mi,residualized_erase_UM,0.76
0,0,2,mi,residualized_erase_UM,0.615
0,0,32,mi,residualized_erase_UM,0.74
0,0,33,mi,residualized_erase_UM,0.835
0,0,36,mi,residualized_erase_UM,0.705
0,0,40,mi,residualized_erase_UM,0.655
0,0,47,mi,residualized_erase_UM,0.6000000000000001
0,0,50,mi,residualized_erase_UM,0.61
0,0,53,mi,residualized_erase_UM,0.58
0,0,13,erp,raw,0.6137878787878788
0,0,14,erp,raw,0.6098484848484849
0,0,19,erp,raw,0.7003030303030302
0,0,2,erp,raw,0.7474242424242424
0,0,32,erp,raw,0.7181818181818183
0,0,33,erp,raw,0.5848484848484848
0,0,36,erp,raw,0.688030303030303
0,0,40,erp,raw,0.625909090909091
0,0,47,erp,raw,0.6959090909090909
0,0,50,erp,raw,0.5725757575757575
0,0,53,erp,raw,0.5992424242424242
0,0,13,erp,erase_UL,0.6725757575757576
0,0,14,erp,erase_UL,0.616969696969697
0,0,19,erp,erase_UL,0.6872727272727273
0,0,2,erp,erase_UL,0.731060606060606
0,0,32,erp,erase_UL,0.7009090909090909
0,0,33,erp,erase_UL,0.6477272727272727
0,0,36,erp,erase_UL,0.6933333333333334
0,0,40,erp,erase_UL,0.6219696969696971
0,0,47,erp,erase_UL,0.7163636363636363
0,0,50,erp,erase_UL,0.5734848484848485
0,0,53,erp,erase_UL,0.6018181818181818
0,0,13,erp,erase_UM,0.668939393939394
0,0,14,erp,erase_UM,0.6184848484848485
0,0,19,erp,erase_UM,0.6790909090909091
0,0,2,erp,erase_UM,0.7136363636363636
0,0,32,erp,erase_UM,0.6884848484848485
0,0,33,erp,erase_UM,0.6374242424242424
0,0,36,erp,erase_UM,0.6945454545454546
0,0,40,erp,erase_UM,0.6174242424242424
0,0,47,erp,erase_UM,0.7206060606060607
0,0,50,erp,erase_UM,0.571969696969697
0,0,53,erp,erase_UM,0.5925757575757575
0,0,13,erp,erase_ULM,0.6609090909090909
0,0,14,erp,erase_ULM,0.6203030303030304
0,0,19,erp,erase_ULM,0.6751515151515152
0,0,2,erp,erase_ULM,0.6783333333333333
0,0,32,erp,erase_ULM,0.6736363636363636
0,0,33,erp,erase_ULM,0.6365151515151515
0,0,36,erp,erase_ULM,0.6901515151515152
0,0,40,erp,erase_ULM,0.6224242424242424
0,0,47,erp,erase_ULM,0.706969696969697
0,0,50,erp,erase_ULM,0.5586363636363636
0,0,53,erp,erase_ULM,0.5866666666666667
0,0,13,erp,keep_UL,0.5037878787878788
0,0,14,erp,keep_UL,0.5736363636363637
0,0,19,erp,keep_UL,0.6412121212121212
0,0,2,erp,keep_UL,0.6975757575757575
0,0,32,erp,keep_UL,0.6122727272727273
0,0,33,erp,keep_UL,0.5140909090909092
0,0,36,erp,keep_UL,0.5725757575757575
0,0,40,erp,keep_UL,0.5895454545454546
0,0,47,erp,keep_UL,0.6354545454545455
0,0,50,erp,keep_UL,0.5603030303030303
0,0,53,erp,keep_UL,0.5292424242424243
0,0,13,erp,keep_UM,0.505
0,0,14,erp,keep_UM,0.5734848484848485
0,0,19,erp,keep_UM,0.6424242424242425
0,0,2,erp,keep_UM,0.6859090909090909
0,0,32,erp,keep_UM,0.6387878787878788
0,0,33,erp,keep_UM,0.5174242424242425
0,0,36,erp,keep_UM,0.5775757575757576
0,0,40,erp,keep_UM,0.5857575757575757
0,0,47,erp,keep_UM,0.633030303030303
0,0,50,erp,keep_UM,0.5704545454545454
0,0,53,erp,keep_UM,0.5207575757575758
0,0,13,erp,erase_PCA,0.6422727272727273
0,0,14,erp,erase_PCA,0.6101515151515151
0,0,19,erp,erase_PCA,0.6754545454545455
0,0,2,erp,erase_PCA,0.7007575757575757
0,0,32,erp,erase_PCA,0.6246969696969698
0,0,33,erp,erase_PCA,0.608030303030303
0,0,36,erp,erase_PCA,0.6389393939393939
0,0,40,erp,erase_PCA,0.6203030303030304
0,0,47,erp,erase_PCA,0.6959090909090909
0,0,50,erp,erase_PCA,0.5413636363636364
0,0,53,erp,erase_PCA,0.5822727272727273
0,0,13,erp,residualized_raw,0.6162121212121212
0,0,14,erp,residualized_raw,0.6093939393939394
0,0,19,erp,residualized_raw,0.7004545454545454
0,0,2,erp,residualized_raw,0.7460606060606061
0,0,32,erp,residualized_raw,0.7181818181818183
0,0,33,erp,residualized_raw,0.5857575757575757
0,0,36,erp,residualized_raw,0.6909090909090909
0,0,40,erp,residualized_raw,0.625909090909091
0,0,47,erp,residualized_raw,0.6956060606060606
0,0,50,erp,residualized_raw,0.5721212121212121
0,0,53,erp,residualized_raw,0.5981818181818181
0,0,13,erp,residualized_erase_UL,0.6754545454545455
0,0,14,erp,residualized_erase_UL,0.616060606060606
0,0,19,erp,residualized_erase_UL,0.687878787878788
0,0,2,erp,residualized_erase_UL,0.7278787878787879
0,0,32,erp,residualized_erase_UL,0.6959090909090909
0,0,33,erp,residualized_erase_UL,0.6451515151515153
0,0,36,erp,residualized_erase_UL,0.6940909090909091
0,0,40,erp,residualized_erase_UL,0.6189393939393939
0,0,47,erp,residualized_erase_UL,0.7174242424242424
0,0,50,erp,residualized_erase_UL,0.5765151515151515
0,0,53,erp,residualized_erase_UL,0.6013636363636363
0,0,13,erp,residualized_erase_UM,0.6721212121212121
0,0,14,erp,residualized_erase_UM,0.6190909090909091
0,0,19,erp,residualized_erase_UM,0.6787878787878788
0,0,2,erp,residualized_erase_UM,0.7157575757575758
0,0,32,erp,residualized_erase_UM,0.6877272727272727
0,0,33,erp,residualized_erase_UM,0.6434848484848485
0,0,36,erp,residualized_erase_UM,0.6962121212121213
0,0,40,erp,residualized_erase_UM,0.6165151515151515
0,0,47,erp,residualized_erase_UM,0.7209090909090909
0,0,50,erp,residualized_erase_UM,0.5712121212121212
0,0,53,erp,residualized_erase_UM,0.5877272727272727
0,0,13,ssvep,raw,0.945
0,0,14,ssvep,raw,0.8049999999999999
0,0,19,ssvep,raw,0.98
0,0,2,ssvep,raw,0.995
0,0,32,ssvep,raw,0.9
0,0,33,ssvep,raw,0.965
0,0,36,ssvep,raw,1.0
0,0,40,ssvep,raw,0.905
0,0,47,ssvep,raw,0.6799999999999999
0,0,50,ssvep,raw,0.995
0,0,53,ssvep,raw,1.0
0,0,13,ssvep,erase_UL,0.905
0,0,14,ssvep,erase_UL,0.7899999999999999
0,0,19,ssvep,erase_UL,0.99
0,0,2,ssvep,erase_UL,0.99
0,0,32,ssvep,erase_UL,0.855
0,0,33,ssvep,erase_UL,0.945
0,0,36,ssvep,erase_UL,1.0
0,0,40,ssvep,erase_UL,0.92
0,0,47,ssvep,erase_UL,0.6699999999999999
0,0,50,ssvep,erase_UL,1.0
0,0,53,ssvep,erase_UL,1.0
0,0,13,ssvep,erase_UM,0.85
0,0,14,ssvep,erase_UM,0.6799999999999999
0,0,19,ssvep,erase_UM,1.0
0,0,2,ssvep,erase_UM,1.0
0,0,32,ssvep,erase_UM,0.76
0,0,33,ssvep,erase_UM,0.82
0,0,36,ssvep,erase_UM,1.0
0,0,40,ssvep,erase_UM,0.92
0,0,47,ssvep,erase_UM,0.62
0,0,50,ssvep,erase_UM,0.995
0,0,53,ssvep,erase_UM,1.0
0,0,13,ssvep,erase_ULM,0.865
0,0,14,ssvep,erase_ULM,0.705
0,0,19,ssvep,erase_ULM,0.985
0,0,2,ssvep,erase_ULM,0.99
0,0,32,ssvep,erase_ULM,0.8
0,0,33,ssvep,erase_ULM,0.85
0,0,36,ssvep,erase_ULM,1.0
0,0,40,ssvep,erase_ULM,0.92
0,0,47,ssvep,erase_ULM,0.655
0,0,50,ssvep,erase_ULM,0.975
0,0,53,ssvep,erase_ULM,1.0
0,0,13,ssvep,keep_UL,0.53
0,0,14,ssvep,keep_UL,0.47
0,0,19,ssvep,keep_UL,0.63
0,0,2,ssvep,keep_UL,0.77
0,0,32,ssvep,keep_UL,0.53
0,0,33,ssvep,keep_UL,0.31
0,0,36,ssvep,keep_UL,0.765
0,0,40,ssvep,keep_UL,0.695
0,0,47,ssvep,keep_UL,0.415
0,0,50,ssvep,keep_UL,0.775
0,0,53,ssvep,keep_UL,0.665
0,0,13,ssvep,keep_UM,0.9
0,0,14,ssvep,keep_UM,0.7899999999999999
0,0,19,ssvep,keep_UM,0.925
0,0,2,ssvep,keep_UM,0.985
0,0,32,ssvep,keep_UM,0.915
0,0,33,ssvep,keep_UM,0.7449999999999999
0,0,36,ssvep,keep_UM,1.0
0,0,40,ssvep,keep_UM,0.85
0,0,47,ssvep,keep_UM,0.625
0,0,50,ssvep,keep_UM,0.99
0,0,53,ssvep,keep_UM,0.995
0,0,13,ssvep,erase_PCA,0.78
0,0,14,ssvep,erase_PCA,0.645
0,0,19,ssvep,erase_PCA,0.99
0,0,2,ssvep,erase_PCA,0.97
0,0,32,ssvep,erase_PCA,0.7899999999999999
0,0,33,ssvep,erase_PCA,0.725
0,0,36,ssvep,erase_PCA,0.975
0,0,40,ssvep,erase_PCA,0.89
0,0,47,ssvep,erase_PCA,0.585
0,0,50,ssvep,erase_PCA,0.99
0,0,53,ssvep,erase_PCA,0.985
0,0,13,ssvep,residualized_raw,0.945
0,0,14,ssvep,residualized_raw,0.8049999999999999
0,0,19,ssvep,residualized_raw,0.98
0,0,2,ssvep,residualized_raw,0.995
0,0,32,ssvep,residualized_raw,0.9
0,0,33,ssvep,residualized_raw,0.965
0,0,36,ssvep,residualized_raw,1.0
0,0,40,ssvep,residualized_raw,0.905
0,0,47,ssvep,residualized_raw,0.6799999999999999
0,0,50,ssvep,residualized_raw,0.995
0,0,53,ssvep,residualized_raw,1.0
0,0,13,ssvep,residualized_erase_UL,0.905
0,0,14,ssvep,residualized_erase_UL,0.7899999999999999
0,0,19,ssvep,residualized_erase_UL,0.99
0,0,2,ssvep,residualized_erase_UL,0.99
0,0,32,ssvep,residualized_erase_UL,0.855
0,0,33,ssvep,residualized_erase_UL,0.945
0,0,36,ssvep,residualized_erase_UL,1.0
0,0,40,ssvep,residualized_erase_UL,0.92
0,0,47,ssvep,residualized_erase_UL,0.6699999999999999
0,0,50,ssvep,residualized_erase_UL,1.0
0,0,53,ssvep,residualized_erase_UL,1.0
0,0,13,ssvep,residualized_erase_UM,0.85
0,0,14,ssvep,residualized_erase_UM,0.69
0,0,19,ssvep,residualized_erase_UM,1.0
0,0,2,ssvep,residualized_erase_UM,1.0
0,0,32,ssvep,residualized_erase_UM,0.76
0,0,33,ssvep,residualized_erase_UM,0.82
0,0,36,ssvep,residualized_erase_UM,1.0
0,0,40,ssvep,residualized_erase_UM,0.92
0,0,47,ssvep,residualized_erase_UM,0.62
0,0,50,ssvep,residualized_erase_UM,0.995
0,0,53,ssvep,residualized_erase_UM,1.0
0,1,1,mi,raw,0.79
0,1,10,mi,raw,0.7749999999999999
0,1,16,mi,raw,0.845
0,1,25,mi,raw,0.88
0,1,35,mi,raw,0.85
0,1,42,mi,raw,0.75
0,1,43,mi,raw,0.81
0,1,45,mi,raw,0.8400000000000001
0,1,48,mi,raw,0.615
0,1,5,mi,raw,0.87
0,1,6,mi,raw,0.875
0,1,1,mi,erase_UL,0.775
0,1,10,mi,erase_UL,0.56
0,1,16,mi,erase_UL,0.8600000000000001
0,1,25,mi,erase_UL,0.8049999999999999
0,1,35,mi,erase_UL,0.91
0,1,42,mi,erase_UL,0.685
0,1,43,mi,erase_UL,0.7849999999999999
0,1,45,mi,erase_UL,0.72
0,1,48,mi,erase_UL,0.6000000000000001
0,1,5,mi,erase_UL,0.845
0,1,6,mi,erase_UL,0.86
0,1,1,mi,erase_UM,0.76
0,1,10,mi,erase_UM,0.595
0,1,16,mi,erase_UM,0.855
0,1,25,mi,erase_UM,0.765
0,1,35,mi,erase_UM,0.8700000000000001
0,1,42,mi,erase_UM,0.675
0,1,43,mi,erase_UM,0.8049999999999999
0,1,45,mi,erase_UM,0.7649999999999999
0,1,48,mi,erase_UM,0.62
0,1,5,mi,erase_UM,0.8500000000000001
0,1,6,mi,erase_UM,0.825
0,1,1,mi,erase_ULM,0.735
0,1,10,mi,erase_ULM,0.6699999999999999
0,1,16,mi,erase_ULM,0.87
0,1,25,mi,erase_ULM,0.825
0,1,35,mi,erase_ULM,0.925
0,1,42,mi,erase_ULM,0.675
0,1,43,mi,erase_ULM,0.77
0,1,45,mi,erase_ULM,0.6950000000000001
0,1,48,mi,erase_ULM,0.645
0,1,5,mi,erase_ULM,0.8400000000000001
0,1,6,mi,erase_ULM,0.86
0,1,1,mi,keep_UL,0.765
0,1,10,mi,keep_UL,0.775
0,1,16,mi,keep_UL,0.8049999999999999
0,1,25,mi,keep_UL,0.8200000000000001
0,1,35,mi,keep_UL,0.775
0,1,42,mi,keep_UL,0.73
0,1,43,mi,keep_UL,0.72
0,1,45,mi,keep_UL,0.87
0,1,48,mi,keep_UL,0.595
0,1,5,mi,keep_UL,0.835
0,1,6,mi,keep_UL,0.855
0,1,1,mi,keep_UM,0.7649999999999999
0,1,10,mi,keep_UM,0.76
0,1,16,mi,keep_UM,0.825
0,1,25,mi,keep_UM,0.85
0,1,35,mi,keep_UM,0.765
0,1,42,mi,keep_UM,0.72
0,1,43,mi,keep_UM,0.7849999999999999
0,1,45,mi,keep_UM,0.825
0,1,48,mi,keep_UM,0.62
0,1,5,mi,keep_UM,0.84
0,1,6,mi,keep_UM,0.8600000000000001
0,1,1,mi,erase_PCA,0.6299999999999999
0,1,10,mi,erase_PCA,0.7050000000000001
0,1,16,mi,erase_PCA,0.3999999999999999
0,1,25,mi,erase_PCA,0.37
0,1,35,mi,erase_PCA,0.275
0,1,42,mi,erase_PCA,0.5
0,1,43,mi,erase_PCA,0.625
0,1,45,mi,erase_PCA,0.665
0,1,48,mi,erase_PCA,0.49
0,1,5,mi,erase_PCA,0.585
0,1,6,mi,erase_PCA,0.475
0,1,1,mi,residualized_raw,0.79
0,1,10,mi,residualized_raw,0.78
0,1,16,mi,residualized_raw,0.845
0,1,25,mi,residualized_raw,0.88
0,1,35,mi,residualized_raw,0.85
0,1,42,mi,residualized_raw,0.75
0,1,43,mi,residualized_raw,0.81
0,1,45,mi,residualized_raw,0.845
0,1,48,mi,residualized_raw,0.605
0,1,5,mi,residualized_raw,0.87
0,1,6,mi,residualized_raw,0.87
0,1,1,mi,residualized_erase_UL,0.775
0,1,10,mi,residualized_erase_UL,0.56
0,1,16,mi,residualized_erase_UL,0.8600000000000001
0,1,25,mi,residualized_erase_UL,0.8049999999999999
0,1,35,mi,residualized_erase_UL,0.915
0,1,42,mi,residualized_erase_UL,0.6799999999999999
0,1,43,mi,residualized_erase_UL,0.79
0,1,45,mi,residualized_erase_UL,0.7250000000000001
0,1,48,mi,residualized_erase_UL,0.6000000000000001
0,1,5,mi,residualized_erase_UL,0.845
0,1,6,mi,residualized_erase_UL,0.86
0,1,1,mi,residualized_erase_UM,0.75
0,1,10,mi,residualized_erase_UM,0.6
0,1,16,mi,residualized_erase_UM,0.85
0,1,25,mi,residualized_erase_UM,0.77
0,1,35,mi,residualized_erase_UM,0.875
0,1,42,mi,residualized_erase_UM,0.6699999999999999
0,1,43,mi,residualized_erase_UM,0.8049999999999999
0,1,45,mi,residualized_erase_UM,0.76
0,1,48,mi,residualized_erase_UM,0.615
0,1,5,mi,residualized_erase_UM,0.855
0,1,6,mi,residualized_erase_UM,0.83
0,1,1,erp,raw,0.5910606060606061
0,1,10,erp,raw,0.6306060606060606
0,1,16,erp,raw,0.6566666666666666
0,1,25,erp,raw,0.6481818181818182
0,1,35,erp,raw,0.6634848484848486
0,1,42,erp,raw,0.7304545454545455
0,1,43,erp,raw,0.6848484848484848
0,1,45,erp,raw,0.5183333333333333
0,1,48,erp,raw,0.6766666666666667
0,1,5,erp,raw,0.5746969696969697
0,1,6,erp,raw,0.6448484848484849
0,1,1,erp,erase_UL,0.573939393939394
0,1,10,erp,erase_UL,0.6284848484848485
0,1,16,erp,erase_UL,0.6531818181818181
0,1,25,erp,erase_UL,0.6616666666666666
0,1,35,erp,erase_UL,0.6759090909090909
0,1,42,erp,erase_UL,0.7124242424242424
0,1,43,erp,erase_UL,0.6962121212121212
0,1,45,erp,erase_UL,0.5195454545454545
0,1,48,erp,erase_UL,0.6759090909090909
0,1,5,erp,erase_UL,0.5813636363636364
0,1,6,erp,erase_UL,0.6565151515151515
0,1,1,erp,erase_UM,0.5763636363636364
0,1,10,erp,erase_UM,0.628030303030303
0,1,16,erp,erase_UM,0.6486363636363637
0,1,25,erp,erase_UM,0.651969696969697
0,1,35,erp,erase_UM,0.6643939393939394
0,1,42,erp,erase_UM,0.7059090909090909
0,1,43,erp,erase_UM,0.6843939393939393
0,1,45,erp,erase_UM,0.5227272727272727
0,1,48,erp,erase_UM,0.6716666666666666
0,1,5,erp,erase_UM,0.5803030303030303
0,1,6,erp,erase_UM,0.6643939393939394
0,1,1,erp,erase_ULM,0.5824242424242424
0,1,10,erp,erase_ULM,0.6165151515151515
0,1,16,erp,erase_ULM,0.6403030303030304
0,1,25,erp,erase_ULM,0.6392424242424243
0,1,35,erp,erase_ULM,0.6671212121212121
0,1,42,erp,erase_ULM,0.7062121212121212
0,1,43,erp,erase_ULM,0.6751515151515151
0,1,45,erp,erase_ULM,0.5353030303030303
0,1,48,erp,erase_ULM,0.6687878787878787
0,1,5,erp,erase_ULM,0.5783333333333334
0,1,6,erp,erase_ULM,0.6416666666666667
0,1,1,erp,keep_UL,0.53
0,1,10,erp,keep_UL,0.5204545454545455
0,1,16,erp,keep_UL,0.5928787878787879
0,1,25,erp,keep_UL,0.5222727272727272
0,1,35,erp,keep_UL,0.566060606060606
0,1,42,erp,keep_UL,0.5695454545454546
0,1,43,erp,keep_UL,0.541060606060606
0,1,45,erp,keep_UL,0.5274242424242424
0,1,48,erp,keep_UL,0.5307575757575758
0,1,5,erp,keep_UL,0.5159090909090909
0,1,6,erp,keep_UL,0.5413636363636364
0,1,1,erp,keep_UM,0.5424242424242425
0,1,10,erp,keep_UM,0.5551515151515152
0,1,16,erp,keep_UM,0.6113636363636363
0,1,25,erp,keep_UM,0.5515151515151515
0,1,35,erp,keep_UM,0.566060606060606
0,1,42,erp,keep_UM,0.6110606060606061
0,1,43,erp,keep_UM,0.5665151515151515
0,1,45,erp,keep_UM,0.506969696969697
0,1,48,erp,keep_UM,0.5777272727272728
0,1,5,erp,keep_UM,0.5243939393939394
0,1,6,erp,keep_UM,0.5621212121212121
0,1,1,erp,erase_PCA,0.5866666666666667
0,1,10,erp,erase_PCA,0.6177272727272727
0,1,16,erp,erase_PCA,0.6422727272727273
0,1,25,erp,erase_PCA,0.6412121212121212
0,1,35,erp,erase_PCA,0.6486363636363637
0,1,42,erp,erase_PCA,0.7046969696969697
0,1,43,erp,erase_PCA,0.6909090909090909
0,1,45,erp,erase_PCA,0.5192424242424243
0,1,48,erp,erase_PCA,0.6651515151515152
0,1,5,erp,erase_PCA,0.5865151515151514
0,1,6,erp,erase_PCA,0.6506060606060606
0,1,1,erp,residualized_raw,0.5916666666666666
0,1,10,erp,residualized_raw,0.6322727272727273
0,1,16,erp,residualized_raw,0.6587878787878788
0,1,25,erp,residualized_raw,0.6463636363636364
0,1,35,erp,residualized_raw,0.6675757575757575
0,1,42,erp,residualized_raw,0.7293939393939395
0,1,43,erp,residualized_raw,0.685
0,1,45,erp,residualized_raw,0.5196969696969697
0,1,48,erp,residualized_raw,0.6787878787878788
0,1,5,erp,residualized_raw,0.5750000000000001
0,1,6,erp,residualized_raw,0.6412121212121211
0,1,1,erp,residualized_erase_UL,0.5756060606060607
0,1,10,erp,residualized_erase_UL,0.6301515151515151
0,1,16,erp,residualized_erase_UL,0.6521212121212121
0,1,25,erp,residualized_erase_UL,0.6609090909090909
0,1,35,erp,residualized_erase_UL,0.6742424242424243
0,1,42,erp,residualized_erase_UL,0.7140909090909091
0,1,43,erp,residualized_erase_UL,0.6984848484848485
0,1,45,erp,residualized_erase_UL,0.5203030303030303
0,1,48,erp,residualized_erase_UL,0.6753030303030303
0,1,5,erp,residualized_erase_UL,0.5854545454545454
0,1,6,erp,residualized_erase_UL,0.6551515151515152
0,1,1,erp,residualized_erase_UM,0.5768181818181819
0,1,10,erp,residualized_erase_UM,0.6283333333333334
0,1,16,erp,residualized_erase_UM,0.6453030303030303
0,1,25,erp,residualized_erase_UM,0.6499999999999999
0,1,35,erp,residualized_erase_UM,0.665
0,1,42,erp,residualized_erase_UM,0.707121212121212
0,1,43,erp,residualized_erase_UM,0.6851515151515152
0,1,45,erp,residualized_erase_UM,0.5236363636363637
0,1,48,erp,residualized_erase_UM,0.6698484848484848
0,1,5,erp,residualized_erase_UM,0.5796969696969697
0,1,6,erp,residualized_erase_UM,0.6631818181818182
0,1,1,ssvep,raw,0.96
0,1,10,ssvep,raw,1.0
0,1,16,ssvep,raw,1.0
0,1,25,ssvep,raw,1.0
0,1,35,ssvep,raw,0.8900000000000001
0,1,42,ssvep,raw,0.8400000000000001
0,1,43,ssvep,raw,1.0
0,1,45,ssvep,raw,0.955
0,1,48,ssvep,raw,0.995
0,1,5,ssvep,raw,0.825
0,1,6,ssvep,raw,1.0
0,1,1,ssvep,erase_UL,0.965
0,1,10,ssvep,erase_UL,1.0
0,1,16,ssvep,erase_UL,1.0
0,1,25,ssvep,erase_UL,0.99
0,1,35,ssvep,erase_UL,0.92
0,1,42,ssvep,erase_UL,0.8200000000000001
0,1,43,ssvep,erase_UL,1.0
0,1,45,ssvep,erase_UL,0.96
0,1,48,ssvep,erase_UL,0.995
0,1,5,ssvep,erase_UL,0.8049999999999999
0,1,6,ssvep,erase_UL,0.995
0,1,1,ssvep,erase_UM,0.96
0,1,10,ssvep,erase_UM,1.0
0,1,16,ssvep,erase_UM,1.0
0,1,25,ssvep,erase_UM,0.97
0,1,35,ssvep,erase_UM,0.915
0,1,42,ssvep,erase_UM,0.825
0,1,43,ssvep,erase_UM,1.0
0,1,45,ssvep,erase_UM,0.94
0,1,48,ssvep,erase_UM,0.995
0,1,5,ssvep,erase_UM,0.8099999999999999
0,1,6,ssvep,erase_UM,0.995
0,1,1,ssvep,erase_ULM,0.935
0,1,10,ssvep,erase_ULM,0.995
0,1,16,ssvep,erase_ULM,0.985
0,1,25,ssvep,erase_ULM,0.97
0,1,35,ssvep,erase_ULM,0.875
0,1,42,ssvep,erase_ULM,0.8050000000000002
0,1,43,ssvep,erase_ULM,1.0
0,1,45,ssvep,erase_ULM,0.855
0,1,48,ssvep,erase_ULM,0.99
0,1,5,ssvep,erase_ULM,0.7549999999999999
0,1,6,ssvep,erase_ULM,0.985
0,1,1,ssvep,keep_UL,0.715
0,1,10,ssvep,keep_UL,0.87
0,1,16,ssvep,keep_UL,0.85
0,1,25,ssvep,keep_UL,0.8999999999999999
0,1,35,ssvep,keep_UL,0.625
0,1,42,ssvep,keep_UL,0.72
0,1,43,ssvep,keep_UL,0.8999999999999999
0,1,45,ssvep,keep_UL,0.5599999999999999
0,1,48,ssvep,keep_UL,0.91
0,1,5,ssvep,keep_UL,0.505
0,1,6,ssvep,keep_UL,0.8949999999999999
0,1,1,ssvep,keep_UM,0.8
0,1,10,ssvep,keep_UM,0.8400000000000001
0,1,16,ssvep,keep_UM,0.93
0,1,25,ssvep,keep_UM,0.93
0,1,35,ssvep,keep_UM,0.6849999999999999
0,1,42,ssvep,keep_UM,0.765
0,1,43,ssvep,keep_UM,1.0
0,1,45,ssvep,keep_UM,0.665
0,1,48,ssvep,keep_UM,0.97
0,1,5,ssvep,keep_UM,0.59
0,1,6,ssvep,keep_UM,0.86
0,1,1,ssvep,erase_PCA,0.925
0,1,10,ssvep,erase_PCA,1.0
0,1,16,ssvep,erase_PCA,1.0
0,1,25,ssvep,erase_PCA,0.945
