seed,fold,subject_id,task,condition,auroc
0,3,46,ssvep,raw,0.58795166015625
0,3,9,ssvep,raw,0.61285400390625
0,3,15,ssvep,erase_UM,0.9300537109375
0,3,17,ssvep,erase_UM,0.76141357421875
0,3,20,ssvep,erase_UM,0.58154296875
0,3,21,ssvep,erase_UM,0.66326904296875
0,3,24,ssvep,erase_UM,0.6307373046875
0,3,27,ssvep,erase_UM,0.525390625
0,3,28,ssvep,erase_UM,0.50408935546875
0,3,38,ssvep,erase_UM,0.57366943359375
0,3,41,ssvep,erase_UM,0.595703125
0,3,46,ssvep,erase_UM,0.50384521484375
0,3,9,ssvep,erase_UM,0.5291748046875
0,4,11,mi,raw,0.5015869140625
0,4,12,mi,raw,0.57568359375
0,4,23,mi,raw,0.51910400390625
0,4,3,mi,raw,0.58697509765625
0,4,30,mi,raw,0.4735107421875
0,4,31,mi,raw,0.7232666015625
0,4,37,mi,raw,0.6087646484375
0,4,39,mi,raw,0.47625732421875
0,4,49,mi,raw,0.52044677734375
0,4,8,mi,raw,0.63189697265625
0,4,11,mi,erase_UM,0.5648193359375
0,4,12,mi,erase_UM,0.62933349609375
0,4,23,mi,erase_UM,0.590576171875
0,4,3,mi,erase_UM,0.5484619140625
0,4,30,mi,erase_UM,0.51104736328125
0,4,31,mi,erase_UM,0.57806396484375
0,4,37,mi,erase_UM,0.61566162109375
0,4,39,mi,erase_UM,0.55401611328125
0,4,49,mi,erase_UM,0.6324462890625
0,4,8,mi,erase_UM,0.6104736328125
0,4,11,erp,raw,0.55340576171875
0,4,12,erp,raw,0.49249267578125
0,4,23,erp,raw,0.51348876953125
0,4,3,erp,raw,0.47015380859375
0,4,30,erp,raw,0.486572265625
0,4,31,erp,raw,0.5260009765625
0,4,37,erp,raw,0.52978515625
0,4,39,erp,raw,0.57293701171875
0,4,49,erp,raw,0.53167724609375
0,4,8,erp,raw,0.57861328125
0,4,11,erp,erase_UM,0.5208740234375
0,4,12,erp,erase_UM,0.47100830078125
0,4,23,erp,erase_UM,0.4791259765625
0,4,3,erp,erase_UM,0.44793701171875
0,4,30,erp,erase_UM,0.4510498046875
0,4,31,erp,erase_UM,0.49786376953125
0,4,37,erp,erase_UM,0.55133056640625
0,4,39,erp,erase_UM,0.55072021484375
0,4,49,erp,erase_UM,0.51007080078125
0,4,8,erp,erase_UM,0.53765869140625
0,4,11,ssvep,raw,0.64111328125
0,4,12,ssvep,raw,0.67437744140625
0,4,23,ssvep,raw,0.60894775390625
0,4,3,ssvep,raw,0.5667724609375
0,4,30,ssvep,raw,0.59625244140625
0,4,31,ssvep,raw,0.5284423828125
0,4,37,ssvep,raw,0.5645751953125
0,4,39,ssvep,raw,0.6083984375
0,4,49,ssvep,raw,0.84442138671875
0,4,8,ssvep,raw,0.46051025390625
0,4,11,ssvep,erase_UM,0.573974609375
0,4,12,ssvep,erase_UM,0.66717529296875
0,4,23,ssvep,erase_UM,0.57818603515625
0,4,3,ssvep,erase_UM,0.572998046875
0,4,30,ssvep,erase_UM,0.5714111328125
0,4,31,ssvep,erase_UM,0.5450439453125
0,4,37,ssvep,erase_UM,0.60809326171875
0,4,39,ssvep,erase_UM,0.5443115234375
0,4,49,ssvep,erase_UM,0.80316162109375
0,4,8,ssvep,erase_UM,0.55706787109375
1,0,13,mi,raw,0.99884033203125
1,0,14,mi,raw,0.686279296875
1,0,19,mi,raw,0.55865478515625
1,0,2,mi,raw,0.69036865234375
1,0,32,mi,raw,0.54693603515625
1,0,33,mi,raw,0.67755126953125
1,0,36,mi,raw,0.59747314453125
1,0,40,mi,raw,0.56146240234375
1,0,47,mi,raw,0.62860107421875
1,0,50,mi,raw,0.83172607421875
1,0,53,mi,raw,0.614013671875
1,0,13,mi,erase_UM,0.969970703125
1,0,14,mi,erase_UM,0.77081298828125
1,0,19,mi,erase_UM,0.528076171875
1,0,2,mi,erase_UM,0.6798095703125
1,0,32,mi,erase_UM,0.482421875
1,0,33,mi,erase_UM,0.58929443359375
1,0,36,mi,erase_UM,0.5179443359375
1,0,40,mi,erase_UM,0.657958984375
1,0,47,mi,erase_UM,0.63104248046875
1,0,50,mi,erase_UM,0.68853759765625
1,0,53,mi,erase_UM,0.5810546875
1,0,13,erp,raw,0.5950927734375
1,0,14,erp,raw,0.57354736328125
1,0,19,erp,raw,0.57366943359375
1,0,2,erp,raw,0.56915283203125
1,0,32,erp,raw,0.5045166015625
1,0,33,erp,raw,0.573974609375
1,0,36,erp,raw,0.5528564453125
1,0,40,erp,raw,0.54449462890625
1,0,47,erp,raw,0.4669189453125
1,0,50,erp,raw,0.6434326171875
1,0,53,erp,raw,0.5216064453125
1,0,13,erp,erase_UM,0.62603759765625
1,0,14,erp,erase_UM,0.53375244140625
1,0,19,erp,erase_UM,0.42376708984375
1,0,2,erp,erase_UM,0.52362060546875
1,0,32,erp,erase_UM,0.5147705078125
1,0,33,erp,erase_UM,0.6485595703125
1,0,36,erp,erase_UM,0.43609619140625
1,0,40,erp,erase_UM,0.5457763671875
1,0,47,erp,erase_UM,0.45819091796875
1,0,50,erp,erase_UM,0.5484619140625
1,0,53,erp,erase_UM,0.456298828125
1,0,13,ssvep,raw,0.78369140625
1,0,14,ssvep,raw,0.848876953125
1,0,19,ssvep,raw,0.58404541015625
1,0,2,ssvep,raw,0.63067626953125
1,0,32,ssvep,raw,0.51171875
1,0,33,ssvep,raw,0.534423828125
1,0,36,ssvep,raw,0.66302490234375
1,0,40,ssvep,raw,0.685546875
1,0,47,ssvep,raw,0.81671142578125
1,0,50,ssvep,raw,0.660400390625
1,0,53,ssvep,raw,0.65985107421875
1,0,13,ssvep,erase_UM,0.704345703125
1,0,14,ssvep,erase_UM,0.78594970703125
1,0,19,ssvep,erase_UM,0.53021240234375
1,0,2,ssvep,erase_UM,0.70294189453125
1,0,32,ssvep,erase_UM,0.6068115234375
1,0,33,ssvep,erase_UM,0.5531005859375
1,0,36,ssvep,erase_UM,0.65008544921875
1,0,40,ssvep,erase_UM,0.65869140625
1,0,47,ssvep,erase_UM,0.7877197265625
1,0,50,ssvep,erase_UM,0.6632080078125
1,0,53,ssvep,erase_UM,0.51226806640625
1,1,1,mi,raw,0.62615966796875
1,1,10,mi,raw,0.54571533203125
1,1,16,mi,raw,0.650634765625
1,1,25,mi,raw,0.8271484375
1,1,35,mi,raw,0.94769287109375
1,1,42,mi,raw,0.5968017578125
1,1,43,mi,raw,0.65948486328125
1,1,45,mi,raw,0.537109375
1,1,48,mi,raw,0.58624267578125
1,1,5,mi,raw,0.527099609375
1,1,6,mi,raw,0.64947509765625
1,1,1,mi,erase_UM,0.57366943359375
1,1,10,mi,erase_UM,0.45050048828125
1,1,16,mi,erase_UM,0.57891845703125
1,1,25,mi,erase_UM,0.89599609375
1,1,35,mi,erase_UM,0.93890380859375
1,1,42,mi,erase_UM,0.5599365234375
1,1,43,mi,erase_UM,0.5736083984375
1,1,45,mi,erase_UM,0.570068359375
1,1,48,mi,erase_UM,0.56854248046875
1,1,5,mi,erase_UM,0.51739501953125
1,1,6,mi,erase_UM,0.51361083984375
1,1,1,erp,raw,0.52081298828125
1,1,10,erp,raw,0.49932861328125
1,1,16,erp,raw,0.504150390625
1,1,25,erp,raw,0.54022216796875
1,1,35,erp,raw,0.64776611328125
1,1,42,erp,raw,0.57000732421875
1,1,43,erp,raw,0.51641845703125
1,1,45,erp,raw,0.5050048828125
1,1,48,erp,raw,0.5806884765625
1,1,5,erp,raw,0.538330078125
1,1,6,erp,raw,0.4835205078125
1,1,1,erp,erase_UM,0.49676513671875
1,1,10,erp,erase_UM,0.541259765625
1,1,16,erp,erase_UM,0.54400634765625
1,1,25,erp,erase_UM,0.48724365234375
1,1,35,erp,erase_UM,0.72210693359375
1,1,42,erp,erase_UM,0.5531005859375
1,1,43,erp,erase_UM,0.5384521484375
1,1,45,erp,erase_UM,0.51507568359375
1,1,48,erp,erase_UM,0.52056884765625
1,1,5,erp,erase_UM,0.45806884765625
1,1,6,erp,erase_UM,0.45330810546875
1,1,1,ssvep,raw,0.65478515625
1,1,10,ssvep,raw,0.5213623046875
1,1,16,ssvep,raw,0.8714599609375
1,1,25,ssvep,raw,0.5709228515625
1,1,35,ssvep,raw,0.68841552734375
1,1,42,ssvep,raw,0.76434326171875
1,1,43,ssvep,raw,0.49859619140625
1,1,45,ssvep,raw,0.7657470703125
1,1,48,ssvep,raw,0.64642333984375
1,1,5,ssvep,raw,0.5107421875
1,1,6,ssvep,raw,0.57415771484375
1,1,1,ssvep,erase_UM,0.59954833984375
1,1,10,ssvep,erase_UM,0.568603515625
1,1,16,ssvep,erase_UM,0.78460693359375
1,1,25,ssvep,erase_UM,0.534912109375
1,1,35,ssvep,erase_UM,0.801025390625
1,1,42,ssvep,erase_UM,0.695068359375
1,1,43,ssvep,erase_UM,0.5096435546875
1,1,45,ssvep,erase_UM,0.55902099609375
1,1,48,ssvep,erase_UM,0.60614013671875
1,1,5,ssvep,erase_UM,0.54443359375
1,1,6,ssvep,erase_UM,0.544189453125
1,2,18,mi,raw,0.84490966796875
1,2,22,mi,raw,0.6903076171875
1,2,26,mi,raw,0.57257080078125
1,2,29,mi,raw,0.59344482421875
1,2,34,mi,raw,0.67852783203125
1,2,4,mi,raw,0.62701416015625
1,2,44,mi,raw,0.61724853515625
1,2,51,mi,raw,0.60076904296875
1,2,52,mi,raw,0.62335205078125
1,2,54,mi,raw,0.6314697265625
1,2,7,mi,raw,0.53662109375
1,2,18,mi,erase_UM,0.71856689453125
1,2,22,mi,erase_UM,0.773681640625
1,2,26,mi,erase_UM,0.6815185546875
1,2,29,mi,erase_UM,0.60260009765625
1,2,34,mi,erase_UM,0.53662109375
1,2,4,mi,erase_UM,0.64739990234375
1,2,44,mi,erase_UM,0.59033203125
1,2,51,mi,erase_UM,0.49481201171875
1,2,52,mi,erase_UM,0.5166015625
1,2,54,mi,erase_UM,0.542724609375
1,2,7,mi,erase_UM,0.51190185546875
1,2,18,erp,raw,0.5447998046875
1,2,22,erp,raw,0.6832275390625
1,2,26,erp,raw,0.583251953125
1,2,29,erp,raw,0.55718994140625
1,2,34,erp,raw,0.61431884765625
1,2,4,erp,raw,0.52899169921875
1,2,44,erp,raw,0.557861328125
1,2,51,erp,raw,0.57635498046875
1,2,52,erp,raw,0.59710693359375
1,2,54,erp,raw,0.54742431640625
1,2,7,erp,raw,0.55120849609375
1,2,18,erp,erase_UM,0.5140380859375
1,2,22,erp,erase_UM,0.43743896484375
1,2,26,erp,erase_UM,0.5606689453125
1,2,29,erp,erase_UM,0.5406494140625
1,2,34,erp,erase_UM,0.47991943359375
1,2,4,erp,erase_UM,0.56658935546875
1,2,44,erp,erase_UM,0.5108642578125
1,2,51,erp,erase_UM,0.51446533203125
1,2,52,erp,erase_UM,0.43072509765625
1,2,54,erp,erase_UM,0.52728271484375
1,2,7,erp,erase_UM,0.4964599609375
1,2,18,ssvep,raw,0.593505859375
1,2,22,ssvep,raw,0.6251220703125
1,2,26,ssvep,raw,0.61077880859375
1,2,29,ssvep,raw,0.5350341796875
1,2,34,ssvep,raw,0.58837890625
1,2,4,ssvep,raw,0.7799072265625
1,2,44,ssvep,raw,0.5908203125
1,2,51,ssvep,raw,0.6385498046875
1,2,52,ssvep,raw,0.661865234375
1,2,54,ssvep,raw,0.4971923828125
1,2,7,ssvep,raw,0.5906982421875
1,2,18,ssvep,erase_UM,0.60430908203125
1,2,22,ssvep,erase_UM,0.5673828125
1,2,26,ssvep,erase_UM,0.55084228515625
1,2,29,ssvep,erase_UM,0.55120849609375
1,2,34,ssvep,erase_UM,0.6802978515625
1,2,4,ssvep,erase_UM,0.7491455078125
1,2,44,ssvep,erase_UM,0.631103515625
1,2,51,ssvep,erase_UM,0.57000732421875
1,2,52,ssvep,erase_UM,0.67681884765625
1,2,54,ssvep,erase_UM,0.5303955078125
1,2,7,ssvep,erase_UM,0.61895751953125
1,3,15,mi,raw,0.8411865234375
1,3,17,mi,raw,0.95233154296875
1,3,20,mi,raw,0.76031494140625
1,3,21,mi,raw,0.69183349609375
1,3,24,mi,raw,0.56494140625
1,3,27,mi,raw,0.57037353515625
1,3,28,mi,raw,0.57550048828125
1,3,38,mi,raw,0.611083984375
1,3,41,mi,raw,0.6529541015625
1,3,46,mi,raw,0.58050537109375
1,3,9,mi,raw,0.6527099609375
1,3,15,mi,erase_UM,0.79498291015625
1,3,17,mi,erase_UM,0.977783203125
1,3,20,mi,erase_UM,0.6556396484375
1,3,21,mi,erase_UM,0.58087158203125
1,3,24,mi,erase_UM,0.53619384765625
1,3,27,mi,erase_UM,0.64190673828125
1,3,28,mi,erase_UM,0.59210205078125
1,3,38,mi,erase_UM,0.53704833984375
1,3,41,mi,erase_UM,0.67034912109375
1,3,46,mi,erase_UM,0.56109619140625
1,3,9,mi,erase_UM,0.688720703125
1,3,15,erp,raw,0.59722900390625
1,3,17,erp,raw,0.55242919921875
1,3,20,erp,raw,0.6229248046875
1,3,21,erp,raw,0.478515625
1,3,24,erp,raw,0.64288330078125
1,3,27,erp,raw,0.4912109375
1,3,28,erp,raw,0.466796875
1,3,38,erp,raw,0.5308837890625
1,3,41,erp,raw,0.509521484375
1,3,46,erp,raw,0.50225830078125
1,3,9,erp,raw,0.52935791015625
1,3,15,erp,erase_UM,0.54290771484375
1,3,17,erp,erase_UM,0.57757568359375
1,3,20,erp,erase_UM,0.50555419921875
1,3,21,erp,erase_UM,0.5147705078125
1,3,24,erp,erase_UM,0.556396484375
1,3,27,erp,erase_UM,0.47735595703125
1,3,28,erp,erase_UM,0.53753662109375
1,3,38,erp,erase_UM,0.510009765625
1,3,41,erp,erase_UM,0.57623291015625
1,3,46,erp,erase_UM,0.52569580078125
1,3,9,erp,erase_UM,0.50848388671875
1,3,15,ssvep,raw,0.98236083984375
1,3,17,ssvep,raw,0.597412109375
1,3,20,ssvep,raw,0.57525634765625
1,3,21,ssvep,raw,0.7330322265625
1,3,24,ssvep,raw,0.60089111328125
1,3,27,ssvep,raw,0.4730224609375
1,3,28,ssvep,raw,0.51263427734375
1,3,38,ssvep,raw,0.50946044921875
1,3,41,ssvep,raw,0.50091552734375
1,3,46,ssvep,raw,0.5255126953125
1,3,9,ssvep,raw,0.60833740234375
1,3,15,ssvep,erase_UM,0.96820068359375
1,3,17,ssvep,erase_UM,0.67010498046875
1,3,20,ssvep,erase_UM,0.51654052734375
1,3,21,ssvep,erase_UM,0.78436279296875
1,3,24,ssvep,erase_UM,0.53741455078125
1,3,27,ssvep,erase_UM,0.50830078125
1,3,28,ssvep,erase_UM,0.54522705078125
1,3,38,ssvep,erase_UM,0.5418701171875
1,3,41,ssvep,erase_UM,0.53271484375
1,3,46,ssvep,erase_UM,0.55047607421875
1,3,9,ssvep,erase_UM,0.57611083984375
1,4,11,mi,raw,0.5135498046875
1,4,12,mi,raw,0.5537109375
1,4,23,mi,raw,0.6090087890625
1,4,3,mi,raw,0.57452392578125
1,4,30,mi,raw,0.43096923828125
1,4,31,mi,raw,0.6048583984375
1,4,37,mi,raw,0.6466064453125
1,4,39,mi,raw,0.57171630859375
1,4,49,mi,raw,0.55194091796875
1,4,8,mi,raw,0.7462158203125
1,4,11,mi,erase_UM,0.51641845703125
1,4,12,mi,erase_UM,0.582275390625
1,4,23,mi,erase_UM,0.568115234375
1,4,3,mi,erase_UM,0.54107666015625
1,4,30,mi,erase_UM,0.52545166015625
1,4,31,mi,erase_UM,0.56915283203125
1,4,37,mi,erase_UM,0.62603759765625
1,4,39,mi,erase_UM,0.5430908203125
1,4,49,mi,erase_UM,0.625732421875
1,4,8,mi,erase_UM,0.88726806640625
1,4,11,erp,raw,0.51702880859375
1,4,12,erp,raw,0.44171142578125
1,4,23,erp,raw,0.5126953125
1,4,3,erp,raw,0.5
1,4,30,erp,raw,0.51611328125
1,4,31,erp,raw,0.57025146484375
1,4,37,erp,raw,0.5523681640625
1,4,39,erp,raw,0.59051513671875
1,4,49,erp,raw,0.474609375
1,4,8,erp,raw,0.5904541015625
1,4,11,erp,erase_UM,0.502197265625
1,4,12,erp,erase_UM,0.4847412109375
1,4,23,erp,erase_UM,0.52783203125
1,4,3,erp,erase_UM,0.46087646484375
1,4,30,erp,erase_UM,0.56231689453125
1,4,31,erp,erase_UM,0.5106201171875
1,4,37,erp,erase_UM,0.5159912109375
1,4,39,erp,erase_UM,0.489990234375
1,4,49,erp,erase_UM,0.546630859375
1,4,8,erp,erase_UM,0.571044921875
1,4,11,ssvep,raw,0.66156005859375
1,4,12,ssvep,raw,0.6878662109375
1,4,23,ssvep,raw,0.553955078125
1,4,3,ssvep,raw,0.559814453125
1,4,30,ssvep,raw,0.658447265625
1,4,31,ssvep,raw,0.53460693359375
1,4,37,ssvep,raw,0.5380859375
1,4,39,ssvep,raw,0.55950927734375
1,4,49,ssvep,raw,0.74127197265625
1,4,8,ssvep,raw,0.65203857421875
1,4,11,ssvep,erase_UM,0.58209228515625
