seed,fold,subject_id,task,condition,auroc
3,4,12,ssvep,raw,0.66339111328125
3,4,23,ssvep,raw,0.54638671875
3,4,3,ssvep,raw,0.5194091796875
3,4,30,ssvep,raw,0.59918212890625
3,4,31,ssvep,raw,0.5174560546875
3,4,37,ssvep,raw,0.65557861328125
3,4,39,ssvep,raw,0.6124267578125
3,4,49,ssvep,raw,0.91229248046875
3,4,8,ssvep,raw,0.67022705078125
3,4,11,ssvep,erase_UM,0.77716064453125
3,4,12,ssvep,erase_UM,0.71173095703125
3,4,23,ssvep,erase_UM,0.5340576171875
3,4,3,ssvep,erase_UM,0.51776123046875
3,4,30,ssvep,erase_UM,0.57012939453125
3,4,31,ssvep,erase_UM,0.535400390625
3,4,37,ssvep,erase_UM,0.57244873046875
3,4,39,ssvep,erase_UM,0.61767578125
3,4,49,ssvep,erase_UM,0.7994384765625
3,4,8,ssvep,erase_UM,0.62799072265625
4,0,13,mi,raw,0.976806640625
4,0,14,mi,raw,0.803466796875
4,0,19,mi,raw,0.57269287109375
4,0,2,mi,raw,0.60040283203125
4,0,32,mi,raw,0.554931640625
4,0,33,mi,raw,0.6568603515625
4,0,36,mi,raw,0.56939697265625
4,0,40,mi,raw,0.6607666015625
4,0,47,mi,raw,0.59716796875
4,0,50,mi,raw,0.66168212890625
4,0,53,mi,raw,0.5277099609375
4,0,13,mi,erase_UM,0.911376953125
4,0,14,mi,erase_UM,0.68609619140625
4,0,19,mi,erase_UM,0.6173095703125
4,0,2,mi,erase_UM,0.588623046875
4,0,32,mi,erase_UM,0.634521484375
4,0,33,mi,erase_UM,0.631591796875
4,0,36,mi,erase_UM,0.5556640625
4,0,40,mi,erase_UM,0.665283203125
4,0,47,mi,erase_UM,0.61639404296875
4,0,50,mi,erase_UM,0.67059326171875
4,0,53,mi,erase_UM,0.51080322265625
4,0,13,erp,raw,0.5550537109375
4,0,14,erp,raw,0.561279296875
4,0,19,erp,raw,0.554931640625
4,0,2,erp,raw,0.4632568359375
4,0,32,erp,raw,0.62744140625
4,0,33,erp,raw,0.53662109375
4,0,36,erp,raw,0.51739501953125
4,0,40,erp,raw,0.54937744140625
4,0,47,erp,raw,0.53863525390625
4,0,50,erp,raw,0.76312255859375
4,0,53,erp,raw,0.56597900390625
4,0,13,erp,erase_UM,0.60321044921875
4,0,14,erp,erase_UM,0.6048583984375
4,0,19,erp,erase_UM,0.49774169921875
4,0,2,erp,erase_UM,0.51837158203125
4,0,32,erp,erase_UM,0.63525390625
4,0,33,erp,erase_UM,0.5284423828125
4,0,36,erp,erase_UM,0.47015380859375
4,0,40,erp,erase_UM,0.4913330078125
4,0,47,erp,erase_UM,0.49505615234375
4,0,50,erp,erase_UM,0.5823974609375
4,0,53,erp,erase_UM,0.52484130859375
4,0,13,ssvep,raw,0.637451171875
4,0,14,ssvep,raw,0.83233642578125
4,0,19,ssvep,raw,0.57159423828125
4,0,2,ssvep,raw,0.5863037109375
4,0,32,ssvep,raw,0.627685546875
4,0,33,ssvep,raw,0.56439208984375
4,0,36,ssvep,raw,0.58026123046875
4,0,40,ssvep,raw,0.6787109375
4,0,47,ssvep,raw,0.8665771484375
4,0,50,ssvep,raw,0.6097412109375
4,0,53,ssvep,raw,0.60955810546875
4,0,13,ssvep,erase_UM,0.7021484375
4,0,14,ssvep,erase_UM,0.64898681640625
4,0,19,ssvep,erase_UM,0.55072021484375
4,0,2,ssvep,erase_UM,0.65496826171875
4,0,32,ssvep,erase_UM,0.6207275390625
4,0,33,ssvep,erase_UM,0.50555419921875
4,0,36,ssvep,erase_UM,0.53143310546875
4,0,40,ssvep,erase_UM,0.73187255859375
4,0,47,ssvep,erase_UM,0.84722900390625
4,0,50,ssvep,erase_UM,0.60186767578125
4,0,53,ssvep,erase_UM,0.5087890625
4,1,1,mi,raw,0.57952880859375
4,1,10,mi,raw,0.6666259765625
4,1,16,mi,raw,0.73040771484375
4,1,25,mi,raw,0.730224609375
4,1,35,mi,raw,0.87939453125
4,1,42,mi,raw,0.57891845703125
4,1,43,mi,raw,0.61383056640625
4,1,45,mi,raw,0.603759765625
4,1,48,mi,raw,0.5411376953125
4,1,5,mi,raw,0.5220947265625
4,1,6,mi,raw,0.50726318359375
4,1,1,mi,erase_UM,0.53582763671875
4,1,10,mi,erase_UM,0.69873046875
4,1,16,mi,erase_UM,0.70550537109375
4,1,25,mi,erase_UM,0.86981201171875
4,1,35,mi,erase_UM,0.8621826171875
4,1,42,mi,erase_UM,0.459228515625
4,1,43,mi,erase_UM,0.57098388671875
4,1,45,mi,erase_UM,0.61395263671875
4,1,48,mi,erase_UM,0.503173828125
4,1,5,mi,erase_UM,0.481689453125
4,1,6,mi,erase_UM,0.6361083984375
4,1,1,erp,raw,0.57794189453125
4,1,10,erp,raw,0.507568359375
4,1,16,erp,raw,0.512939453125
4,1,25,erp,raw,0.499755859375
4,1,35,erp,raw,0.7054443359375
4,1,42,erp,raw,0.48394775390625
4,1,43,erp,raw,0.48675537109375
4,1,45,erp,raw,0.5379638671875
4,1,48,erp,raw,0.6749267578125
4,1,5,erp,raw,0.6263427734375
4,1,6,erp,raw,0.6065673828125
4,1,1,erp,erase_UM,0.49713134765625
4,1,10,erp,erase_UM,0.559326171875
4,1,16,erp,erase_UM,0.5374755859375
4,1,25,erp,erase_UM,0.52197265625
4,1,35,erp,erase_UM,0.6619873046875
4,1,42,erp,erase_UM,0.50567626953125
4,1,43,erp,erase_UM,0.529541015625
4,1,45,erp,erase_UM,0.47454833984375
4,1,48,erp,erase_UM,0.6119384765625
4,1,5,erp,erase_UM,0.585693359375
4,1,6,erp,erase_UM,0.5504150390625
4,1,1,ssvep,raw,0.60546875
4,1,10,ssvep,raw,0.52899169921875
4,1,16,ssvep,raw,0.777587890625
4,1,25,ssvep,raw,0.577880859375
4,1,35,ssvep,raw,0.74658203125
4,1,42,ssvep,raw,0.70611572265625
4,1,43,ssvep,raw,0.61553955078125
4,1,45,ssvep,raw,0.71319580078125
4,1,48,ssvep,raw,0.70233154296875
4,1,5,ssvep,raw,0.5980224609375
4,1,6,ssvep,raw,0.57537841796875
4,1,1,ssvep,erase_UM,0.55792236328125
4,1,10,ssvep,erase_UM,0.535888671875
4,1,16,ssvep,erase_UM,0.7637939453125
4,1,25,ssvep,erase_UM,0.52532958984375
4,1,35,ssvep,erase_UM,0.74627685546875
4,1,42,ssvep,erase_UM,0.66748046875
4,1,43,ssvep,erase_UM,0.57244873046875
4,1,45,ssvep,erase_UM,0.648193359375
4,1,48,ssvep,erase_UM,0.71624755859375
4,1,5,ssvep,erase_UM,0.6285400390625
4,1,6,ssvep,erase_UM,0.55694580078125
4,2,18,mi,raw,0.7425537109375
4,2,22,mi,raw,0.5438232421875
4,2,26,mi,raw,0.596435546875
4,2,29,mi,raw,0.5894775390625
4,2,34,mi,raw,0.68524169921875
4,2,4,mi,raw,0.70526123046875
4,2,44,mi,raw,0.5267333984375
4,2,51,mi,raw,0.635498046875
4,2,52,mi,raw,0.57867431640625
4,2,54,mi,raw,0.46661376953125
4,2,7,mi,raw,0.53759765625
4,2,18,mi,erase_UM,0.7442626953125
4,2,22,mi,erase_UM,0.55316162109375
4,2,26,mi,erase_UM,0.56396484375
4,2,29,mi,erase_UM,0.573486328125
4,2,34,mi,erase_UM,0.55865478515625
4,2,4,mi,erase_UM,0.54107666015625
4,2,44,mi,erase_UM,0.583740234375
4,2,51,mi,erase_UM,0.56005859375
4,2,52,mi,erase_UM,0.5452880859375
4,2,54,mi,erase_UM,0.56201171875
4,2,7,mi,erase_UM,0.58526611328125
4,2,18,erp,raw,0.537841796875
4,2,22,erp,raw,0.526611328125
4,2,26,erp,raw,0.52978515625
4,2,29,erp,raw,0.54168701171875
4,2,34,erp,raw,0.50616455078125
4,2,4,erp,raw,0.504638671875
4,2,44,erp,raw,0.44708251953125
4,2,51,erp,raw,0.52130126953125
4,2,52,erp,raw,0.52362060546875
4,2,54,erp,raw,0.51495361328125
4,2,7,erp,raw,0.51617431640625
4,2,18,erp,erase_UM,0.5394287109375
4,2,22,erp,erase_UM,0.5220947265625
4,2,26,erp,erase_UM,0.479736328125
4,2,29,erp,erase_UM,0.5279541015625
4,2,34,erp,erase_UM,0.5074462890625
4,2,4,erp,erase_UM,0.46673583984375
4,2,44,erp,erase_UM,0.49102783203125
4,2,51,erp,erase_UM,0.47735595703125
4,2,52,erp,erase_UM,0.53070068359375
4,2,54,erp,erase_UM,0.552978515625
4,2,7,erp,erase_UM,0.56365966796875
4,2,18,ssvep,raw,0.63043212890625
4,2,22,ssvep,raw,0.5228271484375
4,2,26,ssvep,raw,0.5423583984375
4,2,29,ssvep,raw,0.57891845703125
4,2,34,ssvep,raw,0.55682373046875
4,2,4,ssvep,raw,0.721435546875
4,2,44,ssvep,raw,0.54949951171875
4,2,51,ssvep,raw,0.6104736328125
4,2,52,ssvep,raw,0.6800537109375
4,2,54,ssvep,raw,0.4718017578125
4,2,7,ssvep,raw,0.58734130859375
4,2,18,ssvep,erase_UM,0.6112060546875
4,2,22,ssvep,erase_UM,0.5264892578125
4,2,26,ssvep,erase_UM,0.4769287109375
4,2,29,ssvep,erase_UM,0.58856201171875
4,2,34,ssvep,erase_UM,0.54986572265625
4,2,4,ssvep,erase_UM,0.7457275390625
4,2,44,ssvep,erase_UM,0.58428955078125
4,2,51,ssvep,erase_UM,0.59222412109375
4,2,52,ssvep,erase_UM,0.65484619140625
4,2,54,ssvep,erase_UM,0.5340576171875
4,2,7,ssvep,erase_UM,0.58428955078125
4,3,15,mi,raw,0.7449951171875
4,3,17,mi,raw,0.693359375
4,3,20,mi,raw,0.80718994140625
4,3,21,mi,raw,0.70172119140625
4,3,24,mi,raw,0.55792236328125
4,3,27,mi,raw,0.6397705078125
4,3,28,mi,raw,0.5263671875
4,3,38,mi,raw,0.596435546875
4,3,41,mi,raw,0.66619873046875
4,3,46,mi,raw,0.69354248046875
4,3,9,mi,raw,0.8018798828125
4,3,15,mi,erase_UM,0.6903076171875
4,3,17,mi,erase_UM,0.8507080078125
4,3,20,mi,erase_UM,0.5482177734375
4,3,21,mi,erase_UM,0.6142578125
4,3,24,mi,erase_UM,0.59552001953125
4,3,27,mi,erase_UM,0.6788330078125
4,3,28,mi,erase_UM,0.558349609375
4,3,38,mi,erase_UM,0.57647705078125
4,3,41,mi,erase_UM,0.57208251953125
4,3,46,mi,erase_UM,0.64794921875
4,3,9,mi,erase_UM,0.645263671875
4,3,15,erp,raw,0.50494384765625
4,3,17,erp,raw,0.48687744140625
4,3,20,erp,raw,0.55023193359375
4,3,21,erp,raw,0.47802734375
4,3,24,erp,raw,0.615966796875
4,3,27,erp,raw,0.51605224609375
4,3,28,erp,raw,0.520263671875
4,3,38,erp,raw,0.54058837890625
4,3,41,erp,raw,0.533935546875
4,3,46,erp,raw,0.55743408203125
4,3,9,erp,raw,0.5489501953125
4,3,15,erp,erase_UM,0.474853515625
4,3,17,erp,erase_UM,0.5087890625
4,3,20,erp,erase_UM,0.52301025390625
4,3,21,erp,erase_UM,0.510009765625
4,3,24,erp,erase_UM,0.50048828125
4,3,27,erp,erase_UM,0.51983642578125
4,3,28,erp,erase_UM,0.45367431640625
4,3,38,erp,erase_UM,0.51739501953125
4,3,41,erp,erase_UM,0.556396484375
4,3,46,erp,erase_UM,0.5716552734375
4,3,9,erp,erase_UM,0.49005126953125
4,3,15,ssvep,raw,0.9254150390625
4,3,17,ssvep,raw,0.6904296875
4,3,20,ssvep,raw,0.5694580078125
4,3,21,ssvep,raw,0.673583984375
4,3,24,ssvep,raw,0.53875732421875
4,3,27,ssvep,raw,0.51904296875
4,3,28,ssvep,raw,0.50640869140625
4,3,38,ssvep,raw,0.54791259765625
4,3,41,ssvep,raw,0.493896484375
4,3,46,ssvep,raw,0.6337890625
4,3,9,ssvep,raw,0.69287109375
4,3,15,ssvep,erase_UM,0.994384765625
4,3,17,ssvep,erase_UM,0.66546630859375
4,3,20,ssvep,erase_UM,0.58477783203125
4,3,21,ssvep,erase_UM,0.60205078125
4,3,24,ssvep,erase_UM,0.65771484375
4,3,27,ssvep,erase_UM,0.51629638671875
4,3,28,ssvep,erase_UM,0.501708984375
4,3,38,ssvep,erase_UM,0.54913330078125
4,3,41,ssvep,erase_UM,0.5445556640625
4,3,46,ssvep,erase_UM,0.640869140625
4,3,9,ssvep,erase_UM,0.56365966796875
4,4,11,mi,raw,0.52301025390625
4,4,12,mi,raw,0.524169921875
4,4,23,mi,raw,0.6121826171875
4,4,3,mi,raw,0.51171875
4,4,30,mi,raw,0.5064697265625
4,4,31,mi,raw,0.75970458984375
4,4,37,mi,raw,0.60577392578125
4,4,39,mi,raw,0.54345703125
4,4,49,mi,raw,0.548583984375
4,4,8,mi,raw,0.59832763671875
4,4,11,mi,erase_UM,0.5634765625
4,4,12,mi,erase_UM,0.56707763671875
4,4,23,mi,erase_UM,0.68414306640625
4,4,3,mi,erase_UM,0.56549072265625
4,4,30,mi,erase_UM,0.49566650390625
4,4,31,mi,erase_UM,0.704345703125
4,4,37,mi,erase_UM,0.68316650390625
4,4,39,mi,erase_UM,0.5941162109375
4,4,49,mi,erase_UM,0.5693359375
4,4,8,mi,erase_UM,0.71319580078125
4,4,11,erp,raw,0.51885986328125
4,4,12,erp,raw,0.51165771484375
4,4,23,erp,raw,0.5745849609375
4,4,3,erp,raw,0.58551025390625
4,4,30,erp,raw,0.533447265625
4,4,31,erp,raw,0.45111083984375
4,4,37,erp,raw,0.5260009765625
4,4,39,erp,raw,0.5660400390625
4,4,49,erp,raw,0.49249267578125
4,4,8,erp,raw,0.58892822265625
4,4,11,erp,erase_UM,0.5167236328125
4,4,12,erp,erase_UM,0.47869873046875
4,4,23,erp,erase_UM,0.47900390625
4,4,3,erp,erase_UM,0.551513671875
4,4,30,erp,erase_UM,0.4984130859375
4,4,31,erp,erase_UM,0.5111083984375
4,4,37,erp,erase_UM,0.4390869140625
4,4,39,erp,erase_UM,0.47705078125
4,4,49,erp,erase_UM,0.47119140625
4,4,8,erp,erase_UM,0.46807861328125
4,4,11,ssvep,raw,0.763916015625
4,4,12,ssvep,raw,0.65850830078125
4,4,23,ssvep,raw,0.602294921875
4,4,3,ssvep,raw,0.490478515625
4,4,30,ssvep,raw,0.6485595703125
4,4,31,ssvep,raw,0.48699951171875
4,4,37,ssvep,raw,0.52154541015625
4,4,39,ssvep,raw,0.65081787109375
4,4,49,ssvep,raw,0.865234375
4,4,8,ssvep,raw,0.61383056640625
4,4,11,ssvep,erase_UM,0.68292236328125
4,4,12,ssvep,erase_UM,0.60052490234375
4,4,23,ssvep,erase_UM,0.593017578125
4,4,3,ssvep,erase_UM,0.56097412109375
4,4,30,ssvep,erase_UM,0.654296875
4,4,31,ssvep,erase_UM,0.6011962890625
4,4,37,ssvep,erase_UM,0.50238037109375
4,4,39,ssvep,erase_UM,0.5604248046875
4,4,49,ssvep,erase_UM,0.87744140625
4,4,8,ssvep,erase_UM,0.6729736328125
