task,fold,subject_id,method,BA,macro_F1,accuracy,trials
OpenBMI_MI,2,52,Historical_LiteBN,0.81,0.8090644156366193,0.81,100
OpenBMI_MI,2,1,SBTR_main_tail_aware,0.63,0.6189887756152817,0.63,100
OpenBMI_MI,2,8,SBTR_main_tail_aware,0.62,0.6041666666666667,0.62,100
OpenBMI_MI,2,11,SBTR_main_tail_aware,0.65,0.6439833180754755,0.65,100
OpenBMI_MI,2,23,SBTR_main_tail_aware,0.6,0.5920032639738881,0.6,100
OpenBMI_MI,2,30,SBTR_main_tail_aware,0.6599999999999999,0.6587715776796468,0.66,100
OpenBMI_MI,2,48,SBTR_main_tail_aware,0.63,0.6296667000300271,0.63,100
OpenBMI_MI,2,50,SBTR_main_tail_aware,0.51,0.4987212276214834,0.51,100
OpenBMI_MI,2,52,SBTR_main_tail_aware,0.6,0.570999570999571,0.6,100
OpenBMI_MI,2,1,SBTR_meanBA_diagnostic,0.63,0.6189887756152817,0.63,100
OpenBMI_MI,2,8,SBTR_meanBA_diagnostic,0.62,0.6041666666666667,0.62,100
OpenBMI_MI,2,11,SBTR_meanBA_diagnostic,0.65,0.6439833180754755,0.65,100
OpenBMI_MI,2,23,SBTR_meanBA_diagnostic,0.6,0.5920032639738881,0.6,100
OpenBMI_MI,2,30,SBTR_meanBA_diagnostic,0.6599999999999999,0.6587715776796468,0.66,100
OpenBMI_MI,2,48,SBTR_meanBA_diagnostic,0.63,0.6296667000300271,0.63,100
OpenBMI_MI,2,50,SBTR_meanBA_diagnostic,0.51,0.4987212276214834,0.51,100
OpenBMI_MI,2,52,SBTR_meanBA_diagnostic,0.6,0.570999570999571,0.6,100
OpenBMI_MI,3,10,Historical_LiteBN,0.81,0.8095238095238095,0.81,100
OpenBMI_MI,3,16,Historical_LiteBN,0.87,0.8699869986998701,0.87,100
OpenBMI_MI,3,19,Historical_LiteBN,0.78,0.7799119647859143,0.78,100
OpenBMI_MI,3,22,Historical_LiteBN,0.7,0.6980676328502415,0.7,100
OpenBMI_MI,3,27,Historical_LiteBN,0.95,0.9499549594635172,0.95,100
OpenBMI_MI,3,34,Historical_LiteBN,0.61,0.5953937130407718,0.61,100
OpenBMI_MI,3,45,Historical_LiteBN,0.74,0.74,0.74,100
OpenBMI_MI,3,49,Historical_LiteBN,0.84,0.8383838383838383,0.84,100
OpenBMI_MI,3,10,SBTR_main_tail_aware,0.6100000000000001,0.6080795899909557,0.61,100
OpenBMI_MI,3,16,SBTR_main_tail_aware,0.76,0.7584541062801933,0.76,100
OpenBMI_MI,3,19,SBTR_main_tail_aware,0.6,0.595959595959596,0.6,100
OpenBMI_MI,3,22,SBTR_main_tail_aware,0.6,0.5604395604395604,0.6,100
OpenBMI_MI,3,27,SBTR_main_tail_aware,0.83,0.8279178054458953,0.83,100
OpenBMI_MI,3,34,SBTR_main_tail_aware,0.59,0.5805626598465473,0.59,100
OpenBMI_MI,3,45,SBTR_main_tail_aware,0.5800000000000001,0.565936337329475,0.58,100
OpenBMI_MI,3,49,SBTR_main_tail_aware,0.74,0.7362012987012987,0.74,100
OpenBMI_MI,3,10,SBTR_meanBA_diagnostic,0.6100000000000001,0.6080795899909557,0.61,100
OpenBMI_MI,3,16,SBTR_meanBA_diagnostic,0.76,0.7584541062801933,0.76,100
OpenBMI_MI,3,19,SBTR_meanBA_diagnostic,0.6,0.595959595959596,0.6,100
OpenBMI_MI,3,22,SBTR_meanBA_diagnostic,0.6,0.5604395604395604,0.6,100
OpenBMI_MI,3,27,SBTR_meanBA_diagnostic,0.83,0.8279178054458953,0.83,100
OpenBMI_MI,3,34,SBTR_meanBA_diagnostic,0.59,0.5805626598465473,0.59,100
OpenBMI_MI,3,45,SBTR_meanBA_diagnostic,0.5800000000000001,0.565936337329475,0.58,100
OpenBMI_MI,3,49,SBTR_meanBA_diagnostic,0.74,0.7362012987012987,0.74,100
OpenBMI_MI,4,7,Historical_LiteBN,0.73,0.7237851662404092,0.73,100
OpenBMI_MI,4,9,Historical_LiteBN,0.6,0.586606035551881,0.6,100
OpenBMI_MI,4,20,Historical_LiteBN,0.9099999999999999,0.9095568284594513,0.91,100
OpenBMI_MI,4,21,Historical_LiteBN,0.9099999999999999,0.9097744360902256,0.91,100
OpenBMI_MI,4,41,Historical_LiteBN,0.77,0.7647058823529411,0.77,100
OpenBMI_MI,4,44,Historical_LiteBN,0.84,0.8368013055895553,0.84,100
OpenBMI_MI,4,46,Historical_LiteBN,0.69,0.6615351020853806,0.69,100
OpenBMI_MI,4,53,Historical_LiteBN,0.8200000000000001,0.818840579710145,0.82,100
OpenBMI_MI,4,7,SBTR_main_tail_aware,0.69,0.6783898744683059,0.69,100
OpenBMI_MI,4,9,SBTR_main_tail_aware,0.52,0.5192307692307692,0.52,100
OpenBMI_MI,4,20,SBTR_main_tail_aware,0.73,0.721964782205746,0.73,100
OpenBMI_MI,4,21,SBTR_main_tail_aware,0.6799999999999999,0.6715927750410509,0.68,100
OpenBMI_MI,4,41,SBTR_main_tail_aware,0.6,0.5755517826825127,0.6,100
OpenBMI_MI,4,44,SBTR_main_tail_aware,0.7,0.6899545266639107,0.7,100
OpenBMI_MI,4,46,SBTR_main_tail_aware,0.65,0.6266666666666667,0.65,100
OpenBMI_MI,4,53,SBTR_main_tail_aware,0.6599999999999999,0.6486151302190988,0.66,100
OpenBMI_MI,4,7,SBTR_meanBA_diagnostic,0.64,0.6216897856242118,0.64,100
OpenBMI_MI,4,9,SBTR_meanBA_diagnostic,0.55,0.54226426609704,0.55,100
OpenBMI_MI,4,20,SBTR_meanBA_diagnostic,0.72,0.7106242248863166,0.72,100
OpenBMI_MI,4,21,SBTR_meanBA_diagnostic,0.65,0.6224786970121885,0.65,100
OpenBMI_MI,4,41,SBTR_meanBA_diagnostic,0.57,0.5017958521608157,0.57,100
OpenBMI_MI,4,44,SBTR_meanBA_diagnostic,0.6799999999999999,0.6666666666666666,0.68,100
OpenBMI_MI,4,46,SBTR_meanBA_diagnostic,0.63,0.6129302228266555,0.63,100
OpenBMI_MI,4,53,SBTR_meanBA_diagnostic,0.67,0.6643271284711627,0.67,100
