draw,alpha,fused_BA,base_BA,delta_BA,dims
21,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 2, 3, 12, 16, 17, 18]"
22,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 1, 6, 7, 15, 17, 18]"
23,0.0,0.7666666666666666,0.7666666666666666,0.0,"[7, 10, 11, 14, 15, 16, 19]"
24,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 3, 4, 9, 10, 14, 16]"
25,0.0,0.7666666666666666,0.7666666666666666,0.0,"[2, 6, 8, 9, 11, 15, 17]"
26,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 4, 6, 7, 8, 9, 19]"
27,0.0,0.7666666666666666,0.7666666666666666,0.0,"[4, 9, 11, 12, 14, 15, 19]"
28,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 1, 2, 4, 14, 17, 19]"
29,0.0,0.7666666666666666,0.7666666666666666,0.0,"[3, 5, 11, 12, 14, 18, 19]"
30,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 2, 8, 10, 12, 17, 18]"
31,0.0,0.7666666666666666,0.7666666666666666,0.0,"[2, 3, 10, 15, 16, 17, 18]"
32,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 1, 13, 15, 17, 18, 19]"
33,0.0,0.7666666666666666,0.7666666666666666,0.0,"[6, 8, 10, 12, 13, 18, 19]"
34,0.0,0.7666666666666666,0.7666666666666666,0.0,"[3, 5, 7, 11, 12, 14, 19]"
35,0.0,0.7666666666666666,0.7666666666666666,0.0,"[3, 6, 9, 10, 14, 17, 18]"
36,0.0,0.7666666666666666,0.7666666666666666,0.0,"[7, 10, 11, 12, 13, 15, 18]"
37,0.0,0.7666666666666666,0.7666666666666666,0.0,"[4, 9, 10, 12, 14, 16, 18]"
38,0.0,0.7666666666666666,0.7666666666666666,0.0,"[4, 10, 13, 14, 16, 17, 19]"
39,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 5, 9, 12, 13, 16, 18]"
40,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 9, 10, 13, 15, 17, 18]"
41,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 1, 3, 5, 6, 10, 11]"
42,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 4, 6, 7, 14, 18, 19]"
43,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 1, 11, 14, 15, 16, 17]"
44,0.0,0.7666666666666666,0.7666666666666666,0.0,"[2, 3, 5, 6, 10, 12, 15]"
45,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 3, 11, 12, 13, 15, 17]"
46,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 2, 6, 7, 8, 15, 19]"
47,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 3, 7, 11, 14, 17, 18]"
48,0.0,0.7666666666666666,0.7666666666666666,0.0,"[3, 6, 11, 12, 13, 14, 18]"
49,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 5, 6, 9, 10, 16, 17]"
50,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 2, 3, 7, 8, 14, 17]"
51,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 3, 4, 7, 10, 16, 18]"
52,0.0,0.7666666666666666,0.7666666666666666,0.0,"[4, 5, 6, 8, 10, 15, 19]"
53,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 1, 4, 5, 6, 12, 14]"
54,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 3, 10, 12, 13, 14, 16]"
55,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 3, 5, 9, 14, 17, 18]"
56,0.0,0.7666666666666666,0.7666666666666666,0.0,"[3, 6, 9, 13, 16, 18, 19]"
57,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 2, 5, 9, 16, 17, 19]"
58,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 2, 3, 4, 5, 18, 19]"
59,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 6, 8, 10, 12, 13, 18]"
60,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 2, 4, 7, 15, 16, 19]"
61,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 1, 4, 8, 9, 12, 18]"
62,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 6, 7, 10, 12, 16, 18]"
63,0.0,0.7666666666666666,0.7666666666666666,0.0,"[2, 5, 6, 10, 13, 16, 18]"
64,0.25,0.7511111111111111,0.7666666666666666,-0.015555555555555545,"[1, 2, 7, 12, 15, 16, 18]"
65,0.0,0.7666666666666666,0.7666666666666666,0.0,"[2, 3, 5, 6, 7, 11, 18]"
66,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 2, 3, 4, 5, 13, 15]"
67,0.0,0.7666666666666666,0.7666666666666666,0.0,"[2, 4, 6, 7, 13, 18, 19]"
68,0.0,0.7666666666666666,0.7666666666666666,0.0,"[3, 5, 6, 10, 12, 13, 17]"
69,0.0,0.7666666666666666,0.7666666666666666,0.0,"[3, 5, 8, 9, 14, 15, 16]"
70,0.0,0.7666666666666666,0.7666666666666666,0.0,"[2, 3, 6, 9, 12, 16, 19]"
71,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 6, 7, 10, 12, 15, 16]"
72,0.0,0.7666666666666666,0.7666666666666666,0.0,"[2, 4, 6, 11, 13, 16, 19]"
73,0.0,0.7666666666666666,0.7666666666666666,0.0,"[2, 4, 6, 12, 13, 15, 16]"
74,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 3, 4, 7, 14, 17, 18]"
75,0.0,0.7666666666666666,0.7666666666666666,0.0,"[2, 4, 5, 6, 12, 17, 18]"
76,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 4, 5, 7, 8, 10, 13]"
77,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 5, 8, 11, 13, 15, 19]"
78,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 1, 7, 8, 11, 13, 16]"
79,0.0,0.7666666666666666,0.7666666666666666,0.0,"[6, 10, 12, 13, 14, 16, 18]"
80,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 4, 6, 7, 8, 10, 11]"
81,0.0,0.7666666666666666,0.7666666666666666,0.0,"[4, 9, 13, 14, 16, 17, 19]"
82,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 2, 6, 8, 11, 16, 18]"
83,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 6, 10, 13, 14, 16, 17]"
84,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 2, 5, 7, 9, 13, 14]"
85,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 1, 2, 3, 6, 8, 9]"
86,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 4, 6, 7, 8, 14, 19]"
87,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 3, 5, 7, 12, 14, 15]"
88,0.0,0.7666666666666666,0.7666666666666666,0.0,"[3, 4, 8, 9, 11, 12, 14]"
89,0.0,0.7666666666666666,0.7666666666666666,0.0,"[5, 7, 8, 11, 14, 16, 18]"
90,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 7, 8, 9, 10, 12, 19]"
91,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 1, 7, 12, 14, 15, 19]"
92,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 2, 5, 6, 9, 17, 18]"
93,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 5, 6, 9, 10, 15, 16]"
94,0.1,0.7583333333333333,0.7666666666666666,-0.008333333333333304,"[1, 2, 5, 9, 10, 12, 17]"
95,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 6, 11, 14, 15, 18, 19]"
96,0.0,0.7666666666666666,0.7666666666666666,0.0,"[1, 3, 5, 6, 12, 13, 14]"
97,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 2, 3, 11, 13, 15, 17]"
98,0.0,0.7666666666666666,0.7666666666666666,0.0,"[0, 4, 6, 7, 8, 14, 16]"
99,0.0,0.7666666666666666,0.7666666666666666,0.0,"[2, 3, 4, 6, 10, 13, 14]"
