dataset,model,outer_fold,seed,n,accuracy,balanced_accuracy,macro_f1,kappa,nll,brier,ece,probability_finite,probability_nonnegative,max_probability_sum_error,all_classes_present,predicted_classes
hmc,labram,2,0,14927,0.5034501239364909,0.5424806820496714,0.48432391428497823,0.38722661568753125,1.3593043088912964,0.6966484788826568,0.2145399069637529,True,True,2.384185791015625e-07,True,5
hmc,labram,2,1,14927,0.4256716017954043,0.42648051341748544,0.39043895219207686,0.2702807760734254,1.5030022859573364,0.7568621505950412,0.17745405155048546,True,True,2.384185791015625e-07,True,5
hmc,labram,2,2,14927,0.49266429959134456,0.52905051051704,0.4635420704272006,0.3720412456098171,1.3704062700271606,0.6997233643664779,0.20598045897821643,True,True,2.384185791015625e-07,True,5
hmc,labram,2,3,14927,0.5642794935352047,0.5539277628344301,0.510570055609412,0.443240981211389,1.3188765048980713,0.6751815721293972,0.2608724202427405,True,True,1.7881393432617188e-07,True,5
hmc,labram,2,4,14927,0.5161117438199236,0.5630681643596729,0.49899877192531134,0.40512577025413155,1.30082106590271,0.6669412501520432,0.20157032381460435,True,True,2.384185791015625e-07,True,5
hmc,labram,3,0,14594,0.48389749212004934,0.49746835596098354,0.46332804239543873,0.3536635479562157,1.399464726448059,0.7141770050472446,0.19803654515830654,True,True,1.7881393432617188e-07,True,5
hmc,labram,3,1,14594,0.4078388378785802,0.3971761654410825,0.36081161908211257,0.23617270558592818,1.5052651166915894,0.7578898442171502,0.15780006398301233,True,True,1.7881393432617188e-07,True,5
hmc,labram,3,2,14594,0.4711525284363437,0.4971907189031393,0.4544107191435104,0.3437123241181358,1.414045810699463,0.7184251753001911,0.18849314789980656,True,True,2.384185791015625e-07,True,5
hmc,labram,3,3,14594,0.542072084418254,0.5165681407309176,0.4836257092818439,0.4112091020304661,1.3526936769485474,0.6903850307524345,0.24064638318305828,True,True,2.384185791015625e-07,True,5
hmc,labram,3,4,14594,0.5338495272029601,0.5203260500984783,0.49887002499749356,0.4034936115922416,1.3489798307418823,0.6907438079178245,0.23865602312797685,True,True,1.7881393432617188e-07,True,5
hmc,labram,4,0,18471,0.513886633100536,0.5156277972859797,0.4820304182962313,0.3909640386150528,1.3801318407058716,0.7041623030475147,0.22164822865994918,True,True,2.384185791015625e-07,True,5
hmc,labram,4,1,18471,0.4143792972768123,0.4038367071202768,0.3711738021932329,0.24979611940174207,1.5030015707015991,0.7567076746568163,0.16385418524675524,True,True,2.384185791015625e-07,True,5
hmc,labram,4,2,18471,0.5029505711656109,0.5012544242013122,0.4504325550467591,0.3759812406510201,1.392057180404663,0.7075176600214304,0.21085340858060825,True,True,1.7881393432617188e-07,True,5
hmc,labram,4,3,18471,0.5430133723133561,0.5273142877998633,0.49599004510962963,0.41958519529341143,1.3335545063018799,0.6807831447904079,0.23439443985837335,True,True,2.384185791015625e-07,True,5
hmc,labram,4,4,18471,0.5288831140707054,0.5375194741077803,0.4997628498601349,0.41032453148852555,1.3212049007415771,0.6756271057975451,0.2153570722936003,True,True,1.7881393432617188e-07,True,5
hmc,biot,0,0,11463,0.5695716653581087,0.5391160045577748,0.5086671085093994,0.43525458273425255,1.3325504064559937,0.6824157575812063,0.2659468602876248,True,True,1.7881393432617188e-07,True,5
hmc,biot,0,1,11463,0.5637267730960481,0.5503281680085343,0.5214371170247011,0.43607541603587263,1.268057942390442,0.6528432100383115,0.22854562455900862,True,True,1.1920928955078125e-07,True,5
hmc,biot,0,2,11463,0.46366570705748933,0.43473709072444383,0.43382639744906076,0.29590946562429465,1.4193377494812012,0.7226798410496931,0.19554889170919465,True,True,2.384185791015625e-07,True,5
hmc,biot,0,3,11463,0.5225508156678007,0.49587665892824867,0.4881539437742413,0.37859777674549155,1.2797209024429321,0.6629116236718304,0.1741823029424012,True,True,2.384185791015625e-07,True,5
hmc,biot,0,4,11463,0.5332809910145686,0.49771523316436317,0.4878512512664802,0.39036665180765073,1.3085373640060425,0.6747645192540493,0.21905991874559175,True,True,2.384185791015625e-07,True,5
hmc,biot,1,0,24166,0.5301249689646611,0.538299786453176,0.4711341007845988,0.40857231780305914,1.3589762449264526,0.6925700020605625,0.21008547332881153,True,True,2.384185791015625e-07,True,5
hmc,biot,1,1,24166,0.5345940577671108,0.5465645423032459,0.5298556425314189,0.4166117088191704,1.2914499044418335,0.6673446257332457,0.19243632618938758,True,True,1.7881393432617188e-07,True,5
hmc,biot,1,2,24166,0.3404369775717951,0.29534442475598266,0.24278512372270225,0.12472452180191584,1.5486892461776733,0.7755686251236321,0.09466296298993422,True,True,1.7881393432617188e-07,True,4
hmc,biot,1,3,24166,0.5422080609120251,0.5406856917649403,0.5226040458226362,0.4206207627827049,1.2825496196746826,0.6623305641619445,0.20177803139294712,True,True,1.7881393432617188e-07,True,5
hmc,biot,1,4,24166,0.5105106347761318,0.5163533709845993,0.49311748251420484,0.3851699791899351,1.3753782510757446,0.7040771251476475,0.21479727035978918,True,True,1.7881393432617188e-07,True,5
hmc,biot,2,0,14927,0.5579151872445903,0.5411428402112858,0.5087396511549318,0.43713209876409176,1.2571953535079956,0.6443308133331107,0.21331514655413691,True,True,2.384185791015625e-07,True,5
hmc,biot,2,1,14927,0.5609968513432035,0.5548436211612262,0.526908782513005,0.44398273931559584,1.2220714092254639,0.6296560759862139,0.20492595842880168,True,True,2.384185791015625e-07,True,5
hmc,biot,2,2,14927,0.390165471963556,0.3157695867795921,0.2483014860926728,0.16769587881675285,1.5558111667633057,0.7775372997431508,0.140144081698552,True,True,1.7881393432617188e-07,True,5
hmc,biot,2,3,14927,0.5354056407851544,0.5370489906976446,0.5068699776658214,0.4114783622751965,1.2281498908996582,0.6343907059830542,0.17353343603247942,True,True,2.384185791015625e-07,True,5
hmc,biot,2,4,14927,0.5620017418101427,0.5719446360709133,0.5338412769217907,0.4496324934666902,1.2150205373764038,0.6294738040440779,0.20419053362292264,True,True,1.7881393432617188e-07,True,5
hmc,biot,3,0,14594,0.53062902562697,0.4991317054978275,0.478129056398324,0.3950661971089413,1.3714829683303833,0.6976208038596182,0.22411442310847335,True,True,2.384185791015625e-07,True,5
hmc,biot,3,1,14594,0.5199397012470879,0.5081697643902833,0.4818343898900313,0.3893133343696842,1.2934499979019165,0.6666242118640843,0.17400004841847763,True,True,1.7881393432617188e-07,True,5
hmc,biot,3,2,14594,0.32945045909277787,0.2998581600336035,0.24762196236989467,0.12134958529588713,1.5604026317596436,0.7805645463746027,0.10867335965604964,True,True,1.7881393432617188e-07,True,5
hmc,biot,3,3,14594,0.5126079210634508,0.4986399468691879,0.476449901418608,0.37996236785085324,1.2936421632766724,0.6684622496216797,0.16875464228737824,True,True,1.1920928955078125e-07,True,5
hmc,biot,3,4,14594,0.4534740304234617,0.45020285127803755,0.40209471671858976,0.31571100409046426,1.480336308479309,0.7447321448183328,0.1873241241041628,True,True,1.7881393432617188e-07,True,5
hmc,biot,4,0,18471,0.5712197498781875,0.5328987190321036,0.4884346688553675,0.4489368252071212,1.3434346914291382,0.6833270161147526,0.2655360474621854,True,True,1.7881393432617188e-07,True,5
hmc,biot,4,1,18471,0.5076606572464945,0.5050080629767206,0.4802267752782268,0.3796540769905886,1.3893232345581055,0.7039167931306302,0.2140577647744864,True,True,2.384185791015625e-07,True,5
hmc,biot,4,2,18471,0.356179957771642,0.35823128756413697,0.28319446994578634,0.17286664730086454,1.5702803134918213,0.7831635700070175,0.1093400762039325,True,True,1.7881393432617188e-07,True,4
hmc,biot,4,3,18471,0.5410102322559688,0.5350070751827729,0.5121774018986185,0.42031276304575726,1.2436965703964233,0.6402956038180239,0.17232401704925027,True,True,1.7881393432617188e-07,True,5
hmc,biot,4,4,18471,0.5247685561149911,0.5327433314736857,0.4915349308960488,0.4062342184459353,1.3551180362701416,0.6915920326557585,0.2213427786589327,True,True,1.7881393432617188e-07,True,5
eegmmidb,cbramod,0,0,1260,0.2642857142857143,0.2639948555215175,0.24636346560055114,0.018722916628161168,1.4076313972473145,0.7611759369876632,0.06854310686153078,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,0,1,1260,0.2611111111111111,0.26070689050174006,0.2542355879124663,0.014155763826325551,1.4089101552963257,0.7612718537099598,0.06265924764530997,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,0,2,1260,0.2722222222222222,0.2730628708775258,0.2578316808163361,0.030756221876981904,1.4022362232208252,0.7581940754052954,0.05568733754612151,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,0,3,1260,0.24444444444444444,0.24430538282344333,0.2434483912439253,-0.007593575700557631,1.4172393083572388,0.765085161152516,0.08154716562657129,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,0,4,1260,0.2833333333333333,0.28317295673546217,0.2813919988318544,0.044243773363013994,1.3896280527114868,0.7513549619506348,0.033271695436939336,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,1,0,1284,0.26791277258566976,0.26847537243020814,0.252913079120227,0.02474498700694272,1.4050788879394531,0.7593102207161354,0.05746729609286673,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,1,1,1284,0.2554517133956386,0.25672632585873956,0.20779411146464938,0.009040108113170131,1.486014723777771,0.8024490319030246,0.1612973680423799,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,1,2,1284,0.26479750778816197,0.2652276390884225,0.2596996187028533,0.02028939587681211,1.4087997674942017,0.7616628755666374,0.06441746487331537,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,1,3,1284,0.2468847352024922,0.24845401388611116,0.18802086229812479,-0.002181730128942405,1.4547924995422363,0.7827761053562052,0.11523510794216227,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,1,4,1284,0.24922118380062305,0.25028873617227354,0.2337410384575333,0.0003230558498953373,1.4152425527572632,0.7651648917682583,0.09280197689095017,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,2,0,1260,0.24682539682539684,0.24675141980595475,0.1922925103389655,-0.004300280526112532,1.4731296300888062,0.7894577932078485,0.1275389110758191,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,2,1,1260,0.25396825396825395,0.25383288252396596,0.25133538831904434,0.005103005103005209,1.4116524457931519,0.763013886169891,0.07144276920765166,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,2,2,1260,0.24523809523809523,0.24592688437347643,0.22401209437440006,-0.005459180334196567,1.427964210510254,0.7704525156649038,0.0978013713444982,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,2,3,1260,0.24603174603174602,0.2463119998385748,0.2295542648836761,-0.004954248135545569,1.4119526147842407,0.763196970689899,0.08089320607601651,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,2,4,1260,0.24206349206349206,0.24229920251540277,0.2377891863396637,-0.010245177344918144,1.4220573902130127,0.7681276027842594,0.08989082246072709,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,3,0,900,0.24222222222222223,0.2422413622804765,0.23984268863676017,-0.010230684152314762,1.4081265926361084,0.760251516709358,0.07347072468863594,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,3,1,900,0.24444444444444444,0.24472057051421348,0.2372501602538612,-0.006877035964594658,1.4637104272842407,0.7852157353678364,0.13985991100470221,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,3,2,900,0.23666666666666666,0.236043341696134,0.2174508510361327,-0.01846849221200242,1.4143270254135132,0.7643601702365285,0.09124466101328532,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,3,3,900,0.2688888888888889,0.2705892811283855,0.1813299187394114,0.027190054406391995,1.4532870054244995,0.7799122141726997,0.11530807110998366,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,3,4,900,0.24555555555555555,0.2458614013946781,0.24032941794662482,-0.005416184058123497,1.4105169773101807,0.7626862210074009,0.0653205418255594,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,4,0,1149,0.2793733681462141,0.2803622813811854,0.26107866454227585,0.040281326698295095,1.3989884853363037,0.7559804731202505,0.04689857184731308,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,4,1,1149,0.23759791122715404,0.23862018233071675,0.2309352326272875,-0.014960350432797531,1.407943844795227,0.7606922156262481,0.08080792115811579,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,4,2,1149,0.24804177545691905,0.24807627321100484,0.24731510569594817,-0.0024730204476075546,1.405918002128601,0.7597002998664911,0.06649978932242896,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,4,3,1149,0.23933855526544823,0.24069394832921576,0.22372669135610115,-0.01213686171113415,1.4271059036254883,0.7705628508327955,0.09744784072547295,True,True,1.1920928955078125e-07,True,4
eegmmidb,cbramod,4,4,1149,0.2463011314186249,0.24655387521243033,0.24268818837839193,-0.004571400879954224,1.418858289718628,0.7660404330087676,0.09505286148779281,True,True,1.1920928955078125e-07,True,4
eegmmidb,labram,0,0,1260,0.24841269841269842,0.24787045586962375,0.20060946407055755,-0.0028289185059680033,1.4025005102157593,0.758099895112404,0.05945674169158178,True,True,1.1920928955078125e-07,True,3
eegmmidb,labram,0,1,1260,0.2507936507936508,0.25,0.10025380710659898,0.0,1.5300184488296509,0.8266823541276125,0.2148621464532519,True,True,1.1920928955078125e-07,True,1
eegmmidb,labram,0,2,1260,0.25873015873015875,0.2582040419333759,0.16203107881737822,0.010987348665533747,1.4153454303741455,0.7644919340998646,0.07022804071505864,True,True,1.1920928955078125e-07,True,4
eegmmidb,labram,0,3,1260,0.24285714285714285,0.2435819435841969,0.1860902221036337,-0.00856665799652645,1.470104455947876,0.7812590894672138,0.09480818273529174,True,True,1.1920928955078125e-07,True,3
eegmmidb,labram,0,4,1260,0.24523809523809523,0.24523981471155692,0.18095986394116897,-0.006482761632936818,1.4022992849349976,0.757975594430742,0.06483895568147538,True,True,1.1920928955078125e-07,True,4
eegmmidb,labram,1,0,1284,0.2484423676012461,0.2466542463904039,0.18105113452863714,-0.004343026111654158,1.4150303602218628,0.7635503429242797,0.0714130848646164,True,True,1.1920928955078125e-07,True,3
eegmmidb,labram,1,1,1284,0.25,0.25384615384615383,0.10699632105406079,0.005064427825868689,1.5487494468688965,0.8349812042132114,0.22896606728109617,True,True,1.7881393432617188e-07,True,2
eegmmidb,labram,1,2,1284,0.25934579439252337,0.25841972849643396,0.24313336351529757,0.011284027789023598,1.3940651416778564,0.7538175365294113,0.0340235280656369,True,True,1.1920928955078125e-07,True,4
eegmmidb,labram,1,3,1284,0.2538940809968847,0.25,0.10124223602484472,0.0,1.6503320932388306,0.8781458540443899,0.2941507851223337,True,True,1.7881393432617188e-07,True,1
eegmmidb,labram,1,4,1284,0.2562305295950156,0.2544961985818559,0.19036617030988176,0.00618711776271752,1.4229060411453247,0.7660641931587534,0.07083042683166879,True,True,1.1920928955078125e-07,True,3
eegmmidb,labram,2,0,1260,0.2634920634920635,0.26301891736628336,0.17297168548758904,0.017296152488528005,1.4752318859100342,0.7909138636650335,0.10990033726843575,True,True,1.1920928955078125e-07,True,2
eegmmidb,labram,2,1,1260,0.2365079365079365,0.23750319933627798,0.1759490415275885,-0.016580701975091205,1.4002217054367065,0.7574131686408058,0.0668985783107697,True,True,1.1920928955078125e-07,True,4
eegmmidb,labram,2,2,1260,0.24841269841269842,0.25,0.09949141767323585,0.0,1.7027283906936646,0.9352389309905998,0.36787904037369623,True,True,1.1920928955078125e-07,True,1
eegmmidb,labram,2,3,1260,0.23253968253968255,0.23182864326860983,0.18985978112175103,-0.02437301900910538,1.4308215379714966,0.7690982863772531,0.08659374176982851,True,True,1.1920928955078125e-07,True,3
eegmmidb,labram,2,4,1260,0.2714285714285714,0.2709670716970177,0.26309222056933423,0.02800980158183275,1.387069821357727,0.7504916464918446,0.019175329189451907,True,True,1.1920928955078125e-07,True,4
eegmmidb,labram,3,0,900,0.23777777777777778,0.23674957033642166,0.16159804762900748,-0.0176296843271182,1.4070526361465454,0.7602780335258666,0.07546864996353786,True,True,1.1920928955078125e-07,True,4
eegmmidb,labram,3,1,900,0.2588888888888889,0.2607366507971,0.1468650056384375,0.014343979666226692,1.3993275165557861,0.7567317110928353,0.06032747291856344,True,True,1.1920928955078125e-07,True,4
eegmmidb,labram,3,2,900,0.2477777777777778,0.25,0.09928762243989314,0.0,1.7189373970031738,0.9453721830337294,0.3756212237146166,True,True,1.1920928955078125e-07,True,1
eegmmidb,labram,3,3,900,0.25222222222222224,0.25003950929456153,0.13451086082487834,0.00013866328592360144,1.5069087743759155,0.7943304268983092,0.1231763584083981,True,True,1.1920928955078125e-07,True,3
eegmmidb,labram,3,4,900,0.23555555555555555,0.23385551450978842,0.18247701817413356,-0.021633822151238657,1.4113280773162842,0.7618638269768614,0.07474998543659846,True,True,1.1920928955078125e-07,True,3
eegmmidb,labram,4,0,1149,0.2523933855526545,0.2520896795418545,0.16463790446841295,0.0026666531936176963,1.4799338579177856,0.7917359560510653,0.11994093874415906,True,True,1.1920928955078125e-07,True,2
eegmmidb,labram,4,1,1149,0.24456048738033073,0.24820522072363507,0.11213570350626188,-0.0023950976381705846,1.4163892269134521,0.765697530080286,0.08789721676014733,True,True,1.1920928955078125e-07,True,3
eegmmidb,labram,4,2,1149,0.25413402959094866,0.25319690723210286,0.1877149278636121,0.004311613143948678,1.417161226272583,0.7641465253552662,0.06927312527976937,True,True,1.1920928955078125e-07,True,4
eegmmidb,labram,4,3,1149,0.2523933855526545,0.25,0.10076441973592773,0.0,1.6712337732315063,0.8869077513066864,0.3043006963061705,True,True,1.1920928955078125e-07,True,1
eegmmidb,labram,4,4,1149,0.24369016536118362,0.24510418676442214,0.14693212375566989,-0.006647934694173907,1.4529225826263428,0.779907270074027,0.11826492818777617,True,True,1.1920928955078125e-07,True,3
eegmmidb,biot,0,0,1260,0.2507936507936508,0.25037450997095956,0.2185738611829163,0.000473947986729395,1.4028984308242798,0.7583334228083665,0.05875899361239539,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,0,1,1260,0.2571428571428571,0.2575446178357601,0.2531206437496703,0.009992747199613183,1.3965754508972168,0.754637243389581,0.05261133313179016,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,0,2,1260,0.2571428571428571,0.25848551376972684,0.17461338508993865,0.01134054496314818,1.4245017766952515,0.7694608487201653,0.08843415138267337,True,True,1.1920928955078125e-07,True,3
eegmmidb,biot,0,3,1260,0.2753968253968254,0.2768512466610272,0.18584364667436792,0.03552780283645607,1.3993902206420898,0.7563451721097645,0.043055050122359446,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,0,4,1260,0.2626984126984127,0.2627188482381383,0.2594060258897972,0.016865162688347257,1.3892297744750977,0.751260368674913,0.025683397031019618,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,1,0,1284,0.2702492211838006,0.2681043844323488,0.22572789690569714,0.02423618663883198,1.4039902687072754,0.7575151385073882,0.04231350664687677,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,1,1,1284,0.23909657320872274,0.2393826871202956,0.23882280617046178,-0.0141966904571722,1.3943750858306885,0.7540572495825839,0.0517289462119248,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,1,2,1284,0.24766355140186916,0.24848405923501055,0.1858853618322296,-0.002320050619286418,1.4065452814102173,0.7595296532097198,0.05636682113011678,True,True,1.1920928955078125e-07,True,3
eegmmidb,biot,1,3,1284,0.2523364485981308,0.25416556349883296,0.20984404973015885,0.005380421977426053,1.401997685432434,0.7579927197166747,0.05667746173815564,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,1,4,1284,0.2632398753894081,0.26437806774141775,0.2540598360270565,0.01911914336934928,1.3891233205795288,0.7514443705862396,0.03283134499721437,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,2,0,1260,0.2626984126984127,0.2625900654431489,0.20954781720608728,0.016727245846749117,1.4125443696975708,0.7619372831151329,0.05121553029332843,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,2,1,1260,0.25476190476190474,0.2545776549636105,0.2260650336870303,0.00612968178912443,1.3892830610275269,0.7513922150437284,0.03403855467599537,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,2,2,1260,0.26587301587301587,0.2658810461520724,0.1865116152631803,0.021315258245135582,1.4034767150878906,0.7582168954749401,0.04220706214980476,True,True,1.1920928955078125e-07,True,3
eegmmidb,biot,2,3,1260,0.2761904761904762,0.2750837230219004,0.2163615483221749,0.03369114141197538,1.3921589851379395,0.7527743313978438,0.012496962102632682,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,2,4,1260,0.2714285714285714,0.2714398079689495,0.2612829102971325,0.028492285001801565,1.3892714977264404,0.7515630332709787,0.020208767955265366,True,True,1.1920928955078125e-07,True,4
