dataset,method,fold,seed,BA,macro_F1,NLL,subjects
OpenBMI,SubjectBalancedERM,1,2,0.7106250000000001,0.7068135741072271,0.5871596362740966,8
OpenBMI,SubjectBalancedERM,2,0,0.69625,0.6936029915889015,0.5844771734023737,8
OpenBMI,SubjectBalancedERM,2,1,0.780625,0.7783228474050614,0.5145924390277642,8
OpenBMI,SubjectBalancedERM,2,2,0.785,0.7786386775116222,0.5063280238556056,8
OpenBMI,SubjectBalancedERM,3,0,0.77875,0.7779830459243304,0.5154298045734012,8
OpenBMI,SubjectBalancedERM,3,1,0.811875,0.8102347227366886,0.4898875312125503,8
OpenBMI,SubjectBalancedERM,3,2,0.78875,0.7869421828460179,0.5057294610071948,8
OpenBMI,SubjectBalancedERM,4,0,0.775625,0.7731347588560354,0.5216880888210427,8
OpenBMI,SubjectBalancedERM,4,1,0.77875,0.7753936207317315,0.50952988271369,8
OpenBMI,SubjectBalancedERM,4,2,0.776875,0.7739530750055256,0.510439793211953,8
WBCIC,AdversarialMixed,0,0,0.8255555555555555,0.8237973481586507,0.475817932182603,9
WBCIC,AdversarialMixed,0,1,0.8225,0.821462837207029,0.47761689018009634,9
WBCIC,AdversarialMixed,0,2,0.8177777777777778,0.8172731529124555,0.4705978460873974,9
WBCIC,AdversarialMixed,1,0,0.7309375,0.7245740156780582,0.5391108423318235,8
WBCIC,AdversarialMixed,1,1,0.7346875,0.7324124423078979,0.530675237007108,8
WBCIC,AdversarialMixed,1,2,0.7359375,0.7311178625773419,0.5337238099815746,8
WBCIC,AdversarialMixed,2,0,0.7755778894472362,0.7751805517351978,0.5109448916967314,8
WBCIC,AdversarialMixed,2,1,0.788109296482412,0.7867679322861577,0.5103166073436709,8
WBCIC,AdversarialMixed,2,2,0.8014934045226131,0.8009345796020948,0.49480944933363075,8
WBCIC,AdversarialMixed,3,0,0.8374513190954774,0.8363270292815176,0.44828659825232764,8
WBCIC,AdversarialMixed,3,1,0.8293168969849246,0.8277152605618044,0.46325703021588727,8
WBCIC,AdversarialMixed,3,2,0.8277575376884422,0.8272699862485213,0.4534449585087245,8
WBCIC,AdversarialMixed,4,0,0.7417776381909548,0.7400217110752825,0.5261429800000493,8
WBCIC,AdversarialMixed,4,1,0.7508699748743718,0.7492425134509662,0.5234171594846728,8
WBCIC,AdversarialMixed,4,2,0.7564839824120604,0.7557285628158629,0.5157804210651229,8
WBCIC,ERM,0,0,0.8255555555555555,0.8237973481586507,0.47577054234275906,9
WBCIC,ERM,0,1,0.8222222222222222,0.8211320271568324,0.4776334829284797,9
WBCIC,ERM,0,2,0.8177777777777777,0.8172788103715837,0.47062602446235136,9
WBCIC,ERM,1,0,0.7290625000000001,0.7225461793680317,0.5392741553852016,8
WBCIC,ERM,1,1,0.7346875,0.7324124423078979,0.5308120946376018,8
WBCIC,ERM,1,2,0.735,0.7301790749898156,0.5338776803878893,8
WBCIC,ERM,2,0,0.7758903894472362,0.7754945734555754,0.5109318745684536,8
WBCIC,ERM,2,1,0.788109296482412,0.7867679322861577,0.510293093835609,8
WBCIC,ERM,2,2,0.8021184045226131,0.80156237188514,0.49497258099566405,8
WBCIC,ERM,3,0,0.8374513190954774,0.8363270292815176,0.44847756963394797,8
WBCIC,ERM,3,1,0.8280668969849246,0.8264588784674552,0.4632835095171913,8
WBCIC,ERM,3,2,0.8274450376884422,0.8269740617581793,0.45346900314585636,8
WBCIC,ERM,4,0,0.7417776381909548,0.7400217110752825,0.5262468977761598,8
WBCIC,ERM,4,1,0.7508699748743718,0.7492471777458514,0.523451941258369,8
WBCIC,ERM,4,2,0.7564839824120604,0.7557285628158629,0.5158953934082686,8
WBCIC,GroupDRO,0,0,0.8255555555555555,0.8238500173121952,0.47592418742951587,9
WBCIC,GroupDRO,0,1,0.8222222222222222,0.8211320271568324,0.4778627774502647,9
WBCIC,GroupDRO,0,2,0.8177777777777778,0.8172703036586735,0.4707415188882655,9
WBCIC,GroupDRO,1,0,0.731875,0.725502942239053,0.5392236657291924,8
WBCIC,GroupDRO,1,1,0.7346875,0.732517886007552,0.5308361846248733,8
WBCIC,GroupDRO,1,2,0.7375,0.7329500105978104,0.5339064335094,8
WBCIC,GroupDRO,2,0,0.777141959798995,0.7767742178439905,0.5109989207628425,8
WBCIC,GroupDRO,2,1,0.788109296482412,0.7867679322861577,0.5103695409012547,8
WBCIC,GroupDRO,2,2,0.7999324748743718,0.7993442341081406,0.4950890449861463,8
WBCIC,GroupDRO,3,0,0.8371388190954774,0.8360432491656786,0.44863356573290486,8
WBCIC,GroupDRO,3,1,0.8280668969849246,0.8264588784674552,0.46349741606193356,8
WBCIC,GroupDRO,3,2,0.8271325376884422,0.8266759873047735,0.4537141637418692,8
WBCIC,GroupDRO,4,0,0.7417776381909548,0.7400217110752825,0.5262644722503994,8
WBCIC,GroupDRO,4,1,0.7508699748743718,0.7492471777458514,0.5235173828106842,8
WBCIC,GroupDRO,4,2,0.7564839824120604,0.7557285628158629,0.5159506407325551,8
WBCIC,Mixup,0,0,0.825,0.8232799090201567,0.4769292106174836,9
WBCIC,Mixup,0,1,0.8225,0.821462837207029,0.478476442014367,9
WBCIC,Mixup,0,2,0.8177777777777777,0.8172788103715837,0.47187542917664493,9
WBCIC,Mixup,1,0,0.7296875,0.7232260279712018,0.5397100499067272,8
WBCIC,Mixup,1,1,0.735625,0.7332228263592553,0.5319999119061477,8
WBCIC,Mixup,1,2,0.7346875,0.7296799215205387,0.5344545779696402,8
WBCIC,Mixup,2,0,0.7765153894472362,0.7760692904866244,0.5117286406420929,8
WBCIC,Mixup,2,1,0.788109296482412,0.7867679322861577,0.5115262844207266,8
WBCIC,Mixup,2,2,0.8030559045226131,0.8025266607351126,0.49608521103801795,8
WBCIC,Mixup,3,0,0.8368263190954774,0.835711111718423,0.4499912488602347,8
WBCIC,Mixup,3,1,0.8293168969849246,0.8277152605618044,0.4637205969712126,8
WBCIC,Mixup,3,2,0.8271325376884422,0.8266759873047735,0.4544228633720789,8
WBCIC,Mixup,4,0,0.7411526381909548,0.7393893443051585,0.5269221626917947,8
WBCIC,Mixup,4,1,0.7505574748743719,0.7488810694650927,0.5243143490397372,8
WBCIC,Mixup,4,2,0.7564839824120604,0.7557285628158629,0.5167531757638837,8
WBCIC,PERSIST-RE,0,0,0.8255555555555555,0.8237973481586507,0.4758030521509427,9
WBCIC,PERSIST-RE,0,1,0.8225,0.821462837207029,0.4776200717538958,9
WBCIC,PERSIST-RE,0,2,0.8177777777777778,0.8172731529124555,0.47059326846465527,9
WBCIC,PERSIST-RE,1,0,0.730625,0.7242384474654121,0.5391170929226152,8
WBCIC,PERSIST-RE,1,1,0.7346875,0.7324124423078979,0.5306747695481595,8
WBCIC,PERSIST-RE,1,2,0.7359375,0.7311178625773419,0.533723743833273,8
WBCIC,PERSIST-RE,2,0,0.7755778894472362,0.7751805517351978,0.5109332391893703,8
WBCIC,PERSIST-RE,2,1,0.788109296482412,0.7867679322861577,0.5103000402433192,8
WBCIC,PERSIST-RE,2,2,0.8014934045226131,0.8009345796020948,0.4948143467908668,8
WBCIC,PERSIST-RE,3,0,0.8374513190954774,0.8363270292815176,0.44827841795932916,8
WBCIC,PERSIST-RE,3,1,0.8293168969849246,0.8277152605618044,0.4632284135357886,8
WBCIC,PERSIST-RE,3,2,0.8277575376884422,0.8272699862485213,0.4534593501035416,8
WBCIC,PERSIST-RE,4,0,0.7417776381909548,0.7400217110752825,0.5261420995439083,8
WBCIC,PERSIST-RE,4,1,0.7508699748743718,0.7492425134509662,0.5234195897415035,8
WBCIC,PERSIST-RE,4,2,0.7561714824120603,0.7554370776494782,0.5157745835706835,8
WBCIC,ProspectiveOnly,0,0,0.8255555555555555,0.8237973481586507,0.4758412292134506,9
WBCIC,ProspectiveOnly,0,1,0.8230555555555555,0.8220555838928907,0.4776522546152604,9
WBCIC,ProspectiveOnly,0,2,0.8175,0.8169934288849059,0.4706557515175154,9
WBCIC,ProspectiveOnly,1,0,0.7312500000000001,0.7248881362236933,0.5392071839126138,8
WBCIC,ProspectiveOnly,1,1,0.735,0.7327202299577216,0.5308316996912118,8
WBCIC,ProspectiveOnly,1,2,0.7365625,0.7317322626606712,0.5338925871434376,8
WBCIC,ProspectiveOnly,2,0,0.7755778894472362,0.7751805517351978,0.510986128660757,8
WBCIC,ProspectiveOnly,2,1,0.788109296482412,0.7867679322861577,0.5103206270320223,8
WBCIC,ProspectiveOnly,2,2,0.8014934045226131,0.8009345796020948,0.4950644204888415,8
WBCIC,ProspectiveOnly,3,0,0.8374513190954774,0.8363270292815176,0.44846568488257993,8
WBCIC,ProspectiveOnly,3,1,0.8293168969849246,0.8277152605618044,0.4632739642664079,8
WBCIC,ProspectiveOnly,3,2,0.8274450376884422,0.8269583711541657,0.4535099179944435,8
WBCIC,ProspectiveOnly,4,0,0.7417776381909548,0.7400217110752825,0.526259832002684,8
WBCIC,ProspectiveOnly,4,1,0.7508699748743719,0.7492200435722527,0.5235206505278523,8
WBCIC,ProspectiveOnly,4,2,0.7558589824120603,0.75512387636979,0.515875966187204,8
WBCIC,RandomEffectOnly,0,0,0.8255555555555555,0.8237973481586507,0.4758322876382356,9
WBCIC,RandomEffectOnly,0,1,0.8236111111111111,0.8226048015795853,0.47761295058210734,9
WBCIC,RandomEffectOnly,0,2,0.8177777777777778,0.8172731529124555,0.4706099730897544,9
WBCIC,RandomEffectOnly,1,0,0.7312500000000001,0.7248881362236933,0.5392524537933708,8
WBCIC,RandomEffectOnly,1,1,0.735,0.7327202299577216,0.5308196248126777,8
WBCIC,RandomEffectOnly,1,2,0.7359375,0.7311178625773419,0.5338836472195799,8
WBCIC,RandomEffectOnly,2,0,0.7755778894472362,0.7751805517351978,0.5109384846625891,8
WBCIC,RandomEffectOnly,2,1,0.7884217964824121,0.7870931061457144,0.5103683119807114,8
WBCIC,RandomEffectOnly,2,2,0.8021184045226131,0.80156237188514,0.4949844146689704,8
WBCIC,RandomEffectOnly,3,0,0.8374513190954774,0.8363270292815176,0.4485151403547495,8
WBCIC,RandomEffectOnly,3,1,0.8293168969849246,0.8277152605618044,0.4633201665023055,8
WBCIC,RandomEffectOnly,3,2,0.8277575376884422,0.8272699862485213,0.45354155448349504,8
WBCIC,RandomEffectOnly,4,0,0.7417776381909548,0.7400217110752825,0.5262787824891259,8
WBCIC,RandomEffectOnly,4,1,0.7508699748743718,0.7492425134509662,0.5235354581675191,8
WBCIC,RandomEffectOnly,4,2,0.7558589824120603,0.75512387636979,0.5158943236054387,8
WBCIC,SubjectBalancedERM,0,0,0.8255555555555555,0.823817809732539,0.47576160822255503,9
WBCIC,SubjectBalancedERM,0,1,0.8222222222222222,0.8211320271568324,0.477633865614548,9
WBCIC,SubjectBalancedERM,0,2,0.8177777777777777,0.8172788103715837,0.47062670134228074,9
WBCIC,SubjectBalancedERM,1,0,0.7290625000000001,0.7225461793680317,0.5392751595742965,8
WBCIC,SubjectBalancedERM,1,1,0.7346874999999999,0.7324543040684021,0.5308072987568669,8
WBCIC,SubjectBalancedERM,1,2,0.7353125,0.7304925029570849,0.5338725104547521,8
WBCIC,SubjectBalancedERM,2,0,0.7762028894472361,0.7758206177556819,0.5109320450901631,8
WBCIC,SubjectBalancedERM,2,1,0.788109296482412,0.7867679322861577,0.5102929219155131,8
WBCIC,SubjectBalancedERM,2,2,0.8014934045226131,0.8009345796020948,0.4949744477574452,8
WBCIC,SubjectBalancedERM,3,0,0.8374513190954774,0.8363270292815176,0.4484803818147,8
WBCIC,SubjectBalancedERM,3,1,0.8280668969849246,0.8264588784674552,0.4632832813685835,8
WBCIC,SubjectBalancedERM,3,2,0.8274450376884422,0.8269740617581793,0.45346854935214376,8
WBCIC,SubjectBalancedERM,4,0,0.7417776381909548,0.7400217110752825,0.5262505127757854,8
WBCIC,SubjectBalancedERM,4,1,0.7508699748743718,0.7492471777458514,0.5234512537820653,8
WBCIC,SubjectBalancedERM,4,2,0.7564839824120604,0.7557285628158629,0.5158976718623375,8
