dataset,fold,seed,method,subject_id,BA,macro_F1,NLL,trials,inference_random_effect,backbone
WBCIC,0,1,SubjectBalancedERM,19,0.805,0.805,0.42452683573942723,400,False,EEGNeX
WBCIC,0,1,SubjectBalancedERM,21,0.86,0.8599124452782989,0.39622784558783436,400,False,EEGNeX
WBCIC,0,1,SubjectBalancedERM,28,0.6975,0.6948893974065599,0.5356906375593589,400,False,EEGNeX
WBCIC,0,1,SubjectBalancedERM,33,0.96,0.9599909979745442,0.28235428634268284,400,False,EEGNeX
WBCIC,0,1,SubjectBalancedERM,37,0.8575,0.8568477626184302,0.4524706888540679,400,False,EEGNeX
WBCIC,0,1,Mixup,1,0.925,0.9249831212022706,0.3396472240715387,400,False,EEGNeX
WBCIC,0,1,Mixup,3,0.925,0.9249530956848031,0.3580477237426867,400,False,EEGNeX
WBCIC,0,1,Mixup,5,0.8575,0.85702729649905,0.36832315424170203,400,False,EEGNeX
WBCIC,0,1,Mixup,16,0.5175000000000001,0.5169898204979009,0.7345565557257726,400,False,EEGNeX
WBCIC,0,1,Mixup,19,0.805,0.804995124878122,0.43105598500923137,400,False,EEGNeX
WBCIC,0,1,Mixup,21,0.8574999999999999,0.8573493252247686,0.4041175932204969,400,False,EEGNeX
WBCIC,0,1,Mixup,28,0.7,0.6975501562657526,0.5358105905661094,400,False,EEGNeX
WBCIC,0,1,Mixup,33,0.96,0.9599909979745442,0.29323280836416254,400,False,EEGNeX
WBCIC,0,1,Mixup,37,0.8625,0.861773446679107,0.45888625015667955,400,False,EEGNeX
WBCIC,0,1,GroupDRO,1,0.9225,0.922476258354121,0.33394561417700475,400,False,EEGNeX
WBCIC,0,1,GroupDRO,3,0.9199999999999999,0.9199679871948779,0.35353525923005863,400,False,EEGNeX
WBCIC,0,1,GroupDRO,5,0.875,0.87468671679198,0.36251488274054294,400,False,EEGNeX
WBCIC,0,1,GroupDRO,16,0.5175,0.516408897575154,0.7371491367519656,400,False,EEGNeX
WBCIC,0,1,GroupDRO,19,0.8025,0.8024987656172851,0.4271730397865805,400,False,EEGNeX
WBCIC,0,1,GroupDRO,21,0.8625,0.8623959369273013,0.39925313890157055,400,False,EEGNeX
WBCIC,0,1,GroupDRO,28,0.6975,0.6948893974065599,0.5337309323816533,400,False,EEGNeX
WBCIC,0,1,GroupDRO,33,0.9575,0.9574869803877437,0.286917817159122,400,False,EEGNeX
WBCIC,0,1,GroupDRO,37,0.8575,0.8567470265583472,0.45875485478859745,400,False,EEGNeX
WBCIC,0,1,ProspectiveOnly,1,0.9225,0.9224607457525372,0.3287040207886939,400,False,EEGNeX
WBCIC,0,1,ProspectiveOnly,3,0.925,0.924969987995198,0.34687551677920625,400,False,EEGNeX
WBCIC,0,1,ProspectiveOnly,5,0.87,0.8696741854636592,0.35799778392791093,400,False,EEGNeX
WBCIC,0,1,ProspectiveOnly,16,0.51,0.5092147435897436,0.7397379785577058,400,False,EEGNeX
WBCIC,0,1,ProspectiveOnly,19,0.805,0.805,0.4233223659382127,400,False,EEGNeX
WBCIC,0,1,ProspectiveOnly,21,0.86,0.859873886497848,0.39431518032794793,400,False,EEGNeX
WBCIC,0,1,ProspectiveOnly,28,0.6975,0.6951661155723508,0.5345437474942845,400,False,EEGNeX
WBCIC,0,1,ProspectiveOnly,33,0.96,0.9599909979745442,0.2800757409454065,400,False,EEGNeX
WBCIC,0,1,ProspectiveOnly,37,0.8600000000000001,0.8593106220480353,0.450987547644515,400,False,EEGNeX
WBCIC,0,1,RandomEffectOnly,1,0.9199999999999999,0.9199679871948779,0.33132711368857826,400,False,EEGNeX
WBCIC,0,1,RandomEffectOnly,3,0.925,0.924969987995198,0.3496488128638696,400,False,EEGNeX
WBCIC,0,1,RandomEffectOnly,5,0.8725,0.8722116775975796,0.3601256471316027,400,False,EEGNeX
WBCIC,0,1,RandomEffectOnly,16,0.51,0.5092147435897436,0.7389105170385197,400,False,EEGNeX
WBCIC,0,1,RandomEffectOnly,19,0.805,0.805,0.42508678345729395,400,False,EEGNeX
WBCIC,0,1,RandomEffectOnly,21,0.8574999999999999,0.8573921528155668,0.39675563653131785,400,False,EEGNeX
WBCIC,0,1,RandomEffectOnly,28,0.7,0.6978167258442245,0.5348703483809333,400,False,EEGNeX
WBCIC,0,1,RandomEffectOnly,33,0.96,0.9599909979745442,0.2831750391018788,400,False,EEGNeX
WBCIC,0,1,RandomEffectOnly,37,0.8600000000000001,0.8593106220480353,0.4533247602373862,400,False,EEGNeX
WBCIC,0,1,AdversarialMixed,1,0.9225,0.9224607457525372,0.32724648713495313,400,False,EEGNeX
WBCIC,0,1,AdversarialMixed,3,0.925,0.924969987995198,0.3452609357134314,400,False,EEGNeX
WBCIC,0,1,AdversarialMixed,5,0.87,0.8696741854636592,0.356860516836927,400,False,EEGNeX
WBCIC,0,1,AdversarialMixed,16,0.51,0.5092147435897436,0.740289512340921,400,False,EEGNeX
WBCIC,0,1,AdversarialMixed,19,0.805,0.805,0.4223564846246983,400,False,EEGNeX
WBCIC,0,1,AdversarialMixed,21,0.8625,0.8623959369273013,0.39316106570829534,400,False,EEGNeX
WBCIC,0,1,AdversarialMixed,28,0.7,0.6975501562657526,0.5347687768609042,400,False,EEGNeX
WBCIC,0,1,AdversarialMixed,33,0.96,0.9599909979745442,0.27861198664997616,400,False,EEGNeX
WBCIC,0,1,AdversarialMixed,37,0.8600000000000001,0.8593106220480353,0.4499082260265835,400,False,EEGNeX
WBCIC,0,1,PERSIST-RE,1,0.9225,0.9224607457525372,0.32726424679753097,400,False,EEGNeX
WBCIC,0,1,PERSIST-RE,3,0.925,0.924969987995198,0.3451852325372722,400,False,EEGNeX
WBCIC,0,1,PERSIST-RE,5,0.87,0.8696741854636592,0.3567199936354997,400,False,EEGNeX
WBCIC,0,1,PERSIST-RE,16,0.51,0.5092147435897436,0.74031532212375,400,False,EEGNeX
WBCIC,0,1,PERSIST-RE,19,0.805,0.805,0.4223468337146549,400,False,EEGNeX
WBCIC,0,1,PERSIST-RE,21,0.86,0.859873886497848,0.3932062346559518,400,False,EEGNeX
WBCIC,0,1,PERSIST-RE,28,0.6975,0.6951661155723508,0.534738269498483,400,False,EEGNeX
WBCIC,0,1,PERSIST-RE,33,0.96,0.9599909979745442,0.27852302225336084,400,False,EEGNeX
WBCIC,0,1,PERSIST-RE,37,0.8600000000000001,0.8593106220480353,0.4498834836777758,400,False,EEGNeX
WBCIC,0,2,ERM,1,0.9199999999999999,0.9199279351416274,0.3427235297726288,400,False,EEGNeX
WBCIC,0,2,ERM,3,0.92,0.9199819959490885,0.36004199903129575,400,False,EEGNeX
WBCIC,0,2,ERM,5,0.8825000000000001,0.8822873815829844,0.36547376317874763,400,False,EEGNeX
WBCIC,0,2,ERM,16,0.52,0.5192307692307692,0.7219570303757766,400,False,EEGNeX
WBCIC,0,2,ERM,19,0.8200000000000001,0.8197115384615384,0.4175175019348846,400,False,EEGNeX
WBCIC,0,2,ERM,21,0.87,0.8699869986998701,0.3867847652454192,400,False,EEGNeX
WBCIC,0,2,ERM,28,0.6725000000000001,0.6670881009409209,0.5429763676803661,400,False,EEGNeX
WBCIC,0,2,ERM,33,0.935,0.9349414473025723,0.29938846041260875,400,False,EEGNeX
WBCIC,0,2,ERM,37,0.8625,0.861773446679107,0.43918038965940764,400,False,EEGNeX
WBCIC,0,2,SubjectBalancedERM,1,0.9199999999999999,0.9199279351416274,0.34273295722875824,400,False,EEGNeX
WBCIC,0,2,SubjectBalancedERM,3,0.92,0.9199819959490885,0.36003618448886726,400,False,EEGNeX
WBCIC,0,2,SubjectBalancedERM,5,0.8825000000000001,0.8822873815829844,0.36545106132269267,400,False,EEGNeX
WBCIC,0,2,SubjectBalancedERM,16,0.52,0.5192307692307692,0.721969129023015,400,False,EEGNeX
WBCIC,0,2,SubjectBalancedERM,19,0.8200000000000001,0.8197115384615384,0.4175027608565695,400,False,EEGNeX
WBCIC,0,2,SubjectBalancedERM,21,0.87,0.8699869986998701,0.38678461055448776,400,False,EEGNeX
WBCIC,0,2,SubjectBalancedERM,28,0.6725000000000001,0.6670881009409209,0.5429271491897792,400,False,EEGNeX
WBCIC,0,2,SubjectBalancedERM,33,0.935,0.9349414473025723,0.2993803451810577,400,False,EEGNeX
WBCIC,0,2,SubjectBalancedERM,37,0.8625,0.861773446679107,0.4391586923213355,400,False,EEGNeX
WBCIC,0,2,Mixup,1,0.915,0.9149234310879792,0.35191768929111034,400,False,EEGNeX
WBCIC,0,2,Mixup,3,0.92,0.9199819959490885,0.3691981094729211,400,False,EEGNeX
WBCIC,0,2,Mixup,5,0.88,0.8797565069265262,0.3733575197701141,400,False,EEGNeX
WBCIC,0,2,Mixup,16,0.52,0.5192307692307692,0.7176426775165623,400,False,EEGNeX
WBCIC,0,2,Mixup,19,0.8200000000000001,0.8197115384615384,0.4231599044428448,400,False,EEGNeX
WBCIC,0,2,Mixup,21,0.87,0.8699869986998701,0.39481773325698577,400,False,EEGNeX
WBCIC,0,2,Mixup,28,0.685,0.6807782929239188,0.543240295119715,400,False,EEGNeX
WBCIC,0,2,Mixup,33,0.9375,0.937433914572267,0.3093549555694629,400,False,EEGNeX
WBCIC,0,2,Mixup,37,0.8674999999999999,0.8666993630493149,0.44452131793145566,400,False,EEGNeX
WBCIC,0,2,GroupDRO,1,0.9175,0.9174375621563808,0.34608247470741044,400,False,EEGNeX
WBCIC,0,2,GroupDRO,3,0.925,0.924992499249925,0.3642968482533028,400,False,EEGNeX
WBCIC,0,2,GroupDRO,5,0.875,0.87468671679198,0.3697074633792182,400,False,EEGNeX
WBCIC,0,2,GroupDRO,16,0.525,0.5244174113288779,0.7214634913853187,400,False,EEGNeX
WBCIC,0,2,GroupDRO,19,0.8225,0.822250039117509,0.41905358343895616,400,False,EEGNeX
WBCIC,0,2,GroupDRO,21,0.87,0.8699869986998701,0.38979053357943594,400,False,EEGNeX
WBCIC,0,2,GroupDRO,28,0.685,0.6803977272727273,0.5422239376353457,400,False,EEGNeX
WBCIC,0,2,GroupDRO,33,0.9450000000000001,0.9449656035021888,0.3033897699341745,400,False,EEGNeX
WBCIC,0,2,GroupDRO,37,0.8575,0.8569411764705882,0.44280962294057624,400,False,EEGNeX
WBCIC,0,2,ProspectiveOnly,1,0.9175,0.9174127672353924,0.34013707237105223,400,False,EEGNeX
WBCIC,0,2,ProspectiveOnly,3,0.92,0.9199819959490885,0.3569927421104772,400,False,EEGNeX
WBCIC,0,2,ProspectiveOnly,5,0.8825000000000001,0.8822873815829844,0.3626251126885029,400,False,EEGNeX
WBCIC,0,2,ProspectiveOnly,16,0.52,0.518796992481203,0.7226404667889458,400,False,EEGNeX
WBCIC,0,2,ProspectiveOnly,19,0.8225,0.822250039117509,0.4147888701340199,400,False,EEGNeX
WBCIC,0,2,ProspectiveOnly,21,0.87,0.8699869986998701,0.38422581784461474,400,False,EEGNeX
WBCIC,0,2,ProspectiveOnly,28,0.6775,0.6725867549921002,0.5421459025014813,400,False,EEGNeX
WBCIC,0,2,ProspectiveOnly,33,0.935,0.9349414473025723,0.29612947828137376,400,False,EEGNeX
WBCIC,0,2,ProspectiveOnly,37,0.865,0.8642363293526085,0.4359436681110294,400,False,EEGNeX
WBCIC,0,2,RandomEffectOnly,1,0.9175,0.9174127672353924,0.34286587409970115,400,False,EEGNeX
WBCIC,0,2,RandomEffectOnly,3,0.92,0.9199819959490885,0.35969184725235975,400,False,EEGNeX
WBCIC,0,2,RandomEffectOnly,5,0.8825000000000001,0.8822873815829844,0.3650692183255208,400,False,EEGNeX
WBCIC,0,2,RandomEffectOnly,16,0.5249999999999999,0.524238782051282,0.7209424082101432,400,False,EEGNeX
WBCIC,0,2,RandomEffectOnly,19,0.825,0.8247853620685339,0.4167091938323429,400,False,EEGNeX
WBCIC,0,2,RandomEffectOnly,21,0.87,0.8699869986998701,0.3866023610530847,400,False,EEGNeX
WBCIC,0,2,RandomEffectOnly,28,0.6775,0.6725867549921002,0.5429830560932889,400,False,EEGNeX
WBCIC,0,2,RandomEffectOnly,33,0.9375,0.9374526986033187,0.29913835233359604,400,False,EEGNeX
WBCIC,0,2,RandomEffectOnly,37,0.865,0.8642363293526085,0.43858835964078197,400,False,EEGNeX
WBCIC,0,2,AdversarialMixed,1,0.9175,0.9174127672353924,0.33895876503257255,400,False,EEGNeX
WBCIC,0,2,AdversarialMixed,3,0.9175,0.917474726635032,0.35622016774603454,400,False,EEGNeX
WBCIC,0,2,AdversarialMixed,5,0.8825000000000001,0.8822873815829844,0.36192764902941954,400,False,EEGNeX
WBCIC,0,2,AdversarialMixed,16,0.5249999999999999,0.524238782051282,0.7230485042085671,400,False,EEGNeX
WBCIC,0,2,AdversarialMixed,19,0.8225,0.822250039117509,0.41444712116170906,400,False,EEGNeX
WBCIC,0,2,AdversarialMixed,21,0.87,0.8699869986998701,0.38331456761206195,400,False,EEGNeX
WBCIC,0,2,AdversarialMixed,28,0.6775,0.6725867549921002,0.542309975454257,400,False,EEGNeX
WBCIC,0,2,AdversarialMixed,33,0.935,0.9349414473025723,0.2952091611861989,400,False,EEGNeX
WBCIC,0,2,AdversarialMixed,37,0.865,0.8642363293526085,0.4357816655814005,400,False,EEGNeX
WBCIC,0,2,PERSIST-RE,1,0.9175,0.9174127672353924,0.33900074433735883,400,False,EEGNeX
WBCIC,0,2,PERSIST-RE,3,0.9175,0.917474726635032,0.35601774937664343,400,False,EEGNeX
WBCIC,0,2,PERSIST-RE,5,0.8825000000000001,0.8822873815829844,0.36180640354825655,400,False,EEGNeX
WBCIC,0,2,PERSIST-RE,16,0.52,0.519026027706105,0.7229494431852734,400,False,EEGNeX
WBCIC,0,2,PERSIST-RE,19,0.825,0.8247853620685339,0.41449405183326715,400,False,EEGNeX
WBCIC,0,2,PERSIST-RE,21,0.87,0.8699869986998701,0.3833207966472793,400,False,EEGNeX
WBCIC,0,2,PERSIST-RE,28,0.675,0.6698412698412699,0.5423998594420354,400,False,EEGNeX
WBCIC,0,2,PERSIST-RE,33,0.935,0.9349414473025723,0.29515536875066534,400,False,EEGNeX
WBCIC,0,2,PERSIST-RE,37,0.865,0.8642363293526085,0.4360896605396453,400,False,EEGNeX
WBCIC,1,0,ERM,2,0.6174999999999999,0.6174976093600585,0.6299538806590338,400,False,EEGNeX
WBCIC,1,0,ERM,11,0.84,0.84,0.4176760227319602,400,False,EEGNeX
WBCIC,1,0,ERM,13,0.75,0.7496933743836199,0.5234747060193354,400,False,EEGNeX
WBCIC,1,0,ERM,18,0.5700000000000001,0.5675675675675675,0.6693884954297806,400,False,EEGNeX
WBCIC,1,0,ERM,27,0.5675,0.5671726743349659,0.7040154497602492,400,False,EEGNeX
WBCIC,1,0,ERM,36,0.905,0.904990499049905,0.28392313423598947,400,False,EEGNeX
WBCIC,1,0,ERM,44,0.6875,0.685088962368131,0.567671820481351,400,False,EEGNeX
WBCIC,1,0,ERM,45,0.875,0.874887398658793,0.3846604291863741,400,False,EEGNeX
WBCIC,1,0,SubjectBalancedERM,2,0.6174999999999999,0.6174976093600585,0.629955074882652,400,False,EEGNeX
WBCIC,1,0,SubjectBalancedERM,11,0.84,0.84,0.41766725543996885,400,False,EEGNeX
WBCIC,1,0,SubjectBalancedERM,13,0.75,0.7496933743836199,0.5234808651958853,400,False,EEGNeX
WBCIC,1,0,SubjectBalancedERM,18,0.5700000000000001,0.5675675675675675,0.6693858169035767,400,False,EEGNeX
WBCIC,1,0,SubjectBalancedERM,27,0.5675,0.5671726743349659,0.7040050451679554,400,False,EEGNeX
WBCIC,1,0,SubjectBalancedERM,36,0.905,0.904990499049905,0.28392639470850684,400,False,EEGNeX
WBCIC,1,0,SubjectBalancedERM,44,0.6875,0.685088962368131,0.5676882034666544,400,False,EEGNeX
WBCIC,1,0,SubjectBalancedERM,45,0.875,0.874887398658793,0.38467327349018127,400,False,EEGNeX
WBCIC,1,0,Mixup,2,0.615,0.615,0.6284686000048241,400,False,EEGNeX
WBCIC,1,0,Mixup,11,0.835,0.835,0.42182220704139284,400,False,EEGNeX
WBCIC,1,0,Mixup,13,0.7475,0.7473089023574078,0.525006951638508,400,False,EEGNeX
WBCIC,1,0,Mixup,18,0.5775,0.5755661733774511,0.6676278171858416,400,False,EEGNeX
WBCIC,1,0,Mixup,27,0.565,0.5646081473325993,0.7024218794624939,400,False,EEGNeX
WBCIC,1,0,Mixup,36,0.9025000000000001,0.9024945153164865,0.290325958453396,400,False,EEGNeX
WBCIC,1,0,Mixup,44,0.6875,0.685088962368131,0.5676481652118439,400,False,EEGNeX
WBCIC,1,0,Mixup,45,0.8775,0.8774072892625048,0.3885989971622284,400,False,EEGNeX
WBCIC,1,0,GroupDRO,2,0.6174999999999999,0.617478483164678,0.631905309004458,400,False,EEGNeX
WBCIC,1,0,GroupDRO,11,0.84,0.8399959998999975,0.4189721709827777,400,False,EEGNeX
WBCIC,1,0,GroupDRO,13,0.7475,0.7473721071292342,0.5211538150378445,400,False,EEGNeX
WBCIC,1,0,GroupDRO,18,0.5675,0.5655204023331304,0.6733800648742101,400,False,EEGNeX
WBCIC,1,0,GroupDRO,27,0.5575,0.556699288089111,0.7030947589862311,400,False,EEGNeX
WBCIC,1,0,GroupDRO,36,0.9025000000000001,0.902484763244257,0.29005599952187155,400,False,EEGNeX
WBCIC,1,0,GroupDRO,44,0.685,0.6829710144927537,0.5671083603712975,400,False,EEGNeX
WBCIC,1,0,GroupDRO,45,0.8825000000000001,0.8824404854957822,0.384447468629089,400,False,EEGNeX
WBCIC,1,0,ProspectiveOnly,2,0.6225,0.6224787644304992,0.6296960800947101,400,False,EEGNeX
WBCIC,1,0,ProspectiveOnly,11,0.84,0.84,0.41549732058230743,400,False,EEGNeX
WBCIC,1,0,ProspectiveOnly,13,0.75,0.7496933743836199,0.5229187124633571,400,False,EEGNeX
WBCIC,1,0,ProspectiveOnly,18,0.575,0.5725958516656191,0.6689550262266386,400,False,EEGNeX
WBCIC,1,0,ProspectiveOnly,27,0.5625,0.5620374020058687,0.7049868155795648,400,False,EEGNeX
WBCIC,1,0,ProspectiveOnly,36,0.905,0.904990499049905,0.28112031950967464,400,False,EEGNeX
WBCIC,1,0,ProspectiveOnly,44,0.6825,0.6803242066313848,0.5668018246660719,400,False,EEGNeX
WBCIC,1,0,ProspectiveOnly,45,0.8725,0.8723651857274246,0.3822606917248576,400,False,EEGNeX
WBCIC,1,0,RandomEffectOnly,2,0.62,0.6199619961996199,0.6293620411012516,400,False,EEGNeX
WBCIC,1,0,RandomEffectOnly,11,0.84,0.84,0.4171975143277467,400,False,EEGNeX
