dataset,fold,seed,method,rank,lambda_R,lambda_P,center_e_norm,center_a_norm,center_e_mean_norm,center_a_mean_norm,random_effect_variance,random_effect_parameter_norm,subject_count,future_session_used
WBCIC,1,0,Mixup,1,0.001,1.0,0.1015765517950058,0.16960322856903076,1.1288758816618838e-10,3.433341944081292e-10,0.0007649735198356211,0.2284974306821823,33,False
WBCIC,1,0,GroupDRO,1,0.001,1.0,0.09493988752365112,0.16361916065216064,2.2577517633237676e-10,4.070219994378732e-10,0.0006935395067557693,0.22289662063121796,33,False
WBCIC,1,0,ProspectiveOnly,1,0.001,1.0,0.10204876959323883,0.14953802525997162,4.515503526647535e-10,2.2577517633237676e-10,0.000669460860081017,0.21048982441425323,33,False
WBCIC,1,0,RandomEffectOnly,1,0.001,1.0,0.15409930050373077,0.15533481538295746,5.644379408309419e-10,5.048486628744797e-10,0.0011132950894534588,0.29228681325912476,33,False
WBCIC,1,0,AdversarialMixed,1,0.001,1.0,0.12399531155824661,0.15452510118484497,0.0,7.233839638409734e-10,0.0008478176314383745,0.28611040115356445,33,False
WBCIC,1,0,PERSIST-RE,1,0.001,1.0,0.16039204597473145,0.1614002138376236,1.6933138224928257e-10,7.57272966556144e-10,0.0012046949705109,0.31498968601226807,33,False
WBCIC,1,1,ERM,1,0.001,1.0,0.12479753792285919,0.16386617720127106,2.8221897041547095e-10,1.4110948520773547e-10,0.0008998103439807892,0.24199770390987396,33,False
WBCIC,1,1,SubjectBalancedERM,1,0.001,1.0,0.12926562130451202,0.16878896951675415,0.0,3.433341944081292e-10,0.0009604783845134079,0.23735947906970978,33,False
WBCIC,1,1,Mixup,1,0.001,1.0,0.11333201080560684,0.16288387775421143,2.2577517633237676e-10,1.6667652813495692e-09,0.0008095511584542692,0.2388826161623001,33,False
WBCIC,1,1,GroupDRO,1,0.001,1.0,0.09968069940805435,0.17445267736911774,0.0,2.3272372917659823e-10,0.00077871885150671,0.23764880001544952,33,False
WBCIC,1,1,ProspectiveOnly,1,0.001,1.0,0.09654776006937027,0.1540277898311615,6.208817349140361e-10,5.203860675706551e-10,0.0006562891649082303,0.21848271787166595,33,False
WBCIC,1,1,RandomEffectOnly,1,0.001,1.0,0.15338583290576935,0.17248021066188812,5.644379408309419e-10,1.2621216571861993e-10,0.0011929088504984975,0.3199714720249176,33,False
WBCIC,1,1,AdversarialMixed,1,0.001,1.0,0.1363907903432846,0.1982235610485077,1.1288758816618838e-10,1.1118137521748395e-09,0.0011858276557177305,0.3052918612957001,33,False
WBCIC,1,1,PERSIST-RE,1,0.001,1.0,0.18205679953098297,0.16568346321582794,7.902131171633187e-10,1.0407721351413102e-09,0.0014580944553017616,0.3308161199092865,33,False
WBCIC,1,2,ERM,1,0.001,1.0,0.12874165177345276,0.14599812030792236,0.0,2.5242433143723986e-10,0.0008458804222755134,0.22616949677467346,33,False
WBCIC,1,2,SubjectBalancedERM,1,0.001,1.0,0.10527957230806351,0.15162698924541473,1.6933138224928257e-10,4.6544745835319645e-10,0.0007000721525400877,0.22050490975379944,33,False
WBCIC,1,2,Mixup,1,0.001,1.0,0.11467061191797256,0.1687244325876236,4.515503526647535e-10,4.3812167782597555e-10,0.0008488853927701712,0.2341143786907196,33,False
WBCIC,1,2,GroupDRO,1,0.001,1.0,0.09935636073350906,0.16257445514202118,5.644379408309419e-11,3.1929431321131574e-10,0.0007151125464588404,0.21536894142627716,33,False
WBCIC,1,2,ProspectiveOnly,1,0.001,1.0,0.13111481070518494,0.15395745635032654,0.0,4.070219994378732e-10,0.000901881605386734,0.24236637353897095,33,False
WBCIC,1,2,RandomEffectOnly,1,0.001,1.0,0.17008499801158905,0.1686052680015564,4.515503526647535e-10,7.59373564029886e-10,0.0013413779670372605,0.3313484191894531,33,False
WBCIC,1,2,AdversarialMixed,1,0.001,1.0,0.09825398772954941,0.15737834572792053,0.0,7.982357830282893e-11,0.0006827279576100409,0.23612968623638153,33,False
WBCIC,1,2,PERSIST-RE,1,0.001,1.0,0.04610316455364227,0.15840817987918854,1.1288758816618838e-10,9.582985516232156e-10,0.0004524703836068511,0.2135513722896576,33,False
WBCIC,2,0,ERM,1,0.001,1.0,0.11805669218301773,0.1308126151561737,1.6933138224928257e-10,3.851539365218315e-10,0.0006988038076087832,0.2057427614927292,33,False
WBCIC,2,0,SubjectBalancedERM,1,0.001,1.0,0.11424517631530762,0.15538883209228516,0.0,5.203860675706551e-10,0.0007793458644300699,0.23985807597637177,33,False
WBCIC,2,0,Mixup,1,0.001,1.0,0.11551712453365326,0.19483685493469238,5.644379408309419e-10,6.773255289971303e-10,0.0010010279947891831,0.25025972723960876,33,False
WBCIC,2,0,GroupDRO,1,0.001,1.0,0.1345420926809311,0.1338385045528412,4.515503526647535e-10,2.2577517633237676e-10,0.0008412548340857029,0.23062683641910553,33,False
WBCIC,2,0,ProspectiveOnly,1,0.001,1.0,0.11125027388334274,0.1611885130405426,2.2577517633237676e-10,2.2577517633237676e-10,0.0007864884682931006,0.2437799572944641,33,False
WBCIC,2,0,RandomEffectOnly,1,0.001,1.0,0.08092337101697922,0.16701753437519073,0.0,9.048628513141921e-10,0.0006337951635941863,0.2175070196390152,33,False
WBCIC,2,0,AdversarialMixed,1,0.001,1.0,0.13853150606155396,0.19517643749713898,2.2577517633237676e-10,4.5506440282672145e-10,0.0011857772478833795,0.2965327501296997,33,False
WBCIC,2,0,PERSIST-RE,1,0.001,1.0,0.11634489893913269,0.20442351698875427,4.515503526647535e-10,1.1288758816618838e-10,0.001065911608748138,0.2670726776123047,33,False
WBCIC,2,1,ERM,1,0.001,1.0,0.11094542592763901,0.167599156498909,1.1288758816618838e-10,2.394707487862746e-10,0.0008167985361069441,0.2263796031475067,33,False
WBCIC,2,1,SubjectBalancedERM,1,0.001,1.0,0.10909561812877655,0.1529478281736374,0.0,6.000057672927994e-10,0.0007318258285522461,0.22365568578243256,33,False
WBCIC,2,1,Mixup,1,0.001,1.0,0.09842218458652496,0.15514032542705536,5.644379408309419e-11,3.5698188849409007e-10,0.0006730013992637396,0.21882778406143188,33,False
WBCIC,2,1,GroupDRO,1,0.001,1.0,0.10638139396905899,0.12261046469211578,0.0,1.7849094424704504e-10,0.000584938214160502,0.2182571440935135,33,False
WBCIC,2,1,ProspectiveOnly,1,0.001,1.0,0.1168687716126442,0.17562702298164368,4.515503526647535e-10,2.5242433143723986e-10,0.0009013583767227829,0.23845191299915314,33,False
WBCIC,2,1,RandomEffectOnly,1,0.001,1.0,0.11293084919452667,0.19549702107906342,1.6933138224928257e-10,7.57272966556144e-10,0.0009865290485322475,0.28915274143218994,33,False
WBCIC,2,1,AdversarialMixed,1,0.001,1.0,0.16090886294841766,0.17548902332782745,3.3866276449856514e-10,9.101288611645941e-10,0.0012829052284359932,0.28098779916763306,33,False
WBCIC,2,1,PERSIST-RE,1,0.001,1.0,0.18781323730945587,0.17972466349601746,4.515503526647535e-10,8.081521563063632e-10,0.0015992443077266216,0.3584076166152954,33,False
WBCIC,2,2,ERM,1,0.001,1.0,0.10631846636533737,0.15905383229255676,4.515503526647535e-10,7.337693230802245e-10,0.000742439879104495,0.22348256409168243,33,False
WBCIC,2,2,SubjectBalancedERM,1,0.001,1.0,0.1212271973490715,0.1386028379201889,0.0,3.3866276449856514e-10,0.0007548009161837399,0.21869994699954987,33,False
WBCIC,2,2,Mixup,1,0.001,1.0,0.11187580972909927,0.16370488703250885,3.3866276449856514e-10,1.1288758816618838e-10,0.0008034278871491551,0.23474368453025818,33,False
WBCIC,2,2,GroupDRO,1,0.001,1.0,0.10224062204360962,0.144706591963768,1.1288758816618838e-10,2.5242433143723986e-10,0.0006488144863396883,0.21096757054328918,33,False
WBCIC,2,2,ProspectiveOnly,1,0.001,1.0,0.09328366816043854,0.16128697991371155,1.1288758816618838e-10,2.5242433143723986e-10,0.0006721401587128639,0.2198467254638672,33,False
WBCIC,2,2,RandomEffectOnly,1,0.001,1.0,0.10684949904680252,0.19768492877483368,1.1288758816618838e-10,6.079182712781517e-10,0.0009579959441907704,0.25935348868370056,33,False
WBCIC,2,2,AdversarialMixed,1,0.001,1.0,0.09757740795612335,0.16731984913349152,0.0,3.5698188849409007e-10,0.0007282488513737917,0.25293153524398804,33,False
WBCIC,2,2,PERSIST-RE,1,0.001,1.0,0.0913282036781311,0.18068090081214905,3.3866276449856514e-10,5.048486628744797e-10,0.0007628910825587809,0.24108868837356567,33,False
WBCIC,3,0,ERM,1,0.001,1.0,0.10794956237077713,0.14814089238643646,1.1288758816618838e-10,1.2621216571861993e-10,0.0007017861353233457,0.21274137496948242,33,False
WBCIC,3,0,SubjectBalancedERM,1,0.001,1.0,0.11744923889636993,0.15465505421161652,4.515503526647535e-10,6.866683888162584e-10,0.0007990447338670492,0.226167231798172,33,False
WBCIC,3,0,Mixup,1,0.001,1.0,0.10154508054256439,0.159690260887146,4.515503526647535e-10,4.515503526647535e-10,0.0007145541021600366,0.22415751218795776,33,False
WBCIC,3,0,GroupDRO,1,0.001,1.0,0.09471960365772247,0.15312892198562622,0.0,5.644379408309419e-10,0.0006411145441234112,0.22727206349372864,33,False
WBCIC,3,0,ProspectiveOnly,1,0.001,1.0,0.12567448616027832,0.14514410495758057,0.0,2.3272372917659823e-10,0.0008176697883754969,0.22438940405845642,33,False
WBCIC,3,0,RandomEffectOnly,1,0.001,1.0,0.17901331186294556,0.1651144027709961,0.0,4.6544745835319645e-10,0.001420857384800911,0.3183556795120239,33,False
WBCIC,3,0,AdversarialMixed,1,0.001,1.0,0.1543034464120865,0.1778258979320526,0.0,6.866683888162584e-10,0.001230541500262916,0.3381977379322052,33,False
WBCIC,3,0,PERSIST-RE,1,0.001,1.0,0.08321548253297806,0.16174647212028503,2.2577517633237676e-10,4.5506440282672145e-10,0.0006188916158862412,0.2434844970703125,33,False
WBCIC,3,1,ERM,1,0.001,1.0,0.12908466160297394,0.15989074110984802,1.1288758816618838e-10,2.5242433143723986e-10,0.0009140225010924041,0.23173879086971283,33,False
WBCIC,3,1,SubjectBalancedERM,1,0.001,1.0,0.11941183358430862,0.16123223304748535,7.902131171633187e-10,6.582420719603022e-10,0.0008455354254692793,0.23075304925441742,33,False
WBCIC,3,1,Mixup,1,0.001,1.0,0.13521668314933777,0.13031703233718872,1.4110948520773547e-10,6.385886264226315e-10,0.0008326306706294417,0.2201237678527832,33,False
WBCIC,3,1,GroupDRO,1,0.001,1.0,0.12158867716789246,0.16232043504714966,2.2577517633237676e-10,3.6688466154011223e-10,0.0008673465345054865,0.23305495083332062,33,False
WBCIC,3,1,ProspectiveOnly,1,0.001,1.0,0.12514808773994446,0.17397308349609375,2.2577517633237676e-10,5.644379408309419e-10,0.0009550794493407011,0.24565652012825012,33,False
WBCIC,3,1,RandomEffectOnly,1,0.001,1.0,0.15510518848896027,0.18794575333595276,2.2577517633237676e-10,2.2577517633237676e-10,0.0012952408287674189,0.33806538581848145,33,False
WBCIC,3,1,AdversarialMixed,1,0.001,1.0,0.12873215973377228,0.1928374469280243,2.2577517633237676e-10,1.3546510579942606e-09,0.0010899705812335014,0.2955561876296997,33,False
WBCIC,3,1,PERSIST-RE,1,0.001,1.0,0.09238787740468979,0.18058517575263977,1.1288758816618838e-10,1.0222406254811744e-09,0.0007684427546337247,0.2522309720516205,33,False
WBCIC,3,2,ERM,1,0.001,1.0,0.11019987612962723,0.1473909467458725,6.773255289971303e-10,2.2577517633237676e-10,0.0007137173088267446,0.2166881263256073,33,False
WBCIC,3,2,SubjectBalancedERM,1,0.001,1.0,0.13399788737297058,0.15299442410469055,0.0,4.070219994378732e-10,0.0009212195873260498,0.23501846194267273,33,False
WBCIC,3,2,Mixup,1,0.001,1.0,0.13255122303962708,0.15980863571166992,4.515503526647535e-10,3.9510655858165933e-10,0.0009419617708772421,0.24454474449157715,33,False
WBCIC,3,2,GroupDRO,1,0.001,1.0,0.11089564859867096,0.1708913892507553,2.2577517633237676e-10,4.070219994378732e-10,0.0008335979073308408,0.22932757437229156,33,False
WBCIC,3,2,ProspectiveOnly,1,0.001,1.0,0.09898348152637482,0.1653696894645691,0.0,6.189545542767405e-10,0.0007269042544066906,0.24323853850364685,33,False
WBCIC,3,2,RandomEffectOnly,1,0.001,1.0,0.11033249646425247,0.16158568859100342,2.2577517633237676e-10,6.310608147153118e-10,0.0007821057224646211,0.2655903398990631,33,False
WBCIC,3,2,AdversarialMixed,1,0.001,1.0,0.15415722131729126,0.18569977581501007,2.2577517633237676e-10,7.139637769881801e-10,0.0012731682509183884,0.3169204890727997,33,False
WBCIC,3,2,PERSIST-RE,1,0.001,1.0,0.1713119000196457,0.16389703750610352,2.2577517633237676e-10,4.515503526647535e-10,0.001330382889136672,0.3254150152206421,33,False
WBCIC,4,0,ERM,1,0.001,1.0,0.11635744571685791,0.15437714755535126,1.1288758816618838e-10,6.215227776884547e-10,0.0007897462928667665,0.22100335359573364,33,False
WBCIC,4,0,SubjectBalancedERM,1,0.001,1.0,0.09376633167266846,0.13050910830497742,2.2577517633237676e-10,4.515503526647535e-10,0.0005367943085730076,0.19818994402885437,33,False
WBCIC,4,0,Mixup,1,0.001,1.0,0.11091030389070511,0.14234356582164764,1.4110948520773547e-10,7.57272966556144e-10,0.0006961275357753038,0.21073020994663239,33,False
WBCIC,4,0,GroupDRO,1,0.001,1.0,0.1146143302321434,0.1602003276348114,0.0,2.2577517633237676e-10,0.0008053469937294722,0.22952818870544434,33,False
WBCIC,4,0,ProspectiveOnly,1,0.001,1.0,0.10593537986278534,0.15915773808956146,1.1288758816618838e-10,1.5964715660565787e-10,0.0007404076168313622,0.23766037821769714,33,False
WBCIC,4,0,RandomEffectOnly,1,0.001,1.0,0.1369526982307434,0.19046099483966827,0.0,8.634240544758143e-10,0.001144209410995245,0.28175073862075806,33,False
WBCIC,4,0,AdversarialMixed,1,0.001,1.0,0.14256922900676727,0.1877681314945221,2.2577517633237676e-10,1.1914355058095794e-09,0.0011776003520935774,0.30158698558807373,33,False
WBCIC,4,0,PERSIST-RE,1,0.001,1.0,0.10994744300842285,0.1895359456539154,4.515503526647535e-10,4.070219994378732e-10,0.0009304387494921684,0.278137743473053,33,False
WBCIC,4,1,ERM,1,0.001,1.0,0.10307164490222931,0.17822924256324768,2.8221897041547095e-10,2.3272372917659823e-10,0.0008206951315514743,0.25551140308380127,33,False
WBCIC,4,1,SubjectBalancedERM,1,0.001,1.0,0.12852098047733307,0.15047313272953033,2.2577517633237676e-10,3.3866276449856514e-10,0.0008645172929391265,0.2341070920228958,33,False
WBCIC,4,1,Mixup,1,0.001,1.0,0.10865738987922668,0.1558842957019806,4.515503526647535e-10,2.8221897041547095e-10,0.00074279576074332,0.22791273891925812,33,False
WBCIC,4,1,GroupDRO,1,0.001,1.0,0.10451546311378479,0.17489326000213623,3.3866276449856514e-10,7.139637769881801e-10,0.0008119380800053477,0.24204330146312714,33,False
WBCIC,4,1,ProspectiveOnly,1,0.001,1.0,0.14524124562740326,0.1512889713048935,2.2577517633237676e-10,8.140439988757464e-10,0.0010113478638231754,0.24459002912044525,33,False
WBCIC,4,1,RandomEffectOnly,1,0.001,1.0,0.18185679614543915,0.18603305518627167,9.03100705329507e-10,9.308949167063929e-10,0.0015659319469705224,0.3567841351032257,33,False
WBCIC,4,1,AdversarialMixed,1,0.001,1.0,0.16592031717300415,0.1775030940771103,2.2577517633237676e-10,2.5242433143723986e-10,0.001345026888884604,0.3238498270511627,33,False
WBCIC,4,1,PERSIST-RE,1,0.001,1.0,0.12063668668270111,0.20690587162971497,2.2577517633237676e-10,7.139637769881801e-10,0.0011134038213640451,0.2899652421474457,33,False
WBCIC,4,2,ERM,1,0.001,1.0,0.12819164991378784,0.14889582991600037,2.2577517633237676e-10,7.57272966556144e-10,0.0008546107565052807,0.23280444741249084,33,False
WBCIC,4,2,SubjectBalancedERM,1,0.001,1.0,0.12895625829696655,0.14490488171577454,2.2577517633237676e-10,3.1929431321131574e-10,0.0008427160792052746,0.22437070310115814,33,False
WBCIC,4,2,Mixup,1,0.001,1.0,0.0914791077375412,0.14497317373752594,0.0,2.2577517633237676e-10,0.0005848552100360394,0.20927634835243225,33,False
WBCIC,4,2,GroupDRO,1,0.001,1.0,0.09996232390403748,0.16872361302375793,2.2577517633237676e-10,3.5698188849409007e-10,0.0007502285297960043,0.22822777926921844,33,False
WBCIC,4,2,ProspectiveOnly,1,0.001,1.0,0.10372284799814224,0.1545880287885666,1.1288758816618838e-10,5.048486628744797e-10,0.0007038541371002793,0.23294351994991302,33,False
WBCIC,4,2,RandomEffectOnly,1,0.001,1.0,0.04582073166966438,0.1679886132478714,1.1288758816618838e-10,7.922263955961739e-10,0.0004997671348974109,0.21886086463928223,33,False
WBCIC,4,2,AdversarialMixed,1,0.001,1.0,0.08008155226707458,0.15937365591526031,2.2577517633237676e-10,7.636878907035793e-10,0.0005911766784265637,0.23227724432945251,33,False
WBCIC,4,2,PERSIST-RE,1,0.001,1.0,0.1388106346130371,0.16154713928699493,2.2577517633237676e-10,1.3963423750595894e-09,0.0010036369785666466,0.2896996736526489,33,False
