fold,seed,task,block,inner_split,utility_CE,BA_drop,random_draws,persistence_supported
1,1,erp,1,1,-0.0021476655929084654,0.004401432515924397,100,True
1,1,erp,1,2,0.0025718823185935102,-0.0012165450121654486,100,True
1,1,erp,1,3,0.001823746670630677,-0.004468225948808524,100,True
1,1,erp,1,4,-0.008265395655877139,0.015178571428571486,100,True
1,1,erp,2,0,-0.0013543567362370723,0.005494505494505475,100,True
1,1,erp,2,1,0.0005347113412914606,-0.0024330900243308973,100,True
1,1,erp,2,2,0.0002437689528874687,0.0,100,True
1,1,erp,2,3,-0.003173875277959204,-0.005681818181818177,100,True
1,1,erp,2,4,-0.005245648884077414,0.017559523809523858,100,True
1,1,erp,3,0,-9.351406433311116e-05,0.0,100,True
1,1,erp,3,1,-0.00028377100350551743,-0.0012165450121655041,100,True
1,1,erp,3,2,-0.0008309556443212296,0.0,100,True
1,1,erp,3,3,0.000681375155657582,-0.0036407766990291246,100,True
1,1,erp,3,4,-0.0012947313642862612,0.013690476190476253,100,True
1,1,erp,4,0,2.3574068171994256e-05,0.005494505494505475,100,True
1,1,erp,4,1,0.009467920028668364,0.005617977528089846,100,True
1,1,erp,4,2,0.008520117322507903,-0.0012165450121654486,100,True
1,1,erp,4,3,0.004873475848975128,-0.0036407766990291246,100,True
1,1,erp,4,4,0.006152796216638889,0.004761904761904856,100,True
1,1,erp,5,0,0.015556940839054678,0.0024449877750611915,100,False
1,1,erp,5,1,0.0049494815875926745,0.004401432515924397,100,False
1,1,erp,5,2,0.00361818515432899,0.0,100,False
1,1,erp,5,3,-0.0006079223809474232,-0.008109002647837593,100,False
1,1,erp,5,4,-0.0010263497554946488,0.010119047619047694,100,False
1,1,ssvep,0,0,-0.0020406300045147097,0.0019463480326519234,100,True
1,1,ssvep,0,1,-0.0026539509826163377,-0.005916411708200564,100,True
1,1,ssvep,0,2,0.00045207004813119234,0.002049180327868827,100,True
1,1,ssvep,0,3,-0.0020568584871945017,0.001780038143674556,100,True
1,1,ssvep,0,4,-0.004728311011520714,-0.0019354526413970508,100,True
1,1,ssvep,1,0,-0.0008298339265206955,0.011928064595057464,100,True
1,1,ssvep,1,1,-0.0027280895376843306,-0.002016129032258007,100,True
1,1,ssvep,1,2,-0.0018675257736070483,0.012212057112638841,100,True
1,1,ssvep,1,3,0.003881200588207734,-0.0038461538461538325,100,True
1,1,ssvep,1,4,0.0009690614147519483,0.003933104177683777,100,True
1,1,ssvep,2,0,-0.0012725798380539555,-0.001931087546318544,100,True
1,1,ssvep,2,1,-0.0004399388786739955,-0.0121685896680781,100,True
1,1,ssvep,2,2,0.0007060596808213804,0.012570521728792916,100,True
1,1,ssvep,2,3,0.008144246557589607,-0.0036692443175304623,100,True
1,1,ssvep,2,4,0.0038163801311857926,0.002239680708869596,100,True
1,1,ssvep,3,0,0.2077638945814979,0.15414041529567235,100,True
1,1,ssvep,3,1,0.15366552521380128,0.17231102098625806,100,True
1,1,ssvep,3,2,0.15743388782509138,0.1435377881355585,100,True
1,1,ssvep,3,3,0.14463684927385967,0.1160889751552413,100,True
1,1,ssvep,3,4,0.1554005438316698,0.1651234921322302,100,True
1,1,ssvep,4,0,0.10269070992129514,0.053897279562871936,100,True
1,1,ssvep,4,1,0.12471841064841327,0.09360623681107205,100,True
1,1,ssvep,4,2,0.09984840719808852,0.068042139633269,100,True
1,1,ssvep,4,3,0.1168401457036542,0.060668342301115175,100,True
1,1,ssvep,4,4,0.10440226682192599,0.12738099451608742,100,True
1,1,ssvep,5,0,0.0026172488207546474,-0.0038926960653041798,100,False
1,1,ssvep,5,1,0.0019882298153919287,0.004210375941092748,100,False
1,1,ssvep,5,2,0.005083388076307371,0.0021926342241298524,100,False
1,1,ssvep,5,3,-0.0016418642318789534,0.001780038143674556,100,False
1,1,ssvep,5,4,0.004152833697465441,-0.0019063050421183059,100,False
