seed,fold,role,subject
0,0,inner_val,sub-004
0,0,inner_val,sub-002
0,0,outer_test,sub-069
0,0,outer_test,sub-084
0,0,outer_test,sub-006
0,0,outer_test,sub-014
0,0,outer_test,sub-054
0,0,outer_test,sub-020
0,0,outer_test,sub-021
0,0,outer_test,sub-094
0,0,outer_test,sub-091
0,0,outer_test,sub-026
0,0,outer_test,sub-017
0,0,outer_test,sub-036
0,0,outer_test,sub-012
0,0,outer_test,sub-011
0,0,outer_test,sub-087
0,0,outer_test,sub-009
0,0,outer_test,sub-059
0,0,outer_test,sub-010
0,0,outer_test,sub-028
0,1,inner_train,sub-060
0,1,inner_train,sub-034
0,1,inner_train,sub-025
0,1,inner_train,sub-017
0,1,inner_train,sub-092
0,1,inner_train,sub-063
0,1,inner_train,sub-013
0,1,inner_train,sub-085
0,1,inner_train,sub-069
0,1,inner_train,sub-032
0,1,inner_train,sub-029
0,1,inner_train,sub-002
0,1,inner_train,sub-020
0,1,inner_train,sub-049
0,1,inner_train,sub-070
0,1,inner_train,sub-015
0,1,inner_train,sub-023
0,1,inner_train,sub-048
0,1,inner_train,sub-058
0,1,inner_train,sub-050
0,1,inner_train,sub-006
0,1,inner_train,sub-084
0,1,inner_train,sub-028
0,1,inner_train,sub-067
0,1,inner_train,sub-090
0,1,inner_train,sub-056
0,1,inner_train,sub-074
0,1,inner_train,sub-007
0,1,inner_train,sub-040
0,1,inner_train,sub-061
0,1,inner_train,sub-078
0,1,inner_train,sub-014
0,1,inner_train,sub-089
0,1,inner_train,sub-052
0,1,inner_train,sub-009
0,1,inner_train,sub-086
0,1,inner_train,sub-027
0,1,inner_train,sub-095
0,1,inner_train,sub-033
0,1,inner_train,sub-004
0,1,inner_train,sub-037
0,1,inner_train,sub-091
0,1,inner_train,sub-047
0,1,inner_train,sub-012
0,1,inner_train,sub-001
0,1,inner_train,sub-094
0,1,inner_train,sub-030
0,1,inner_train,sub-087
0,1,inner_train,sub-065
0,1,inner_train,sub-079
0,1,inner_train,sub-064
0,1,inner_train,sub-082
0,1,inner_train,sub-043
0,1,inner_train,sub-019
0,1,inner_train,sub-053
0,1,inner_train,sub-054
0,1,inner_train,sub-066
0,1,inner_train,sub-093
0,1,inner_train,sub-021
0,1,inner_train,sub-018
0,1,inner_train,sub-022
0,1,inner_train,sub-046
0,1,inner_train,sub-081
0,1,inner_train,sub-071
0,1,inner_val,sub-059
0,1,inner_val,sub-008
0,1,inner_val,sub-011
0,1,inner_val,sub-051
0,1,inner_val,sub-036
0,1,inner_val,sub-039
0,1,inner_val,sub-010
0,1,inner_val,sub-042
0,1,inner_val,sub-026
0,1,inner_val,sub-075
0,1,outer_test,sub-072
0,1,outer_test,sub-076
0,1,outer_test,sub-045
0,1,outer_test,sub-041
0,1,outer_test,sub-062
0,1,outer_test,sub-005
0,1,outer_test,sub-055
0,1,outer_test,sub-038
0,1,outer_test,sub-083
0,1,outer_test,sub-024
0,1,outer_test,sub-044
0,1,outer_test,sub-068
0,1,outer_test,sub-077
0,1,outer_test,sub-057
0,1,outer_test,sub-073
0,1,outer_test,sub-088
0,1,outer_test,sub-016
0,1,outer_test,sub-031
0,1,outer_test,sub-003
0,2,inner_train,sub-084
0,2,inner_train,sub-094
0,2,inner_train,sub-028
0,2,inner_train,sub-006
0,2,inner_train,sub-030
0,2,inner_train,sub-092
0,2,inner_train,sub-051
0,2,inner_train,sub-045
0,2,inner_train,sub-089
0,2,inner_train,sub-005
0,2,inner_train,sub-031
0,2,inner_train,sub-009
0,2,inner_train,sub-075
0,2,inner_train,sub-076
0,2,inner_train,sub-014
0,2,inner_train,sub-048
0,2,inner_train,sub-068
0,2,inner_train,sub-020
0,2,inner_train,sub-023
0,2,inner_train,sub-054
0,2,inner_train,sub-040
0,2,inner_train,sub-065
0,2,inner_train,sub-027
0,2,inner_train,sub-087
0,2,inner_train,sub-050
0,2,inner_train,sub-057
0,2,inner_train,sub-079
0,2,inner_train,sub-008
0,2,inner_train,sub-091
0,2,inner_train,sub-086
0,2,inner_train,sub-013
0,2,inner_train,sub-072
0,2,inner_train,sub-056
0,2,inner_train,sub-071
0,2,inner_train,sub-026
0,2,inner_train,sub-077
0,2,inner_train,sub-042
0,2,inner_train,sub-088
0,2,inner_train,sub-044
0,2,inner_train,sub-058
0,2,inner_train,sub-085
0,2,inner_train,sub-039
0,2,inner_train,sub-036
0,2,inner_train,sub-083
0,2,inner_train,sub-053
0,2,inner_train,sub-015
0,2,inner_train,sub-062
0,2,inner_train,sub-041
0,2,inner_train,sub-063
0,2,inner_train,sub-060
0,2,inner_train,sub-073
0,2,inner_train,sub-033
0,2,inner_train,sub-034
0,2,inner_train,sub-095
0,2,inner_train,sub-010
0,2,inner_train,sub-003
0,2,inner_train,sub-024
0,2,inner_train,sub-078
0,2,inner_train,sub-082
0,2,inner_train,sub-093
0,2,inner_train,sub-021
0,2,inner_train,sub-032
0,2,inner_train,sub-059
0,2,inner_train,sub-069
0,2,inner_val,sub-043
0,2,inner_val,sub-081
0,2,inner_val,sub-017
0,2,inner_val,sub-055
0,2,inner_val,sub-038
0,2,inner_val,sub-074
0,2,inner_val,sub-012
0,2,inner_val,sub-016
0,2,inner_val,sub-061
0,2,inner_val,sub-011
0,2,outer_test,sub-037
0,2,outer_test,sub-067
0,2,outer_test,sub-018
0,2,outer_test,sub-070
0,2,outer_test,sub-029
0,2,outer_test,sub-046
0,2,outer_test,sub-019
0,2,outer_test,sub-090
0,2,outer_test,sub-004
0,2,outer_test,sub-002
0,2,outer_test,sub-052
0,2,outer_test,sub-025
0,2,outer_test,sub-064
0,2,outer_test,sub-022
0,2,outer_test,sub-049
0,2,outer_test,sub-001
0,2,outer_test,sub-007
0,2,outer_test,sub-066
0,2,outer_test,sub-047
0,3,inner_train,sub-088
0,3,inner_train,sub-029
0,3,inner_train,sub-020
0,3,inner_train,sub-041
0,3,inner_train,sub-081
0,3,inner_train,sub-091
0,3,inner_train,sub-019
0,3,inner_train,sub-018
0,3,inner_train,sub-034
0,3,inner_train,sub-012
0,3,inner_train,sub-055
0,3,inner_train,sub-014
0,3,inner_train,sub-068
0,3,inner_train,sub-079
0,3,inner_train,sub-071
0,3,inner_train,sub-072
0,3,inner_train,sub-021
0,3,inner_train,sub-007
0,3,inner_train,sub-085
0,3,inner_train,sub-010
0,3,inner_train,sub-069
0,3,inner_train,sub-026
0,3,inner_train,sub-094
0,3,inner_train,sub-002
0,3,inner_train,sub-047
0,3,inner_train,sub-009
0,3,inner_train,sub-017
0,3,inner_train,sub-083
0,3,inner_train,sub-024
0,3,inner_train,sub-040
0,3,inner_train,sub-057
0,3,inner_train,sub-058
0,3,inner_train,sub-054
0,3,inner_train,sub-064
0,3,inner_train,sub-059
0,3,inner_train,sub-052
0,3,inner_train,sub-077
0,3,inner_train,sub-078
0,3,inner_train,sub-037
0,3,inner_train,sub-022
0,3,inner_train,sub-067
0,3,inner_train,sub-049
0,3,inner_train,sub-001
0,3,inner_train,sub-003
0,3,inner_train,sub-032
0,3,inner_train,sub-036
0,3,inner_train,sub-050
0,3,inner_train,sub-076
0,3,inner_train,sub-090
0,3,inner_train,sub-044
0,3,inner_train,sub-031
0,3,inner_train,sub-073
0,3,inner_train,sub-025
0,3,inner_train,sub-043
0,3,inner_train,sub-016
0,3,inner_train,sub-004
0,3,inner_train,sub-008
0,3,inner_train,sub-086
0,3,inner_train,sub-006
0,3,inner_train,sub-028
0,3,inner_train,sub-084
0,3,inner_train,sub-038
0,3,inner_train,sub-062
0,3,inner_train,sub-061
0,3,inner_train,sub-082
0,3,inner_val,sub-056
0,3,inner_val,sub-046
0,3,inner_val,sub-065
0,3,inner_val,sub-070
0,3,inner_val,sub-030
0,3,inner_val,sub-087
0,3,inner_val,sub-011
0,3,inner_val,sub-005
0,3,inner_val,sub-066
0,3,inner_val,sub-045
0,3,outer_test,sub-023
0,3,outer_test,sub-027
0,3,outer_test,sub-053
0,3,outer_test,sub-039
0,3,outer_test,sub-095
0,3,outer_test,sub-051
0,3,outer_test,sub-074
0,3,outer_test,sub-089
0,3,outer_test,sub-092
0,3,outer_test,sub-042
0,3,outer_test,sub-063
0,3,outer_test,sub-013
0,3,outer_test,sub-033
0,3,outer_test,sub-093
0,3,outer_test,sub-048
0,3,outer_test,sub-060
0,3,outer_test,sub-015
0,3,outer_test,sub-075
0,4,inner_train,sub-047
0,4,inner_train,sub-002
0,4,inner_train,sub-062
0,4,inner_train,sub-010
0,4,inner_train,sub-057
0,4,inner_train,sub-073
0,4,inner_train,sub-060
0,4,inner_train,sub-042
0,4,inner_train,sub-063
0,4,inner_train,sub-049
0,4,inner_train,sub-016
0,4,inner_train,sub-015
0,4,inner_train,sub-025
0,4,inner_train,sub-036
0,4,inner_train,sub-009
0,4,inner_train,sub-044
0,4,inner_train,sub-070
0,4,inner_train,sub-017
0,4,inner_train,sub-011
0,4,inner_train,sub-053
0,4,inner_train,sub-072
0,4,inner_train,sub-019
0,4,inner_train,sub-069
0,4,inner_train,sub-027
0,4,inner_train,sub-084
0,4,inner_train,sub-007
0,4,inner_train,sub-020
0,4,inner_train,sub-024
0,4,inner_train,sub-055
0,4,inner_train,sub-076
0,4,inner_train,sub-001
0,4,inner_train,sub-094
0,4,inner_train,sub-038
0,4,inner_train,sub-091
0,4,inner_train,sub-087
0,4,inner_train,sub-059
0,4,inner_train,sub-021
0,4,inner_train,sub-012
0,4,inner_train,sub-045
0,4,inner_train,sub-088
0,4,inner_train,sub-048
0,4,inner_train,sub-022
0,4,inner_train,sub-046
0,4,inner_train,sub-066
0,4,inner_train,sub-005
0,4,inner_train,sub-006
0,4,inner_train,sub-004
0,4,inner_train,sub-023
0,4,inner_train,sub-092
0,4,inner_train,sub-028
0,4,inner_train,sub-003
0,4,inner_train,sub-039
0,4,inner_train,sub-089
0,4,inner_train,sub-029
0,4,inner_train,sub-031
0,4,inner_train,sub-014
0,4,inner_train,sub-026
0,4,inner_train,sub-093
0,4,inner_train,sub-077
0,4,inner_train,sub-018
0,4,inner_train,sub-083
0,4,inner_train,sub-052
0,4,inner_train,sub-054
0,4,inner_train,sub-013
0,4,inner_train,sub-067
0,4,inner_val,sub-037
0,4,inner_val,sub-051
0,4,inner_val,sub-064
0,4,inner_val,sub-041
0,4,inner_val,sub-068
0,4,inner_val,sub-090
0,4,inner_val,sub-074
0,4,inner_val,sub-033
0,4,inner_val,sub-075
0,4,inner_val,sub-095
0,4,outer_test,sub-040
0,4,outer_test,sub-085
0,4,outer_test,sub-032
0,4,outer_test,sub-086
0,4,outer_test,sub-050
0,4,outer_test,sub-079
0,4,outer_test,sub-078
0,4,outer_test,sub-008
0,4,outer_test,sub-065
0,4,outer_test,sub-071
0,4,outer_test,sub-081
0,4,outer_test,sub-061
0,4,outer_test,sub-056
0,4,outer_test,sub-030
0,4,outer_test,sub-043
0,4,outer_test,sub-058
0,4,outer_test,sub-034
0,4,outer_test,sub-082
