dataset,role,fold,seed,subject,block,recipe,population_CE,adapter_CE,utility_CE,population_BA,adapter_BA,delta_BA,held_block_used_for_fit,future_labels_used_for_fit
OpenBMI,outcome,0,1,15,2,upda_r1_l20.001_one_se,0.0013714207237505765,0.0007108980217967306,0.0006605227019538459,1.0,1.0,0.0,False,False
OpenBMI,outcome,0,1,15,3,upda_r1_l20.001_one_se,0.007747680209359714,0.020394827358274293,-0.01264714714891458,1.0,1.0,0.0,False,False
OpenBMI,outcome,0,1,19,0,upda_r1_l20.001_one_se,0.17931457102665568,0.39770261621213726,-0.21838804518548158,0.96,0.88,-0.07999999999999996,False,False
OpenBMI,outcome,0,1,19,1,upda_r1_l20.001_one_se,0.18404186405520662,0.4363098308815065,-0.25226796682629987,0.96,0.68,-0.2799999999999999,False,False
OpenBMI,outcome,0,1,19,2,upda_r1_l20.001_one_se,1.4840387765111407,1.024241593752266,0.4597971827588747,0.4,0.56,0.16000000000000003,False,False
OpenBMI,outcome,0,1,19,3,upda_r1_l20.001_one_se,1.0669569950421707,0.5233877390970288,0.5435692559451418,0.64,0.72,0.07999999999999996,False,False
OpenBMI,outcome,0,1,32,0,upda_r1_l20.001_one_se,0.253532497875988,0.40177263618128906,-0.14824013830530103,0.84,0.68,-0.15999999999999992,False,False
OpenBMI,outcome,0,1,32,1,upda_r1_l20.001_one_se,0.40280701434990673,0.4352286071420239,-0.03242159279211715,0.84,0.84,0.0,False,False
OpenBMI,outcome,0,1,32,2,upda_r1_l20.001_one_se,0.417761884241042,0.4048843020999175,0.0128775821411245,0.8,0.8,0.0,False,False
OpenBMI,outcome,0,1,32,3,upda_r1_l20.001_one_se,0.254815356980683,0.5170137623700822,-0.2621984053893992,0.88,0.6,-0.28,False,False
OpenBMI,outcome,0,1,33,0,upda_r1_l20.001_one_se,0.4754568683645635,0.31272500737010656,0.16273186099445697,0.76,0.76,0.0,False,False
OpenBMI,outcome,0,1,33,1,upda_r1_l20.001_one_se,0.17072780664425444,0.09364961935819242,0.07707818728606201,0.96,0.96,0.0,False,False
OpenBMI,outcome,0,1,33,2,upda_r1_l20.001_one_se,0.0563940334351351,0.14828790283797122,-0.09189386940283611,1.0,0.96,-0.040000000000000036,False,False
OpenBMI,outcome,0,1,33,3,upda_r1_l20.001_one_se,0.07539111162287546,0.1730739444506256,-0.09768283282775014,1.0,0.96,-0.040000000000000036,False,False
OpenBMI,outcome,0,1,41,0,upda_r1_l20.001_one_se,0.2582176325120722,0.2674556066719902,-0.009237974159918005,0.92,0.92,0.0,False,False
OpenBMI,outcome,0,1,41,1,upda_r1_l20.001_one_se,0.6044615414417668,0.5372180821122036,0.06724345932956322,0.64,0.72,0.07999999999999996,False,False
OpenBMI,outcome,0,1,41,2,upda_r1_l20.001_one_se,0.6467310831754293,0.687163590011883,-0.04043250683645372,0.76,0.64,-0.12,False,False
OpenBMI,outcome,0,1,41,3,upda_r1_l20.001_one_se,0.8278476453169858,0.7206974421261783,0.10715020319080759,0.68,0.6,-0.08000000000000007,False,False
OpenBMI,outcome,0,1,46,0,upda_r1_l20.001_one_se,1.09125073390764,0.9131869777109219,0.1780637561967181,0.44,0.28,-0.15999999999999998,False,False
OpenBMI,outcome,0,1,46,1,upda_r1_l20.001_one_se,1.052128120138014,0.8219185203158379,0.23020959982217604,0.52,0.28,-0.24,False,False
OpenBMI,outcome,0,1,46,2,upda_r1_l20.001_one_se,0.3925766561598407,0.403371667303464,-0.010795011143623301,0.76,0.88,0.12,False,False
OpenBMI,outcome,0,1,46,3,upda_r1_l20.001_one_se,0.49513856681113144,0.506577840676485,-0.011439273865353594,0.76,0.88,0.12,False,False
OpenBMI,outcome,0,1,47,0,upda_r1_l20.001_one_se,0.1305272543228487,0.0249957386850852,0.1055315156377635,1.0,1.0,0.0,False,False
OpenBMI,outcome,0,1,47,1,upda_r1_l20.001_one_se,0.8172070171752743,2.059041246296343,-1.2418342291210687,0.56,0.56,0.0,False,False
OpenBMI,outcome,0,1,47,2,upda_r1_l20.001_one_se,0.0588730824443425,0.005509318166284665,0.053363764278057835,1.0,1.0,0.0,False,False
OpenBMI,outcome,0,1,47,3,upda_r1_l20.001_one_se,0.11561471584961047,0.03797962302904237,0.0776350928205681,1.0,1.0,0.0,False,False
OpenBMI,outcome,0,1,49,0,upda_r1_l20.001_one_se,0.3159577085252461,0.42351616039852735,-0.10755845187328128,0.8,0.76,-0.040000000000000036,False,False
OpenBMI,outcome,0,1,49,1,upda_r1_l20.001_one_se,0.31414023675633046,0.4006629000834633,-0.08652266332713282,0.88,0.84,-0.040000000000000036,False,False
OpenBMI,outcome,0,1,49,2,upda_r1_l20.001_one_se,0.5481219544621984,0.4281243564832637,0.11999759797893467,0.8,0.84,0.039999999999999925,False,False
OpenBMI,outcome,0,1,49,3,upda_r1_l20.001_one_se,0.7945850419369417,0.6987198863412216,0.09586515559572006,0.64,0.72,0.07999999999999996,False,False
OpenBMI,outcome,0,2,15,0,upda_r1_l20.001_one_se,0.300844061618666,0.043308564935254104,0.2575354966834119,0.88,0.96,0.07999999999999996,False,False
OpenBMI,outcome,0,2,15,1,upda_r1_l20.001_one_se,0.37505046106666334,0.10310451915422174,0.2719459419124416,0.84,0.96,0.12,False,False
OpenBMI,outcome,0,2,15,2,upda_r1_l20.001_one_se,0.007940025770324394,0.013469962796106107,-0.005529937025781712,1.0,1.0,0.0,False,False
OpenBMI,outcome,0,2,15,3,upda_r1_l20.001_one_se,0.027189844628474288,0.14530702673306856,-0.11811718210459426,1.0,0.96,-0.040000000000000036,False,False
OpenBMI,outcome,0,2,19,0,upda_r1_l20.001_one_se,0.13398205553827286,0.3168230593155145,-0.18284100377724166,0.96,0.84,-0.12,False,False
OpenBMI,outcome,0,2,19,1,upda_r1_l20.001_one_se,0.1971855097148843,0.407823585664753,-0.21063807594986872,0.92,0.84,-0.08000000000000007,False,False
OpenBMI,outcome,0,2,19,2,upda_r1_l20.001_one_se,1.6931777968940152,1.1580348638598525,0.5351429330341626,0.24,0.4,0.16000000000000003,False,False
OpenBMI,outcome,0,2,19,3,upda_r1_l20.001_one_se,1.306111129077716,0.6522368659945034,0.6538742630832127,0.56,0.76,0.19999999999999996,False,False
OpenBMI,outcome,0,2,32,0,upda_r1_l20.001_one_se,0.3802163828080426,0.6131526947515715,-0.23293631194352893,0.8,0.48,-0.32000000000000006,False,False
OpenBMI,outcome,0,2,32,1,upda_r1_l20.001_one_se,0.7503381441728556,0.7436493899924536,0.006688754180402046,0.6,0.4,-0.19999999999999996,False,False
OpenBMI,outcome,0,2,32,2,upda_r1_l20.001_one_se,0.38271030370135106,0.34848418963131556,0.03422611407003551,0.88,0.88,0.0,False,False
OpenBMI,outcome,0,2,32,3,upda_r1_l20.001_one_se,0.15545308706541194,0.3026189287590853,-0.14716584169367336,0.96,1.0,0.040000000000000036,False,False
OpenBMI,outcome,0,2,33,0,upda_r1_l20.001_one_se,0.4452054608058691,0.29869033045291965,0.14651513035294944,0.8,0.88,0.07999999999999996,False,False
OpenBMI,outcome,0,2,33,1,upda_r1_l20.001_one_se,0.14180790022192752,0.07699083880471859,0.06481706141720893,0.92,1.0,0.07999999999999996,False,False
OpenBMI,outcome,0,2,33,2,upda_r1_l20.001_one_se,0.06825672364568595,0.17058023931322758,-0.10232351566754162,1.0,1.0,0.0,False,False
OpenBMI,outcome,0,2,33,3,upda_r1_l20.001_one_se,0.09432274716373933,0.23441442048747366,-0.14009167332373434,1.0,0.88,-0.12,False,False
OpenBMI,outcome,0,2,41,0,upda_r1_l20.001_one_se,0.30355265073724624,0.3342147831866656,-0.030662132449419344,0.88,0.88,0.0,False,False
OpenBMI,outcome,0,2,41,1,upda_r1_l20.001_one_se,0.7869682628976704,0.676897027546126,0.1100712353515444,0.6,0.6,0.0,False,False
OpenBMI,outcome,0,2,41,2,upda_r1_l20.001_one_se,0.5605750240339417,0.6239161521749882,-0.06334112814104653,0.84,0.84,0.0,False,False
OpenBMI,outcome,0,2,41,3,upda_r1_l20.001_one_se,0.7657376103707145,0.6665730121135879,0.09916459825712665,0.72,0.72,0.0,False,False
OpenBMI,outcome,0,2,46,0,upda_r1_l20.001_one_se,1.358626850021522,1.092897803409452,0.26572904661206986,0.4,0.2,-0.2,False,False
OpenBMI,outcome,0,2,46,1,upda_r1_l20.001_one_se,0.8619295176009156,0.8248399876513273,0.03708952994958836,0.64,0.36,-0.28,False,False
OpenBMI,outcome,0,2,46,2,upda_r1_l20.001_one_se,0.3989772872411048,0.32767093102836037,0.07130635621274445,0.8,0.92,0.12,False,False
OpenBMI,outcome,0,2,46,3,upda_r1_l20.001_one_se,0.35947851959846405,0.38303708193524016,-0.023558562336776112,0.8,0.88,0.07999999999999996,False,False
OpenBMI,outcome,0,2,47,0,upda_r1_l20.001_one_se,0.1670922250663969,0.1045348451803995,0.0625573798859974,0.92,0.92,0.0,False,False
OpenBMI,outcome,0,2,47,1,upda_r1_l20.001_one_se,0.39715120980515534,0.7040926954664749,-0.30694148566131957,0.84,0.76,-0.07999999999999996,False,False
OpenBMI,outcome,0,2,47,2,upda_r1_l20.001_one_se,0.1432387450320516,0.05579543080823331,0.0874433142238183,1.0,1.0,0.0,False,False
OpenBMI,outcome,0,2,47,3,upda_r1_l20.001_one_se,0.23055784484485883,0.2784251951116986,-0.047867350266839775,0.92,0.88,-0.040000000000000036,False,False
OpenBMI,outcome,0,2,49,0,upda_r1_l20.001_one_se,0.35923358273789957,0.4493504303453908,-0.09011684760749122,0.88,0.88,0.0,False,False
OpenBMI,outcome,0,2,49,1,upda_r1_l20.001_one_se,0.3125757574526974,0.39340246689929714,-0.08082670944659975,0.88,0.84,-0.040000000000000036,False,False
OpenBMI,outcome,0,2,49,2,upda_r1_l20.001_one_se,0.5799585802226742,0.43226614253025525,0.14769243769241897,0.72,0.84,0.12,False,False
OpenBMI,outcome,0,2,49,3,upda_r1_l20.001_one_se,0.8016568886488031,0.7003590095006803,0.10129787914812283,0.6,0.72,0.12,False,False
OpenBMI,outcome,1,0,2,0,upda_r1_l20.001_one_se,0.8641478201385279,0.773193991408287,0.09095382873024083,0.56,0.48,-0.08000000000000007,False,False
OpenBMI,outcome,1,0,2,1,upda_r1_l20.001_one_se,0.8771043240158986,0.8081675905379382,0.06893673347796037,0.68,0.56,-0.12,False,False
OpenBMI,outcome,1,0,2,2,upda_r1_l20.001_one_se,0.1456040667803862,0.26907726038820334,-0.12347319360781714,1.0,1.0,0.0,False,False
OpenBMI,outcome,1,0,2,3,upda_r1_l20.001_one_se,0.4643602557616546,0.42584995668984876,0.03851029907180581,0.76,0.92,0.16000000000000003,False,False
OpenBMI,outcome,1,0,14,0,upda_r1_l20.001_one_se,0.4062447951277824,0.5983455176754645,-0.19210072254768212,0.76,0.6,-0.16000000000000003,False,False
OpenBMI,outcome,1,0,14,1,upda_r1_l20.001_one_se,0.3906605663042291,0.6302644807768674,-0.2396039144726383,0.8,0.56,-0.24,False,False
OpenBMI,outcome,1,0,14,2,upda_r1_l20.001_one_se,0.8328060822963428,0.5077876384476665,0.3250184438486763,0.52,0.88,0.36,False,False
OpenBMI,outcome,1,0,14,3,upda_r1_l20.001_one_se,1.1166282517589576,0.7315308675964768,0.38509738416248085,0.48,0.56,0.08000000000000007,False,False
OpenBMI,outcome,1,0,34,0,upda_r1_l20.001_one_se,0.8016119025309226,0.6319397519032691,0.1696721506276535,0.52,0.68,0.16000000000000003,False,False
OpenBMI,outcome,1,0,34,1,upda_r1_l20.001_one_se,1.1772735836685964,0.9250565085395631,0.25221707512903324,0.44,0.4,-0.03999999999999998,False,False
OpenBMI,outcome,1,0,34,2,upda_r1_l20.001_one_se,0.8473578736958882,0.8275538585954209,0.019804015100467365,0.6,0.08,-0.52,False,False
OpenBMI,outcome,1,0,34,3,upda_r1_l20.001_one_se,0.6159139137200442,0.6592120714982304,-0.04329815777818613,0.72,0.52,-0.19999999999999996,False,False
OpenBMI,outcome,1,0,40,0,upda_r1_l20.001_one_se,0.7491070072628706,0.5645245617523329,0.1845824455105377,0.72,0.76,0.040000000000000036,False,False
OpenBMI,outcome,1,0,40,1,upda_r1_l20.001_one_se,0.40312831850625436,0.3594319460970831,0.043696372409171236,0.84,0.96,0.12,False,False
OpenBMI,outcome,1,0,40,2,upda_r1_l20.001_one_se,0.3175007875572209,0.4205193354330602,-0.1030185478758393,0.84,0.76,-0.07999999999999996,False,False
OpenBMI,outcome,1,0,40,3,upda_r1_l20.001_one_se,0.44194545162373156,0.6296595493261392,-0.18771409770240766,0.8,0.6,-0.20000000000000007,False,False
OpenBMI,outcome,1,0,43,0,upda_r1_l20.001_one_se,0.3766362518523789,0.46829863616837336,-0.09166238431599444,0.84,0.84,0.0,False,False
OpenBMI,outcome,1,0,43,1,upda_r1_l20.001_one_se,0.3555477582475759,0.5421494198859016,-0.1866016616383257,0.84,0.8,-0.039999999999999925,False,False
OpenBMI,outcome,1,0,43,2,upda_r1_l20.001_one_se,0.3678299176384307,0.33331237273200887,0.03451754490642184,0.84,0.84,0.0,False,False
OpenBMI,outcome,1,0,43,3,upda_r1_l20.001_one_se,0.28084056339179797,0.1994427336520877,0.08139782973971027,0.88,0.96,0.07999999999999996,False,False
OpenBMI,outcome,1,0,44,0,upda_r1_l20.001_one_se,0.7227099553334582,0.6228709384582212,0.099839016875237,0.6,0.64,0.040000000000000036,False,False
OpenBMI,outcome,1,0,44,1,upda_r1_l20.001_one_se,1.0332006262524625,1.0548246656086318,-0.0216240393561693,0.48,0.52,0.040000000000000036,False,False
OpenBMI,outcome,1,0,44,2,upda_r1_l20.001_one_se,0.23560689165896284,0.2841513023487877,-0.048544410689824874,0.84,0.84,0.0,False,False
OpenBMI,outcome,1,0,44,3,upda_r1_l20.001_one_se,0.22087316724607906,0.25126253148395916,-0.030389364237880107,0.88,0.88,0.0,False,False
OpenBMI,outcome,1,0,48,0,upda_r1_l20.001_one_se,0.3757173524390587,0.3767669069394591,-0.0010495545004003959,0.8,0.96,0.15999999999999992,False,False
OpenBMI,outcome,1,0,48,1,upda_r1_l20.001_one_se,1.0762976148413095,1.103262303038483,-0.02696468819717346,0.48,0.48,0.0,False,False
OpenBMI,outcome,1,0,48,2,upda_r1_l20.001_one_se,0.47343551712357573,0.6203167688265956,-0.14688125170301986,0.88,0.64,-0.24,False,False
OpenBMI,outcome,1,0,48,3,upda_r1_l20.001_one_se,0.4325392581371543,0.4645615625579995,-0.03202230442084519,0.76,0.72,-0.040000000000000036,False,False
OpenBMI,outcome,1,0,50,0,upda_r1_l20.001_one_se,0.44414966541669565,0.6828219692617984,-0.23867230384510274,0.76,0.52,-0.24,False,False
OpenBMI,outcome,1,0,50,1,upda_r1_l20.001_one_se,0.4848069947253406,0.8771815819352783,-0.3923745872099377,0.76,0.28,-0.48,False,False
OpenBMI,outcome,1,0,50,2,upda_r1_l20.001_one_se,1.3677457688057648,0.5946604579110685,0.7730853108946963,0.32,0.68,0.36000000000000004,False,False
OpenBMI,outcome,1,0,50,3,upda_r1_l20.001_one_se,1.532520510233938,0.6423067148552875,0.8902137953786506,0.32,0.56,0.24000000000000005,False,False
OpenBMI,outcome,1,1,2,0,upda_r1_l20.001_one_se,0.2780956688210735,0.33709258847253415,-0.058996919651460644,0.8,0.8,0.0,False,False
OpenBMI,outcome,1,1,2,1,upda_r1_l20.001_one_se,0.301789738618384,0.41001415699056376,-0.10822441837217978,0.92,0.88,-0.040000000000000036,False,False
OpenBMI,outcome,1,1,2,2,upda_r1_l20.001_one_se,0.4969265806333546,0.5181151657153921,-0.02118858508203747,0.76,0.88,0.12,False,False
OpenBMI,outcome,1,1,2,3,upda_r1_l20.001_one_se,0.6284678767933723,0.5549799375289499,0.07348793926442243,0.6,0.84,0.24,False,False
OpenBMI,outcome,1,1,14,0,upda_r1_l20.001_one_se,0.23518774503870546,0.42978343692783816,-0.1945956918891327,0.92,0.8,-0.12,False,False
OpenBMI,outcome,1,1,14,1,upda_r1_l20.001_one_se,0.26714075369726586,0.5317852576785802,-0.26464450398131434,0.92,0.72,-0.20000000000000007,False,False
OpenBMI,outcome,1,1,14,2,upda_r1_l20.001_one_se,0.9013732584288019,0.5397581397132061,0.3616151187155958,0.64,0.8,0.16000000000000003,False,False
OpenBMI,outcome,1,1,14,3,upda_r1_l20.001_one_se,1.4659748393469798,0.9243222094508351,0.5416526298961447,0.36,0.48,0.12,False,False
OpenBMI,outcome,1,1,34,0,upda_r1_l20.001_one_se,0.4679595454976252,0.7382720474292285,-0.2703125019316033,0.8,0.44,-0.36000000000000004,False,False
OpenBMI,outcome,1,1,34,1,upda_r1_l20.001_one_se,1.2287020401519642,0.9153784070999031,0.313323633052061,0.44,0.4,-0.03999999999999998,False,False
OpenBMI,outcome,1,1,34,2,upda_r1_l20.001_one_se,1.0082389858705383,0.9442286805436598,0.06401030532687846,0.56,0.16,-0.4,False,False
OpenBMI,outcome,1,1,34,3,upda_r1_l20.001_one_se,0.7706300663698586,0.6635085455529744,0.1071215208168842,0.56,0.6,0.039999999999999925,False,False
OpenBMI,outcome,1,1,40,0,upda_r1_l20.001_one_se,0.6274615968333463,0.4459208223374746,0.18154077449587175,0.72,0.8,0.08000000000000007,False,False
OpenBMI,outcome,1,1,40,1,upda_r1_l20.001_one_se,0.36107660153180016,0.3602246987780009,0.0008519027537992607,0.88,0.96,0.07999999999999996,False,False
OpenBMI,outcome,1,1,40,2,upda_r1_l20.001_one_se,0.2884838584297759,0.4237484411644902,-0.13526458273471426,0.92,0.8,-0.12,False,False
OpenBMI,outcome,1,1,40,3,upda_r1_l20.001_one_se,0.24060485445379012,0.44946665438918165,-0.20886179993539153,0.96,0.84,-0.12,False,False
OpenBMI,outcome,1,1,43,0,upda_r1_l20.001_one_se,0.21812723689076235,0.3042591471038407,-0.08613191021307837,0.96,0.84,-0.12,False,False
OpenBMI,outcome,1,1,43,1,upda_r1_l20.001_one_se,0.31438744536214336,0.46340091279990026,-0.1490134674377569,0.92,0.88,-0.040000000000000036,False,False
OpenBMI,outcome,1,1,43,2,upda_r1_l20.001_one_se,0.518748490801949,0.4765222961425745,0.04222619465937444,0.76,0.8,0.040000000000000036,False,False
OpenBMI,outcome,1,1,43,3,upda_r1_l20.001_one_se,0.5343327697941489,0.3649700593282853,0.1693627104658636,0.8,0.84,0.039999999999999925,False,False
OpenBMI,outcome,1,1,44,0,upda_r1_l20.001_one_se,0.5500584089000742,0.4823815533478396,0.06767685555223457,0.8,0.8,0.0,False,False
OpenBMI,outcome,1,1,44,1,upda_r1_l20.001_one_se,0.37754944208806246,0.3543821664979522,0.02316727559011028,0.84,0.84,0.0,False,False
OpenBMI,outcome,1,1,44,2,upda_r1_l20.001_one_se,0.16893973942095472,0.19666330850193603,-0.02772356908098131,0.88,0.88,0.0,False,False
OpenBMI,outcome,1,1,44,3,upda_r1_l20.001_one_se,0.27841706336307576,0.30648354038496545,-0.02806647702188969,0.92,0.92,0.0,False,False
OpenBMI,outcome,1,1,48,0,upda_r1_l20.001_one_se,0.33177912700182505,0.28562108767965116,0.04615803932217388,0.8,0.96,0.15999999999999992,False,False
OpenBMI,outcome,1,1,48,1,upda_r1_l20.001_one_se,0.6239875495872923,0.6474146662797644,-0.023427116692472105,0.68,0.68,0.0,False,False
OpenBMI,outcome,1,1,48,2,upda_r1_l20.001_one_se,0.8704484581145704,0.8858116030827192,-0.015363144968148834,0.6,0.52,-0.07999999999999996,False,False
OpenBMI,outcome,1,1,48,3,upda_r1_l20.001_one_se,0.9581943581249748,0.8530146881660923,0.1051796699588825,0.56,0.52,-0.040000000000000036,False,False
OpenBMI,outcome,1,1,50,0,upda_r1_l20.001_one_se,0.45720280919860556,0.5520092724449752,-0.09480646324636965,0.72,0.64,-0.07999999999999996,False,False
OpenBMI,outcome,1,1,50,1,upda_r1_l20.001_one_se,0.4643934763626543,0.8525324056688572,-0.3881389293062029,0.76,0.36,-0.4,False,False
OpenBMI,outcome,1,1,50,2,upda_r1_l20.001_one_se,1.1423749164701906,0.6995155518368538,0.44285936463333686,0.44,0.48,0.03999999999999998,False,False
OpenBMI,outcome,1,1,50,3,upda_r1_l20.001_one_se,1.3639459231659896,0.6995904017381605,0.6643555214278292,0.48,0.56,0.08000000000000007,False,False
OpenBMI,outcome,1,2,2,0,upda_r1_l20.001_one_se,0.7602653787399596,0.6689265569898395,0.09133882175012009,0.64,0.6,-0.040000000000000036,False,False
OpenBMI,outcome,1,2,2,1,upda_r1_l20.001_one_se,0.7240427890280572,0.7079061809522535,0.016136608075803638,0.68,0.72,0.039999999999999925,False,False
OpenBMI,outcome,1,2,2,2,upda_r1_l20.001_one_se,0.16144272543968433,0.2870318233982312,-0.12558909795854686,1.0,0.92,-0.07999999999999996,False,False
OpenBMI,outcome,1,2,2,3,upda_r1_l20.001_one_se,0.25701395904406327,0.37763508952323455,-0.12062113047917128,0.96,0.96,0.0,False,False
OpenBMI,outcome,1,2,14,0,upda_r1_l20.001_one_se,0.3023498535303334,0.5148680854571654,-0.21251823192683206,0.88,0.72,-0.16000000000000003,False,False
OpenBMI,outcome,1,2,14,1,upda_r1_l20.001_one_se,0.31516498917813673,0.5392849580169841,-0.22411996883884733,0.88,0.76,-0.12,False,False
OpenBMI,outcome,1,2,14,2,upda_r1_l20.001_one_se,0.827911775184502,0.5259366659139553,0.3019751092705467,0.52,0.76,0.24,False,False
OpenBMI,outcome,1,2,14,3,upda_r1_l20.001_one_se,0.9703035410272043,0.6798120565197415,0.29049148450746276,0.52,0.72,0.19999999999999996,False,False
OpenBMI,outcome,1,2,34,0,upda_r1_l20.001_one_se,1.0847257801988979,0.5739284899679088,0.5107972902309891,0.48,0.68,0.20000000000000007,False,False
OpenBMI,outcome,1,2,34,1,upda_r1_l20.001_one_se,1.5730301453174338,1.0574857414330112,0.5155444038844226,0.36,0.4,0.040000000000000036,False,False
OpenBMI,outcome,1,2,34,2,upda_r1_l20.001_one_se,0.645004268105608,0.8313268858781129,-0.18632261777250492,0.68,0.2,-0.48000000000000004,False,False
OpenBMI,outcome,1,2,34,3,upda_r1_l20.001_one_se,0.5732663907108357,0.7045604679956865,-0.13129407728485076,0.8,0.4,-0.4,False,False
