task,fold,subject,session,is_future_session,arm,BA,macro_F1,NLL,trials
OpenBMI_MI,1,15,2,True,CE_ONLY_CONTINUATION,0.8999999999999999,0.8998397435897436,0.3018338084220886,100
OpenBMI_MI,1,15,2,True,LOCAL_CONSTRAINED_P,0.8999999999999999,0.8998397435897436,0.3001059591770172,100
OpenBMI_MI,1,44,1,False,BASELINE,0.8,0.7947454844006567,0.37669914960861206,100
OpenBMI_MI,1,44,1,False,CE_ONLY_CONTINUATION,0.78,0.7742200328407225,0.4655044674873352,100
OpenBMI_MI,1,44,1,False,LOCAL_CONSTRAINED_P,0.79,0.7837503861600247,0.4485774636268616,100
OpenBMI_MI,1,44,2,True,BASELINE,0.85,0.8474214220323466,0.3960432708263397,100
OpenBMI_MI,1,44,2,True,CE_ONLY_CONTINUATION,0.8,0.7933030177759405,0.48338162899017334,100
OpenBMI_MI,1,44,2,True,LOCAL_CONSTRAINED_P,0.8400000000000001,0.8357963875205254,0.4560093581676483,100
OpenBMI_MI,1,52,1,False,BASELINE,0.8300000000000001,0.8295739348370927,0.4116922616958618,100
OpenBMI_MI,1,52,1,False,CE_ONLY_CONTINUATION,0.84,0.84,0.39959535002708435,100
OpenBMI_MI,1,52,1,False,LOCAL_CONSTRAINED_P,0.84,0.84,0.4070265293121338,100
OpenBMI_MI,1,52,2,True,BASELINE,0.76,0.7584541062801933,0.528305172920227,100
OpenBMI_MI,1,52,2,True,CE_ONLY_CONTINUATION,0.81,0.8098288459613652,0.5623148083686829,100
OpenBMI_MI,1,52,2,True,LOCAL_CONSTRAINED_P,0.8,0.7996794871794872,0.5404835939407349,100
OpenBMI_MI,2,5,1,False,BASELINE,0.95,0.9499949994999499,0.18615253269672394,100
OpenBMI_MI,2,5,1,False,CE_ONLY_CONTINUATION,0.9299999999999999,0.9299929992999301,0.17872321605682373,100
OpenBMI_MI,2,5,1,False,LOCAL_CONSTRAINED_P,0.95,0.9499949994999499,0.1749391406774521,100
OpenBMI_MI,2,5,2,True,BASELINE,0.73,0.7237851662404092,0.6655815243721008,100
OpenBMI_MI,2,5,2,True,CE_ONLY_CONTINUATION,0.69,0.6828644501278772,0.6897819638252258,100
OpenBMI_MI,2,5,2,True,LOCAL_CONSTRAINED_P,0.7,0.6921182266009853,0.6743228435516357,100
OpenBMI_MI,2,6,1,False,BASELINE,0.9099999999999999,0.9092650468797259,0.2796129286289215,100
OpenBMI_MI,2,6,1,False,CE_ONLY_CONTINUATION,0.85,0.8465473145780051,0.367784321308136,100
OpenBMI_MI,2,6,1,False,LOCAL_CONSTRAINED_P,0.9,0.898989898989899,0.32493889331817627,100
OpenBMI_MI,2,6,2,True,BASELINE,0.96,0.9599358974358975,0.15297077596187592,100
OpenBMI_MI,2,6,2,True,CE_ONLY_CONTINUATION,0.94,0.9397832195905259,0.1567361205816269,100
OpenBMI_MI,2,6,2,True,LOCAL_CONSTRAINED_P,0.95,0.949874686716792,0.1511802077293396,100
OpenBMI_MI,2,14,1,False,BASELINE,0.6900000000000001,0.6726850385386971,0.7675359845161438,100
OpenBMI_MI,2,14,1,False,CE_ONLY_CONTINUATION,0.7,0.6940024479804161,0.6930360198020935,100
OpenBMI_MI,2,14,1,False,LOCAL_CONSTRAINED_P,0.6699999999999999,0.6601791782514674,0.7186363935470581,100
OpenBMI_MI,2,14,2,True,BASELINE,0.66,0.6550324675324675,0.9310095310211182,100
OpenBMI_MI,2,14,2,True,CE_ONLY_CONTINUATION,0.6699999999999999,0.6691729323308271,0.8679934740066528,100
OpenBMI_MI,2,14,2,True,LOCAL_CONSTRAINED_P,0.6699999999999999,0.6683750376846548,0.8700739145278931,100
OpenBMI_MI,2,35,1,False,BASELINE,0.97,0.96999699969997,0.059237636625766754,100
OpenBMI_MI,2,35,1,False,CE_ONLY_CONTINUATION,0.97,0.96999699969997,0.06593076884746552,100
OpenBMI_MI,2,35,1,False,LOCAL_CONSTRAINED_P,0.97,0.96999699969997,0.06234925240278244,100
OpenBMI_MI,2,35,2,True,BASELINE,0.8,0.7933030177759405,0.46431446075439453,100
OpenBMI_MI,2,35,2,True,CE_ONLY_CONTINUATION,0.8,0.7947454844006567,0.4292713403701782,100
OpenBMI_MI,2,35,2,True,LOCAL_CONSTRAINED_P,0.8,0.7947454844006567,0.4316873848438263,100
OpenBMI_MI,2,45,1,False,BASELINE,0.78,0.779205138498595,0.4563988149166107,100
OpenBMI_MI,2,45,1,False,CE_ONLY_CONTINUATION,0.8300000000000001,0.8298468621759583,0.42413219809532166,100
OpenBMI_MI,2,45,1,False,LOCAL_CONSTRAINED_P,0.8,0.7996794871794872,0.43061012029647827,100
OpenBMI_MI,2,45,2,True,BASELINE,0.79,0.7889659330720531,0.4395546317100525,100
OpenBMI_MI,2,45,2,True,CE_ONLY_CONTINUATION,0.78,0.779205138498595,0.43966808915138245,100
OpenBMI_MI,2,45,2,True,LOCAL_CONSTRAINED_P,0.8,0.7992773986350863,0.43595051765441895,100
OpenBMI_MI,2,46,1,False,BASELINE,0.6,0.586606035551881,1.2087070941925049,100
OpenBMI_MI,2,46,1,False,CE_ONLY_CONTINUATION,0.62,0.5924495924495925,1.3306608200073242,100
OpenBMI_MI,2,46,1,False,LOCAL_CONSTRAINED_P,0.61,0.584,1.3144731521606445,100
OpenBMI_MI,2,46,2,True,BASELINE,0.69,0.6615351020853806,0.8987359404563904,100
OpenBMI_MI,2,46,2,True,CE_ONLY_CONTINUATION,0.62,0.5634191176470589,1.141789436340332,100
OpenBMI_MI,2,46,2,True,LOCAL_CONSTRAINED_P,0.64,0.592944369063772,1.0958831310272217,100
OpenBMI_MI,3,8,1,False,BASELINE,0.8300000000000001,0.8291628982011858,0.5728697776794434,100
OpenBMI_MI,3,8,1,False,CE_ONLY_CONTINUATION,0.8300000000000001,0.8291628982011858,0.54119473695755,100
OpenBMI_MI,3,8,1,False,LOCAL_CONSTRAINED_P,0.8300000000000001,0.8291628982011858,0.5607489347457886,100
OpenBMI_MI,3,8,2,True,BASELINE,0.8400000000000001,0.8397435897435898,0.4777502119541168,100
OpenBMI_MI,3,8,2,True,CE_ONLY_CONTINUATION,0.8,0.7996794871794872,0.4469044506549835,100
OpenBMI_MI,3,8,2,True,LOCAL_CONSTRAINED_P,0.8200000000000001,0.818840579710145,0.4648706316947937,100
OpenBMI_MI,3,14,1,False,BASELINE,0.61,0.5882166613873931,0.7986719012260437,100
OpenBMI_MI,3,14,1,False,CE_ONLY_CONTINUATION,0.64,0.6043956043956044,0.8647638559341431,100
OpenBMI_MI,3,14,1,False,LOCAL_CONSTRAINED_P,0.63,0.5960257670051315,0.8317772150039673,100
OpenBMI_MI,3,14,2,True,BASELINE,0.64,0.6376811594202898,0.8833072781562805,100
OpenBMI_MI,3,14,2,True,CE_ONLY_CONTINUATION,0.6499999999999999,0.6491228070175439,0.8848231434822083,100
OpenBMI_MI,3,14,2,True,LOCAL_CONSTRAINED_P,0.62,0.6193910256410255,0.8868271112442017,100
OpenBMI_MI,3,32,1,False,BASELINE,0.71,0.69662098545873,0.5720124244689941,100
OpenBMI_MI,3,32,1,False,CE_ONLY_CONTINUATION,0.72,0.7106242248863166,0.5425272583961487,100
OpenBMI_MI,3,32,1,False,LOCAL_CONSTRAINED_P,0.75,0.742559983523839,0.5343413949012756,100
OpenBMI_MI,3,32,2,True,BASELINE,0.71,0.7099709970997099,0.7517122626304626,100
OpenBMI_MI,3,32,2,True,CE_ONLY_CONTINUATION,0.72,0.7198879551820728,0.702643632888794,100
OpenBMI_MI,3,32,2,True,LOCAL_CONSTRAINED_P,0.72,0.72,0.7222760915756226,100
OpenBMI_MI,3,35,1,False,BASELINE,1.0,1.0,0.027555637061595917,100
OpenBMI_MI,3,35,1,False,CE_ONLY_CONTINUATION,0.98,0.9799919967987194,0.03127129375934601,100
OpenBMI_MI,3,35,1,False,LOCAL_CONSTRAINED_P,0.99,0.9899989998999901,0.029987312853336334,100
OpenBMI_MI,3,35,2,True,BASELINE,0.8999999999999999,0.8998397435897436,0.2679676115512848,100
OpenBMI_MI,3,35,2,True,CE_ONLY_CONTINUATION,0.8899999999999999,0.8897243107769424,0.27978506684303284,100
OpenBMI_MI,3,35,2,True,LOCAL_CONSTRAINED_P,0.8999999999999999,0.8998397435897436,0.27164024114608765,100
OpenBMI_MI,3,43,1,False,BASELINE,0.92,0.92,0.2185441553592682,100
OpenBMI_MI,3,43,1,False,CE_ONLY_CONTINUATION,0.9199999999999999,0.9199679871948779,0.21316677331924438,100
OpenBMI_MI,3,43,1,False,LOCAL_CONSTRAINED_P,0.9299999999999999,0.9299929992999301,0.20540665090084076,100
OpenBMI_MI,3,43,2,True,BASELINE,0.9199999999999999,0.9198717948717949,0.26801663637161255,100
OpenBMI_MI,3,43,2,True,CE_ONLY_CONTINUATION,0.8999999999999999,0.8996386993175431,0.2624177634716034,100
OpenBMI_MI,3,43,2,True,LOCAL_CONSTRAINED_P,0.9099999999999999,0.9097744360902256,0.2705959975719452,100
OpenBMI_MI,3,46,1,False,BASELINE,0.6,0.586606035551881,1.1019692420959473,100
OpenBMI_MI,3,46,1,False,CE_ONLY_CONTINUATION,0.5800000000000001,0.565936337329475,1.1234312057495117,100
OpenBMI_MI,3,46,1,False,LOCAL_CONSTRAINED_P,0.5700000000000001,0.5538956323270048,1.1391100883483887,100
OpenBMI_MI,3,46,2,True,BASELINE,0.66,0.6212121212121212,0.9729499220848083,100
OpenBMI_MI,3,46,2,True,CE_ONLY_CONTINUATION,0.63,0.5783475783475784,0.9287154674530029,100
OpenBMI_MI,3,46,2,True,LOCAL_CONSTRAINED_P,0.63,0.5783475783475784,0.9862499237060547,100
OpenBMI_MI,4,11,1,False,BASELINE,0.73,0.7266929851199515,0.5895425081253052,100
OpenBMI_MI,4,11,1,False,CE_ONLY_CONTINUATION,0.73,0.7237851662404092,0.6075801253318787,100
OpenBMI_MI,4,11,1,False,LOCAL_CONSTRAINED_P,0.73,0.7237851662404092,0.5958664417266846,100
OpenBMI_MI,4,11,2,True,BASELINE,0.73,0.7253585596582239,0.6157317161560059,100
OpenBMI_MI,4,11,2,True,CE_ONLY_CONTINUATION,0.74,0.7331691297208538,0.710208535194397,100
OpenBMI_MI,4,11,2,True,LOCAL_CONSTRAINED_P,0.72,0.7126436781609196,0.6847841143608093,100
OpenBMI_MI,4,15,1,False,BASELINE,0.89,0.8886526976414617,0.23546241223812103,100
OpenBMI_MI,4,15,1,False,CE_ONLY_CONTINUATION,0.89,0.8886526976414617,0.2708492577075958,100
OpenBMI_MI,4,15,1,False,LOCAL_CONSTRAINED_P,0.9,0.898989898989899,0.24540254473686218,100
OpenBMI_MI,4,15,2,True,BASELINE,0.87,0.8699869986998701,0.3076838552951813,100
OpenBMI_MI,4,15,2,True,CE_ONLY_CONTINUATION,0.88,0.8799519807923168,0.2771367132663727,100
OpenBMI_MI,4,15,2,True,LOCAL_CONSTRAINED_P,0.87,0.8699869986998701,0.2869340181350708,100
OpenBMI_MI,4,34,1,False,BASELINE,0.58,0.5442708333333334,1.031799554824829,100
OpenBMI_MI,4,34,1,False,CE_ONLY_CONTINUATION,0.55,0.52,0.9452512264251709,100
OpenBMI_MI,4,34,1,False,LOCAL_CONSTRAINED_P,0.57,0.5413333333333333,0.9683952331542969,100
OpenBMI_MI,4,34,2,True,BASELINE,0.74,0.7331691297208538,0.8873162865638733,100
OpenBMI_MI,4,34,2,True,CE_ONLY_CONTINUATION,0.68,0.6604414261460102,0.8839247822761536,100
OpenBMI_MI,4,34,2,True,LOCAL_CONSTRAINED_P,0.6699999999999999,0.6440513428972063,0.8897213935852051,100
OpenBMI_MI,4,38,1,False,BASELINE,0.65,0.6471418489767113,0.6521273851394653,100
OpenBMI_MI,4,38,1,False,CE_ONLY_CONTINUATION,0.65,0.6419437340153453,0.6914790272712708,100
OpenBMI_MI,4,38,1,False,LOCAL_CONSTRAINED_P,0.66,0.6550324675324675,0.6766082048416138,100
OpenBMI_MI,4,38,2,True,BASELINE,0.73,0.7286704853783539,0.5540640354156494,100
OpenBMI_MI,4,38,2,True,CE_ONLY_CONTINUATION,0.72,0.7144022847817217,0.6353523135185242,100
OpenBMI_MI,4,38,2,True,LOCAL_CONSTRAINED_P,0.72,0.7159090909090908,0.6188167333602905,100
OpenBMI_MI,4,48,1,False,BASELINE,0.73,0.7198879551820728,0.7810899615287781,100
OpenBMI_MI,4,48,1,False,CE_ONLY_CONTINUATION,0.72,0.7126436781609196,0.717388391494751,100
OpenBMI_MI,4,48,1,False,LOCAL_CONSTRAINED_P,0.74,0.7331691297208538,0.7104360461235046,100
OpenBMI_MI,4,48,2,True,BASELINE,0.6799999999999999,0.6483516483516483,0.9968041777610779,100
OpenBMI_MI,4,48,2,True,CE_ONLY_CONTINUATION,0.6699999999999999,0.6396986570586308,0.9699318408966064,100
OpenBMI_MI,4,48,2,True,LOCAL_CONSTRAINED_P,0.6699999999999999,0.6396986570586308,0.9552175998687744,100
OpenBMI_MI,4,52,1,False,BASELINE,0.83,0.8299829982998299,0.4666309058666229,100
OpenBMI_MI,4,52,1,False,CE_ONLY_CONTINUATION,0.8300000000000001,0.8298468621759583,0.4778827428817749,100
OpenBMI_MI,4,52,1,False,LOCAL_CONSTRAINED_P,0.81,0.8098288459613652,0.4700567126274109,100
OpenBMI_MI,4,52,2,True,BASELINE,0.71,0.7085720028137876,0.6379865407943726,100
OpenBMI_MI,4,52,2,True,CE_ONLY_CONTINUATION,0.72,0.7189883580891208,0.6543247699737549,100
OpenBMI_MI,4,52,2,True,LOCAL_CONSTRAINED_P,0.72,0.7189883580891208,0.6406434774398804,100
