task,fold,subject,session,arm,trials,P_raw_L2_movement_mean,P_standardized_RMS_movement_mean,P_movement_to_native_norm_ratio_mean,C_raw_L2_movement_mean,C_standardized_RMS_movement_mean,C_movement_to_native_norm_ratio_mean
OpenBMI_MI,1,15,2,LOCAL_CONSTRAINED_P,100,0.26273199915885925,0.02754346653819084,0.03838016465306282,3.9680685997009277,0.07061810791492462,0.07690589129924774
OpenBMI_MI,1,44,1,CE_ONLY_CONTINUATION,100,0.7218483090400696,0.07912329584360123,0.14449885487556458,8.108595848083496,0.14396890997886658,0.19671446084976196
OpenBMI_MI,1,44,1,LOCAL_CONSTRAINED_P,100,0.20399965345859528,0.020839279517531395,0.040553703904151917,3.047565221786499,0.05434291809797287,0.07409070432186127
OpenBMI_MI,1,44,2,CE_ONLY_CONTINUATION,100,0.7683253288269043,0.08264004439115524,0.14601477980613708,8.594980239868164,0.15282613039016724,0.19187544286251068
OpenBMI_MI,1,44,2,LOCAL_CONSTRAINED_P,100,0.16953672468662262,0.018063681200146675,0.03323148190975189,3.1811797618865967,0.05682826414704323,0.07107514142990112
OpenBMI_MI,1,52,1,CE_ONLY_CONTINUATION,100,1.0334019660949707,0.10968831926584244,0.1534198671579361,10.383790016174316,0.1838076412677765,0.19669251143932343
OpenBMI_MI,1,52,1,LOCAL_CONSTRAINED_P,100,0.2250290811061859,0.022946298122406006,0.03422832489013672,3.69975209236145,0.06581176072359085,0.07034384459257126
OpenBMI_MI,1,52,2,CE_ONLY_CONTINUATION,100,1.0379383563995361,0.11081869155168533,0.1641751229763031,9.955412864685059,0.1767406314611435,0.18857458233833313
OpenBMI_MI,1,52,2,LOCAL_CONSTRAINED_P,100,0.22200830280780792,0.022874319925904274,0.03594546020030975,3.502744197845459,0.06249173730611801,0.06650024652481079
OpenBMI_MI,2,5,1,CE_ONLY_CONTINUATION,100,1.0811742544174194,0.11148148775100708,0.1626625955104828,10.137591361999512,0.17572307586669922,0.21489818394184113
OpenBMI_MI,2,5,1,LOCAL_CONSTRAINED_P,100,0.1952318549156189,0.02048727497458458,0.030263569205999374,3.508509635925293,0.061092667281627655,0.07499492913484573
OpenBMI_MI,2,5,2,CE_ONLY_CONTINUATION,100,1.5320770740509033,0.1564338654279709,0.18073680996894836,12.91882038116455,0.22430530190467834,0.2065325230360031
OpenBMI_MI,2,5,2,LOCAL_CONSTRAINED_P,100,0.33837082982063293,0.03464764729142189,0.03862825781106949,4.606794834136963,0.08034488558769226,0.07383549958467484
OpenBMI_MI,2,6,1,CE_ONLY_CONTINUATION,100,1.3532556295394897,0.13857927918434143,0.14796435832977295,12.367293357849121,0.2136881947517395,0.22178690135478973
OpenBMI_MI,2,6,1,LOCAL_CONSTRAINED_P,100,0.2664380669593811,0.027410713955760002,0.029265301302075386,4.215357780456543,0.07324004173278809,0.0759156346321106
OpenBMI_MI,2,6,2,CE_ONLY_CONTINUATION,100,1.2779258489608765,0.13097724318504333,0.14800897240638733,11.937887191772461,0.207084059715271,0.21833042800426483
OpenBMI_MI,2,6,2,LOCAL_CONSTRAINED_P,100,0.23515896499156952,0.024555660784244537,0.02742544561624527,4.069484233856201,0.07090894877910614,0.07468124479055405
OpenBMI_MI,2,14,1,CE_ONLY_CONTINUATION,100,1.0118972063064575,0.10181301832199097,0.21136640012264252,9.176542282104492,0.15891756117343903,0.2110600620508194
OpenBMI_MI,2,14,1,LOCAL_CONSTRAINED_P,100,0.1987127810716629,0.02034762129187584,0.041476842015981674,3.365046739578247,0.05850176513195038,0.0774628221988678
OpenBMI_MI,2,14,2,CE_ONLY_CONTINUATION,100,1.2493813037872314,0.12466122955083847,0.20947962999343872,10.388649940490723,0.17971298098564148,0.21745790541172028
OpenBMI_MI,2,14,2,LOCAL_CONSTRAINED_P,100,0.2535332143306732,0.025299889966845512,0.04270705580711365,3.6602137088775635,0.06375150382518768,0.07706765830516815
OpenBMI_MI,2,35,1,CE_ONLY_CONTINUATION,100,0.9629309773445129,0.09885713458061218,0.11325976252555847,9.077960014343262,0.15600843727588654,0.21758469939231873
OpenBMI_MI,2,35,1,LOCAL_CONSTRAINED_P,100,0.15977786481380463,0.016986122354865074,0.019033603370189667,3.111600875854492,0.054052405059337616,0.0747428685426712
OpenBMI_MI,2,35,2,CE_ONLY_CONTINUATION,100,1.8758867979049683,0.1951005607843399,0.17757290601730347,14.452661514282227,0.24798046052455902,0.21702025830745697
OpenBMI_MI,2,35,2,LOCAL_CONSTRAINED_P,100,0.4034436047077179,0.040061939507722855,0.03343024104833603,4.840294361114502,0.08412142843008041,0.07329624891281128
OpenBMI_MI,2,45,1,CE_ONLY_CONTINUATION,100,0.8031763434410095,0.08321455121040344,0.19473148882389069,7.487960338592529,0.1297999918460846,0.21209478378295898
OpenBMI_MI,2,45,1,LOCAL_CONSTRAINED_P,100,0.19911505281925201,0.020727450028061867,0.04945354908704758,2.7846102714538574,0.04842998459935188,0.0790012925863266
OpenBMI_MI,2,45,2,CE_ONLY_CONTINUATION,100,0.6432437300682068,0.06640901416540146,0.17366161942481995,6.746404647827148,0.11698756366968155,0.20812693238258362
OpenBMI_MI,2,45,2,LOCAL_CONSTRAINED_P,100,0.17570044100284576,0.018704332411289215,0.04818257316946983,2.568284034729004,0.04461870342493057,0.07939186692237854
OpenBMI_MI,2,46,1,CE_ONLY_CONTINUATION,100,1.7034497261047363,0.16920675337314606,0.20860882103443146,12.985638618469238,0.22623582184314728,0.22044533491134644
OpenBMI_MI,2,46,1,LOCAL_CONSTRAINED_P,100,0.3824920356273651,0.03577085956931114,0.04554406553506851,4.445032119750977,0.07780947536230087,0.07557163387537003
OpenBMI_MI,2,46,2,CE_ONLY_CONTINUATION,100,2.1290128231048584,0.20766256749629974,0.224967360496521,15.345381736755371,0.2664130926132202,0.22270391881465912
OpenBMI_MI,2,46,2,LOCAL_CONSTRAINED_P,100,0.48557570576667786,0.044250115752220154,0.04995863512158394,5.2597503662109375,0.09191355109214783,0.07637021690607071
OpenBMI_MI,3,8,1,CE_ONLY_CONTINUATION,100,1.4732115268707275,0.1651109755039215,0.1413874626159668,13.527242660522461,0.24584585428237915,0.19106687605381012
OpenBMI_MI,3,8,1,LOCAL_CONSTRAINED_P,100,0.3318793475627899,0.03489186614751816,0.0321568101644516,4.7923359870910645,0.0869733914732933,0.06770621240139008
OpenBMI_MI,3,8,2,CE_ONLY_CONTINUATION,100,1.2192546129226685,0.13648055493831635,0.1387368142604828,13.058940887451172,0.23781833052635193,0.1953546702861786
OpenBMI_MI,3,8,2,LOCAL_CONSTRAINED_P,100,0.25866469740867615,0.028017424046993256,0.029029035940766335,4.498959064483643,0.08173679560422897,0.0673578530550003
OpenBMI_MI,3,14,1,CE_ONLY_CONTINUATION,100,0.8945661783218384,0.10024400800466537,0.17181187868118286,8.74264144897461,0.15922623872756958,0.19385628402233124
OpenBMI_MI,3,14,1,LOCAL_CONSTRAINED_P,100,0.20052564144134521,0.021279389038681984,0.03856866434216499,3.2395496368408203,0.05890287086367607,0.07200662046670914
OpenBMI_MI,3,14,2,CE_ONLY_CONTINUATION,100,1.056028127670288,0.11932618916034698,0.16895060241222382,9.436673164367676,0.17211724817752838,0.19387654960155487
OpenBMI_MI,3,14,2,LOCAL_CONSTRAINED_P,100,0.21737298369407654,0.023047300055623055,0.03505580127239227,3.4753384590148926,0.06337920576334,0.07164756953716278
OpenBMI_MI,3,32,1,CE_ONLY_CONTINUATION,100,2.326819658279419,0.26361632347106934,0.12804575264453888,17.883943557739258,0.32312697172164917,0.1612529158592224
OpenBMI_MI,3,32,1,LOCAL_CONSTRAINED_P,100,0.7315635681152344,0.08233965933322906,0.03698035329580307,6.795064926147461,0.12236063927412033,0.0610806904733181
OpenBMI_MI,3,32,2,CE_ONLY_CONTINUATION,100,1.5194495916366577,0.17047928273677826,0.1469237357378006,14.425853729248047,0.2616285979747772,0.19284780323505402
OpenBMI_MI,3,32,2,LOCAL_CONSTRAINED_P,100,0.46924644708633423,0.05113990232348442,0.04258660227060318,5.585442066192627,0.10141896456480026,0.07369915395975113
OpenBMI_MI,3,35,1,CE_ONLY_CONTINUATION,100,1.0151933431625366,0.10826906561851501,0.1130102276802063,8.803112030029297,0.15914809703826904,0.20585034787654877
OpenBMI_MI,3,35,1,LOCAL_CONSTRAINED_P,100,0.24737054109573364,0.025325996801257133,0.027833860367536545,3.191970109939575,0.05813833326101303,0.07473982870578766
OpenBMI_MI,3,35,2,CE_ONLY_CONTINUATION,100,2.235912799835205,0.25447890162467957,0.1613670140504837,15.032221794128418,0.2704852819442749,0.2083432376384735
OpenBMI_MI,3,35,2,LOCAL_CONSTRAINED_P,100,0.7840598225593567,0.08744075894355774,0.05119037255644798,6.081150054931641,0.11030101776123047,0.08128973096609116
OpenBMI_MI,3,43,1,CE_ONLY_CONTINUATION,100,0.9931126236915588,0.11089468002319336,0.15725772082805634,10.386575698852539,0.18989503383636475,0.1941155642271042
OpenBMI_MI,3,43,1,LOCAL_CONSTRAINED_P,100,0.20923349261283875,0.022232912480831146,0.03275104984641075,3.7322278022766113,0.06805558502674103,0.06993326544761658
OpenBMI_MI,3,43,2,CE_ONLY_CONTINUATION,100,0.9082755446434021,0.10193031281232834,0.17334385216236115,9.443222999572754,0.17218780517578125,0.1973678022623062
OpenBMI_MI,3,43,2,LOCAL_CONSTRAINED_P,100,0.19945010542869568,0.021187392994761467,0.03754201531410217,3.48575496673584,0.06355804949998856,0.0729600042104721
OpenBMI_MI,3,46,1,CE_ONLY_CONTINUATION,100,1.2909122705459595,0.14520755410194397,0.153784841299057,12.35708236694336,0.2263047993183136,0.1975250393152237
OpenBMI_MI,3,46,1,LOCAL_CONSTRAINED_P,100,0.2565478980541229,0.027102069929242134,0.0306813046336174,4.316739082336426,0.07889285683631897,0.0691312775015831
OpenBMI_MI,3,46,2,CE_ONLY_CONTINUATION,100,1.6339422464370728,0.1848810613155365,0.1335182636976242,14.540349006652832,0.2657894492149353,0.1988244503736496
OpenBMI_MI,3,46,2,LOCAL_CONSTRAINED_P,100,0.3035541772842407,0.03245346620678902,0.025008389726281166,5.0978779792785645,0.09312238544225693,0.06970351934432983
OpenBMI_MI,4,11,1,CE_ONLY_CONTINUATION,100,0.49710869789123535,0.06676271557807922,0.14920631051063538,7.619105339050293,0.13304592669010162,0.18085315823554993
OpenBMI_MI,4,11,1,LOCAL_CONSTRAINED_P,100,0.1267395317554474,0.01670893095433712,0.03742852807044983,3.009521484375,0.052521299570798874,0.07140162587165833
OpenBMI_MI,4,11,2,CE_ONLY_CONTINUATION,100,0.5401099920272827,0.07374683022499084,0.12607069313526154,8.385358810424805,0.14643403887748718,0.18577948212623596
OpenBMI_MI,4,11,2,LOCAL_CONSTRAINED_P,100,0.1241171583533287,0.016202164813876152,0.028518276289105415,3.317720651626587,0.05788294970989227,0.07358154654502869
OpenBMI_MI,4,15,1,CE_ONLY_CONTINUATION,100,0.7433395385742188,0.10452712327241898,0.11982829868793488,9.067743301391602,0.15826565027236938,0.1928965151309967
OpenBMI_MI,4,15,1,LOCAL_CONSTRAINED_P,100,0.14398519694805145,0.01989942044019699,0.023057207465171814,3.527519941329956,0.06110203638672829,0.07508375495672226
OpenBMI_MI,4,15,2,CE_ONLY_CONTINUATION,100,1.0458245277404785,0.14402875304222107,0.17988091707229614,11.462689399719238,0.20141708850860596,0.19984027743339539
OpenBMI_MI,4,15,2,LOCAL_CONSTRAINED_P,100,0.17975133657455444,0.023530885577201843,0.030018243938684464,4.526664733886719,0.07880547642707825,0.07817047834396362
OpenBMI_MI,4,34,1,CE_ONLY_CONTINUATION,100,1.9891914129257202,0.2540360391139984,0.16290393471717834,22.59575843811035,0.38950809836387634,0.20633025467395782
OpenBMI_MI,4,34,1,LOCAL_CONSTRAINED_P,100,0.5971787571907043,0.07410252094268799,0.046308912336826324,8.608341217041016,0.14791260659694672,0.07808087021112442
OpenBMI_MI,4,34,2,CE_ONLY_CONTINUATION,100,1.3221321105957031,0.1722048968076706,0.1472807079553604,15.583491325378418,0.2696077227592468,0.20206084847450256
OpenBMI_MI,4,34,2,LOCAL_CONSTRAINED_P,100,0.34614044427871704,0.04294968768954277,0.03521735966205597,6.323970794677734,0.1086709126830101,0.0819699838757515
OpenBMI_MI,4,38,1,CE_ONLY_CONTINUATION,100,0.7234156131744385,0.09874311089515686,0.1341942846775055,10.533970832824707,0.1829286366701126,0.18572494387626648
OpenBMI_MI,4,38,1,LOCAL_CONSTRAINED_P,100,0.1807485967874527,0.02360580861568451,0.03562271595001221,4.130874156951904,0.07150961458683014,0.0735052078962326
OpenBMI_MI,4,38,2,CE_ONLY_CONTINUATION,100,0.5064033269882202,0.06842165440320969,0.14405275881290436,7.596536159515381,0.13273510336875916,0.18295934796333313
OpenBMI_MI,4,38,2,LOCAL_CONSTRAINED_P,100,0.11136620491743088,0.014602474868297577,0.03238414600491524,3.0441696643829346,0.05321385711431503,0.07337884604930878
OpenBMI_MI,4,48,1,CE_ONLY_CONTINUATION,100,0.8585852980613708,0.11751039326190948,0.15384884178638458,10.455362319946289,0.183512344956398,0.1875489056110382
OpenBMI_MI,4,48,1,LOCAL_CONSTRAINED_P,100,0.16105878353118896,0.020823055878281593,0.029124407097697258,4.116084098815918,0.07176034152507782,0.07390496879816055
OpenBMI_MI,4,48,2,CE_ONLY_CONTINUATION,100,0.9033271074295044,0.12168056517839432,0.21316295862197876,10.67416000366211,0.18757815659046173,0.18845492601394653
OpenBMI_MI,4,48,2,LOCAL_CONSTRAINED_P,100,0.16894620656967163,0.021827979013323784,0.03941353037953377,4.222395420074463,0.0737091526389122,0.07445046305656433
OpenBMI_MI,4,52,1,CE_ONLY_CONTINUATION,100,0.7553814649581909,0.10234010964632034,0.13634826242923737,10.36800765991211,0.1812634915113449,0.18916158378124237
OpenBMI_MI,4,52,1,LOCAL_CONSTRAINED_P,100,0.13884392380714417,0.017959188669919968,0.0255284383893013,4.1050004959106445,0.07135890424251556,0.07476860284805298
OpenBMI_MI,4,52,2,CE_ONLY_CONTINUATION,100,0.783851146697998,0.10770963877439499,0.1708163619041443,9.797333717346191,0.17173141241073608,0.18560199439525604
OpenBMI_MI,4,52,2,LOCAL_CONSTRAINED_P,100,0.12150523066520691,0.015807926654815674,0.026649773120880127,3.8185842037200928,0.06675682961940765,0.07239754498004913
