task,fold,arm,epoch,trials,CE,LP,LC,total_loss,mean_teacher_weight_in_batches,P_drift_standardized_rms,C_drift_standardized_rms,optimizer_steps_cumulative,batch_order_manifest_sha256
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,2,5200,0.19939473810104225,0.0006803763673927348,0.0009050531832214731,0.20098016824859838,0.00842695899021167,0.01703976556658745,0.027629006871810326,164,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,3,5200,0.19666359901428224,0.0007686966922707283,0.0014600440121900577,0.19889234022452282,0.008426959044658221,0.018981097902242953,0.035643925540722335,246,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,4,5200,0.19432798770757823,0.0008854563536050801,0.0019622917408840014,0.19717573564786178,0.00842695910197038,0.02173788267832536,0.041659968403669506,328,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,5,5200,0.1922603969849073,0.0008925685028617199,0.0024381326196285394,0.19559109802429492,0.008426959096239164,0.02223787186237482,0.04651208566931578,410,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,6,5200,0.19106881495851738,0.0009284058739789403,0.002755947125215943,0.19475316944030616,0.008426959093373555,0.023407114090827796,0.04970136365065208,492,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,7,5200,0.1901469103189615,0.0010163755912799388,0.003131828041603932,0.19429511276575234,0.008426959027464574,0.024734068908370457,0.0529863485464683,574,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,8,5200,0.18965880678250238,0.000989801814027417,0.003297032483208638,0.19394564138009,0.008426959034628593,0.02429893309680315,0.0545366365978351,656,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,9,5200,0.1885070190177514,0.0010207991955730204,0.0036745804784676203,0.19320239934783714,0.008426959056120653,0.025198794935758297,0.057606367973180916,738,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,10,5200,0.18802022438782912,0.0009784458358234798,0.003741534289259177,0.19274020424255958,0.008426959114865615,0.02453579400594418,0.05820542893730677,820,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,11,5200,0.18710003554821014,0.001102216945996938,0.004041397521415582,0.19224365083070902,0.008426959018867749,0.026854931035867103,0.06059187929217632,902,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,12,5200,0.18678278143589314,0.0010382613948044868,0.004193629488492241,0.1920146719767497,0.008426959056120653,0.025766322830548652,0.06172043886322241,984,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,13,5200,0.18634470692047705,0.0010954060349971629,0.0044272261041288195,0.19186734011540046,0.0084269590733143,0.026568727556329507,0.06344645977020263,1066,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,14,5200,0.18577889910111062,0.0010158942141928352,0.00450725683512596,0.19130205071889436,0.008426959113432811,0.02595226862682746,0.06406834629865793,1148,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,15,5200,0.18576123003776257,0.0010733911366416857,0.004771409685222002,0.19160603101436907,0.008426958995942885,0.02671475749176282,0.06598290154567131,1230,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,16,5200,0.18506185646240528,0.0011012389892354035,0.004861017309415799,0.1910241123346182,0.008426959044658221,0.02672621569954432,0.06653657890283145,1312,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,17,5200,0.1847368843280352,0.0011407100785380373,0.0050827729630355655,0.1909603673678178,0.008426959027464574,0.027529581928482424,0.06816511537020023,1394,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,18,5200,0.184481625190148,0.0011136907210143713,0.005141111639543222,0.19073642808657426,0.008426959110567202,0.027322905653944383,0.06853043913841247,1476,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,19,5200,0.184129989697383,0.0011237530338649565,0.005211636325201163,0.1904653803201822,0.008426959093373555,0.02766152980235907,0.06901669882811033,1558,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,20,5200,0.18419805201200337,0.0011162288467256496,0.005376929410088521,0.19069120957301214,0.008426959067583084,0.02769843611579675,0.07013213593226213,1640,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,3,CE_ONLY_CONTINUATION,1,5200,0.2254768312894381,0.0,0.0,0.2254768312894381,0.006493107713758946,0.01543505474187065,0.01826017378702003,82,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,2,5200,0.22025648055168298,0.0,0.0,0.22025648055168298,0.0064931077223557695,0.03262227876828267,0.041305288603672614,164,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,3,5200,0.2172428085253789,0.0,0.0,0.2172428085253789,0.006493107719490162,0.04605990806451211,0.059158467994286465,246,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,4,5200,0.21561601739663344,0.0,0.0,0.21561601739663344,0.006493107736683809,0.054148553288899934,0.07184948464998832,328,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,5,5200,0.21374006253022415,0.0,0.0,0.21374006253022415,0.0064931077438478285,0.06191551368970137,0.0839376571545234,410,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,6,5200,0.21140371675674732,0.0,0.0,0.21140371675674732,0.006493107728086985,0.0660294583095954,0.09304451474776634,492,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,7,5200,0.20995066927029538,0.0,0.0,0.20995066927029538,0.006493107738116613,0.07469453554887039,0.1023493933219176,574,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,8,5200,0.20902278404969435,0.0,0.0,0.20902278404969435,0.006493107728086985,0.07704048945353581,0.11032991209855446,656,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,9,5200,0.20762096097836127,0.0,0.0,0.20762096097836127,0.006493107696565298,0.08099996131200057,0.11714527001747718,738,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,10,5200,0.20633536338806152,0.0,0.0,0.20633536338806152,0.0064931077811007315,0.08571476775866288,0.12534422801091122,820,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,11,5200,0.20555312298811398,0.0,0.0,0.20555312298811398,0.00649310770086371,0.08909072463329022,0.13258496559583224,902,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,12,5200,0.20437712302574745,0.0,0.0,0.20437712302574745,0.006493107758175868,0.09121822187533746,0.13975382662736452,984,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,13,5200,0.20319104763177726,0.0,0.0,0.20319104763177726,0.0064931077065949255,0.09646908989319435,0.14656964155343863,1066,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,14,5200,0.20208153188228606,0.0,0.0,0.20208153188228606,0.006493107726654181,0.10041710674762726,0.15346634452159588,1148,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,15,5200,0.2018453351350931,0.0,0.0,0.2018453351350931,0.006493107719490162,0.10535426401174985,0.15984893312821022,1230,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,16,5200,0.20091398679293118,0.0,0.0,0.20091398679293118,0.006493107739549417,0.1061724533026035,0.1654297896531912,1312,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,17,5200,0.19972246509331923,0.0,0.0,0.19972246509331923,0.006493107733818201,0.10933232596287361,0.17114873950298015,1394,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,18,5200,0.19887605951382564,0.0,0.0,0.19887605951382564,0.006493107728086985,0.11231572472132169,0.1770544920059351,1476,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,19,5200,0.19813503320400533,0.0,0.0,0.19813503320400533,0.006493107751011849,0.11523337460481203,0.1828739681152197,1558,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,CE_ONLY_CONTINUATION,20,5200,0.1969702462049631,0.0,0.0,0.1969702462049631,0.006493107739549417,0.11882211029529571,0.18807311003024763,1640,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,1,5200,0.22571862624241756,0.0007576105589620196,0.00032711434051567207,0.22680335228259746,0.006493107713758946,0.01111562607788327,0.015778563797202702,82,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,2,5200,0.22148868331542382,0.0009477590063873392,0.0009584923572121904,0.22339493474135033,0.0064931077223557695,0.01657424669999343,0.028734342444401522,164,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,3,5200,0.2192941675736354,0.0010140300474057978,0.0014652575391273085,0.22177345541807322,0.006493107719490162,0.01858527692464682,0.0360343260375353,246,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,4,5200,0.21840208603785588,0.001080657893863435,0.0018447299090285714,0.22132747503427358,0.006493107736683809,0.01973525145306037,0.04067258197527665,328,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,5,5200,0.21720023480745462,0.0010994704022931937,0.002211549931850571,0.22051125379709097,0.0064931077438478285,0.020641361629733672,0.044651072483796336,410,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,6,5200,0.2155441060433021,0.0010668119365492693,0.0024119827502335493,0.21902290142499484,0.006493107728086985,0.019996402699213763,0.0467325454377211,492,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,7,5200,0.21473439913529616,0.0010576352287227145,0.0026824447670235085,0.21847447872161865,0.006493107738116613,0.02031864328453174,0.049442200729480155,574,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,8,5200,0.21427498954993027,0.0011409202735656156,0.0029560132424991865,0.21837192471210773,0.006493107728086985,0.02197636265021104,0.05187332674860954,656,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,9,5200,0.21361096437160784,0.0011522192230376486,0.0030410772612175117,0.21780426172109751,0.006493107696565298,0.021721581472800327,0.052774174064397814,738,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,10,5200,0.21277741436774913,0.0011546452407940075,0.0033804324570183572,0.2173124916278399,0.0064931077811007315,0.022513400591336764,0.05574060289905621,820,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,11,5200,0.21241293865900773,0.0011593362920057889,0.003542352305868497,0.21711462667355172,0.00649310770086371,0.02262066193498098,0.05710309808070843,902,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,12,5200,0.21168770611286164,0.001244319484819873,0.003802258878803024,0.21673428448346946,0.006493107758175868,0.023750725589119472,0.059054242074489595,984,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,13,5200,0.21115898774220393,0.0012135707047911217,0.003936709657024879,0.21630926801608158,0.0064931077065949255,0.023495866507291793,0.060221398083063274,1066,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,14,5200,0.21056518164964821,0.001249921916034789,0.00411292298625295,0.21592802561246432,0.006493107726654181,0.02406617744037738,0.06162076842326384,1148,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,15,5200,0.21083572341845586,0.0012841748270707636,0.004312629616604401,0.2164325264784006,0.006493107719490162,0.0249226264999463,0.06312975220955336,1230,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,16,5200,0.21051362844613883,0.00128911694440131,0.0044280428525346974,0.2162307875431501,0.006493107739549417,0.024585590053063173,0.06392339110374451,1312,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,17,5200,0.20988414232547467,0.0012199286901606963,0.004473645221441985,0.21557771508510296,0.006493107733818201,0.023974563645628784,0.0643949647133167,1394,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,18,5200,0.20954562035890725,0.0012681784111863146,0.0046450765330631,0.21545887525265034,0.006493107728086985,0.024842012226581573,0.06558202179578634,1476,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,19,5200,0.20923386216163636,0.0013137973877243125,0.0047792445925565865,0.21532690424185533,0.006493107751011849,0.025430925723451833,0.06649821324990346,1558,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,3,LOCAL_CONSTRAINED_P,20,5200,0.20875160923370947,0.0013141653738701,0.004834823831915855,0.21490059815920315,0.006493107739549417,0.02574005784323582,0.06693737089633942,1640,fc89b55e76092b22aad071ab382693e5cc2c1a63ca43bedca82748583de3a83b
OpenBMI_MI,4,CE_ONLY_CONTINUATION,1,5200,0.23337614627984854,0.0,0.0,0.23337614627984854,0.0057446246379270005,0.023420852783912007,0.02026898352842365,82,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,2,5200,0.2257807814157926,0.0,0.0,0.2257807814157926,0.005744624636494196,0.03714455519731228,0.04433535047448598,164,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,3,5200,0.22211096525192262,0.0,0.0,0.22211096525192262,0.00574462463076298,0.04873938060723818,0.061107107790616844,246,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,4,5200,0.21938806841006644,0.0,0.0,0.21938806841006644,0.005744624616434941,0.05784395633981778,0.07616334756979576,328,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,5,5200,0.21688200657184306,0.0,0.0,0.21688200657184306,0.005744624629330177,0.06457710289038145,0.08626309183927683,410,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,6,5200,0.21506347821309016,0.0,0.0,0.21506347821309016,0.005744624653687844,0.07089823204737443,0.09568200702850635,492,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,7,5200,0.2134255300118373,0.0,0.0,0.2134255300118373,0.005744624719596826,0.07786765715250601,0.10438362474624928,574,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,8,5200,0.21295681898410504,0.0,0.0,0.21295681898410504,0.005744624567719606,0.08554110125853465,0.11462542107472053,656,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,9,5200,0.21112344787671017,0.0,0.0,0.21112344787671017,0.005744624604972509,0.08874292836739467,0.12138493719009252,738,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,10,5200,0.21008970288129952,0.0,0.0,0.21008970288129952,0.005744624643658216,0.09177382941429432,0.12684874176979066,820,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,11,5200,0.2089370618416713,0.0,0.0,0.2089370618416713,0.005744624617867745,0.096824560211255,0.13490581049368933,902,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,12,5200,0.2080793261528015,0.0,0.0,0.2080793261528015,0.005744624606405313,0.09893208826963718,0.1403225393478687,984,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,13,5200,0.20693839096106015,0.0,0.0,0.20693839096106015,0.005744624607838117,0.10114274380298761,0.14685726715968206,1066,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,14,5200,0.20611675886007455,0.0,0.0,0.20611675886007455,0.005744624647956628,0.10371501526007286,0.15199698448181154,1148,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,15,5200,0.2055291551351547,0.0,0.0,0.2055291551351547,0.005744624612136529,0.10521924165578989,0.15797482206271246,1230,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,16,5200,0.20461519310107598,0.0,0.0,0.20461519310107598,0.005744624599241293,0.10770983471320225,0.162487130852846,1312,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,17,5200,0.20393709283608658,0.0,0.0,0.20393709283608658,0.005744624540496331,0.11012992643393003,0.1691714979135073,1394,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,18,5200,0.2033602433021252,0.0,0.0,0.2033602433021252,0.005744624678761913,0.11426356370632465,0.17474684119224548,1476,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,19,5200,0.20213564560963557,0.0,0.0,0.20213564560963557,0.005744624653687844,0.11641656774740952,0.179844994361584,1558,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,CE_ONLY_CONTINUATION,20,5200,0.20159599019930913,0.0,0.0,0.20159599019930913,0.005744624606405313,0.11744884807329911,0.1851796303804104,1640,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,1,5200,0.2336828567431523,0.000857340277154715,0.0004375856595120884,0.2349777812224168,0.0057446246379270005,0.015038158088480556,0.01827243153275652,82,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,2,5200,0.22709468447245085,0.0009469325666745695,0.0013070958953064222,0.2293487144433535,0.005744624636494196,0.016623772646372135,0.03320311728578348,164,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,3,5200,0.22456412819715646,0.0009254992389693284,0.001869982757533972,0.22735960951218237,0.00574462463076298,0.017782188057899474,0.03994037926197052,246,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,4,5200,0.22243725982996135,0.0010359390855480273,0.002498332823698337,0.22597153030909026,0.005744624616434941,0.019903812660620763,0.04642568189364213,328,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,5,5200,0.22069191061533414,0.0010515077601974973,0.0028124857507646085,0.22455590468186598,0.005744624629330177,0.02036864799948839,0.04936750228588398,410,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,6,5200,0.21955060083132524,0.0010412890725554182,0.0030866261757910253,0.22367851642461922,0.005744624653687844,0.02021816160816413,0.05188375840966518,492,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,7,5200,0.21854165049699636,0.0010266015506707705,0.003418528883932875,0.22298677985484783,0.005744624719596826,0.021065166970858206,0.05469840343181904,574,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,8,5200,0.21818694412708284,0.0011926939010691757,0.0038649575440929487,0.2232445951150014,0.005744624567719606,0.02276457024881473,0.05816738887475087,656,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,9,5200,0.21728156942587631,0.0010784051438363698,0.003968116711968413,0.22232809153886943,0.005744624604972509,0.02174492217027224,0.05913021300847714,738,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,10,5200,0.2168324728195484,0.001062889089449667,0.004136630849769482,0.22203199322407063,0.005744624643658216,0.021814727422136526,0.06043932107778696,820,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,11,5200,0.21601255435210007,0.0011056201052493774,0.004492132722471769,0.2216103067764869,0.005744624617867745,0.021869572177529335,0.06292477149229783,902,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,12,5200,0.21569424959329458,0.0010659484693314881,0.004573466875232183,0.22133366639797505,0.005744624606405313,0.022022846249433663,0.06366921252929247,984,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,13,5200,0.21501057725686293,0.0011685474750657494,0.004812261172785209,0.22099138539571028,0.005744624607838117,0.022943443724742302,0.06540557458996772,1066,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,14,5200,0.21486024668583503,0.0011220386660156343,0.004837495505523223,0.2208197806431697,0.005744624647956628,0.022476636033791762,0.06563166201114655,1148,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,15,5200,0.21468537064699025,0.0011093146373661092,0.005067016992431421,0.22086170201118177,0.005744624612136529,0.022872441880978072,0.0671151727437973,1230,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,16,5200,0.2144193330177894,0.0011039701945936451,0.00514121586886736,0.2206645177419369,0.005744624599241293,0.022201726608551464,0.06772868816669171,1312,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,17,5200,0.2138655698299408,0.0012223060774760178,0.005357397035337412,0.22044527356441204,0.005744624540496331,0.023975552091231714,0.06915580928325653,1394,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,18,5200,0.21384177015377925,0.001216976296586486,0.005592871437279078,0.2206516182422638,0.005744624678761913,0.023988793578285438,0.07068724045386682,1476,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,19,5200,0.2130405500301948,0.0011511643546131942,0.005646767869878274,0.2198384842505822,0.005744624653687844,0.023027691611876854,0.07107606690663558,1558,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
OpenBMI_MI,4,LOCAL_CONSTRAINED_P,20,5200,0.2130228488261883,0.001180346434434446,0.00581238826450247,0.22001558244228364,0.005744624606405313,0.02333182650116774,0.07215187187378223,1640,729d5d199a3e77fa07785bfbab196d5a3343781925d2eb198dd57f5733aaec53
