regime,task,fold,selected_epoch,epoch0_inner_val_BA,selected_inner_val_BA,selected_delta_BA,selected_delta_BA_pp,status,early_stop_epoch,patience,selected_checkpoint,selected_eligible
XRA_G1_ADAPTER_SCALE,OpenBMI_SSVEP,0,0,0.9566666666666667,0.9566666666666667,0.0,0.0,zero,5,5,/root/rivermind-data/xinit_residual_adapter_seed0_single_inner_runtime/stage_a/xra_g1_adapter_scale/openbmi_ssvep/fold0/split0/best.pt,True
XRA_G1_ADAPTER_SCALE,OpenBMI_SSVEP,1,0,0.9166666666666666,0.9166666666666666,0.0,0.0,zero,5,5,/root/rivermind-data/xinit_residual_adapter_seed0_single_inner_runtime/stage_a/xra_g1_adapter_scale/openbmi_ssvep/fold1/split0/best.pt,True
XRA_G1_ADAPTER_SCALE,OpenBMI_SSVEP,2,0,0.9033333333333333,0.9033333333333333,0.0,0.0,zero,5,5,/root/rivermind-data/xinit_residual_adapter_seed0_single_inner_runtime/stage_a/xra_g1_adapter_scale/openbmi_ssvep/fold2/split0/best.pt,True
XRA_G1_ADAPTER_SCALE,OpenBMI_SSVEP,3,10,0.9,0.9049999999999999,0.004999999999999893,0.49999999999998934,positive,15,5,/root/rivermind-data/xinit_residual_adapter_seed0_single_inner_runtime/stage_a/xra_g1_adapter_scale/openbmi_ssvep/fold3/split0/best.pt,True
XRA_G1_ADAPTER_SCALE,OpenBMI_SSVEP,4,0,0.9266666666666667,0.9266666666666667,0.0,0.0,zero,5,5,/root/rivermind-data/xinit_residual_adapter_seed0_single_inner_runtime/stage_a/xra_g1_adapter_scale/openbmi_ssvep/fold4/split0/best.pt,True
XRA_G1_ADAPTER_SCALE,WBCIC_MI,0,0,0.708554292929293,0.708554292929293,0.0,0.0,zero,5,5,/root/rivermind-data/xinit_residual_adapter_seed0_single_inner_runtime/stage_a/xra_g1_adapter_scale/wbcic_mi/fold0/split0/best.pt,True
XRA_G1_ADAPTER_SCALE,WBCIC_MI,1,3,0.8946906565656565,0.8956906565656565,0.0010000000000000009,0.10000000000000009,positive,8,5,/root/rivermind-data/xinit_residual_adapter_seed0_single_inner_runtime/stage_a/xra_g1_adapter_scale/wbcic_mi/fold1/split0/best.pt,True
XRA_G1_ADAPTER_SCALE,WBCIC_MI,2,2,0.877,0.8779999999999999,0.0009999999999998899,0.09999999999998899,positive,7,5,/root/rivermind-data/xinit_residual_adapter_seed0_single_inner_runtime/stage_a/xra_g1_adapter_scale/wbcic_mi/fold2/split0/best.pt,True
XRA_G1_ADAPTER_SCALE,WBCIC_MI,3,0,0.745,0.745,0.0,0.0,zero,5,5,/root/rivermind-data/xinit_residual_adapter_seed0_single_inner_runtime/stage_a/xra_g1_adapter_scale/wbcic_mi/fold3/split0/best.pt,True
XRA_G1_ADAPTER_SCALE,WBCIC_MI,4,4,0.765,0.766,0.0010000000000000009,0.10000000000000009,positive,9,5,/root/rivermind-data/xinit_residual_adapter_seed0_single_inner_runtime/stage_a/xra_g1_adapter_scale/wbcic_mi/fold4/split0/best.pt,True
