fold,seed,inner_fold,config,hard_clean_ba,base_clean_ba,cf0_clean_ba,hard_natural_delta_vs_base,hard_natural_delta_vs_cf0,hard_robust_ba,base_robust_ba,cf0_robust_ba,hard_robust_delta_vs_base,hard_robust_delta_vs_cf0,hard_clean_delta_vs_duplicate,hard_clean_delta_vs_full,hard_clean_delta_vs_random,hard_robust_delta_vs_duplicate,hard_robust_delta_vs_full,hard_robust_delta_vs_random
1,0,3,cf0_a100_p050_l10_c01,0.8442857142857143,0.8428571428571429,0.8428571428571429,0.0014285714285714457,0.0014285714285714457,0.8423214285714286,0.8385119047619046,0.8389285714285716,0.003809523809523929,0.0033928571428569754,0.0014285714285714457,0.0007142857142856673,0.0014285714285714457,0.003809523809523929,0.0033333333333334103,0.003630952380952457
1,0,4,cf0_a100_p050_l10_c01,0.8441666666666667,0.8458333333333333,0.8458333333333333,-0.0016666666666665941,-0.0016666666666665941,0.8454166666666668,0.8440277777777778,0.8441666666666666,0.001388888888888995,0.0012500000000001954,-0.0016666666666665941,-0.0008333333333332416,-0.0016666666666665941,0.001388888888888995,0.002083333333333437,0.0011805555555558511
1,1,0,cf0_a100_p050_l10_c01,0.8028571428571429,0.8,0.8021428571428572,0.0028571428571428914,0.0007142857142857784,0.8023214285714285,0.798809523809524,0.7999404761904761,0.0035119047619045496,0.0023809523809523725,0.0028571428571428914,0.0035714285714286698,0.0035714285714285587,0.0035119047619045496,0.004404761904761911,0.0035714285714284477
1,1,1,cf0_a100_p050_l10_c01,0.8457142857142856,0.8400000000000001,0.8421428571428571,0.005714285714285561,0.0035714285714285587,0.8436904761904763,0.8391666666666667,0.8393452380952381,0.0045238095238095966,0.004345238095238235,0.005714285714285561,0.005714285714285672,0.005714285714285561,0.004285714285714448,0.004285714285714337,0.004166666666666874
1,1,2,cf0_a100_p050_l10_c01,0.8,0.7971428571428572,0.7978571428571428,0.0028571428571428914,0.002142857142857224,0.8000000000000002,0.7976190476190476,0.7982738095238094,0.0023809523809525945,0.0017261904761907143,0.0028571428571428914,-0.0007142857142856673,0.0028571428571428914,0.0023809523809525945,0.002142857142857446,0.002083333333333548
1,1,3,cf0_a100_p050_l10_c01,0.8121428571428572,0.812142857142857,0.812142857142857,1.1102230246251565e-16,1.1102230246251565e-16,0.8121428571428573,0.8137500000000001,0.8135714285714286,-0.001607142857142807,-0.0014285714285713347,-0.0007142857142856673,-0.0014285714285714457,-0.0007142857142856673,-0.00154761904761902,-0.0012500000000000844,-0.0017857142857141683
1,1,4,cf0_a100_p050_l10_c01,0.8391666666666666,0.8408333333333333,0.8416666666666667,-0.0016666666666667052,-0.0025000000000000577,0.8392361111111112,0.8402777777777778,0.8404166666666667,-0.0010416666666666075,-0.001180555555555518,-0.0016666666666667052,-0.0016666666666667052,-0.0016666666666667052,-0.0010416666666666075,-0.0011111111111110628,-0.0009027777777775858
2,0,0,cf0_a050_p025_l05_c01,0.7964285714285715,0.7978571428571428,0.7978571428571428,-0.0014285714285713347,-0.0014285714285713347,0.7957738095238094,0.7963690476190477,0.7963095238095238,-0.0005952380952383152,-0.000535714285714417,-0.0014285714285713347,-0.0007142857142856673,-0.0014285714285713347,-0.0005952380952382041,-0.0003571428571430557,-0.0005952380952383152
2,0,1,cf0_a050_p025_l05_c01,0.7892857142857144,0.7892857142857144,0.7885714285714286,0.0,0.0007142857142857784,0.7936309523809525,0.7937500000000001,0.7937500000000001,-0.00011904761904757422,-0.00011904761904757422,0.0,-0.0007142857142856673,0.0007142857142857784,-0.00011904761904757422,-0.000535714285714306,-0.00017857142857136132
2,0,2,cf0_a050_p025_l05_c01,0.7957142857142857,0.7971428571428572,0.7971428571428572,-0.0014285714285714457,-0.0014285714285714457,0.7950595238095239,0.7939880952380952,0.7941666666666666,0.001071428571428723,0.0008928571428573617,-0.0014285714285714457,-0.0014285714285714457,-0.0014285714285714457,0.001071428571428723,0.001071428571428612,0.0008928571428573617
2,0,3,cf0_a050_p025_l05_c01,0.8657142857142857,0.8642857142857143,0.8642857142857143,0.0014285714285713347,0.0014285714285713347,0.857857142857143,0.8576785714285715,0.8575595238095239,0.00017857142857147235,0.00029761904761904656,0.0014285714285713347,0.0007142857142856673,0.0014285714285713347,0.00023809523809537048,5.952380952389813e-05,0.00023809523809514843
2,0,4,cf0_a050_p025_l05_c01,0.7816666666666667,0.7808333333333334,0.7808333333333334,0.0008333333333333526,0.0008333333333333526,0.7819444444444446,0.7819444444444444,0.7819444444444444,1.1102230246251565e-16,1.1102230246251565e-16,0.0008333333333333526,0.0016666666666667052,0.0008333333333333526,-0.00013888888888879958,6.944444444456632e-05,-0.00020833333333325488
2,1,0,cf0_a100_p050_l10_c01,0.8192857142857143,0.825,0.8257142857142856,-0.005714285714285672,-0.006428571428571339,0.8205357142857143,0.8235119047619047,0.8238095238095237,-0.0029761904761904656,-0.003273809523809401,-0.005714285714285672,-0.006428571428571339,-0.0071428571428571175,-0.0028571428571428914,-0.002142857142857224,-0.002619047619047743
2,1,1,cf0_a100_p050_l10_c01,0.8921428571428571,0.8978571428571429,0.8971428571428572,-0.005714285714285783,-0.0050000000000001155,0.8892261904761906,0.8902976190476192,0.8915476190476191,-0.001071428571428612,-0.0023214285714285854,-0.00642857142857145,-0.005714285714285783,-0.004285714285714337,-0.0013095238095237605,-0.0014880952380951218,-0.0024404761904761596
2,1,2,cf0_a100_p050_l10_c01,0.8178571428571428,0.8078571428571428,0.8085714285714285,0.010000000000000009,0.009285714285714342,0.8126785714285715,0.8043452380952382,0.8061904761904762,0.008333333333333304,0.006488095238095237,0.010000000000000009,0.012142857142857122,0.010000000000000009,0.008333333333333304,0.009583333333333277,0.007023809523809765
2,1,3,cf0_a100_p050_l10_c01,0.8028571428571429,0.8164285714285715,0.8157142857142857,-0.013571428571428568,-0.01285714285714279,0.8030952380952381,0.8139285714285714,0.8147619047619048,-0.010833333333333361,-0.011666666666666714,-0.013571428571428568,-0.014285714285714235,-0.012142857142857011,-0.010773809523809352,-0.01440476190476192,-0.010952380952380825
2,1,4,cf0_a100_p050_l10_c01,0.8258333333333333,0.8241666666666667,0.8275,0.0016666666666665941,-0.0016666666666667052,0.8256944444444443,0.8250000000000001,0.825138888888889,0.0006944444444442199,0.0005555555555553093,0.0016666666666665941,0.0,0.0008333333333333526,0.0006944444444442199,0.004166666666666541,0.00013888888888879958
