fold,seed,protected_block_id,dose,group_id,subject_id,harm,baseline_BA,post_BA,identity_drop
2,0,6,HIGH,N,17,0.0,0.5700000000000001,0.5700000000000001,0.0
2,0,6,HIGH,N,25,0.0,0.97,0.97,0.0
2,0,6,HIGH,N,30,0.0,0.65,0.65,0.0
2,0,6,HIGH,N,49,0.0,0.7,0.7,0.0
2,0,6,HIGH,P,5,0.01,0.77,0.76,0.0899999999999999
2,0,6,HIGH,P,6,0.0799999999999999,0.84,0.76,-0.0349999999999999
2,0,6,HIGH,P,9,-0.07,0.75,0.8200000000000001,0.0049999999999998
2,0,6,HIGH,P,14,0.01,0.58,0.57,0.015
2,0,6,HIGH,P,16,0.07,0.79,0.72,-0.0349999999999999
2,0,6,HIGH,P,17,0.05,0.5700000000000001,0.52,0.01
2,0,6,HIGH,P,25,0.0899999999999999,0.97,0.88,-0.01
2,0,6,HIGH,P,30,0.05,0.65,0.6,0.0249999999999999
2,0,6,HIGH,P,49,0.0399999999999999,0.7,0.66,-0.0099999999999998
2,0,6,LOW,N,5,0.0,0.77,0.77,0.0
2,0,6,LOW,N,6,0.0,0.84,0.84,0.0
2,0,6,LOW,N,9,0.0,0.75,0.75,0.0
2,0,6,LOW,N,14,0.0,0.58,0.58,0.0
2,0,6,LOW,N,16,0.0,0.79,0.79,0.0
2,0,6,LOW,N,17,0.0,0.5700000000000001,0.5700000000000001,0.0
2,0,6,LOW,N,25,0.0,0.97,0.97,0.0
2,0,6,LOW,N,30,0.0,0.65,0.65,0.0
2,0,6,LOW,N,49,0.0,0.7,0.7,0.0
2,0,6,LOW,P,5,0.0,0.77,0.77,0.0
2,0,6,LOW,P,6,0.0,0.84,0.84,0.0
2,0,6,LOW,P,9,0.0,0.75,0.75,0.0
2,0,6,LOW,P,14,0.0,0.58,0.58,0.0
2,0,6,LOW,P,16,0.0,0.79,0.79,0.0
2,0,6,LOW,P,17,0.0,0.5700000000000001,0.5700000000000001,0.0
2,0,6,LOW,P,25,0.0,0.97,0.97,0.0
2,0,6,LOW,P,30,0.0,0.65,0.65,0.0
2,0,6,LOW,P,49,0.0,0.7,0.7,0.0
2,0,6,MEDIUM,N,5,0.0,0.77,0.77,0.0
2,0,6,MEDIUM,N,6,0.0,0.84,0.84,0.0
2,0,6,MEDIUM,N,9,0.0,0.75,0.75,0.0
2,0,6,MEDIUM,N,14,0.0,0.58,0.58,0.0
2,0,6,MEDIUM,N,16,0.0,0.79,0.79,0.0
2,0,6,MEDIUM,N,17,0.0,0.5700000000000001,0.5700000000000001,0.0
2,0,6,MEDIUM,N,25,0.0,0.97,0.97,0.0
2,0,6,MEDIUM,N,30,0.0,0.65,0.65,0.0
2,0,6,MEDIUM,N,49,0.0,0.7,0.7,0.0
2,0,6,MEDIUM,P,5,0.0,0.77,0.77,0.0
2,0,6,MEDIUM,P,6,0.0,0.84,0.84,0.0
2,0,6,MEDIUM,P,9,0.0,0.75,0.75,0.0
2,0,6,MEDIUM,P,14,0.0,0.58,0.58,0.0
2,0,6,MEDIUM,P,16,0.0,0.79,0.79,0.0
2,0,6,MEDIUM,P,17,0.0,0.5700000000000001,0.5700000000000001,0.0
2,0,6,MEDIUM,P,25,0.0,0.97,0.97,0.0
2,0,6,MEDIUM,P,30,0.0,0.65,0.65,0.0
2,0,6,MEDIUM,P,49,0.0,0.7,0.7,0.0
2,1,5,HIGH,N,5,0.0,0.68,0.68,0.0
2,1,5,HIGH,N,6,0.0,0.8500000000000001,0.8500000000000001,0.0
2,1,5,HIGH,N,9,0.0,0.79,0.79,0.0
2,1,5,HIGH,N,14,0.0,0.6499999999999999,0.6499999999999999,0.0
2,1,5,HIGH,N,16,0.0,0.8,0.8,0.0
2,1,5,HIGH,N,17,0.0,0.5599999999999999,0.5599999999999999,0.0
2,1,5,HIGH,N,25,0.0,0.91,0.91,0.0
2,1,5,HIGH,N,30,0.0,0.84,0.84,0.0
2,1,5,HIGH,N,49,0.0,0.67,0.67,0.0
2,1,5,HIGH,P,5,-0.05,0.6799999999999999,0.73,0.0649999999999999
2,1,5,HIGH,P,6,0.04,0.8500000000000001,0.81,-0.0049999999999998
2,1,5,HIGH,P,9,-0.01,0.79,0.8,0.01
2,1,5,HIGH,P,14,0.0299999999999999,0.6499999999999999,0.62,-0.06
2,1,5,HIGH,P,16,0.08,0.8,0.72,0.0999999999999999
2,1,5,HIGH,P,17,0.0399999999999999,0.5599999999999999,0.52,-0.1599999999999999
2,1,5,HIGH,P,25,0.0,0.91,0.91,0.095
2,1,5,HIGH,P,30,0.0899999999999999,0.84,0.75,0.01
2,1,5,HIGH,P,49,-0.0499999999999999,0.67,0.72,0.0899999999999998
2,1,5,LOW,N,5,0.0,0.68,0.68,0.0
2,1,5,LOW,N,6,0.0,0.8500000000000001,0.8500000000000001,0.0
2,1,5,LOW,N,9,0.0,0.79,0.79,0.0
2,1,5,LOW,N,14,0.0,0.6499999999999999,0.6499999999999999,0.0
2,1,5,LOW,N,16,0.0,0.8,0.8,0.0
2,1,5,LOW,N,17,0.0,0.5599999999999999,0.5599999999999999,0.0
2,1,5,LOW,N,25,0.0,0.91,0.91,0.0
2,1,5,LOW,N,30,0.0,0.84,0.84,0.0
2,1,5,LOW,N,49,0.0,0.67,0.67,0.0
2,1,5,LOW,P,5,0.0,0.6799999999999999,0.6799999999999999,0.0
2,1,5,LOW,P,6,0.0,0.8500000000000001,0.8500000000000001,0.0
2,1,5,LOW,P,9,0.0,0.79,0.79,0.0
2,1,5,LOW,P,14,0.0,0.6499999999999999,0.6499999999999999,0.0
2,1,5,LOW,P,16,0.0,0.8,0.8,0.0
2,1,5,LOW,P,17,0.0,0.5599999999999999,0.5599999999999999,0.0
2,1,5,LOW,P,25,0.0,0.91,0.91,0.0
2,1,5,LOW,P,30,0.0,0.84,0.84,0.0
2,1,5,LOW,P,49,0.0,0.67,0.67,0.0
2,1,5,MEDIUM,N,5,0.0,0.68,0.68,0.0
2,1,5,MEDIUM,N,6,0.0,0.8500000000000001,0.8500000000000001,0.0
2,1,5,MEDIUM,N,9,0.0,0.79,0.79,0.0
2,1,5,MEDIUM,N,14,0.0,0.6499999999999999,0.6499999999999999,0.0
2,1,5,MEDIUM,N,16,0.0,0.8,0.8,0.0
2,1,5,MEDIUM,N,17,0.0,0.5599999999999999,0.5599999999999999,0.0
2,1,5,MEDIUM,N,25,0.0,0.91,0.91,0.0
2,1,5,MEDIUM,N,30,0.0,0.84,0.84,0.0
2,1,5,MEDIUM,N,49,0.0,0.67,0.67,0.0
2,1,5,MEDIUM,P,5,0.0,0.6799999999999999,0.6799999999999999,0.0
2,1,5,MEDIUM,P,6,0.0,0.8500000000000001,0.8500000000000001,0.0
2,1,5,MEDIUM,P,9,0.0,0.79,0.79,0.0
2,1,5,MEDIUM,P,14,0.0,0.6499999999999999,0.6499999999999999,0.0
2,1,5,MEDIUM,P,16,0.0,0.8,0.8,0.0
2,1,5,MEDIUM,P,17,0.0,0.5599999999999999,0.5599999999999999,0.0
2,1,5,MEDIUM,P,25,0.0,0.91,0.91,0.0
2,1,5,MEDIUM,P,30,0.0,0.84,0.84,0.0
2,1,5,MEDIUM,P,49,0.0,0.67,0.67,0.0
2,1,6,HIGH,N,5,0.0,0.68,0.68,0.0
2,1,6,HIGH,N,6,0.0,0.8500000000000001,0.8500000000000001,0.0
2,1,6,HIGH,N,9,0.0,0.79,0.79,0.0
2,1,6,HIGH,N,14,0.0,0.6499999999999999,0.6499999999999999,0.0
2,1,6,HIGH,N,16,0.0,0.8,0.8,0.0
2,1,6,HIGH,N,17,0.0,0.5599999999999999,0.5599999999999999,0.0
2,1,6,HIGH,N,25,0.0,0.91,0.91,0.0
2,1,6,HIGH,N,30,0.0,0.84,0.84,0.0
2,1,6,HIGH,N,49,0.0,0.67,0.67,0.0
2,1,6,HIGH,P,5,0.1099999999999998,0.6799999999999999,0.5700000000000001,0.0049999999999998
2,1,6,HIGH,P,6,0.09,0.8500000000000001,0.76,0.06
2,1,6,HIGH,P,9,0.03,0.79,0.76,0.025
2,1,6,HIGH,P,14,-0.03,0.6499999999999999,0.6799999999999999,0.175
2,1,6,HIGH,P,16,0.03,0.8,0.77,0.0199999999999999
2,1,6,HIGH,P,17,-0.1100000000000001,0.5599999999999999,0.67,0.215
2,1,6,HIGH,P,25,-0.05,0.91,0.96,0.07
2,1,6,HIGH,P,30,0.2299999999999999,0.84,0.61,0.0150000000000001
2,1,6,HIGH,P,49,0.08,0.67,0.59,-0.0150000000000001
2,1,6,LOW,N,5,0.0,0.68,0.68,0.0
2,1,6,LOW,N,6,0.0,0.8500000000000001,0.8500000000000001,0.0
2,1,6,LOW,N,9,0.0,0.79,0.79,0.0
2,1,6,LOW,N,14,0.0,0.6499999999999999,0.6499999999999999,0.0
2,1,6,LOW,N,16,0.0,0.8,0.8,0.0
2,1,6,LOW,N,17,0.0,0.5599999999999999,0.5599999999999999,0.0
2,1,6,LOW,N,25,0.0,0.91,0.91,0.0
2,1,6,LOW,N,30,0.0,0.84,0.84,0.0
2,1,6,LOW,N,49,0.0,0.67,0.67,0.0
2,1,6,LOW,P,5,0.0,0.6799999999999999,0.6799999999999999,0.0
2,1,6,LOW,P,6,0.0,0.8500000000000001,0.8500000000000001,0.0
2,1,6,LOW,P,9,0.0,0.79,0.79,0.0
2,1,6,LOW,P,14,0.0,0.6499999999999999,0.6499999999999999,0.0
2,1,6,LOW,P,16,0.0,0.8,0.8,0.0
2,1,6,LOW,P,17,0.0,0.5599999999999999,0.5599999999999999,0.0
2,1,6,LOW,P,25,0.0,0.91,0.91,0.0
2,1,6,LOW,P,30,0.0,0.84,0.84,0.0
2,1,6,LOW,P,49,0.0,0.67,0.67,0.0
2,1,6,MEDIUM,N,5,0.0,0.68,0.68,0.0
2,1,6,MEDIUM,N,6,0.0,0.8500000000000001,0.8500000000000001,0.0
2,1,6,MEDIUM,N,9,0.0,0.79,0.79,0.0
2,1,6,MEDIUM,N,14,0.0,0.6499999999999999,0.6499999999999999,0.0
2,1,6,MEDIUM,N,16,0.0,0.8,0.8,0.0
2,1,6,MEDIUM,N,17,0.0,0.5599999999999999,0.5599999999999999,0.0
2,1,6,MEDIUM,N,25,0.0,0.91,0.91,0.0
2,1,6,MEDIUM,N,30,0.0,0.84,0.84,0.0
2,1,6,MEDIUM,N,49,0.0,0.67,0.67,0.0
2,1,6,MEDIUM,P,5,0.0,0.6799999999999999,0.6799999999999999,0.0
2,1,6,MEDIUM,P,6,0.0,0.8500000000000001,0.8500000000000001,0.0
2,1,6,MEDIUM,P,9,0.0,0.79,0.79,0.0
2,1,6,MEDIUM,P,14,0.0,0.6499999999999999,0.6499999999999999,0.0
2,1,6,MEDIUM,P,16,0.0,0.8,0.8,0.0
2,1,6,MEDIUM,P,17,0.0,0.5599999999999999,0.5599999999999999,0.0
2,1,6,MEDIUM,P,25,0.0,0.91,0.91,0.0
2,1,6,MEDIUM,P,30,0.0,0.84,0.84,0.0
2,1,6,MEDIUM,P,49,0.0,0.67,0.67,0.0
