fold,seed,protected_block_id,group_id,dose,target_identity_drop_train,alpha,drop_train,train_max_drop,eligible,outer_test_used,outer_membership_enumerated
0,0,5,N_B5_050,MEDIUM,0.008088235294117618,0.0,0.0,0.04794117647058821,True,False,False
0,0,5,P_B5,HIGH,0.012132352941176427,1.0,0.016176470588235237,0.016176470588235237,True,False,False
0,0,5,N_B5_001,HIGH,0.012132352941176427,0.0,0.0,0.031470588235294084,True,False,False
0,0,5,N_B5_002,HIGH,0.012132352941176427,0.0,0.0,0.036911764705882366,True,False,False
0,0,5,N_B5_003,HIGH,0.012132352941176427,0.0,0.0,0.045882352941176485,True,False,False
0,0,5,N_B5_004,HIGH,0.012132352941176427,0.0,0.0,0.036323529411764754,True,False,False
0,0,5,N_B5_005,HIGH,0.012132352941176427,0.0,0.0,0.043970588235294095,True,False,False
0,0,5,N_B5_006,HIGH,0.012132352941176427,0.0,0.0,0.03161764705882353,True,False,False
0,0,5,N_B5_007,HIGH,0.012132352941176427,0.0,0.0,0.045882352941176485,True,False,False
0,0,5,N_B5_008,HIGH,0.012132352941176427,0.0,0.0,0.03573529411764709,True,False,False
0,0,5,N_B5_009,HIGH,0.012132352941176427,0.0,0.0,0.05132352941176466,True,False,False
0,0,5,N_B5_010,HIGH,0.012132352941176427,0.0,0.0,0.0489705882352941,True,False,False
0,0,5,N_B5_011,HIGH,0.012132352941176427,0.0,0.0,0.045588235294117596,True,False,False
0,0,5,N_B5_012,HIGH,0.012132352941176427,0.0,0.0,0.03279411764705886,True,False,False
0,0,5,N_B5_013,HIGH,0.012132352941176427,0.0,0.0,0.035882352941176476,True,False,False
0,0,5,N_B5_014,HIGH,0.012132352941176427,0.0,0.0,0.056617647058823495,True,False,False
0,0,5,N_B5_015,HIGH,0.012132352941176427,0.0,0.0,0.057499999999999996,True,False,False
0,0,5,N_B5_016,HIGH,0.012132352941176427,0.0,0.0,0.04500000000000004,True,False,False
0,0,5,N_B5_017,HIGH,0.012132352941176427,0.0,0.0,0.05220588235294121,True,False,False
0,0,5,N_B5_018,HIGH,0.012132352941176427,0.0,0.0,0.04088235294117637,True,False,False
0,0,5,N_B5_019,HIGH,0.012132352941176427,0.0,0.0,0.04338235294117643,True,False,False
0,0,5,N_B5_020,HIGH,0.012132352941176427,0.0,0.0,0.033235294117647085,True,False,False
0,0,5,N_B5_021,HIGH,0.012132352941176427,0.0,0.0,0.04941176470588232,True,False,False
0,0,5,N_B5_022,HIGH,0.012132352941176427,0.0,0.0,0.03529411764705881,True,False,False
0,0,5,N_B5_023,HIGH,0.012132352941176427,0.0,0.0,0.036470588235294144,True,False,False
0,0,5,N_B5_024,HIGH,0.012132352941176427,0.0,0.0,0.03955882352941176,True,False,False
0,0,5,N_B5_025,HIGH,0.012132352941176427,0.0,0.0,0.04823529411764704,True,False,False
0,0,5,N_B5_026,HIGH,0.012132352941176427,0.0,0.0,0.037058823529411755,True,False,False
0,0,5,N_B5_027,HIGH,0.012132352941176427,0.0,0.0,0.049117647058823544,True,False,False
0,0,5,N_B5_028,HIGH,0.012132352941176427,0.0,0.0,0.048088235294117654,True,False,False
0,0,5,N_B5_029,HIGH,0.012132352941176427,0.0,0.0,0.05088235294117649,True,False,False
0,0,5,N_B5_030,HIGH,0.012132352941176427,0.0,0.0,0.05426470588235294,True,False,False
0,0,5,N_B5_031,HIGH,0.012132352941176427,0.0,0.0,0.061470588235294166,True,False,False
0,0,5,N_B5_032,HIGH,0.012132352941176427,0.0,0.0,0.05647058823529405,True,False,False
0,0,5,N_B5_033,HIGH,0.012132352941176427,0.0,0.0,0.04102941176470587,True,False,False
0,0,5,N_B5_034,HIGH,0.012132352941176427,0.0,0.0,0.03955882352941176,True,False,False
0,0,5,N_B5_035,HIGH,0.012132352941176427,0.0,0.0,0.03470588235294114,True,False,False
0,0,5,N_B5_036,HIGH,0.012132352941176427,0.0,0.0,0.059558823529411775,True,False,False
0,0,5,N_B5_037,HIGH,0.012132352941176427,0.0,0.0,0.06264705882352939,True,False,False
0,0,5,N_B5_038,HIGH,0.012132352941176427,0.0,0.0,0.04470588235294115,True,False,False
0,0,5,N_B5_039,HIGH,0.012132352941176427,0.0,0.0,0.027647058823529413,True,False,False
0,0,5,N_B5_040,HIGH,0.012132352941176427,0.0,0.0,0.05323529411764705,True,False,False
0,0,5,N_B5_041,HIGH,0.012132352941176427,0.0,0.0,0.042941176470588205,True,False,False
0,0,5,N_B5_042,HIGH,0.012132352941176427,0.0,0.0,0.03249999999999997,True,False,False
0,0,5,N_B5_043,HIGH,0.012132352941176427,0.0,0.0,0.03999999999999998,True,False,False
0,0,5,N_B5_044,HIGH,0.012132352941176427,0.0,0.0,0.05882352941176472,True,False,False
0,0,5,N_B5_045,HIGH,0.012132352941176427,0.0,0.0,0.05897058823529411,True,False,False
0,0,5,N_B5_046,HIGH,0.012132352941176427,0.0,0.0,0.04470588235294115,True,False,False
0,0,5,N_B5_047,HIGH,0.012132352941176427,0.0,0.0,0.05220588235294116,True,False,False
0,0,5,N_B5_048,HIGH,0.012132352941176427,0.0,0.0,0.06117647058823522,True,False,False
0,0,5,N_B5_049,HIGH,0.012132352941176427,0.0,0.0,0.06308823529411761,True,False,False
0,0,5,N_B5_050,HIGH,0.012132352941176427,0.0,0.0,0.04794117647058821,True,False,False
0,1,5,P_B5,LOW,0.007095588235294117,0.0,0.0,0.02838235294117647,True,False,False
0,1,5,N_B5_001,LOW,0.007095588235294117,0.0,0.0,0.043088235294117705,True,False,False
0,1,5,N_B5_002,LOW,0.007095588235294117,0.0,0.0,0.0347058823529412,True,False,False
0,1,5,N_B5_003,LOW,0.007095588235294117,0.0,0.0,0.04117647058823526,True,False,False
0,1,5,N_B5_004,LOW,0.007095588235294117,0.0,0.0,0.04367647058823526,True,False,False
0,1,5,N_B5_005,LOW,0.007095588235294117,0.0,0.0,0.05102941176470588,True,False,False
0,1,5,N_B5_006,LOW,0.007095588235294117,0.0,0.0,0.0347058823529412,True,False,False
0,1,5,N_B5_007,LOW,0.007095588235294117,0.0,0.0,0.049558823529411766,True,False,False
0,1,5,N_B5_008,LOW,0.007095588235294117,0.0,0.0,0.04882352941176471,True,False,False
0,1,5,N_B5_009,LOW,0.007095588235294117,0.0,0.0,0.03426470588235292,True,False,False
0,1,5,N_B5_010,LOW,0.007095588235294117,0.0,0.0,0.0379411764705882,True,False,False
0,1,5,N_B5_011,LOW,0.007095588235294117,0.0,0.0,0.03779411764705881,True,False,False
0,1,5,N_B5_012,LOW,0.007095588235294117,0.0,0.0,0.044705882352941206,True,False,False
0,1,5,N_B5_013,LOW,0.007095588235294117,0.0,0.0,0.040735294117647036,True,False,False
0,1,5,N_B5_014,LOW,0.007095588235294117,0.0,0.0,0.054852941176470604,True,False,False
0,1,5,N_B5_015,LOW,0.007095588235294117,0.0,0.0,0.04352941176470587,True,False,False
0,1,5,N_B5_016,LOW,0.007095588235294117,0.0,0.0,0.044852941176470595,True,False,False
0,1,5,N_B5_017,LOW,0.007095588235294117,0.0,0.0,0.04426470588235293,True,False,False
0,1,5,N_B5_018,LOW,0.007095588235294117,0.0,0.0,0.043970588235294095,True,False,False
0,1,5,N_B5_019,LOW,0.007095588235294117,0.0,0.0,0.03029411764705886,True,False,False
0,1,5,N_B5_020,LOW,0.007095588235294117,0.0,0.0,0.04426470588235293,True,False,False
0,1,5,N_B5_021,LOW,0.007095588235294117,0.0,0.0,0.04367647058823526,True,False,False
0,1,5,N_B5_022,LOW,0.007095588235294117,0.0,0.0,0.055441176470588216,True,False,False
0,1,5,N_B5_023,LOW,0.007095588235294117,0.0,0.0,0.04338235294117648,True,False,False
0,1,5,N_B5_024,LOW,0.007095588235294117,0.0,0.0,0.04220588235294115,True,False,False
0,1,5,N_B5_025,LOW,0.007095588235294117,0.0,0.0,0.03852941176470587,True,False,False
0,1,5,N_B5_026,LOW,0.007095588235294117,0.0,0.0,0.04941176470588238,True,False,False
0,1,5,N_B5_027,LOW,0.007095588235294117,0.0,0.0,0.0397058823529412,True,False,False
0,1,5,N_B5_028,LOW,0.007095588235294117,0.0,0.0,0.050000000000000044,True,False,False
0,1,5,N_B5_029,LOW,0.007095588235294117,0.0,0.0,0.036764705882352866,True,False,False
0,1,5,N_B5_030,LOW,0.007095588235294117,0.0,0.0,0.04397058823529415,True,False,False
0,1,5,N_B5_031,LOW,0.007095588235294117,0.0,0.0,0.05558823529411766,True,False,False
0,1,5,N_B5_032,LOW,0.007095588235294117,0.0,0.0,0.041176470588235314,True,False,False
0,1,5,N_B5_033,LOW,0.007095588235294117,0.0,0.0,0.0464705882352941,True,False,False
0,1,5,N_B5_034,LOW,0.007095588235294117,0.0,0.0,0.04455882352941182,True,False,False
0,1,5,N_B5_035,LOW,0.007095588235294117,0.0,0.0,0.05161764705882349,True,False,False
0,1,5,N_B5_036,LOW,0.007095588235294117,0.0,0.0,0.039852941176470646,True,False,False
0,1,5,N_B5_037,LOW,0.007095588235294117,0.0,0.0,0.04867647058823532,True,False,False
0,1,5,N_B5_038,LOW,0.007095588235294117,0.0,0.0,0.03352941176470586,True,False,False
0,1,5,N_B5_039,LOW,0.007095588235294117,0.0,0.0,0.03764705882352942,True,False,False
0,1,5,N_B5_040,LOW,0.007095588235294117,0.0,0.0,0.04750000000000004,True,False,False
0,1,5,N_B5_041,LOW,0.007095588235294117,0.0,0.0,0.030441176470588194,True,False,False
0,1,5,N_B5_042,LOW,0.007095588235294117,0.0,0.0,0.04823529411764704,True,False,False
0,1,5,N_B5_043,LOW,0.007095588235294117,0.0,0.0,0.04661764705882354,True,False,False
0,1,5,N_B5_044,LOW,0.007095588235294117,0.0,0.0,0.059558823529411775,True,False,False
0,1,5,N_B5_045,LOW,0.007095588235294117,0.0,0.0,0.050882352941176434,True,False,False
0,1,5,N_B5_046,LOW,0.007095588235294117,0.0,0.0,0.04632352941176471,True,False,False
0,1,5,N_B5_047,LOW,0.007095588235294117,0.0,0.0,0.043235294117647094,True,False,False
0,1,5,N_B5_048,LOW,0.007095588235294117,0.0,0.0,0.04514705882352943,True,False,False
0,1,5,N_B5_049,LOW,0.007095588235294117,0.0,0.0,0.048676470588235266,True,False,False
0,1,5,N_B5_050,LOW,0.007095588235294117,0.0,0.0,0.0532352941176471,True,False,False
0,1,5,P_B5,MEDIUM,0.014191176470588235,0.0,0.0,0.02838235294117647,True,False,False
0,1,5,N_B5_001,MEDIUM,0.014191176470588235,0.0,0.0,0.043088235294117705,True,False,False
0,1,5,N_B5_002,MEDIUM,0.014191176470588235,0.0,0.0,0.0347058823529412,True,False,False
0,1,5,N_B5_003,MEDIUM,0.014191176470588235,0.0,0.0,0.04117647058823526,True,False,False
0,1,5,N_B5_004,MEDIUM,0.014191176470588235,0.0,0.0,0.04367647058823526,True,False,False
0,1,5,N_B5_005,MEDIUM,0.014191176470588235,0.0,0.0,0.05102941176470588,True,False,False
0,1,5,N_B5_006,MEDIUM,0.014191176470588235,0.0,0.0,0.0347058823529412,True,False,False
0,1,5,N_B5_007,MEDIUM,0.014191176470588235,0.0,0.0,0.049558823529411766,True,False,False
0,1,5,N_B5_008,MEDIUM,0.014191176470588235,0.0,0.0,0.04882352941176471,True,False,False
0,1,5,N_B5_009,MEDIUM,0.014191176470588235,0.0,0.0,0.03426470588235292,True,False,False
0,1,5,N_B5_010,MEDIUM,0.014191176470588235,0.0,0.0,0.0379411764705882,True,False,False
0,1,5,N_B5_011,MEDIUM,0.014191176470588235,0.0,0.0,0.03779411764705881,True,False,False
0,1,5,N_B5_012,MEDIUM,0.014191176470588235,0.0,0.0,0.044705882352941206,True,False,False
0,1,5,N_B5_013,MEDIUM,0.014191176470588235,0.0,0.0,0.040735294117647036,True,False,False
0,1,5,N_B5_014,MEDIUM,0.014191176470588235,0.0,0.0,0.054852941176470604,True,False,False
0,1,5,N_B5_015,MEDIUM,0.014191176470588235,0.0,0.0,0.04352941176470587,True,False,False
0,1,5,N_B5_016,MEDIUM,0.014191176470588235,0.0,0.0,0.044852941176470595,True,False,False
0,1,5,N_B5_017,MEDIUM,0.014191176470588235,0.0,0.0,0.04426470588235293,True,False,False
0,1,5,N_B5_018,MEDIUM,0.014191176470588235,0.0,0.0,0.043970588235294095,True,False,False
0,1,5,N_B5_019,MEDIUM,0.014191176470588235,0.0,0.0,0.03029411764705886,True,False,False
0,1,5,N_B5_020,MEDIUM,0.014191176470588235,0.0,0.0,0.04426470588235293,True,False,False
0,1,5,N_B5_021,MEDIUM,0.014191176470588235,0.0,0.0,0.04367647058823526,True,False,False
0,1,5,N_B5_022,MEDIUM,0.014191176470588235,0.0,0.0,0.055441176470588216,True,False,False
0,1,5,N_B5_023,MEDIUM,0.014191176470588235,0.0,0.0,0.04338235294117648,True,False,False
0,1,5,N_B5_024,MEDIUM,0.014191176470588235,0.0,0.0,0.04220588235294115,True,False,False
0,1,5,N_B5_025,MEDIUM,0.014191176470588235,0.0,0.0,0.03852941176470587,True,False,False
0,1,5,N_B5_026,MEDIUM,0.014191176470588235,0.0,0.0,0.04941176470588238,True,False,False
0,1,5,N_B5_027,MEDIUM,0.014191176470588235,0.0,0.0,0.0397058823529412,True,False,False
0,1,5,N_B5_028,MEDIUM,0.014191176470588235,0.0,0.0,0.050000000000000044,True,False,False
0,1,5,N_B5_029,MEDIUM,0.014191176470588235,0.0,0.0,0.036764705882352866,True,False,False
0,1,5,N_B5_030,MEDIUM,0.014191176470588235,0.0,0.0,0.04397058823529415,True,False,False
0,1,5,N_B5_031,MEDIUM,0.014191176470588235,0.0,0.0,0.05558823529411766,True,False,False
0,1,5,N_B5_032,MEDIUM,0.014191176470588235,0.0,0.0,0.041176470588235314,True,False,False
0,1,5,N_B5_033,MEDIUM,0.014191176470588235,0.0,0.0,0.0464705882352941,True,False,False
0,1,5,N_B5_034,MEDIUM,0.014191176470588235,0.0,0.0,0.04455882352941182,True,False,False
0,1,5,N_B5_035,MEDIUM,0.014191176470588235,0.0,0.0,0.05161764705882349,True,False,False
0,1,5,N_B5_036,MEDIUM,0.014191176470588235,0.0,0.0,0.039852941176470646,True,False,False
0,1,5,N_B5_037,MEDIUM,0.014191176470588235,0.0,0.0,0.04867647058823532,True,False,False
0,1,5,N_B5_038,MEDIUM,0.014191176470588235,0.0,0.0,0.03352941176470586,True,False,False
0,1,5,N_B5_039,MEDIUM,0.014191176470588235,0.0,0.0,0.03764705882352942,True,False,False
0,1,5,N_B5_040,MEDIUM,0.014191176470588235,0.0,0.0,0.04750000000000004,True,False,False
0,1,5,N_B5_041,MEDIUM,0.014191176470588235,0.0,0.0,0.030441176470588194,True,False,False
0,1,5,N_B5_042,MEDIUM,0.014191176470588235,0.0,0.0,0.04823529411764704,True,False,False
0,1,5,N_B5_043,MEDIUM,0.014191176470588235,0.0,0.0,0.04661764705882354,True,False,False
0,1,5,N_B5_044,MEDIUM,0.014191176470588235,0.0,0.0,0.059558823529411775,True,False,False
0,1,5,N_B5_045,MEDIUM,0.014191176470588235,0.0,0.0,0.050882352941176434,True,False,False
0,1,5,N_B5_046,MEDIUM,0.014191176470588235,0.0,0.0,0.04632352941176471,True,False,False
0,1,5,N_B5_047,MEDIUM,0.014191176470588235,0.0,0.0,0.043235294117647094,True,False,False
0,1,5,N_B5_048,MEDIUM,0.014191176470588235,0.0,0.0,0.04514705882352943,True,False,False
0,1,5,N_B5_049,MEDIUM,0.014191176470588235,0.0,0.0,0.048676470588235266,True,False,False
0,1,5,N_B5_050,MEDIUM,0.014191176470588235,0.0,0.0,0.0532352941176471,True,False,False
0,1,5,P_B5,HIGH,0.021286764705882352,1.0,0.02838235294117647,0.02838235294117647,True,False,False
0,1,5,N_B5_001,HIGH,0.021286764705882352,0.0,0.0,0.043088235294117705,True,False,False
0,1,5,N_B5_002,HIGH,0.021286764705882352,1.0,0.0347058823529412,0.0347058823529412,True,False,False
0,1,5,N_B5_003,HIGH,0.021286764705882352,1.0,0.04117647058823526,0.04117647058823526,True,False,False
0,1,5,N_B5_004,HIGH,0.021286764705882352,0.0,0.0,0.04367647058823526,True,False,False
0,1,5,N_B5_005,HIGH,0.021286764705882352,0.0,0.0,0.05102941176470588,True,False,False
0,1,5,N_B5_006,HIGH,0.021286764705882352,1.0,0.0347058823529412,0.0347058823529412,True,False,False
0,1,5,N_B5_007,HIGH,0.021286764705882352,0.0,0.0,0.049558823529411766,True,False,False
0,1,5,N_B5_008,HIGH,0.021286764705882352,0.0,0.0,0.04882352941176471,True,False,False
0,1,5,N_B5_009,HIGH,0.021286764705882352,1.0,0.03426470588235292,0.03426470588235292,True,False,False
0,1,5,N_B5_010,HIGH,0.021286764705882352,1.0,0.0379411764705882,0.0379411764705882,True,False,False
0,1,5,N_B5_011,HIGH,0.021286764705882352,1.0,0.03779411764705881,0.03779411764705881,True,False,False
0,1,5,N_B5_012,HIGH,0.021286764705882352,0.0,0.0,0.044705882352941206,True,False,False
0,1,5,N_B5_013,HIGH,0.021286764705882352,1.0,0.040735294117647036,0.040735294117647036,True,False,False
0,1,5,N_B5_014,HIGH,0.021286764705882352,0.0,0.0,0.054852941176470604,True,False,False
0,1,5,N_B5_015,HIGH,0.021286764705882352,0.0,0.0,0.04352941176470587,True,False,False
0,1,5,N_B5_016,HIGH,0.021286764705882352,0.0,0.0,0.044852941176470595,True,False,False
0,1,5,N_B5_017,HIGH,0.021286764705882352,0.0,0.0,0.04426470588235293,True,False,False
0,1,5,N_B5_018,HIGH,0.021286764705882352,0.0,0.0,0.043970588235294095,True,False,False
