task,dataset,fold,seed,subject_id,BA,macro_F1,accuracy,trials,checkpoint_sha256
OpenBMI_MI,OpenBMI,1,0,39,0.74,0.7395833333333333,0.74,100,1b30499ccad2e1950d8b373d26c2efe002089e1660b92d66320801069677d800
OpenBMI_MI,OpenBMI,1,0,42,0.69,0.6828644501278772,0.69,100,1b30499ccad2e1950d8b373d26c2efe002089e1660b92d66320801069677d800
OpenBMI_MI,OpenBMI,1,0,51,0.7,0.6899545266639107,0.7,100,1b30499ccad2e1950d8b373d26c2efe002089e1660b92d66320801069677d800
OpenBMI_MI,OpenBMI,1,0,54,0.62,0.6193910256410255,0.62,100,1b30499ccad2e1950d8b373d26c2efe002089e1660b92d66320801069677d800
OpenBMI_MI,OpenBMI,2,0,4,0.78,0.7777777777777778,0.78,100,a4b5ee8f19ea3c61118efff687b2aad42840742fe9ba46d7804a022eed944246
OpenBMI_MI,OpenBMI,2,0,12,0.78,0.7799119647859143,0.78,100,a4b5ee8f19ea3c61118efff687b2aad42840742fe9ba46d7804a022eed944246
OpenBMI_MI,OpenBMI,2,0,13,0.62,0.614448051948052,0.62,100,a4b5ee8f19ea3c61118efff687b2aad42840742fe9ba46d7804a022eed944246
OpenBMI_MI,OpenBMI,2,0,17,0.56,0.5098039215686274,0.56,100,a4b5ee8f19ea3c61118efff687b2aad42840742fe9ba46d7804a022eed944246
OpenBMI_MI,OpenBMI,2,0,18,0.68,0.68,0.68,100,a4b5ee8f19ea3c61118efff687b2aad42840742fe9ba46d7804a022eed944246
OpenBMI_MI,OpenBMI,2,0,24,0.5900000000000001,0.539894512400404,0.59,100,a4b5ee8f19ea3c61118efff687b2aad42840742fe9ba46d7804a022eed944246
OpenBMI_MI,OpenBMI,2,0,25,0.98,0.98,0.98,100,a4b5ee8f19ea3c61118efff687b2aad42840742fe9ba46d7804a022eed944246
OpenBMI_MI,OpenBMI,2,0,29,0.81,0.8099809980998101,0.81,100,a4b5ee8f19ea3c61118efff687b2aad42840742fe9ba46d7804a022eed944246
OpenBMI_MI,OpenBMI,2,0,36,0.84,0.8383838383838383,0.84,100,a4b5ee8f19ea3c61118efff687b2aad42840742fe9ba46d7804a022eed944246
OpenBMI_MI,OpenBMI,2,0,37,0.78,0.7726333195535345,0.78,100,a4b5ee8f19ea3c61118efff687b2aad42840742fe9ba46d7804a022eed944246
OpenBMI_MI,OpenBMI,2,0,39,0.77,0.7647058823529411,0.77,100,a4b5ee8f19ea3c61118efff687b2aad42840742fe9ba46d7804a022eed944246
OpenBMI_MI,OpenBMI,2,0,42,0.6699999999999999,0.6624040920716112,0.67,100,a4b5ee8f19ea3c61118efff687b2aad42840742fe9ba46d7804a022eed944246
OpenBMI_MI,OpenBMI,2,0,51,0.6799999999999999,0.6798719487795117,0.68,100,a4b5ee8f19ea3c61118efff687b2aad42840742fe9ba46d7804a022eed944246
OpenBMI_MI,OpenBMI,2,0,54,0.7,0.7,0.7,100,a4b5ee8f19ea3c61118efff687b2aad42840742fe9ba46d7804a022eed944246
OpenBMI_MI,OpenBMI,3,0,4,0.78,0.7742200328407225,0.78,100,1f2023a95b48f68c18e96b1a4f90c8f98b7e7b84e2a411918363fecf1870f531
OpenBMI_MI,OpenBMI,3,0,12,0.74,0.7383252818035426,0.74,100,1f2023a95b48f68c18e96b1a4f90c8f98b7e7b84e2a411918363fecf1870f531
OpenBMI_MI,OpenBMI,3,0,13,0.64,0.6363636363636364,0.64,100,1f2023a95b48f68c18e96b1a4f90c8f98b7e7b84e2a411918363fecf1870f531
OpenBMI_MI,OpenBMI,3,0,17,0.55,0.529239460194581,0.55,100,1f2023a95b48f68c18e96b1a4f90c8f98b7e7b84e2a411918363fecf1870f531
OpenBMI_MI,OpenBMI,3,0,18,0.6699999999999999,0.6673051718923279,0.67,100,1f2023a95b48f68c18e96b1a4f90c8f98b7e7b84e2a411918363fecf1870f531
OpenBMI_MI,OpenBMI,3,0,24,0.61,0.5623386825272135,0.61,100,1f2023a95b48f68c18e96b1a4f90c8f98b7e7b84e2a411918363fecf1870f531
OpenBMI_MI,OpenBMI,3,0,25,0.98,0.9799919967987194,0.98,100,1f2023a95b48f68c18e96b1a4f90c8f98b7e7b84e2a411918363fecf1870f531
OpenBMI_MI,OpenBMI,3,0,29,0.8,0.7987117552334944,0.8,100,1f2023a95b48f68c18e96b1a4f90c8f98b7e7b84e2a411918363fecf1870f531
OpenBMI_MI,OpenBMI,3,0,36,0.9099999999999999,0.9097744360902256,0.91,100,1f2023a95b48f68c18e96b1a4f90c8f98b7e7b84e2a411918363fecf1870f531
OpenBMI_MI,OpenBMI,3,0,37,0.8300000000000001,0.8286117552172598,0.83,100,1f2023a95b48f68c18e96b1a4f90c8f98b7e7b84e2a411918363fecf1870f531
OpenBMI_MI,OpenBMI,3,0,39,0.76,0.7599039615846338,0.76,100,1f2023a95b48f68c18e96b1a4f90c8f98b7e7b84e2a411918363fecf1870f531
OpenBMI_MI,OpenBMI,3,0,42,0.7,0.696969696969697,0.7,100,1f2023a95b48f68c18e96b1a4f90c8f98b7e7b84e2a411918363fecf1870f531
OpenBMI_MI,OpenBMI,3,0,51,0.69,0.6874684948079444,0.69,100,1f2023a95b48f68c18e96b1a4f90c8f98b7e7b84e2a411918363fecf1870f531
OpenBMI_MI,OpenBMI,3,0,54,0.6599999999999999,0.6578099838969405,0.66,100,1f2023a95b48f68c18e96b1a4f90c8f98b7e7b84e2a411918363fecf1870f531
OpenBMI_MI,OpenBMI,4,0,4,0.81,0.8084484323016433,0.81,100,004792b5cf5f1539d889e2ad79b01c1509222b88e1f4587cb49c5b693cf1307a
OpenBMI_MI,OpenBMI,4,0,12,0.76,0.7575757575757576,0.76,100,004792b5cf5f1539d889e2ad79b01c1509222b88e1f4587cb49c5b693cf1307a
OpenBMI_MI,OpenBMI,4,0,13,0.6599999999999999,0.6510673234811166,0.66,100,004792b5cf5f1539d889e2ad79b01c1509222b88e1f4587cb49c5b693cf1307a
OpenBMI_MI,OpenBMI,4,0,17,0.57,0.5601023017902813,0.57,100,004792b5cf5f1539d889e2ad79b01c1509222b88e1f4587cb49c5b693cf1307a
OpenBMI_MI,OpenBMI,4,0,18,0.7,0.6989160979526294,0.7,100,004792b5cf5f1539d889e2ad79b01c1509222b88e1f4587cb49c5b693cf1307a
OpenBMI_MI,OpenBMI,4,0,24,0.56,0.5164835164835164,0.56,100,004792b5cf5f1539d889e2ad79b01c1509222b88e1f4587cb49c5b693cf1307a
OpenBMI_MI,OpenBMI,4,0,25,0.98,0.9799919967987194,0.98,100,004792b5cf5f1539d889e2ad79b01c1509222b88e1f4587cb49c5b693cf1307a
OpenBMI_MI,OpenBMI,4,0,29,0.84,0.8399359743897559,0.84,100,004792b5cf5f1539d889e2ad79b01c1509222b88e1f4587cb49c5b693cf1307a
OpenBMI_MI,OpenBMI,4,0,36,0.9299999999999999,0.9299369432489241,0.93,100,004792b5cf5f1539d889e2ad79b01c1509222b88e1f4587cb49c5b693cf1307a
OpenBMI_MI,OpenBMI,4,0,37,0.8200000000000001,0.8152709359605912,0.82,100,004792b5cf5f1539d889e2ad79b01c1509222b88e1f4587cb49c5b693cf1307a
OpenBMI_MI,OpenBMI,4,0,39,0.75,0.7442455242966752,0.75,100,004792b5cf5f1539d889e2ad79b01c1509222b88e1f4587cb49c5b693cf1307a
OpenBMI_MI,OpenBMI,4,0,42,0.6799999999999999,0.6666666666666666,0.68,100,004792b5cf5f1539d889e2ad79b01c1509222b88e1f4587cb49c5b693cf1307a
OpenBMI_MI,OpenBMI,4,0,51,0.5800000000000001,0.5784825371336813,0.58,100,004792b5cf5f1539d889e2ad79b01c1509222b88e1f4587cb49c5b693cf1307a
OpenBMI_MI,OpenBMI,4,0,54,0.69,0.6899689968996899,0.69,100,004792b5cf5f1539d889e2ad79b01c1509222b88e1f4587cb49c5b693cf1307a
OpenBMI_ERP,OpenBMI,0,0,4,0.9109090909090909,0.8828703703703704,0.9303030303030303,1980,fe7d9ca32ff1cb91fc7417f615ba21d8f92a2f577939549d545b6362ac3dea5d
OpenBMI_ERP,OpenBMI,0,0,12,0.9684848484848485,0.9447174447174447,0.9676767676767677,1980,fe7d9ca32ff1cb91fc7417f615ba21d8f92a2f577939549d545b6362ac3dea5d
OpenBMI_ERP,OpenBMI,0,0,13,0.9263636363636364,0.8727069603601177,0.9196969696969697,1980,fe7d9ca32ff1cb91fc7417f615ba21d8f92a2f577939549d545b6362ac3dea5d
OpenBMI_ERP,OpenBMI,0,0,17,0.7963636363636364,0.7085,0.7858585858585858,1980,fe7d9ca32ff1cb91fc7417f615ba21d8f92a2f577939549d545b6362ac3dea5d
OpenBMI_ERP,OpenBMI,0,0,18,0.9181818181818182,0.8923562031097096,0.9363636363636364,1980,fe7d9ca32ff1cb91fc7417f615ba21d8f92a2f577939549d545b6362ac3dea5d
OpenBMI_ERP,OpenBMI,0,0,24,0.8093939393939393,0.7785399737800509,0.8641414141414141,1980,fe7d9ca32ff1cb91fc7417f615ba21d8f92a2f577939549d545b6362ac3dea5d
OpenBMI_ERP,OpenBMI,0,0,25,0.7636363636363637,0.7714733328792316,0.8767676767676768,1980,fe7d9ca32ff1cb91fc7417f615ba21d8f92a2f577939549d545b6362ac3dea5d
OpenBMI_ERP,OpenBMI,0,0,29,0.8369696969696969,0.8281800468420949,0.902020202020202,1980,fe7d9ca32ff1cb91fc7417f615ba21d8f92a2f577939549d545b6362ac3dea5d
OpenBMI_ERP,OpenBMI,0,0,36,0.9590909090909091,0.9178209341548724,0.95,1980,fe7d9ca32ff1cb91fc7417f615ba21d8f92a2f577939549d545b6362ac3dea5d
OpenBMI_ERP,OpenBMI,0,0,37,0.9463636363636363,0.9291617473435655,0.9590909090909091,1980,fe7d9ca32ff1cb91fc7417f615ba21d8f92a2f577939549d545b6362ac3dea5d
OpenBMI_ERP,OpenBMI,0,0,39,0.739090909090909,0.7281173130757173,0.841919191919192,1980,fe7d9ca32ff1cb91fc7417f615ba21d8f92a2f577939549d545b6362ac3dea5d
OpenBMI_ERP,OpenBMI,0,0,42,0.8581818181818182,0.8179964840229867,0.8868686868686869,1980,fe7d9ca32ff1cb91fc7417f615ba21d8f92a2f577939549d545b6362ac3dea5d
OpenBMI_ERP,OpenBMI,0,0,51,0.7560606060606061,0.713913054033555,0.8136363636363636,1980,fe7d9ca32ff1cb91fc7417f615ba21d8f92a2f577939549d545b6362ac3dea5d
OpenBMI_ERP,OpenBMI,0,0,54,0.7487878787878788,0.7247215756677488,0.8318181818181818,1980,fe7d9ca32ff1cb91fc7417f615ba21d8f92a2f577939549d545b6362ac3dea5d
OpenBMI_ERP,OpenBMI,1,0,4,0.8966666666666667,0.8624624318679639,0.9166666666666666,1980,2094803310d0d215c11fd7d964bb99b2de8f88bde0a294f760703483d199c508
OpenBMI_ERP,OpenBMI,1,0,12,0.9581818181818182,0.9155934039480019,0.9484848484848485,1980,2094803310d0d215c11fd7d964bb99b2de8f88bde0a294f760703483d199c508
OpenBMI_ERP,OpenBMI,1,0,13,0.9221212121212121,0.8563055501834134,0.9065656565656566,1980,2094803310d0d215c11fd7d964bb99b2de8f88bde0a294f760703483d199c508
OpenBMI_ERP,OpenBMI,1,0,17,0.8509090909090908,0.8072964568825822,0.8787878787878788,1980,2094803310d0d215c11fd7d964bb99b2de8f88bde0a294f760703483d199c508
OpenBMI_ERP,OpenBMI,1,0,18,0.9081818181818182,0.8713358060000529,0.9217171717171717,1980,2094803310d0d215c11fd7d964bb99b2de8f88bde0a294f760703483d199c508
OpenBMI_ERP,OpenBMI,1,0,24,0.796969696969697,0.7171122964243473,0.796969696969697,1980,2094803310d0d215c11fd7d964bb99b2de8f88bde0a294f760703483d199c508
OpenBMI_ERP,OpenBMI,1,0,25,0.7645454545454545,0.7655099764016937,0.8702020202020202,1980,2094803310d0d215c11fd7d964bb99b2de8f88bde0a294f760703483d199c508
OpenBMI_ERP,OpenBMI,1,0,29,0.8427272727272728,0.809433813686117,0.8833333333333333,1980,2094803310d0d215c11fd7d964bb99b2de8f88bde0a294f760703483d199c508
OpenBMI_ERP,OpenBMI,1,0,36,0.953939393939394,0.8922680049417172,0.9313131313131313,1980,2094803310d0d215c11fd7d964bb99b2de8f88bde0a294f760703483d199c508
OpenBMI_ERP,OpenBMI,1,0,37,0.9493939393939395,0.9310674584375378,0.9601010101010101,1980,2094803310d0d215c11fd7d964bb99b2de8f88bde0a294f760703483d199c508
OpenBMI_ERP,OpenBMI,1,0,39,0.7427272727272727,0.7020532645745905,0.8055555555555556,1980,2094803310d0d215c11fd7d964bb99b2de8f88bde0a294f760703483d199c508
OpenBMI_ERP,OpenBMI,1,0,42,0.8296969696969697,0.8188114800705066,0.895959595959596,1980,2094803310d0d215c11fd7d964bb99b2de8f88bde0a294f760703483d199c508
OpenBMI_ERP,OpenBMI,1,0,51,0.7433333333333334,0.6915261478234329,0.7904040404040404,1980,2094803310d0d215c11fd7d964bb99b2de8f88bde0a294f760703483d199c508
OpenBMI_ERP,OpenBMI,1,0,54,0.7260606060606061,0.7047939571715033,0.8202020202020202,1980,2094803310d0d215c11fd7d964bb99b2de8f88bde0a294f760703483d199c508
OpenBMI_ERP,OpenBMI,2,0,4,0.9154545454545455,0.8679554450888336,0.9176767676767676,1980,ca94a66d10a33608128b06672571781f6fc9a3231641c6f8b0e3233baedf5433
OpenBMI_ERP,OpenBMI,2,0,12,0.966969696969697,0.9288489725377327,0.9570707070707071,1980,ca94a66d10a33608128b06672571781f6fc9a3231641c6f8b0e3233baedf5433
OpenBMI_ERP,OpenBMI,2,0,13,0.9254545454545454,0.8518796157476817,0.902020202020202,1980,ca94a66d10a33608128b06672571781f6fc9a3231641c6f8b0e3233baedf5433
OpenBMI_ERP,OpenBMI,2,0,17,0.8133333333333334,0.7187325449091473,0.7919191919191919,1980,ca94a66d10a33608128b06672571781f6fc9a3231641c6f8b0e3233baedf5433
OpenBMI_ERP,OpenBMI,2,0,18,0.9118181818181819,0.8746561722968256,0.9237373737373737,1980,ca94a66d10a33608128b06672571781f6fc9a3231641c6f8b0e3233baedf5433
OpenBMI_ERP,OpenBMI,2,0,24,0.8351515151515152,0.8384284983049087,0.9111111111111111,1980,ca94a66d10a33608128b06672571781f6fc9a3231641c6f8b0e3233baedf5433
OpenBMI_ERP,OpenBMI,2,0,25,0.7890909090909091,0.778859194256083,0.8727272727272727,1980,ca94a66d10a33608128b06672571781f6fc9a3231641c6f8b0e3233baedf5433
OpenBMI_ERP,OpenBMI,2,0,29,0.843939393939394,0.8141158927670058,0.8873737373737374,1980,ca94a66d10a33608128b06672571781f6fc9a3231641c6f8b0e3233baedf5433
OpenBMI_ERP,OpenBMI,2,0,36,0.9572727272727273,0.8973223492125515,0.9348484848484848,1980,ca94a66d10a33608128b06672571781f6fc9a3231641c6f8b0e3233baedf5433
OpenBMI_ERP,OpenBMI,2,0,37,0.9603030303030302,0.9294762558474758,0.9580808080808081,1980,ca94a66d10a33608128b06672571781f6fc9a3231641c6f8b0e3233baedf5433
OpenBMI_ERP,OpenBMI,2,0,39,0.6727272727272727,0.6362344388417442,0.7555555555555555,1980,ca94a66d10a33608128b06672571781f6fc9a3231641c6f8b0e3233baedf5433
OpenBMI_ERP,OpenBMI,2,0,42,0.823939393939394,0.8128693062444785,0.8924242424242425,1980,ca94a66d10a33608128b06672571781f6fc9a3231641c6f8b0e3233baedf5433
OpenBMI_ERP,OpenBMI,2,0,51,0.7384848484848485,0.7143247988909951,0.8247474747474748,1980,ca94a66d10a33608128b06672571781f6fc9a3231641c6f8b0e3233baedf5433
OpenBMI_ERP,OpenBMI,2,0,54,0.6790909090909091,0.664591858958928,0.7984848484848485,1980,ca94a66d10a33608128b06672571781f6fc9a3231641c6f8b0e3233baedf5433
OpenBMI_ERP,OpenBMI,3,0,4,0.8993939393939394,0.8612638073041703,0.9151515151515152,1980,3d992d58f5b0a624ed0aad7ea3ac0e15a98d3168e0d17da750da9accb96b14dd
OpenBMI_ERP,OpenBMI,3,0,12,0.9681818181818183,0.928998576174656,0.9570707070707071,1980,3d992d58f5b0a624ed0aad7ea3ac0e15a98d3168e0d17da750da9accb96b14dd
OpenBMI_ERP,OpenBMI,3,0,13,0.907878787878788,0.8335012590607269,0.8888888888888888,1980,3d992d58f5b0a624ed0aad7ea3ac0e15a98d3168e0d17da750da9accb96b14dd
OpenBMI_ERP,OpenBMI,3,0,17,0.8318181818181818,0.7615108118902265,0.8368686868686869,1980,3d992d58f5b0a624ed0aad7ea3ac0e15a98d3168e0d17da750da9accb96b14dd
OpenBMI_ERP,OpenBMI,3,0,18,0.9330303030303031,0.8931400354191708,0.9348484848484848,1980,3d992d58f5b0a624ed0aad7ea3ac0e15a98d3168e0d17da750da9accb96b14dd
OpenBMI_ERP,OpenBMI,3,0,24,0.8442424242424242,0.798022798540071,0.8717171717171717,1980,3d992d58f5b0a624ed0aad7ea3ac0e15a98d3168e0d17da750da9accb96b14dd
OpenBMI_ERP,OpenBMI,3,0,25,0.7418181818181818,0.7453703703703703,0.8606060606060606,1980,3d992d58f5b0a624ed0aad7ea3ac0e15a98d3168e0d17da750da9accb96b14dd
OpenBMI_ERP,OpenBMI,3,0,29,0.8690909090909091,0.8414572440546466,0.9050505050505051,1980,3d992d58f5b0a624ed0aad7ea3ac0e15a98d3168e0d17da750da9accb96b14dd
OpenBMI_ERP,OpenBMI,3,0,36,0.9490909090909091,0.883865260875148,0.9252525252525252,1980,3d992d58f5b0a624ed0aad7ea3ac0e15a98d3168e0d17da750da9accb96b14dd
OpenBMI_ERP,OpenBMI,3,0,37,0.9421212121212121,0.9211313868453386,0.954040404040404,1980,3d992d58f5b0a624ed0aad7ea3ac0e15a98d3168e0d17da750da9accb96b14dd
OpenBMI_ERP,OpenBMI,3,0,39,0.7027272727272728,0.6864480285505767,0.8116161616161616,1980,3d992d58f5b0a624ed0aad7ea3ac0e15a98d3168e0d17da750da9accb96b14dd
OpenBMI_ERP,OpenBMI,3,0,42,0.8509090909090908,0.833781933229447,0.9030303030303031,1980,3d992d58f5b0a624ed0aad7ea3ac0e15a98d3168e0d17da750da9accb96b14dd
OpenBMI_ERP,OpenBMI,3,0,51,0.7618181818181817,0.6908526256352343,0.7787878787878788,1980,3d992d58f5b0a624ed0aad7ea3ac0e15a98d3168e0d17da750da9accb96b14dd
OpenBMI_ERP,OpenBMI,3,0,54,0.7154545454545455,0.692530159996124,0.8106060606060606,1980,3d992d58f5b0a624ed0aad7ea3ac0e15a98d3168e0d17da750da9accb96b14dd
OpenBMI_ERP,OpenBMI,4,0,4,0.916060606060606,0.8596560640505921,0.9106060606060606,1980,b2b85aa73028331c9ad7f13ecc3688d78cf1c3adb7c97c32d8914b4916a75b87
OpenBMI_ERP,OpenBMI,4,0,12,0.9624242424242424,0.9175884550582375,0.9494949494949495,1980,b2b85aa73028331c9ad7f13ecc3688d78cf1c3adb7c97c32d8914b4916a75b87
OpenBMI_ERP,OpenBMI,4,0,13,0.9181818181818182,0.8502750336775932,0.902020202020202,1980,b2b85aa73028331c9ad7f13ecc3688d78cf1c3adb7c97c32d8914b4916a75b87
OpenBMI_ERP,OpenBMI,4,0,17,0.823030303030303,0.7563990997749437,0.8343434343434344,1980,b2b85aa73028331c9ad7f13ecc3688d78cf1c3adb7c97c32d8914b4916a75b87
OpenBMI_ERP,OpenBMI,4,0,18,0.9106060606060606,0.8502636362520535,0.9035353535353535,1980,b2b85aa73028331c9ad7f13ecc3688d78cf1c3adb7c97c32d8914b4916a75b87
OpenBMI_ERP,OpenBMI,4,0,24,0.7975757575757576,0.7422333041310061,0.8282828282828283,1980,b2b85aa73028331c9ad7f13ecc3688d78cf1c3adb7c97c32d8914b4916a75b87
OpenBMI_ERP,OpenBMI,4,0,25,0.8300000000000001,0.7898173805139994,0.8681818181818182,1980,b2b85aa73028331c9ad7f13ecc3688d78cf1c3adb7c97c32d8914b4916a75b87
OpenBMI_ERP,OpenBMI,4,0,29,0.8448484848484848,0.8138660399529964,0.8868686868686869,1980,b2b85aa73028331c9ad7f13ecc3688d78cf1c3adb7c97c32d8914b4916a75b87
OpenBMI_ERP,OpenBMI,4,0,36,0.9524242424242424,0.8863257971547003,0.9267676767676768,1980,b2b85aa73028331c9ad7f13ecc3688d78cf1c3adb7c97c32d8914b4916a75b87
OpenBMI_ERP,OpenBMI,4,0,37,0.9324242424242424,0.8970402779075426,0.9378787878787879,1980,b2b85aa73028331c9ad7f13ecc3688d78cf1c3adb7c97c32d8914b4916a75b87
OpenBMI_ERP,OpenBMI,4,0,39,0.7515151515151515,0.7062909184744064,0.806060606060606,1980,b2b85aa73028331c9ad7f13ecc3688d78cf1c3adb7c97c32d8914b4916a75b87
OpenBMI_ERP,OpenBMI,4,0,42,0.87,0.8252504657913329,0.8904040404040404,1980,b2b85aa73028331c9ad7f13ecc3688d78cf1c3adb7c97c32d8914b4916a75b87
OpenBMI_ERP,OpenBMI,4,0,51,0.7281818181818182,0.6693390367078662,0.7671717171717172,1980,b2b85aa73028331c9ad7f13ecc3688d78cf1c3adb7c97c32d8914b4916a75b87
OpenBMI_ERP,OpenBMI,4,0,54,0.6845454545454546,0.6561208977912903,0.7792929292929293,1980,b2b85aa73028331c9ad7f13ecc3688d78cf1c3adb7c97c32d8914b4916a75b87
OpenBMI_SSVEP,OpenBMI,0,0,4,1.0,1.0,1.0,100,8134b92bea24f6056b017c8f399a0a0a3baa2b0bd436f49b7b976c5354f48b07
OpenBMI_SSVEP,OpenBMI,0,0,12,0.94,0.9399249061326658,0.94,100,8134b92bea24f6056b017c8f399a0a0a3baa2b0bd436f49b7b976c5354f48b07
OpenBMI_SSVEP,OpenBMI,0,0,13,0.78,0.7679735764456108,0.78,100,8134b92bea24f6056b017c8f399a0a0a3baa2b0bd436f49b7b976c5354f48b07
OpenBMI_SSVEP,OpenBMI,0,0,17,0.69,0.6863536569418922,0.69,100,8134b92bea24f6056b017c8f399a0a0a3baa2b0bd436f49b7b976c5354f48b07
OpenBMI_SSVEP,OpenBMI,0,0,18,1.0,1.0,1.0,100,8134b92bea24f6056b017c8f399a0a0a3baa2b0bd436f49b7b976c5354f48b07
OpenBMI_SSVEP,OpenBMI,0,0,24,0.8599999999999999,0.858017908017908,0.86,100,8134b92bea24f6056b017c8f399a0a0a3baa2b0bd436f49b7b976c5354f48b07
OpenBMI_SSVEP,OpenBMI,0,0,25,0.9299999999999999,0.92902947342459,0.93,100,8134b92bea24f6056b017c8f399a0a0a3baa2b0bd436f49b7b976c5354f48b07
OpenBMI_SSVEP,OpenBMI,0,0,29,0.9199999999999999,0.9190219319464603,0.92,100,8134b92bea24f6056b017c8f399a0a0a3baa2b0bd436f49b7b976c5354f48b07
OpenBMI_SSVEP,OpenBMI,0,0,36,1.0,1.0,1.0,100,8134b92bea24f6056b017c8f399a0a0a3baa2b0bd436f49b7b976c5354f48b07
OpenBMI_SSVEP,OpenBMI,0,0,37,0.99,0.9899959983993598,0.99,100,8134b92bea24f6056b017c8f399a0a0a3baa2b0bd436f49b7b976c5354f48b07
OpenBMI_SSVEP,OpenBMI,0,0,39,0.99,0.9899959983993598,0.99,100,8134b92bea24f6056b017c8f399a0a0a3baa2b0bd436f49b7b976c5354f48b07
OpenBMI_SSVEP,OpenBMI,0,0,42,0.56,0.5706520358088303,0.56,100,8134b92bea24f6056b017c8f399a0a0a3baa2b0bd436f49b7b976c5354f48b07
OpenBMI_SSVEP,OpenBMI,0,0,51,0.58,0.5328603834959766,0.58,100,8134b92bea24f6056b017c8f399a0a0a3baa2b0bd436f49b7b976c5354f48b07
