dataset,fold,sentinel_meta_fold,seed,step,task_gradient_norm,task_clip_scale,step_delta_norm,bn_max_displacement
OpenBMI,0,3,0,29,4.036777496337891,1.0,0.001467617228627205,0.0
OpenBMI,0,3,0,30,3.043788433074951,1.0,0.0013878302415832877,0.0
OpenBMI,0,3,0,31,3.0103490352630615,1.0,0.0013593946350738406,0.0
OpenBMI,0,3,0,32,3.8972508907318115,1.0,0.001334842061623931,0.0
OpenBMI,0,3,0,33,2.700603485107422,1.0,0.0013097085757181048,0.0
OpenBMI,0,3,0,34,3.040952682495117,1.0,0.001298230141401291,0.0
OpenBMI,0,3,0,35,2.4943554401397705,1.0,0.0013566134730353951,0.0
OpenBMI,0,3,0,36,2.5601553916931152,1.0,0.0013331884983927011,0.0
OpenBMI,0,3,0,37,2.9223220348358154,1.0,0.001327568432316184,0.0
OpenBMI,0,3,0,38,2.534674644470215,1.0,0.0013039330951869488,0.0
OpenBMI,0,3,0,39,3.953282117843628,1.0,0.0013374147238209844,0.0
OpenBMI,0,3,0,40,4.655630588531494,1.0,0.0014237466966733336,0.0
OpenBMI,0,3,0,41,3.1377363204956055,1.0,0.001379375229589641,0.0
OpenBMI,0,3,0,42,3.4066784381866455,1.0,0.0012885344913229346,0.0
OpenBMI,0,3,0,43,2.736271619796753,1.0,0.0012850065249949694,0.0
OpenBMI,0,3,0,44,3.0387520790100098,1.0,0.0012265604455024004,0.0
OpenBMI,0,3,0,45,3.67584228515625,1.0,0.001243033679202199,0.0
OpenBMI,0,3,0,46,2.934544563293457,1.0,0.0012319614179432392,0.0
OpenBMI,0,3,0,47,2.4052248001098633,1.0,0.001232133712619543,0.0
OpenBMI,0,3,0,48,2.19242262840271,1.0,0.001195413526147604,0.0
OpenBMI,0,3,0,49,2.450608015060425,1.0,0.0011725783115252852,0.0
OpenBMI,0,3,0,50,2.331700086593628,1.0,0.0011487326119095087,0.0
OpenBMI,0,3,0,51,2.55646014213562,1.0,0.0012364949798211455,0.0
OpenBMI,0,3,0,52,3.0537211894989014,1.0,0.0012153637362644076,0.0
OpenBMI,0,3,0,53,2.6563262939453125,1.0,0.0012240823125466704,0.0
OpenBMI,0,3,0,54,3.5330231189727783,1.0,0.00130655977409333,0.0
OpenBMI,0,3,0,55,3.248919725418091,1.0,0.0012640460627153516,0.0
OpenBMI,0,4,0,1,2.712139129638672,1.0,0.005544645711779594,0.0
OpenBMI,0,4,0,2,2.7223987579345703,1.0,0.004012716468423605,0.0
OpenBMI,0,4,0,3,2.905790328979492,1.0,0.0032824359368532896,0.0
OpenBMI,0,4,0,4,2.5347867012023926,1.0,0.0028756374958902597,0.0
OpenBMI,0,4,0,5,2.674409866333008,1.0,0.002567503834143281,0.0
OpenBMI,0,4,0,6,5.369802951812744,0.9311328636951369,0.0022986335679888725,0.0
OpenBMI,0,4,0,7,3.6920089721679688,1.0,0.002189513063058257,0.0
OpenBMI,0,4,0,8,3.7471518516540527,1.0,0.0021451651118695736,0.0
OpenBMI,0,4,0,9,3.9255013465881348,1.0,0.002082767430692911,0.0
OpenBMI,0,4,0,10,3.3336544036865234,1.0,0.0020495641510933638,0.0
OpenBMI,0,4,0,11,3.4031128883361816,1.0,0.001987454481422901,0.0
OpenBMI,0,4,0,12,2.072336196899414,1.0,0.0018286058912053704,0.0
OpenBMI,0,4,0,13,2.7025201320648193,1.0,0.0017149063060060143,0.0
OpenBMI,0,4,0,14,2.6565017700195312,1.0,0.001592925633303821,0.0
OpenBMI,0,4,0,15,2.881700038909912,1.0,0.0015023985179141164,0.0
OpenBMI,0,4,0,16,2.9131271839141846,1.0,0.0014991209609434009,0.0
OpenBMI,0,4,0,17,2.508100748062134,1.0,0.0014594538370147347,0.0
OpenBMI,0,4,0,18,2.653226375579834,1.0,0.001411750796250999,0.0
OpenBMI,0,4,0,19,3.7066047191619873,1.0,0.0014043011469766498,0.0
OpenBMI,0,4,0,20,2.5304625034332275,1.0,0.0013921195641160011,0.0
OpenBMI,0,4,0,21,3.498631238937378,1.0,0.001395421801134944,0.0
OpenBMI,0,4,0,22,3.177623987197876,1.0,0.0013234365032985806,0.0
OpenBMI,0,4,0,23,2.6660549640655518,1.0,0.0013347130734473467,0.0
OpenBMI,0,4,0,24,2.412302017211914,1.0,0.0013415488647297025,0.0
OpenBMI,0,4,0,25,2.846846103668213,1.0,0.0013616150245070457,0.0
OpenBMI,0,4,0,26,3.3133151531219482,1.0,0.0014013162581250072,0.0
OpenBMI,0,4,0,27,3.446920871734619,1.0,0.0014275378780439496,0.0
OpenBMI,0,4,0,28,2.4204611778259277,1.0,0.0013713844818994403,0.0
OpenBMI,0,4,0,29,2.5438594818115234,1.0,0.0013675845693796873,0.0
OpenBMI,0,4,0,30,2.7047603130340576,1.0,0.0013296969700604677,0.0
OpenBMI,0,4,0,31,2.5809593200683594,1.0,0.0013304908061400056,0.0
OpenBMI,0,4,0,32,3.3726258277893066,1.0,0.0013477978063747287,0.0
OpenBMI,0,4,0,33,2.99623703956604,1.0,0.0013047419488430023,0.0
OpenBMI,0,4,0,34,3.8640358448028564,1.0,0.0013342387974262238,0.0
OpenBMI,0,4,0,35,3.044496774673462,1.0,0.0013413847191259265,0.0
OpenBMI,0,4,0,36,2.901979923248291,1.0,0.001325783901847899,0.0
OpenBMI,0,4,0,37,4.025520324707031,1.0,0.0013669325271621346,0.0
OpenBMI,0,4,0,38,2.728663206100464,1.0,0.0013265478191897273,0.0
OpenBMI,0,4,0,39,2.6813900470733643,1.0,0.0012978276936337352,0.0
OpenBMI,0,4,0,40,5.166014671325684,0.9678640728128088,0.0013048592954874039,0.0
OpenBMI,0,4,0,41,2.617093563079834,1.0,0.0013062350917607546,0.0
OpenBMI,0,4,0,42,2.797621965408325,1.0,0.001251443289220333,0.0
OpenBMI,0,4,0,43,2.493657350540161,1.0,0.0012875155080109835,0.0
OpenBMI,0,4,0,44,2.704463005065918,1.0,0.0013441917253658175,0.0
OpenBMI,0,4,0,45,3.2984471321105957,1.0,0.0014168228954076767,0.0
OpenBMI,0,4,0,46,3.8918941020965576,1.0,0.0013923132792115211,0.0
OpenBMI,0,4,0,47,3.21077299118042,1.0,0.0013548460556194186,0.0
OpenBMI,0,4,0,48,2.494687795639038,1.0,0.001380488625727594,0.0
OpenBMI,0,4,0,49,2.9939777851104736,1.0,0.001429572468623519,0.0
OpenBMI,0,4,0,50,3.413273811340332,1.0,0.0014340269844979048,0.0
OpenBMI,0,4,0,51,3.1212236881256104,1.0,0.0014517084928229451,0.0
OpenBMI,0,4,0,52,2.985673427581787,1.0,0.0014914836501702666,0.0
OpenBMI,0,4,0,53,2.8854854106903076,1.0,0.001440831576474011,0.0
OpenBMI,0,4,0,54,1.9978673458099365,1.0,0.001383405295200646,0.0
OpenBMI,0,4,0,55,2.5608136653900146,1.0,0.001372772385366261,0.0
OpenBMI,1,0,0,1,3.1187703609466553,1.0,0.005544592160731554,0.0
OpenBMI,1,0,0,2,1.9798002243041992,1.0,0.003936130087822676,0.0
OpenBMI,1,0,0,3,2.876359462738037,1.0,0.003304346464574337,0.0
OpenBMI,1,0,0,4,2.9271395206451416,1.0,0.002855416852980852,0.0
OpenBMI,1,0,0,5,4.456571102142334,1.0,0.002579473191872239,0.0
OpenBMI,1,0,0,6,3.020155191421509,1.0,0.0024314161855727434,0.0
OpenBMI,1,0,0,7,3.5771758556365967,1.0,0.002190063241869211,0.0
OpenBMI,1,0,0,8,3.4412152767181396,1.0,0.0020017223432660103,0.0
OpenBMI,1,0,0,9,3.1246120929718018,1.0,0.0019252717029303312,0.0
OpenBMI,1,0,0,10,1.5084975957870483,1.0,0.0018151240656152368,0.0
OpenBMI,1,0,0,11,4.916951656341553,1.0,0.0018200970953330398,0.0
OpenBMI,1,0,0,12,3.2620575428009033,1.0,0.0017898123478516936,0.0
OpenBMI,1,0,0,13,2.89370059967041,1.0,0.0016716835089027882,0.0
OpenBMI,1,0,0,14,5.614540100097656,0.8905448907405671,0.001637619105167687,0.0
OpenBMI,1,0,0,15,3.8170881271362305,1.0,0.0015789296012371778,0.0
OpenBMI,1,0,0,16,3.478351593017578,1.0,0.0015621818602085114,0.0
OpenBMI,1,0,0,17,2.662541627883911,1.0,0.0015447158366441727,0.0
OpenBMI,1,0,0,18,3.1755733489990234,1.0,0.0014819722855463624,0.0
OpenBMI,1,0,0,19,1.86020827293396,1.0,0.0014727870002388954,0.0
OpenBMI,1,0,0,20,2.319369077682495,1.0,0.0014113247161731124,0.0
OpenBMI,1,0,0,21,2.8263463973999023,1.0,0.0014012096216902137,0.0
OpenBMI,1,0,0,22,2.4782185554504395,1.0,0.001396899693645537,0.0
OpenBMI,1,0,0,23,4.557615280151367,1.0,0.0014291178667917848,0.0
OpenBMI,1,0,0,24,2.3619086742401123,1.0,0.001382632297463715,0.0
OpenBMI,1,0,0,25,2.6273632049560547,1.0,0.0013704722514376044,0.0
OpenBMI,1,0,0,26,5.934386730194092,0.8425470444250047,0.0014537789393216372,0.0
OpenBMI,1,0,0,27,2.8702588081359863,1.0,0.0013643791899085045,0.0
OpenBMI,1,0,0,28,2.9985742568969727,1.0,0.0014052127953618765,0.0
OpenBMI,1,0,0,29,2.4444704055786133,1.0,0.0014292512787505984,0.0
OpenBMI,1,0,0,30,4.251944541931152,1.0,0.0014429697766900063,0.0
OpenBMI,1,0,0,31,2.9627814292907715,1.0,0.0014054924249649048,0.0
OpenBMI,1,0,0,32,2.2847657203674316,1.0,0.0013971775770187378,0.0
OpenBMI,1,0,0,33,2.6766114234924316,1.0,0.0014541667187586427,0.0
OpenBMI,1,0,0,34,3.2984681129455566,1.0,0.001439059036783874,0.0
OpenBMI,1,0,0,35,2.9710488319396973,1.0,0.0014353705337271094,0.0
OpenBMI,1,0,0,36,3.092008352279663,1.0,0.0013585224514827132,0.0
OpenBMI,1,0,0,37,2.5195116996765137,1.0,0.0013493704609572887,0.0
OpenBMI,1,0,0,38,3.1757729053497314,1.0,0.001300190924666822,0.0
OpenBMI,1,0,0,39,2.7294042110443115,1.0,0.0013149703154340386,0.0
OpenBMI,1,0,0,40,2.1435015201568604,1.0,0.0013076512841507792,0.0
OpenBMI,1,0,0,41,1.9508731365203857,1.0,0.0013055723393335938,0.0
OpenBMI,1,0,0,42,2.939856767654419,1.0,0.0012920992448925972,0.0
OpenBMI,1,0,0,43,3.0773212909698486,1.0,0.0012964492198079824,0.0
OpenBMI,1,0,0,44,4.422735214233398,1.0,0.0014278092421591282,0.0
OpenBMI,1,0,0,45,3.3592171669006348,1.0,0.0014081922126933932,0.0
OpenBMI,1,0,0,46,5.140789985656738,0.9726131613916237,0.0014146913308650255,0.0
OpenBMI,1,0,0,47,3.2823410034179688,1.0,0.0014635453699156642,0.0
OpenBMI,1,0,0,48,4.472204208374023,1.0,0.0014741414925083518,0.0
OpenBMI,1,0,0,49,2.943159341812134,1.0,0.0014718900201842189,0.0
OpenBMI,1,0,0,50,2.9041941165924072,1.0,0.0014262701151892543,0.0
OpenBMI,1,0,0,51,3.012725353240967,1.0,0.001460386672988534,0.0
OpenBMI,1,0,0,52,2.4801876544952393,1.0,0.0014163689920678735,0.0
OpenBMI,1,0,0,53,2.068683624267578,1.0,0.0013857572339475155,0.0
OpenBMI,1,0,0,54,4.600751876831055,1.0,0.0013766554184257984,0.0
OpenBMI,1,1,0,1,2.8162169456481934,1.0,0.0055445521138608456,0.0
OpenBMI,1,1,0,2,2.724409580230713,1.0,0.003930480219423771,0.0
OpenBMI,1,1,0,3,2.638591766357422,1.0,0.0032831402495503426,0.0
OpenBMI,1,1,0,4,3.839611053466797,1.0,0.0028488116804510355,0.0
OpenBMI,1,1,0,5,2.47318696975708,1.0,0.0025330334901809692,0.0
OpenBMI,1,1,0,6,3.4313902854919434,1.0,0.0023167459294199944,0.0
OpenBMI,1,1,0,7,3.5661473274230957,1.0,0.002129283966496587,0.0
OpenBMI,1,1,0,8,2.996809720993042,1.0,0.0020106369629502296,0.0
OpenBMI,1,1,0,9,3.3221163749694824,1.0,0.0019151685992255807,0.0
