model,fold,seed,checkpoint_sha256,selected_epoch,normalizer_sha256,subject,session,BA,Macro_F1,trials
SIRE-EEG,2,2,59983710255efc4c0e2cb55a8c6963e06f063b3f184055843de78fa601846600,11,cae67d33040e734c40eda9a2d23f208a7c0a53e2f0945b33e68ebdf248e03dc9,sub-01,S2,0.75,0.7333333333333334,200
SIRE-EEG,2,2,59983710255efc4c0e2cb55a8c6963e06f063b3f184055843de78fa601846600,11,cae67d33040e734c40eda9a2d23f208a7c0a53e2f0945b33e68ebdf248e03dc9,sub-04,S2,0.595,0.5563953010761521,200
EEGNet,3,2,41eb16ebd361e29e6438192b0b6c182915a413c1f9fdf9fa7eb5930ae353eecd,43,09e8c6d6ac4fb3bc189642321bc4dbb0e406a0f74c5e06a37de0ece1e81d5a58,sub-07,S1,0.605,0.6038014995360967,200
EEGNet,3,2,41eb16ebd361e29e6438192b0b6c182915a413c1f9fdf9fa7eb5930ae353eecd,43,09e8c6d6ac4fb3bc189642321bc4dbb0e406a0f74c5e06a37de0ece1e81d5a58,sub-11,S1,0.525,0.40771221048037654,200
EEGNet,3,2,41eb16ebd361e29e6438192b0b6c182915a413c1f9fdf9fa7eb5930ae353eecd,43,09e8c6d6ac4fb3bc189642321bc4dbb0e406a0f74c5e06a37de0ece1e81d5a58,sub-07,S2,0.635,0.6309310144341364,200
EEGNet,3,2,41eb16ebd361e29e6438192b0b6c182915a413c1f9fdf9fa7eb5930ae353eecd,43,09e8c6d6ac4fb3bc189642321bc4dbb0e406a0f74c5e06a37de0ece1e81d5a58,sub-11,S2,0.53,0.4350282485875706,200
SIRE-EEG,3,2,edf87410393ce2b067bdd898ac8c634aed236f1db0b132f8b02447b4903058e3,10,09e8c6d6ac4fb3bc189642321bc4dbb0e406a0f74c5e06a37de0ece1e81d5a58,sub-07,S1,0.525,0.44727272727272727,200
SIRE-EEG,3,2,edf87410393ce2b067bdd898ac8c634aed236f1db0b132f8b02447b4903058e3,10,09e8c6d6ac4fb3bc189642321bc4dbb0e406a0f74c5e06a37de0ece1e81d5a58,sub-11,S1,0.52,0.3839045051983057,200
SIRE-EEG,3,2,edf87410393ce2b067bdd898ac8c634aed236f1db0b132f8b02447b4903058e3,10,09e8c6d6ac4fb3bc189642321bc4dbb0e406a0f74c5e06a37de0ece1e81d5a58,sub-07,S2,0.53,0.4106583072100314,200
SIRE-EEG,3,2,edf87410393ce2b067bdd898ac8c634aed236f1db0b132f8b02447b4903058e3,10,09e8c6d6ac4fb3bc189642321bc4dbb0e406a0f74c5e06a37de0ece1e81d5a58,sub-11,S2,0.51,0.4050509956289461,200
EEGNet,4,2,8997179aa53f9c2c791b6df3d7d09e5403680763962043663bdd0c244de4b89f,59,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-02,S1,0.775,0.7701677775224086,200
EEGNet,4,2,8997179aa53f9c2c791b6df3d7d09e5403680763962043663bdd0c244de4b89f,59,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-09,S1,0.585,0.5837408159683042,200
EEGNet,4,2,8997179aa53f9c2c791b6df3d7d09e5403680763962043663bdd0c244de4b89f,59,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-02,S2,0.81,0.8067338012409724,200
EEGNet,4,2,8997179aa53f9c2c791b6df3d7d09e5403680763962043663bdd0c244de4b89f,59,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-09,S2,0.7,0.6992481203007519,200
SIRE-EEG,4,2,92d41f924db03da467b0dbe1e06310fdd06db1adfd9e285b702357e81a8c8d44,16,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-02,S1,0.75,0.7406369955389562,200
SIRE-EEG,4,2,92d41f924db03da467b0dbe1e06310fdd06db1adfd9e285b702357e81a8c8d44,16,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-09,S1,0.5800000000000001,0.5796216594935442,200
SIRE-EEG,4,2,92d41f924db03da467b0dbe1e06310fdd06db1adfd9e285b702357e81a8c8d44,16,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-02,S2,0.835,0.8334973132521002,200
SIRE-EEG,4,2,92d41f924db03da467b0dbe1e06310fdd06db1adfd9e285b702357e81a8c8d44,16,45abbf2347ce5878f8fdca522044914d06f947c13125842892a6a6eff1ad2f01,sub-09,S2,0.655,0.6495238095238096,200
