Model,Task,contrast,mean_pp,CI_low_pp,CI_high_pp,n_subjects
TeCh,OpenBMI_ERP,PU_minus_U_worst_pp,0.0,0.0,0.0,14
TeCh,OpenBMI_ERP,PU_minus_U_future_pp,0.0,0.0,0.0,14
TeCh,OpenBMI_ERP,PU_minus_P_worst_pp,8.437499999999998,6.056361607142853,10.78125,14
TeCh,OpenBMI_ERP,U_minus_P_worst_pp,8.437499999999998,6.063988095238093,10.796130952380953,14
TeCh,OpenBMI_ERP,PU_minus_U_PSWA_pp,0.0,0.0,0.0,14
TeCh,OpenBMI_ERP,PU_minus_U_PEEH_pp,0.0,0.0,0.0,14
TeCh,OpenBMI_SSVEP,PU_minus_U_worst_pp,-1.6619047619047609,-2.1952380952380928,-1.1809523809523799,14
TeCh,OpenBMI_SSVEP,PU_minus_U_future_pp,-1.4333333333333322,-1.966666666666664,-0.9714285714285696,14
TeCh,OpenBMI_SSVEP,PU_minus_P_worst_pp,18.414285714285707,15.309523809523808,21.452380952380945,14
TeCh,OpenBMI_SSVEP,U_minus_P_worst_pp,20.076190476190472,16.947499999999994,23.142857142857135,14
TeCh,OpenBMI_SSVEP,PU_minus_U_PSWA_pp,-1.6619047619047618,-2.1952380952380954,-1.1761904761904762,14
TeCh,OpenBMI_SSVEP,PU_minus_U_PEEH_pp,-2.2190476190476196,-2.766666666666667,-1.6857142857142864,14
TeCh,WBCIC_MI,PU_minus_U_worst_pp,0.0,0.0,0.0,10
TeCh,WBCIC_MI,PU_minus_U_future_pp,0.0,0.0,0.0,10
TeCh,WBCIC_MI,PU_minus_P_worst_pp,10.15625,6.177083333333335,14.489583333333334,10
TeCh,WBCIC_MI,U_minus_P_worst_pp,10.15625,6.239583333333334,14.437499999999996,10
TeCh,WBCIC_MI,PU_minus_U_PSWA_pp,0.0,0.0,0.0,10
TeCh,WBCIC_MI,PU_minus_U_PEEH_pp,0.0,0.0,0.0,10
ModernTCN,OpenBMI_MI,PU_minus_U_worst_pp,0.0,0.0,0.0,14
ModernTCN,OpenBMI_MI,PU_minus_U_future_pp,0.0,0.0,0.0,14
ModernTCN,OpenBMI_MI,PU_minus_P_worst_pp,-0.813137755102041,-1.849489795918368,0.3667091836734689,14
ModernTCN,OpenBMI_MI,U_minus_P_worst_pp,-0.813137755102041,-1.8335459183673481,0.33482142857142855,14
ModernTCN,OpenBMI_MI,PU_minus_U_PSWA_pp,0.0,0.0,0.0,14
ModernTCN,OpenBMI_MI,PU_minus_U_PEEH_pp,0.0,0.0,0.0,14
ModernTCN,OpenBMI_ERP,PU_minus_U_worst_pp,0.0,0.0,0.0,14
ModernTCN,OpenBMI_ERP,PU_minus_U_future_pp,0.0,0.0,0.0,14
ModernTCN,OpenBMI_ERP,PU_minus_P_worst_pp,14.858630952380953,11.770833333333332,18.236607142857142,14
ModernTCN,OpenBMI_ERP,U_minus_P_worst_pp,14.858630952380953,11.815476190476192,18.154761904761905,14
ModernTCN,OpenBMI_ERP,PU_minus_U_PSWA_pp,0.0,0.0,0.0,14
ModernTCN,OpenBMI_ERP,PU_minus_U_PEEH_pp,0.0,0.0,0.0,14
ModernTCN,OpenBMI_SSVEP,PU_minus_U_worst_pp,0.0,0.0,0.0,14
ModernTCN,OpenBMI_SSVEP,PU_minus_U_future_pp,0.0,0.0,0.0,14
ModernTCN,OpenBMI_SSVEP,PU_minus_P_worst_pp,11.390476190476194,8.061785714285712,14.514285714285718,14
ModernTCN,OpenBMI_SSVEP,U_minus_P_worst_pp,11.390476190476194,8.07619047619048,14.533333333333333,14
ModernTCN,OpenBMI_SSVEP,PU_minus_U_PSWA_pp,0.0,0.0,0.0,14
ModernTCN,OpenBMI_SSVEP,PU_minus_U_PEEH_pp,0.0,0.0,0.0,14
ModernTCN,WBCIC_MI,PU_minus_U_worst_pp,0.0,0.0,0.0,10
ModernTCN,WBCIC_MI,PU_minus_U_future_pp,0.0,0.0,0.0,10
ModernTCN,WBCIC_MI,PU_minus_P_worst_pp,8.928571428571427,4.285714285714283,13.883928571428573,10
ModernTCN,WBCIC_MI,U_minus_P_worst_pp,8.928571428571427,4.3526785714285685,13.861607142857142,10
ModernTCN,WBCIC_MI,PU_minus_U_PSWA_pp,0.0,0.0,0.0,10
ModernTCN,WBCIC_MI,PU_minus_U_PEEH_pp,0.0,0.0,0.0,10
Medformer,OpenBMI_MI,PU_minus_U_worst_pp,0.0,0.0,0.0,14
Medformer,OpenBMI_MI,PU_minus_U_future_pp,0.0,0.0,0.0,14
Medformer,OpenBMI_MI,PU_minus_P_worst_pp,5.833333333333331,4.754464285714284,6.8824404761904745,14
Medformer,OpenBMI_MI,U_minus_P_worst_pp,5.833333333333331,4.76190476190476,6.867559523809523,14
Medformer,OpenBMI_MI,PU_minus_U_PSWA_pp,0.0,0.0,0.0,14
Medformer,OpenBMI_MI,PU_minus_U_PEEH_pp,0.0,0.0,0.0,14
Medformer,OpenBMI_ERP,PU_minus_U_worst_pp,0.14349489795918197,-0.08769132653061451,0.37468112244897844,14
Medformer,OpenBMI_ERP,PU_minus_U_future_pp,0.1036352040816305,-0.1594387755102075,0.35076530612244855,14
Medformer,OpenBMI_ERP,PU_minus_P_worst_pp,12.332589285714286,10.865752551020407,13.919005102040813,14
Medformer,OpenBMI_ERP,U_minus_P_worst_pp,12.189094387755102,10.666454081632653,13.823341836734697,14
Medformer,OpenBMI_ERP,PU_minus_U_PSWA_pp,0.14349489795918377,-0.07991868622448968,0.37468112244897955,14
Medformer,OpenBMI_ERP,PU_minus_U_PEEH_pp,0.09566326530612271,-0.1833545918367341,0.3746811224489801,14
Medformer,OpenBMI_SSVEP,PU_minus_U_worst_pp,0.0,0.0,0.0,14
Medformer,OpenBMI_SSVEP,PU_minus_U_future_pp,0.0,0.0,0.0,14
Medformer,OpenBMI_SSVEP,PU_minus_P_worst_pp,36.857142857142854,28.095119047619047,44.58107142857142,14
Medformer,OpenBMI_SSVEP,U_minus_P_worst_pp,36.857142857142854,28.047619047619047,44.55249999999999,14
Medformer,OpenBMI_SSVEP,PU_minus_U_PSWA_pp,0.0,0.0,0.0,14
Medformer,OpenBMI_SSVEP,PU_minus_U_PEEH_pp,0.0,0.0,0.0,14
Medformer,WBCIC_MI,PU_minus_U_worst_pp,0.0,0.0,0.0,10
Medformer,WBCIC_MI,PU_minus_U_future_pp,0.0,0.0,0.0,10
Medformer,WBCIC_MI,PU_minus_P_worst_pp,19.27455357142857,11.517857142857144,27.388392857142854,10
Medformer,WBCIC_MI,U_minus_P_worst_pp,19.27455357142857,11.640625000000002,27.34375,10
Medformer,WBCIC_MI,PU_minus_U_PSWA_pp,0.0,0.0,0.0,10
Medformer,WBCIC_MI,PU_minus_U_PEEH_pp,0.0,0.0,0.0,10
EEGConformer,OpenBMI_MI,PU_minus_U_worst_pp,0.0,0.0,0.0,14
EEGConformer,OpenBMI_MI,PU_minus_U_future_pp,0.0,0.0,0.0,14
EEGConformer,OpenBMI_MI,PU_minus_P_worst_pp,5.944940476190477,4.360119047619048,7.4404761904761925,14
EEGConformer,OpenBMI_MI,U_minus_P_worst_pp,5.944940476190477,4.374999999999999,7.4181547619047645,14
EEGConformer,OpenBMI_MI,PU_minus_U_PSWA_pp,0.0,0.0,0.0,14
EEGConformer,OpenBMI_MI,PU_minus_U_PEEH_pp,0.0,0.0,0.0,14
EEGConformer,OpenBMI_ERP,PU_minus_U_worst_pp,0.0818452380952382,-0.3571428571428575,0.5208333333333323,14
EEGConformer,OpenBMI_ERP,PU_minus_U_future_pp,0.029761904761904656,-0.37946428571428636,0.45386904761904645,14
EEGConformer,OpenBMI_ERP,PU_minus_P_worst_pp,8.407738095238097,6.436011904761906,10.312500000000002,14
EEGConformer,OpenBMI_ERP,U_minus_P_worst_pp,8.32589285714286,6.1383928571428585,10.215959821428555,14
EEGConformer,OpenBMI_ERP,PU_minus_U_PSWA_pp,0.08184523809523811,-0.349702380952381,0.5208333333333334,14
EEGConformer,OpenBMI_ERP,PU_minus_U_PEEH_pp,-0.11904761904761914,-0.48363095238095244,0.2752976190476188,14
EEGConformer,OpenBMI_SSVEP,PU_minus_U_worst_pp,0.0,0.0,0.0,14
EEGConformer,OpenBMI_SSVEP,PU_minus_U_future_pp,0.0,0.0,0.0,14
EEGConformer,OpenBMI_SSVEP,PU_minus_P_worst_pp,31.87142857142857,24.880952380952376,37.800000000000004,14
EEGConformer,OpenBMI_SSVEP,U_minus_P_worst_pp,31.87142857142857,24.856904761904758,37.776428571428546,14
EEGConformer,OpenBMI_SSVEP,PU_minus_U_PSWA_pp,0.0,0.0,0.0,14
EEGConformer,OpenBMI_SSVEP,PU_minus_U_PEEH_pp,0.0,0.0,0.0,14
EEGConformer,WBCIC_MI,PU_minus_U_worst_pp,0.0,0.0,0.0,10
EEGConformer,WBCIC_MI,PU_minus_U_future_pp,0.0,0.0,0.0,10
EEGConformer,WBCIC_MI,PU_minus_P_worst_pp,17.36778846153846,9.471153846153848,25.589242788461515,10
EEGConformer,WBCIC_MI,U_minus_P_worst_pp,17.36778846153846,9.482872596153847,25.673076923076916,10
EEGConformer,WBCIC_MI,PU_minus_U_PSWA_pp,0.0,0.0,0.0,10
EEGConformer,WBCIC_MI,PU_minus_U_PEEH_pp,0.0,0.0,0.0,10
FBCNet,OpenBMI_MI,PU_minus_U_worst_pp,0.0,0.0,0.0,14
FBCNet,OpenBMI_MI,PU_minus_U_future_pp,0.0,0.0,0.0,14
FBCNet,OpenBMI_MI,PU_minus_P_worst_pp,5.666208791208789,3.2022664835164827,8.216002747252746,14
FBCNet,OpenBMI_MI,U_minus_P_worst_pp,5.666208791208789,3.185096153846152,8.173291552197785,14
FBCNet,OpenBMI_MI,PU_minus_U_PSWA_pp,0.0,0.0,0.0,14
FBCNet,OpenBMI_MI,PU_minus_U_PEEH_pp,0.0,0.0,0.0,14
FBCNet,OpenBMI_ERP,PU_minus_U_worst_pp,0.0,0.0,0.0,14
FBCNet,OpenBMI_ERP,PU_minus_U_future_pp,0.0,0.0,0.0,14
FBCNet,OpenBMI_ERP,PU_minus_P_worst_pp,15.736607142857144,12.19494047619048,19.486607142857142,14
FBCNet,OpenBMI_ERP,U_minus_P_worst_pp,15.736607142857144,12.254464285714288,19.508928571428577,14
FBCNet,OpenBMI_ERP,PU_minus_U_PSWA_pp,0.0,0.0,0.0,14
FBCNet,OpenBMI_ERP,PU_minus_U_PEEH_pp,0.0,0.0,0.0,14
FBCNet,OpenBMI_SSVEP,PU_minus_U_worst_pp,0.0,0.0,0.0,14
FBCNet,OpenBMI_SSVEP,PU_minus_U_future_pp,0.0,0.0,0.0,14
FBCNet,OpenBMI_SSVEP,PU_minus_P_worst_pp,37.48571428571428,31.35238095238096,43.404761904761905,14
FBCNet,OpenBMI_SSVEP,U_minus_P_worst_pp,37.48571428571428,31.400000000000006,43.290476190476184,14
FBCNet,OpenBMI_SSVEP,PU_minus_U_PSWA_pp,0.0,0.0,0.0,14
FBCNet,OpenBMI_SSVEP,PU_minus_U_PEEH_pp,0.0,0.0,0.0,14
FBCNet,WBCIC_MI,PU_minus_U_worst_pp,0.0,0.0,0.0,10
FBCNet,WBCIC_MI,PU_minus_U_future_pp,0.0,0.0,0.0,10
FBCNet,WBCIC_MI,PU_minus_P_worst_pp,1.09375,-1.5625,3.90625,10
FBCNet,WBCIC_MI,U_minus_P_worst_pp,1.09375,-1.5625,3.90625,10
FBCNet,WBCIC_MI,PU_minus_U_PSWA_pp,0.0,0.0,0.0,10
FBCNet,WBCIC_MI,PU_minus_U_PEEH_pp,0.0,0.0,0.0,10
