model,task,fold,seed,status,active_rank,candidate_blocks,k,PU_blocks,U_only_blocks,P_only_blocks
TeCh,WBCIC_MI,4,0,ESTIMABLE,20,5,4,1,1,0
TeCh,WBCIC_MI,4,1,ESTIMABLE,17,5,8,1;2,1;2,0;1
TeCh,WBCIC_MI,4,2,ESTIMABLE,20,6,4,2,2,1
ModernTCN,OpenBMI_MI,1,1,ESTIMABLE,20,8,4,4,4,0;1;2;7
ModernTCN,OpenBMI_MI,1,2,ESTIMABLE,20,8,4,4,4,0;1;2;3
ModernTCN,OpenBMI_MI,2,0,ESTIMABLE,20,9,1,0,0,0
ModernTCN,OpenBMI_MI,2,1,ESTIMABLE,20,8,1,0,0,0
ModernTCN,OpenBMI_MI,2,2,ESTIMABLE,20,9,1,0,0,0
ModernTCN,OpenBMI_MI,3,2,ESTIMABLE,20,10,1,1,1,0
ModernTCN,OpenBMI_MI,4,1,ESTIMABLE,20,8,4,5,5,0;1;2;3
ModernTCN,OpenBMI_ERP,0,0,ESTIMABLE,20,9,2,3;4,3;4,0;1
ModernTCN,OpenBMI_ERP,0,1,ESTIMABLE,20,8,2,3,3,0;2
ModernTCN,OpenBMI_ERP,0,2,ESTIMABLE,20,9,2,3;4,3;4,0;1
ModernTCN,OpenBMI_ERP,1,0,ESTIMABLE,20,8,3,2;3,2;3,0;1;3
ModernTCN,OpenBMI_ERP,1,1,ESTIMABLE,20,10,3,2;3;4,2;3;4,0;1;2
ModernTCN,OpenBMI_ERP,1,2,ESTIMABLE,20,8,7,3;4,3;4,0;1;2;3
ModernTCN,OpenBMI_ERP,2,0,ESTIMABLE,20,9,1,4,4,0
ModernTCN,OpenBMI_ERP,2,1,ESTIMABLE,20,8,3,3,3,0;1;2
ModernTCN,OpenBMI_ERP,2,2,ESTIMABLE,20,9,2,4,4,0;1
ModernTCN,OpenBMI_ERP,3,0,ESTIMABLE,20,7,4,3,3,1;2
ModernTCN,OpenBMI_ERP,3,1,ESTIMABLE,20,8,5,3;4,3;4,0;1;2;3
ModernTCN,OpenBMI_ERP,3,2,ESTIMABLE,20,8,4,4,4,0;1;2;3
ModernTCN,OpenBMI_ERP,4,0,ESTIMABLE,20,7,10,2;3;4,2;3;4,0;1;3;6
ModernTCN,OpenBMI_ERP,4,1,ESTIMABLE,20,7,4,3,3,0;1;2
ModernTCN,OpenBMI_ERP,4,2,ESTIMABLE,20,7,2,2,2,1
ModernTCN,OpenBMI_SSVEP,0,0,ESTIMABLE,20,8,4,1;2,1;2,0;1;3
ModernTCN,OpenBMI_SSVEP,0,1,ESTIMABLE,20,7,6,1;2,1;2,0;2;6
ModernTCN,OpenBMI_SSVEP,0,2,ESTIMABLE,20,7,4,1;2,1;2,1;2
ModernTCN,OpenBMI_SSVEP,1,0,ESTIMABLE,20,8,3,1;2;3,1;2;3,0;1;2
ModernTCN,OpenBMI_SSVEP,1,1,ESTIMABLE,20,8,4,1;2;3,1;2;3,0;1;3
ModernTCN,OpenBMI_SSVEP,1,2,ESTIMABLE,20,8,3,1;2;3,1;2;3,0;1;2
ModernTCN,OpenBMI_SSVEP,2,0,ESTIMABLE,20,8,5,2;3,2;3,0;3
ModernTCN,OpenBMI_SSVEP,2,1,ESTIMABLE,20,9,4,2;3,2;3,0;1;2;4
ModernTCN,OpenBMI_SSVEP,2,2,ESTIMABLE,20,8,3,2;3,2;3,0;1;2
ModernTCN,OpenBMI_SSVEP,3,0,ESTIMABLE,20,8,7,2;3;4,2;3;4,0;1;2;4
ModernTCN,OpenBMI_SSVEP,3,1,ESTIMABLE,20,8,5,2;3,2;3,0;3
ModernTCN,OpenBMI_SSVEP,3,2,ESTIMABLE,20,8,7,2;3;4,2;3;4,0;1;2;4
ModernTCN,OpenBMI_SSVEP,4,0,ESTIMABLE,20,10,4,1;3;4;5,1;3;4;5,0;1;2;3
ModernTCN,OpenBMI_SSVEP,4,1,ESTIMABLE,20,9,3,1;2;3,1;2;3,0;1;2
ModernTCN,OpenBMI_SSVEP,4,2,ESTIMABLE,20,9,3,1;3,1;3,0;1;2
ModernTCN,WBCIC_MI,1,0,ESTIMABLE,20,7,4,3,3,0;1;2
ModernTCN,WBCIC_MI,2,0,ESTIMABLE,20,8,1,2,2,0
ModernTCN,WBCIC_MI,2,1,ESTIMABLE,20,9,2,2;4,2;4,0;1
ModernTCN,WBCIC_MI,2,2,ESTIMABLE,20,9,1,2,2,0
ModernTCN,WBCIC_MI,4,0,ESTIMABLE,20,9,1,2,2,0
ModernTCN,WBCIC_MI,4,1,ESTIMABLE,20,10,2,3,3,0;1
ModernTCN,WBCIC_MI,4,2,ESTIMABLE,20,10,5,3;5,3;5,0;1;2;3;4
Medformer,OpenBMI_MI,0,0,ESTIMABLE,20,8,4,4,4,0;1;2;3
Medformer,OpenBMI_MI,0,1,ESTIMABLE,20,9,3,5,5,0;1;2
Medformer,OpenBMI_MI,0,2,ESTIMABLE,20,10,3,3;4,3;4,0;1;2
Medformer,OpenBMI_MI,1,0,ESTIMABLE,20,9,3,5,5,0;1;2
Medformer,OpenBMI_MI,1,1,ESTIMABLE,20,10,2,5,5,0;1
Medformer,OpenBMI_MI,1,2,ESTIMABLE,20,8,4,3,3,0;1;2;7
Medformer,OpenBMI_MI,2,0,ESTIMABLE,20,9,4,5,5,0;1;2;4
Medformer,OpenBMI_MI,2,1,ESTIMABLE,20,7,4,3,3,1;2
Medformer,OpenBMI_MI,2,2,ESTIMABLE,20,7,4,3,3,0;2
Medformer,OpenBMI_MI,3,0,ESTIMABLE,20,8,4,3,3,0;1;2;7
Medformer,OpenBMI_MI,3,1,ESTIMABLE,20,9,3,4;5,4;5,0;1;3
Medformer,OpenBMI_MI,3,2,ESTIMABLE,20,8,2,3,3,0;1
Medformer,OpenBMI_MI,4,0,ESTIMABLE,20,9,2,3,3,0;1
Medformer,OpenBMI_MI,4,1,ESTIMABLE,20,7,3,2,2,2
Medformer,OpenBMI_MI,4,2,ESTIMABLE,20,8,5,3;4,3;4,0;4
Medformer,OpenBMI_ERP,0,0,ESTIMABLE,20,8,5,2;5,2;5,0;1;2;3
Medformer,OpenBMI_ERP,0,1,ESTIMABLE,20,8,4,4,4,0;1;2;7
Medformer,OpenBMI_ERP,0,2,ESTIMABLE,20,8,4,4,4,0;1;2
Medformer,OpenBMI_ERP,1,0,ESTIMABLE,20,8,8,4;5,4;5,0;1;2;3;4
Medformer,OpenBMI_ERP,1,1,ESTIMABLE,20,9,8,5;6,5;6,0;1;2;3;4;8
Medformer,OpenBMI_ERP,1,2,ESTIMABLE,20,8,9,3;4;5,3;4;5,0;4;5
Medformer,OpenBMI_ERP,2,0,ESTIMABLE,20,7,4,4,4,0;1;6
Medformer,OpenBMI_ERP,2,1,ESTIMABLE,20,10,4,6,6,0;1;2;3
Medformer,OpenBMI_ERP,2,2,ESTIMABLE,20,8,4,5,5,0;1;3
Medformer,OpenBMI_ERP,3,0,ESTIMABLE,20,8,5,2;4,4;7,0;3
Medformer,OpenBMI_ERP,3,2,ESTIMABLE,20,8,4,4,4,0;1;2;7
Medformer,OpenBMI_ERP,4,0,ESTIMABLE,20,8,6,4;5,4;5,0;1;2;3
Medformer,OpenBMI_ERP,4,1,ESTIMABLE,20,8,8,4;5,4;5,0;1;2;3;7
Medformer,OpenBMI_ERP,4,2,ESTIMABLE,20,9,8,5;6,5;6,0;1;2;3;4;8
Medformer,OpenBMI_SSVEP,0,0,ESTIMABLE,20,6,8,2;3,2;3,0;1;2
Medformer,OpenBMI_SSVEP,0,1,ESTIMABLE,20,6,8,2;3,2;3,0;1;2
Medformer,OpenBMI_SSVEP,0,2,ESTIMABLE,20,8,7,3;4,3;4,0;1;2;3
Medformer,OpenBMI_SSVEP,1,0,ESTIMABLE,20,9,6,3;4,3;4,0;1;2;3
Medformer,OpenBMI_SSVEP,1,1,ESTIMABLE,20,8,7,3;4,3;4,0;1;2;3
Medformer,OpenBMI_SSVEP,1,2,ESTIMABLE,20,8,7,3;4,3;4,0;1;2;3
Medformer,OpenBMI_SSVEP,2,0,ESTIMABLE,20,8,6,4;5,4;5,0;1;3;4
Medformer,OpenBMI_SSVEP,2,1,ESTIMABLE,20,6,8,2;3,2;3,0;1;5
Medformer,OpenBMI_SSVEP,2,2,ESTIMABLE,20,8,8,4;5,4;5,0;1;2;3;7
Medformer,OpenBMI_SSVEP,3,0,ESTIMABLE,20,6,8,2;3,2;3,0;1;5
Medformer,OpenBMI_SSVEP,3,1,ESTIMABLE,20,6,4,2,2,0
Medformer,OpenBMI_SSVEP,3,2,ESTIMABLE,20,6,4,2,2,0
Medformer,OpenBMI_SSVEP,4,0,ESTIMABLE,20,7,8,3;4,3;4,0;1;2;3
Medformer,OpenBMI_SSVEP,4,1,ESTIMABLE,20,7,8,3;4,3;4,0;1;2;3
Medformer,OpenBMI_SSVEP,4,2,ESTIMABLE,20,7,8,3;4,3;4,0;1;2;3
Medformer,WBCIC_MI,0,0,ESTIMABLE,20,7,4,2,2,0;1;6
Medformer,WBCIC_MI,0,1,ESTIMABLE,20,8,4,3,3,0;1;2
Medformer,WBCIC_MI,0,2,ESTIMABLE,20,8,4,2;3,2;3,0;3
Medformer,WBCIC_MI,1,0,ESTIMABLE,20,10,2,4;5,4;5,0;1
Medformer,WBCIC_MI,1,1,ESTIMABLE,20,8,4,4,4,0;1;2;3
Medformer,WBCIC_MI,1,2,ESTIMABLE,20,10,1,4,4,0
Medformer,WBCIC_MI,2,0,ESTIMABLE,20,7,4,3,3,0;1;2
Medformer,WBCIC_MI,2,1,ESTIMABLE,20,7,4,3,3,0;1;2
Medformer,WBCIC_MI,2,2,ESTIMABLE,20,8,4,4,4,0;1;2
Medformer,WBCIC_MI,3,0,ESTIMABLE,20,7,4,2,2,0;1;6
Medformer,WBCIC_MI,3,1,ESTIMABLE,20,7,4,3,3,0;1;2
Medformer,WBCIC_MI,4,0,ESTIMABLE,20,8,4,4,4,0;1;2;3
Medformer,WBCIC_MI,4,1,ESTIMABLE,20,9,3,5,5,0;1;2
Medformer,WBCIC_MI,4,2,ESTIMABLE,20,7,4,3,3,0;1;2
EEGConformer,OpenBMI_MI,0,0,ESTIMABLE,20,7,1,2,2,0
EEGConformer,OpenBMI_MI,0,1,ESTIMABLE,20,8,5,3;4,3;4,0;4
EEGConformer,OpenBMI_MI,0,2,ESTIMABLE,20,7,3,1;2,1;2,0;2
EEGConformer,OpenBMI_MI,1,0,ESTIMABLE,20,8,5,2;3,2;3,0;3
EEGConformer,OpenBMI_MI,1,1,ESTIMABLE,20,8,4,3,3,0;1;2;7
EEGConformer,OpenBMI_MI,1,2,ESTIMABLE,20,7,5,2;3,2;3,0;3
EEGConformer,OpenBMI_MI,2,0,ESTIMABLE,20,8,5,2;3,2;3,0;3
EEGConformer,OpenBMI_MI,2,1,ESTIMABLE,20,7,7,1;2;3,1;2;3,0;2;3
EEGConformer,OpenBMI_MI,2,2,ESTIMABLE,20,8,5,1;3,1;3,0;3
EEGConformer,OpenBMI_MI,3,0,ESTIMABLE,20,7,4,3,3,0;1;2
EEGConformer,OpenBMI_MI,3,1,ESTIMABLE,20,8,5,2;3,2;3,0;3
EEGConformer,OpenBMI_MI,3,2,ESTIMABLE,20,8,4,2;3,2;3,0;1;2
EEGConformer,OpenBMI_MI,4,0,ESTIMABLE,20,9,3,3;4,3;4,0;1;2
EEGConformer,OpenBMI_MI,4,1,ESTIMABLE,20,8,6,2;3;4,2;3;4,0;1;4
EEGConformer,OpenBMI_MI,4,2,ESTIMABLE,20,8,8,1;2;3;4,1;2;3;4,0;1;2;4
EEGConformer,OpenBMI_ERP,0,0,ESTIMABLE,20,8,4,4,4,0;1;2;3
EEGConformer,OpenBMI_ERP,0,1,ESTIMABLE,20,7,8,3;4,3;4,0;1;2;3
EEGConformer,OpenBMI_ERP,0,2,ESTIMABLE,20,10,5,5;6,5;6,0;1;2;3;4
EEGConformer,OpenBMI_ERP,1,0,ESTIMABLE,20,8,8,3;4,4;6,0;1;2;3;7
EEGConformer,OpenBMI_ERP,1,1,ESTIMABLE,20,8,4,4,4,0;1;2;3
EEGConformer,OpenBMI_ERP,1,2,ESTIMABLE,20,9,9,4;5;6,4;5;6,0;1;2;3;4;5
EEGConformer,OpenBMI_ERP,2,0,ESTIMABLE,20,6,4,3,3,0;5
EEGConformer,OpenBMI_ERP,2,1,ESTIMABLE,20,8,4,5,5,0;1;2
EEGConformer,OpenBMI_ERP,2,2,ESTIMABLE,20,7,8,3;4,4;6,0;1;2;3
EEGConformer,OpenBMI_ERP,3,0,ESTIMABLE,20,8,4,4,4,0;1;2;7
EEGConformer,OpenBMI_ERP,3,1,ESTIMABLE,20,7,8,4;5,4;5,0;1;2;3
EEGConformer,OpenBMI_ERP,3,2,ESTIMABLE,20,7,4,5,5,0;1;2
EEGConformer,OpenBMI_ERP,4,0,ESTIMABLE,20,7,4,4,4,0;1
EEGConformer,OpenBMI_ERP,4,1,ESTIMABLE,20,7,4,4,4,0;1;6
EEGConformer,OpenBMI_ERP,4,2,ESTIMABLE,20,7,8,3;5,3;5,0;1;2;3
EEGConformer,OpenBMI_SSVEP,0,0,ESTIMABLE,20,8,4,4,4,0;1
EEGConformer,OpenBMI_SSVEP,0,1,ESTIMABLE,20,8,8,4;5,4;5,0;1;2;3;7
EEGConformer,OpenBMI_SSVEP,0,2,ESTIMABLE,20,7,4,3,3,0;2;6
EEGConformer,OpenBMI_SSVEP,1,0,ESTIMABLE,20,10,5,1;2;4;5,1;2;4;5,0;1;2;3;4
