model,task,variant,seed,fold,selected_epoch,inner_val_BA,epochs_ran,early_stopped,checkpoint,checkpoint_sha256,elapsed_seconds,trainable_parameters,reused_protocol_identical,reference_only
LiteBN,OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,0,0,32.0,0.7133333333333334,40,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B3_SINGLE_SPATIAL_BASIS/fold0/selected.pt,fd2c36c370aa7ec649354cdeb87ef135c3077e15c285929df2bfc7bcf73ab161,60.043112765066326,46874,,
LiteBN,OpenBMI_MI,B4_ONE_STAGE_BACKEND,0,0,28.0,0.7183333333333334,36,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B4_ONE_STAGE_BACKEND/fold0/selected.pt,51e8da57570d308193378c9bf1e2d8b3c69bcfdeab03b9ceb0009c72711520b4,61.01393064111471,41770,,
LiteBN,OpenBMI_MI,B1_SAME_SCALE_63,0,1,25.0,0.775,33,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B1_SAME_SCALE_63/fold1/selected.pt,be40c243d1bedfdf843e0f9b1fac18c6406aeca17b8af72354ded89f5c5567f4,56.055193171836436,47850,,
LiteBN,OpenBMI_MI,B2_SCALE_COLLAPSE,0,1,14.0,0.7383333333333333,22,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B2_SCALE_COLLAPSE/fold1/selected.pt,7de0094489b57033001c50b7bb94831cb5ceeedbcb78a46acbff9c830f91c435,37.47461019549519,47978,,
LiteBN,OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,0,1,22.0,0.7233333333333333,30,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B3_SINGLE_SPATIAL_BASIS/fold1/selected.pt,58bb1eaf2ed8f62200bdcedb2db89e55cf61f0d6ebbb57857948307643107ec8,44.62465321365744,46874,,
LiteBN,OpenBMI_MI,B4_ONE_STAGE_BACKEND,0,1,44.0,0.7966666666666667,52,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B4_ONE_STAGE_BACKEND/fold1/selected.pt,9748c14cc60345933f68a409eadbd9bd9aa031a1189f0ff095eed1c91daab721,87.86313547659665,41770,,
LiteBN,OpenBMI_MI,B1_SAME_SCALE_63,0,2,12.0,0.755,20,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B1_SAME_SCALE_63/fold2/selected.pt,f61d7c6094fd254c7a7b75627fefa2004ecf8f8166d243403ed3e6920430ea0b,34.013435550034046,47850,,
LiteBN,OpenBMI_MI,B2_SCALE_COLLAPSE,0,2,11.0,0.745,19,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B2_SCALE_COLLAPSE/fold2/selected.pt,500319ba3fcb0e04f98e028c324e17ff9055ae3b7cec967b6a023e801b4b51a2,32.32742284797132,47978,,
LiteBN,OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,0,2,15.0,0.7549999999999999,23,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B3_SINGLE_SPATIAL_BASIS/fold2/selected.pt,4ebc3c2a37ba0480e08a22a2b4865ff93cfda5eb7cebeb689dd5f19e7c5116ea,34.13969014212489,46874,,
LiteBN,OpenBMI_MI,B4_ONE_STAGE_BACKEND,0,2,44.0,0.7799999999999999,52,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B4_ONE_STAGE_BACKEND/fold2/selected.pt,f1cf3ee43a2e3fcad18c010262f33d39256534e65550a8c06709e999e5ee1824,87.90207446366549,41770,,
LiteBN,OpenBMI_MI,B1_SAME_SCALE_63,0,3,15.0,0.7616666666666667,23,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B1_SAME_SCALE_63/fold3/selected.pt,ee49dd726605960c4f7cc74cf9550d318a6dd0801b255ad416fae6ac4b7dbd42,39.14965968579054,47850,,
LiteBN,OpenBMI_MI,B2_SCALE_COLLAPSE,0,3,31.0,0.7566666666666667,39,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B2_SCALE_COLLAPSE/fold3/selected.pt,cdf8b5c9d0c01a8e080428333d0ef9a7e1f1468645e1de0bba44004aec2b3e46,66.59295094758272,47978,,
LiteBN,OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,0,3,31.0,0.7549999999999999,39,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B3_SINGLE_SPATIAL_BASIS/fold3/selected.pt,3dc7716f5239d82e8a3e596124329efa36a2900a7e93e3e56b88a23c9e6384f1,57.90870671067387,46874,,
LiteBN,OpenBMI_MI,B4_ONE_STAGE_BACKEND,0,3,45.0,0.7766666666666667,53,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B4_ONE_STAGE_BACKEND/fold3/selected.pt,672f898b98e480520a05ac5e11d71ea1a66b64bc886cc37fb5807c798b65fa2c,89.66874472331256,41770,,
LiteBN,OpenBMI_MI,B1_SAME_SCALE_63,0,4,36.0,0.7233333333333333,44,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B1_SAME_SCALE_63/fold4/selected.pt,dc596015a689eacc0ff8cb78e801f8fd3e675df71dcb7eb1921fd15322f903ae,75.43072257842869,47850,,
LiteBN,OpenBMI_MI,B2_SCALE_COLLAPSE,0,4,17.0,0.7066666666666667,25,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B2_SCALE_COLLAPSE/fold4/selected.pt,789b7ec0a35f00af8db724a123d98edb15ba368c3e0959c81117c58d7fdcda7f,42.66678677871823,47978,,
LiteBN,OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,0,4,14.0,0.7200000000000001,22,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B3_SINGLE_SPATIAL_BASIS/fold4/selected.pt,f161fd6a3e4539d75132f54a962935549062c4c1690759777997dae8f1d09460,32.77362736966461,46874,,
LiteBN,OpenBMI_MI,B4_ONE_STAGE_BACKEND,0,4,44.0,0.735,52,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B4_ONE_STAGE_BACKEND/fold4/selected.pt,50ab3683ae7282c95645a2351b881961bfcccee02d9674897c7f7196245ac448,87.84785353112966,41770,,
LiteBN,OpenBMI_ERP,B1_SAME_SCALE_63,0,0,10.0,0.8735858585858587,18,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B1_SAME_SCALE_63/fold0/selected.pt,7b82685b20cc3accd8863b7d15c295dd5f9773f48f03fa2bb1d8cf4ca232b6ba,164.00257489923388,47850,,
LiteBN,OpenBMI_ERP,B2_SCALE_COLLAPSE,0,0,10.0,0.8798989898989898,18,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B2_SCALE_COLLAPSE/fold0/selected.pt,801528b7e8a4a774af234b95f18a487b076e68ba4c710e7356f7f4999f48fe99,169.58754562493414,47978,,
LiteBN,OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,0,14.0,0.8759595959595959,22,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B3_SINGLE_SPATIAL_BASIS/fold0/selected.pt,3b532bcc1a5e738c158bded60b28ee8466b389f6a2b3812224da7d70772fc5af,218.9606063356623,46874,,
LiteBN,OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,0,17.0,0.8735858585858584,25,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B4_ONE_STAGE_BACKEND/fold0/selected.pt,7e2b0a5aadaaf9c164a3aa2a81901b6a61da75ef6632699b8c6872e080226f54,223.4600062770769,41770,,
LiteBN,OpenBMI_ERP,B1_SAME_SCALE_63,0,1,14.0,0.8352020202020203,22,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B1_SAME_SCALE_63/fold1/selected.pt,47aaba8020ac6ee096e95ca32365a8e67cc570d2935a908ea8cb47508f86ec76,202.90288868173957,47850,,
LiteBN,OpenBMI_ERP,B2_SCALE_COLLAPSE,0,1,14.0,0.8376767676767677,22,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B2_SCALE_COLLAPSE/fold1/selected.pt,249ebb44511cb143647eb41c85c9d3c488b34d31da8070742ce98d0e4e83475c,199.83149703312665,47978,,
LiteBN,OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,1,14.0,0.8333333333333334,22,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B3_SINGLE_SPATIAL_BASIS/fold1/selected.pt,d6ca6afb61bba46e5575f8a8e362041328a4921f0814e13778bf676899e3e46c,176.88696872722358,46874,,
LiteBN,OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,1,10.0,0.8276767676767677,18,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B4_ONE_STAGE_BACKEND/fold1/selected.pt,48105fad30f83318582d4d19d0464f99307b0af745cedbbd19f2e320167e4c49,148.96250908169895,41770,,
LiteBN,OpenBMI_ERP,B1_SAME_SCALE_63,0,2,17.0,0.7966666666666667,25,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B1_SAME_SCALE_63/fold2/selected.pt,9d7b1a9673674fee8f9d7c79b10b1a5bea78324f01e9ea6259354ff4e735e50a,210.71104378812015,47850,,
LiteBN,OpenBMI_ERP,B2_SCALE_COLLAPSE,0,2,30.0,0.8054040404040403,38,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B2_SCALE_COLLAPSE/fold2/selected.pt,4d5801a2b35447363ae0040d66d1c726e824278c2fb387cbac60cfc19541d29e,346.95181438792497,47978,,
LiteBN,OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,2,16.0,0.8101010101010101,24,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B3_SINGLE_SPATIAL_BASIS/fold2/selected.pt,88a392fa36ab383db02fc29b7acf01e23c09a89db57970ed17491485d4ff9029,230.51485237665474,46874,,
LiteBN,OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,2,19.0,0.7879797979797979,27,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B4_ONE_STAGE_BACKEND/fold2/selected.pt,cf6876d29d97127c647434e7f384e994b0ce3c9345d121d22d50d199ce196247,239.5090695526451,41770,,
LiteBN,OpenBMI_ERP,B1_SAME_SCALE_63,0,3,10.0,0.8444949494949495,18,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B1_SAME_SCALE_63/fold3/selected.pt,b2d97ca63a9ef94b44c0f8aadd76e4f671cfd754f6216eaa7c81d63341677e77,169.28507390245795,47850,,
LiteBN,OpenBMI_ERP,B2_SCALE_COLLAPSE,0,3,13.0,0.8366161616161616,21,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B2_SCALE_COLLAPSE/fold3/selected.pt,07ca58f493b8dc977e65e3fe3608e808b0cc0f4f73f0834d770e6ed9d2e5b615,202.34302964434028,47978,,
LiteBN,OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,3,10.0,0.8408080808080807,18,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B3_SINGLE_SPATIAL_BASIS/fold3/selected.pt,ce8be1a029a9c18764f2c8daf463483bcd453d5fa2d7f26aab35ab1905829b0c,170.79675278626382,46874,,
LiteBN,OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,3,10.0,0.8316161616161616,18,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B4_ONE_STAGE_BACKEND/fold3/selected.pt,5263ef6f99519e464e7cb9f112e0f795aa4d2df0a745dcd74f3e754e84e9650b,160.84199668001384,41770,,
LiteBN,OpenBMI_ERP,B1_SAME_SCALE_63,0,4,14.0,0.8344949494949495,22,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B1_SAME_SCALE_63/fold4/selected.pt,8442a3ac1d9055c2a2d5f85c3f1b9495ed30fb98564563b8de945e1ab24635ab,207.6840996146202,47850,,
LiteBN,OpenBMI_ERP,B2_SCALE_COLLAPSE,0,4,15.0,0.8204545454545454,23,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B2_SCALE_COLLAPSE/fold4/selected.pt,58e2b3f143d8f98ec6a223174a9125d2b7f86f05d6efd73bd3e2a4f5dca29a8b,216.1593208257109,47978,,
LiteBN,OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,4,14.0,0.833939393939394,22,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B3_SINGLE_SPATIAL_BASIS/fold4/selected.pt,a1e4733b79bd5741d7252e0cbb34beec90a01f1ea6ad045c1e5b89d353373091,224.91228936612606,46874,,
LiteBN,OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,4,19.0,0.8111616161616162,27,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B4_ONE_STAGE_BACKEND/fold4/selected.pt,1a02fe7b2ac6db10c699bebb87e43d986f190c2e90316b0bb3e466a824c141ee,241.64236899279058,41770,,
LiteBN,OpenBMI_SSVEP,B1_SAME_SCALE_63,0,0,31.0,0.9583333333333334,39,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B1_SAME_SCALE_63/fold0/selected.pt,89ab99801503da8316ef7d047e8b20b2412de7f856bcb632eaadac2e219e0591,66.69895389676094,47980,,
LiteBN,OpenBMI_SSVEP,B2_SCALE_COLLAPSE,0,0,33.0,0.935,41,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B2_SCALE_COLLAPSE/fold0/selected.pt,48642c7f3e60dae3e9ce1afeeb1c7a7667f4e9f0ed55a97fd428df1d29a674ca,69.0707196034491,48108,,
LiteBN,OpenBMI_SSVEP,B3_SINGLE_SPATIAL_BASIS,0,0,25.0,0.9483333333333334,33,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B3_SINGLE_SPATIAL_BASIS/fold0/selected.pt,faea0515c8fb4af36db4d93485a0fbdd4dcb5e0a8cddc527d089f183c1e46206,48.84793047513813,47004,,
LiteBN,OpenBMI_SSVEP,B4_ONE_STAGE_BACKEND,0,0,36.0,0.89,44,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B4_ONE_STAGE_BACKEND/fold0/selected.pt,ffe385be2a2f4a01fb48d83e5eae6264028fe17b976b3fe87699c7ab0661294e,72.86859861481935,41900,,
LiteBN,OpenBMI_SSVEP,B1_SAME_SCALE_63,0,1,22.0,0.9433333333333334,30,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B1_SAME_SCALE_63/fold1/selected.pt,aa937c5fc13b3dbc5437ed88f067783dac16ca81ad3392549d90f14ae61bfa28,50.087294415570796,47980,,
LiteBN,OpenBMI_SSVEP,B2_SCALE_COLLAPSE,0,1,11.0,0.8966666666666666,19,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B2_SCALE_COLLAPSE/fold1/selected.pt,69d93cfc198115f7251ece9fb421843211f4b2ae011384dbdc378a27a83baa1a,32.04845592658967,48108,,
LiteBN,OpenBMI_SSVEP,B3_SINGLE_SPATIAL_BASIS,0,1,38.0,0.975,46,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B3_SINGLE_SPATIAL_BASIS/fold1/selected.pt,d66a95854b78fd5ff2f0bee813e209d7337a0718fefa0b917ba03559aff8431d,68.05314276367426,47004,,
LiteBN,OpenBMI_SSVEP,B4_ONE_STAGE_BACKEND,0,1,16.0,0.875,24,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B4_ONE_STAGE_BACKEND/fold1/selected.pt,83f57f3cd5d5f8b8625a5b21a65c831f270253a0ab064cf907e5cbf266235660,39.76073695719242,41900,,
LiteBN,OpenBMI_SSVEP,B1_SAME_SCALE_63,0,2,36.0,0.8799999999999999,44,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B1_SAME_SCALE_63/fold2/selected.pt,b4a8e315d6eac3c8080949222c780416bfc800d4decd77a4d10e4cd3e3e2d90a,73.64354160334915,47980,,
