draw,alpha,fused_BA,base_BA,delta_BA,dims
77,0.0,0.755,0.755,0.0,"[8, 11, 12, 16]"
78,0.0,0.755,0.755,0.0,"[0, 4, 16, 17]"
79,0.0,0.755,0.755,0.0,"[11, 15, 16, 19]"
80,0.0,0.755,0.755,0.0,"[0, 2, 5, 16]"
81,0.0,0.755,0.755,0.0,"[1, 8, 13, 14]"
82,0.0,0.755,0.755,0.0,"[6, 15, 16, 19]"
83,0.0,0.755,0.755,0.0,"[1, 3, 10, 13]"
84,0.0,0.755,0.755,0.0,"[2, 15, 17, 18]"
85,0.0,0.755,0.755,0.0,"[3, 12, 18, 19]"
86,0.0,0.755,0.755,0.0,"[3, 6, 11, 12]"
87,0.0,0.755,0.755,0.0,"[2, 9, 11, 18]"
88,0.1,0.7538888888888888,0.755,-0.0011111111111111738,"[6, 7, 13, 17]"
89,0.0,0.755,0.755,0.0,"[1, 2, 5, 6]"
90,0.0,0.755,0.755,0.0,"[1, 2, 7, 18]"
91,0.0,0.755,0.755,0.0,"[5, 6, 10, 17]"
92,0.1,0.7538888888888888,0.755,-0.0011111111111111738,"[6, 13, 14, 15]"
93,0.0,0.755,0.755,0.0,"[2, 8, 14, 16]"
94,0.0,0.755,0.755,0.0,"[5, 8, 11, 16]"
95,0.0,0.755,0.755,0.0,"[1, 9, 12, 17]"
96,0.0,0.755,0.755,0.0,"[1, 5, 6, 8]"
97,0.0,0.755,0.755,0.0,"[0, 2, 10, 11]"
98,0.0,0.755,0.755,0.0,"[9, 16, 17, 19]"
99,0.0,0.755,0.755,0.0,"[1, 6, 11, 14]"
