fold,seed,task,subject,protected_ba,random_mean_ba,delta
0,1,ssvep,31,1.0,0.9656,0.034399999999999986
0,1,ssvep,34,0.865,0.5614,0.3036
0,1,ssvep,35,0.99,0.8676999999999999,0.12230000000000008
0,1,ssvep,37,0.99,0.9592,0.03079999999999994
0,1,ssvep,38,1.0,0.9289499999999999,0.07105000000000006
0,1,ssvep,39,1.0,0.8936999999999999,0.10630000000000006
0,1,ssvep,4,1.0,0.9595999999999999,0.0404000000000001
0,1,ssvep,41,0.99,0.9261499999999999,0.06385000000000007
0,1,ssvep,42,0.825,0.7044499999999998,0.12055000000000016
0,1,ssvep,43,1.0,0.9835499999999999,0.016450000000000076
0,1,ssvep,44,1.0,0.9201499999999999,0.07985000000000009
0,1,ssvep,46,0.965,0.8665499999999998,0.09845000000000015
0,1,ssvep,49,1.0,0.9283499999999998,0.07165000000000021
0,1,ssvep,5,0.83,0.6759000000000001,0.1540999999999999
0,1,ssvep,51,0.84,0.6765999999999999,0.1634000000000001
0,1,ssvep,52,1.0,0.7149,0.2851
0,1,ssvep,7,1.0,0.8968499999999999,0.10315000000000007
0,1,ssvep,8,0.955,0.64335,0.31165
0,1,ssvep,9,0.97,0.8145,0.15549999999999997
1,0,mi,12,0.7578125,0.56328125,0.19453125000000004
1,0,mi,13,0.6328125,0.5403125,0.09250000000000003
1,0,mi,14,0.78125,0.6075,0.17374999999999996
1,0,mi,15,0.75,0.64890625,0.10109374999999998
1,0,mi,18,0.8828125,0.808828125,0.07398437499999999
1,0,mi,2,0.765625,0.591875,0.17374999999999996
1,0,mi,20,0.7890625,0.605546875,0.18351562499999996
1,0,mi,21,0.9765625,0.92015625,0.05640624999999999
1,0,mi,23,0.8515625,0.69625,0.15531249999999996
1,0,mi,24,0.6796875,0.605,0.07468750000000002
1,0,mi,26,0.8125,0.682421875,0.13007812500000004
1,0,mi,27,0.75,0.65546875,0.09453124999999996
1,0,mi,28,0.96875,0.774296875,0.194453125
1,0,mi,29,0.90625,0.731875,0.17437499999999995
1,0,mi,30,0.78125,0.630546875,0.15070312500000005
1,0,mi,31,0.734375,0.615390625,0.11898437500000003
1,0,mi,32,0.9296875,0.801328125,0.12835937500000005
1,0,mi,33,0.9609375,0.78328125,0.17765624999999996
1,0,mi,34,0.6484375,0.549375,0.09906250000000005
1,0,mi,36,0.9765625,0.84234375,0.13421875000000005
1,0,mi,37,0.9453125,0.836484375,0.10882812500000005
1,0,mi,39,0.8046875,0.649296875,0.155390625
1,0,mi,4,0.765625,0.6671875,0.09843749999999996
1,0,mi,41,0.6328125,0.558828125,0.07398437499999999
1,0,mi,44,0.90625,0.831640625,0.07460937499999998
1,0,mi,46,0.7109375,0.540625,0.17031249999999998
1,0,mi,47,0.890625,0.610625,0.28
1,0,mi,49,0.8984375,0.57109375,0.32734375000000004
1,0,mi,51,0.703125,0.584921875,0.11820312499999996
1,0,mi,52,0.7421875,0.6103125,0.13187499999999996
1,0,mi,53,0.7421875,0.512421875,0.22976562499999997
1,0,mi,54,0.6484375,0.5909375,0.057499999999999996
1,0,mi,8,0.796875,0.63890625,0.15796875
1,0,mi,9,0.84375,0.711484375,0.13226562500000005
1,0,erp,12,0.7265625,0.531484375,0.195078125
1,0,erp,13,0.7890625,0.543359375,0.24570312500000002
1,0,erp,14,0.6328125,0.4971875,0.135625
1,0,erp,15,0.578125,0.505234375,0.07289062499999999
1,0,erp,18,0.6640625,0.548515625,0.11554687500000005
1,0,erp,2,0.859375,0.656171875,0.20320312500000004
1,0,erp,20,0.6171875,0.558359375,0.05882812500000001
1,0,erp,21,0.6953125,0.59421875,0.10109374999999998
1,0,erp,23,0.5546875,0.481015625,0.073671875
1,0,erp,24,0.6953125,0.556328125,0.13898437500000005
1,0,erp,26,0.71875,0.59828125,0.12046875000000001
1,0,erp,27,0.6875,0.591640625,0.09585937499999997
1,0,erp,28,0.703125,0.5690625,0.13406249999999997
1,0,erp,29,0.65625,0.563515625,0.09273437500000004
1,0,erp,30,0.734375,0.625078125,0.10929687499999996
1,0,erp,31,0.65625,0.594375,0.06187500000000001
1,0,erp,32,0.7578125,0.5796875,0.17812499999999998
1,0,erp,33,0.65625,0.491953125,0.164296875
1,0,erp,34,0.625,0.558046875,0.06695312499999995
1,0,erp,36,0.6875,0.5128125,0.1746875
1,0,erp,37,0.6640625,0.555,0.10906249999999995
1,0,erp,39,0.71875,0.5365625,0.18218749999999995
1,0,erp,4,0.5859375,0.523828125,0.06210937500000002
1,0,erp,41,0.7109375,0.569453125,0.141484375
1,0,erp,44,0.703125,0.580625,0.12250000000000005
1,0,erp,46,0.6953125,0.53109375,0.16421874999999997
1,0,erp,47,0.734375,0.55796875,0.17640625
1,0,erp,49,0.7265625,0.626484375,0.10007812500000002
1,0,erp,51,0.5546875,0.578828125,-0.024140625000000027
1,0,erp,52,0.6484375,0.558984375,0.08945312500000002
1,0,erp,53,0.6015625,0.516484375,0.085078125
1,0,erp,54,0.6484375,0.53859375,0.10984375000000002
1,0,erp,8,0.6328125,0.574765625,0.05804687500000005
1,0,erp,9,0.5390625,0.517578125,0.021484375
1,0,ssvep,12,0.975,0.9341499999999996,0.040850000000000386
1,0,ssvep,13,0.98,0.7694999999999999,0.21050000000000013
1,0,ssvep,14,0.9349999999999999,0.6823,0.2526999999999999
1,0,ssvep,15,1.0,0.7909500000000002,0.20904999999999985
1,0,ssvep,18,0.985,0.9570499999999998,0.02795000000000014
1,0,ssvep,2,0.99,0.9011999999999999,0.0888000000000001
1,0,ssvep,20,1.0,0.8401499999999998,0.15985000000000016
1,0,ssvep,21,0.98,0.8148500000000002,0.1651499999999998
1,0,ssvep,23,0.6499999999999999,0.42824999999999996,0.22174999999999995
1,0,ssvep,24,0.985,0.6741999999999999,0.3108000000000001
1,0,ssvep,26,0.98,0.91145,0.06855
1,0,ssvep,27,1.0,0.9548500000000001,0.04514999999999991
1,0,ssvep,28,0.98,0.84765,0.13234999999999997
1,0,ssvep,29,0.985,0.7198,0.2652
1,0,ssvep,30,1.0,0.9283499999999999,0.0716500000000001
1,0,ssvep,31,1.0,0.9880999999999999,0.011900000000000133
1,0,ssvep,32,0.98,0.6148,0.36519999999999997
1,0,ssvep,33,0.995,0.7609500000000001,0.23404999999999987
1,0,ssvep,34,0.845,0.57675,0.26825
1,0,ssvep,36,1.0,0.94735,0.052649999999999975
1,0,ssvep,37,0.985,0.9617999999999999,0.02320000000000011
1,0,ssvep,39,1.0,0.9414,0.058599999999999985
1,0,ssvep,4,1.0,0.9460000000000001,0.05399999999999994
1,0,ssvep,41,0.99,0.9047499999999999,0.08525000000000005
1,0,ssvep,44,1.0,0.9460999999999999,0.05390000000000006
1,0,ssvep,46,0.995,0.79675,0.19825000000000004
1,0,ssvep,47,0.69,0.56815,0.1218499999999999
1,0,ssvep,49,1.0,0.8450000000000002,0.1549999999999998
1,0,ssvep,51,0.845,0.6459,0.19909999999999994
1,0,ssvep,52,1.0,0.8898999999999999,0.11010000000000009
1,0,ssvep,53,1.0,0.9271999999999998,0.0728000000000002
1,0,ssvep,54,0.94,0.7588499999999999,0.18115000000000003
1,0,ssvep,8,0.96,0.6682000000000001,0.29179999999999984
1,0,ssvep,9,0.98,0.8442500000000002,0.13574999999999982
1,1,mi,12,0.6875,0.61390625,0.07359375000000001
1,1,mi,13,0.6015625,0.5328125,0.06874999999999998
1,1,mi,14,0.6953125,0.551171875,0.14414062500000002
1,1,mi,15,0.6484375,0.601796875,0.04664062499999999
1,1,mi,18,0.8828125,0.64734375,0.23546875
1,1,mi,2,0.625,0.550625,0.07437499999999997
1,1,mi,20,0.6796875,0.633515625,0.04617187499999997
1,1,mi,21,0.984375,0.748984375,0.23539062499999996
1,1,mi,23,0.7890625,0.5915625,0.1975
1,1,mi,24,0.7421875,0.52546875,0.21671874999999996
1,1,mi,26,0.71875,0.625703125,0.09304687499999997
1,1,mi,27,0.640625,0.637734375,0.0028906250000000355
1,1,mi,28,0.9296875,0.700390625,0.22929687499999996
1,1,mi,29,0.8515625,0.59609375,0.25546875
1,1,mi,30,0.765625,0.55234375,0.21328124999999998
1,1,mi,31,0.796875,0.562578125,0.23429687499999996
1,1,mi,32,0.9453125,0.688203125,0.257109375
1,1,mi,33,0.9296875,0.687890625,0.24179687500000002
1,1,mi,34,0.59375,0.5209375,0.07281249999999995
1,1,mi,36,0.953125,0.717890625,0.235234375
1,1,mi,37,0.9296875,0.7109375,0.21875
1,1,mi,39,0.828125,0.59359375,0.23453124999999997
1,1,mi,4,0.6875,0.5440625,0.1434375
1,1,mi,41,0.6875,0.526328125,0.16117187499999996
1,1,mi,44,0.9453125,0.7259375,0.219375
1,1,mi,46,0.71875,0.601875,0.11687499999999995
1,1,mi,47,0.875,0.663046875,0.21195312499999996
1,1,mi,49,0.7734375,0.54859375,0.22484375
1,1,mi,51,0.6484375,0.593828125,0.05460937499999996
1,1,mi,52,0.7109375,0.591875,0.11906249999999996
1,1,mi,53,0.671875,0.57921875,0.09265625
1,1,mi,54,0.5703125,0.57484375,-0.004531249999999987
1,1,mi,8,0.765625,0.620625,0.14500000000000002
1,1,mi,9,0.859375,0.563515625,0.29585937500000004
1,1,erp,12,0.609375,0.550859375,0.05851562499999996
1,1,erp,13,0.6328125,0.511953125,0.12085937499999999
1,1,erp,14,0.6484375,0.554375,0.09406250000000005
1,1,erp,15,0.5859375,0.572265625,0.013671875
1,1,erp,18,0.640625,0.537421875,0.10320312499999995
1,1,erp,2,0.734375,0.599609375,0.134765625
1,1,erp,20,0.6015625,0.554375,0.04718750000000005
1,1,erp,21,0.484375,0.51171875,-0.02734375
1,1,erp,23,0.5703125,0.5078125,0.0625
1,1,erp,24,0.578125,0.5303125,0.047812500000000036
1,1,erp,26,0.53125,0.545625,-0.014375000000000027
1,1,erp,27,0.6875,0.511953125,0.175546875
1,1,erp,28,0.6640625,0.5578125,0.10624999999999996
1,1,erp,29,0.609375,0.511875,0.09750000000000003
1,1,erp,30,0.578125,0.527890625,0.05023437500000005
1,1,erp,31,0.5859375,0.563125,0.022812500000000013
1,1,erp,32,0.59375,0.55,0.043749999999999956
1,1,erp,33,0.515625,0.532578125,-0.016953125000000013
1,1,erp,34,0.6015625,0.532734375,0.06882812500000002
1,1,erp,36,0.5546875,0.560859375,-0.006171875000000049
1,1,erp,37,0.6484375,0.505078125,0.14335937499999996
1,1,erp,39,0.515625,0.512890625,0.0027343749999999556
1,1,erp,4,0.5859375,0.521484375,0.064453125
1,1,erp,41,0.640625,0.54671875,0.09390624999999997
1,1,erp,44,0.6484375,0.560625,0.08781249999999996
1,1,erp,46,0.5859375,0.554296875,0.03164062499999998
1,1,erp,47,0.6328125,0.5609375,0.07187500000000002
1,1,erp,49,0.609375,0.55734375,0.05203124999999997
1,1,erp,51,0.5703125,0.5328125,0.03749999999999998
1,1,erp,52,0.609375,0.53109375,0.07828124999999997
1,1,erp,53,0.453125,0.509375,-0.05625000000000002
1,1,erp,54,0.65625,0.524609375,0.13164062499999996
1,1,erp,8,0.484375,0.521796875,-0.03742187500000005
1,1,erp,9,0.5546875,0.52453125,0.030156249999999996
1,1,ssvep,12,0.98,0.91085,0.06914999999999993
1,1,ssvep,13,0.99,0.74075,0.24924999999999997
1,1,ssvep,14,0.94,0.6324500000000001,0.3075499999999999
1,1,ssvep,15,0.995,0.6577500000000001,0.33724999999999994
1,1,ssvep,18,0.99,0.9356500000000001,0.0543499999999999
1,1,ssvep,2,0.99,0.8842,0.1058
1,1,ssvep,20,0.995,0.7904499999999998,0.20455000000000023
1,1,ssvep,21,0.98,0.74655,0.23344999999999994
1,1,ssvep,23,0.65,0.33510000000000006,0.31489999999999996
1,1,ssvep,24,0.995,0.7186499999999999,0.2763500000000001
1,1,ssvep,26,1.0,0.8235999999999999,0.1764000000000001
1,1,ssvep,27,0.995,0.9441999999999999,0.05080000000000007
1,1,ssvep,28,0.985,0.7713000000000001,0.2136999999999999
1,1,ssvep,29,0.985,0.8067500000000001,0.1782499999999999
1,1,ssvep,30,0.99,0.74925,0.24075000000000002
1,1,ssvep,31,1.0,0.9765499999999999,0.023450000000000082
1,1,ssvep,32,0.99,0.6887000000000001,0.3012999999999999
1,1,ssvep,33,0.995,0.6881000000000002,0.30689999999999984
1,1,ssvep,34,0.895,0.5610500000000002,0.33394999999999986
1,1,ssvep,36,1.0,0.9853999999999999,0.014600000000000057
1,1,ssvep,37,0.985,0.9308999999999998,0.05410000000000015
1,1,ssvep,39,1.0,0.8514000000000002,0.14859999999999984
1,1,ssvep,4,1.0,0.9513499999999999,0.04865000000000008
1,1,ssvep,41,0.995,0.84985,0.14515
1,1,ssvep,44,1.0,0.9261499999999999,0.07385000000000008
1,1,ssvep,46,0.98,0.7494500000000001,0.23054999999999992
1,1,ssvep,47,0.64,0.5383,0.10170000000000001
1,1,ssvep,49,1.0,0.8160000000000001,0.18399999999999994
1,1,ssvep,51,0.84,0.54745,0.29255
1,1,ssvep,52,1.0,0.8977,0.10229999999999995
1,1,ssvep,53,1.0,0.8645499999999999,0.13545000000000007
1,1,ssvep,54,0.96,0.69865,0.26134999999999997
1,1,ssvep,8,0.965,0.7479999999999998,0.2170000000000002
1,1,ssvep,9,0.985,0.8676499999999998,0.11735000000000018
2,0,mi,1,0.71875,0.750078125,-0.03132812500000004
2,0,mi,10,0.7578125,0.671015625,0.086796875
2,0,mi,11,0.640625,0.519296875,0.12132812500000001
2,0,mi,12,0.6875,0.61765625,0.06984374999999998
2,0,mi,13,0.640625,0.571875,0.06874999999999998
2,0,mi,15,0.7265625,0.609765625,0.11679687500000002
2,0,mi,19,0.8125,0.7321875,0.08031250000000001
2,0,mi,2,0.640625,0.537421875,0.10320312499999995
2,0,mi,20,0.734375,0.676640625,0.057734375000000004
2,0,mi,21,0.9609375,0.946015625,0.014921874999999973
2,0,mi,23,0.7734375,0.715859375,0.057578125000000036
2,0,mi,24,0.6640625,0.581953125,0.08210937500000004
2,0,mi,27,0.8046875,0.55390625,0.25078124999999996
2,0,mi,28,0.875,0.822734375,0.05226562499999998
2,0,mi,3,0.84375,0.8046875,0.0390625
2,0,mi,31,0.71875,0.586015625,0.13273437499999996
2,0,mi,32,0.828125,0.811796875,0.016328125000000027
2,0,mi,33,0.8984375,0.844609375,0.053828125000000004
2,0,mi,35,0.921875,0.551796875,0.37007812500000004
2,0,mi,36,0.9296875,0.853984375,0.07570312499999998
2,0,mi,37,0.8828125,0.7971875,0.08562499999999995
2,0,mi,38,0.71875,0.548984375,0.16976562500000003
2,0,mi,39,0.7890625,0.670390625,0.11867187499999998
2,0,mi,40,0.6796875,0.563984375,0.11570312500000002
2,0,mi,41,0.59375,0.4834375,0.11031249999999998
2,0,mi,42,0.6484375,0.678359375,-0.029921874999999987
2,0,mi,43,0.765625,0.665546875,0.10007812500000002
2,0,mi,45,0.765625,0.7009375,0.06468750000000001
2,0,mi,46,0.7109375,0.581875,0.12906249999999997
2,0,mi,47,0.8046875,0.63359375,0.17109375000000004
2,0,mi,48,0.734375,0.590859375,0.14351562500000004
2,0,mi,50,0.640625,0.545625,0.09499999999999997
2,0,mi,53,0.7421875,0.555703125,0.18648437500000004
2,0,mi,8,0.765625,0.7146875,0.05093749999999997
2,0,erp,1,0.5859375,0.5175,0.06843750000000004
2,0,erp,10,0.65625,0.524140625,0.13210937499999997
2,0,erp,11,0.6484375,0.54265625,0.10578125000000005
2,0,erp,12,0.640625,0.5690625,0.07156249999999997
2,0,erp,13,0.65625,0.520390625,0.135859375
2,0,erp,15,0.546875,0.53421875,0.012656250000000036
2,0,erp,19,0.6796875,0.53203125,0.14765625000000004
2,0,erp,2,0.7734375,0.567109375,0.20632812499999997
2,0,erp,20,0.65625,0.576484375,0.07976562499999995
2,0,erp,21,0.6015625,0.527578125,0.07398437499999999
2,0,erp,23,0.5390625,0.54109375,-0.00203125000000004
2,0,erp,24,0.6171875,0.5575,0.059687500000000004
2,0,erp,27,0.6484375,0.5221875,0.12624999999999997
2,0,erp,28,0.65625,0.551875,0.104375
2,0,erp,3,0.5625,0.540234375,0.022265624999999956
2,0,erp,31,0.6171875,0.60578125,0.011406249999999951
2,0,erp,32,0.671875,0.5675,0.104375
2,0,erp,33,0.5546875,0.501171875,0.053515624999999956
2,0,erp,35,0.6484375,0.57453125,0.07390624999999995
2,0,erp,36,0.6796875,0.551015625,0.128671875
2,0,erp,37,0.671875,0.532109375,0.139765625
2,0,erp,38,0.59375,0.5478125,0.045937499999999964
2,0,erp,39,0.6484375,0.513515625,0.13492187499999997
2,0,erp,40,0.609375,0.543828125,0.065546875
2,0,erp,41,0.640625,0.569609375,0.07101562500000003
2,0,erp,42,0.8046875,0.574453125,0.230234375
2,0,erp,43,0.8125,0.554765625,0.25773437499999996
2,0,erp,45,0.65625,0.56375,0.09250000000000003
2,0,erp,46,0.671875,0.531015625,0.140859375
2,0,erp,47,0.7578125,0.521875,0.23593750000000002
2,0,erp,48,0.703125,0.505546875,0.19757812500000005
