fold,seed,task,metric,subject,session_or_direction,protected,random_mean,delta,representation,n_controls
0,0,mi,alignment,26,2,0.9686743929974164,0.38292470666554357,0.5857496863318729,random,100
0,0,mi,alignment,27,1,0.8327006602721702,0.20858332719851508,0.6241173330736551,random,100
0,0,mi,alignment,27,2,0.9853936859554128,0.41920866332170353,0.5661850226337093,random,100
0,0,mi,alignment,29,1,0.9471371079143289,0.4585623834410666,0.48857472447326233,random,100
0,0,mi,alignment,29,2,0.931565750359795,0.5625979414213277,0.36896780893846737,random,100
0,0,mi,alignment,30,1,0.9409401350763485,0.7983808556285618,0.1425592794477868,random,100
0,0,mi,alignment,30,2,0.9856638795801326,-0.11196089527824526,1.0976247748583778,random,100
0,0,mi,alignment,31,1,0.8993441045104729,0.6116689266000145,0.2876751779104584,random,100
0,0,mi,alignment,31,2,0.9078741039380349,0.4331572426783298,0.47471686125970514,random,100
0,0,mi,alignment,34,1,0.7782001095724247,0.10277047554510281,0.6754296340273219,random,100
0,0,mi,alignment,34,2,0.8447270315141446,0.01936336453439362,0.825363666979751,random,100
0,0,mi,alignment,35,1,0.828109741863191,0.2641873335528416,0.5639224083103493,random,100
0,0,mi,alignment,35,2,0.9552675438640847,0.5274721799817952,0.42779536388228956,random,100
0,0,mi,alignment,37,1,0.9819873967830851,0.5170932216304844,0.4648941751526007,random,100
0,0,mi,alignment,37,2,0.9502924624850664,0.4608884170039919,0.48940404548107447,random,100
0,0,mi,alignment,38,1,0.9825260070403383,0.009323014971145668,0.9732029920691927,random,100
0,0,mi,alignment,38,2,0.9488534484412475,0.2312353869073231,0.7176180615339245,random,100
0,0,mi,alignment,39,1,0.9847861341918271,0.6480680039147023,0.3367181302771248,random,100
0,0,mi,alignment,39,2,0.938335769376523,0.5003451811042714,0.43799058827225157,random,100
0,0,mi,alignment,4,1,0.866492848181082,0.4256457223112885,0.44084712586979347,random,100
0,0,mi,alignment,4,2,0.8631805637724923,0.5549914984381433,0.308189065334349,random,100
0,0,mi,alignment,41,1,0.33766531340977035,0.5523714991451354,-0.21470618573536504,random,100
0,0,mi,alignment,41,2,0.9544828054790564,0.5677463303800403,0.3867364750990161,random,100
0,0,mi,alignment,42,1,0.8976052602864177,0.4593627859223776,0.4382424743640401,random,100
0,0,mi,alignment,42,2,0.9634228084007896,0.3524430066828289,0.6109798017179607,random,100
0,0,mi,alignment,43,1,0.9479518296200855,0.3161055757054185,0.631846253914667,random,100
0,0,mi,alignment,43,2,0.9274183843522282,0.6375112576544566,0.28990712669777163,random,100
0,0,mi,alignment,44,1,0.9786164929123905,0.7285035272580087,0.2501129656543818,random,100
0,0,mi,alignment,44,2,0.9576444478185566,0.42054370564230514,0.5371007421762515,random,100
0,0,mi,alignment,46,1,0.9607354738158654,0.11123163039288633,0.8495038434229791,random,100
0,0,mi,alignment,46,2,0.9032819518425937,0.15844912170099237,0.7448328301416014,random,100
0,0,mi,alignment,49,1,0.8520982135827456,0.6880636746535211,0.16403453892922448,random,100
0,0,mi,alignment,49,2,0.979666057614375,0.3383422360344459,0.6413238215799291,random,100
0,0,mi,alignment,5,1,0.9594492599796,0.7549637525380031,0.20448550744159688,random,100
0,0,mi,alignment,5,2,0.9920296992445337,0.3741592630495164,0.6178704361950172,random,100
0,0,mi,alignment,51,1,0.976954254517991,0.6081949737589413,0.36875928075904973,random,100
0,0,mi,alignment,51,2,0.7543359885140053,0.18462380077439877,0.5697121877396065,random,100
0,0,mi,alignment,52,1,0.9892667320158003,0.3595751348290522,0.629691597186748,random,100
0,0,mi,alignment,52,2,0.9539005763329155,0.387291822913197,0.5666087534197184,random,100
0,0,mi,alignment,7,1,0.8448802645431764,0.5221185691996726,0.32276169534350385,random,100
0,0,mi,alignment,7,2,0.7938917854399244,0.21218497019815202,0.5817068152417724,random,100
0,0,mi,alignment,8,1,0.9782284297949028,0.5150271741017105,0.46320125569319226,random,100
0,0,mi,alignment,8,2,0.9926016544346956,0.5251643854007423,0.46743726903395333,random,100
0,0,mi,alignment,9,1,0.9572400992803186,0.6417516328557237,0.31548846642459494,random,100
0,0,mi,alignment,9,2,0.9799196979254001,0.6817772785235541,0.29814241940184605,random,100
0,0,mi,cross_session,11,1->2,0.900921703597347,-0.025296999567000097,0.9262187031643471,random,100
0,0,mi,cross_session,11,2->1,0.921044824414971,0.32094220689086117,0.6001026175241099,random,100
0,0,mi,cross_session,12,1->2,0.8659673983249302,0.674062994370691,0.19190440395423924,random,100
0,0,mi,cross_session,12,2->1,0.8717611262951008,0.5256963093927104,0.34606481690239044,random,100
0,0,mi,cross_session,15,1->2,0.6894370102484636,0.24409960731502434,0.44533740293343926,random,100
0,0,mi,cross_session,15,2->1,0.9176803748451986,-0.01035361775751703,0.9280339926027157,random,100
0,0,mi,cross_session,16,1->2,0.9728229233926676,0.2527403662924319,0.7200825571002357,random,100
0,0,mi,cross_session,16,2->1,0.9205529995568739,0.3453253232722552,0.5752276762846187,random,100
0,0,mi,cross_session,18,1->2,0.9937815939376838,0.371378913004485,0.6224026809331988,random,100
0,0,mi,cross_session,18,2->1,0.9948166994392018,0.44979587690849354,0.5450208225307083,random,100
0,0,mi,cross_session,20,1->2,0.9638514419283667,0.27727183461719723,0.6865796073111694,random,100
0,0,mi,cross_session,20,2->1,0.8899860436050487,0.5973304301056265,0.29265561349942226,random,100
0,0,mi,cross_session,21,1->2,0.938392612063539,0.5240355022457287,0.41435710981781027,random,100
0,0,mi,cross_session,21,2->1,0.9561872280085666,0.46981360112677534,0.48637362688179125,random,100
0,0,mi,cross_session,22,1->2,0.8504796300923724,0.2628773788648919,0.5876022512274806,random,100
0,0,mi,cross_session,22,2->1,0.9455006094726979,0.307058140575272,0.638442468897426,random,100
0,0,mi,cross_session,23,1->2,0.9695674598737737,0.5876661953235611,0.38190126455021256,random,100
0,0,mi,cross_session,23,2->1,0.9940582921656017,0.4205933905831855,0.5734649015824163,random,100
0,0,mi,cross_session,24,1->2,0.4552324991227711,0.5192815307751781,-0.06404903165240705,random,100
0,0,mi,cross_session,24,2->1,0.9500315644384969,0.5949287394340519,0.355102825004445,random,100
0,0,mi,cross_session,25,1->2,0.9692792163879385,0.18765495456389356,0.7816242618240449,random,100
0,0,mi,cross_session,25,2->1,0.7046821091893739,0.17358439352819605,0.5310977156611778,random,100
0,0,mi,cross_session,26,1->2,0.9762614268839197,0.39251164237491887,0.5837497845090008,random,100
0,0,mi,cross_session,26,2->1,0.9198901092275775,0.01753195329593576,0.9023581559316418,random,100
0,0,mi,cross_session,27,1->2,0.9830554595053297,0.38520963842582895,0.5978458210795008,random,100
0,0,mi,cross_session,27,2->1,0.844140188396285,0.24464375044729178,0.5994964379489932,random,100
0,0,mi,cross_session,29,1->2,0.9185977487776538,0.5925332974986732,0.32606445127898054,random,100
0,0,mi,cross_session,29,2->1,0.9593088508746936,0.4482558336220201,0.5110530172526735,random,100
0,0,mi,cross_session,30,1->2,0.9880475371786207,-0.12866374889156057,1.1167112860701813,random,100
0,0,mi,cross_session,30,2->1,0.9279108327329768,0.7519652888263572,0.17594554390661965,random,100
0,0,mi,cross_session,31,1->2,0.9099177275717062,0.4525275910459473,0.4573901365257589,random,100
0,0,mi,cross_session,31,2->1,0.9143764511011022,0.5726383865084379,0.3417380645926643,random,100
0,0,mi,cross_session,34,1->2,0.8434390720195615,0.13622305389151637,0.7072160181280451,random,100
0,0,mi,cross_session,34,2->1,0.7664399993714357,0.10875660933115697,0.6576833900402788,random,100
0,0,mi,cross_session,35,1->2,0.9557477691724895,0.48780532104010604,0.46794244813238345,random,100
0,0,mi,cross_session,35,2->1,0.824620481103486,0.3164290697209615,0.5081914113825244,random,100
0,0,mi,cross_session,37,1->2,0.9533628001274034,0.5397719942983543,0.41359080582904906,random,100
0,0,mi,cross_session,37,2->1,0.9753948494125335,0.4589583929174604,0.5164364564950732,random,100
0,0,mi,cross_session,38,1->2,0.9424632996203139,0.20167104286873477,0.7407922567515792,random,100
0,0,mi,cross_session,38,2->1,0.9754931450225839,0.07734943663599748,0.8981437083865864,random,100
0,0,mi,cross_session,39,1->2,0.949447089702695,0.5377596377651029,0.41168745193759204,random,100
0,0,mi,cross_session,39,2->1,0.9877523476725673,0.6072816652703131,0.3804706824022541,random,100
0,0,mi,cross_session,4,1->2,0.8555517274387727,0.5598110821344392,0.2957406453043335,random,100
0,0,mi,cross_session,4,2->1,0.8653168505503911,0.4711580757459381,0.394158774804453,random,100
0,0,mi,cross_session,41,1->2,0.9536623057940252,0.5266967635884185,0.4269655422056067,random,100
0,0,mi,cross_session,41,2->1,0.3228695397680174,0.49628366375759086,-0.17341412398957345,random,100
0,0,mi,cross_session,42,1->2,0.9612717239893821,0.3109987466879727,0.6502729773014093,random,100
0,0,mi,cross_session,42,2->1,0.9082196298924541,0.49067880665043345,0.41754082324202063,random,100
0,0,mi,cross_session,43,1->2,0.9196402600362563,0.6504544839865878,0.26918577604966853,random,100
0,0,mi,cross_session,43,2->1,0.950559570152521,0.33977735367929685,0.6107822164732242,random,100
0,0,mi,cross_session,44,1->2,0.9648147816054994,0.5071888488714421,0.4576259327340573,random,100
0,0,mi,cross_session,44,2->1,0.9721511091050574,0.6099328643036723,0.3622182448013851,random,100
0,0,mi,cross_session,46,1->2,0.9213236627992453,0.16681479785224707,0.7545088649469982,random,100
0,0,mi,cross_session,46,2->1,0.9470826136478909,0.0946131607425858,0.8524694529053052,random,100
0,0,mi,cross_session,49,1->2,0.9721715312808478,0.30551880887938815,0.6666527224014596,random,100
0,0,mi,cross_session,49,2->1,0.8766896131865732,0.6527338753037868,0.22395573788278644,random,100
0,0,mi,cross_session,5,1->2,0.9906207000110862,0.3865643932944465,0.6040563067166397,random,100
0,0,mi,cross_session,5,2->1,0.9579219573722711,0.8027276124934866,0.15519434487878458,random,100
0,0,mi,cross_session,51,1->2,0.7892997548211395,0.20250521114889813,0.5867945436722413,random,100
0,0,mi,cross_session,51,2->1,0.9859002080578918,0.6261647523184372,0.35973545573945465,random,100
0,0,mi,cross_session,52,1->2,0.9630822745161495,0.44481785842988897,0.5182644160862605,random,100
0,0,mi,cross_session,52,2->1,0.9923586816905644,0.4294376762843053,0.5629210054062591,random,100
0,0,mi,cross_session,7,1->2,0.7891070254487647,0.2204834369839154,0.5686235884648493,random,100
0,0,mi,cross_session,7,2->1,0.8390515396235302,0.5138790580000469,0.32517248162348333,random,100
0,0,mi,cross_session,8,1->2,0.9902471440820793,0.6149420275346352,0.37530511654744403,random,100
0,0,mi,cross_session,8,2->1,0.9732293496681751,0.5318901995326164,0.4413391501355587,random,100
0,0,mi,cross_session,9,1->2,0.9806710630808619,0.7497729109767063,0.23089815210415565,random,100
0,0,mi,cross_session,9,2->1,0.9581245238772319,0.5902257681033213,0.3678987557739106,random,100
0,0,erp,alignment,11,1,0.97663039806495,0.18933255237093158,0.7872978456940184,random,100
0,0,erp,alignment,11,2,0.9751277766531764,0.6560738295949666,0.3190539470582098,random,100
0,0,erp,alignment,12,1,0.9227907605498455,0.22295964724097736,0.6998311133088682,random,100
0,0,erp,alignment,12,2,0.9608973975896303,0.45966595892567014,0.5012314386639602,random,100
0,0,erp,alignment,15,1,0.957727785534313,0.46150019410622717,0.49622759142808587,random,100
0,0,erp,alignment,15,2,0.8501948982519867,0.5694813469945388,0.2807135512574479,random,100
0,0,erp,alignment,16,1,0.8837679557520451,0.07931656747996244,0.8044513882720827,random,100
0,0,erp,alignment,16,2,0.9286866005271269,0.29020405519529646,0.6384825453318305,random,100
0,0,erp,alignment,18,1,0.858861575553692,0.3457560615474965,0.5131055140061955,random,100
0,0,erp,alignment,18,2,0.9223679500306586,0.08488514213759057,0.8374828078930681,random,100
0,0,erp,alignment,20,1,0.9281674308376541,0.3485007912244651,0.579666639613189,random,100
0,0,erp,alignment,20,2,0.723527395364774,0.07600620086125744,0.6475211945035165,random,100
0,0,erp,alignment,21,1,0.6664990255264115,0.6014055664019061,0.06509345912450537,random,100
0,0,erp,alignment,21,2,0.31823924664540726,0.13706008467315578,0.18117916197225148,random,100
0,0,erp,alignment,22,1,0.8317029460008517,0.23252079846107,0.5991821475397817,random,100
0,0,erp,alignment,22,2,0.6917648560806506,0.13485854273094924,0.5569063133497014,random,100
0,0,erp,alignment,23,1,0.15556173290588715,-0.22878491780834234,0.38434665071422947,random,100
0,0,erp,alignment,23,2,-0.3937422394995815,0.18639416324333627,-0.5801364027429178,random,100
0,0,erp,alignment,24,1,0.8816058103864771,0.3357919464320881,0.545813863954389,random,100
0,0,erp,alignment,24,2,0.9101880474680029,0.3208444908178631,0.5893435566501397,random,100
0,0,erp,alignment,25,1,0.9722048833772202,0.1633629605175804,0.8088419228596399,random,100
0,0,erp,alignment,25,2,0.8984062747731754,-0.07879121259360793,0.9771974873667832,random,100
0,0,erp,alignment,26,1,0.8224493425912813,0.4834471390402748,0.3390022035510065,random,100
0,0,erp,alignment,26,2,0.9414955759827672,0.14241917924626238,0.7990763967365049,random,100
0,0,erp,alignment,27,1,0.977190776548781,0.07591789677896857,0.9012728797698124,random,100
0,0,erp,alignment,27,2,0.7953054380364555,0.34771286514614175,0.44759257289031373,random,100
0,0,erp,alignment,29,1,0.8800416004460485,0.2548691547621797,0.6251724456838688,random,100
0,0,erp,alignment,29,2,0.9436461904508752,0.5752938278496535,0.3683523626012216,random,100
0,0,erp,alignment,30,1,0.9356596862382697,0.15486331577687612,0.7807963704613936,random,100
0,0,erp,alignment,30,2,0.9758097549068305,0.34983635791632783,0.6259733969905027,random,100
0,0,erp,alignment,31,1,0.9300743961379883,0.16506976225510223,0.765004633882886,random,100
0,0,erp,alignment,31,2,0.924742979708149,0.38849775561925104,0.536245224088898,random,100
0,0,erp,alignment,34,1,0.6068328650816983,-0.059142172407879876,0.6659750374895782,random,100
0,0,erp,alignment,34,2,0.7198224642561943,0.03797732284128476,0.6818451414149096,random,100
0,0,erp,alignment,35,1,0.9072987020764703,0.6725053638558363,0.23479333822063408,random,100
0,0,erp,alignment,35,2,0.47559901532005605,0.37934203103480385,0.0962569842852522,random,100
0,0,erp,alignment,37,1,0.4692604111122814,0.40369549703740704,0.06556491407487436,random,100
0,0,erp,alignment,37,2,0.6124463452056488,0.22894854591064825,0.3834977992950005,random,100
0,0,erp,alignment,38,1,0.7446427663757277,0.6557870543775782,0.08885571199814946,random,100
0,0,erp,alignment,38,2,0.6461057408168337,0.027115881066378824,0.6189898597504548,random,100
0,0,erp,alignment,39,1,0.9117943113609734,0.17576773233791765,0.7360265790230558,random,100
0,0,erp,alignment,39,2,0.9243069830295811,0.2942172315516272,0.630089751477954,random,100
0,0,erp,alignment,4,1,0.9911985578728794,0.012135635357173094,0.9790629225157063,random,100
0,0,erp,alignment,4,2,0.9495278808107508,-0.12608626924620744,1.0756141500569583,random,100
0,0,erp,alignment,41,1,0.9980187872127533,0.1629272559975803,0.835091531215173,random,100
0,0,erp,alignment,41,2,0.9998194981246112,0.36169131497535,0.6381281831492612,random,100
0,0,erp,alignment,42,1,0.7692295227567711,-0.06503302147555828,0.8342625442323295,random,100
0,0,erp,alignment,42,2,0.9346619319093651,0.4171981341359689,0.5174637977733962,random,100
0,0,erp,alignment,43,1,0.9043857706813362,0.5394250123580693,0.3649607583232669,random,100
0,0,erp,alignment,43,2,0.8640908479390949,-0.09960595414980945,0.9636968020889043,random,100
0,0,erp,alignment,44,1,0.9797696821532167,-0.20694518781649635,1.186714869969713,random,100
0,0,erp,alignment,44,2,0.9704495674417097,0.4642718799652472,0.5061776874764625,random,100
0,0,erp,alignment,46,1,0.9577316576463535,-0.0041799682943867685,0.9619116259407402,random,100
0,0,erp,alignment,46,2,0.8945123015572154,0.010387377385013004,0.8841249241722023,random,100
0,0,erp,alignment,49,1,0.9717171889128641,0.3260845984526326,0.6456325904602315,random,100
0,0,erp,alignment,49,2,0.6187078697011247,0.40664656918749886,0.21206130051362582,random,100
0,0,erp,alignment,5,1,0.8475991704524807,0.1374814079981808,0.7101177624542999,random,100
0,0,erp,alignment,5,2,0.7436815251305672,0.1875162252044727,0.5561652999260944,random,100
0,0,erp,alignment,51,1,0.7575591262402375,0.6187580942331887,0.13880103200704874,random,100
0,0,erp,alignment,51,2,0.9742163328054095,0.2733308189700002,0.7008855138354093,random,100
0,0,erp,alignment,52,1,0.7208632285922709,0.40756532145095753,0.3132979071413134,random,100
0,0,erp,alignment,52,2,0.7950619413332316,0.14388738002955442,0.6511745613036772,random,100
0,0,erp,alignment,7,1,0.8803194397323352,0.08247645539679434,0.7978429843355408,random,100
0,0,erp,alignment,7,2,0.6713922453095003,0.03476094510712712,0.6366313002023731,random,100
0,0,erp,alignment,8,1,0.8987185959861036,0.3984282720678857,0.5002903239182179,random,100
0,0,erp,alignment,8,2,0.7008466363885213,0.37142997317694443,0.32941666321157687,random,100
0,0,erp,alignment,9,1,0.9106920741573908,0.30218928336842227,0.6085027907889686,random,100
0,0,erp,alignment,9,2,0.6384166028894159,0.05313886939821548,0.5852777334912005,random,100
0,0,erp,cross_session,11,1->2,0.9818993169004792,0.6500078956554273,0.3318914212450519,random,100
0,0,erp,cross_session,11,2->1,0.9891071785011006,0.4192567661679139,0.5698504123331867,random,100
0,0,erp,cross_session,12,1->2,0.9577517666777372,0.44631215192415985,0.5114396147535774,random,100
0,0,erp,cross_session,12,2->1,0.9287442001927806,0.29832308313622297,0.6304211170565577,random,100
0,0,erp,cross_session,15,1->2,0.8213952187779432,0.7000714037403627,0.1213238150375805,random,100
0,0,erp,cross_session,15,2->1,0.9755903930790351,0.571821258013672,0.40376913506536305,random,100
0,0,erp,cross_session,16,1->2,0.9356737237600168,0.2116397816000886,0.7240339421599282,random,100
0,0,erp,cross_session,16,2->1,0.8533023336343067,0.16581953902851235,0.6874827946057944,random,100
0,0,erp,cross_session,18,1->2,0.935870169609608,-0.052157797864970316,0.9880279674745783,random,100
0,0,erp,cross_session,18,2->1,0.8490653637234212,0.3552196015320743,0.4938457621913469,random,100
0,0,erp,cross_session,20,1->2,0.7331775831504936,0.06412582147912745,0.6690517616713662,random,100
0,0,erp,cross_session,20,2->1,0.9297937916267889,0.4761421695477375,0.45365162207905135,random,100
0,0,erp,cross_session,21,1->2,0.3178050279259259,0.25247701322397625,0.06532801470194965,random,100
0,0,erp,cross_session,21,2->1,0.6542366547580445,0.5753133139159874,0.0789233408420571,random,100
0,0,erp,cross_session,22,1->2,0.7071757455818488,0.06461671671926127,0.6425590288625875,random,100
0,0,erp,cross_session,22,2->1,0.8001431428554059,0.18132232479478053,0.6188208180606254,random,100
0,0,erp,cross_session,23,1->2,-0.36074206377964896,0.1498914981161283,-0.5106335618957772,random,100
0,0,erp,cross_session,23,2->1,0.14541765579246918,-0.29975432133338364,0.4451719771258528,random,100
0,0,erp,cross_session,24,1->2,0.8981755935146956,0.2585375970196213,0.6396379964950742,random,100
0,0,erp,cross_session,24,2->1,0.9205683940782963,0.3518745203776419,0.5686938737006544,random,100
0,0,erp,cross_session,25,1->2,0.9297139843626758,-0.15826802688788352,1.0879820112505594,random,100
0,0,erp,cross_session,25,2->1,0.9499001652505646,0.10846872057737243,0.8414314446731922,random,100
0,0,erp,cross_session,26,1->2,0.9205071016311623,0.3555871598752477,0.5649199417559146,random,100
0,0,erp,cross_session,26,2->1,0.8421809048209322,0.35887049638729535,0.4833104084336369,random,100
0,0,erp,cross_session,27,1->2,0.8093796787391804,0.4947328599559556,0.31464681878322476,random,100
0,0,erp,cross_session,27,2->1,0.9734813073181048,-0.03785068819864772,1.0113319955167526,random,100
0,0,erp,cross_session,29,1->2,0.9324032738703385,0.4121543070831052,0.5202489667872333,random,100
0,0,erp,cross_session,29,2->1,0.8493756506780675,0.46484484639180124,0.3845308042862663,random,100
0,0,erp,cross_session,30,1->2,0.9661014864108719,0.10000818988615519,0.8660932965247167,random,100
0,0,erp,cross_session,30,2->1,0.9397283627546946,0.3247254867947915,0.6150028759599031,random,100
0,0,erp,cross_session,31,1->2,0.9354933263789704,0.5184014525665614,0.417091873812409,random,100
0,0,erp,cross_session,31,2->1,0.9081433874941139,0.23446283802708018,0.6736805494670337,random,100
0,0,erp,cross_session,34,1->2,0.6691880979512568,0.40790507547113536,0.2612830224801214,random,100
0,0,erp,cross_session,34,2->1,0.6788423656457446,0.0006552445138459206,0.6781871211318987,random,100
0,0,erp,cross_session,35,1->2,0.4747850395933861,0.3841006152430152,0.09068442435037088,random,100
0,0,erp,cross_session,35,2->1,0.8816603623428725,0.5880280811739692,0.2936322811689033,random,100
0,0,erp,cross_session,37,1->2,0.6685388192804065,0.33512016047848414,0.33341865880192234,random,100
0,0,erp,cross_session,37,2->1,0.5539300442901809,0.39000561165675685,0.16392443263342404,random,100
0,0,erp,cross_session,38,1->2,0.611201293083541,0.0715284669218739,0.5396728261616671,random,100
0,0,erp,cross_session,38,2->1,0.7527817053037232,0.732427140121473,0.020354565182250206,random,100
0,0,erp,cross_session,39,1->2,0.9160807579705222,0.2056820522628187,0.7103987057077036,random,100
0,0,erp,cross_session,39,2->1,0.9415817838343322,0.27613206020413467,0.6654497236301975,random,100
0,0,erp,cross_session,4,1->2,0.9655432970442414,-0.20584422096102326,1.1713875180052646,random,100
0,0,erp,cross_session,4,2->1,0.9840424284753874,-0.10305727010184886,1.0870996985772363,random,100
0,0,erp,cross_session,41,1->2,0.9951130674429769,0.48016832207285115,0.5149447453701257,random,100
0,0,erp,cross_session,41,2->1,0.9952818045385381,0.16439607340253948,0.8308857311359986,random,100
0,0,erp,cross_session,42,1->2,0.9612898252249215,0.509340636320879,0.45194918890404245,random,100
0,0,erp,cross_session,42,2->1,0.7727346815391656,-0.012178578046232999,0.7849132595853986,random,100
0,0,erp,cross_session,43,1->2,0.9019543439488092,0.155853828988221,0.7461005149605883,random,100
0,0,erp,cross_session,43,2->1,0.8633981050176041,0.28804649911042035,0.5753516059071837,random,100
0,0,erp,cross_session,44,1->2,0.973499332631825,0.4872681225068611,0.4862312101249639,random,100
0,0,erp,cross_session,44,2->1,0.9815790747736605,-0.09161574854469899,1.0731948233183595,random,100
0,0,erp,cross_session,46,1->2,0.9048450927388714,0.013238969909869423,0.891606122829002,random,100
0,0,erp,cross_session,46,2->1,0.9358611267637686,0.04925006688388169,0.886611059879887,random,100
0,0,erp,cross_session,49,1->2,0.6920500961502941,0.5795083572018777,0.11254173894841646,random,100
0,0,erp,cross_session,49,2->1,0.9666001843127352,0.38990182929129363,0.5766983550214415,random,100
0,0,erp,cross_session,5,1->2,0.7655215952569446,0.3795929495829384,0.38592864567400625,random,100
0,0,erp,cross_session,5,2->1,0.8676261180377867,0.04920793220582437,0.8184181858319624,random,100
0,0,erp,cross_session,51,1->2,0.9751145969268264,0.3138875068376109,0.6612270900892155,random,100
0,0,erp,cross_session,51,2->1,0.7284062221547886,0.5641412778632021,0.16426494429158645,random,100
0,0,erp,cross_session,52,1->2,0.852159689791484,0.3006347244167596,0.5515249653747245,random,100
0,0,erp,cross_session,52,2->1,0.7250804395104693,0.3306350574411217,0.3944453820693476,random,100
0,0,erp,cross_session,7,1->2,0.6595640443957131,-0.13551564480602077,0.7950796892017339,random,100
0,0,erp,cross_session,7,2->1,0.9002714469400703,0.330134397137632,0.5701370498024383,random,100
0,0,erp,cross_session,8,1->2,0.6584747449176501,0.23237902954359835,0.4260957153740518,random,100
0,0,erp,cross_session,8,2->1,0.9235461623542266,0.34127724535803877,0.5822689169961879,random,100
0,0,erp,cross_session,9,1->2,0.6241314441152479,0.3934324500842892,0.23069899403095873,random,100
0,0,erp,cross_session,9,2->1,0.9145270042661732,0.11224392549611864,0.8022830787700546,random,100
0,0,ssvep,alignment,11,1,0.9887308678497417,0.9296387984627528,0.059092069386988966,random,100
0,0,ssvep,alignment,11,2,0.9883241086444282,0.9359893903768679,0.05233471826756031,random,100
0,0,ssvep,alignment,12,1,0.9824342584166066,0.809647185772107,0.17278707264449955,random,100
0,0,ssvep,alignment,12,2,0.9906254849272088,0.8916649952534519,0.09896048967375692,random,100
0,0,ssvep,alignment,15,1,0.9353529522312504,0.8345211491201239,0.1008318031111265,random,100
0,0,ssvep,alignment,15,2,0.9048836485797339,0.7321110546495876,0.17277259393014632,random,100
0,0,ssvep,alignment,16,1,0.9670042113574677,0.8939633558569772,0.07304085550049055,random,100
0,0,ssvep,alignment,16,2,0.9618809364472508,0.9075447922050454,0.05433614424220545,random,100
0,0,ssvep,alignment,18,1,0.9753257207736873,0.8737759434934804,0.10154977728020687,random,100
0,0,ssvep,alignment,18,2,0.9804195337440775,0.9026870121087691,0.07773252163530842,random,100
0,0,ssvep,alignment,20,1,0.9813950396495805,0.6855606908796787,0.2958343487699018,random,100
0,0,ssvep,alignment,20,2,0.9842226223705367,0.7843769780328488,0.19984564433768792,random,100
0,0,ssvep,alignment,21,1,0.9368439943687937,0.5931908907836276,0.3436531035851661,random,100
0,0,ssvep,alignment,21,2,0.924749892051785,0.6916838054595883,0.23306608659219674,random,100
0,0,ssvep,alignment,22,1,0.9317042595851532,0.8282368907448066,0.10346736884034669,random,100
0,0,ssvep,alignment,22,2,0.9496369824845633,0.7950355844352341,0.15460139804932915,random,100
0,0,ssvep,alignment,23,1,0.7855443006944056,0.6290271881384634,0.15651711255594225,random,100
0,0,ssvep,alignment,23,2,0.7147925699579862,0.48606331461255997,0.22872925534542626,random,100
0,0,ssvep,alignment,24,1,0.9313951504613165,0.8092673339983313,0.1221278164629852,random,100
0,0,ssvep,alignment,24,2,0.9390474031605616,0.7583460406308292,0.18070136252973235,random,100
0,0,ssvep,alignment,25,1,0.9866033055041249,0.861102014316836,0.12550129118728892,random,100
