dataset,seed,alpha,policy,label,metric,value
eegmmidb,1,0.1,joint_hsc_tta_v2,exploratory_tainted_final,tta_selection_rate,0.0
eegmmidb,1,0.1,joint_hsc_tta_v2,exploratory_tainted_final,selected_tta_ppv,
eegmmidb,1,0.2,joint_hsc_tta_v2,exploratory_tainted_final,violation,0.0
eegmmidb,1,0.2,joint_hsc_tta_v2,exploratory_tainted_final,csr,0.2631578947368421
eegmmidb,1,0.2,joint_hsc_tta_v2,exploratory_tainted_final,full_set_fallback,0.7368421052631579
eegmmidb,1,0.2,joint_hsc_tta_v2,exploratory_tainted_final,average_set_size,3.9649122807017547
eegmmidb,1,0.2,joint_hsc_tta_v2,exploratory_tainted_final,argmax_error,0.5824561403508772
eegmmidb,1,0.2,joint_hsc_tta_v2,exploratory_tainted_final,macro_f1,0.4006568169908095
eegmmidb,1,0.2,joint_hsc_tta_v2,exploratory_tainted_final,balanced_accuracy,0.4177709899749373
eegmmidb,1,0.2,joint_hsc_tta_v2,exploratory_tainted_final,cohen_kappa,0.2229251591752929
eegmmidb,1,0.2,joint_hsc_tta_v2,exploratory_tainted_final,gain_vs_no_tta,0.0
eegmmidb,1,0.2,joint_hsc_tta_v2,exploratory_tainted_final,tta_selection_rate,0.0
eegmmidb,1,0.2,joint_hsc_tta_v2,exploratory_tainted_final,selected_tta_ppv,
eegmmidb,2,0.1,joint_hsc_tta_v2,exploratory_tainted_final,violation,0.0
eegmmidb,2,0.1,joint_hsc_tta_v2,exploratory_tainted_final,csr,0.8947368421052632
eegmmidb,2,0.1,joint_hsc_tta_v2,exploratory_tainted_final,full_set_fallback,0.10526315789473684
eegmmidb,2,0.1,joint_hsc_tta_v2,exploratory_tainted_final,average_set_size,3.931048014773777
eegmmidb,2,0.1,joint_hsc_tta_v2,exploratory_tainted_final,argmax_error,0.5916204986149584
eegmmidb,2,0.1,joint_hsc_tta_v2,exploratory_tainted_final,macro_f1,0.3941641022242732
eegmmidb,2,0.1,joint_hsc_tta_v2,exploratory_tainted_final,balanced_accuracy,0.41086008289955656
eegmmidb,2,0.1,joint_hsc_tta_v2,exploratory_tainted_final,cohen_kappa,0.21148093969812107
eegmmidb,2,0.1,joint_hsc_tta_v2,exploratory_tainted_final,gain_vs_no_tta,0.0
eegmmidb,2,0.1,joint_hsc_tta_v2,exploratory_tainted_final,tta_selection_rate,0.0
eegmmidb,2,0.1,joint_hsc_tta_v2,exploratory_tainted_final,selected_tta_ppv,
eegmmidb,2,0.2,joint_hsc_tta_v2,exploratory_tainted_final,violation,0.0
eegmmidb,2,0.2,joint_hsc_tta_v2,exploratory_tainted_final,csr,1.0
eegmmidb,2,0.2,joint_hsc_tta_v2,exploratory_tainted_final,full_set_fallback,0.0
eegmmidb,2,0.2,joint_hsc_tta_v2,exploratory_tainted_final,average_set_size,3.706301939058172
eegmmidb,2,0.2,joint_hsc_tta_v2,exploratory_tainted_final,argmax_error,0.5916204986149584
eegmmidb,2,0.2,joint_hsc_tta_v2,exploratory_tainted_final,macro_f1,0.3941641022242732
eegmmidb,2,0.2,joint_hsc_tta_v2,exploratory_tainted_final,balanced_accuracy,0.41086008289955656
eegmmidb,2,0.2,joint_hsc_tta_v2,exploratory_tainted_final,cohen_kappa,0.21148093969812107
eegmmidb,2,0.2,joint_hsc_tta_v2,exploratory_tainted_final,gain_vs_no_tta,0.0
eegmmidb,2,0.2,joint_hsc_tta_v2,exploratory_tainted_final,tta_selection_rate,0.0
eegmmidb,2,0.2,joint_hsc_tta_v2,exploratory_tainted_final,selected_tta_ppv,
eegmmidb,3,0.1,joint_hsc_tta_v2,exploratory_tainted_final,violation,0.0
eegmmidb,3,0.1,joint_hsc_tta_v2,exploratory_tainted_final,csr,0.0
eegmmidb,3,0.1,joint_hsc_tta_v2,exploratory_tainted_final,full_set_fallback,1.0
eegmmidb,3,0.1,joint_hsc_tta_v2,exploratory_tainted_final,average_set_size,4.0
eegmmidb,3,0.1,joint_hsc_tta_v2,exploratory_tainted_final,argmax_error,0.6035087719298244
eegmmidb,3,0.1,joint_hsc_tta_v2,exploratory_tainted_final,macro_f1,0.386286265870544
eegmmidb,3,0.1,joint_hsc_tta_v2,exploratory_tainted_final,balanced_accuracy,0.39706296992481205
eegmmidb,3,0.1,joint_hsc_tta_v2,exploratory_tainted_final,cohen_kappa,0.1946753549631484
eegmmidb,3,0.1,joint_hsc_tta_v2,exploratory_tainted_final,gain_vs_no_tta,0.0
eegmmidb,3,0.1,joint_hsc_tta_v2,exploratory_tainted_final,tta_selection_rate,0.0
eegmmidb,3,0.1,joint_hsc_tta_v2,exploratory_tainted_final,selected_tta_ppv,
eegmmidb,3,0.2,joint_hsc_tta_v2,exploratory_tainted_final,violation,0.0
eegmmidb,3,0.2,joint_hsc_tta_v2,exploratory_tainted_final,csr,0.0
eegmmidb,3,0.2,joint_hsc_tta_v2,exploratory_tainted_final,full_set_fallback,1.0
eegmmidb,3,0.2,joint_hsc_tta_v2,exploratory_tainted_final,average_set_size,4.0
eegmmidb,3,0.2,joint_hsc_tta_v2,exploratory_tainted_final,argmax_error,0.6035087719298244
eegmmidb,3,0.2,joint_hsc_tta_v2,exploratory_tainted_final,macro_f1,0.386286265870544
eegmmidb,3,0.2,joint_hsc_tta_v2,exploratory_tainted_final,balanced_accuracy,0.39706296992481205
eegmmidb,3,0.2,joint_hsc_tta_v2,exploratory_tainted_final,cohen_kappa,0.1946753549631484
eegmmidb,3,0.2,joint_hsc_tta_v2,exploratory_tainted_final,gain_vs_no_tta,0.0
eegmmidb,3,0.2,joint_hsc_tta_v2,exploratory_tainted_final,tta_selection_rate,0.0
eegmmidb,3,0.2,joint_hsc_tta_v2,exploratory_tainted_final,selected_tta_ppv,
eegmmidb,4,0.1,joint_hsc_tta_v2,exploratory_tainted_final,violation,0.0
eegmmidb,4,0.1,joint_hsc_tta_v2,exploratory_tainted_final,csr,0.631578947368421
eegmmidb,4,0.1,joint_hsc_tta_v2,exploratory_tainted_final,full_set_fallback,0.3684210526315789
eegmmidb,4,0.1,joint_hsc_tta_v2,exploratory_tainted_final,average_set_size,3.8763157894736846
eegmmidb,4,0.1,joint_hsc_tta_v2,exploratory_tainted_final,argmax_error,0.5982456140350877
eegmmidb,4,0.1,joint_hsc_tta_v2,exploratory_tainted_final,macro_f1,0.39444971068309104
eegmmidb,4,0.1,joint_hsc_tta_v2,exploratory_tainted_final,balanced_accuracy,0.4023261278195489
eegmmidb,4,0.1,joint_hsc_tta_v2,exploratory_tainted_final,cohen_kappa,0.20228456250427937
eegmmidb,4,0.1,joint_hsc_tta_v2,exploratory_tainted_final,gain_vs_no_tta,0.0
eegmmidb,4,0.1,joint_hsc_tta_v2,exploratory_tainted_final,tta_selection_rate,0.0
eegmmidb,4,0.1,joint_hsc_tta_v2,exploratory_tainted_final,selected_tta_ppv,
eegmmidb,4,0.2,joint_hsc_tta_v2,exploratory_tainted_final,violation,0.0
eegmmidb,4,0.2,joint_hsc_tta_v2,exploratory_tainted_final,csr,0.7894736842105263
eegmmidb,4,0.2,joint_hsc_tta_v2,exploratory_tainted_final,full_set_fallback,0.21052631578947367
eegmmidb,4,0.2,joint_hsc_tta_v2,exploratory_tainted_final,average_set_size,3.7412280701754392
eegmmidb,4,0.2,joint_hsc_tta_v2,exploratory_tainted_final,argmax_error,0.5982456140350877
eegmmidb,4,0.2,joint_hsc_tta_v2,exploratory_tainted_final,macro_f1,0.39444971068309104
eegmmidb,4,0.2,joint_hsc_tta_v2,exploratory_tainted_final,balanced_accuracy,0.4023261278195489
eegmmidb,4,0.2,joint_hsc_tta_v2,exploratory_tainted_final,cohen_kappa,0.20228456250427937
eegmmidb,4,0.2,joint_hsc_tta_v2,exploratory_tainted_final,gain_vs_no_tta,0.0
eegmmidb,4,0.2,joint_hsc_tta_v2,exploratory_tainted_final,tta_selection_rate,0.0
eegmmidb,4,0.2,joint_hsc_tta_v2,exploratory_tainted_final,selected_tta_ppv,
