dataset,fold,seed,subject_id,EEGNet_BA,LiteBN_BA,delta_pp,EEGNet_macro_F1,LiteBN_macro_F1,EEGNet_accuracy,LiteBN_accuracy,delta60_pp
OpenBMI,2,2,11,0.7,0.6799999999999999,-2.0000000000000018,0.6921182266009853,0.677938808373591,0.7,0.68,-7.000000000000006
OpenBMI,2,2,8,0.8200000000000001,0.85,2.9999999999999916,0.8199279711884754,0.8498648783905515,0.82,0.85,4.999999999999993
OpenBMI,3,0,45,0.76,0.74,-2.0000000000000018,0.7596153846153846,0.74,0.76,0.74,1.0000000000000009
OpenBMI,3,0,34,0.6599999999999999,0.61,-4.999999999999993,0.6594551282051282,0.5953937130407718,0.66,0.61,-5.000000000000004
OpenBMI,3,0,27,0.9199999999999999,0.95,3.0000000000000027,0.9197109594540345,0.9499549594635172,0.92,0.95,2.0000000000000018
OpenBMI,3,0,49,0.84,0.84,0.0,0.84,0.8383838383838383,0.84,0.84,1.9999999999999907
OpenBMI,3,0,10,0.71,0.81,10.000000000000009,0.7097387648883995,0.8095238095238095,0.71,0.81,11.00000000000001
OpenBMI,3,0,22,0.66,0.7,3.9999999999999925,0.6550324675324675,0.6980676328502415,0.66,0.7,-1.0000000000000009
OpenBMI,3,0,19,0.73,0.78,5.000000000000004,0.7253585596582239,0.7799119647859143,0.73,0.78,5.000000000000004
OpenBMI,3,0,16,0.8,0.87,6.999999999999995,0.7996794871794872,0.8699869986998701,0.8,0.87,7.9999999999999964
OpenBMI,3,1,45,0.74,0.76,2.0000000000000018,0.7373737373737375,0.7596153846153846,0.74,0.76,2.0000000000000018
OpenBMI,3,1,34,0.5900000000000001,0.64,4.999999999999993,0.5866518802298619,0.6138996138996139,0.59,0.64,0.0
OpenBMI,3,1,27,0.88,0.8899999999999999,0.9999999999999898,0.8787878787878788,0.8894583458948849,0.88,0.89,1.0000000000000009
OpenBMI,3,1,49,0.8400000000000001,0.81,-3.0000000000000027,0.839421918908069,0.8095238095238095,0.84,0.81,-1.9999999999999907
OpenBMI,3,1,10,0.6799999999999999,0.79,11.00000000000001,0.6736026111791106,0.7882851093860268,0.68,0.79,11.00000000000001
OpenBMI,3,1,22,0.6100000000000001,0.65,3.9999999999999925,0.6080795899909557,0.6496847162446202,0.61,0.65,1.0000000000000009
OpenBMI,3,1,19,0.67,0.75,7.9999999999999964,0.6547756041426928,0.74997499749975,0.67,0.75,7.000000000000006
OpenBMI,3,1,16,0.81,0.8899999999999999,7.999999999999985,0.8098288459613652,0.8897243107769424,0.81,0.89,9.999999999999998
OpenBMI,3,2,45,0.73,0.79,6.000000000000005,0.7293233082706767,0.7889659330720531,0.73,0.79,1.0000000000000009
OpenBMI,3,2,34,0.64,0.69,4.999999999999993,0.6394230769230769,0.6874684948079444,0.64,0.69,4.999999999999993
OpenBMI,3,2,27,0.88,0.94,5.999999999999995,0.8787878787878788,0.94,0.88,0.94,4.999999999999993
OpenBMI,3,2,49,0.8,0.84,3.9999999999999925,0.7987117552334944,0.8376623376623377,0.8,0.84,-1.0000000000000009
OpenBMI,3,2,10,0.77,0.6699999999999999,-10.000000000000009,0.769792813532179,0.6601791782514674,0.77,0.67,-1.0000000000000009
OpenBMI,3,2,22,0.6599999999999999,0.7,4.0000000000000036,0.6510673234811166,0.6998799519807923,0.66,0.7,-1.0000000000000009
OpenBMI,3,2,19,0.73,0.7,-3.0000000000000027,0.7253585596582239,0.6847414880201765,0.73,0.7,0.0
OpenBMI,3,2,16,0.78,0.86,7.9999999999999964,0.7799119647859143,0.859775641025641,0.78,0.86,11.99999999999999
OpenBMI,4,0,9,0.61,0.6,-1.0000000000000009,0.6068152031454783,0.586606035551881,0.61,0.6,-9.999999999999998
OpenBMI,4,0,53,0.77,0.8200000000000001,5.000000000000004,0.767182913250329,0.818840579710145,0.77,0.82,6.000000000000005
OpenBMI,4,0,7,0.72,0.73,1.0000000000000009,0.72,0.7237851662404092,0.72,0.73,2.0000000000000018
OpenBMI,4,0,20,0.88,0.9099999999999999,2.9999999999999916,0.88,0.9095568284594513,0.88,0.91,2.9999999999999916
OpenBMI,4,0,41,0.6799999999999999,0.77,9.000000000000007,0.6767676767676768,0.7647058823529411,0.68,0.77,8.000000000000007
OpenBMI,4,0,46,0.66,0.69,2.9999999999999916,0.6458333333333333,0.6615351020853806,0.66,0.69,7.9999999999999964
OpenBMI,4,0,21,0.84,0.9099999999999999,6.999999999999995,0.84,0.9097744360902256,0.84,0.91,0.0
OpenBMI,4,0,44,0.67,0.84,16.999999999999993,0.66996699669967,0.8368013055895553,0.67,0.84,22.000000000000007
OpenBMI,4,1,9,0.5700000000000001,0.6000000000000001,3.0000000000000027,0.557203171661003,0.5985547972701726,0.57,0.6,3.0000000000000027
OpenBMI,4,1,53,0.69,0.78,9.000000000000007,0.6807743795695603,0.7756017951856384,0.69,0.78,10.000000000000009
OpenBMI,4,1,7,0.7,0.72,2.0000000000000018,0.6980676328502415,0.7028862478777589,0.7,0.72,0.0
OpenBMI,4,1,20,0.86,0.8899999999999999,2.9999999999999916,0.8590982286634461,0.8897243107769424,0.86,0.89,3.0000000000000027
OpenBMI,4,1,41,0.71,0.73,2.0000000000000018,0.7099709970997099,0.72997299729973,0.71,0.73,9.000000000000007
OpenBMI,4,1,46,0.7,0.6599999999999999,-4.0000000000000036,0.6956168831168831,0.6263736263736264,0.7,0.66,0.0
OpenBMI,4,1,21,0.8200000000000001,0.91,8.999999999999996,0.8199279711884754,0.90999099909991,0.82,0.91,12.99999999999999
OpenBMI,4,1,44,0.6799999999999999,0.8300000000000001,15.000000000000014,0.6767676767676768,0.8260869565217391,0.68,0.83,21.999999999999996
OpenBMI,4,2,9,0.6599999999999999,0.74,8.000000000000007,0.6578099838969405,0.7373737373737375,0.66,0.74,9.999999999999998
OpenBMI,4,2,53,0.77,0.7,-7.000000000000006,0.767182913250329,0.6782496782496783,0.77,0.7,-3.0000000000000027
OpenBMI,4,2,7,0.69,0.76,7.000000000000006,0.6897207486738064,0.7596153846153846,0.69,0.76,9.000000000000007
OpenBMI,4,2,20,0.86,0.9,4.0000000000000036,0.8599439775910365,0.8999599839935974,0.86,0.9,3.9999999999999925
OpenBMI,4,2,41,0.79,0.76,-3.0000000000000027,0.7898108297467721,0.7584541062801933,0.79,0.76,4.0000000000000036
OpenBMI,4,2,46,0.6499999999999999,0.66,1.000000000000012,0.6395839769333744,0.6353496353496353,0.65,0.66,6.999999999999995
OpenBMI,4,2,21,0.9,0.9199999999999999,1.9999999999999907,0.9,0.9194847020933977,0.9,0.92,4.0000000000000036
OpenBMI,4,2,44,0.72,0.84,12.0,0.72,0.8368013055895553,0.72,0.84,17.999999999999993
WBCIC,0,0,sub-6,0.9099999999999999,0.935,2.5000000000000133,0.9097744360902256,0.934998374959374,0.91,0.935,-6.499999999999995
WBCIC,0,0,sub-22,0.72,0.78,6.000000000000005,0.7177134791813691,0.7794486215538847,0.72,0.78,-6.499999999999995
WBCIC,0,0,sub-44,0.77,0.785,1.5000000000000013,0.7685185185185186,0.7826032002831214,0.77,0.785,-7.9999999999999964
WBCIC,0,0,sub-35,0.925,0.885,-4.0000000000000036,0.9249080123150859,0.8841630782402861,0.925,0.885,6.999999999999995
WBCIC,0,0,sub-18,0.61,0.645,3.500000000000003,0.5953937130407718,0.6410424934907354,0.61,0.645,1.4999999999999902
WBCIC,0,0,sub-9,0.5900000000000001,0.55,-4.0000000000000036,0.5729166666666666,0.5471014492753623,0.59,0.55,-0.5000000000000004
WBCIC,0,0,sub-49,0.875,0.875,0.0,0.8749968749218731,0.8744696342045141,0.875,0.875,-5.500000000000005
WBCIC,0,1,sub-6,0.92,0.88,-4.0000000000000036,0.91999199919992,0.8796992481203008,0.92,0.88,-14.500000000000002
WBCIC,0,1,sub-22,0.77,0.74,-3.0000000000000027,0.7688674505074866,0.7348021215830274,0.77,0.74,-16.000000000000004
WBCIC,0,1,sub-44,0.8,0.8300000000000001,3.0000000000000027,0.7983667708438351,0.8291628982011858,0.8,0.83,-20.499999999999996
WBCIC,0,1,sub-35,0.935,0.9199999999999999,-1.5000000000000124,0.9349853717086345,0.9197994987468672,0.935,0.92,-12.0
WBCIC,0,1,sub-18,0.615,0.6599999999999999,4.499999999999993,0.6088888888888889,0.6510673234811166,0.615,0.66,-7.9999999999999964
WBCIC,0,1,sub-9,0.64,0.535,-10.499999999999998,0.6347402597402598,0.528767956221023,0.64,0.535,-6.499999999999995
WBCIC,0,1,sub-49,0.925,0.89,-3.500000000000003,0.9249981249531238,0.8899559823929573,0.925,0.89,-26.0
WBCIC,0,2,sub-6,0.915,0.88,-3.500000000000003,0.9149978749468737,0.8796992481203008,0.915,0.88,-17.500000000000004
WBCIC,0,2,sub-22,0.7,0.64,-5.999999999999995,0.6948428440646933,0.6233915681556648,0.7,0.64,-15.000000000000014
WBCIC,0,2,sub-44,0.79,0.775,-1.5000000000000013,0.788647342995169,0.7714285714285715,0.79,0.775,-20.000000000000007
WBCIC,0,2,sub-35,0.9199999999999999,0.915,-0.49999999999998934,0.9199679871948779,0.9148275257396228,0.92,0.915,-14.000000000000002
WBCIC,0,2,sub-18,0.61,0.61,0.0,0.5920075321686369,0.5861629881154499,0.61,0.61,-17.000000000000004
WBCIC,0,2,sub-9,0.605,0.565,-4.0000000000000036,0.5939451568965075,0.5235356937484597,0.605,0.565,-6.999999999999995
WBCIC,0,2,sub-49,0.86,0.815,-4.5000000000000036,0.8590982286634461,0.8120634920634922,0.86,0.815,-35.00000000000001
WBCIC,1,0,sub-28,0.675,0.545,-13.0,0.6747967479674797,0.4326506437233081,0.675,0.545,-15.499999999999991
WBCIC,1,0,sub-37,0.885,0.855,-3.0000000000000027,0.8849280800500312,0.8547057792028858,0.885,0.855,-4.0000000000000036
WBCIC,1,0,sub-12,0.715,0.75,3.500000000000003,0.7148217636022514,0.74997499749975,0.715,0.75,-3.0000000000000027
WBCIC,1,0,sub-30,0.835,0.77,-6.499999999999995,0.8342999171499585,0.7622984704423315,0.835,0.77,-0.49999999999998934
WBCIC,1,0,sub-45,0.935,0.925,-1.0000000000000009,0.9349853717086345,0.9249981249531238,0.935,0.925,-1.4999999999999902
WBCIC,1,0,sub-7,0.8300000000000001,0.795,-3.500000000000003,0.8289049919484701,0.7949538646195394,0.83,0.795,-9.499999999999996
WBCIC,1,1,sub-28,0.735,0.55,-18.499999999999993,0.7320458050001264,0.4357366771159875,0.735,0.55,-12.50000000000001
WBCIC,1,1,sub-37,0.84,0.8799999999999999,3.9999999999999925,0.8376623376623377,0.8795664391810518,0.84,0.88,-4.0000000000000036
WBCIC,1,1,sub-12,0.72,0.7150000000000001,-0.49999999999998934,0.719551282051282,0.7141352591589558,0.72,0.715,-1.5000000000000013
WBCIC,1,1,sub-30,0.8700000000000001,0.795,-7.500000000000007,0.8695303091128062,0.7922525398393758,0.87,0.795,0.0
WBCIC,1,1,sub-45,0.955,0.92,-3.499999999999992,0.9549898727213624,0.91999199919992,0.955,0.92,-1.5000000000000124
WBCIC,1,1,sub-7,0.8400000000000001,0.825,-1.5000000000000124,0.839421918908069,0.8248905565978737,0.84,0.825,-1.5000000000000124
WBCIC,1,2,sub-28,0.625,0.5700000000000001,-5.499999999999994,0.6050032916392363,0.4724573671942093,0.625,0.57,-10.000000000000009
WBCIC,1,2,sub-37,0.865,0.865,0.0,0.8649966249156229,0.8645903859174001,0.865,0.865,-4.999999999999982
WBCIC,1,2,sub-12,0.75,0.75,0.0,0.749599358974359,0.749096748293858,0.75,0.75,2.500000000000002
WBCIC,1,2,sub-30,0.86,0.865,0.5000000000000004,0.8599859985998599,0.8649696181640869,0.86,0.865,1.5000000000000013
WBCIC,1,2,sub-45,0.96,0.925,-3.499999999999992,0.95999599959996,0.9249981249531238,0.96,0.925,-2.9999999999999916
WBCIC,1,2,sub-7,0.8400000000000001,0.81,-3.0000000000000027,0.839421918908069,0.8099239695878351,0.84,0.81,-5.499999999999994
WBCIC,2,0,sub-50,0.9550000000000001,0.94,-1.5000000000000124,0.9549718574108819,0.9399038461538461,0.955,0.94,-1.4999999999999902
WBCIC,2,0,sub-14,0.575,0.515,-5.999999999999995,0.5671105905120827,0.5144051463042227,0.575,0.515,-1.9999999999999907
WBCIC,2,0,sub-1,0.9450000000000001,0.905,-4.0000000000000036,0.9449656035021888,0.9045969219954307,0.945,0.905,-4.0000000000000036
WBCIC,2,0,sub-32,0.545,0.605,5.999999999999995,0.5416887008637405,0.6005965772643393,0.545,0.605,6.999999999999995
WBCIC,2,0,sub-23,0.965,0.97,0.5000000000000004,0.9649991249781245,0.9699729756781104,0.965,0.97,1.0000000000000009
WBCIC,2,0,sub-34,0.51,0.6000000000000001,9.000000000000007,0.4987212276214834,0.5980303487086724,0.51,0.6,7.499999999999996
WBCIC,2,1,sub-50,0.955,0.9450000000000001,-0.9999999999999898,0.9549988749718743,0.9449876222149984,0.955,0.945,-1.5000000000000013
WBCIC,2,1,sub-14,0.585,0.53,-5.499999999999994,0.5803736191511413,0.51426209177346,0.585,0.53,-5.999999999999995
WBCIC,2,1,sub-1,0.955,0.925,-2.9999999999999916,0.9549898727213624,0.9249080123150859,0.955,0.925,-3.0000000000000027
WBCIC,2,1,sub-32,0.55,0.62,6.999999999999995,0.5488721804511278,0.6196576919227305,0.55,0.62,1.9999999999999907
WBCIC,2,1,sub-23,0.95,0.96,1.0000000000000009,0.9499799919967987,0.9599639675708138,0.95,0.96,1.1102230246251565e-14
WBCIC,2,1,sub-34,0.5549999999999999,0.525,-2.9999999999999916,0.551761476668933,0.5161824246899748,0.555,0.525,4.5000000000000036
WBCIC,2,2,sub-50,0.955,0.9450000000000001,-0.9999999999999898,0.9549898727213624,0.9448883990079912,0.955,0.945,-2.499999999999991
WBCIC,2,2,sub-14,0.5449999999999999,0.5,-4.499999999999993,0.5447154471544715,0.4900040799673603,0.545,0.5,-2.500000000000002
WBCIC,2,2,sub-1,0.95,0.95,0.0,0.9499949994999499,0.9499949994999499,0.95,0.95,-1.0000000000000009
WBCIC,2,2,sub-32,0.585,0.595,1.0000000000000009,0.5794380684553216,0.5691374770605601,0.585,0.595,5.499999999999994
WBCIC,2,2,sub-23,0.975,0.965,-1.0000000000000009,0.9749943737340903,0.9649921232277263,0.975,0.965,-2.0000000000000018
WBCIC,2,2,sub-34,0.52,0.515,-0.5000000000000004,0.5160802500252042,0.44947359459689545,0.52,0.515,-1.0000000000000009
WBCIC,3,0,sub-24,0.9180871212121212,0.9182449494949495,0.01578282828282873,0.9179465600673259,0.9179465600673259,0.9179487179487179,0.9179487179487179,0.9627525252525193
WBCIC,3,0,sub-13,0.8799999999999999,0.89,1.000000000000012,0.8795664391810518,0.89,0.88,0.89,-2.499999999999991
WBCIC,3,0,sub-11,0.625,0.6950000000000001,7.000000000000006,0.6238621831038893,0.6940745755911633,0.625,0.695,12.0
WBCIC,3,0,sub-29,0.85,0.895,4.5000000000000036,0.84998499849985,0.8944060339409177,0.85,0.895,2.0000000000000018
WBCIC,3,0,sub-26,0.6699999999999999,0.73,6.000000000000005,0.6683750376846548,0.7282608695652174,0.67,0.73,4.5000000000000036
WBCIC,3,0,sub-47,0.9450000000000001,0.915,-3.0000000000000027,0.9449325423643964,0.9148957472904308,0.945,0.915,-4.0000000000000036
WBCIC,3,1,sub-24,0.9026199494949495,0.9184027777777777,1.5782828282828176,0.9025538518187317,0.9179292929292929,0.9025641025641026,0.9179487179487179,-0.01578282828282873
WBCIC,3,1,sub-13,0.865,0.89,2.500000000000002,0.8648344221671547,0.889823717948718,0.865,0.89,1.4999999999999902
WBCIC,3,1,sub-11,0.69,0.735,4.5000000000000036,0.6892230576441103,0.7346749768466372,0.69,0.735,3.499999999999992
WBCIC,3,1,sub-29,0.805,0.87,6.499999999999995,0.804995124878122,0.8693598633303186,0.805,0.87,0.49999999999998934
WBCIC,3,1,sub-26,0.6000000000000001,0.685,8.499999999999996,0.5980303487086724,0.6846136517233611,0.6,0.685,8.499999999999996
WBCIC,3,1,sub-47,0.9550000000000001,0.925,-3.0000000000000027,0.9549086900974473,0.9246817805227084,0.955,0.925,-3.500000000000014
WBCIC,3,2,sub-24,0.9079861111111112,0.9286616161616161,2.067550505050497,0.9076898800757416,0.9281881313131313,0.9076923076923077,0.9282051282051282,-0.01578282828282873
WBCIC,3,2,sub-13,0.87,0.865,-0.5000000000000004,0.8697916666666667,0.8648344221671547,0.87,0.865,-1.0000000000000009
WBCIC,3,2,sub-11,0.645,0.765,12.0,0.6439228666716819,0.7647117719206027,0.645,0.765,10.500000000000009
WBCIC,3,2,sub-29,0.855,0.875,2.0000000000000018,0.8549963749093727,0.8740903024350936,0.855,0.875,0.0
WBCIC,3,2,sub-26,0.615,0.65,3.500000000000003,0.6121981315000882,0.6419437340153453,0.615,0.65,-1.5000000000000013
WBCIC,3,2,sub-47,0.96,0.92,-3.9999999999999925,0.959983993597439,0.92,0.96,0.92,-7.499999999999996
WBCIC,4,0,sub-36,0.98,0.965,-1.5000000000000013,0.98,0.9649781113195748,0.98,0.965,-0.5000000000000004
WBCIC,4,0,sub-16,0.5549999999999999,0.575,2.0000000000000018,0.552482715273413,0.5658724686534385,0.555,0.575,3.0000000000000027
WBCIC,4,0,sub-48,0.84,0.865,2.500000000000002,0.84,0.8649696181640869,0.84,0.865,1.9999999999999907
WBCIC,4,0,sub-41,0.87,0.87,0.0,0.8691626409017714,0.8699869986998701,0.87,0.87,5.000000000000004
WBCIC,4,0,sub-5,0.765,0.78,1.5000000000000013,0.7648530331457161,0.7794486215538847,0.765,0.78,4.999999999999993
WBCIC,4,0,sub-27,0.595,0.6699999999999999,7.499999999999996,0.5822050290135397,0.6683750376846548,0.595,0.67,-2.500000000000002
WBCIC,4,1,sub-36,0.975,0.975,0.0,0.9749943737340903,0.9749993749843746,0.975,0.975,0.5000000000000004
WBCIC,4,1,sub-16,0.52,0.575,5.499999999999994,0.518796992481203,0.5682539682539682,0.52,0.575,1.000000000000012
WBCIC,4,1,sub-48,0.815,0.8200000000000001,0.5000000000000115,0.8147730970438787,0.81998199819982,0.815,0.82,0.0
WBCIC,4,1,sub-41,0.865,0.855,-1.0000000000000009,0.8648344221671547,0.8545600441335038,0.865,0.855,0.0
WBCIC,4,1,sub-5,0.76,0.79,3.0000000000000027,0.7596153846153846,0.79,0.76,0.79,4.0000000000000036
