observation_id,task,dataset,fold,seed,space,round,subject_A,subject_B,optimizer,learning_rate,weight_decay,global_grad_clip,gradient_mode,delta_norm,g_A_norm,g_A_delta_dot,g_A_delta_cosine,preclip_global_grad_norm,loss_A,checkpoint_sha256,normalizer_sha256
OpenBMI_MI:f4:C:r1:B=33:A=40,OpenBMI_MI,OpenBMI,4,0,C,1,40,33,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000001306645572,0.024138066917657852,-7.241416824399494e-06,-0.9999989867210388,0.024138066917657852,0.23835504055023193,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:C:r1:B=35:A=43,OpenBMI_MI,OpenBMI,4,0,C,1,43,35,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000000724568963,0.016158025711774826,-4.847405307373265e-06,-0.9999990463256836,0.016158025711774826,0.28236818313598633,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:C:r1:B=40:A=45,OpenBMI_MI,OpenBMI,4,0,C,1,45,40,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000299999926937744,0.010118190199136734,-3.0354535738297272e-06,-0.9999988079071045,0.010118190199136734,0.2849065065383911,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:C:r1:B=43:A=47,OpenBMI_MI,OpenBMI,4,0,C,1,47,43,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.00030000004335306585,0.014207020401954651,-4.262103175278753e-06,-0.999998927116394,0.014207020401954651,0.11854088306427002,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:C:r1:B=45:A=49,OpenBMI_MI,OpenBMI,4,0,C,1,49,45,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0002999997523147613,0.00610940158367157,-1.832817360991612e-06,-0.9999985694885254,0.00610940158367157,0.17974747717380524,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:C:r1:B=47:A=50,OpenBMI_MI,OpenBMI,4,0,C,1,50,47,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.00030000018887221813,0.044345419853925705,-1.3303622836247087e-05,-0.9999990463256836,0.044345419853925705,0.3845430016517639,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:C:r1:B=49:A=1,OpenBMI_MI,OpenBMI,4,0,C,1,1,49,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000000724568963,0.01618199050426483,-4.854593953496078e-06,-0.9999988675117493,0.01618199050426483,0.3110794126987457,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:C:r1:B=50:A=2,OpenBMI_MI,OpenBMI,4,0,C,1,2,50,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0003000000724568963,0.0225406251847744,-6.762184057151899e-06,-0.9999991059303284,0.0225406251847744,0.30725377798080444,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=1:A=2,OpenBMI_MI,OpenBMI,4,0,M,0,2,1,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196303245611489,0.13178597390651703,-6.221303920028731e-05,-0.908484935760498,0.13178597390651703,0.30725377798080444,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=2:A=3,OpenBMI_MI,OpenBMI,4,0,M,0,3,2,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196302081458271,0.06924818456172943,-3.5663426388055086e-05,-0.991106390953064,0.06924818456172943,0.3575998842716217,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=3:A=5,OpenBMI_MI,OpenBMI,4,0,M,0,5,3,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000519628927577287,0.08912833034992218,-3.601629941840656e-05,-0.7776603698730469,0.08912833034992218,0.08668243139982224,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=5:A=6,OpenBMI_MI,OpenBMI,4,0,M,0,6,5,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196299171075225,0.030925054103136063,-1.3843281521985773e-05,-0.8614585399627686,0.030925054103136063,0.0423961766064167,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=6:A=8,OpenBMI_MI,OpenBMI,4,0,M,0,8,6,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196302081458271,0.09042920917272568,-4.131768946535885e-05,-0.8792915344238281,0.09042920917272568,0.10286466777324677,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=8:A=10,OpenBMI_MI,OpenBMI,4,0,M,0,10,8,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000519628229085356,0.07048365473747253,-3.0053510272409767e-05,-0.8205670118331909,0.07048365473747253,0.47875428199768066,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=10:A=14,OpenBMI_MI,OpenBMI,4,0,M,0,14,10,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196302081458271,0.08222702145576477,-3.867016494041309e-05,-0.905038595199585,0.08222702145576477,0.3349679708480835,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=14:A=16,OpenBMI_MI,OpenBMI,4,0,M,0,16,14,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196300917305052,0.11181927472352982,-4.993868788005784e-05,-0.8594610095024109,0.11181927472352982,0.21158860623836517,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=16:A=19,OpenBMI_MI,OpenBMI,4,0,M,0,19,16,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196301499381661,0.03625151515007019,-1.8679798813536763e-05,-0.9916345477104187,0.03625151515007019,0.3503338098526001,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=19:A=22,OpenBMI_MI,OpenBMI,4,0,M,0,22,19,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196251440793276,0.03776025399565697,-1.540847370051779e-05,-0.7852980494499207,0.03776025399565697,0.3963908553123474,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=22:A=23,OpenBMI_MI,OpenBMI,4,0,M,0,23,22,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000519630266353488,0.10238827764987946,-5.211270763538778e-05,-0.9794876575469971,0.10238827764987946,0.2868095338344574,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=23:A=26,OpenBMI_MI,OpenBMI,4,0,M,0,26,23,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000519623514264822,0.03939864784479141,-1.3549101822718512e-05,-0.6618207097053528,0.03939864784479141,0.3919973075389862,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=26:A=27,OpenBMI_MI,OpenBMI,4,0,M,0,27,26,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196300917305052,0.12205682694911957,-5.209451410337351e-05,-0.8213639259338379,0.12205682694911957,0.3799341917037964,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=27:A=28,OpenBMI_MI,OpenBMI,4,0,M,0,28,27,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196300335228443,0.060385942459106445,-2.4730294171604328e-05,-0.7881324291229248,0.060385942459106445,0.20454595983028412,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=28:A=30,OpenBMI_MI,OpenBMI,4,0,M,0,30,28,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000519630266353488,0.08866670727729797,-4.5095883251633495e-05,-0.9787728190422058,0.08866670727729797,0.3662155270576477,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=30:A=31,OpenBMI_MI,OpenBMI,4,0,M,0,31,30,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196299171075225,0.05082084238529205,-2.0491761461016722e-05,-0.775967001914978,0.05082084238529205,0.28387001156806946,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=31:A=32,OpenBMI_MI,OpenBMI,4,0,M,0,32,31,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196302081458271,0.16433797776699066,-7.184073911048472e-05,-0.8412759304046631,0.16433797776699066,0.4193696081638336,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=32:A=33,OpenBMI_MI,OpenBMI,4,0,M,0,33,32,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196300917305052,0.07042320817708969,-2.995272006955929e-05,-0.8185141086578369,0.07042320817708969,0.0663410872220993,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=33:A=35,OpenBMI_MI,OpenBMI,4,0,M,0,35,33,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196277052164078,0.01674738898873329,-7.0860874075151514e-06,-0.8142673969268799,0.01674738898873329,0.0423748716711998,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=35:A=40,OpenBMI_MI,OpenBMI,4,0,M,0,40,35,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196299753151834,0.03948821499943733,-1.84655928023858e-05,-0.8999150395393372,0.03948821499943733,0.23835504055023193,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=40:A=43,OpenBMI_MI,OpenBMI,4,0,M,0,43,40,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196291022002697,0.039209578186273575,-1.673755468800664e-05,-0.8214976191520691,0.039209578186273575,0.28236818313598633,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=43:A=45,OpenBMI_MI,OpenBMI,4,0,M,0,45,43,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196300917305052,0.033303823322057724,-1.7035434211720712e-05,-0.9843845367431641,0.033303823322057724,0.2849065065383911,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=45:A=47,OpenBMI_MI,OpenBMI,4,0,M,0,47,45,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196299171075225,0.05611845478415489,-2.501486596884206e-05,-0.8578242063522339,0.05611845478415489,0.11854088306427002,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=47:A=49,OpenBMI_MI,OpenBMI,4,0,M,0,49,47,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196294514462352,0.032066911458969116,-1.339399841526756e-05,-0.8038209080696106,0.032066911458969116,0.17974747717380524,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=49:A=50,OpenBMI_MI,OpenBMI,4,0,M,0,50,49,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196296842768788,0.05978824943304062,-2.2914529836270958e-05,-0.7375664710998535,0.05978824943304062,0.3845430016517639,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r0:B=50:A=1,OpenBMI_MI,OpenBMI,4,0,M,0,1,50,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000519630266353488,0.10519132763147354,-4.633723438018933e-05,-0.8477264046669006,0.10519132763147354,0.3110794126987457,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=1:A=3,OpenBMI_MI,OpenBMI,4,0,M,1,3,1,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196302081458271,0.06924818456172943,-3.5663426388055086e-05,-0.991106390953064,0.06924818456172943,0.3575998842716217,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=2:A=5,OpenBMI_MI,OpenBMI,4,0,M,1,5,2,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000519628927577287,0.08912833034992218,-3.601629941840656e-05,-0.7776603698730469,0.08912833034992218,0.08668243139982224,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=3:A=6,OpenBMI_MI,OpenBMI,4,0,M,1,6,3,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196299171075225,0.030925054103136063,-1.3843281521985773e-05,-0.8614585399627686,0.030925054103136063,0.0423961766064167,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=5:A=8,OpenBMI_MI,OpenBMI,4,0,M,1,8,5,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196302081458271,0.09042920917272568,-4.131768946535885e-05,-0.8792915344238281,0.09042920917272568,0.10286466777324677,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=6:A=10,OpenBMI_MI,OpenBMI,4,0,M,1,10,6,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000519628229085356,0.07048365473747253,-3.0053510272409767e-05,-0.8205670118331909,0.07048365473747253,0.47875428199768066,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=8:A=14,OpenBMI_MI,OpenBMI,4,0,M,1,14,8,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196302081458271,0.08222702145576477,-3.867016494041309e-05,-0.905038595199585,0.08222702145576477,0.3349679708480835,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=10:A=16,OpenBMI_MI,OpenBMI,4,0,M,1,16,10,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196300917305052,0.11181927472352982,-4.993868788005784e-05,-0.8594610095024109,0.11181927472352982,0.21158860623836517,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=14:A=19,OpenBMI_MI,OpenBMI,4,0,M,1,19,14,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196301499381661,0.03625151515007019,-1.8679798813536763e-05,-0.9916345477104187,0.03625151515007019,0.3503338098526001,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=16:A=22,OpenBMI_MI,OpenBMI,4,0,M,1,22,16,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196251440793276,0.03776025399565697,-1.540847370051779e-05,-0.7852980494499207,0.03776025399565697,0.3963908553123474,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=19:A=23,OpenBMI_MI,OpenBMI,4,0,M,1,23,19,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000519630266353488,0.10238827764987946,-5.211270763538778e-05,-0.9794876575469971,0.10238827764987946,0.2868095338344574,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=22:A=26,OpenBMI_MI,OpenBMI,4,0,M,1,26,22,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000519623514264822,0.03939864784479141,-1.3549101822718512e-05,-0.6618207097053528,0.03939864784479141,0.3919973075389862,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=23:A=27,OpenBMI_MI,OpenBMI,4,0,M,1,27,23,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196300917305052,0.12205682694911957,-5.209451410337351e-05,-0.8213639259338379,0.12205682694911957,0.3799341917037964,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=26:A=28,OpenBMI_MI,OpenBMI,4,0,M,1,28,26,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196300335228443,0.060385942459106445,-2.4730294171604328e-05,-0.7881324291229248,0.060385942459106445,0.20454595983028412,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=27:A=30,OpenBMI_MI,OpenBMI,4,0,M,1,30,27,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000519630266353488,0.08866670727729797,-4.5095883251633495e-05,-0.9787728190422058,0.08866670727729797,0.3662155270576477,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=28:A=31,OpenBMI_MI,OpenBMI,4,0,M,1,31,28,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196299171075225,0.05082084238529205,-2.0491761461016722e-05,-0.775967001914978,0.05082084238529205,0.28387001156806946,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=30:A=32,OpenBMI_MI,OpenBMI,4,0,M,1,32,30,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196302081458271,0.16433797776699066,-7.184073911048472e-05,-0.8412759304046631,0.16433797776699066,0.4193696081638336,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=31:A=33,OpenBMI_MI,OpenBMI,4,0,M,1,33,31,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196300917305052,0.07042320817708969,-2.995272006955929e-05,-0.8185141086578369,0.07042320817708969,0.0663410872220993,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=32:A=35,OpenBMI_MI,OpenBMI,4,0,M,1,35,32,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196277052164078,0.01674738898873329,-7.0860874075151514e-06,-0.8142673969268799,0.01674738898873329,0.0423748716711998,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=33:A=40,OpenBMI_MI,OpenBMI,4,0,M,1,40,33,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196299753151834,0.03948821499943733,-1.84655928023858e-05,-0.8999150395393372,0.03948821499943733,0.23835504055023193,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=35:A=43,OpenBMI_MI,OpenBMI,4,0,M,1,43,35,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196291022002697,0.039209578186273575,-1.673755468800664e-05,-0.8214976191520691,0.039209578186273575,0.28236818313598633,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=40:A=45,OpenBMI_MI,OpenBMI,4,0,M,1,45,40,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196300917305052,0.033303823322057724,-1.7035434211720712e-05,-0.9843845367431641,0.033303823322057724,0.2849065065383911,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=43:A=47,OpenBMI_MI,OpenBMI,4,0,M,1,47,43,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196299171075225,0.05611845478415489,-2.501486596884206e-05,-0.8578242063522339,0.05611845478415489,0.11854088306427002,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=45:A=49,OpenBMI_MI,OpenBMI,4,0,M,1,49,45,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196294514462352,0.032066911458969116,-1.339399841526756e-05,-0.8038209080696106,0.032066911458969116,0.17974747717380524,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=47:A=50,OpenBMI_MI,OpenBMI,4,0,M,1,50,47,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.0005196296842768788,0.05978824943304062,-2.2914529836270958e-05,-0.7375664710998535,0.05978824943304062,0.3845430016517639,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI:f4:M:r1:B=49:A=1,OpenBMI_MI,OpenBMI,4,0,M,1,1,49,AdamW,0.0003,0.0005,5.0,eval_dropout_disabled,0.000519630266353488,0.10519132763147354,-4.633723438018933e-05,-0.8477264046669006,0.10519132763147354,0.3110794126987457,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
