stage,task,dataset,fold,space,base_sha256_before,base_sha256_after,bitwise_unchanged,stored_residual_sha256_before,stored_residual_sha256_after,stored_residual_bitwise_unchanged
optimizer_aligned_observations,OpenBMI_MI,OpenBMI,0,C,2e29b2bb1e97924066f09a6eee5a7e81991f104d63bfebea150624c3777347ee,2e29b2bb1e97924066f09a6eee5a7e81991f104d63bfebea150624c3777347ee,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,OpenBMI_MI,OpenBMI,0,M,2e29b2bb1e97924066f09a6eee5a7e81991f104d63bfebea150624c3777347ee,2e29b2bb1e97924066f09a6eee5a7e81991f104d63bfebea150624c3777347ee,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,OpenBMI_MI,OpenBMI,0,CM,2e29b2bb1e97924066f09a6eee5a7e81991f104d63bfebea150624c3777347ee,2e29b2bb1e97924066f09a6eee5a7e81991f104d63bfebea150624c3777347ee,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,OpenBMI_MI,OpenBMI,1,C,15eb7248147d252ba1a92e0d29b6568a772187fece75d70f725d4fae694136cb,15eb7248147d252ba1a92e0d29b6568a772187fece75d70f725d4fae694136cb,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,OpenBMI_MI,OpenBMI,1,M,15eb7248147d252ba1a92e0d29b6568a772187fece75d70f725d4fae694136cb,15eb7248147d252ba1a92e0d29b6568a772187fece75d70f725d4fae694136cb,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,OpenBMI_MI,OpenBMI,1,CM,15eb7248147d252ba1a92e0d29b6568a772187fece75d70f725d4fae694136cb,15eb7248147d252ba1a92e0d29b6568a772187fece75d70f725d4fae694136cb,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,OpenBMI_MI,OpenBMI,2,C,a8c15be0161403752f096145f17682816ced956c4aed76f6107ff4e914be9091,a8c15be0161403752f096145f17682816ced956c4aed76f6107ff4e914be9091,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,OpenBMI_MI,OpenBMI,2,M,a8c15be0161403752f096145f17682816ced956c4aed76f6107ff4e914be9091,a8c15be0161403752f096145f17682816ced956c4aed76f6107ff4e914be9091,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,OpenBMI_MI,OpenBMI,2,CM,a8c15be0161403752f096145f17682816ced956c4aed76f6107ff4e914be9091,a8c15be0161403752f096145f17682816ced956c4aed76f6107ff4e914be9091,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,OpenBMI_MI,OpenBMI,3,C,eab36becaed2e29b96283e0dc3ccd504736910750be62df4756b21f3f83c410f,eab36becaed2e29b96283e0dc3ccd504736910750be62df4756b21f3f83c410f,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,OpenBMI_MI,OpenBMI,3,M,eab36becaed2e29b96283e0dc3ccd504736910750be62df4756b21f3f83c410f,eab36becaed2e29b96283e0dc3ccd504736910750be62df4756b21f3f83c410f,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,OpenBMI_MI,OpenBMI,3,CM,eab36becaed2e29b96283e0dc3ccd504736910750be62df4756b21f3f83c410f,eab36becaed2e29b96283e0dc3ccd504736910750be62df4756b21f3f83c410f,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,OpenBMI_MI,OpenBMI,4,C,0470ddb6f39cce3eae1f84bbe29e50f51dc7cd86710a08fd0181c8c0e4450f68,0470ddb6f39cce3eae1f84bbe29e50f51dc7cd86710a08fd0181c8c0e4450f68,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,OpenBMI_MI,OpenBMI,4,M,0470ddb6f39cce3eae1f84bbe29e50f51dc7cd86710a08fd0181c8c0e4450f68,0470ddb6f39cce3eae1f84bbe29e50f51dc7cd86710a08fd0181c8c0e4450f68,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,OpenBMI_MI,OpenBMI,4,CM,0470ddb6f39cce3eae1f84bbe29e50f51dc7cd86710a08fd0181c8c0e4450f68,0470ddb6f39cce3eae1f84bbe29e50f51dc7cd86710a08fd0181c8c0e4450f68,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,WBCIC_MI,WBCIC,0,C,fb758a86aa7c869fd7b34ee66e09f4969d28b41c6fdf375a2a8f46620eb68dd9,fb758a86aa7c869fd7b34ee66e09f4969d28b41c6fdf375a2a8f46620eb68dd9,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,WBCIC_MI,WBCIC,0,M,fb758a86aa7c869fd7b34ee66e09f4969d28b41c6fdf375a2a8f46620eb68dd9,fb758a86aa7c869fd7b34ee66e09f4969d28b41c6fdf375a2a8f46620eb68dd9,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,WBCIC_MI,WBCIC,0,CM,fb758a86aa7c869fd7b34ee66e09f4969d28b41c6fdf375a2a8f46620eb68dd9,fb758a86aa7c869fd7b34ee66e09f4969d28b41c6fdf375a2a8f46620eb68dd9,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,WBCIC_MI,WBCIC,1,C,c446e75ee810e3839541aead607dbc5a5f61945cfcafd8db6bb683dd1d3653be,c446e75ee810e3839541aead607dbc5a5f61945cfcafd8db6bb683dd1d3653be,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,WBCIC_MI,WBCIC,1,M,c446e75ee810e3839541aead607dbc5a5f61945cfcafd8db6bb683dd1d3653be,c446e75ee810e3839541aead607dbc5a5f61945cfcafd8db6bb683dd1d3653be,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,WBCIC_MI,WBCIC,1,CM,c446e75ee810e3839541aead607dbc5a5f61945cfcafd8db6bb683dd1d3653be,c446e75ee810e3839541aead607dbc5a5f61945cfcafd8db6bb683dd1d3653be,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,WBCIC_MI,WBCIC,2,C,1ba0e875f3bf7e15dcac9f58d99cf39535ca8e3f5c1f7523eb073120884b2b11,1ba0e875f3bf7e15dcac9f58d99cf39535ca8e3f5c1f7523eb073120884b2b11,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,WBCIC_MI,WBCIC,2,M,1ba0e875f3bf7e15dcac9f58d99cf39535ca8e3f5c1f7523eb073120884b2b11,1ba0e875f3bf7e15dcac9f58d99cf39535ca8e3f5c1f7523eb073120884b2b11,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,WBCIC_MI,WBCIC,2,CM,1ba0e875f3bf7e15dcac9f58d99cf39535ca8e3f5c1f7523eb073120884b2b11,1ba0e875f3bf7e15dcac9f58d99cf39535ca8e3f5c1f7523eb073120884b2b11,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,WBCIC_MI,WBCIC,3,C,b9a72a958bf9d5d2da62a768ee6790fcde8d498ca932693b169651b40c5cabde,b9a72a958bf9d5d2da62a768ee6790fcde8d498ca932693b169651b40c5cabde,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,WBCIC_MI,WBCIC,3,M,b9a72a958bf9d5d2da62a768ee6790fcde8d498ca932693b169651b40c5cabde,b9a72a958bf9d5d2da62a768ee6790fcde8d498ca932693b169651b40c5cabde,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,WBCIC_MI,WBCIC,3,CM,b9a72a958bf9d5d2da62a768ee6790fcde8d498ca932693b169651b40c5cabde,b9a72a958bf9d5d2da62a768ee6790fcde8d498ca932693b169651b40c5cabde,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,WBCIC_MI,WBCIC,4,C,639e7c6fa8d610ff3ca76b49f6d04bfddb7c68c88f589b9a9bb6b976b250715a,639e7c6fa8d610ff3ca76b49f6d04bfddb7c68c88f589b9a9bb6b976b250715a,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,WBCIC_MI,WBCIC,4,M,639e7c6fa8d610ff3ca76b49f6d04bfddb7c68c88f589b9a9bb6b976b250715a,639e7c6fa8d610ff3ca76b49f6d04bfddb7c68c88f589b9a9bb6b976b250715a,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
optimizer_aligned_observations,WBCIC_MI,WBCIC,4,CM,639e7c6fa8d610ff3ca76b49f6d04bfddb7c68c88f589b9a9bb6b976b250715a,639e7c6fa8d610ff3ca76b49f6d04bfddb7c68c88f589b9a9bb6b976b250715a,True,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,96767296db8ba87b9859cec03bb3c925d580979b818357428030a08ce1cc612f,True
