task,model,fold,seed,absolute_CE_harm_CI95,absolute_CE_harm_mean,block,coordinates,excess_CE_harm_CI95,excess_CE_harm_mean,persistence_supported,protected,rank,rho_G,rho_null_p95,selection_subjects
OpenBMI_MI,LiteBN,0,1,"[0.1400909585858115, 0.17915490187168034]",0.159485143634588,2,"[4, 5, 6, 7]","[0.11940060357170507, 0.1590007345466502]",0.13916099011776412,True,True,4,0.10177847121986709,0.025117117625873948,26
OpenBMI_MI,LiteBN,0,1,"[0.024629624595480692, 0.03433490867267827]",0.02950822969657379,3,"[8, 9, 10, 11]","[-0.027643058594810272, -0.015330223303793196]",-0.021394986286021708,True,False,4,0.0329248943624665,0.01360603961322115,26
OpenBMI_MI,LiteBN,0,1,"[0.025507035066431285, 0.034048848498520135]",0.02973987484368942,4,"[12, 13, 14, 15]","[-0.026788217641740778, -0.013641795453137904]",-0.020454068589386056,True,False,4,0.01069586468916251,0.006874407121233599,26
OpenBMI_MI,LiteBN,0,1,"[0.011286556834485645, 0.01639100843481484]",0.013847282401107257,5,"[16, 17, 18, 19]","[-0.046323745124268276, -0.03524928442824484]",-0.04075674063001712,False,False,4,-0.015193926104763887,0.009683145391048554,26
OpenBMI_MI,LiteBN,0,2,"[-0.00012282634228118224, 0.00044407387445213165]",0.00015040318923030034,0,[0],"[-0.013320521066621746, -0.010671422342399964]",-0.012020152388564138,True,False,1,0.6541890431461393,0.22172365197961522,26
OpenBMI_MI,LiteBN,0,2,"[-0.0006370897840655894, 2.2501539660138646e-05]",-0.0002936759422770889,1,[1],"[-0.01388838820005016, -0.011120548804981735]",-0.012491663397990191,True,False,1,0.33068246004626023,0.11758126364991821,26
OpenBMI_MI,LiteBN,0,2,"[-0.00019183627030247368, 0.00026510214641265324]",4.049187493583716e-05,2,[2],"[-0.013581745346908269, -0.010704620544377895]",-0.012134318911144857,True,False,1,0.23057708968947319,0.08791653842298952,26
OpenBMI_MI,LiteBN,0,2,"[0.03730676015123239, 0.05677867420729499]",0.046768541150808314,3,"[3, 4, 5]","[0.005936056579405961, 0.0235826450355985]",0.01454700850370174,True,True,3,0.15272059871123922,0.05614957813666841,26
OpenBMI_MI,LiteBN,0,2,"[0.14080018198791938, 0.17656851700792137]",0.15914067493189668,4,"[6, 7, 8, 9]","[0.1238036028451505, 0.15790073934305415]",0.14133698037608564,True,True,4,0.06177687420678463,0.01948226491937292,26
OpenBMI_MI,LiteBN,0,2,"[0.0041360207069555555, 0.009583613635541225]",0.006935332995871955,5,"[10, 11, 12, 13]","[-0.05478129947908407, -0.042273932521855385]",-0.048561524173250284,True,False,4,0.01222732942162975,0.007547964073581847,26
OpenBMI_MI,LiteBN,0,2,"[0.008706328968071053, 0.01323423612822438]",0.01094299620511313,6,"[14, 15, 16, 17]","[-0.04940591985846527, -0.03836982881806945]",-0.04370212941071642,False,False,4,-0.002659216645266218,0.005982849552754921,26
OpenBMI_MI,LiteBN,0,2,"[0.004139357613476912, 0.0066473314151681995]",0.005427570932361372,7,"[18, 19]","[-0.0164809603565797, -0.01196107917485261]",-0.014237186150381663,False,False,2,-0.02595860891264431,0.016827296634968278,26
OpenBMI_MI,LiteBN,1,0,"[-0.0007712843520520811, 0.0007120753775618512]",1.153991641873037e-05,0,"[0, 1]","[-0.03234740630754153, -0.02416566456984626]",-0.02808490077693851,True,False,2,0.4652386772292136,0.1256464714659091,24
OpenBMI_MI,LiteBN,1,0,"[0.0014194109064485383, 0.005216662362962914]",0.003289321422952001,1,"[2, 3]","[-0.02760214141298892, -0.021189205447934047]",-0.024356896839409392,True,False,2,0.21041244771533255,0.07130218830402117,24
OpenBMI_MI,LiteBN,1,0,"[0.12817303642434089, 0.17847663380686063]",0.15283096080630112,2,"[4, 5, 6, 7]","[0.10625422799468769, 0.15527453111086878]",0.1307946703105933,True,True,4,0.09489112866635474,0.021958499489312378,24
OpenBMI_MI,LiteBN,1,0,"[0.06214083502771959, 0.07824466787073171]",0.07025790374661255,3,"[8, 9, 10, 11]","[0.020565974558487684, 0.03853258410911775]",0.02972041528602952,True,True,4,0.035804610459541975,0.011275613586553474,24
OpenBMI_MI,LiteBN,1,0,"[0.010824307731431657, 0.016326495335991502]",0.013607256791778613,4,"[12, 13, 14, 15]","[-0.04978718086860616, -0.03550636703485805]",-0.04252305742401654,False,False,4,0.0015684378400012092,0.006515639201575618,24
OpenBMI_MI,LiteBN,1,0,"[0.00010930904497123845, 0.0012985338190904605]",0.0006992462893468165,5,"[16, 17, 18, 19]","[-0.06497829709468247, -0.05219301481566738]",-0.058641933558575964,False,False,4,-0.023015357991031316,0.010824204399630832,24
OpenBMI_MI,LiteBN,1,1,"[-0.0019433846113759245, -5.978277223221389e-05]",-0.0009775602534921842,0,[0],"[-0.012041662946117757, -0.009272980267841539]",-0.010642137563960584,True,False,1,0.5460912093177364,0.1793889010911964,26
OpenBMI_MI,LiteBN,1,1,"[-0.0012160846987834982, 0.00021247391689566743]",-0.0004642584175416863,1,[1],"[-0.011280312257524721, -0.008985142296687043]",-0.010110915580647263,True,False,1,0.3896044417896157,0.1906362286869166,26
OpenBMI_MI,LiteBN,1,1,"[0.0002760016213244659, 0.004059299384667702]",0.001978433777995489,2,"[2, 3]","[-0.026377823476804865, -0.019640744138746703]",-0.023146022007938933,True,False,2,0.24976076876492426,0.07300199464326346,26
OpenBMI_MI,LiteBN,1,1,"[0.0018260561684774136, 0.00724495686009819]",0.004510659710984146,3,[4],"[-0.007689187341604519, -0.0020825281443472275]",-0.004859758178606645,True,False,1,0.12857211082155764,0.06514512365024318,26
OpenBMI_MI,LiteBN,1,1,"[0.16708953524357636, 0.21768580201925314]",0.19191408571384613,4,"[5, 6, 7, 8]","[0.15605171215004743, 0.20636661634220516]",0.18092838029347963,True,True,4,0.06759765843357948,0.02201071400029411,26
OpenBMI_MI,LiteBN,1,1,"[0.020798786064866907, 0.02932676134872884]",0.02498375759701931,5,"[9, 10, 11, 12]","[-0.03734247314405867, -0.02320997046001583]",-0.03000133451593408,True,False,4,0.022601534922248725,0.008868785112461905,26
OpenBMI_MI,LiteBN,1,1,"[0.007074427359267034, 0.010894661005615106]",0.009009516668756224,6,"[13, 14, 15, 16]","[-0.05713673728676211, -0.04238586313049356]",-0.04970268175530805,False,False,4,0.00012100782857244396,0.006353519057550108,26
OpenBMI_MI,LiteBN,1,1,"[0.001333469771839391, 0.00415621185506627]",0.0026655364023013164,7,"[17, 18, 19]","[-0.04425972435895105, -0.03412488543823084]",-0.0390756099336248,False,False,3,-0.022212658511922487,0.011474441446934361,26
OpenBMI_MI,LiteBN,1,2,"[-0.0003781742876915885, 0.0008913675520668646]",0.0002789213972027252,0,[0],"[-0.013569043917207866, -0.010673500767787381]",-0.012129840649596726,True,False,1,0.5931588713316425,0.24570717492078492,24
OpenBMI_MI,LiteBN,1,2,"[-0.0011148866002073266, 0.0021914236119613493]",0.0005277119880387513,1,"[1, 2]","[-0.029118372362566355, -0.02367446888177736]",-0.026429972927475936,True,False,2,0.3056147478844774,0.10079965613701315,24
OpenBMI_MI,LiteBN,1,2,"[-0.00042761278719129475, 0.00040063351395143546]",-8.853922926913062e-06,2,[3],"[-0.013867578559889902, -0.011001406588054189]",-0.012450070678013648,True,False,1,0.19596109014838833,0.08394643335920182,24
OpenBMI_MI,LiteBN,1,2,"[0.08601003620240134, 0.11936352097491135]",0.10275469123296084,3,"[4, 5, 6, 7]","[0.0502823205496582, 0.08300392496072839]",0.06624925439084862,True,True,4,0.10675191069992163,0.029943841706017334,24
OpenBMI_MI,LiteBN,1,2,"[0.10737557173828338, 0.1400750583956144]",0.12362513656071916,4,"[8, 9, 10, 11]","[0.07486260216692754, 0.10747819638542963]",0.09033170434367514,True,True,4,0.04351997431657814,0.016012768022823694,24
OpenBMI_MI,LiteBN,1,2,"[0.01614684501207584, 0.021800319035753874]",0.018928646099153564,5,"[12, 13, 14, 15]","[-0.04824345167720834, -0.034671868648538974]",-0.041672105741668956,True,False,4,0.011896433440955952,0.008379108165291495,24
OpenBMI_MI,LiteBN,1,2,"[0.0007697801670139893, 0.002717303619360142]",0.0017602030969555156,6,"[16, 17, 18, 19]","[-0.07004856292824284, -0.05551609074910426]",-0.06292598900203193,False,False,4,-0.020656595602804376,0.0097043371280038,24
OpenBMI_MI,LiteBN,2,0,"[-0.0016315242201372794, 0.0001481734765736712]",-0.0007174757678769033,0,[0],"[-0.016371649594197752, -0.01340007878049937]",-0.014906411716771527,True,False,1,0.48515906122294183,0.200849336643034,26
OpenBMI_MI,LiteBN,2,0,"[0.0004422717811520293, 0.002417700939283017]",0.001423816888760757,1,"[1, 2]","[-0.030359564603960897, -0.025335337828731826]",-0.027937279498933563,True,False,2,0.26379161837981535,0.0764545517563199,26
OpenBMI_MI,LiteBN,2,0,"[4.8222967434669463e-05, 0.0016774773423877721]",0.0008257386015112002,2,[3],"[-0.014705449460316778, -0.011916778916167837]",-0.01331559320594589,True,False,1,0.15386246674263399,0.06293761974281602,26
OpenBMI_MI,LiteBN,2,0,"[0.05471275184672205, 0.07146296904261004]",0.06291688790847104,3,"[4, 5, 6, 7]","[0.006963114397593071, 0.024104237708669353]",0.015352337093682524,True,True,4,0.07475810103127023,0.019752286257070595,26
OpenBMI_MI,LiteBN,2,0,"[0.15858133121026685, 0.1901318374097734]",0.1743993706734058,4,"[8, 9, 10, 11]","[0.13998403717572824, 0.171704474731462]",0.15582053753634045,True,True,4,0.032960514041124364,0.012878551455025406,26
OpenBMI_MI,LiteBN,2,0,"[0.009872362883437886, 0.015146258531644148]",0.012570992258015286,5,"[12, 13, 14, 15]","[-0.053811048756343294, -0.04209647703389428]",-0.04805270294334278,False,False,4,0.006306642477778012,0.008695608155275633,26
OpenBMI_MI,LiteBN,2,0,"[0.0017073023182394248, 0.0037830254742456924]",0.002747905548576607,6,"[16, 17, 18, 19]","[-0.06469903975341966, -0.056383932143168905]",-0.06062187132968791,False,False,4,-0.02075059150169497,0.01173738977689866,26
OpenBMI_MI,LiteBN,2,1,"[-0.0014718529495127428, 0.0006089412398781595]",-0.0004106311271440914,0,[0],"[-0.015628357459480775, -0.012889382604732847]",-0.01429375181709548,True,False,1,0.528287133311313,0.19664655340477932,23
OpenBMI_MI,LiteBN,2,1,"[-0.0010596818379950334, 0.003664905862290041]",0.0015965752945505665,1,[1],"[-0.015264633890846, -0.00980508993672031]",-0.012180725213037235,True,False,1,0.3091904362613945,0.12423434592928075,23
OpenBMI_MI,LiteBN,2,1,"[-0.0019880094973091108, 0.0012486015452850396]",-0.0002556686187493178,2,"[2, 3]","[-0.030882084311868282, -0.025494202462470732]",-0.028189584980931232,True,False,2,0.19725078648317906,0.06365849007303465,23
OpenBMI_MI,LiteBN,2,1,"[-0.0010847677444086221, -0.0001957891542999838]",-0.0005825644462720363,3,[4],"[-0.015621781189580049, -0.013373510151486521]",-0.01445933928215989,True,False,1,0.13890517792393633,0.07285708063069589,23
OpenBMI_MI,LiteBN,2,1,"[0.030122590613565425, 0.04921007281893495]",0.03964554083129583,4,"[5, 6, 7, 8]","[-0.02667545719544068, -0.002729147823867122]",-0.014695085604517266,True,False,4,0.06405950721794558,0.020051734339372095,23
OpenBMI_MI,LiteBN,2,1,"[0.1630600241234207, 0.20533958072398759]",0.1843847394905607,5,"[9, 10, 11, 12]","[0.14542562942586687, 0.18934286797105176]",0.16730009528599718,True,True,4,0.022703386979475684,0.009883140777478865,23
OpenBMI_MI,LiteBN,2,1,"[0.011826233158837561, 0.01821919968928431]",0.014826742714399696,6,"[13, 14, 15, 16]","[-0.0552417803616675, -0.040907730652381756]",-0.04823706401400175,False,False,4,0.003412699968749186,0.00928934514011302,23
OpenBMI_MI,LiteBN,2,1,"[0.014866719093344137, 0.019942550765897734]",0.01743527725125607,7,"[17, 18, 19]","[-0.03352217787031375, -0.025648456076168658]",-0.02970083349178513,False,False,3,-0.02264371784777024,0.010251275656412052,23
OpenBMI_MI,LiteBN,2,2,"[-0.0003135403673801284, 0.00025471208464706614]",-2.677061287386731e-05,0,[0],"[-0.017179996329715102, -0.013775502056972309]",-0.015348761189811324,True,False,1,0.564469291823294,0.20126521054219335,24
OpenBMI_MI,LiteBN,2,2,"[-0.0006075012866861038, 0.0003377393077289154]",-0.00012748716315427855,1,[1],"[-0.017181637317789315, -0.01385327279376085]",-0.015460057434395326,True,False,1,0.3249455430307024,0.13825835015923751,24
OpenBMI_MI,LiteBN,2,2,"[-0.0003011514532698027, 0.0010964401323608638]",0.00048611966396170823,2,[2],"[-0.016546477406413157, -0.013233363099804524]",-0.01480868310677833,True,False,1,0.27418448334378476,0.11346929393286408,24
OpenBMI_MI,LiteBN,2,2,"[0.0025114265090865153, 0.010944451408627716]",0.006626994788927395,3,[3],"[-0.012334048338774644, -0.003924832150711112]",-0.008191629449070323,True,False,1,0.1937333859320773,0.09037998087350373,24
OpenBMI_MI,LiteBN,2,2,"[0.003209260277893037, 0.00699079200027472]",0.005091967115682653,4,[4],"[-0.012086921977248784, -0.007619899361732153]",-0.00980239258986651,True,False,1,0.14965433468029984,0.07918663344322946,24
OpenBMI_MI,LiteBN,2,2,"[0.03951349893189238, 0.055913667646490674]",0.04768164855034248,5,"[5, 6, 7, 8]","[-0.020066495786806617, -0.003100513015084141]",-0.011307266071599514,True,False,4,0.07688593793070093,0.024270094578176662,24
OpenBMI_MI,LiteBN,2,2,"[0.13778203261631877, 0.16409660305728077]",0.1509338545508225,6,"[9, 10, 11, 12]","[0.10653642025854156, 0.13137752997516872]",0.11908196184354349,True,True,4,0.027036539605043347,0.00926729521823709,24
OpenBMI_MI,LiteBN,2,2,"[0.05232514428737644, 0.06436913625010798]",0.05856401699665659,7,"[13, 14, 15, 16]","[-0.0047087804850758285, 0.010606880997134778]",0.0029358176114909636,False,False,4,0.0014251971986994402,0.007638333879919671,24
OpenBMI_MI,LiteBN,2,2,"[0.002096891740190708, 0.005177453466926911]",0.0036985038863138592,8,"[17, 18, 19]","[-0.04639488536928245, -0.03964310584489374]",-0.04305045665613427,False,False,3,-0.026449497808574918,0.01629830909964315,24
OpenBMI_MI,LiteBN,3,0,"[-0.0002595540960357645, 0.00018321392564994086]",-3.3175951487555364e-05,0,[0],"[-0.015446478060771054, -0.013433867017016548]",-0.01450267271540555,True,False,1,0.4255732403488703,0.15318877512136111,26
OpenBMI_MI,LiteBN,3,0,"[7.47856570173978e-05, 0.0009801948673491174]",0.0005295926771103972,1,[1],"[-0.015024438658085624, -0.012694925463580193]",-0.013908855630529373,True,False,1,0.3784632804633045,0.14555716878473554,26
OpenBMI_MI,LiteBN,3,0,"[2.0186063212588488e-08, 0.001626442386145184]",0.0007940767291758507,2,[2],"[-0.014975189171443583, -0.012174471825439858]",-0.013623129326595247,True,False,1,0.1788258285913735,0.08326479838151614,26
OpenBMI_MI,LiteBN,3,0,"[0.09255653516823707, 0.12675754868592146]",0.1097417064756549,3,"[3, 4, 5, 6]","[0.05359932157826914, 0.08763294727891387]",0.07075558924282906,True,True,4,0.0897798505740679,0.0218423187120278,26
OpenBMI_MI,LiteBN,3,0,"[0.10797803521665106, 0.12975072948814775]",0.11882721746050066,4,"[7, 8, 9, 10]","[0.07232441518010477, 0.09260909560684269]",0.08236332081990619,True,True,4,0.0385396959984215,0.014039803640148193,26
OpenBMI_MI,LiteBN,3,0,"[0.019697564608966007, 0.027572487842980498]",0.02342901165330977,5,"[11, 12, 13, 14]","[-0.04380226438250514, -0.029598479169277932]",-0.03689880531189435,True,False,4,0.008499566035713396,0.006970080136975516,26
OpenBMI_MI,LiteBN,3,0,"[0.002575620290893761, 0.0068636639996777875]",0.004716403613550373,6,"[15, 16, 17, 18]","[-0.06699417796782785, -0.05313158667720778]",-0.060075788344211276,False,False,4,-0.013410834103236163,0.00715484475003832,26
OpenBMI_MI,LiteBN,3,0,"[-0.0004038468800025241, 8.311888460268192e-05]",-0.000154386280869319,7,[19],"[-0.015567962296725434, -0.013094783247006785]",-0.014362789425344389,False,False,1,-0.041358538048707094,0.03284719749054113,26
OpenBMI_MI,LiteBN,3,1,"[-0.0002086846850405873, 0.00011122000204466422]",-5.0350898089331754e-05,0,[0],"[-0.013390857468494404, -0.011179455106341536]",-0.012275070328869698,True,False,1,0.5206299432083127,0.21382193271478092,25
OpenBMI_MI,LiteBN,3,1,"[0.00040491841428633325, 0.0019777002336745153]",0.001182554010448259,1,[1],"[-0.01213617780429067, -0.00986191894139916]",-0.010981849044359589,True,False,1,0.39678239036853374,0.17627624019815788,25
OpenBMI_MI,LiteBN,3,1,"[0.06448545505596176, 0.08796866885612678]",0.07588888179721012,2,"[2, 3, 4, 5]","[0.019405723251543282, 0.04061038183783972]",0.029565628052951452,True,True,4,0.099254245296592,0.02414845915095007,25
OpenBMI_MI,LiteBN,3,1,"[0.1129444019799911, 0.1431721096740618]",0.12834221818711455,3,"[6, 7, 8, 9]","[0.08430301035399479, 0.11156517396914588]",0.0983068737819015,True,True,4,0.048415355161158385,0.016784608840549713,25
OpenBMI_MI,LiteBN,3,1,"[0.0243622300288187, 0.032043817601374924]",0.028198674651931366,4,"[10, 11, 12, 13]","[-0.035336786256391355, -0.020711606293567008]",-0.028038665697158394,True,False,4,0.01108527852130946,0.009370481876100806,25
OpenBMI_MI,LiteBN,3,1,"[0.004310641450661418, 0.007520475480018729]",0.005883529510770171,5,"[14, 15, 16, 17]","[-0.06154827928822788, -0.04977495874537359]",-0.05562539151988931,False,False,4,-0.007493711860284279,0.006998516835125234,25
OpenBMI_MI,LiteBN,3,1,"[0.008247755404137394, 0.013009197058066062]",0.010739389318444384,6,"[18, 19]","[-0.019528869811317292, -0.011942474602093427]",-0.01563363765475513,False,False,2,-0.03316195479738805,0.018642503542826462,25
OpenBMI_MI,LiteBN,3,2,"[-0.00019276044746829158, 0.00038765431778548453]",9.740823884204876e-05,0,[0],"[-0.014820162288320712, -0.011754240514411846]",-0.013318383151941681,True,False,1,0.5357177358235141,0.22394040097212678,26
OpenBMI_MI,LiteBN,3,2,"[-0.00024474044925206417, 0.0003416291616660993]",5.0201630933069397e-05,1,[1],"[-0.014968526068958491, -0.011769924101454025]",-0.013368460946233628,True,False,1,0.38963259062127165,0.1499003113013401,26
OpenBMI_MI,LiteBN,3,2,"[-0.0003612011753644665, 0.002214021463046721]",0.0009269971977506689,2,[2],"[-0.014653326939666814, -0.010360478509155334]",-0.012448386587113471,True,False,1,0.25133968165178894,0.10062463506066954,26
OpenBMI_MI,LiteBN,3,2,"[0.003753285053977193, 0.008413077105359035]",0.005988104548620537,3,[3],"[-0.00917281345777951, -0.004894417226231812]",-0.007086127700353261,True,False,1,0.18479932461017773,0.08167592386111378,26
OpenBMI_MI,LiteBN,3,2,"[0.15921209729670702, 0.2094623596409823]",0.18472330721587943,4,"[4, 5, 6, 7]","[0.13971294407758472, 0.19055295289271915]",0.16551964042217276,True,True,4,0.09563289075483808,0.023279020345120954,26
OpenBMI_MI,LiteBN,3,2,"[0.026809475107734657, 0.034841746623778626]",0.03083239826893327,5,"[8, 9, 10, 11]","[-0.035155932496671934, -0.022635152785177384]",-0.02896837165416377,True,False,4,0.03815849934814699,0.013659479177249932,26
OpenBMI_MI,LiteBN,3,2,"[0.02728753643812637, 0.03583568263172927]",0.03162819979795016,6,"[12, 13, 14, 15]","[-0.03606286453440759, -0.019055564575601015]",-0.027482178120331633,False,False,4,0.00787313036477584,0.007975409995199072,26
OpenBMI_MI,LiteBN,3,2,"[0.005743026599003017, 0.009938802207856324]",0.007825413943572727,7,"[16, 17, 18, 19]","[-0.06465253641177346, -0.04999985094787626]",-0.0574324289141066,False,False,4,-0.016192168445066643,0.0072397597747040935,26
OpenBMI_MI,LiteBN,4,0,"[-0.0013989994845593988, -0.00010775962676563792]",-0.0007686611107823079,0,[0],"[-0.014247872084604566, -0.012091935599668664]",-0.013225563978815193,True,False,1,0.5457170775061321,0.18586975847512757,26
OpenBMI_MI,LiteBN,4,0,"[-3.992922999018293e-05, 0.00018420403246724828]",6.350813883048044e-05,1,[1],"[-0.01355389386582077, -0.011164705703907978]",-0.012347108274715378,True,False,1,0.40009286989413695,0.1702684127283829,26
OpenBMI_MI,LiteBN,4,0,"[-0.0005883206956378146, 0.00015104147786527942]",-0.00021614445647417122,2,[2],"[-0.013907580169783273, -0.01133139114905604]",-0.012642998888272063,True,False,1,0.21452140461563426,0.09844869848998851,26
OpenBMI_MI,LiteBN,4,0,"[0.0282212033752835, 0.04353494620980496]",0.035743126740219185,3,"[3, 4, 5, 6]","[-0.027163510035025006, -0.013255028353484051]",-0.020100310431953088,True,False,4,0.11110742491457265,0.029125604979327927,26
OpenBMI_MI,LiteBN,4,0,"[0.15092212221768966, 0.19809858805647937]",0.17480180739348278,4,"[7, 8, 9, 10]","[0.12929773626749955, 0.17464464979222333]",0.15227073471596347,True,True,4,0.050410609682233605,0.015266792255675772,26
OpenBMI_MI,LiteBN,4,0,"[0.0413558039597237, 0.05517285972562491]",0.048274108088023966,5,"[11, 12, 13, 14]","[-0.017852484913299445, 0.004172124543239682]",-0.006398531500736831,False,False,4,0.0076403910671180185,0.008398738206430195,26
OpenBMI_MI,LiteBN,4,0,"[0.0038009464960833362, 0.006569748317795606]",0.005218907274912194,6,"[15, 16, 17, 18]","[-0.06892494272485017, -0.05191546750539555]",-0.06021153455243368,False,False,4,-0.010872359682881477,0.007422665129350126,26
OpenBMI_MI,LiteBN,4,0,"[-0.0005551510190735262, 0.0009779159325808851]",0.0002274424235712114,7,[19],"[-0.014361275309523068, -0.010876459386962752]",-0.012604531359379377,False,False,1,-0.03722879879298077,0.027260075386330015,26
OpenBMI_MI,LiteBN,4,1,"[6.876700189853671e-05, 0.0009284222259071347]",0.0004827283242740179,0,[0],"[-0.012349548925171582, -0.009721820291388888]",-0.011053368298598926,True,False,1,0.5984779538272127,0.1660179437668852,25
OpenBMI_MI,LiteBN,4,1,"[-0.0015791770879393225, -0.00026813255800670115]",-0.0009130529942106832,1,[1],"[-0.013735126754033017, -0.011210086783722251]",-0.012526298856417959,True,False,1,0.32565623202760063,0.1494956568392218,25
OpenBMI_MI,LiteBN,4,1,"[-0.00039120680866733807, 0.000149546114997267]",-0.00011733668060254271,2,[2],"[-0.0128204807705808, -0.010499171410832767]",-0.011685904457509801,True,False,1,0.26551741603172707,0.1212334081540789,25
OpenBMI_MI,LiteBN,4,1,"[0.06680712647276611, 0.10295618320293291]",0.08422159582016514,3,"[3, 4, 5, 6]","[0.03099756145077676, 0.0670286096628527]",0.048183103328200284,True,True,4,0.13002684135249087,0.03661973693097961,25
OpenBMI_MI,LiteBN,4,1,"[0.07916547677939022, 0.10466549857195356]",0.09208252983273399,4,"[7, 8, 9, 10]","[0.045660564190061204, 0.06989697607276306]",0.05813594714549336,True,True,4,0.04843367825335231,0.01408407369457187,25
OpenBMI_MI,LiteBN,4,1,"[0.02987403160371132, 0.039704383010164844]",0.034614601168097434,5,"[11, 12, 13, 14]","[-0.02380922082328783, -0.0049681455418662925]",-0.01415668488164942,True,False,4,0.008116717732701024,0.007554865565485557,25
OpenBMI_MI,LiteBN,4,1,"[0.006812074479002719, 0.010620749543802866]",0.008651326427046106,6,"[15, 16, 17, 18]","[-0.05347556313797005, -0.03984924340951731]",-0.04662097375173786,False,False,4,-0.015284762219303633,0.008468429519616896,25
OpenBMI_MI,LiteBN,4,1,"[0.00044234814114320375, 0.001553332830995492]",0.0010090516616496747,7,[19],"[-0.011589314007017246, -0.008895875039981363]",-0.010292704615528513,False,False,1,-0.048992316090217314,0.029729871774165556,25
OpenBMI_MI,LiteBN,4,2,"[0.0001263131325108483, 0.0006776810800971386]",0.0003928920156035517,0,[0],"[-0.013079898540735848, -0.01067397073071402]",-0.011888153979467346,True,False,1,0.6310672290609805,0.23187857652597418,26
OpenBMI_MI,LiteBN,4,2,"[-0.0005958986457701499, 0.0005542731297280819]",-4.907734784410947e-05,1,[1],"[-0.013650085542514588, -0.011047980120763934]",-0.012337524089156135,True,False,1,0.4095263906694238,0.1701497895008301,26
OpenBMI_MI,LiteBN,4,2,"[-0.0005175219290999652, 0.0002850463013576298]",-0.0001252468618148236,2,[2],"[-0.013701214540627015, -0.011124145248125411]",-0.012418372328737394,True,False,1,0.2875846384977888,0.12041863597654774,26
OpenBMI_MI,LiteBN,4,2,"[4.239134194451209e-06, 0.0024892465282042807]",0.0011929692165627143,3,[3],"[-0.012424624402369399, -0.009663735508035325]",-0.011039318218346833,True,False,1,0.17083323341396017,0.07461072145294625,26
OpenBMI_MI,LiteBN,4,2,"[0.017648527418175332, 0.033182517475715274]",0.025312328733335807,4,[4],"[0.007229224462937293, 0.022166633645817804]",0.01470902067672255,True,True,1,0.13148752598209443,0.0639367879471219,26
OpenBMI_MI,LiteBN,4,2,"[0.1529962409479423, 0.1894044079430955]",0.17118148097350522,5,"[5, 6, 7, 8]","[0.1361282873982226, 0.17030233410981083]",0.15318239655680402,True,True,4,0.06864539780369726,0.02020370893281514,26
