task,model,fold,seed,subject_id,trials,BA,Macro_F1,evaluation_scope,prediction_source
OpenBMI_MI,LiteBN,0,0,4,100,0.8,0.797077922077922,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,0,1,51,100,0.6799999999999999,0.6692848284415047,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,0,1,54,100,0.73,0.7266929851199515,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,0,2,4,100,0.76,0.75,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,0,2,12,100,0.77,0.7647058823529411,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,0,2,13,100,0.69,0.6892230576441103,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,0,2,17,100,0.6799999999999999,0.6798719487795117,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,0,2,18,100,0.65,0.6499649964996499,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,0,2,24,100,0.56,0.533106960950764,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,0,2,25,100,0.99,0.98999899989999,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,0,2,29,100,0.84,0.8376623376623376,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,0,2,36,100,0.8799999999999999,0.8795664391810518,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,0,2,37,100,0.6699999999999999,0.6396986570586309,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,0,2,39,100,0.68,0.6753246753246753,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,0,2,42,100,0.7,0.6995192307692307,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,0,2,51,100,0.72,0.7181964573268922,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,0,2,54,100,0.72,0.7189883580891208,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,0,4,100,0.81,0.8076728413807065,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,0,12,100,0.76,0.7596153846153846,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,0,13,100,0.75,0.7479584635547939,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,0,17,100,0.7,0.6989160979526294,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,0,18,100,0.77,0.7699769976997699,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,0,24,100,0.58,0.5495495495495496,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,0,25,100,1.0,1.0,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,0,29,100,0.69,0.6874684948079444,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,0,36,100,0.95,0.9499949994999499,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,0,37,100,0.73,0.712,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,0,39,100,0.81,0.8090644156366193,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,0,42,100,0.78,0.7777777777777779,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,0,51,100,0.71,0.7064480210547626,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,0,54,100,0.76,0.7599039615846339,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,1,4,100,0.71,0.6906666666666665,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,1,12,100,0.78,0.7796474358974359,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,1,13,100,0.6699999999999999,0.6576408341114224,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,1,17,100,0.62,0.6006725514922236,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,1,18,100,0.72,0.7159090909090909,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,1,24,100,0.5599999999999999,0.528099528099528,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,1,25,100,0.98,0.98,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,1,29,100,0.82,0.8173701298701298,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,1,36,100,0.97,0.9699729756781104,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,1,37,100,0.74,0.7211497211497212,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,1,39,100,0.74,0.7383252818035426,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,1,42,100,0.77,0.7694235588972431,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,1,51,100,0.64,0.6305418719211822,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,1,54,100,0.75,0.7457023700539112,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,2,4,100,0.76,0.7564935064935063,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,2,12,100,0.71,0.6991389148251893,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,2,13,100,0.69,0.68996899689969,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,2,17,100,0.64,0.6363636363636365,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,2,18,100,0.8,0.7992773986350863,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,2,24,100,0.55,0.5021573182874212,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,2,25,100,0.99,0.98999899989999,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,2,29,100,0.9099999999999999,0.9099189270343309,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,2,36,100,0.95,0.949954959463517,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,2,37,100,0.66,0.6155585707824514,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,2,39,100,0.73,0.7266929851199515,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,2,42,100,0.72,0.7159090909090909,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,2,51,100,0.7,0.7,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,1,2,54,100,0.73,0.7286704853783539,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,0,4,100,0.8300000000000001,0.8295739348370927,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,0,12,100,0.77,0.7688674505074867,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,0,13,100,0.71,0.7092731829573935,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,0,17,100,0.59,0.5670995670995671,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,0,18,100,0.7,0.7,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,0,24,100,0.62,0.5703301673450927,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,0,25,100,0.98,0.9799919967987194,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,0,29,100,0.78,0.7799119647859143,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,0,36,100,0.9199999999999999,0.9198717948717948,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,0,37,100,0.75,0.7406369955389562,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,0,39,100,0.72,0.7189883580891208,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,0,42,100,0.74,0.7348021215830274,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,0,51,100,0.67,0.6659580929243851,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,0,54,100,0.8,0.7996794871794872,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,1,4,100,0.82,0.8173701298701298,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,1,12,100,0.8200000000000001,0.8197115384615385,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,1,13,100,0.65,0.6338529134846741,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,1,17,100,0.54,0.5066495066495066,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,1,18,100,0.76,0.7596153846153846,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,1,24,100,0.5800000000000001,0.5384615384615385,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,1,25,100,0.97,0.96999699969997,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,1,29,100,0.88,0.8792270531400966,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,1,36,100,0.97,0.9699729756781104,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,1,37,100,0.8500000000000001,0.849624060150376,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,1,39,100,0.73,0.7297567811029926,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,1,42,100,0.71,0.7099709970997101,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,1,51,100,0.58,0.5442708333333334,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,1,54,100,0.74,0.7383252818035426,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,2,4,100,0.79,0.7851662404092071,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,2,12,100,0.7,0.6816638370118846,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,2,13,100,0.69,0.6897207486738064,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,2,17,100,0.62,0.6041666666666667,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,2,18,100,0.8300000000000001,0.8298468621759585,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,2,24,100,0.5700000000000001,0.5459824728117411,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,2,25,100,0.99,0.98999899989999,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,2,29,100,0.8799999999999999,0.8795664391810518,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,2,36,100,0.9299999999999999,0.9299369432489241,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,2,37,100,0.8,0.7916666666666665,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,2,39,100,0.76,0.7519636213311285,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,2,42,100,0.74,0.7390606182256123,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,2,51,100,0.69,0.6897207486738064,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,2,2,54,100,0.74,0.7398959583833533,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,0,4,100,0.83,0.8279178054458953,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,0,12,100,0.67,0.6515679442508711,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,0,13,100,0.79,0.78997899789979,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,0,17,100,0.61,0.5983935742971889,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,0,18,100,0.77,0.7694235588972431,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,0,24,100,0.51,0.4221016629319495,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,0,25,100,0.97,0.96999699969997,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,0,29,100,0.6599999999999999,0.6587715776796468,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,0,36,100,0.9299999999999999,0.9299369432489241,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,0,37,100,0.76,0.7477931904161412,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,0,39,100,0.84,0.8399359743897559,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,0,42,100,0.6699999999999999,0.6624040920716112,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,0,51,100,0.7,0.6969696969696968,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,0,54,100,0.6799999999999999,0.6788438378161381,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,1,4,100,0.78,0.7742200328407225,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,1,12,100,0.76,0.7599039615846339,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,1,13,100,0.65,0.6224786970121886,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,1,17,100,0.51,0.4109868974636375,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,1,18,100,0.75,0.7497747973175859,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,1,24,100,0.55,0.4786235662148072,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,1,25,100,0.95,0.949954959463517,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,1,29,100,0.8300000000000001,0.8291628982011858,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,1,36,100,0.8999999999999999,0.8993558776167472,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,1,37,100,0.78,0.7767857142857144,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,1,39,100,0.78,0.7796474358974359,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,1,42,100,0.77,0.769792813532179,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,1,51,100,0.63,0.6214833759590792,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,1,54,100,0.73,0.7293233082706766,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,2,4,100,0.74,0.7331691297208538,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,2,12,100,0.74,0.7241086587436332,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,2,13,100,0.74,0.7291666666666666,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,2,17,100,0.61,0.584,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,2,18,100,0.71,0.7033248081841432,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,2,24,100,0.56,0.537620849096259,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,2,25,100,0.99,0.98999899989999,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,2,29,100,0.77,0.7631551848419318,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
OpenBMI_MI,LiteBN,3,2,36,100,0.89,0.8899009108197378,OpenBMI 14-subject internal-heldout diagnostic,cached 64-d h + frozen final Linear readout; no neural inference
