task,fold,layer,calibration_count,batches,old_mean_norm,new_mean_norm,mean_shift,old_variance_norm,new_variance_norm,variance_shift,relative_mean_shift,relative_variance_shift
WBCIC_MI,2,spatial_norm.1,7998000,63,0.20773479209561296,0.24132753744075217,0.04527166439644575,0.8438604232261064,0.9077917985371928,0.11060180190102466,0.21793010183681125,0.13106646414129755
WBCIC_MI,2,spatial_norm.2,7998000,63,0.15243773495785776,0.17379292060974086,0.027413098301255465,0.6825803976510214,0.7377541334594967,0.0801272157956294,0.1798314459922536,0.11738868574511209
WBCIC_MI,2,norm1,1999500,63,0.2715093905282679,0.3011103353788256,0.03933443333478416,0.877762917961096,0.766544157520999,0.1217170970961204,0.14487319668116194,0.13866739481185866
WBCIC_MI,2,norm2,999750,63,0.24234644914321923,0.25784718674229046,0.018692837321248486,0.6877127711682407,0.6646209824753041,0.03266191199268682,0.07713270562590996,0.0474935370724655
WBCIC_MI,3,temporal_norm.0,463884000,63,0.0018522868997430998,1.5172211361449005e-05,0.0018553505287718806,0.0023772218256791905,1.298618276817352,1.2962430286367754,1.001653971114953,545.2764292480063
WBCIC_MI,3,temporal_norm.1,463884000,63,0.0013403238857161094,5.2482908556400575e-05,0.0013038586523527941,0.0014388506074854983,0.8761940126103236,0.8747913626646839,0.9727937151968066,607.9792843771661
WBCIC_MI,3,temporal_norm.2,463884000,63,0.0013624970831574588,0.00010507191017766056,0.0012942238228084173,0.0020975800390278373,1.578439156310923,1.576394159571186,0.9498910777916495,751.52992030845
WBCIC_MI,3,spatial_norm.0,7998000,63,0.22361676473312334,0.21800050199781357,0.01888378100752508,0.6876976445080722,0.675650283923134,0.0467816538520994,0.08444707189133173,0.06802648551394053
WBCIC_MI,3,spatial_norm.1,7998000,63,0.2686842848965235,0.2678533067766786,0.016712422990423935,1.0127086469021318,1.0176723050505139,0.06177871057807384,0.062200969427223,0.06100343940683676
WBCIC_MI,3,spatial_norm.2,7998000,63,0.20847384024241183,0.21591462442281667,0.029076107670625212,0.6051592670527208,0.5967558246895927,0.08447243011606796,0.13947125278076006,0.13958710494093585
WBCIC_MI,3,norm1,1999500,63,0.320712143543883,0.33047004745932934,0.01982184208974842,0.7994009892900986,0.7072006450139355,0.09782677296178946,0.061805711098794736,0.12237509619379344
WBCIC_MI,3,norm2,999750,63,0.2748620384768896,0.2743570578565116,0.0074287879596393195,0.6954759048924842,0.6752428935173711,0.03151090173994196,0.027027333424451523,0.045308401798353215
WBCIC_MI,4,temporal_norm.0,463768000,63,0.0006164337124258023,0.0002008742986567235,0.00044862267814461395,1.7655294274001296,1.562791425422353,0.20327071247317963,0.7277711603072211,0.11513300731130295
WBCIC_MI,4,temporal_norm.1,463768000,63,0.00036374887491573047,0.0002045404032549212,0.00024773631587859815,1.0070222568945892,0.8606138133165424,0.15009721427517914,0.681064143321381,0.14905054307145335
WBCIC_MI,4,temporal_norm.2,463768000,63,0.004374655548289334,0.0030745421849511668,0.0013997152642742804,1.8793165187603251,1.6373662109062497,0.24880739996856835,0.3199601085899495,0.13239249348624466
WBCIC_MI,4,spatial_norm.0,7996000,63,0.22421218294133444,0.2445693094751648,0.030203889701425294,0.5425467623829665,0.5578823442555403,0.05875546010798244,0.13471118877303917,0.10829566072778225
WBCIC_MI,4,spatial_norm.1,7996000,63,0.23198920023476713,0.2540261458588875,0.03914726611354736,1.0576636049252395,1.0240207041945284,0.11781024949886997,0.1687460712564694,0.11138725862387723
WBCIC_MI,4,spatial_norm.2,7996000,63,0.25679662993582814,0.27049084006374025,0.02324725395589939,0.8104792655219878,0.804714470317859,0.12915814063976458,0.09052787788417914,0.1593602034428117
WBCIC_MI,4,norm1,1999000,63,0.2712119287563229,0.29471938817826626,0.031224930493438774,0.8840471445859335,0.8251522521331895,0.0814869262136158,0.1151311103336225,0.09217486500879128
WBCIC_MI,4,norm2,999500,63,0.2469662578088539,0.252149188647492,0.010353823649902857,0.7308305059325144,0.7230369099041255,0.03176180337889044,0.04192404153411303,0.043459876292880624
