model,type,dataset,fold,seed,config,BA,macro_F1,NLL,threshold,future_session_used,parameters
FBCNet,Specialist,WBCIC,1,0,recipe_a,0.5825,0.5683185912193546,0.7259932660994288,0.7684300821,False,4898
FBCNet,Specialist,WBCIC,1,1,recipe_a,0.57875,0.5727247513768374,0.8092522342377996,0.7684300821,False,4898
FBCNet,Specialist,WBCIC,1,2,recipe_a,0.5715625,0.5625625229389952,0.7385236480449945,0.7684300821,False,4898
FBCNet,Specialist,WBCIC,2,0,recipe_a,0.5976601758793969,0.5970212889659784,0.7030812369979885,0.7684300821,False,4898
FBCNet,Specialist,WBCIC,2,1,recipe_a,0.6051507537688442,0.605050185234586,0.7206373870638743,0.7684300821,False,4898
FBCNet,Specialist,WBCIC,2,2,recipe_a,0.599558731155779,0.5940132111782319,0.7331991964321927,0.7684300821,False,4898
FBCNet,Specialist,WBCIC,3,0,recipe_a,0.6090734924623116,0.6036517775238681,0.6708161842359998,0.7684300821,False,4898
FBCNet,Specialist,WBCIC,3,1,recipe_a,0.6141111809045225,0.6114456550163995,0.6864643303128264,0.7684300821,False,4898
FBCNet,Specialist,WBCIC,3,2,recipe_a,0.6119535175879398,0.6118747955449957,0.6785337671986241,0.7684300821,False,4898
FBCNet,Specialist,WBCIC,4,0,recipe_a,0.5705794597989949,0.5682784672866353,0.7137446377707737,0.7684300821,False,4898
FBCNet,Specialist,WBCIC,4,1,recipe_a,0.5761369346733668,0.5751200637519129,0.7276538932363026,0.7684300821,False,4898
FBCNet,Specialist,WBCIC,4,2,recipe_a,0.571151067839196,0.5683299185487323,0.7369656396292522,0.7684300821,False,4898
ATCNet,Specialist,OpenBMI,0,0,recipe_a,0.8075000000000001,0.8074852605902639,0.4624799476786784,0.7519166667,False,21698
ATCNet,Specialist,OpenBMI,0,1,recipe_a,0.791875,0.7917512709699787,0.509628978560486,0.7519166667,False,21698
ATCNet,Specialist,OpenBMI,0,2,recipe_a,0.79375,0.7936868165875799,0.48911135123229427,0.7519166667,False,21698
ATCNet,Specialist,OpenBMI,1,0,recipe_a,0.695,0.6949923748093703,0.6380373681081215,0.7519166667,False,21698
ATCNet,Specialist,OpenBMI,1,1,recipe_a,0.7381249999999999,0.7361908460899462,0.6004633005998078,0.7519166667,False,21698
ATCNet,Specialist,OpenBMI,1,2,recipe_a,0.714375,0.7143498940336553,0.640570611345354,0.7519166667,False,21698
ATCNet,Specialist,OpenBMI,2,0,recipe_a,0.690625,0.6904013875646903,0.6288197428537156,0.7519166667,False,21698
ATCNet,Specialist,OpenBMI,2,1,recipe_a,0.779375,0.7792300334711972,0.48440310914119217,0.7519166667,False,21698
ATCNet,Specialist,OpenBMI,2,2,recipe_a,0.79,0.7894195877387048,0.4776165285226377,0.7519166667,False,21698
ATCNet,Specialist,OpenBMI,3,0,recipe_a,0.7775000000000001,0.7774996523432067,0.46006549762859633,0.7519166667,False,21698
ATCNet,Specialist,OpenBMI,3,1,recipe_a,0.8125,0.812434058848814,0.41579264052378434,0.7519166667,False,21698
ATCNet,Specialist,OpenBMI,3,2,recipe_a,0.79125,0.7912235767339304,0.4580350405247403,0.7519166667,False,21698
ATCNet,Specialist,OpenBMI,4,0,recipe_a,0.771875,0.7708501811421471,0.48559179436406624,0.7519166667,False,21698
ATCNet,Specialist,OpenBMI,4,1,recipe_a,0.78125,0.7809621706023071,0.4703665727848261,0.7519166667,False,21698
ATCNet,Specialist,OpenBMI,4,2,recipe_a,0.770625,0.7694751673483873,0.49040066476221994,0.7519166667,False,21698
ATCNet,Specialist,WBCIC,0,0,recipe_a,0.8225,0.8223488731733593,0.36798050461605125,0.7684300821,False,21570
ATCNet,Specialist,WBCIC,0,1,recipe_a,0.8211111111111111,0.8210986874088478,0.37479915893518534,0.7684300821,False,21570
ATCNet,Specialist,WBCIC,0,2,recipe_a,0.8163888888888888,0.8163864945461095,0.35221925184998654,0.7684300821,False,21570
ATCNet,Specialist,WBCIC,1,0,recipe_a,0.735625,0.7351605999739387,0.5244490334846232,0.7684300821,False,21570
ATCNet,Specialist,WBCIC,1,1,recipe_a,0.7418750000000001,0.7417368897664415,0.5063417464007077,0.7684300821,False,21570
ATCNet,Specialist,WBCIC,1,2,recipe_a,0.7324999999999999,0.7320440562144024,0.512065590357558,0.7684300821,False,21570
ATCNet,Specialist,WBCIC,2,0,recipe_a,0.7774560301507538,0.777403801424029,0.46536200119947435,0.7684300821,False,21570
ATCNet,Specialist,WBCIC,2,1,recipe_a,0.7906140075376884,0.7894807664352589,0.45948934822971815,0.7684300821,False,21570
ATCNet,Specialist,WBCIC,2,2,recipe_a,0.8005559045226132,0.8004643859937274,0.43200163641067485,0.7684300821,False,21570
ATCNet,Specialist,WBCIC,3,0,recipe_a,0.8371403894472362,0.8369758662037325,0.36060975465935624,0.7684300821,False,21570
ATCNet,Specialist,WBCIC,3,1,recipe_a,0.8283888190954775,0.8280145781405279,0.36515995779331417,0.7684300821,False,21570
ATCNet,Specialist,WBCIC,3,2,recipe_a,0.8293074748743718,0.8292121159955554,0.33700907421609977,0.7684300821,False,21570
ATCNet,Specialist,WBCIC,4,0,recipe_a,0.7467760678391959,0.746625308310237,0.48581244944473606,0.7684300821,False,21570
ATCNet,Specialist,WBCIC,4,1,recipe_a,0.7508668341708542,0.750325239771607,0.46863073827207385,0.7684300821,False,21570
ATCNet,Specialist,WBCIC,4,2,recipe_a,0.757401067839196,0.7574213268604619,0.4578300581979164,0.7684300821,False,21570
EEGInceptionMI,Specialist,OpenBMI,0,0,recipe_a,0.7537499999999999,0.7510705073833814,0.4923919471841714,0.7519166667,False,47170
EEGInceptionMI,Specialist,OpenBMI,0,1,recipe_a,0.74,0.7357887198931723,0.4760195725306476,0.7519166667,False,47170
EEGInceptionMI,Specialist,OpenBMI,0,2,recipe_a,0.750625,0.749779626558635,0.48988391949437554,0.7519166667,False,47170
EEGInceptionMI,Specialist,OpenBMI,1,0,recipe_a,0.67625,0.6745392971808066,0.720590234512612,0.7519166667,False,47170
EEGInceptionMI,Specialist,OpenBMI,1,1,recipe_a,0.684375,0.6839739184613598,0.6255288151799256,0.7519166667,False,47170
EEGInceptionMI,Specialist,OpenBMI,1,2,recipe_a,0.68625,0.6858371704067376,0.6213495057649345,0.7519166667,False,47170
EEGInceptionMI,Specialist,OpenBMI,2,0,recipe_a,0.77,0.77,0.48461354862886163,0.7519166667,False,47170
EEGInceptionMI,Specialist,OpenBMI,2,1,recipe_a,0.7537499999999999,0.7513250304926636,0.5156808791290014,0.7519166667,False,47170
EEGInceptionMI,Specialist,OpenBMI,2,2,recipe_a,0.76125,0.7612496269525422,0.48380425214018674,0.7519166667,False,47170
EEGInceptionMI,Specialist,OpenBMI,3,0,recipe_a,0.79375,0.7932068448534353,0.44609652727218624,0.7519166667,False,47170
EEGInceptionMI,Specialist,OpenBMI,3,1,recipe_a,0.7725,0.7717778909831889,0.4713527991217275,0.7519166667,False,47170
EEGInceptionMI,Specialist,OpenBMI,3,2,recipe_a,0.790625,0.7906065962828764,0.4355244901516403,0.7519166667,False,47170
EEGInceptionMI,Specialist,OpenBMI,4,0,recipe_a,0.744375,0.7443309570125166,0.5386472524518119,0.7519166667,False,47170
EEGInceptionMI,Specialist,OpenBMI,4,1,recipe_a,0.73125,0.7311285877529072,0.5319054795305521,0.7519166667,False,47170
EEGInceptionMI,Specialist,OpenBMI,4,2,recipe_a,0.73875,0.7364334975369458,0.5292369054445636,0.7519166667,False,47170
EEGInceptionMI,Specialist,WBCIC,0,0,recipe_a,0.6316666666666666,0.6292273488170942,0.6492289819605586,0.7684300821,False,46978
EEGInceptionMI,Specialist,WBCIC,0,1,recipe_a,0.6283333333333334,0.6281927580643916,0.6687100648047153,0.7684300821,False,46978
EEGInceptionMI,Specialist,WBCIC,0,2,recipe_a,0.6316666666666667,0.6315502183406114,0.6491349160747255,0.7684300821,False,46978
EEGInceptionMI,Specialist,WBCIC,1,0,recipe_a,0.56375,0.5497638356508993,0.7174243116217572,0.7684300821,False,46978
EEGInceptionMI,Specialist,WBCIC,1,1,recipe_a,0.5828125,0.5718079217739581,0.7348852949736963,0.7684300821,False,46978
EEGInceptionMI,Specialist,WBCIC,1,2,recipe_a,0.5871875,0.5849872434040195,0.6959957422372753,0.7684300821,False,46978
EEGInceptionMI,Specialist,WBCIC,2,0,recipe_a,0.6250659547738694,0.6218698862465115,0.6686761559503538,0.7684300821,False,46978
EEGInceptionMI,Specialist,WBCIC,2,1,recipe_a,0.6189038944723617,0.6162094524777375,0.6571263419575513,0.7684300821,False,46978
EEGInceptionMI,Specialist,WBCIC,2,2,recipe_a,0.6004758165829145,0.5999465724149269,0.6657710963784382,0.7684300821,False,46978
EEGInceptionMI,Specialist,WBCIC,3,0,recipe_a,0.6014918341708542,0.5932841125077865,0.6480109407580693,0.7684300821,False,46978
EEGInceptionMI,Specialist,WBCIC,3,1,recipe_a,0.636425879396985,0.6308164826559561,0.7489766561167596,0.7684300821,False,46978
EEGInceptionMI,Specialist,WBCIC,3,2,recipe_a,0.6341818467336684,0.6310279458123882,0.7325328246655795,0.7684300821,False,46978
EEGInceptionMI,Specialist,WBCIC,4,0,recipe_a,0.5821105527638191,0.5802132705026777,0.6836765142706679,0.7684300821,False,46978
EEGInceptionMI,Specialist,WBCIC,4,1,recipe_a,0.5918011934673366,0.5916803493381496,0.6775391763365763,0.7684300821,False,46978
EEGInceptionMI,Specialist,WBCIC,4,2,recipe_a,0.5739886934673366,0.5732882178656273,0.6884406592955111,0.7684300821,False,46978
