dataset,model,fold,seed,independent_probe_BA,residual_stability,stability_CI_low,stability_CI_high,affinity_improvement,affinity_CI_low,affinity_CI_high,advantage_over_random,advantage_over_random_CI_low,advantage_over_random_CI_high,class_accuracy_change,class_accuracy_loss,class_true_log_probability_change,manifold_transport_mean,manifold_clean_mean,independent_session_3NN_ratio,off_manifold_rate,random_off_manifold_rate,off_manifold_excess_vs_random,source_subjects
OpenBMI,CBraMod-R1,4,0,0.70625,0.7284281834995653,0.6619965065091293,0.7909349094362815,0.1542954782530034,0.1398173130776471,0.16889247246464406,0.1940290955565426,0.17420196561888351,0.21473495308689372,0.000869565217391304,-0.000869565217391304,0.012636514691325177,4.46052143777528,3.946489453243006,1.130250439187129,0.0,0.0009057971014492754,-0.0009057971014492754,24
OpenBMI,CBraMod-R1,4,1,0.69,0.6881071809910652,0.6373207559944517,0.7378551195128743,0.14818510261655832,0.13821703139868133,0.15793726061109223,0.1880658608432266,0.17642990606495085,0.20021761606795205,-0.001992753623188404,0.001992753623188404,-4.88381360640687e-05,3.754548008571924,3.2894411049595402,1.1413938990763917,0.0,0.0,0.0,24
OpenBMI,CBraMod-R1,4,2,0.69625,0.7005588470958019,0.6452486695806036,0.7544783652668485,0.15373933016359534,0.1412992628949364,0.16636279588731517,0.19492901760335601,0.17826142934434078,0.21161385246719777,-0.003152173913043484,0.003152173913043484,0.005441149825507739,4.16655920704234,3.6583782624513654,1.1389088027902448,0.0,0.0,0.0,24
WBCIC,CBraMod-R1,0,0,0.67625,0.5969135477509261,0.43785528652507105,0.7414920635943426,0.10260683453082153,0.0720435197107411,0.12859226999390538,0.1413318451280989,0.11250560051102339,0.16670393112946963,-0.00014364661103791472,0.00014364661103791472,-0.0023634408672091687,3.544223351571799,3.0339918653859943,1.1681716724447748,0.0,0.0,0.0,24
WBCIC,CBraMod-R1,0,1,0.66875,0.5790557480510033,0.4156311708991108,0.7262937396849666,0.08751459227462781,0.05807088794907965,0.11326920056288245,0.12257137116710681,0.09614225786200291,0.1472376194382749,-0.0005615942028985501,0.0005615942028985501,-0.0030022761275428586,3.57192294284803,3.073711490931403,1.1620879036261331,0.0,0.0,0.0,24
WBCIC,CBraMod-R1,0,2,0.683125,0.5897040737241276,0.42105699473279606,0.7373359390900972,0.09970634359363235,0.06973112332647802,0.12692805376127175,0.1374342227170043,0.1092474249765795,0.16436527305661544,0.0010336151368760065,-0.0010336151368760065,-0.000895821998364695,3.656035908887426,3.1635961087497235,1.1556582392979102,0.041666666666666664,0.041666666666666664,0.0,24
WBCIC,CBraMod-R1,1,0,0.75375,0.6082598894883003,0.4595501744665142,0.7458671104883191,0.10744929050914821,0.08365874534915797,0.12976064304078105,0.14127144904480773,0.11847040234531667,0.16321351145695942,0.0002991582491582471,-0.0002991582491582471,-0.001995598673920013,3.3404530095666574,2.920349682650323,1.143853775255803,0.0,0.0,0.0,25
WBCIC,CBraMod-R1,1,1,0.7350000000000001,0.5690639788397026,0.4024707513478435,0.7201784441727925,0.09461364354618496,0.06539274754076654,0.12076845461893017,0.13215078352627305,0.10483783432120673,0.1571368119456888,-0.0016240740740740697,0.0016240740740740697,-0.0034122383831018347,3.103722626870203,2.6873909459803635,1.1549204002166351,0.02,0.02,0.0,25
WBCIC,CBraMod-R1,1,2,0.7375,0.5746106662331926,0.41414356186588513,0.7187678800636546,0.1043429353480651,0.07231065489835639,0.1323045723806804,0.1465855207181604,0.11851118357918178,0.17351096592705795,-0.0026067340067340013,0.0026067340067340013,-0.0038914138774454603,3.7035074458666313,3.2412828266346705,1.1426054571460755,0.04,0.04,0.0,25
WBCIC,CBraMod-R1,2,0,0.7811256257822278,0.6208487171106057,0.4694814041588315,0.745964464083768,0.10491290096733526,0.08166541750917837,0.12538472099303222,0.13326865506679314,0.10848309278904292,0.15558964396481773,0.0004833333333333344,-0.0004833333333333344,0.0006413336025007199,3.442311336722005,3.10403304625859,1.1089802477686745,0.04,0.04,0.0,25
WBCIC,CBraMod-R1,2,1,0.7936185857321651,0.6070386935860369,0.453830072887538,0.7411146086674162,0.0933955117068055,0.06688231038235153,0.1183056493761272,0.12104758146321691,0.09147915630339924,0.14793140194900717,0.000489141414141413,-0.000489141414141413,0.0006647092551642251,3.137983387310689,2.7936536678359336,1.123254261413687,0.02,0.02,0.0,25
WBCIC,CBraMod-R1,2,2,0.8048873591989988,0.5780349644192404,0.42234454955948575,0.7168951554985281,0.08802550455230135,0.061996742006004114,0.11149055628999419,0.1147144480273354,0.08703595048585994,0.14025494503299735,0.0003084175084175097,-0.0003084175084175097,0.00048251482236030027,3.493493270288556,3.1585236486708355,1.1060525925644666,0.02,0.02,0.0,25
WBCIC,CBraMod-R1,3,0,0.6935763454317898,0.5296829593558278,0.3695396969060449,0.6748930354297938,0.08402722755965185,0.05949366454192441,0.10836330393853422,0.1132186537198361,0.08731276016758725,0.13807332333304706,0.0037333333333333333,-0.0037333333333333333,0.0015997167115508026,3.9469093710914818,3.4435388473112427,1.146178261985712,0.0,0.0,0.0,25
WBCIC,CBraMod-R1,3,1,0.7017115143929913,0.5288901436269342,0.3724696682436696,0.6731236024689162,0.0802532995935864,0.052099638082513465,0.10672370520356943,0.11491578702110099,0.0887600761626652,0.14175355275076942,0.002425000000000003,-0.002425000000000003,0.0006020614715967765,3.7468177995250898,3.2537660381846605,1.1515326411162348,0.02,0.02,0.0,25
WBCIC,CBraMod-R1,3,2,0.6891943053817271,0.5336227122285782,0.38949961024961727,0.6680677330590957,0.09526228543199929,0.07015425843577884,0.11878900153789321,0.13078770955310143,0.1039967769370448,0.1562767464703258,0.00011666666666667092,-0.00011666666666667092,-0.0005900499485939573,3.32601629938869,2.9144878060545047,1.1412009659053242,0.02,0.02,0.0,25
WBCIC,CBraMod-R1,4,0,0.7849999999999999,0.5208983600322287,0.3629832496844984,0.6650958551033838,0.09077181953066123,0.060864643073027,0.11520160371056003,0.13760952615807956,0.11218809160420573,0.16073376314779086,-0.0007155797101449264,0.0007155797101449264,-0.002207394569587965,3.500914816293121,2.9434346183429616,1.1893978532684375,0.0,0.0,0.0,24
WBCIC,CBraMod-R1,4,1,0.7805555555555556,0.5420356288132945,0.3912156900090012,0.6812595872664132,0.10068492151959019,0.07470151421871664,0.12655397977886101,0.14218417757199156,0.11461907849209489,0.16970377556613986,0.0033941772800468463,-0.0033941772800468463,0.004784409438560441,3.39084396341611,2.8799300131266405,1.1774049883020552,0.020833333333333332,0.021739130434782608,-0.0009057971014492759,24
WBCIC,CBraMod-R1,4,2,0.7794444444444444,0.5215543277096315,0.36472506564769863,0.6674399356673253,0.09272061803099224,0.06702159090793738,0.11662935241143234,0.1324018738353875,0.10443142284368002,0.15904076254603572,0.003178524374176548,-0.003178524374176548,-0.0014542211190263557,3.4131105167021687,2.8797801365629447,1.185198298081103,0.0,0.0,0.0,24
OpenBMI,ATCNet,0,0,0.76375,0.6931035096381848,0.6125621301806662,0.7679390662371393,0.14639339315946118,0.1318699258053556,0.1622197856263326,0.18932207037635618,0.1676029069926784,0.2134579536770998,3.623188405797105e-05,-3.623188405797105e-05,0.00028935587712463067,1.0761641173719307,0.9122485647341961,1.1796829931823407,0.0,0.03170289855072464,-0.03170289855072464,24
OpenBMI,ATCNet,0,1,0.7424999999999999,0.6554709439495777,0.5679961669567538,0.7376245439215783,0.13395563880385444,0.11687590687432572,0.1528832251195059,0.17613234310438344,0.15401358229613538,0.20083950276075854,3.623188405797105e-05,-3.623188405797105e-05,4.456774798138926e-05,0.9877195983113175,0.80784723357569,1.2226564098505075,0.0009057971014492754,0.051630434782608696,-0.050724637681159424,24
OpenBMI,ATCNet,0,2,0.7675000000000001,0.6469978822619528,0.5499628674504339,0.7318864742001403,0.1334248996311901,0.11927751524948162,0.14945310427210104,0.1781591692365977,0.1598254793598768,0.1999343340880081,3.6231884057970844e-05,-3.6231884057970844e-05,4.26875476408568e-05,0.9832719625201017,0.8244889105495068,1.1925836114214914,0.0,0.006340579710144928,-0.006340579710144928,24
OpenBMI,ATCNet,1,0,0.76625,0.5289733472967779,0.3837766763184821,0.6599311434828805,0.12046280070260891,0.10246860016338576,0.13716779202836932,0.16821958039737303,0.14514069538480118,0.18940180927204545,0.0,-0.0,4.0997468521553606e-05,1.0324565629075744,0.8669801277607553,1.190865314957349,0.0,0.022644927536231884,-0.022644927536231884,24
OpenBMI,ATCNet,1,1,0.81125,0.5330153702667327,0.38636056795940166,0.668515395083312,0.12620852182320122,0.10536592769133372,0.14940305185179242,0.17233242597151396,0.14748962353860712,0.20037595867680788,0.0,-0.0,1.3500734333532795e-05,0.9268197988508926,0.7713439614843812,1.2015648596863484,0.0,0.020833333333333332,-0.020833333333333332,24
OpenBMI,ATCNet,1,2,0.74625,0.5468680687713728,0.42115584134677186,0.6607622272342069,0.11113463749205417,0.08846572564605469,0.1352179456220137,0.15873218226092245,0.13336623543028592,0.18663072833309002,0.0,-0.0,0.0,1.0356076213391776,0.8444572479204416,1.226358852256242,0.0,0.042572463768115944,-0.042572463768115944,24
OpenBMI,ATCNet,2,0,0.7324999999999999,0.5166450057676076,0.36777260859803723,0.6487039450369296,0.11499317146338506,0.09722823714041645,0.13102915063390053,0.1661014592884307,0.1455207701262755,0.18590324853901108,0.0,-0.0,2.331629764613492e-05,0.8617635197631462,0.6971319007624146,1.2361556239510532,0.004528985507246377,0.06974637681159421,-0.06521739130434782,24
OpenBMI,ATCNet,2,1,0.755,0.5644958742985937,0.4380422407141162,0.6861670958423111,0.11952416808111192,0.10184855184328424,0.13725486596247294,0.16494434694906865,0.1440986743713519,0.18657762838251504,-5.434782608695657e-05,5.434782608695657e-05,0.0001247557485795432,0.9503745831087563,0.8044306742091241,1.1814250917807392,0.0,0.03351449275362319,-0.03351449275362319,24
OpenBMI,ATCNet,2,2,0.7625,0.5224460795882957,0.3842381353173732,0.651466805864968,0.11106680152964037,0.08718913896859713,0.1336357714210413,0.1612639097825573,0.14161709292740257,0.18375758287817584,0.0,-0.0,9.063622262330444e-05,0.9546563600718736,0.7896087064102852,1.209024612218281,0.002717391304347826,0.07427536231884058,-0.07155797101449275,24
OpenBMI,ATCNet,3,0,0.7262500000000001,0.48761975561051285,0.38115105445993686,0.5817661174910197,0.07259572376232275,0.059447854870243004,0.08418264929169547,0.10877515385823522,0.092518728452458,0.12338006521351774,0.0,-0.0,0.0,0.9777709455937401,0.8394151108870634,1.164824093481552,0.020833333333333332,0.026268115942028984,-0.005434782608695652,24
OpenBMI,ATCNet,3,1,0.73,0.5112969838308696,0.39119422979963253,0.6174476713804059,0.10579872140472264,0.08902785702392904,0.12192954789271986,0.15464048348183027,0.13339210791576803,0.17508939522075012,0.0,-0.0,-5.754247809379708e-06,1.081419033831208,0.9028444696290047,1.1977910594895518,0.022644927536231884,0.041666666666666664,-0.01902173913043478,24
OpenBMI,ATCNet,3,2,0.73375,0.4966622748897877,0.3883847017740543,0.5961966754372026,0.09327885082565142,0.07844541896229365,0.10765464688492518,0.1438423767774776,0.1228650643198556,0.1656073800788234,0.0,-0.0,-5.207676164322686e-06,0.987084826144923,0.8239004300843988,1.1980632490309635,0.041666666666666664,0.08242753623188406,-0.0407608695652174,24
OpenBMI,ATCNet,4,0,0.74125,0.5306663331616176,0.403125327259071,0.6493265465092796,0.1221752159511897,0.10434696694818164,0.13946741386347336,0.16853573779441558,0.14441752923465306,0.19384270958354372,0.0,-0.0,4.178965943311008e-05,0.9270112035723066,0.7787453412485232,1.19039068931838,0.0,0.017210144927536232,-0.017210144927536232,24
OpenBMI,ATCNet,4,1,0.76125,0.578716851451712,0.4636527037864468,0.6885868233137726,0.13364302207946824,0.11466260725085312,0.15235883170425638,0.17458190181714586,0.15075812268259473,0.19797545138128725,0.0,-0.0,8.318333764004169e-06,1.0381230733944087,0.8917462605885076,1.164146259171639,0.0,0.0009057971014492754,-0.0009057971014492754,24
OpenBMI,ATCNet,4,2,0.7537499999999999,0.6465153634586572,0.5220575390375273,0.7538956392725583,0.13647078438071944,0.12146036771642277,0.14927196769323364,0.1716206609120824,0.15339263242083817,0.1870217548920335,0.0010144927536231887,-0.0010144927536231887,0.0003009648861441421,1.0324723883331137,0.8880188701880277,1.162669424034311,0.0,0.012681159420289856,-0.012681159420289856,24
WBCIC,ATCNet,0,0,0.705625,0.5988643129019716,0.41632783405505736,0.762088297761734,0.08914894822189938,0.04561997660320806,0.12298099642406181,0.1680999172419885,0.143556769061199,0.19164903063158323,9.057971014492762e-06,-9.057971014492762e-06,1.075607771990184e-05,0.99874992362545,0.7891435444941066,1.265612486592303,0.002717391304347826,0.06521739130434782,-0.0625,24
WBCIC,ATCNet,0,1,0.7025,0.5828509676148418,0.36427845420617894,0.7674917140970381,0.07643928183505687,0.0264267705189962,0.116697166694199,0.15261653743016834,0.12449908321913902,0.177531748369488,-4.52898550724638e-05,4.52898550724638e-05,5.1170020385809204e-05,1.0152785367474582,0.8047815096130974,1.2615579814148046,0.0,0.028985507246376812,-0.028985507246376812,24
WBCIC,ATCNet,0,2,0.72125,0.7225531353265197,0.5832942265367769,0.848431448292931,0.12255943529070078,0.09678148262393607,0.14582174240268028,0.19243691220306394,0.1724264975878395,0.21327036441802874,0.013216677646025474,-0.013216677646025474,0.009287232947839988,1.034488815546103,0.797032272249853,1.2979258827574955,0.0009057971014492754,0.09057971014492754,-0.08967391304347826,24
WBCIC,ATCNet,1,0,0.81,0.677756921056764,0.4751366351768886,0.8412286026813933,0.12079808193404272,0.0852662034657927,0.15085589081702852,0.1797545995821849,0.1467919156086482,0.21114789898969227,0.017848063973063974,-0.017848063973063974,0.01551152139507524,1.1092204469752514,0.8688366224157661,1.276673218367692,0.008333333333333333,0.0925,-0.08416666666666667,25
WBCIC,ATCNet,1,1,0.81125,0.5535641557511289,0.3084313218937565,0.7729545462445652,0.07453251220895137,0.020604953345522505,0.11713497905246223,0.15242812147180257,0.11524030605523222,0.18500307703114113,0.022636616161616163,-0.022636616161616163,0.015545458892663948,1.029187028939369,0.7662609918748667,1.3431285682717344,0.0033333333333333335,0.07083333333333333,-0.0675,25
WBCIC,ATCNet,1,2,0.811875,0.5673004004544229,0.356387541529681,0.7583045148305172,0.08581331266524385,0.03542558363467635,0.12645637000841323,0.1569440564515719,0.12324711146371807,0.18776890990664796,0.0039294612794612774,-0.0039294612794612774,0.0028643653340747455,1.030792775251039,0.7922672629253433,1.3010669801563823,0.013333333333333334,0.0975,-0.08416666666666667,25
WBCIC,ATCNet,2,0,0.8330193992490613,0.6412848307662941,0.4044494935860705,0.8368930690478102,0.0992288290881385,0.07681364067210579,0.11951379190515472,0.14095787664282564,0.11798972665228817,0.1622661612941299,0.0016749999999999996,-0.0016749999999999996,0.0008069098840489783,0.9980730278283689,0.7891851399939437,1.2646880652568144,0.0,0.004166666666666667,-0.004166666666666667,25
WBCIC,ATCNet,2,1,0.8367920838548185,0.6033219315144547,0.36967510752868105,0.7964110038731721,0.10677272985353628,0.08066040219747735,0.13076068274644034,0.15871270505038437,0.13204749896812587,0.18575107598086818,0.0005333333333333311,-0.0005333333333333311,0.00044784870435761177,1.056294004308357,0.832126492169873,1.2693911493599241,0.0,0.011666666666666667,-0.011666666666666667,25
WBCIC,ATCNet,2,2,0.8617991239048811,0.6101926169554115,0.36382143543533746,0.8217512911711697,0.11534010507750686,0.09041963289966376,0.13751370497421075,0.16982342760721225,0.14010639257133212,0.19813727378603882,0.003625336700336701,-0.003625336700336701,0.00269992605499847,1.0046778456153398,0.814400794597468,1.2336405517776043,0.0,0.0425,-0.0425,25
WBCIC,ATCNet,3,0,0.7573693679599499,0.5547380960498749,0.326148625503903,0.7580035957579144,0.11363127933961019,0.08676313740761453,0.13766857352641174,0.16208901776953763,0.1314553102742419,0.19026318095569333,0.0004083333333333337,-0.0004083333333333337,0.0005549473982601349,1.1454030456687085,0.9334864650169324,1.2270162327934044,0.0008333333333333334,0.030833333333333334,-0.030000000000000002,25
WBCIC,ATCNet,3,1,0.7429818523153942,0.5648200549752695,0.3604348705554031,0.7436801261593,0.11383303885368527,0.0860816093504454,0.1397146943896394,0.15954606713354555,0.13083880189811822,0.1873900032129423,0.0007666666666666674,-0.0007666666666666674,0.00019753964834030835,1.1099647805303523,0.8850539721565441,1.2541210089434263,0.0025,0.041666666666666664,-0.03916666666666666,25
WBCIC,ATCNet,3,2,0.7436256257822278,0.5237843883243023,0.2573025712989659,0.7612215091676763,0.10027562434954909,0.06451768450259653,0.129986400746522,0.15997060789643466,0.12872492241968583,0.18769526059258276,0.0025583333333333304,-0.0025583333333333304,0.0020584672572801672,0.998416473683269,0.7618504242155195,1.3105150853086975,0.0016666666666666668,0.09166666666666666,-0.09,25
WBCIC,ATCNet,4,0,0.8516666666666666,0.481613448246089,0.2528465380144603,0.6917807205128017,0.0869007741017654,0.05214499736105182,0.11710148605550207,0.13978359785360872,0.1139299602667564,0.16371852019921682,0.0009692028985507254,-0.0009692028985507254,0.0008031078073944372,1.1193674026401401,0.8958584945292897,1.249491308589186,0.0009057971014492754,0.09057971014492754,-0.08967391304347826,24
WBCIC,ATCNet,4,1,0.8472222222222223,0.5305790696567444,0.32301633552881154,0.7200246394628641,0.08880037735006363,0.050737514898209615,0.12192530088562638,0.15682616774025118,0.12941291653918274,0.18214401059143132,0.0010326086956521736,-0.0010326086956521736,0.0022169422599460377,1.088148873323836,0.8558625887317963,1.2714060500485689,0.0018115942028985507,0.07971014492753623,-0.07789855072463768,24
WBCIC,ATCNet,4,2,0.836111111111111,0.4812524976066399,0.2235881187169317,0.7181298188352218,0.08204812482971657,0.03910036030329792,0.11965352624686132,0.15340934918763074,0.12203694328498131,0.18165463779576632,0.005697189284145812,-0.005697189284145812,0.007112306762729652,1.0445577211940829,0.8061343221734865,1.2957613792919311,0.0018115942028985507,0.12590579710144928,-0.12409420289855073,24
