family_id,dataset_id,backbone_id,fold_id,seed_id,subject_id,block_id,action,noop_BA,action_BA,delta_BA,pair_oracle_BA,pair_oracle_gain,all_action_oracle_gain,decision_units,outer_test_used,best_nontrivial_fixed_gain,best_fixed_including_noop_gain,selection_value,audit_fold_id
openbmi_sample_router,OpenBMI,EEGNet,0,0,18,PROTECTED_UNION,GEOMETRY,0.91,0.9,-0.01,0.935,0.025,0.06,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,18,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.91,0.97,0.06,0.97,0.06,0.06,200,False,-0.01,0,0.06,
openbmi_sample_router,OpenBMI,EEGNet,0,0,20,PROTECTED_UNION,ERASE,0.865,0.585,-0.28,0.915,0.05,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,20,PROTECTED_UNION,AMPLIFY,0.865,0.87,0.005,0.91,0.045,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,20,PROTECTED_UNION,GEOMETRY,0.865,0.83,-0.035,0.925,0.06,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,20,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.865,0.97,0.105,0.97,0.105,0.105,200,False,0.005,0.005,0.1,
openbmi_sample_router,OpenBMI,EEGNet,0,0,21,PROTECTED_UNION,ERASE,0.975,0.81,-0.165,0.985,0.01,0.015,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,21,PROTECTED_UNION,AMPLIFY,0.975,0.975,0,0.975,0,0.015,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,21,PROTECTED_UNION,GEOMETRY,0.975,0.98,0.005,0.98,0.005,0.015,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,21,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.975,0.99,0.015,0.99,0.015,0.015,200,False,0.005,0.005,0.01,
openbmi_sample_router,OpenBMI,EEGNet,0,0,22,PROTECTED_UNION,ERASE,0.785,0.585,-0.2,0.885,0.1,0.155,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,22,PROTECTED_UNION,AMPLIFY,0.785,0.785,1.110223025e-16,0.83,0.045,0.155,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,22,PROTECTED_UNION,GEOMETRY,0.785,0.745,-0.04,0.84,0.055,0.155,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,22,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.785,0.94,0.155,0.94,0.155,0.155,200,False,1.110223025e-16,1.110223025e-16,0.155,
openbmi_sample_router,OpenBMI,EEGNet,0,0,23,PROTECTED_UNION,ERASE,0.895,0.64,-0.255,0.94,0.045,0.055,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,23,PROTECTED_UNION,AMPLIFY,0.895,0.87,-0.025,0.895,0,0.055,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,23,PROTECTED_UNION,GEOMETRY,0.895,0.865,-0.03,0.905,0.01,0.055,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,23,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.895,0.95,0.055,0.95,0.055,0.055,200,False,-0.025,0,0.055,
openbmi_sample_router,OpenBMI,EEGNet,0,0,24,PROTECTED_UNION,ERASE,0.74,0.565,-0.175,0.83,0.09,0.12,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,24,PROTECTED_UNION,AMPLIFY,0.74,0.73,-0.01,0.76,0.02,0.12,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,24,PROTECTED_UNION,GEOMETRY,0.74,0.72,-0.02,0.77,0.03,0.12,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,24,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.74,0.86,0.12,0.86,0.12,0.12,200,False,-0.01,0,0.12,
openbmi_sample_router,OpenBMI,EEGNet,0,0,25,PROTECTED_UNION,ERASE,0.9,0.68,-0.22,0.985,0.085,0.095,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,25,PROTECTED_UNION,AMPLIFY,0.9,0.81,-0.09,0.9,0,0.095,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,25,PROTECTED_UNION,GEOMETRY,0.9,0.755,-0.145,0.91,0.01,0.095,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,25,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.9,0.995,0.095,0.995,0.095,0.095,200,False,-0.09,0,0.095,
openbmi_sample_router,OpenBMI,EEGNet,0,0,26,PROTECTED_UNION,ERASE,0.815,0.535,-0.28,0.865,0.05,0.115,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,26,PROTECTED_UNION,AMPLIFY,0.815,0.84,0.025,0.87,0.055,0.115,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,26,PROTECTED_UNION,GEOMETRY,0.815,0.815,0,0.88,0.065,0.115,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,26,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.815,0.93,0.115,0.93,0.115,0.115,200,False,0.025,0.025,0.09,
openbmi_sample_router,OpenBMI,EEGNet,0,0,27,PROTECTED_UNION,ERASE,0.895,0.56,-0.335,0.955,0.06,0.085,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,27,PROTECTED_UNION,AMPLIFY,0.895,0.87,-0.025,0.915,0.02,0.085,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,27,PROTECTED_UNION,GEOMETRY,0.895,0.845,-0.05,0.93,0.035,0.085,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,27,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.895,0.98,0.085,0.98,0.085,0.085,200,False,-0.025,0,0.085,
openbmi_sample_router,OpenBMI,EEGNet,0,0,29,PROTECTED_UNION,ERASE,0.885,0.77,-0.115,0.9,0.015,0.055,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,29,PROTECTED_UNION,AMPLIFY,0.885,0.895,0.01,0.92,0.035,0.055,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,29,PROTECTED_UNION,GEOMETRY,0.885,0.9,0.015,0.925,0.04,0.055,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,29,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.885,0.94,0.055,0.94,0.055,0.055,200,False,0.015,0.015,0.04,
openbmi_sample_router,OpenBMI,EEGNet,0,0,30,PROTECTED_UNION,ERASE,0.835,0.59,-0.245,0.905,0.07,0.135,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,30,PROTECTED_UNION,AMPLIFY,0.835,0.825,-0.01,0.845,0.01,0.135,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,30,PROTECTED_UNION,GEOMETRY,0.835,0.815,-0.02,0.905,0.07,0.135,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,30,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.835,0.97,0.135,0.97,0.135,0.135,200,False,-0.01,0,0.135,
openbmi_sample_router,OpenBMI,EEGNet,0,0,31,PROTECTED_UNION,ERASE,0.855,0.57,-0.285,0.89,0.035,0.085,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,31,PROTECTED_UNION,AMPLIFY,0.855,0.815,-0.04,0.875,0.02,0.085,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,31,PROTECTED_UNION,GEOMETRY,0.855,0.825,-0.03,0.905,0.05,0.085,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,31,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.855,0.94,0.085,0.94,0.085,0.085,200,False,-0.03,0,0.085,
openbmi_sample_router,OpenBMI,EEGNet,0,0,34,PROTECTED_UNION,ERASE,0.685,0.525,-0.16,0.82,0.135,0.195,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,34,PROTECTED_UNION,AMPLIFY,0.685,0.675,-0.01,0.74,0.055,0.195,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,34,PROTECTED_UNION,GEOMETRY,0.685,0.645,-0.04,0.74,0.055,0.195,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,34,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.685,0.88,0.195,0.88,0.195,0.195,200,False,-0.01,0,0.195,
openbmi_sample_router,OpenBMI,EEGNet,0,0,35,PROTECTED_UNION,ERASE,0.975,0.74,-0.235,0.99,0.015,0.025,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,35,PROTECTED_UNION,AMPLIFY,0.975,0.97,-0.005,0.975,0,0.025,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,35,PROTECTED_UNION,GEOMETRY,0.975,0.93,-0.045,0.985,0.01,0.025,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,35,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.975,1,0.025,1,0.025,0.025,200,False,-0.005,0,0.025,
openbmi_sample_router,OpenBMI,EEGNet,0,0,37,PROTECTED_UNION,ERASE,0.97,0.745,-0.225,0.98,0.01,0.025,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,37,PROTECTED_UNION,AMPLIFY,0.97,0.96,-0.01,0.975,0.005,0.025,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,37,PROTECTED_UNION,GEOMETRY,0.97,0.95,-0.02,0.985,0.015,0.025,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,37,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.97,0.995,0.025,0.995,0.025,0.025,200,False,-0.01,0,0.025,
openbmi_sample_router,OpenBMI,EEGNet,0,0,38,PROTECTED_UNION,ERASE,0.73,0.55,-0.18,0.86,0.13,0.195,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,38,PROTECTED_UNION,AMPLIFY,0.73,0.745,0.015,0.75,0.02,0.195,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,38,PROTECTED_UNION,GEOMETRY,0.73,0.77,0.04,0.815,0.085,0.195,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,38,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.73,0.925,0.195,0.925,0.195,0.195,200,False,0.04,0.04,0.155,
openbmi_sample_router,OpenBMI,EEGNet,0,0,39,PROTECTED_UNION,ERASE,0.86,0.715,-0.145,0.92,0.06,0.09,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,39,PROTECTED_UNION,AMPLIFY,0.86,0.865,0.005,0.885,0.025,0.09,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,39,PROTECTED_UNION,GEOMETRY,0.86,0.86,0,0.89,0.03,0.09,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,39,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.86,0.95,0.09,0.95,0.09,0.09,200,False,0.005,0.005,0.085,
openbmi_sample_router,OpenBMI,EEGNet,0,0,4,PROTECTED_UNION,ERASE,0.725,0.505,-0.22,0.835,0.11,0.185,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,4,PROTECTED_UNION,AMPLIFY,0.725,0.71,-0.015,0.79,0.065,0.185,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,4,PROTECTED_UNION,GEOMETRY,0.725,0.67,-0.055,0.77,0.045,0.185,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,4,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.725,0.91,0.185,0.91,0.185,0.185,200,False,-0.015,0,0.185,
openbmi_sample_router,OpenBMI,EEGNet,0,0,41,PROTECTED_UNION,ERASE,0.725,0.645,-0.08,0.88,0.155,0.225,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,41,PROTECTED_UNION,AMPLIFY,0.725,0.73,0.005,0.77,0.045,0.225,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,41,PROTECTED_UNION,GEOMETRY,0.725,0.695,-0.03,0.8,0.075,0.225,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,41,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.725,0.95,0.225,0.95,0.225,0.225,200,False,0.005,0.005,0.22,
openbmi_sample_router,OpenBMI,EEGNet,0,0,42,PROTECTED_UNION,ERASE,0.79,0.625,-0.165,0.865,0.075,0.12,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,42,PROTECTED_UNION,AMPLIFY,0.79,0.77,-0.02,0.825,0.035,0.12,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,42,PROTECTED_UNION,GEOMETRY,0.79,0.735,-0.055,0.835,0.045,0.12,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,42,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.79,0.91,0.12,0.91,0.12,0.12,200,False,-0.02,0,0.12,
openbmi_sample_router,OpenBMI,EEGNet,0,0,43,PROTECTED_UNION,ERASE,0.85,0.645,-0.205,0.895,0.045,0.115,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,43,PROTECTED_UNION,AMPLIFY,0.85,0.845,-0.005,0.87,0.02,0.115,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,43,PROTECTED_UNION,GEOMETRY,0.85,0.865,0.015,0.925,0.075,0.115,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,43,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.85,0.965,0.115,0.965,0.115,0.115,200,False,0.015,0.015,0.1,
openbmi_sample_router,OpenBMI,EEGNet,0,0,44,PROTECTED_UNION,ERASE,0.935,0.575,-0.36,0.945,0.01,0.02,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,44,PROTECTED_UNION,AMPLIFY,0.935,0.94,0.005,0.94,0.005,0.02,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,44,PROTECTED_UNION,GEOMETRY,0.935,0.94,0.005,0.94,0.005,0.02,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,44,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.935,0.955,0.02,0.955,0.02,0.02,200,False,0.005,0.005,0.015,
openbmi_sample_router,OpenBMI,EEGNet,0,0,46,PROTECTED_UNION,ERASE,0.73,0.58,-0.15,0.84,0.11,0.145,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,46,PROTECTED_UNION,AMPLIFY,0.73,0.71,-0.02,0.745,0.015,0.145,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,46,PROTECTED_UNION,GEOMETRY,0.73,0.705,-0.025,0.765,0.035,0.145,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,46,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.73,0.875,0.145,0.875,0.145,0.145,200,False,-0.02,0,0.145,
openbmi_sample_router,OpenBMI,EEGNet,0,0,49,PROTECTED_UNION,ERASE,0.8,0.585,-0.215,0.84,0.04,0.145,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,49,PROTECTED_UNION,AMPLIFY,0.8,0.845,0.045,0.855,0.055,0.145,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,49,PROTECTED_UNION,GEOMETRY,0.8,0.835,0.035,0.905,0.105,0.145,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,49,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.8,0.945,0.145,0.945,0.145,0.145,200,False,0.045,0.045,0.1,
openbmi_sample_router,OpenBMI,EEGNet,0,0,5,PROTECTED_UNION,ERASE,0.925,0.69,-0.235,0.97,0.045,0.065,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,5,PROTECTED_UNION,AMPLIFY,0.925,0.895,-0.03,0.93,0.005,0.065,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,5,PROTECTED_UNION,GEOMETRY,0.925,0.89,-0.035,0.945,0.02,0.065,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,5,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.925,0.99,0.065,0.99,0.065,0.065,200,False,-0.03,0,0.065,
openbmi_sample_router,OpenBMI,EEGNet,0,0,51,PROTECTED_UNION,ERASE,0.745,0.66,-0.085,0.835,0.09,0.12,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,51,PROTECTED_UNION,AMPLIFY,0.745,0.75,0.005,0.77,0.025,0.12,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,51,PROTECTED_UNION,GEOMETRY,0.745,0.675,-0.07,0.775,0.03,0.12,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,51,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.745,0.865,0.12,0.865,0.12,0.12,200,False,0.005,0.005,0.115,
openbmi_sample_router,OpenBMI,EEGNet,0,0,52,PROTECTED_UNION,ERASE,0.775,0.6,-0.175,0.845,0.07,0.145,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,52,PROTECTED_UNION,AMPLIFY,0.775,0.795,0.02,0.815,0.04,0.145,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,52,PROTECTED_UNION,GEOMETRY,0.775,0.77,-0.005,0.855,0.08,0.145,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,52,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.775,0.92,0.145,0.92,0.145,0.145,200,False,0.02,0.02,0.125,
openbmi_sample_router,OpenBMI,EEGNet,0,0,7,PROTECTED_UNION,ERASE,0.84,0.56,-0.28,0.9,0.06,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,7,PROTECTED_UNION,AMPLIFY,0.84,0.78,-0.06,0.87,0.03,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,7,PROTECTED_UNION,GEOMETRY,0.84,0.755,-0.085,0.885,0.045,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,7,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.84,0.945,0.105,0.945,0.105,0.105,200,False,-0.06,0,0.105,
openbmi_sample_router,OpenBMI,EEGNet,0,0,8,PROTECTED_UNION,ERASE,0.81,0.71,-0.1,0.9,0.09,0.095,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,8,PROTECTED_UNION,AMPLIFY,0.81,0.81,0,0.815,0.005,0.095,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,8,PROTECTED_UNION,GEOMETRY,0.81,0.795,-0.015,0.815,0.005,0.095,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,8,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.81,0.905,0.095,0.905,0.095,0.095,200,False,0,0,0.095,
openbmi_sample_router,OpenBMI,EEGNet,0,0,9,PROTECTED_UNION,ERASE,0.86,0.625,-0.235,0.9,0.04,0.1,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,9,PROTECTED_UNION,AMPLIFY,0.86,0.865,0.005,0.89,0.03,0.1,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,9,PROTECTED_UNION,GEOMETRY,0.86,0.85,-0.01,0.91,0.05,0.1,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,0,9,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.86,0.96,0.1,0.96,0.1,0.1,200,False,0.005,0.005,0.095,
openbmi_sample_router,OpenBMI,EEGNet,0,1,11,PROTECTED_UNION,ERASE,0.7,0.54,-0.16,0.875,0.175,0.22,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,11,PROTECTED_UNION,AMPLIFY,0.7,0.67,-0.03,0.715,0.015,0.22,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,11,PROTECTED_UNION,GEOMETRY,0.7,0.655,-0.045,0.745,0.045,0.22,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,11,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.7,0.92,0.22,0.92,0.22,0.22,200,False,-0.03,0,0.22,
openbmi_sample_router,OpenBMI,EEGNet,0,1,12,PROTECTED_UNION,ERASE,0.82,0.53,-0.29,0.855,0.035,0.14,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,12,PROTECTED_UNION,AMPLIFY,0.82,0.84,0.02,0.875,0.055,0.14,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,12,PROTECTED_UNION,GEOMETRY,0.82,0.85,0.03,0.925,0.105,0.14,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,12,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.82,0.96,0.14,0.96,0.14,0.14,200,False,0.03,0.03,0.11,
openbmi_sample_router,OpenBMI,EEGNet,0,1,15,PROTECTED_UNION,ERASE,0.88,0.495,-0.385,0.955,0.075,0.09,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,15,PROTECTED_UNION,AMPLIFY,0.88,0.865,-0.015,0.895,0.015,0.09,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,15,PROTECTED_UNION,GEOMETRY,0.88,0.825,-0.055,0.89,0.01,0.09,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,15,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.88,0.97,0.09,0.97,0.09,0.09,200,False,-0.015,0,0.09,
openbmi_sample_router,OpenBMI,EEGNet,0,1,16,PROTECTED_UNION,ERASE,0.87,0.685,-0.185,0.93,0.06,0.075,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,16,PROTECTED_UNION,AMPLIFY,0.87,0.875,0.005,0.88,0.01,0.075,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,16,PROTECTED_UNION,GEOMETRY,0.87,0.85,-0.02,0.89,0.02,0.075,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,16,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.87,0.945,0.075,0.945,0.075,0.075,200,False,0.005,0.005,0.07,
openbmi_sample_router,OpenBMI,EEGNet,0,1,18,PROTECTED_UNION,ERASE,0.9,0.73,-0.17,0.92,0.02,0.06,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,18,PROTECTED_UNION,AMPLIFY,0.9,0.89,-0.01,0.91,0.01,0.06,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,18,PROTECTED_UNION,GEOMETRY,0.9,0.875,-0.025,0.94,0.04,0.06,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,18,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.9,0.96,0.06,0.96,0.06,0.06,200,False,-0.01,0,0.06,
openbmi_sample_router,OpenBMI,EEGNet,0,1,20,PROTECTED_UNION,ERASE,0.875,0.62,-0.255,0.925,0.05,0.09,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,20,PROTECTED_UNION,AMPLIFY,0.875,0.875,0,0.895,0.02,0.09,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,20,PROTECTED_UNION,GEOMETRY,0.875,0.84,-0.035,0.91,0.035,0.09,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,20,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.875,0.965,0.09,0.965,0.09,0.09,200,False,0,0,0.09,
openbmi_sample_router,OpenBMI,EEGNet,0,1,21,PROTECTED_UNION,ERASE,0.95,0.945,-0.005,0.96,0.01,0.01,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,21,PROTECTED_UNION,AMPLIFY,0.95,0.945,-0.005,0.95,0,0.01,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,21,PROTECTED_UNION,GEOMETRY,0.95,0.935,-0.015,0.95,0,0.01,200,False,,,,
