model,task,subject_id,session,BA,macro_F1,accuracy,n_checkpoints
EEGNet,OpenBMI_SSVEP,25,S1,0.9906666666666667,0.9906715830986484,0.9906666666666667,15
EEGNet,OpenBMI_SSVEP,25,S2,0.9379999999999998,0.9378500290638173,0.9379999999999998,15
EEGNet,OpenBMI_SSVEP,29,S1,0.9426666666666667,0.9423989908819855,0.9426666666666667,15
EEGNet,OpenBMI_SSVEP,29,S2,0.8886666666666667,0.8866440071404259,0.8886666666666667,15
EEGNet,OpenBMI_SSVEP,36,S1,0.9946666666666668,0.9946549003753681,0.9946666666666668,15
EEGNet,OpenBMI_SSVEP,36,S2,1.0,1.0,1.0,15
EEGNet,OpenBMI_SSVEP,37,S1,0.9786666666666669,0.9786034028996214,0.9786666666666669,15
EEGNet,OpenBMI_SSVEP,37,S2,0.9993333333333333,0.9993330665599574,0.9993333333333333,15
EEGNet,OpenBMI_SSVEP,39,S1,0.9973333333333334,0.9973322662398293,0.9973333333333334,15
EEGNet,OpenBMI_SSVEP,39,S2,0.9840000000000001,0.9840055971106393,0.9840000000000001,15
EEGNet,OpenBMI_SSVEP,4,S1,1.0,1.0,1.0,15
EEGNet,OpenBMI_SSVEP,4,S2,1.0,1.0,1.0,15
EEGNet,OpenBMI_SSVEP,42,S1,0.9886666666666668,0.9886492930042146,0.9886666666666668,15
EEGNet,OpenBMI_SSVEP,42,S2,0.5493333333333333,0.549379660543424,0.5493333333333333,15
EEGNet,OpenBMI_SSVEP,51,S1,0.6353333333333334,0.6236242039516867,0.6353333333333334,15
EEGNet,OpenBMI_SSVEP,51,S2,0.7586666666666667,0.758798896520761,0.7586666666666667,15
EEGNet,OpenBMI_SSVEP,54,S1,0.7059999999999998,0.6976546824686057,0.7059999999999998,15
EEGNet,OpenBMI_SSVEP,54,S2,0.7453333333333333,0.7383531711791448,0.7453333333333333,15
EEGNet,WBCIC_MI,sub-10,S1,0.641,0.6380463219367059,0.641,15
EEGNet,WBCIC_MI,sub-10,S2,0.6900000000000001,0.6877303824437712,0.6900000000000001,15
EEGNet,WBCIC_MI,sub-10,S3,0.8153333333333331,0.8148961105763275,0.8153333333333331,15
EEGNet,WBCIC_MI,sub-15,S1,0.7819999999999999,0.7809037122281824,0.7819999999999999,15
EEGNet,WBCIC_MI,sub-15,S2,0.7116666666666667,0.7097198569157627,0.7116666666666667,15
EEGNet,WBCIC_MI,sub-15,S3,0.7436666666666666,0.7412921107133763,0.7436666666666666,15
EEGNet,WBCIC_MI,sub-20,S1,0.9299999999999999,0.9297370373152667,0.93,15
EEGNet,WBCIC_MI,sub-20,S2,0.8403333333333334,0.8380255694718426,0.8403333333333333,15
EEGNet,WBCIC_MI,sub-20,S3,0.4936666666666667,0.468624733498998,0.4936666666666667,15
EEGNet,WBCIC_MI,sub-39,S1,0.5126666666666667,0.4785527993093853,0.5126666666666667,15
EEGNet,WBCIC_MI,sub-39,S2,0.7446666666666667,0.7361671587863882,0.7446666666666667,15
EEGNet,WBCIC_MI,sub-39,S3,0.8069999999999999,0.8050861129089265,0.8069999999999999,15
EEGNet,WBCIC_MI,sub-4,S1,0.5293333333333333,0.5072536062636654,0.5293333333333333,15
EEGNet,WBCIC_MI,sub-4,S2,0.5640000000000001,0.5573123599000811,0.5640000000000001,15
EEGNet,WBCIC_MI,sub-4,S3,0.6783333333333332,0.6736475987884091,0.6783333333333332,15
EEGNet,WBCIC_MI,sub-40,S1,0.7833333333333331,0.7754490517044695,0.7833333333333331,15
EEGNet,WBCIC_MI,sub-40,S2,0.69,0.6711121062272208,0.6900000000000001,15
EEGNet,WBCIC_MI,sub-40,S3,0.8003333333333332,0.795369999438032,0.8003333333333332,15
EEGNet,WBCIC_MI,sub-43,S1,0.9843333333333333,0.9843203218931527,0.9843333333333333,15
EEGNet,WBCIC_MI,sub-43,S2,0.9793333333333332,0.9793054124821489,0.9793333333333332,15
EEGNet,WBCIC_MI,sub-43,S3,0.9623333333333333,0.9620824042258904,0.9623333333333333,15
EEGNet,WBCIC_MI,sub-46,S1,0.9793333333333333,0.9792959272797265,0.9793333333333333,15
EEGNet,WBCIC_MI,sub-46,S2,0.9536666666666666,0.9532621574123088,0.9536666666666666,15
EEGNet,WBCIC_MI,sub-46,S3,0.932,0.9313993624904211,0.9319999999999998,15
EEGNet,WBCIC_MI,sub-51,S1,0.7396666666666667,0.7355738367301418,0.7396666666666667,15
EEGNet,WBCIC_MI,sub-51,S2,0.7900000000000001,0.7852542473309031,0.7900000000000001,15
EEGNet,WBCIC_MI,sub-51,S3,0.7843333333333332,0.7811866642032509,0.7843333333333332,15
EEGNet,WBCIC_MI,sub-8,S1,0.8526666666666667,0.8508073814165547,0.8526666666666667,15
EEGNet,WBCIC_MI,sub-8,S2,0.9143333333333334,0.9141131872096371,0.9143333333333334,15
EEGNet,WBCIC_MI,sub-8,S3,0.9006666666666666,0.9001468769228632,0.9006666666666666,15
LiteBN,OpenBMI_ERP,12,S1,0.9465454545454546,0.8816793223940739,0.9237037037037036,15
LiteBN,OpenBMI_ERP,12,S2,0.9655353535353536,0.929778288658603,0.9577777777777777,15
LiteBN,OpenBMI_ERP,13,S1,0.9155757575757576,0.8450354933031754,0.8976767676767677,15
LiteBN,OpenBMI_ERP,13,S2,0.9201616161616164,0.8538210730779469,0.9046464646464649,15
LiteBN,OpenBMI_ERP,17,S1,0.8382020202020203,0.7721394477914856,0.8453535353535353,15
LiteBN,OpenBMI_ERP,17,S2,0.812020202020202,0.7235700469099215,0.7917508417508418,15
LiteBN,OpenBMI_ERP,18,S1,0.7466202350981005,0.7446350418600786,0.8578069732187974,15
LiteBN,OpenBMI_ERP,18,S2,0.9193535353535354,0.8795475161922781,0.9261952861952861,15
LiteBN,OpenBMI_ERP,24,S1,0.9422222222222221,0.8819266558544023,0.9240404040404042,15
LiteBN,OpenBMI_ERP,24,S2,0.7971313131313131,0.7377423197210388,0.8208080808080809,15
LiteBN,OpenBMI_ERP,25,S1,0.8004444444444445,0.7980732428799492,0.886936026936027,15
LiteBN,OpenBMI_ERP,25,S2,0.7972727272727271,0.7775476866638467,0.8685858585858586,15
LiteBN,OpenBMI_ERP,29,S1,0.816040404040404,0.7949435460173067,0.8783164983164983,15
LiteBN,OpenBMI_ERP,29,S2,0.8517171717171717,0.8216834461235905,0.8919865319865321,15
LiteBN,OpenBMI_ERP,36,S1,0.9497171717171716,0.9023273874369341,0.9393602693602694,15
LiteBN,OpenBMI_ERP,36,S2,0.95579797979798,0.8997924505780924,0.9368350168350168,15
LiteBN,OpenBMI_ERP,37,S1,0.8531717171717171,0.7941471033925109,0.8639730639730637,15
LiteBN,OpenBMI_ERP,37,S2,0.947131313131313,0.9194518360700356,0.9522895622895624,15
LiteBN,OpenBMI_ERP,39,S1,0.8361010101010102,0.7572361231211633,0.8298653198653199,15
LiteBN,OpenBMI_ERP,39,S2,0.7220808080808081,0.6917879436097524,0.8045454545454546,15
LiteBN,OpenBMI_ERP,4,S1,0.813070707070707,0.8021186601763229,0.8858922558922557,15
LiteBN,OpenBMI_ERP,4,S2,0.9071515151515153,0.8680323637641241,0.919057239057239,15
LiteBN,OpenBMI_ERP,42,S1,0.9098787878787878,0.8622246712346477,0.9135016835016836,15
LiteBN,OpenBMI_ERP,42,S2,0.851131313131313,0.8193246349722056,0.8902020202020202,15
LiteBN,OpenBMI_ERP,51,S1,0.8765858585858587,0.8131736220960248,0.8767340067340067,15
LiteBN,OpenBMI_ERP,51,S2,0.7447878787878787,0.6885282136889519,0.7848821548821548,15
LiteBN,OpenBMI_ERP,54,S1,0.68989898989899,0.6747937661169369,0.8054545454545453,15
LiteBN,OpenBMI_ERP,54,S2,0.7141616161616162,0.6890862185112436,0.8068350168350168,15
LiteBN,OpenBMI_MI,12,S1,0.7440000000000001,0.7344591392768379,0.7440000000000001,15
LiteBN,OpenBMI_MI,12,S2,0.7260000000000001,0.7167795817924464,0.7260000000000001,15
LiteBN,OpenBMI_MI,13,S1,0.6986666666666665,0.6857375291423705,0.6986666666666667,15
LiteBN,OpenBMI_MI,13,S2,0.6126666666666666,0.574864848218958,0.6126666666666666,15
LiteBN,OpenBMI_MI,17,S1,0.6993333333333335,0.6859493554661085,0.6993333333333335,15
LiteBN,OpenBMI_MI,17,S2,0.5686666666666668,0.5589027475927774,0.5686666666666668,15
LiteBN,OpenBMI_MI,18,S1,0.7746666666666666,0.7738072383627832,0.7746666666666666,15
LiteBN,OpenBMI_MI,18,S2,0.7193333333333333,0.7151551793166873,0.7193333333333333,15
LiteBN,OpenBMI_MI,24,S1,0.5980000000000001,0.5888734493271953,0.5980000000000001,15
LiteBN,OpenBMI_MI,24,S2,0.5700000000000001,0.521066454463588,0.5700000000000002,15
LiteBN,OpenBMI_MI,25,S1,0.7853333333333334,0.7826264977812499,0.7853333333333333,15
LiteBN,OpenBMI_MI,25,S2,0.9693333333333335,0.969316915670738,0.9693333333333335,15
LiteBN,OpenBMI_MI,29,S1,0.7133333333333333,0.7058724275913287,0.7133333333333333,15
LiteBN,OpenBMI_MI,29,S2,0.7633333333333333,0.7513367929373479,0.7633333333333334,15
LiteBN,OpenBMI_MI,36,S1,0.9240000000000002,0.9235086572359373,0.9240000000000002,15
LiteBN,OpenBMI_MI,36,S2,0.9259999999999999,0.9256655556136942,0.9259999999999999,15
LiteBN,OpenBMI_MI,37,S1,0.734,0.7312271869368542,0.734,15
LiteBN,OpenBMI_MI,37,S2,0.7493333333333333,0.7337246736642565,0.7493333333333333,15
LiteBN,OpenBMI_MI,39,S1,0.8266666666666665,0.8252432857275934,0.8266666666666665,15
LiteBN,OpenBMI_MI,39,S2,0.7333333333333333,0.7302831125720481,0.7333333333333333,15
LiteBN,OpenBMI_MI,4,S1,0.6873333333333332,0.6851517301814124,0.6873333333333332,15
LiteBN,OpenBMI_MI,4,S2,0.7940000000000002,0.7912981168277234,0.7940000000000002,15
LiteBN,OpenBMI_MI,42,S1,0.6933333333333334,0.6841924514929958,0.6933333333333334,15
